Date,SPAIN IMI VALUE IMI (Large+Mid+Small Cap)
2001-01-01,266.436
2001-01-02,270.592
2001-01-03,273.482
2001-01-04,278.618
2001-01-05,279.445
2001-01-08,280.793
2001-01-09,277.196
2001-01-10,277.681
2001-01-11,282.327
2001-01-12,283.5
2001-01-15,280.871
2001-01-16,277.837
2001-01-17,278.2
2001-01-18,284.534
2001-01-19,280.381
2001-01-22,281.552
2001-01-23,283.276
2001-01-24,278.599
2001-01-25,279.254
2001-01-26,279.618
2001-01-29,275.129
2001-01-30,280.759
2001-01-31,285.151
2001-02-01,288.923
2001-02-02,281.763
2001-02-05,284.295
2001-02-06,285.545
2001-02-07,284.336
2001-02-08,283.537
2001-02-09,284.551
2001-02-12,289.823
2001-02-13,287.583
2001-02-14,282.548
2001-02-15,278.54
2001-02-16,279.278
2001-02-19,282.509
2001-02-20,276.339
2001-02-21,275.51
2001-02-22,271.376
2001-02-23,269.411
2001-02-26,271.549
2001-02-27,274.799
2001-02-28,275.347
2001-03-01,276.216
2001-03-02,278.864
2001-03-05,278.351
2001-03-06,283.161
2001-03-07,283.712
2001-03-08,284.628
2001-03-09,283.307
2001-03-12,278.245
2001-03-13,274.115
2001-03-14,269.878
2001-03-15,270.748
2001-03-16,263.542
2001-03-19,263.044
2001-03-20,265.217
2001-03-21,257.295
2001-03-22,246.228
2001-03-23,253.928
2001-03-26,258.651
2001-03-27,263.41
2001-03-28,259.863
2001-03-29,258.906
2001-03-30,262.65
2001-04-02,263.125
2001-04-03,258.522
2001-04-04,267.044
2001-04-05,268.309
2001-04-06,269.237
2001-04-09,272.257
2001-04-10,269.546
2001-04-11,267.267
2001-04-12,270.385
2001-04-13,270.385
2001-04-16,267.616
2001-04-17,264.677
2001-04-18,265.584
2001-04-19,268.538
2001-04-20,271.041
2001-04-23,266.466
2001-04-24,269.156
2001-04-25,269.701
2001-04-26,271.936
2001-04-27,270.285
2001-04-30,271.303
2001-05-01,272.742
2001-05-02,270.268
2001-05-03,268.867
2001-05-04,269.412
2001-05-07,269.242
2001-05-08,269.259
2001-05-09,269.09
2001-05-10,269.869
2001-05-11,267.072
2001-05-14,265.345
2001-05-15,266.612
2001-05-16,268.927
2001-05-17,269.687
2001-05-18,271.747
2001-05-21,268.428
2001-05-22,264.111
2001-05-23,262.67
2001-05-24,261.73
2001-05-25,259.004
2001-05-28,261.014
2001-05-29,257.5
2001-05-30,259.199
2001-05-31,257.601
2001-06-01,257.575
2001-06-04,260.347
2001-06-05,261.652
2001-06-06,259.925
2001-06-07,261.558
2001-06-08,262.525
2001-06-11,260.516
2001-06-12,260.848
2001-06-13,262.644
2001-06-14,263.812
2001-06-15,264.496
2001-06-18,260.75
2001-06-19,259.528
2001-06-20,256.254
2001-06-21,253.74
2001-06-22,254.564
2001-06-25,257.303
2001-06-26,256.187
2001-06-27,254.83
2001-06-28,251.773
2001-06-29,252.317
2001-07-02,254.835
2001-07-03,254.961
2001-07-04,254.716
2001-07-05,251.031
2001-07-06,248.81
2001-07-09,250.538
