Date,SWEDEN LARGE GROWTH Large Cap
2005-03-31,605.044
2005-04-29,613.836
2005-05-31,645.201
2005-06-30,651.859
2005-07-29,686.389
2005-08-31,684.463
2005-09-30,721.64
2005-10-31,646.201
2005-11-30,641.151
2005-12-30,678.081
2006-01-31,716.637
2006-02-28,687.081
2006-03-31,745.368
2006-04-28,720.491
2006-05-31,664.353
2006-06-30,687.79
2006-07-31,646.147
2006-08-31,680.353
2006-09-29,711.281
2006-10-31,770.365
2006-11-30,796.108
2006-12-29,855.729
2007-01-31,901.299
2007-02-28,859.197
2007-03-30,910.57
2007-04-30,1016.205
2007-05-31,1000.0
2007-06-29,1008.583
2007-07-31,986.799
2007-08-31,959.195
2007-09-28,1027.275
2007-10-31,964.913
2007-11-30,865.861
2007-12-31,841.239
2008-01-31,744.129
2008-02-29,801.585
2008-03-31,801.302
2008-04-30,849.796
2008-05-30,887.281
2008-06-30,761.022
2008-07-31,768.599
2008-08-29,713.207
2008-09-30,569.911
2008-10-31,425.57
2008-11-28,409.189
2008-12-31,441.904
2009-01-30,426.673
2009-02-27,414.886
2009-03-31,419.398
2009-04-30,512.942
2009-05-29,555.599
2009-06-30,560.182
2009-07-31,640.411
2009-08-31,658.257
2009-09-30,676.199
2009-10-30,709.376
2009-11-30,701.998
2009-12-31,683.704
2010-01-29,682.884
2010-02-26,693.899
2010-03-31,757.971
2010-04-30,818.766
2010-05-31,707.89
2010-06-30,717.215
2010-07-30,802.068
2010-08-31,783.533
2010-09-30,932.887
2010-10-29,924.346
2010-11-30,938.508
2010-12-31,1036.831
2011-01-31,1028.058
2011-02-28,1029.218
2011-03-31,1055.073
2011-04-29,1174.397
2011-05-31,1123.446
2011-06-30,1073.607
2011-07-29,998.481
2011-08-31,874.68
2011-09-30,750.193
2011-10-31,883.28
2011-11-30,838.602
2011-12-30,828.459
2012-01-31,894.105
2012-02-29,995.315
2012-03-30,965.134
2012-04-30,962.59
2012-05-31,817.424
2012-06-29,900.3
2012-07-31,958.785
2012-08-31,947.774
2012-09-28,979.438
2012-10-31,976.081
2012-11-30,998.486
2012-12-31,1048.272
2013-01-31,1106.471
2013-02-28,1116.16
2013-03-29,1090.609
2013-04-30,1075.755
2013-05-31,1077.875
2013-06-28,993.292
2013-07-31,1088.501
2013-08-30,1085.583
2013-09-30,1192.503
2013-10-31,1147.678
2013-11-29,1163.698
2013-12-31,1188.88
2014-01-31,1155.621
2014-02-28,1233.758
2014-03-31,1236.432
2014-04-30,1223.328
2014-05-30,1245.717
2014-06-30,1219.394
2014-07-31,1180.737
2014-08-29,1191.402
2014-09-30,1161.876
2014-10-31,1136.391
2014-11-28,1181.368
2014-12-31,1140.569
2015-01-30,1172.399
2015-02-27,1252.103
2015-03-31,1219.916
2015-04-30,1206.419
2015-05-29,1198.622
2015-06-30,1137.181
2015-07-31,1170.479
2015-08-31,1088.38
2015-09-30,1039.448
2015-10-30,1116.082
2015-11-30,1113.078
2015-12-31,1070.911
2016-01-29,999.665
2016-02-29,1007.34
2016-03-31,1068.981
2016-04-29,1126.934
2016-05-31,1081.592
2016-06-30,1053.517
2016-07-29,1102.244
2016-08-31,1095.735
2016-09-30,1096.457
2016-10-31,1058.03
2016-11-30,1063.659
2016-12-30,1068.808
2017-01-31,1115.815
2017-02-28,1114.146
2017-03-31,1165.123
2017-04-28,1209.55
2017-05-31,1232.628
2017-06-30,1243.665
2017-07-31,1236.491
2017-08-31,1262.276
2017-09-29,1338.272
2017-10-31,1365.164
2017-11-30,1319.199
2017-12-29,1299.518
2018-01-31,1366.654
2018-02-28,1291.085
2018-03-30,1255.416
2018-04-30,1254.473
2018-05-31,1239.727
2018-06-29,1227.742
2018-07-31,1251.795
2018-08-31,1265.824
2018-09-28,1280.02
2018-10-31,1165.676
2018-11-30,1137.987
2018-12-31,1111.925
2019-01-31,1196.888
2019-02-28,1246.902
2019-03-29,1272.137
2019-04-30,1382.507
2019-05-31,1250.892
2019-06-28,1394.065
2019-07-31,1324.735
2019-08-30,1238.068
2019-09-30,1270.194
2019-10-31,1398.914
2019-11-29,1434.441
2019-12-31,1485.666
2020-01-31,1417.722
2020-02-28,1333.014
2020-03-31,1239.125
2020-04-30,1301.304
2020-05-29,1406.084
2020-06-30,1448.116
2020-07-31,1578.348
2020-08-31,1667.669
2020-09-30,1689.446
2020-10-30,1586.223
2020-11-30,1828.145
2020-12-31,1883.358
2021-01-29,1938.349
2021-02-26,1978.039
2021-03-31,2081.838
2021-04-30,2117.418
2021-05-31,2204.692
2021-06-30,2132.898
2021-07-30,2222.03
2021-08-31,2201.261
2021-09-30,2036.965
2021-10-29,2129.396
2021-11-30,1992.843
2021-12-31,2207.664
2022-01-31,1979.851
2022-02-28,1793.478
2022-03-31,1803.944
2022-04-29,1622.973
2022-05-31,1619.813
2022-06-30,1381.057
2022-07-29,1566.943
2022-08-31,1383.556
2022-09-30,1249.251
2022-10-31,1362.103
2022-11-30,1521.475
2022-12-30,1497.184
2023-01-31,1589.172
2023-02-28,1627.569
2023-03-31,1688.499
2023-04-28,1758.77
2023-05-31,1666.696
2023-06-30,1735.06
2023-07-31,1696.431
2023-08-31,1565.596
2023-09-29,1535.629
2023-10-31,1441.975
2023-11-30,1712.568
2023-12-29,1913.906
2024-01-31,1824.912
2024-02-29,1920.537
2024-03-29,1932.462
2024-04-30,1897.174
2024-05-31,2028.214
2024-06-28,1993.16
2024-07-31,1975.489
2024-08-30,2058.364
2024-09-30,2153.034
2024-10-31,1909.408
2024-11-29,1841.005
2024-12-31,1769.069
2025-01-31,1977.581
2025-02-28,2048.862
2025-03-31,1954.309
2025-04-30,2012.01
2025-05-30,2093.263
2025-06-30,2183.678
2025-07-31,2057.852
2025-08-29,2176.775
