Date,SWEDEN LARGE GROWTH Large Cap
2003-02-17,267.582
2003-02-18,267.829
2003-02-19,263.467
2003-02-20,257.317
2003-02-21,255.503
2003-02-24,252.43
2003-02-25,244.947
2003-02-26,247.421
2003-02-27,248.236
2003-02-28,248.587
2003-03-03,251.759
2003-03-04,249.494
2003-03-05,248.554
2003-03-06,247.365
2003-03-07,245.52
2003-03-10,240.074
2003-03-11,232.982
2003-03-12,232.603
2003-03-13,240.499
2003-03-14,248.235
2003-03-17,257.856
2003-03-18,254.585
2003-03-19,255.784
2003-03-20,258.608
2003-03-21,260.361
2003-03-24,254.798
2003-03-25,254.294
2003-03-26,248.93
2003-03-27,245.771
2003-03-28,249.891
2003-03-31,240.125
2003-04-01,239.207
2003-04-02,246.973
2003-04-03,249.968
2003-04-04,252.547
2003-04-07,260.849
2003-04-08,254.048
2003-04-09,254.172
2003-04-10,252.899
2003-04-11,249.392
2003-04-14,250.693
2003-04-15,254.942
2003-04-16,256.087
2003-04-17,259.058
2003-04-18,259.058
2003-04-21,258.266
2003-04-22,261.789
2003-04-23,266.956
2003-04-24,268.513
2003-04-25,266.029
2003-04-28,272.264
2003-04-29,284.335
2003-04-30,288.733
2003-05-01,291.587
2003-05-02,291.473
2003-05-05,294.243
2003-05-06,296.216
2003-05-07,293.898
2003-05-08,293.809
2003-05-09,300.061
2003-05-12,303.575
2003-05-13,305.369
2003-05-14,302.775
2003-05-15,303.676
2003-05-16,305.098
2003-05-19,299.906
2003-05-20,294.726
2003-05-21,293.078
2003-05-22,297.451
2003-05-23,301.496
2003-05-26,299.502
2003-05-27,304.858
2003-05-28,310.837
2003-05-29,312.312
2003-05-30,312.612
2003-06-02,310.678
2003-06-03,304.463
2003-06-04,305.061
2003-06-05,309.727
2003-06-06,313.664
2003-06-09,314.753
2003-06-10,315.184
2003-06-11,321.569
2003-06-12,325.096
2003-06-13,322.927
2003-06-16,328.123
2003-06-17,329.856
2003-06-18,328.329
2003-06-19,325.294
2003-06-20,323.33
2003-06-23,315.309
2003-06-24,310.676
2003-06-25,315.234
2003-06-26,308.507
2003-06-27,313.886
2003-06-30,314.235
2003-07-01,311.535
2003-07-02,312.175
2003-07-03,316.551
2003-07-04,316.342
2003-07-07,315.341
2003-07-08,316.807
2003-07-09,316.708
2003-07-10,313.575
2003-07-11,313.238
2003-07-14,320.379
2003-07-15,316.177
2003-07-16,309.951
2003-07-17,300.984
2003-07-18,310.834
2003-07-21,314.089
2003-07-22,314.869
2003-07-23,318.621
2003-07-24,325.511
2003-07-25,325.86
2003-07-28,332.412
2003-07-29,330.067
2003-07-30,329.328
2003-07-31,326.345
2003-08-01,322.876
2003-08-04,328.144
2003-08-05,331.23
2003-08-06,323.996
2003-08-07,321.787
2003-08-08,322.013
2003-08-11,321.356
2003-08-12,327.457
2003-08-13,328.967
2003-08-14,328.785
2003-08-15,326.358
2003-08-18,327.745
2003-08-19,327.594
2003-08-20,328.018
2003-08-21,332.106
2003-08-22,328.835
2003-08-25,323.552
2003-08-26,321.383
2003-08-27,323.605
2003-08-28,325.697
2003-08-29,328.194
2003-09-01,334.695
2003-09-02,331.326
2003-09-03,338.415
2003-09-04,342.141
2003-09-05,349.247
2003-09-08,353.318
2003-09-09,352.219
2003-09-10,345.612
2003-09-11,346.151
2003-09-12,350.111
2003-09-15,348.866
2003-09-16,351.563
2003-09-17,352.297
2003-09-18,352.375
2003-09-19,347.215
2003-09-22,343.115
2003-09-23,347.5
2003-09-24,344.7
2003-09-25,345.496
2003-09-26,347.765
2003-09-29,346.346
2003-09-30,342.116
2003-10-01,343.454
2003-10-02,343.45
2003-10-03,352.407
2003-10-06,358.123
2003-10-07,361.677
2003-10-08,365.92
2003-10-09,365.749
2003-10-10,365.343
2003-10-13,370.475
2003-10-14,372.501
2003-10-15,367.483
2003-10-16,364.553
2003-10-17,359.484
2003-10-20,358.548
2003-10-21,359.057
2003-10-22,355.177
2003-10-23,350.364
2003-10-24,357.193
2003-10-27,361.105
2003-10-28,361.562
2003-10-29,362.368
2003-10-30,358.866
2003-10-31,352.674
2003-11-03,347.781
2003-11-04,349.109
2003-11-05,342.431
2003-11-06,346.052
2003-11-07,352.338
2003-11-10,349.686
2003-11-11,345.209
2003-11-12,354.912
2003-11-13,363.424
2003-11-14,373.718
2003-11-17,365.943
2003-11-18,369.325
2003-11-19,364.899
2003-11-20,361.088
2003-11-21,360.505
2003-11-24,362.734
2003-11-25,359.962
2003-11-26,359.567
2003-11-27,363.015
2003-11-28,362.716
2003-12-01,368.578
2003-12-02,375.436
2003-12-03,377.227
2003-12-04,381.327
2003-12-05,375.851
2003-12-08,372.657
2003-12-09,366.273
2003-12-10,364.763
2003-12-11,364.001
2003-12-12,368.001
2003-12-15,368.657
2003-12-16,360.574
2003-12-17,356.987
2003-12-18,367.074
2003-12-19,370.824
2003-12-22,370.8
2003-12-23,375.83
2003-12-24,376.165
2003-12-25,376.165
2003-12-26,375.725
2003-12-29,392.46
2003-12-30,391.954
2003-12-31,394.354
2004-01-01,394.354
2004-01-02,400.23
2004-01-05,400.653
2004-01-06,400.866
2004-01-07,395.868
2004-01-08,432.393
2004-01-09,450.359
2004-01-12,458.631
2004-01-13,455.177
2004-01-14,448.486
2004-01-15,446.073
2004-01-16,457.613
2004-01-19,462.851
2004-01-20,459.055
2004-01-21,456.355
2004-01-22,457.171
2004-01-23,455.739
2004-01-26,451.216
2004-01-27,459.579
2004-01-28,453.115
2004-01-29,439.693
2004-01-30,458.312
2004-02-02,459.015
2004-02-03,464.169
2004-02-04,464.639
2004-02-05,479.229
2004-02-06,525.706
2004-02-09,539.684
2004-02-10,563.945
2004-02-11,565.134
2004-02-12,562.721
2004-02-13,552.252
2004-02-16,564.344
2004-02-17,562.255
2004-02-18,574.838
2004-02-19,569.492
2004-02-20,553.003
2004-02-23,561.383
2004-02-24,547.56
2004-02-25,549.177
2004-02-26,555.872
2004-02-27,564.186
2004-03-01,564.911
2004-03-02,569.328
2004-03-03,577.353
2004-03-04,574.689
2004-03-05,594.942
2004-03-08,595.828
2004-03-09,575.518
2004-03-10,559.897
2004-03-11,529.594
2004-03-12,531.679
2004-03-15,532.489
2004-03-16,537.117
2004-03-17,544.905
2004-03-18,532.175
2004-03-19,536.138
2004-03-22,512.498
2004-03-23,514.527
2004-03-24,508.377
2004-03-25,521.023
2004-03-26,516.552
2004-03-29,540.395
2004-03-30,538.67
2004-03-31,543.492
2004-04-01,577.886
2004-04-02,578.01
2004-04-05,584.495
2004-04-06,583.213
2004-04-07,597.651
2004-04-08,591.9
2004-04-09,591.9
2004-04-12,588.887
2004-04-13,578.935
2004-04-14,567.661
2004-04-15,567.017
2004-04-16,570.333
2004-04-19,577.914
2004-04-20,589.359
2004-04-21,576.438
2004-04-22,593.633
2004-04-23,562.887
2004-04-26,550.173
2004-04-27,554.013
2004-04-28,533.669
2004-04-29,535.49
2004-04-30,525.283
2004-05-03,532.317
2004-05-04,532.354
2004-05-05,551.477
2004-05-06,537.885
2004-05-07,529.383
2004-05-10,493.903
2004-05-11,502.484
2004-05-12,490.307
2004-05-13,506.709
2004-05-14,502.436
2004-05-17,491.724
2004-05-18,498.264
2004-05-19,522.265
2004-05-20,518.406
2004-05-21,520.526
2004-05-24,519.294
2004-05-25,511.405
2004-05-26,523.444
2004-05-27,539.381
2004-05-28,538.708
2004-05-31,538.708
2004-06-01,528.449
2004-06-02,533.797
2004-06-03,530.947
2004-06-04,547.446
2004-06-07,565.269
2004-06-08,565.494
2004-06-09,547.702
2004-06-10,543.177
2004-06-11,536.785
2004-06-14,527.048
2004-06-15,534.982
2004-06-16,535.834
2004-06-17,532.622
2004-06-18,527.416
2004-06-21,525.156
2004-06-22,520.647
2004-06-23,544.092
2004-06-24,564.636
2004-06-25,563.241
2004-06-28,569.969
2004-06-29,566.073
2004-06-30,566.108
2004-07-01,570.059
2004-07-02,570.051
2004-07-05,562.407
2004-07-06,554.555
2004-07-07,564.141
2004-07-08,561.224
2004-07-09,549.566
2004-07-12,533.155
2004-07-13,532.545
2004-07-14,550.339
2004-07-15,521.252
2004-07-16,535.505
2004-07-19,524.361
2004-07-20,524.785
2004-07-21,549.636
2004-07-22,532.29
2004-07-23,522.874
2004-07-26,506.81
2004-07-27,521.972
2004-07-28,519.734
2004-07-29,529.488
2004-07-30,527.818
2004-08-02,523.892
2004-08-03,524.913
2004-08-04,518.011
2004-08-05,525.228
2004-08-06,514.349
2004-08-09,508.162
2004-08-10,518.778
2004-08-11,493.712
2004-08-12,481.558
2004-08-13,491.773
2004-08-16,499.516
2004-08-17,510.946
2004-08-18,513.759
2004-08-19,523.249
2004-08-20,520.96
2004-08-23,536.131
2004-08-24,526.825
2004-08-25,532.742
2004-08-26,534.303
2004-08-27,535.069
2004-08-30,537.652
2004-08-31,533.229
2004-09-01,547.433
2004-09-02,547.336
2004-09-03,533.635
2004-09-06,531.426
2004-09-07,526.495
2004-09-08,525.677
2004-09-09,527.238
2004-09-10,546.773
2004-09-13,568.383
2004-09-14,563.997
2004-09-15,558.477
2004-09-16,558.399
2004-09-17,567.346
2004-09-20,569.019
2004-09-21,575.159
2004-09-22,581.04
2004-09-23,592.594
2004-09-24,589.168
2004-09-27,586.682
2004-09-28,585.897
2004-09-29,604.591
2004-09-30,600.446
2004-10-01,613.855
2004-10-04,616.374
2004-10-05,617.952
2004-10-06,616.123
2004-10-07,619.239
2004-10-08,617.733
2004-10-11,614.221
2004-10-12,603.796
2004-10-13,617.083
2004-10-14,610.226
2004-10-15,611.744
2004-10-18,613.916
2004-10-19,626.766
2004-10-20,619.288
2004-10-21,607.717
2004-10-22,575.438
2004-10-25,561.819
2004-10-26,575.44
2004-10-27,587.505
2004-10-28,586.286
2004-10-29,580.651
2004-11-01,592.995
2004-11-02,605.504
2004-11-03,614.033
2004-11-04,602.307
2004-11-05,605.689
2004-11-08,618.784
2004-11-09,607.574
2004-11-10,606.561
2004-11-11,616.17
2004-11-12,640.956
2004-11-15,646.498
2004-11-16,647.784
2004-11-17,654.927
2004-11-18,655.201
2004-11-19,653.167
2004-11-22,643.922
2004-11-23,651.474
2004-11-24,658.695
2004-11-25,663.98
2004-11-26,658.791
2004-11-29,664.591
2004-11-30,661.259
2004-12-01,668.453
2004-12-02,670.398
2004-12-03,671.899
2004-12-06,669.949
2004-12-07,678.703
2004-12-08,650.605
2004-12-09,632.609
2004-12-10,635.746
2004-12-13,643.153
2004-12-14,644.039
2004-12-15,645.876
2004-12-16,644.442
2004-12-17,632.421
2004-12-20,652.265
2004-12-21,645.168
2004-12-22,646.668
2004-12-23,641.886
2004-12-24,645.706
2004-12-27,651.946
2004-12-28,652.611
2004-12-29,656.802
2004-12-30,656.415
2004-12-31,653.324
2005-01-03,650.372
2005-01-04,653.256
2005-01-05,643.633
2005-01-06,636.483
2005-01-07,625.868
2005-01-10,638.144
2005-01-11,631.236
2005-01-12,616.545
2005-01-13,614.647
2005-01-14,616.808
2005-01-17,627.792
2005-01-18,624.038
2005-01-19,620.991
2005-01-20,603.875
2005-01-21,603.905
2005-01-24,596.285
2005-01-25,598.208
2005-01-26,605.884
2005-01-27,611.457
2005-01-28,602.669
2005-01-31,607.528
2005-02-01,619.815
2005-02-02,620.856
2005-02-03,606.869
2005-02-04,611.206
2005-02-07,622.506
2005-02-08,614.413
2005-02-09,631.364
2005-02-10,603.614
2005-02-11,605.08
2005-02-14,612.939
2005-02-15,616.127
2005-02-16,612.814
2005-02-17,609.739
2005-02-18,603.566
2005-02-21,601.913
2005-02-22,614.285
2005-02-23,607.969
2005-02-24,608.246
2005-02-25,621.702
2005-02-28,626.516
2005-03-01,624.022
2005-03-02,626.127
2005-03-03,622.491
2005-03-04,635.793
2005-03-07,629.124
2005-03-08,627.318
2005-03-09,632.915
2005-03-10,625.051
2005-03-11,633.592
2005-03-14,627.9
2005-03-15,624.99
2005-03-16,616.988
2005-03-17,613.789
2005-03-18,609.28
2005-03-21,598.596
2005-03-22,606.583
2005-03-23,607.024
2005-03-24,603.353
2005-03-25,603.353
2005-03-28,599.203
2005-03-29,602.419
2005-03-30,607.211
2005-03-31,605.044
2005-04-01,611.203
2005-04-04,598.479
2005-04-05,602.915
2005-04-06,612.855
2005-04-07,618.866
2005-04-08,622.422
2005-04-11,633.316
2005-04-12,624.563
2005-04-13,632.005
2005-04-14,630.445
2005-04-15,623.057
2005-04-18,618.054
2005-04-19,616.791
2005-04-20,619.302
2005-04-21,633.795
2005-04-22,650.047
2005-04-25,645.48
2005-04-26,638.357
2005-04-27,623.449
2005-04-28,617.887
2005-04-29,613.836
2005-05-02,613.577
2005-05-03,619.92
2005-05-04,627.162
2005-05-05,626.857
2005-05-06,638.038
2005-05-09,640.359
2005-05-10,635.351
2005-05-11,628.98
2005-05-12,639.365
2005-05-13,636.311
2005-05-16,635.527
2005-05-17,638.676
2005-05-18,642.079
2005-05-19,647.595
2005-05-20,647.033
2005-05-23,649.142
2005-05-24,649.612
2005-05-25,646.988
2005-05-26,647.359
2005-05-27,646.618
2005-05-30,649.795
2005-05-31,645.201
2005-06-01,641.231
2005-06-02,641.659
2005-06-03,641.461
2005-06-06,641.974
2005-06-07,646.141
2005-06-08,651.27
2005-06-09,639.62
2005-06-10,642.721
2005-06-13,629.418
2005-06-14,639.661
2005-06-15,640.084
2005-06-16,642.195
2005-06-17,654.007
2005-06-20,657.513
2005-06-21,668.026
2005-06-22,662.911
2005-06-23,672.376
2005-06-24,672.995
2005-06-27,660.189
2005-06-28,654.879
2005-06-29,654.645
2005-06-30,651.859
2005-07-01,649.251
2005-07-04,653.126
2005-07-05,654.382
2005-07-06,663.264
2005-07-07,650.671
2005-07-08,660.513
2005-07-11,680.812
2005-07-12,692.674
2005-07-13,692.522
2005-07-14,691.931
2005-07-15,681.921
2005-07-18,685.15
2005-07-19,680.922
2005-07-20,673.088
2005-07-21,690.475
2005-07-22,682.94
2005-07-25,686.858
2005-07-26,676.885
2005-07-27,683.146
2005-07-28,690.393
2005-07-29,686.389
2005-08-01,688.533
2005-08-02,693.721
2005-08-03,698.585
2005-08-04,696.246
2005-08-05,692.943
2005-08-08,694.044
2005-08-09,696.288
2005-08-10,718.145
2005-08-11,722.726
2005-08-12,720.683
2005-08-15,718.788
2005-08-16,710.736
2005-08-17,698.691
2005-08-18,688.559
2005-08-19,685.266
2005-08-22,688.831
2005-08-23,685.929
2005-08-24,681.671
2005-08-25,668.939
2005-08-26,671.994
2005-08-29,674.656
2005-08-30,667.672
2005-08-31,684.463
2005-09-01,695.449
2005-09-02,697.155
2005-09-05,696.857
2005-09-06,698.731
2005-09-07,699.693
2005-09-08,698.258
2005-09-09,717.945
2005-09-12,713.571
2005-09-13,709.09
2005-09-14,709.491
2005-09-15,699.771
2005-09-16,699.179
2005-09-19,695.744
2005-09-20,700.428
2005-09-21,698.135
2005-09-22,696.502
2005-09-23,692.45
2005-09-26,701.331
2005-09-27,699.761
2005-09-28,710.61
2005-09-29,717.232
2005-09-30,721.64
2005-10-03,724.608
2005-10-04,726.066
2005-10-05,718.378
2005-10-06,719.945
2005-10-07,714.412
2005-10-10,709.451
2005-10-11,705.421
2005-10-12,693.194
2005-10-13,676.811
2005-10-14,690.37
2005-10-17,680.574
2005-10-18,670.253
2005-10-19,663.398
2005-10-20,656.932
2005-10-21,653.442
2005-10-24,647.179
2005-10-25,662.54
2005-10-26,657.209
2005-10-27,647.467
2005-10-28,640.411
2005-10-31,646.201
2005-11-01,642.35
2005-11-02,645.631
2005-11-03,657.504
2005-11-04,650.688
2005-11-07,642.958
