Date,NETHERLANDS SMALL GROWTH Small Cap
2011-02-28,1072.299
2011-03-31,1122.837
2011-04-29,1186.911
2011-05-31,1130.766
2011-06-30,1093.675
2011-07-29,973.936
2011-08-31,878.643
2011-09-30,808.925
2011-10-31,888.29
2011-11-30,809.411
2011-12-30,805.402
2012-01-31,904.24
2012-02-29,976.731
2012-03-30,984.089
2012-04-30,960.876
2012-05-31,860.973
2012-06-29,880.81
2012-07-31,891.694
2012-08-31,908.714
2012-09-28,925.456
2012-10-31,920.761
2012-11-30,952.927
2012-12-31,993.905
2013-01-31,1095.28
2013-02-28,1018.914
2013-03-29,982.901
2013-04-30,1007.903
2013-05-31,1006.857
2013-06-28,975.403
2013-07-31,1060.204
2013-08-30,1050.778
2013-09-30,1162.798
2013-10-31,1200.984
2013-11-29,1230.018
2013-12-31,1258.521
2014-01-31,1218.929
2014-02-28,1289.681
2014-03-31,1317.028
2014-04-30,1308.024
2014-05-30,1277.301
2014-06-30,1263.018
2014-07-31,1182.831
2014-08-29,1135.168
2014-09-30,1085.006
2014-10-31,1186.831
2014-11-28,1267.457
2014-12-31,1246.922
2015-01-30,1211.113
2015-02-27,1283.014
2015-03-31,1276.442
2015-04-30,1330.838
2015-05-29,1297.419
2015-06-30,1256.491
2015-07-31,1294.68
2015-08-31,1251.458
2015-09-30,1211.437
2015-10-30,1323.65
2015-11-30,1311.736
2015-12-31,1317.871
2016-01-29,1260.156
2016-02-29,1227.346
2016-03-31,1321.275
2016-04-29,1332.841
2016-05-31,1303.812
2016-06-30,1227.484
2016-07-29,1318.812
2016-08-31,1327.469
2016-09-30,1342.406
2016-10-31,1290.535
2016-11-30,1257.006
2016-12-30,1347.373
2017-01-31,1410.652
2017-02-28,1409.751
2017-03-31,1475.763
2017-04-28,1582.555
2017-05-31,1643.179
2017-06-30,1634.56
2017-07-31,1719.929
2017-08-31,1717.352
2017-09-29,1827.447
2017-10-31,1899.773
2017-11-30,1956.862
2017-12-29,2006.529
2018-01-31,2141.229
2018-02-28,2015.257
2018-03-30,2015.204
2018-04-30,1988.846
2018-05-31,2025.6
2018-06-29,1982.115
2018-07-31,1997.874
2018-08-31,1973.046
2018-09-28,1931.102
2018-10-31,1712.491
2018-11-30,1649.636
2018-12-31,1545.681
2019-01-31,1664.131
2019-02-28,1792.834
2019-03-29,1774.988
2019-04-30,1921.653
2019-05-31,1823.061
2019-06-28,2027.376
2019-07-31,2070.008
2019-08-30,2011.962
2019-09-30,2065.104
2019-10-31,2158.989
2019-11-29,2246.707
2019-12-31,2312.381
2020-01-31,2312.374
2020-02-28,2186.924
2020-03-31,1660.333
2020-04-30,1981.496
2020-05-29,2059.345
2020-06-30,2320.843
2020-07-31,2410.143
2020-08-31,2553.843
2020-09-30,2496.361
2020-10-30,2418.991
2020-11-30,2951.354
2020-12-31,3287.557
2021-01-29,3471.277
2021-02-26,3591.016
2021-03-31,3804.157
2021-04-30,3981.869
2021-05-31,4266.756
2021-06-30,4125.329
2021-07-30,4351.495
2021-08-31,4604.118
2021-09-30,4425.756
2021-10-29,4663.497
2021-11-30,4583.666
2021-12-31,4721.844
2022-01-31,4507.616
2022-02-28,4619.817
2022-03-31,4856.607
2022-04-29,4393.36
2022-05-31,4394.839
2022-06-30,3766.779
2022-07-29,4105.089
2022-08-31,3780.119
2022-09-30,3423.567
2022-10-31,3730.352
2022-11-30,4175.803
2022-12-30,4179.948
2023-01-31,4740.565
2023-02-28,4743.467
2023-03-31,4769.679
2023-04-28,4899.689
2023-05-31,5047.311
2023-06-30,4958.785
2023-07-31,5253.983
2023-08-31,5040.177
2023-09-29,4617.993
2023-10-31,4076.086
2023-11-30,4867.168
2023-12-29,5424.51
2024-01-31,5410.319
2024-02-29,5456.899
2024-03-29,5543.582
2024-04-30,5368.256
2024-05-31,5546.731
2024-06-28,4972.267
2024-07-31,5340.355
2024-08-30,5382.916
2024-09-30,5338.283
2024-10-31,5143.264
2024-11-29,4789.216
2024-12-31,4539.507
2025-01-31,4456.364
2025-02-28,4172.815
2025-03-31,4122.72
2025-04-30,4123.934
2025-05-30,4538.688
2025-06-30,4735.712
2025-07-31,4631.221
2025-08-29,4657.464
