Date,NETHERLANDS SMALL GROWTH Small Cap
2001-05-18,474.651
2001-05-21,476.552
2001-05-22,480.626
2001-05-23,479.599
2001-05-24,474.562
2001-05-25,472.697
2001-05-28,474.791
2001-05-29,466.91
2001-05-30,463.233
2001-05-31,458.432
2001-06-01,456.563
2001-06-04,456.878
2001-06-05,457.757
2001-06-06,458.764
2001-06-07,459.54
2001-06-08,454.217
2001-06-11,443.645
2001-06-12,437.166
2001-06-13,444.846
2001-06-14,446.476
2001-06-15,439.068
2001-06-18,438.167
2001-06-19,434.109
2001-06-20,420.427
2001-06-21,424.238
2001-06-22,428.183
2001-06-25,430.135
2001-06-26,419.829
2001-06-27,416.738
2001-06-28,407.782
2001-06-29,411.089
2001-07-02,413.672
2001-07-03,416.984
2001-07-04,416.193
2001-07-05,404.149
2001-07-06,403.592
2001-07-09,401.371
2001-07-10,406.532
2001-07-11,401.546
2001-07-12,402.736
2001-07-13,404.865
2001-07-16,403.827
2001-07-17,392.152
2001-07-18,396.285
2001-07-19,395.468
2001-07-20,393.62
2001-07-23,392.608
2001-07-24,400.13
2001-07-25,402.467
2001-07-26,407.357
2001-07-27,410.64
2001-07-30,414.983
2001-07-31,418.406
2001-08-01,424.858
2001-08-02,430.085
2001-08-03,429.745
2001-08-06,426.131
2001-08-07,421.641
2001-08-08,417.365
2001-08-09,418.094
2001-08-10,422.563
2001-08-13,424.428
2001-08-14,424.918
2001-08-15,425.07
2001-08-16,424.221
2001-08-17,426.815
2001-08-20,422.54
2001-08-21,426.299
2001-08-22,430.075
2001-08-23,426.749
2001-08-24,436.558
2001-08-27,431.866
2001-08-28,429.196
2001-08-29,430.38
2001-08-30,423.373
2001-08-31,421.992
2001-09-03,412.301
2001-09-04,402.317
2001-09-05,395.14
2001-09-06,381.442
2001-09-07,372.677
2001-09-10,366.849
2001-09-11,356.508
2001-09-12,359.58
2001-09-13,363.026
2001-09-14,350.376
2001-09-17,348.933
2001-09-18,347.204
2001-09-19,348.106
2001-09-20,330.559
2001-09-21,314.455
2001-09-24,329.313
2001-09-25,340.663
2001-09-26,343.831
2001-09-27,342.148
2001-09-28,346.244
2001-10-01,347.564
2001-10-02,344.843
2001-10-03,342.978
2001-10-04,352.328
2001-10-05,349.821
2001-10-08,348.053
2001-10-09,349.351
2001-10-10,350.781
2001-10-11,355.466
2001-10-12,357.209
2001-10-15,352.096
2001-10-16,356.484
2001-10-17,361.937
2001-10-18,355.011
2001-10-19,347.75
2001-10-22,346.965
2001-10-23,350.122
2001-10-24,355.425
2001-10-25,356.502
2001-10-26,360.788
2001-10-29,365.925
2001-10-30,358.22
2001-10-31,356.47
2001-11-01,359.787
2001-11-02,360.966
2001-11-05,360.94
2001-11-06,368.168
2001-11-07,363.334
2001-11-08,361.82
2001-11-09,360.926
2001-11-12,359.332
2001-11-13,362.102
2001-11-14,364.085
2001-11-15,357.998
2001-11-16,367.369
2001-11-19,369.473
2001-11-20,366.887
2001-11-21,359.197
2001-11-22,363.16
2001-11-23,361.837
2001-11-26,363.726
2001-11-27,361.784
2001-11-28,362.974
2001-11-29,361.37
2001-11-30,365.931
2001-12-03,360.817
2001-12-04,362.037
2001-12-05,368.866
2001-12-06,366.467
2001-12-07,364.486
2001-12-10,361.078
2001-12-11,364.649
2001-12-12,367.336
2001-12-13,365.411
2001-12-14,362.802
2001-12-17,367.962
2001-12-18,368.389
2001-12-19,364.342
2001-12-20,364.251
2001-12-21,362.469
2001-12-24,360.269
2001-12-25,360.269
2001-12-26,360.576
2001-12-27,366.245
2001-12-28,364.423
2001-12-31,367.978
2002-01-01,367.978
2002-01-02,376.593
2002-01-03,378.544
2002-01-04,379.052
2002-01-07,383.035
2002-01-08,385.571
2002-01-09,387.983
2002-01-10,388.592
2002-01-11,389.439
2002-01-14,385.254
2002-01-15,383.413
2002-01-16,375.363
2002-01-17,374.146
2002-01-18,372.94
2002-01-21,370.098
2002-01-22,370.652
2002-01-23,370.717
2002-01-24,371.865
2002-01-25,365.666
2002-01-28,364.789
2002-01-29,362.388
2002-01-30,359.01
2002-01-31,359.992
2002-02-01,361.87
2002-02-04,362.932
2002-02-05,360.687
2002-02-06,359.059
2002-02-07,359.072
2002-02-08,359.903
2002-02-11,363.222
2002-02-12,365.461
2002-02-13,367.104
2002-02-14,364.839
2002-02-15,364.454
2002-02-18,363.116
2002-02-19,364.2
2002-02-20,360.81
2002-02-21,360.148
2002-02-22,356.014
2002-02-25,354.384
2002-02-26,355.021
2002-02-27,356.647
2002-02-28,353.705
2002-03-01,355.746
2002-03-04,363.191
2002-03-05,361.26
2002-03-06,355.38
2002-03-07,361.914
2002-03-08,361.814
2002-03-11,361.947
2002-03-12,356.952
2002-03-13,355.49
2002-03-14,356.655
2002-03-15,357.069
2002-03-18,359.116
2002-03-19,361.324
2002-03-20,360.692
2002-03-21,361.378
2002-03-22,358.921
2002-03-25,356.509
2002-03-26,357.257
2002-03-27,355.772
2002-03-28,358.622
2002-03-29,358.622
2002-04-01,361.561
2002-04-02,361.844
2002-04-03,361.725
2002-04-04,361.723
2002-04-05,361.184
2002-04-08,354.542
2002-04-09,353.867
2002-04-10,348.181
2002-04-11,349.573
2002-04-12,347.25
2002-04-15,347.402
2002-04-16,356.718
2002-04-17,359.609
2002-04-18,358.009
2002-04-19,355.502
2002-04-22,352.368
2002-04-23,348.339
2002-04-24,347.228
2002-04-25,346.223
2002-04-26,346.886
2002-04-29,346.188
2002-04-30,347.4
2002-05-01,349.366
2002-05-02,345.159
2002-05-03,342.762
2002-05-06,344.825
2002-05-07,341.407
2002-05-08,345.227
2002-05-09,346.739
2002-05-10,345.288
2002-05-13,343.686
2002-05-14,342.943
2002-05-15,343.352
2002-05-16,341.558
2002-05-17,347.184
2002-05-20,345.991
2002-05-21,341.668
2002-05-22,337.962
2002-05-23,336.273
2002-05-24,339.014
2002-05-27,334.063
2002-05-28,335.594
2002-05-29,331.418
2002-05-30,329.25
2002-05-31,332.278
2002-06-03,331.229
2002-06-04,326.441
2002-06-05,323.75
2002-06-06,327.598
2002-06-07,324.056
2002-06-10,325.863
2002-06-11,324.913
2002-06-12,321.78
2002-06-13,319.114
2002-06-14,310.73
2002-06-17,311.332
2002-06-18,312.146
2002-06-19,312.82
2002-06-20,310.838
2002-06-21,309.483
2002-06-24,307.545
2002-06-25,304.981
2002-06-26,305.263
2002-06-27,307.326
2002-06-28,314.768
2002-07-01,313.7
2002-07-02,308.866
2002-07-03,302.022
2002-07-04,302.537
2002-07-05,305.629
2002-07-08,308.916
2002-07-09,308.779
2002-07-10,301.172
2002-07-11,296.672
2002-07-12,297.864
2002-07-15,296.171
2002-07-16,297.405
2002-07-17,299.899
2002-07-18,300.888
2002-07-19,297.454
2002-07-22,285.59
2002-07-23,276.113
2002-07-24,265.574
2002-07-25,265.944
2002-07-26,268.208
2002-07-29,268.048
2002-07-30,275.558
2002-07-31,277.761
2002-08-01,277.021
2002-08-02,273.728
2002-08-05,266.605
2002-08-06,261.518
2002-08-07,262.094
2002-08-08,263.456
2002-08-09,265.684
2002-08-12,264.017
2002-08-13,263.278
2002-08-14,266.292
2002-08-15,269.811
2002-08-16,270.137
2002-08-19,274.386
2002-08-20,274.458
2002-08-21,277.33
2002-08-22,277.39
2002-08-23,278.394
2002-08-26,276.337
2002-08-27,275.008
2002-08-28,269.853
2002-08-29,265.359
2002-08-30,267.235
2002-09-02,266.673
2002-09-03,262.785
2002-09-04,261.438
2002-09-05,259.102
2002-09-06,259.473
2002-09-09,253.678
2002-09-10,253.524
2002-09-11,256.044
2002-09-12,254.418
2002-09-13,250.637
2002-09-16,246.925
2002-09-17,245.356
2002-09-18,240.261
2002-09-19,237.372
2002-09-20,233.434
2002-09-23,229.18
2002-09-24,219.777
2002-09-25,220.727
2002-09-26,223.452
2002-09-27,225.19
2002-09-30,223.09
2002-10-01,222.978
2002-10-02,223.175
2002-10-03,220.731
2002-10-04,217.977
2002-10-07,214.013
2002-10-08,212.22
2002-10-09,210.448
2002-10-10,209.448
2002-10-11,216.043
2002-10-14,217.23
2002-10-15,223.672
2002-10-16,223.126
2002-10-17,226.372
2002-10-18,226.082
2002-10-21,229.743
2002-10-22,229.913
2002-10-23,226.472
2002-10-24,232.006
2002-10-25,230.592
2002-10-28,234.828
2002-10-29,231.342
2002-10-30,231.752
2002-10-31,237.111
2002-11-01,239.773
2002-11-04,244.928
2002-11-05,248.682
2002-11-06,247.702
2002-11-07,248.12
2002-11-08,246.342
2002-11-11,243.012
2002-11-12,244.931
2002-11-13,242.266
2002-11-14,242.982
2002-11-15,247.373
2002-11-18,246.079
2002-11-19,248.697
2002-11-20,243.531
2002-11-21,246.877
2002-11-22,248.691
2002-11-25,247.474
2002-11-26,242.361
2002-11-27,244.174
2002-11-28,251.984
2002-11-29,256.068
2002-12-02,262.335
2002-12-03,258.395
2002-12-04,256.186
2002-12-05,257.127
2002-12-06,258.129
2002-12-09,254.934
2002-12-10,255.049
2002-12-11,255.065
2002-12-12,255.037
2002-12-13,253.357
2002-12-16,255.126
2002-12-17,254.727
2002-12-18,251.162
2002-12-19,252.479
2002-12-20,252.037
2002-12-23,254.108
2002-12-24,255.912
2002-12-25,255.912
2002-12-26,256.557
2002-12-27,257.057
2002-12-30,254.926
2002-12-31,260.105
2003-01-01,260.105
2003-01-02,261.983
2003-01-03,264.797
2003-01-06,268.269
2003-01-07,266.467
2003-01-08,264.845
2003-01-09,268.195
2003-01-10,266.985
2003-01-13,268.598
2003-01-14,269.016
2003-01-15,267.424
2003-01-16,268.166
2003-01-17,269.202
2003-01-20,269.176
2003-01-21,267.265
2003-01-22,262.488
2003-01-23,262.052
2003-01-24,262.546
2003-01-27,257.62
2003-01-28,255.345
2003-01-29,250.958
2003-01-30,252.801
2003-01-31,254.019
2003-02-03,254.182
2003-02-04,255.296
2003-02-05,250.594
2003-02-06,250.166
2003-02-07,246.663
2003-02-10,242.364
2003-02-11,240.262
2003-02-12,238.619
2003-02-13,239.423
2003-02-14,239.888
2003-02-17,238.889
2003-02-18,237.487
2003-02-19,238.023
2003-02-20,241.069
2003-02-21,239.471
2003-02-24,236.283
2003-02-25,232.592
2003-02-26,230.086
2003-02-27,229.186
2003-02-28,233.183
2003-03-03,233.838
2003-03-04,231.059
2003-03-05,230.559
2003-03-06,228.31
2003-03-07,227.004
2003-03-10,222.486
2003-03-11,221.58
2003-03-12,218.987
2003-03-13,221.904
2003-03-14,225.617
2003-03-17,223.718
2003-03-18,228.842
2003-03-19,232.42
2003-03-20,236.028
2003-03-21,237.928
2003-03-24,235.825
2003-03-25,236.071
2003-03-26,236.254
2003-03-27,236.646
2003-03-28,238.02
2003-03-31,238.319
2003-04-01,238.612
2003-04-02,239.086
2003-04-03,239.355
2003-04-04,238.373
2003-04-07,244.466
2003-04-08,241.339
2003-04-09,243.001
2003-04-10,244.733
2003-04-11,246.717
2003-04-14,248.232
2003-04-15,250.977
2003-04-16,252.997
2003-04-17,253.919
2003-04-18,253.919
2003-04-21,252.825
2003-04-22,257.51
2003-04-23,264.04
2003-04-24,263.72
2003-04-25,264.663
2003-04-28,264.801
2003-04-29,265.447
2003-04-30,267.953
2003-05-01,270.414
2003-05-02,268.879
2003-05-05,273.15
2003-05-06,278.836
2003-05-07,280.381
2003-05-08,280.503
2003-05-09,281.288
2003-05-12,284.679
2003-05-13,283.76
2003-05-14,283.473
2003-05-15,283.104
2003-05-16,285.625
2003-05-19,285.194
2003-05-20,282.806
2003-05-21,280.328
2003-05-22,285.368
2003-05-23,286.381
2003-05-26,289.708
2003-05-27,291.661
2003-05-28,292.787
2003-05-29,296.984
2003-05-30,294.486
2003-06-02,296.005
2003-06-03,296.33
2003-06-04,301.182
2003-06-05,308.78
2003-06-06,312.97
2003-06-09,312.701
2003-06-10,310.789
2003-06-11,320.51
2003-06-12,323.415
2003-06-13,319.279
2003-06-16,327.272
2003-06-17,324.926
2003-06-18,322.185
2003-06-19,321.805
2003-06-20,320.464
2003-06-23,312.513
2003-06-24,307.054
2003-06-25,311.838
2003-06-26,306.438
2003-06-27,309.923
2003-06-30,311.337
2003-07-01,311.844
2003-07-02,316.107
2003-07-03,319.37
2003-07-04,317.74
2003-07-07,323.909
2003-07-08,321.264
2003-07-09,320.009
2003-07-10,316.482
2003-07-11,317.363
2003-07-14,320.709
2003-07-15,320.531
2003-07-16,317.306
2003-07-17,314.892
2003-07-18,317.685
2003-07-21,318.843
2003-07-22,321.302
2003-07-23,324.286
2003-07-24,328.588
2003-07-25,329.936
2003-07-28,325.538
2003-07-29,322.726
2003-07-30,321.662
2003-07-31,318.042
2003-08-01,320.191
2003-08-04,321.996
2003-08-05,325.473
2003-08-06,320.414
2003-08-07,322.709
2003-08-08,322.6
2003-08-11,323.341
2003-08-12,323.014
2003-08-13,325.735
2003-08-14,330.932
2003-08-15,334.198
2003-08-18,332.978
2003-08-19,338.984
2003-08-20,340.479
2003-08-21,342.549
2003-08-22,343.096
2003-08-25,338.908
2003-08-26,338.867
2003-08-27,340.64
2003-08-28,339.641
2003-08-29,344.157
2003-09-01,344.638
2003-09-02,339.255
2003-09-03,342.105
2003-09-04,346.128
2003-09-05,350.848
2003-09-08,352.027
2003-09-09,347.992
2003-09-10,344.873
2003-09-11,344.222
2003-09-12,350.621
2003-09-15,355.014
2003-09-16,351.05
2003-09-17,355.121
2003-09-18,357.591
2003-09-19,357.873
2003-09-22,359.443
2003-09-23,358.696
2003-09-24,359.845
2003-09-25,358.068
2003-09-26,351.317
2003-09-29,353.611
2003-09-30,353.337
2003-10-01,354.183
2003-10-02,355.346
2003-10-03,360.695
2003-10-06,356.46
2003-10-07,358.26
2003-10-08,360.286
2003-10-09,362.454
2003-10-10,364.445
2003-10-13,363.606
2003-10-14,368.872
2003-10-15,373.309
2003-10-16,372.95
2003-10-17,383.899
2003-10-20,383.448
2003-10-21,386.754
2003-10-22,383.998
2003-10-23,377.185
2003-10-24,381.356
2003-10-27,381.071
2003-10-28,381.084
2003-10-29,382.663
2003-10-30,384.353
2003-10-31,384.857
2003-11-03,387.063
2003-11-04,386.866
2003-11-05,383.304
2003-11-06,388.941
2003-11-07,388.6
2003-11-10,388.168
2003-11-11,385.291
2003-11-12,389.544
2003-11-13,399.78
2003-11-14,401.726
2003-11-17,390.61
2003-11-18,394.742
2003-11-19,396.937
2003-11-20,395.949
2003-11-21,398.373
2003-11-24,397.217
2003-11-25,401.376
2003-11-26,403.281
2003-11-27,404.696
2003-11-28,408.915
2003-12-01,411.356
2003-12-02,414.783
2003-12-03,417.278
2003-12-04,414.4
2003-12-05,412.729
2003-12-08,411.883
2003-12-09,410.998
2003-12-10,407.878
2003-12-11,402.698
2003-12-12,417.849
2003-12-15,423.599
2003-12-16,419.922
2003-12-17,419.831
2003-12-18,416.943
2003-12-19,415.846
2003-12-22,415.591
2003-12-23,415.347
2003-12-24,414.608
2003-12-25,414.608
2003-12-26,414.441
2003-12-29,423.076
2003-12-30,429.609
2003-12-31,433.224
2004-01-01,433.224
2004-01-02,440.757
2004-01-05,445.185
2004-01-06,446.859
2004-01-07,446.413
2004-01-08,455.088
2004-01-09,458.478
2004-01-12,455.922
2004-01-13,459.056
2004-01-14,457.907
2004-01-15,455.812
2004-01-16,463.062
2004-01-19,472.818
2004-01-20,480.638
2004-01-21,478.113
2004-01-22,478.152
2004-01-23,478.401
2004-01-26,473.217
2004-01-27,479.127
2004-01-28,486.564
2004-01-29,474.649
2004-01-30,479.003
2004-02-02,482.89
2004-02-03,484.38
2004-02-04,474.836
2004-02-05,477.451
2004-02-06,486.763
2004-02-09,491.15
2004-02-10,491.429
2004-02-11,495.595
2004-02-12,500.997
2004-02-13,500.181
2004-02-16,505.09
2004-02-17,514.18
2004-02-18,518.036
2004-02-19,514.102
2004-02-20,499.855
2004-02-23,495.029
2004-02-24,493.793
2004-02-25,492.487
2004-02-26,489.578
2004-02-27,496.598
2004-03-01,501.239
2004-03-02,498.76
2004-03-03,489.756
2004-03-04,492.727
2004-03-05,501.034
2004-03-08,498.789
2004-03-09,493.591
2004-03-10,479.653
2004-03-11,461.097
2004-03-12,468.632
2004-03-15,453.757
2004-03-16,460.065
2004-03-17,463.443
2004-03-18,460.776
2004-03-19,456.704
2004-03-22,441.119
2004-03-23,445.571
2004-03-24,439.505
2004-03-25,454.118
2004-03-26,451.693
2004-03-29,459.904
2004-03-30,457.434
2004-03-31,461.656
2004-04-01,473.258
2004-04-02,478.609
2004-04-05,476.182
2004-04-06,473.093
2004-04-07,479.441
2004-04-08,479.741
2004-04-09,479.741
2004-04-12,478.393
2004-04-13,475.785
2004-04-14,470.425
2004-04-15,471.54
2004-04-16,469.772
2004-04-19,471.241
2004-04-20,473.491
2004-04-21,466.886
2004-04-22,464.24
2004-04-23,470.678
2004-04-26,473.245
2004-04-27,474.93
2004-04-28,464.622
2004-04-29,461.606
2004-04-30,459.728
2004-05-03,457.822
2004-05-04,459.557
2004-05-05,466.951
2004-05-06,450.21
2004-05-07,447.481
2004-05-10,430.149
2004-05-11,431.526
2004-05-12,427.115
2004-05-13,424.751
2004-05-14,423.315
2004-05-17,415.825
2004-05-18,420.96
2004-05-19,435.363
2004-05-20,428.26
2004-05-21,434.602
2004-05-24,437.016
2004-05-25,443.993
2004-05-26,450.361
2004-05-27,460.586
2004-05-28,458.692
2004-05-31,460.551
2004-06-01,456.563
2004-06-02,461.586
2004-06-03,458.573
2004-06-04,460.13
2004-06-07,464.866
2004-06-08,463.991
2004-06-09,455.654
2004-06-10,455.279
2004-06-11,450.652
2004-06-14,446.545
2004-06-15,450.425
2004-06-16,449.616
2004-06-17,449.928
2004-06-18,453.346
2004-06-21,450.958
2004-06-22,450.167
2004-06-23,451.713
2004-06-24,456.141
2004-06-25,457.69
2004-06-28,465.636
2004-06-29,461.713
2004-06-30,464.827
2004-07-01,460.207
2004-07-02,460.23
2004-07-05,457.803
2004-07-06,453.906
2004-07-07,453.781
2004-07-08,452.791
2004-07-09,452.558
2004-07-12,451.867
2004-07-13,448.326
2004-07-14,447.97
2004-07-15,444.624
2004-07-16,447.71
2004-07-19,446.888
2004-07-20,446.439
2004-07-21,447.994
2004-07-22,443.263
2004-07-23,439.906
2004-07-26,435.621
2004-07-27,434.879
2004-07-28,431.59
2004-07-29,439.113
2004-07-30,442.645
2004-08-02,436.943
2004-08-03,439.235
2004-08-04,439.324
2004-08-05,442.933
2004-08-06,440.285
2004-08-09,433.799
2004-08-10,438.191
2004-08-11,427.879
2004-08-12,420.495
2004-08-13,425.066
2004-08-16,428.947
2004-08-17,435.968
2004-08-18,434.204
2004-08-19,441.574
2004-08-20,438.856
2004-08-23,439.551
2004-08-24,438.656
2004-08-25,436.126
2004-08-26,438.296
2004-08-27,435.469
2004-08-30,435.684
2004-08-31,435.297
2004-09-01,438.666
2004-09-02,440.369
2004-09-03,438.136
2004-09-06,442.238
2004-09-07,448.388
2004-09-08,450.381
2004-09-09,447.464
2004-09-10,457.108
2004-09-13,465.564
2004-09-14,469.592
2004-09-15,461.987
2004-09-16,464.058
2004-09-17,467.11
2004-09-20,461.735
2004-09-21,471.426
2004-09-22,468.213
2004-09-23,468.893
2004-09-24,467.384
2004-09-27,463.751
2004-09-28,464.824
2004-09-29,468.103
2004-09-30,474.188
2004-10-01,477.492
2004-10-04,477.942
2004-10-05,479.908
2004-10-06,476.273
2004-10-07,472.276
2004-10-08,475.291
2004-10-11,468.402
2004-10-12,456.244
2004-10-13,462.3
2004-10-14,462.906
2004-10-15,464.159
2004-10-18,460.402
2004-10-19,465.533
2004-10-20,462.92
2004-10-21,467.042
2004-10-22,468.695
2004-10-25,469.131
2004-10-26,467.258
2004-10-27,469.967
2004-10-28,467.585
2004-10-29,472.968
2004-11-01,476.142
2004-11-02,477.508
2004-11-03,479.687
2004-11-04,479.557
2004-11-05,488.632
2004-11-08,493.58
2004-11-09,490.295
2004-11-10,493.928
2004-11-11,500.397
2004-11-12,503.698
2004-11-15,505.224
2004-11-16,508.022
2004-11-17,516.069
2004-11-18,515.724
2004-11-19,522.961
2004-11-22,518.826
2004-11-23,524.286
2004-11-24,525.851
2004-11-25,531.544
2004-11-26,528.908
2004-11-29,531.222
2004-11-30,531.566
2004-12-01,538.598
2004-12-02,540.961
2004-12-03,544.361
2004-12-06,544.814
2004-12-07,545.611
2004-12-08,537.684
2004-12-09,532.381
2004-12-10,533.641
2004-12-13,542.041
2004-12-14,533.728
2004-12-15,534.232
2004-12-16,533.212
2004-12-17,529.759
2004-12-20,535.48
2004-12-21,530.685
2004-12-22,547.699
2004-12-23,546.484
2004-12-24,546.885
2004-12-27,550.095
2004-12-28,548.458
2004-12-29,546.671
2004-12-30,546.553
2004-12-31,546.716
2005-01-03,548.441
2005-01-04,537.018
2005-01-05,529.925
2005-01-06,523.894
2005-01-07,522.176
2005-01-10,527.297
2005-01-11,521.826
2005-01-12,520.019
2005-01-13,525.961
2005-01-14,534.819
2005-01-17,541.566
2005-01-18,535.907
2005-01-19,536.599
2005-01-20,528.653
2005-01-21,537.392
2005-01-24,537.633
2005-01-25,542.809
2005-01-26,541.198
2005-01-27,541.3
2005-01-28,540.63
2005-01-31,548.037
2005-02-01,553.181
2005-02-02,557.032
2005-02-03,551.902
2005-02-04,559.759
2005-02-07,559.03
2005-02-08,557.334
2005-02-09,558.785
2005-02-10,562.229
2005-02-11,569.981
2005-02-14,576.028
2005-02-15,576.308
2005-02-16,574.487
2005-02-17,588.405
2005-02-18,584.257
2005-02-21,583.706
2005-02-22,581.075
2005-02-23,574.296
2005-02-24,579.324
2005-02-25,588.144
2005-02-28,597.608
2005-03-01,593.277
2005-03-02,591.322
2005-03-03,591.38
2005-03-04,596.231
2005-03-07,593.292
2005-03-08,595.545
2005-03-09,593.236
2005-03-10,591.033
2005-03-11,593.293
2005-03-14,586.874
2005-03-15,583.476
2005-03-16,582.378
2005-03-17,578.177
2005-03-18,573.057
2005-03-21,570.657
2005-03-22,568.457
2005-03-23,557.814
2005-03-24,556.247
2005-03-25,556.247
2005-03-28,552.344
2005-03-29,554.341
2005-03-30,557.206
2005-03-31,559.413
2005-04-01,559.993
2005-04-04,551.712
2005-04-05,554.779
2005-04-06,559.869
2005-04-07,568.979
2005-04-08,566.385
2005-04-11,568.56
2005-04-12,562.143
2005-04-13,561.922
2005-04-14,554.485
2005-04-15,548.445
2005-04-18,537.346
2005-04-19,540.57
2005-04-20,542.245
2005-04-21,544.37
2005-04-22,547.721
2005-04-25,539.37
2005-04-26,537.429
2005-04-27,523.2
2005-04-28,514.328
2005-04-29,524.223
2005-05-02,539.162
2005-05-03,536.729
2005-05-04,538.989
2005-05-05,540.939
2005-05-06,534.999
2005-05-09,530.062
2005-05-10,527.496
2005-05-11,529.812
2005-05-12,521.689
2005-05-13,518.26
2005-05-16,509.46
2005-05-17,509.872
2005-05-18,517.899
2005-05-19,519.243
2005-05-20,517.46
2005-05-23,521.565
2005-05-24,523.128
2005-05-25,523.728
2005-05-26,523.328
2005-05-27,524.391
2005-05-30,523.255
2005-05-31,515.12
2005-06-01,519.761
2005-06-02,522.645
2005-06-03,521.909
2005-06-06,519.853
2005-06-07,525.518
2005-06-08,529.39
2005-06-09,526.483
2005-06-10,529.494
2005-06-13,532.126
2005-06-14,532.051
2005-06-15,528.848
2005-06-16,532.161
2005-06-17,540.285
2005-06-20,535.797
2005-06-21,535.332
2005-06-22,537.102
2005-06-23,535.636
2005-06-24,530.951
2005-06-27,529.83
2005-06-28,531.416
2005-06-29,530.128
2005-06-30,532.498
2005-07-01,527.907
2005-07-04,526.696
2005-07-05,523.75
2005-07-06,522.984
2005-07-07,521.215
2005-07-08,525.876
2005-07-11,536.027
2005-07-12,540.73
2005-07-13,539.284
2005-07-14,543.852
2005-07-15,542.041
2005-07-18,547.223
2005-07-19,542.374
2005-07-20,543.977
2005-07-21,547.242
2005-07-22,545.932
2005-07-25,546.429
2005-07-26,544.163
2005-07-27,545.362
2005-07-28,540.374
2005-07-29,545.068
2005-08-01,548.562
2005-08-02,549.553
2005-08-03,560.466
2005-08-04,562.384
2005-08-05,551.084
2005-08-08,547.946
2005-08-09,550.485
2005-08-10,555.034
2005-08-11,557.982
2005-08-12,558.113
2005-08-15,554.989
2005-08-16,549.871
2005-08-17,547.076
2005-08-18,543.39
2005-08-19,541.332
2005-08-22,546.708
2005-08-23,546.063
2005-08-24,549.661
2005-08-25,550.187
2005-08-26,553.548
2005-08-29,554.567
2005-08-30,558.359
2005-08-31,569.29
2005-09-01,574.932
2005-09-02,577.885
2005-09-05,580.911
2005-09-06,582.231
2005-09-07,585.919
2005-09-08,585.809
2005-09-09,593.727
2005-09-12,595.271
2005-09-13,592.585
2005-09-14,586.549
2005-09-15,580.33
2005-09-16,584.275
2005-09-19,582.848
2005-09-20,585.413
2005-09-21,586.649
2005-09-22,580.098
2005-09-23,578.982
2005-09-26,579.169
2005-09-27,581.977
2005-09-28,588.49
2005-09-29,588.368
2005-09-30,599.472
2005-10-03,600.146
2005-10-04,605.293
2005-10-05,602.681
2005-10-06,605.058
2005-10-07,600.136
2005-10-10,606.769
2005-10-11,603.288
2005-10-12,595.524
2005-10-13,577.252
2005-10-14,586.677
2005-10-17,565.567
2005-10-18,554.87
2005-10-19,542.898
2005-10-20,547.162
2005-10-21,543.638
2005-10-24,554.441
2005-10-25,561.501
2005-10-26,561.978
2005-10-27,555.004
2005-10-28,550.396
2005-10-31,553.63
2005-11-01,554.785
2005-11-02,560.127
2005-11-03,561.057
2005-11-04,551.684
2005-11-07,551.09
2005-11-08,552.141
2005-11-09,552.785
