Date,JAPAN LARGE CAP Large Cap
2004-08-31,656.7
2004-09-30,640.574
2004-10-29,657.671
2004-11-30,687.027
2004-12-31,723.368
2005-01-31,699.554
2005-02-28,713.913
2005-03-31,697.564
2005-04-29,678.488
2005-05-31,674.826
2005-06-30,672.473
2005-07-29,679.081
2005-08-31,728.748
2005-09-30,807.919
2005-10-31,794.654
2005-11-30,828.186
2005-12-30,895.345
2006-01-31,939.301
2006-02-28,937.8
2006-03-31,959.404
2006-04-28,991.163
2006-05-31,929.693
2006-06-30,921.72
2006-07-31,922.184
2006-08-31,934.831
2006-09-29,917.385
2006-10-31,937.354
2006-11-30,945.879
2006-12-29,972.019
2007-01-31,978.37
2007-02-28,1014.538
2007-03-30,999.484
2007-04-30,978.997
2007-05-31,1000.0
2007-06-29,998.016
2007-07-31,998.341
2007-08-31,968.562
2007-09-28,991.247
2007-10-31,986.915
2007-11-30,972.349
2007-12-31,934.092
2008-01-31,890.737
2008-02-29,896.929
2008-03-31,855.294
2008-04-30,924.616
2008-05-30,949.92
2008-06-30,886.164
2008-07-31,855.705
2008-08-29,821.572
2008-09-30,725.701
2008-10-31,619.685
2008-11-28,603.537
2008-12-31,651.087
2009-01-30,609.766
2009-02-27,536.939
2009-03-31,543.111
2009-04-30,598.97
2009-05-29,659.884
2009-06-30,665.515
2009-07-31,697.324
2009-08-31,721.664
2009-09-30,710.016
2009-10-30,695.382
2009-11-30,690.962
2009-12-31,698.07
2010-01-29,712.323
2010-02-26,718.941
2010-03-31,755.398
2010-04-30,751.12
2010-05-31,689.213
2010-06-30,673.294
2010-07-30,699.726
2010-08-31,684.388
2010-09-30,715.6
2010-10-29,731.684
2010-11-30,747.287
2010-12-31,802.558
2011-01-31,803.019
2011-02-28,842.506
2011-03-31,760.883
2011-04-29,763.153
2011-05-31,749.956
2011-06-30,759.168
2011-07-29,785.997
2011-08-31,717.345
2011-09-30,702.701
2011-10-31,704.051
2011-11-30,673.917
2011-12-30,677.798
2012-01-31,709.833
2012-02-29,751.346
2012-03-30,760.279
2012-04-30,734.602
2012-05-31,669.549
2012-06-29,703.261
2012-07-31,685.84
2012-08-31,680.119
2012-09-28,696.341
2012-10-31,683.155
2012-11-30,702.174
2012-12-31,739.314
2013-01-31,770.497
2013-02-28,789.594
2013-03-29,825.043
2013-04-30,895.815
2013-05-31,846.069
2013-06-28,861.857
2013-07-31,866.938
2013-08-30,848.933
2013-09-30,917.301
2013-10-31,918.361
2013-11-29,935.146
2013-12-31,943.942
2014-01-31,904.876
2014-02-28,900.953
2014-03-31,889.848
2014-04-30,865.696
2014-05-30,898.927
2014-06-30,944.847
2014-07-31,949.439
2014-08-29,926.005
2014-09-30,924.228
2014-10-31,912.538
2014-11-28,915.669
2014-12-31,899.498
2015-01-30,917.027
2015-02-27,974.115
2015-03-31,991.712
2015-04-30,1030.644
2015-05-29,1044.449
2015-06-30,1026.03
2015-07-31,1027.955
2015-08-31,967.847
2015-09-30,898.469
2015-10-30,992.619
2015-11-30,980.952
2015-12-31,985.305
2016-01-29,900.405
2016-02-29,873.981
2016-03-31,916.531
2016-04-29,959.096
2016-05-31,951.036
2016-06-30,926.199
2016-07-29,987.935
2016-08-31,999.013
2016-09-30,1011.685
2016-10-31,1026.819
2016-11-30,1005.572
2016-12-30,1012.754
2017-01-31,1050.795
2017-02-28,1061.509
2017-03-31,1060.493
2017-04-28,1070.765
2017-05-31,1100.503
2017-06-30,1111.41
2017-07-31,1133.192
2017-08-31,1132.405
2017-09-29,1157.479
2017-10-31,1213.059
2017-11-30,1247.914
2017-12-29,1254.19
2018-01-31,1313.352
2018-02-28,1298.125
2018-03-30,1270.534
2018-04-30,1277.661
2018-05-31,1264.168
2018-06-29,1233.219
2018-07-31,1242.743
2018-08-31,1248.257
2018-09-28,1289.831
2018-10-31,1183.841
2018-11-30,1183.713
2018-12-31,1105.017
2019-01-31,1174.664
2019-02-28,1175.822
2019-03-29,1181.561
2019-04-30,1200.671
2019-05-31,1158.873
2019-06-28,1201.756
2019-07-31,1205.471
2019-08-30,1192.567
2019-09-30,1240.191
2019-10-31,1298.777
2019-11-29,1305.646
2019-12-31,1335.716
2020-01-31,1322.904
2020-02-28,1208.719
2020-03-31,1122.664
2020-04-30,1184.135
2020-05-29,1250.614
2020-06-30,1253.551
2020-07-31,1242.049
2020-08-31,1333.498
2020-09-30,1343.049
2020-10-30,1325.923
2020-11-30,1494.252
2020-12-31,1559.662
2021-01-29,1535.014
2021-02-26,1564.808
2021-03-31,1575.18
2021-04-30,1551.826
2021-05-31,1582.866
2021-06-30,1581.243
2021-07-30,1561.979
2021-08-31,1610.514
2021-09-30,1664.582
2021-10-29,1611.246
2021-11-30,1579.192
2021-12-31,1612.597
2022-01-31,1533.917
2022-02-28,1508.511
2022-03-31,1508.748
2022-04-29,1378.851
2022-05-31,1398.028
2022-06-30,1282.652
2022-07-29,1358.627
2022-08-31,1317.446
2022-09-30,1182.426
2022-10-31,1223.902
2022-11-30,1340.979
2022-12-30,1344.462
2023-01-31,1433.452
2023-02-28,1375.254
2023-03-31,1435.992
2023-04-28,1439.597
2023-05-31,1473.548
2023-06-30,1545.61
2023-07-31,1585.511
2023-08-31,1538.977
2023-09-29,1507.075
2023-10-31,1443.144
2023-11-30,1570.766
2023-12-29,1638.343
2024-01-31,1720.955
2024-02-29,1791.142
2024-03-29,1842.86
2024-04-30,1755.161
2024-05-31,1782.395
2024-06-28,1779.013
2024-07-31,1876.043
2024-08-30,1878.359
2024-09-30,1863.747
2024-10-31,1807.081
2024-11-29,1823.059
2024-12-31,1825.079
2025-01-31,1854.371
2025-02-28,1811.787
2025-03-31,1813.548
2025-04-30,1914.576
2025-05-30,2005.865
2025-06-30,2034.621
2025-07-31,2006.382
