Date,JAPAN LARGE CAP Large Cap
2008-04-30,923.535
2008-05-30,948.802
2008-06-30,885.077
2008-07-31,854.653
2008-08-29,820.555
2008-09-30,724.357
2008-10-31,618.535
2008-11-28,602.426
2008-12-31,649.84
2009-01-30,608.597
2009-02-27,535.898
2009-03-31,541.702
2009-04-30,597.421
2009-05-29,658.149
2009-06-30,663.746
2009-07-31,695.452
2009-08-31,719.718
2009-09-30,707.75
2009-10-30,693.167
2009-11-30,688.769
2009-12-31,695.819
2010-01-29,710.024
2010-02-26,716.607
2010-03-31,752.506
2010-04-30,748.218
2010-05-31,686.552
2010-06-30,670.674
2010-07-30,696.98
2010-08-31,681.693
2010-09-30,712.354
2010-10-29,728.369
2010-11-30,743.892
2010-12-31,798.862
2011-01-31,799.319
2011-02-28,838.608
2011-03-31,756.796
2011-04-29,759.05
2011-05-31,745.911
2011-06-30,755.044
2011-07-29,781.701
2011-08-31,713.415
2011-09-30,698.369
2011-10-31,699.709
2011-11-30,669.72
2011-12-30,673.518
2012-01-31,705.348
2012-02-29,746.583
2012-03-30,754.908
2012-04-30,729.408
2012-05-31,664.798
2012-06-29,698.21
2012-07-31,680.911
2012-08-31,675.218
2012-09-28,690.793
2012-10-31,677.72
2012-11-30,696.583
2012-12-31,733.358
2013-01-31,764.288
2013-02-28,783.217
2013-03-29,817.881
2013-04-30,888.018
2013-05-31,838.666
2013-06-28,854.249
2013-07-31,859.283
2013-08-30,841.424
2013-09-30,908.731
2013-10-31,909.767
2013-11-29,926.356
2013-12-31,934.943
2014-01-31,896.242
2014-02-28,892.329
2014-03-31,880.074
2014-04-30,856.172
2014-05-30,888.888
2014-06-30,934.156
2014-07-31,938.687
2014-08-29,915.49
2014-09-30,912.651
2014-10-31,901.098
2014-11-28,904.157
2014-12-31,888.021
2015-01-30,905.317
2015-02-27,961.638
2015-03-31,977.812
2015-04-30,1016.143
2015-05-29,1029.654
2015-06-30,1011.329
2015-07-31,1013.211
2015-08-31,953.938
2015-09-30,884.468
2015-10-30,977.12
2015-11-30,965.575
2015-12-31,969.656
2016-01-29,886.095
2016-02-29,860.052
2016-03-31,900.507
2016-04-29,942.325
2016-05-31,934.468
2016-06-30,909.815
2016-07-29,970.446
2016-08-31,981.294
2016-09-30,992.299
2016-10-31,1007.146
2016-11-30,986.311
2016-12-30,993.139
2017-01-31,1030.433
2017-02-28,1040.9
2017-03-31,1038.409
2017-04-28,1048.467
2017-05-31,1077.479
2017-06-30,1087.917
2017-07-31,1109.225
2017-08-31,1108.417
2017-09-29,1131.483
2017-10-31,1185.797
2017-11-30,1219.837
2017-12-29,1225.724
2018-01-31,1283.53
2018-02-28,1268.601
2018-03-30,1239.801
2018-04-30,1246.751
2018-05-31,1233.438
2018-06-29,1202.981
2018-07-31,1212.253
2018-08-31,1217.591
2018-09-28,1256.474
2018-10-31,1153.177
2018-11-30,1152.996
2018-12-31,1076.053
2019-01-31,1143.859
2019-02-28,1144.933
2019-03-29,1148.526
2019-04-30,1167.088
2019-05-31,1126.413
2019-06-28,1167.798
2019-07-31,1171.392
2019-08-30,1158.805
2019-09-30,1203.169
2019-10-31,1259.995
2019-11-29,1266.643
2019-12-31,1295.511
2020-01-31,1283.068
2020-02-28,1172.267
2020-03-31,1086.756
2020-04-30,1146.278
2020-05-29,1210.617
2020-06-30,1213.143
2020-07-31,1202.02
2020-08-31,1290.506
2020-09-30,1297.967
2020-10-30,1281.378
2020-11-30,1443.984
2020-12-31,1506.917
2021-01-29,1483.085
2021-02-26,1511.8
2021-03-31,1519.783
2021-04-30,1497.248
2021-05-31,1527.004
2021-06-30,1525.14
2021-07-30,1506.532
2021-08-31,1553.282
2021-09-30,1603.461
2021-10-29,1552.056
2021-11-30,1521.127
2021-12-31,1553.032
2022-01-31,1477.239
2022-02-28,1452.714
2022-03-31,1450.66
2022-04-29,1325.763
2022-05-31,1344.106
2022-06-30,1232.88
2022-07-29,1305.883
2022-08-31,1266.255
2022-09-30,1134.765
2022-10-31,1174.57
2022-11-30,1286.856
2022-12-30,1289.909
2023-01-31,1375.267
2023-02-28,1319.38
2023-03-31,1375.258
2023-04-28,1378.702
2023-05-31,1411.109
2023-06-30,1479.864
2023-07-31,1518.04
2023-08-31,1473.435
2023-09-29,1440.964
2023-10-31,1379.83
2023-11-30,1501.753
2023-12-29,1566.084
2024-01-31,1645.031
2024-02-29,1712.038
2024-03-29,1759.169
2024-04-30,1675.412
2024-05-31,1701.242
2024-06-28,1697.783
2024-07-31,1790.359
2024-08-30,1792.508
2024-09-30,1776.116
2024-10-31,1722.109
2024-11-29,1737.245
2024-12-31,1738.92
2025-01-31,1766.829
2025-02-28,1726.183
2025-03-31,1725.082
2025-04-30,1821.157
2025-05-30,1907.841
2025-06-30,1934.918
2025-07-31,1908.064
2025-08-29,2036.866
2025-09-30,2095.481
2025-10-31,2194.833
