Date,JAPAN LARGE CAP Large Cap
2001-07-17,663.222
2001-07-18,651.465
2001-07-19,653.004
2001-07-20,655.1
2001-07-23,630.097
2001-07-24,640.718
2001-07-25,649.543
2001-07-26,648.957
2001-07-27,642.842
2001-07-30,627.491
2001-07-31,641.497
2001-08-01,651.66
2001-08-02,673.186
2001-08-03,666.404
2001-08-06,662.122
2001-08-07,665.351
2001-08-08,665.95
2001-08-09,646.136
2001-08-10,650.403
2001-08-13,639.552
2001-08-14,662.238
2001-08-15,668.176
2001-08-16,653.784
2001-08-17,649.428
2001-08-20,639.149
2001-08-21,645.921
2001-08-22,649.645
2001-08-23,634.963
2001-08-24,634.732
2001-08-27,641.387
2001-08-28,634.619
2001-08-29,626.081
2001-08-30,616.581
2001-08-31,616.134
2001-09-03,599.183
2001-09-04,618.138
2001-09-05,602.866
2001-09-06,600.189
2001-09-07,599.844
2001-09-10,582.129
2001-09-11,596.033
2001-09-12,555.251
2001-09-13,564.416
2001-09-14,590.188
2001-09-17,568.471
2001-09-18,579.331
2001-09-19,597.246
2001-09-20,595.082
2001-09-21,574.262
2001-09-24,570.009
2001-09-25,578.449
2001-09-26,566.627
2001-09-27,562.315
2001-09-28,574.481
2001-10-01,583.171
2001-10-02,592.678
2001-10-03,579.862
2001-10-04,593.964
2001-10-05,596.97
2001-10-08,599.037
2001-10-09,580.42
2001-10-10,570.528
2001-10-11,587.131
2001-10-12,601.4
2001-10-15,592.842
2001-10-16,595.34
2001-10-17,603.397
2001-10-18,591.361
2001-10-19,591.482
2001-10-22,588.666
2001-10-23,596.928
2001-10-24,599.958
2001-10-25,604.218
2001-10-26,597.622
2001-10-29,592.494
2001-10-30,585.225
2001-10-31,575.346
2001-11-01,579.924
2001-11-02,579.275
2001-11-05,578.313
2001-11-06,587.386
2001-11-07,569.886
2001-11-08,576.982
2001-11-09,571.889
2001-11-12,565.496
2001-11-13,557.684
2001-11-14,559.335
2001-11-15,571.529
2001-11-16,576.701
2001-11-19,582.362
2001-11-20,580.074
2001-11-21,578.671
2001-11-22,577.448
2001-11-23,574.803
2001-11-26,590.82
2001-11-27,587.169
2001-11-28,575.008
2001-11-29,569.73
2001-11-30,575.393
2001-12-03,559.643
2001-12-04,557.295
2001-12-05,569.163
2001-12-06,574.027
2001-12-07,562.43
2001-12-10,545.942
2001-12-11,541.822
2001-12-12,554.307
2001-12-13,538.508
2001-12-14,532.91
2001-12-17,522.594
2001-12-18,524.165
2001-12-19,527.471
2001-12-20,533.615
2001-12-21,525.171
2001-12-24,523.534
2001-12-25,520.724
2001-12-26,514.041
2001-12-27,521.96
2001-12-28,532.622
2001-12-31,533.191
2002-01-01,533.191
2002-01-02,528.913
2002-01-03,530.62
2002-01-04,547.162
2002-01-07,547.299
2002-01-08,530.388
2002-01-09,526.124
2002-01-10,518.292
2002-01-11,515.006
2002-01-14,516.493
2002-01-15,507.38
2002-01-16,509.087
2002-01-17,506.704
2002-01-18,514.557
2002-01-21,511.94
2002-01-22,494.258
2002-01-23,488.643
2002-01-24,491.32
2002-01-25,494.891
2002-01-28,505.699
2002-01-29,493.527
2002-01-30,486.538
2002-01-31,489.361
2002-02-01,479.857
2002-02-04,477.216
2002-02-05,464.994
2002-02-06,463.241
2002-02-07,474.771
2002-02-08,474.952
2002-02-11,479.181
2002-02-12,493.661
2002-02-13,497.251
2002-02-14,500.562
2002-02-15,498.295
2002-02-18,497.344
2002-02-19,482.571
2002-02-20,479.536
2002-02-21,494.508
2002-02-22,497.615
2002-02-25,495.966
2002-02-26,492.037
2002-02-27,501.833
2002-02-28,508.333
2002-03-01,520.059
2002-03-04,552.187
2002-03-05,550.947
2002-03-06,555.593
2002-03-07,586.783
2002-03-08,589.713
2002-03-11,599.779
2002-03-12,578.987
2002-03-13,563.76
2002-03-14,572.915
2002-03-15,578.703
2002-03-18,562.115
2002-03-19,574.2
2002-03-20,566.439
2002-03-21,564.102
2002-03-22,548.538
2002-03-25,544.83
2002-03-26,543.836
2002-03-27,550.701
2002-03-28,556.782
2002-03-29,544.3
2002-04-01,537.543
2002-04-02,547.765
2002-04-03,558.428
2002-04-04,564.647
2002-04-05,561.19
2002-04-08,564.444
2002-04-09,555.592
2002-04-10,558.549
2002-04-11,551.651
2002-04-12,541.13
2002-04-15,548.922
2002-04-16,557.454
2002-04-17,565.654
2002-04-18,572.752
2002-04-19,567.045
2002-04-22,577.274
2002-04-23,576.463
2002-04-24,574.096
2002-04-25,580.452
2002-04-26,575.78
2002-04-29,574.725
2002-04-30,572.49
2002-05-01,578.849
2002-05-02,575.684
2002-05-03,580.15
2002-05-06,578.328
2002-05-07,569.729
2002-05-08,570.765
2002-05-09,576.694
2002-05-10,576.291
2002-05-13,570.549
2002-05-14,563.546
2002-05-15,576.973
2002-05-16,585.58
2002-05-17,599.283
2002-05-20,605.051
2002-05-21,610.746
2002-05-22,617.832
2002-05-23,615.804
2002-05-24,618.103
2002-05-27,611.594
2002-05-28,612.072
2002-05-29,611.075
2002-05-30,614.657
2002-05-31,608.745
2002-06-03,617.599
2002-06-04,608.109
2002-06-05,602.629
2002-06-06,601.044
2002-06-07,595.304
2002-06-10,590.623
2002-06-11,589.508
2002-06-12,586.333
2002-06-13,578.415
2002-06-14,569.999
2002-06-17,553.878
2002-06-18,562.86
2002-06-19,549.023
2002-06-20,556.864
2002-06-21,553.111
2002-06-24,559.465
2002-06-25,558.397
2002-06-26,552.047
2002-06-27,556.559
2002-06-28,576.269
2002-07-01,574.339
2002-07-02,574.389
2002-07-03,582.997
2002-07-04,575.422
2002-07-05,580.769
2002-07-08,583.531
2002-07-09,594.559
2002-07-10,586.404
2002-07-11,581.074
2002-07-12,583.048
2002-07-15,575.806
2002-07-16,566.852
2002-07-17,566.658
2002-07-18,577.231
2002-07-19,568.516
2002-07-22,566.445
2002-07-23,562.75
2002-07-24,554.726
2002-07-25,548.347
2002-07-26,524.2
2002-07-29,524.626
2002-07-30,539.907
2002-07-31,534.838
2002-08-01,533.084
2002-08-02,532.278
2002-08-05,533.061
2002-08-06,516.403
2002-08-07,534.567
2002-08-08,532.389
2002-08-09,545.343
2002-08-12,540.026
2002-08-13,536.256
2002-08-14,544.809
2002-08-15,545.559
2002-08-16,545.421
2002-08-19,531.044
2002-08-20,530.299
2002-08-21,534.396
2002-08-22,537.844
2002-08-23,539.915
2002-08-26,549.878
2002-08-27,545.232
2002-08-28,538.329
2002-08-29,530.575
2002-08-30,529.188
2002-09-02,524.92
2002-09-03,513.404
2002-09-04,500.024
2002-09-05,509.45
2002-09-06,503.002
2002-09-09,510.216
2002-09-10,509.017
2002-09-11,509.196
2002-09-12,512.304
2002-09-13,501.464
2002-09-16,496.723
2002-09-17,508.786
2002-09-18,510.411
2002-09-19,521.442
2002-09-20,501.566
2002-09-23,499.479
2002-09-24,493.451
2002-09-25,488.754
2002-09-26,498.812
2002-09-27,509.432
2002-09-30,505.374
2002-10-01,492.566
2002-10-02,485.657
2002-10-03,480.348
2002-10-04,485.154
2002-10-07,464.296
2002-10-08,464.823
2002-10-09,458.272
2002-10-10,454.069
2002-10-11,459.082
2002-10-14,458.786
2002-10-15,472.544
2002-10-16,477.324
2002-10-17,477.241
2002-10-18,481.175
2002-10-21,478.29
2002-10-22,463.285
2002-10-23,469.376
2002-10-24,466.033
2002-10-25,473.645
2002-10-28,474.732
2002-10-29,473.68
2002-10-30,476.581
2002-10-31,473.161
2002-11-01,477.381
2002-11-04,476.524
2002-11-05,489.242
2002-11-06,487.257
2002-11-07,488.147
2002-11-08,483.357
2002-11-11,471.384
2002-11-12,469.749
2002-11-13,467.777
2002-11-14,460.736
2002-11-15,471.573
2002-11-18,460.752
2002-11-19,458.691
2002-11-20,461.573
2002-11-21,470.919
2002-11-22,476.49
2002-11-25,483.904
2002-11-26,481.527
2002-11-27,483.503
2002-11-28,493.998
2002-11-29,493.902
2002-12-02,484.963
2002-12-03,486.654
2002-12-04,475.716
2002-12-05,469.172
2002-12-06,472.805
2002-12-09,471.158
2002-12-10,470.627
2002-12-11,469.135
2002-12-12,470.017
2002-12-13,470.241
2002-12-16,465.375
2002-12-17,469.537
2002-12-18,459.081
2002-12-19,464.161
2002-12-20,463.465
2002-12-23,464.853
2002-12-24,470.061
2002-12-25,468.294
2002-12-26,476.221
2002-12-27,478.849
2002-12-30,481.075
2002-12-31,480.487
2003-01-01,480.487
2003-01-02,475.975
2003-01-03,476.034
2003-01-06,488.435
2003-01-07,480.211
2003-01-08,472.039
2003-01-09,473.448
2003-01-10,472.224
2003-01-13,474.586
2003-01-14,481.726
2003-01-15,487.892
2003-01-16,487.637
2003-01-17,489.719
2003-01-20,483.742
2003-01-21,488.356
2003-01-22,484.239
2003-01-23,494.746
2003-01-24,489.492
2003-01-27,478.11
2003-01-28,474.482
2003-01-29,468.257
2003-01-30,464.046
2003-01-31,458.871
2003-02-03,465.005
2003-02-04,469.975
2003-02-05,470.461
2003-02-06,467.129
2003-02-07,465.048
2003-02-10,463.328
2003-02-11,461.897
2003-02-12,470.019
2003-02-13,469.78
2003-02-14,472.915
2003-02-17,475.548
2003-02-18,476.053
2003-02-19,476.352
2003-02-20,475.697
2003-02-21,469.386
2003-02-24,473.591
2003-02-25,463.941
2003-02-26,464.283
2003-02-27,462.197
2003-02-28,458.584
2003-03-03,463.267
2003-03-04,464.306
2003-03-05,464.006
2003-03-06,458.164
2003-03-07,450.67
2003-03-10,444.871
2003-03-11,434.266
2003-03-12,440.964
2003-03-13,432.791
2003-03-14,438.995
2003-03-17,435.618
2003-03-18,437.445
2003-03-19,438.617
2003-03-20,446.127
2003-03-21,441.37
2003-03-24,457.69
2003-03-25,446.908
2003-03-26,453.503
2003-03-27,455.046
2003-03-28,448.751
2003-03-31,436.074
2003-04-01,437.525
2003-04-02,439.153
2003-04-03,435.275
2003-04-04,433.056
2003-04-07,440.994
2003-04-08,436.466
2003-04-09,432.416
2003-04-10,431.019
2003-04-11,418.796
2003-04-14,415.389
2003-04-15,422.044
2003-04-16,420.857
2003-04-17,423.933
2003-04-18,424.774
2003-04-21,425.684
2003-04-22,420.887
2003-04-23,419.711
2003-04-24,426.156
2003-04-25,415.972
2003-04-28,410.535
2003-04-29,411.099
2003-04-30,429.912
2003-05-01,432.82
2003-05-02,433.94
2003-05-05,434.964
2003-05-06,448.184
2003-05-07,455.334
2003-05-08,449.037
2003-05-09,451.006
2003-05-12,455.607
2003-05-13,456.415
2003-05-14,459.705
2003-05-15,453.064
2003-05-16,451.443
2003-05-19,445.834
2003-05-20,446.608
2003-05-21,441.482
2003-05-22,445.228
2003-05-23,453.807
2003-05-26,454.168
2003-05-27,447.535
2003-05-28,445.45
2003-05-29,453.628
2003-05-30,451.972
2003-06-02,461.959
2003-06-03,462.236
2003-06-04,463.995
2003-06-05,473.851
2003-06-06,475.128
2003-06-09,481.308
2003-06-10,479.296
2003-06-11,481.774
2003-06-12,482.879
2003-06-13,486.082
2003-06-16,479.316
2003-06-17,487.352
2003-06-18,491.004
2003-06-19,492.05
2003-06-20,493.667
2003-06-23,498.358
2003-06-24,484.682
2003-06-25,484.282
2003-06-26,479.249
2003-06-27,486.968
2003-06-30,484.577
2003-07-01,496.074
2003-07-02,515.548
2003-07-03,528.835
2003-07-04,524.109
2003-07-07,535.89
2003-07-08,542.316
2003-07-09,546.605
2003-07-10,540.666
2003-07-11,523.202
2003-07-14,529.515
2003-07-15,531.338
2003-07-16,525.525
2003-07-17,511.176
2003-07-18,512.298
2003-07-21,514.157
2003-07-22,509.714
2003-07-23,516.525
2003-07-24,518.127
2003-07-25,520.653
2003-07-28,523.591
2003-07-29,522.586
2003-07-30,508.065
2003-07-31,506.892
2003-08-01,510.405
2003-08-04,503.066
2003-08-05,500.91
2003-08-06,497.97
2003-08-07,499.122
2003-08-08,498.745
2003-08-11,507.917
2003-08-12,510.182
2003-08-13,517.171
2003-08-14,526.41
2003-08-15,525.349
2003-08-18,530.014
2003-08-19,538.521
2003-08-20,549.82
2003-08-21,557.009
2003-08-22,555.317
2003-08-25,551.065
2003-08-26,552.15
2003-08-27,550.753
2003-08-28,547.998
2003-08-29,556.373
2003-09-01,571.531
2003-09-02,575.243
2003-09-03,579.824
2003-09-04,573.991
2003-09-05,573.926
2003-09-08,574.49
2003-09-09,586.753
2003-09-10,581.135
2003-09-11,568.564
2003-09-12,578.45
2003-09-15,577.859
2003-09-16,596.294
2003-09-17,603.508
2003-09-18,611.976
2003-09-19,612.368
2003-09-22,602.947
2003-09-23,605.408
2003-09-24,604.748
2003-09-25,591.355
2003-09-26,591.416
2003-09-29,588.843
2003-09-30,588.505
2003-10-01,602.419
2003-10-02,616.77
2003-10-03,623.318
2003-10-06,623.562
2003-10-07,636.112
2003-10-08,620.881
2003-10-09,625.905
2003-10-10,639.849
2003-10-13,637.648
2003-10-14,644.556
2003-10-15,636.244
2003-10-16,645.062
2003-10-17,643.715
2003-10-20,644.645
2003-10-21,643.444
2003-10-22,634.735
2003-10-23,599.676
2003-10-24,605.658
2003-10-27,614.457
2003-10-28,622.322
2003-10-29,631.637
2003-10-30,626.639
2003-10-31,609.722
2003-11-03,602.732
2003-11-04,629.799
2003-11-05,623.514
2003-11-06,605.443
2003-11-07,616.02
2003-11-10,616.671
2003-11-11,598.163
2003-11-12,598.581
2003-11-13,610.288
2003-11-14,602.685
2003-11-17,582.725
2003-11-18,588.609
2003-11-19,568.71
2003-11-20,582.28
2003-11-21,582.453
2003-11-24,580.241
2003-11-25,584.683
2003-11-26,596.075
2003-11-27,598.821
2003-11-28,595.494
2003-12-01,608.511
2003-12-02,613.172
2003-12-03,612.451
2003-12-04,618.146
2003-12-05,616.323
2003-12-08,604.842
2003-12-09,605.885
2003-12-10,589.895
2003-12-11,596.415
2003-12-12,604.394
2003-12-15,620.336
2003-12-16,608.263
2003-12-17,600.35
2003-12-18,600.031
2003-12-19,609.55
2003-12-22,616.613
2003-12-23,616.929
2003-12-24,615.938
2003-12-25,616.138
2003-12-26,619.672
2003-12-29,624.629
2003-12-30,635.618
2003-12-31,634.224
2004-01-01,634.224
2004-01-02,635.113
2004-01-05,650.08
2004-01-06,647.036
2004-01-07,644.013
2004-01-08,646.598
2004-01-09,651.537
2004-01-12,651.17
2004-01-13,647.264
2004-01-14,648.422
2004-01-15,639.945
2004-01-16,646.125
2004-01-19,651.66
2004-01-20,653.927
2004-01-21,653.336
2004-01-22,658.243
2004-01-23,662.683
2004-01-26,655.856
2004-01-27,656.614
2004-01-28,655.319
2004-01-29,649.214
2004-01-30,645.739
2004-02-02,647.491
2004-02-03,643.551
2004-02-04,629.053
2004-02-05,632.422
2004-02-06,634.421
2004-02-09,630.194
2004-02-10,631.222
2004-02-11,631.222
2004-02-12,636.204
2004-02-13,642.976
2004-02-16,644.057
2004-02-17,648.959
2004-02-18,643.959
2004-02-19,643.47
2004-02-20,634.15
2004-02-23,644.272
2004-02-24,632.387
2004-02-25,627.182
2004-02-26,629.53
2004-02-27,644.888
2004-03-01,661.694
2004-03-02,660.498
2004-03-03,659.716
2004-03-04,656.857
2004-03-05,663.177
2004-03-08,656.356
2004-03-09,663.674
2004-03-10,657.77
2004-03-11,652.693
2004-03-12,643.089
2004-03-15,654.577
2004-03-16,660.915
2004-03-17,676.28
2004-03-18,690.859
2004-03-19,683.593
2004-03-22,678.168
2004-03-23,680.472
2004-03-24,690.731
2004-03-25,700.318
2004-03-26,715.965
2004-03-29,718.749
2004-03-30,715.311
2004-03-31,726.574
2004-04-01,724.127
2004-04-02,724.516
2004-04-05,730.186
2004-04-06,732.068
2004-04-07,735.851
2004-04-08,732.783
2004-04-09,721.615
2004-04-12,729.569
2004-04-13,727.157
2004-04-14,715.896
2004-04-15,702.399
2004-04-16,705.172
2004-04-19,697.519
2004-04-20,713.671
2004-04-21,705.329
2004-04-22,703.749
2004-04-23,711.732
2004-04-26,716.337
2004-04-27,704.982
2004-04-28,704.918
2004-04-29,703.411
2004-04-30,688.201
2004-05-03,687.923
2004-05-04,691.336
2004-05-05,699.036
2004-05-06,681.315
2004-05-07,660.531
2004-05-10,619.114
2004-05-11,619.843
2004-05-12,641.158
2004-05-13,619.391
2004-05-14,617.508
2004-05-17,601.312
2004-05-18,612.23
2004-05-19,635.921
2004-05-20,629.352
2004-05-21,648.548
2004-05-24,648.051
2004-05-25,640.054
2004-05-26,650.274
2004-05-27,656.539
2004-05-28,664.354
2004-05-31,663.238
2004-06-01,668.111
2004-06-02,662.164
2004-06-03,647.09
2004-06-04,647.824
2004-06-07,674.54
2004-06-08,678.154
2004-06-09,675.685
2004-06-10,679.522
2004-06-11,673.387
2004-06-14,666.378
2004-06-15,668.837
2004-06-16,678.794
2004-06-17,680.139
2004-06-18,673.984
2004-06-21,685.629
2004-06-22,680.711
2004-06-23,679.952
2004-06-24,697.911
2004-06-25,695.625
2004-06-28,701.302
2004-06-29,697.899
2004-06-30,693.264
2004-07-01,699.025
2004-07-02,687.649
2004-07-05,674.837
2004-07-06,671.813
2004-07-07,670.911
2004-07-08,666.148
2004-07-09,674.278
2004-07-12,682.763
2004-07-13,681.131
2004-07-14,673.453
2004-07-15,672.794
2004-07-16,676.475
2004-07-19,679.069
2004-07-20,671.537
2004-07-21,669.203
2004-07-22,666.483
2004-07-23,655.651
2004-07-26,654.166
2004-07-27,643.285
2004-07-28,647.297
2004-07-29,642.862
2004-07-30,655.377
2004-08-02,657.012
2004-08-03,654.07
2004-08-04,643.904
2004-08-05,642.734
2004-08-06,645.164
2004-08-09,639.253
2004-08-10,637.8
2004-08-11,645.78
2004-08-12,641.958
2004-08-13,632.217
2004-08-16,625.735
2004-08-17,633.745
2004-08-18,639.47
2004-08-19,647.589
2004-08-20,648.73
2004-08-23,649.856
2004-08-24,652.626
2004-08-25,655.315
2004-08-26,659.938
2004-08-27,664.383
2004-08-30,661.582
2004-08-31,658.325
2004-09-01,662.321
2004-09-02,663.558
2004-09-03,649.829
2004-09-06,662.129
2004-09-07,667.514
2004-09-08,668.048
2004-09-09,658.505
2004-09-10,657.474
2004-09-13,660.269
2004-09-14,665.323
2004-09-15,654.189
2004-09-16,653.435
2004-09-17,648.357
2004-09-20,649.596
2004-09-21,648.199
2004-09-22,644.02
2004-09-23,645.8
2004-09-24,636.032
2004-09-27,631.095
2004-09-28,627.741
2004-09-29,629.212
2004-09-30,642.02
2004-10-01,648.996
2004-10-04,658.627
2004-10-05,659.098
2004-10-06,663.182
2004-10-07,658.947
2004-10-08,667.288
2004-10-11,670.496
2004-10-12,658.774
2004-10-13,656.164
2004-10-14,651.757
2004-10-15,651.592
2004-10-18,648.101
2004-10-19,656.053
2004-10-20,649.062
2004-10-21,648.727
2004-10-22,651.779
2004-10-25,647.799
2004-10-26,648.227
2004-10-27,651.016
2004-10-28,662.976
2004-10-29,659.103
2004-11-01,655.212
2004-11-02,664.224
2004-11-03,664.787
2004-11-04,669.524
2004-11-05,678.169
2004-11-08,673.774
2004-11-09,670.453
2004-11-10,663.222
2004-11-11,659.054
2004-11-12,674.867
2004-11-15,687.179
2004-11-16,686.169
2004-11-17,690.027
2004-11-18,686.793
2004-11-19,695.445
2004-11-22,680.386
2004-11-23,678.283
2004-11-24,682.834
2004-11-25,687.592
2004-11-26,684.646
2004-11-29,693.673
2004-11-30,688.514
2004-12-01,680.491
2004-12-02,690.679
2004-12-03,699.576
2004-12-06,693.141
2004-12-07,685.201
2004-12-08,678.469
2004-12-09,669.606
2004-12-10,662.911
2004-12-13,671.012
2004-12-14,674.733
2004-12-15,685.422
2004-12-16,683.984
2004-12-17,689.586
2004-12-20,690.773
2004-12-21,689.487
2004-12-22,695.978
2004-12-23,699.135
2004-12-24,707.113
2004-12-27,710.399
2004-12-28,713.42
2004-12-29,705.987
2004-12-30,720.941
2004-12-31,724.916
2005-01-03,722.062
2005-01-04,713.562
2005-01-05,710.419
2005-01-06,704.63
2005-01-07,702.897
2005-01-10,705.42
2005-01-11,715.801
2005-01-12,719.009
2005-01-13,713.149
2005-01-14,714.763
2005-01-17,719.008
2005-01-18,712.05
2005-01-19,711.575
2005-01-20,700.075
2005-01-21,697.798
2005-01-24,704.2
2005-01-25,693.834
2005-01-26,706.369
2005-01-27,700.916
2005-01-28,698.644
2005-01-31,701.049
2005-02-01,697.35
2005-02-02,700.15
2005-02-03,692.77
2005-02-04,697.227
2005-02-07,697.26
2005-02-08,689.468
2005-02-09,691.746
2005-02-10,696.645
2005-02-11,696.052
2005-02-14,705.519
2005-02-15,708.519
2005-02-16,702.978
2005-02-17,699.895
2005-02-18,702.069
2005-02-21,703.783
2005-02-22,710.037
2005-02-23,697.024
2005-02-24,696.489
2005-02-25,703.758
2005-02-28,715.431
2005-03-01,714.271
2005-03-02,714.914
2005-03-03,716.125
2005-03-04,721.31
2005-03-07,720.763
2005-03-08,723.442
2005-03-09,731.023
2005-03-10,725.354
2005-03-11,728.218
2005-03-14,717.789
2005-03-15,719.506
2005-03-16,725.188
2005-03-17,717.421
2005-03-18,720.557
2005-03-21,719.391
2005-03-22,718.544
2005-03-23,709.143
2005-03-24,701.221
2005-03-25,705.68
2005-03-28,705.979
2005-03-29,692.111
2005-03-30,690.518
2005-03-31,698.755
2005-04-01,699.048
2005-04-04,691.17
2005-04-05,695.065
2005-04-06,698.217
2005-04-07,700.736
2005-04-08,700.929
2005-04-11,699.594
2005-04-12,690.256
2005-04-13,694.051
2005-04-14,684.459
2005-04-15,679.177
2005-04-18,656.722
2005-04-19,667.063
2005-04-20,670.758
2005-04-21,665.433
2005-04-22,673.886
2005-04-25,677.179
2005-04-26,672.77
2005-04-27,673.23
2005-04-28,672.847
2005-04-29,679.645
2005-05-02,679.049
2005-05-03,678.952
2005-05-04,684.587
2005-05-05,683.538
2005-05-06,694.492
2005-05-09,687.772
2005-05-10,686.982
2005-05-11,683.28
2005-05-12,674.433
2005-05-13,669.226
2005-05-16,663.75
2005-05-17,659.391
2005-05-18,657.241
2005-05-19,668.442
2005-05-20,664.684
2005-05-23,672.527
2005-05-24,673.665
2005-05-25,666.767
2005-05-26,664.412
2005-05-27,670.277
2005-05-30,675.933
2005-05-31,675.97
2005-06-01,676.099
2005-06-02,675.416
2005-06-03,679.24
2005-06-06,682.82
2005-06-07,679.818
2005-06-08,683.325
2005-06-09,671.496
2005-06-10,672.337
2005-06-13,665.963
2005-06-14,668.611
2005-06-15,672.498
2005-06-16,674.935
2005-06-17,682.279
2005-06-20,676.881
2005-06-21,682.918
2005-06-22,683.171
2005-06-23,683.944
2005-06-24,680.038
2005-06-27,673.169
2005-06-28,673.912
2005-06-29,675.254
2005-06-30,673.599
2005-07-01,670.768
2005-07-04,673.245
2005-07-05,671.714
2005-07-06,671.197
2005-07-07,668.508
2005-07-08,665.994
2005-07-11,672.563
2005-07-12,678.562
2005-07-13,670.192
2005-07-14,674.214
2005-07-15,675.027
2005-07-18,678.047
2005-07-19,669.471
2005-07-20,667.918
2005-07-21,685.212
2005-07-22,678.901
2005-07-25,674.914
2005-07-26,670.386
2005-07-27,675.348
2005-07-28,675.971
2005-07-29,680.216
2005-08-01,683.431
2005-08-02,687.911
2005-08-03,691.802
2005-08-04,686.524
2005-08-05,674.476
2005-08-08,677.741
2005-08-09,682.811
2005-08-10,704.9
2005-08-11,718.562
2005-08-12,723.309
2005-08-15,725.039
2005-08-16,727.485
2005-08-17,723.72
2005-08-18,720.088
2005-08-19,717.988
2005-08-22,735.822
2005-08-23,735.648
2005-08-24,736.568
2005-08-25,734.447
2005-08-26,739.401
2005-08-29,724.56
2005-08-30,728.841
2005-08-31,729.965
2005-09-01,740.494
2005-09-02,746.422
2005-09-05,755.238
2005-09-06,749.755
2005-09-07,747.5
2005-09-08,741.463
2005-09-09,756.509
2005-09-12,765.226
2005-09-13,761.767
2005-09-14,763.788
2005-09-15,770.713
2005-09-16,764.845
2005-09-19,765.326
2005-09-20,778.532
2005-09-21,784.81
2005-09-22,780.208
2005-09-23,775.826
2005-09-26,791.717
2005-09-27,783.178
2005-09-28,800.288
2005-09-29,820.584
2005-09-30,808.991
2005-10-03,802.532
2005-10-04,809.475
2005-10-05,805.081
2005-10-06,783.92
2005-10-07,782.467
2005-10-10,779.317
2005-10-11,799.289
2005-10-12,797.833
2005-10-13,794.953
2005-10-14,795.027
2005-10-17,786.995
2005-10-18,781.213
2005-10-19,775.183
2005-10-20,776.77
2005-10-21,775.76
2005-10-24,771.745
2005-10-25,785.65
2005-10-26,784.931
2005-10-27,795.877
2005-10-28,787.414
2005-10-31,795.699
2005-11-01,810.981
2005-11-02,811.994
2005-11-03,809.914
2005-11-04,815.021
2005-11-07,819.941
2005-11-08,823.846
2005-11-09,817.486
