Date,NETHERLANDS MID CAP Mid Cap
2001-01-01,730.899
2001-01-02,739.614
2001-01-03,727.783
2001-01-04,735.006
2001-01-05,730.359
2001-01-08,723.475
2001-01-09,723.136
2001-01-10,718.285
2001-01-11,727.405
2001-01-12,736.258
2001-01-15,735.326
2001-01-16,729.83
2001-01-17,732.961
2001-01-18,747.147
2001-01-19,740.263
2001-01-22,736.744
2001-01-23,728.802
2001-01-24,719.633
2001-01-25,723.465
2001-01-26,721.08
2001-01-29,717.794
2001-01-30,722.67
2001-01-31,738.515
2001-02-01,741.338
2001-02-02,729.667
2001-02-05,734.391
2001-02-06,733.423
2001-02-07,736.092
2001-02-08,720.437
2001-02-09,721.215
2001-02-12,733.916
2001-02-13,729.315
2001-02-14,719.087
2001-02-15,714.635
2001-02-16,725.866
2001-02-19,729.354
2001-02-20,720.404
2001-02-21,721.843
2001-02-22,707.852
2001-02-23,701.31
2001-02-26,708.48
2001-02-27,720.179
2001-02-28,716.392
2001-03-01,727.412
2001-03-02,731.124
2001-03-05,723.14
2001-03-06,723.587
2001-03-07,717.936
2001-03-08,722.65
2001-03-09,718.398
2001-03-12,707.196
2001-03-13,695.924
2001-03-14,679.9
2001-03-15,681.644
2001-03-16,664.353
2001-03-19,662.707
2001-03-20,667.774
2001-03-21,658.848
2001-03-22,624.827
2001-03-23,636.801
2001-03-26,646.432
2001-03-27,651.455
2001-03-28,649.148
2001-03-29,644.299
2001-03-30,646.814
2001-04-02,646.164
2001-04-03,641.371
2001-04-04,646.717
2001-04-05,649.786
2001-04-06,647.826
2001-04-09,642.714
2001-04-10,641.178
2001-04-11,642.671
2001-04-12,650.435
2001-04-13,650.435
2001-04-16,643.774
2001-04-17,636.837
2001-04-18,617.478
2001-04-19,623.773
2001-04-20,632.913
2001-04-23,626.42
2001-04-24,626.535
2001-04-25,631.385
2001-04-26,634.75
2001-04-27,630.304
2001-04-30,626.068
2001-05-01,625.687
2001-05-02,633.484
2001-05-03,630.823
2001-05-04,634.48
2001-05-07,634.511
2001-05-08,635.776
2001-05-09,634.61
2001-05-10,634.964
2001-05-11,636.78
2001-05-14,639.258
2001-05-15,645.215
2001-05-16,643.788
2001-05-17,640.406
2001-05-18,644.569
2001-05-21,643.191
2001-05-22,644.174
2001-05-23,635.562
2001-05-24,633.187
2001-05-25,633.769
2001-05-28,641.783
2001-05-29,636.475
2001-05-30,636.244
2001-05-31,627.003
2001-06-01,623.774
2001-06-04,624.621
2001-06-05,633.854
2001-06-06,628.634
2001-06-07,626.691
2001-06-08,623.043
2001-06-11,612.071
2001-06-12,611.229
2001-06-13,610.054
2001-06-14,604.269
2001-06-15,592.753
2001-06-18,593.018
2001-06-19,588.684
2001-06-20,574.532
2001-06-21,572.554
2001-06-22,572.188
2001-06-25,579.074
2001-06-26,574.642
2001-06-27,558.065
2001-06-28,551.085
2001-06-29,557.276
2001-07-02,552.386
2001-07-03,553.723
2001-07-04,553.122
2001-07-05,542.158
2001-07-06,540.671
2001-07-09,539.943
2001-07-10,543.896
