Date,NETHERLANDS MID CAP Mid Cap
2001-07-11,538.902
2001-07-12,539.194
2001-07-13,530.533
2001-07-16,527.044
2001-07-17,518.529
2001-07-18,525.586
2001-07-19,525.506
2001-07-20,528.092
2001-07-23,523.555
2001-07-24,528.203
2001-07-25,523.268
2001-07-26,518.74
2001-07-27,520.516
2001-07-30,526.207
2001-07-31,527.244
2001-08-01,532.763
2001-08-02,538.007
2001-08-03,544.463
2001-08-06,541.324
2001-08-07,537.413
2001-08-08,534.843
2001-08-09,534.261
2001-08-10,534.338
2001-08-13,534.603
2001-08-14,537.223
2001-08-15,538.573
2001-08-16,536.081
2001-08-17,542.741
2001-08-20,534.283
2001-08-21,538.116
2001-08-22,542.204
2001-08-23,529.946
2001-08-24,531.267
2001-08-27,528.743
2001-08-28,522.749
2001-08-29,522.628
2001-08-30,517.06
2001-08-31,510.708
2001-09-03,505.874
2001-09-04,499.808
2001-09-05,492.568
2001-09-06,490.619
2001-09-07,494.201
2001-09-10,480.487
2001-09-11,468.825
2001-09-12,459.423
2001-09-13,458.738
2001-09-14,451.134
2001-09-17,450.805
2001-09-18,445.806
2001-09-19,448.629
2001-09-20,434.174
2001-09-21,413.762
2001-09-24,424.24
2001-09-25,445.675
2001-09-26,447.972
2001-09-27,436.716
2001-09-28,451.509
2001-10-01,430.926
2001-10-02,418.257
2001-10-03,417.461
2001-10-04,419.984
2001-10-05,427.394
2001-10-08,427.253
2001-10-09,430.849
2001-10-10,444.031
2001-10-11,447.099
2001-10-12,445.71
2001-10-15,440.685
2001-10-16,442.496
2001-10-17,453.579
2001-10-18,441.191
2001-10-19,430.566
2001-10-22,429.481
2001-10-23,439.167
2001-10-24,449.502
2001-10-25,449.526
2001-10-26,452.155
2001-10-29,458.649
2001-10-30,455.488
2001-10-31,453.543
2001-11-01,452.706
2001-11-02,454.599
2001-11-05,458.911
2001-11-06,464.215
2001-11-07,452.93
2001-11-08,444.976
2001-11-09,441.749
2001-11-12,439.123
2001-11-13,442.462
2001-11-14,447.356
2001-11-15,459.191
2001-11-16,478.619
2001-11-19,479.419
2001-11-20,478.271
2001-11-21,474.233
2001-11-22,477.726
2001-11-23,480.216
2001-11-26,486.435
2001-11-27,486.049
2001-11-28,481.57
2001-11-29,480.679
2001-11-30,487.636
2001-12-03,485.512
2001-12-04,485.038
2001-12-05,493.156
2001-12-06,496.027
2001-12-07,493.302
2001-12-10,488.943
2001-12-11,487.319
2001-12-12,486.106
2001-12-13,481.54
2001-12-14,484.501
2001-12-17,490.965
2001-12-18,492.929
2001-12-19,488.559
2001-12-20,487.932
2001-12-21,488.86
2001-12-24,488.828
2001-12-25,488.828
2001-12-26,489.245
2001-12-27,502.639
2001-12-28,501.87
2001-12-31,506.765
2002-01-01,506.765
2002-01-02,510.902
2002-01-03,512.007
2002-01-04,518.319
2002-01-07,521.962
2002-01-08,516.172
2002-01-09,519.742
2002-01-10,516.071
2002-01-11,517.08
2002-01-14,514.115
2002-01-15,511.831
2002-01-16,498.875
2002-01-17,501.255
2002-01-18,497.654
2002-01-21,502.065
2002-01-22,502.961
2002-01-23,500.816
2002-01-24,501.906
2002-01-25,492.945
2002-01-28,495.507
2002-01-29,495.41
2002-01-30,493.583
2002-01-31,495.661
2002-02-01,497.109
2002-02-04,503.57
2002-02-05,499.468
2002-02-06,495.618
2002-02-07,491.366
2002-02-08,491.885
2002-02-11,496.471
2002-02-12,495.324
2002-02-13,494.624
2002-02-14,493.164
2002-02-15,496.193
2002-02-18,496.044
2002-02-19,491.388
2002-02-20,489.226
2002-02-21,490.435
2002-02-22,488.729
2002-02-25,485.998
2002-02-26,488.013
2002-02-27,488.469
2002-02-28,485.868
2002-03-01,488.571
2002-03-04,502.202
2002-03-05,509.953
2002-03-06,517.789
2002-03-07,539.778
2002-03-08,541.597
2002-03-11,543.947
2002-03-12,540.362
2002-03-13,540.578
2002-03-14,544.509
2002-03-15,541.52
2002-03-18,548.354
2002-03-19,556.224
2002-03-20,552.992
2002-03-21,545.401
2002-03-22,545.034
2002-03-25,539.361
2002-03-26,539.834
2002-03-27,538.987
2002-03-28,541.572
2002-03-29,541.572
2002-04-01,546.01
2002-04-02,550.203
2002-04-03,552.979
2002-04-04,545.922
2002-04-05,538.436
2002-04-08,529.975
2002-04-09,531.314
2002-04-10,533.188
2002-04-11,531.325
2002-04-12,528.828
2002-04-15,528.881
2002-04-16,539.16
2002-04-17,551.143
2002-04-18,549.345
2002-04-19,550.424
2002-04-22,550.157
2002-04-23,549.353
2002-04-24,548.699
2002-04-25,542.097
2002-04-26,543.198
2002-04-29,543.44
2002-04-30,540.425
2002-05-01,543.483
2002-05-02,540.514
2002-05-03,540.257
2002-05-06,539.916
2002-05-07,539.083
2002-05-08,544.779
2002-05-09,545.293
2002-05-10,549.303
2002-05-13,550.205
2002-05-14,545.661
2002-05-15,554.548
2002-05-16,556.832
2002-05-17,564.213
2002-05-20,563.947
2002-05-21,555.834
2002-05-22,554.911
2002-05-23,552.073
2002-05-24,556.665
2002-05-27,554.637
2002-05-28,557.846
2002-05-29,557.497
2002-05-30,553.16
2002-05-31,552.805
2002-06-03,546.999
2002-06-04,539.883
2002-06-05,540.222
2002-06-06,540.96
2002-06-07,531.039
2002-06-10,532.124
2002-06-11,534.555
2002-06-12,516.831
2002-06-13,515.191
2002-06-14,507.769
2002-06-17,518.673
2002-06-18,521.867
2002-06-19,517.534
2002-06-20,512.954
2002-06-21,504.19
2002-06-24,499.076
2002-06-25,504.549
2002-06-26,507.849
2002-06-27,507.669
2002-06-28,524.486
2002-07-01,526.049
2002-07-02,510.617
2002-07-03,484.099
2002-07-04,491.122
2002-07-05,503.756
2002-07-08,509.769
2002-07-09,506.555
2002-07-10,491.208
2002-07-11,479.722
2002-07-12,481.282
2002-07-15,477.756
2002-07-16,470.086
2002-07-17,481.2
2002-07-18,492.018
2002-07-19,477.245
2002-07-22,455.203
2002-07-23,439.41
2002-07-24,419.847
2002-07-25,427.454
2002-07-26,419.333
2002-07-29,434.657
2002-07-30,441.696
2002-07-31,443.805
2002-08-01,427.291
2002-08-02,411.254
2002-08-05,398.85
2002-08-06,397.933
2002-08-07,394.313
2002-08-08,406.22
2002-08-09,416.655
2002-08-12,413.815
2002-08-13,425.56
2002-08-14,430.997
2002-08-15,441.042
2002-08-16,456.747
2002-08-19,469.198
2002-08-20,461.547
2002-08-21,471.473
2002-08-22,481.022
2002-08-23,469.996
2002-08-26,463.263
2002-08-27,476.568
2002-08-28,462.485
2002-08-29,455.28
2002-08-30,455.671
2002-09-02,450.55
2002-09-03,448.337
2002-09-04,448.009
2002-09-05,439.795
2002-09-06,447.019
2002-09-09,436.823
2002-09-10,440.834
2002-09-11,446.062
2002-09-12,438.411
2002-09-13,431.031
2002-09-16,423.283
2002-09-17,414.318
2002-09-18,406.784
2002-09-19,399.355
2002-09-20,406.49
2002-09-23,396.354
2002-09-24,387.792
2002-09-25,392.463
2002-09-26,403.025
2002-09-27,403.305
2002-09-30,392.471
2002-10-01,393.971
2002-10-02,402.869
2002-10-03,402.516
2002-10-04,396.659
2002-10-07,382.993
2002-10-08,371.075
2002-10-09,373.375
2002-10-10,381.852
2002-10-11,399.345
2002-10-14,401.145
2002-10-15,423.539
2002-10-16,417.55
2002-10-17,433.703
2002-10-18,431.361
2002-10-21,429.582
2002-10-22,428.022
2002-10-23,420.737
2002-10-24,422.793
2002-10-25,417.587
2002-10-28,426.212
2002-10-29,411.423
2002-10-30,413.795
2002-10-31,429.022
2002-11-01,433.026
2002-11-04,445.487
2002-11-05,445.854
2002-11-06,443.264
2002-11-07,440.349
2002-11-08,434.707
2002-11-11,425.785
2002-11-12,428.803
2002-11-13,424.425
2002-11-14,431.212
2002-11-15,430.015
2002-11-18,440.675
2002-11-19,439.956
2002-11-20,432.58
2002-11-21,452.732
2002-11-22,455.363
2002-11-25,451.418
2002-11-26,445.481
2002-11-27,448.827
2002-11-28,458.324
2002-11-29,456.557
2002-12-02,459.574
2002-12-03,445.784
2002-12-04,437.102
2002-12-05,435.387
2002-12-06,433.999
2002-12-09,424.689
2002-12-10,421.797
2002-12-11,423.692
2002-12-12,420.899
2002-12-13,414.796
2002-12-16,425.215
2002-12-17,420.192
2002-12-18,407.175
2002-12-19,408.08
2002-12-20,414.887
2002-12-23,415.367
2002-12-24,414.006
2002-12-25,414.006
2002-12-26,415.05
2002-12-27,410.75
2002-12-30,412.432
2002-12-31,417.289
2003-01-01,417.289
2003-01-02,424.103
2003-01-03,430.543
2003-01-06,432.0
2003-01-07,425.957
2003-01-08,419.638
2003-01-09,420.106
2003-01-10,421.864
2003-01-13,419.059
2003-01-14,428.771
2003-01-15,420.751
2003-01-16,421.584
2003-01-17,413.487
2003-01-20,414.853
2003-01-21,408.18
2003-01-22,407.51
2003-01-23,403.877
2003-01-24,401.598
2003-01-27,393.311
2003-01-28,389.827
2003-01-29,385.645
2003-01-30,388.439
2003-01-31,388.76
2003-02-03,396.307
2003-02-04,388.476
2003-02-05,386.687
2003-02-06,384.347
2003-02-07,378.087
2003-02-10,375.201
2003-02-11,378.804
2003-02-12,365.092
2003-02-13,365.835
2003-02-14,366.73
2003-02-17,370.855
2003-02-18,369.774
2003-02-19,363.311
2003-02-20,367.841
2003-02-21,365.523
2003-02-24,360.36
2003-02-25,345.405
2003-02-26,342.704
2003-02-27,343.845
2003-02-28,353.762
2003-03-03,364.737
2003-03-04,351.513
2003-03-05,350.038
2003-03-06,348.443
2003-03-07,341.12
2003-03-10,336.537
2003-03-11,322.398
2003-03-12,316.324
2003-03-13,333.13
2003-03-14,345.449
2003-03-17,358.29
2003-03-18,359.221
2003-03-19,371.075
2003-03-20,363.332
2003-03-21,376.65
2003-03-24,361.593
2003-03-25,371.098
2003-03-26,366.831
2003-03-27,362.498
2003-03-28,367.216
2003-03-31,352.525
2003-04-01,360.793
2003-04-02,374.919
2003-04-03,375.639
2003-04-04,378.974
2003-04-07,390.778
2003-04-08,381.644
2003-04-09,378.146
2003-04-10,371.14
2003-04-11,371.379
2003-04-14,372.76
2003-04-15,383.633
2003-04-16,385.027
2003-04-17,387.898
2003-04-18,387.898
2003-04-21,386.225
2003-04-22,391.312
2003-04-23,402.377
2003-04-24,401.158
2003-04-25,394.032
2003-04-28,402.446
2003-04-29,404.704
2003-04-30,410.016
2003-05-01,413.782
2003-05-02,414.016
2003-05-05,428.279
2003-05-06,435.564
2003-05-07,426.442
2003-05-08,424.67
2003-05-09,433.146
2003-05-12,432.963
2003-05-13,428.232
2003-05-14,428.751
2003-05-15,431.669
2003-05-16,449.365
2003-05-19,432.149
2003-05-20,435.539
2003-05-21,428.215
2003-05-22,438.922
2003-05-23,434.613
2003-05-26,435.4
2003-05-27,435.417
2003-05-28,440.552
2003-05-29,446.091
2003-05-30,451.73
2003-06-02,456.028
2003-06-03,448.261
2003-06-04,454.784
2003-06-05,461.897
2003-06-06,480.929
2003-06-09,472.962
2003-06-10,472.242
2003-06-11,483.076
2003-06-12,480.243
2003-06-13,472.846
2003-06-16,486.492
2003-06-17,490.744
2003-06-18,479.7
2003-06-19,469.432
2003-06-20,472.131
2003-06-23,457.67
2003-06-24,453.671
2003-06-25,460.526
2003-06-26,451.668
2003-06-27,461.842
2003-06-30,452.754
2003-07-01,453.145
2003-07-02,461.292
2003-07-03,464.748
2003-07-04,459.463
2003-07-07,468.823
2003-07-08,467.703
2003-07-09,463.696
2003-07-10,461.438
2003-07-11,465.018
2003-07-14,468.831
2003-07-15,467.966
2003-07-16,463.889
2003-07-17,454.065
2003-07-18,464.126
2003-07-21,466.361
2003-07-22,473.36
2003-07-23,479.179
2003-07-24,485.228
2003-07-25,482.89
2003-07-28,485.349
2003-07-29,484.478
2003-07-30,484.539
2003-07-31,482.293
2003-08-01,483.585
2003-08-04,482.876
2003-08-05,485.619
2003-08-06,480.951
2003-08-07,480.784
2003-08-08,479.124
2003-08-11,478.866
2003-08-12,478.503
2003-08-13,480.253
2003-08-14,481.113
2003-08-15,480.706
2003-08-18,480.025
2003-08-19,481.024
2003-08-20,485.062
2003-08-21,487.171
2003-08-22,493.608
2003-08-25,490.986
2003-08-26,486.19
2003-08-27,498.437
2003-08-28,507.224
2003-08-29,505.772
2003-09-01,509.142
2003-09-02,503.675
2003-09-03,511.17
2003-09-04,510.735
2003-09-05,521.688
2003-09-08,529.864
2003-09-09,524.186
2003-09-10,512.518
2003-09-11,506.784
2003-09-12,509.218
2003-09-15,512.534
2003-09-16,507.626
2003-09-17,515.943
2003-09-18,514.084
2003-09-19,515.668
2003-09-22,509.572
2003-09-23,506.498
2003-09-24,503.774
2003-09-25,499.489
2003-09-26,493.632
2003-09-29,489.902
2003-09-30,491.063
2003-10-01,497.986
2003-10-02,499.867
2003-10-03,513.965
2003-10-06,510.501
2003-10-07,512.005
2003-10-08,510.781
2003-10-09,517.917
2003-10-10,518.864
2003-10-13,518.479
2003-10-14,515.557
2003-10-15,521.862
2003-10-16,520.78
2003-10-17,519.276
2003-10-20,518.422
2003-10-21,521.942
2003-10-22,517.24
2003-10-23,509.85
2003-10-24,509.204
2003-10-27,511.559
2003-10-28,511.205
2003-10-29,517.756
2003-10-30,522.787
2003-10-31,514.697
2003-11-03,526.66
2003-11-04,522.065
2003-11-05,517.941
2003-11-06,520.007
2003-11-07,524.329
2003-11-10,519.751
2003-11-11,516.732
2003-11-12,527.061
2003-11-13,536.267
2003-11-14,536.591
2003-11-17,525.365
2003-11-18,531.3
2003-11-19,530.466
2003-11-20,524.988
2003-11-21,526.312
2003-11-24,532.848
2003-11-25,537.94
2003-11-26,539.234
2003-11-27,537.116
2003-11-28,535.173
2003-12-01,537.563
2003-12-02,545.143
2003-12-03,550.403
2003-12-04,539.332
2003-12-05,538.611
2003-12-08,537.893
2003-12-09,538.104
2003-12-10,534.206
2003-12-11,533.75
2003-12-12,538.745
2003-12-15,537.881
2003-12-16,537.98
2003-12-17,538.953
2003-12-18,540.476
2003-12-19,539.591
2003-12-22,540.811
2003-12-23,543.188
2003-12-24,548.437
2003-12-25,548.437
2003-12-26,548.217
2003-12-29,552.869
2003-12-30,558.618
2003-12-31,561.53
2004-01-01,561.53
2004-01-02,564.914
2004-01-05,567.307
2004-01-06,564.63
2004-01-07,561.581
2004-01-08,569.092
2004-01-09,580.203
2004-01-12,574.169
2004-01-13,578.718
2004-01-14,577.334
2004-01-15,572.362
2004-01-16,576.736
2004-01-19,574.663
2004-01-20,577.737
2004-01-21,587.713
2004-01-22,591.189
2004-01-23,589.184
2004-01-26,581.154
2004-01-27,585.424
2004-01-28,589.057
2004-01-29,573.627
2004-01-30,573.338
2004-02-02,578.893
2004-02-03,579.332
2004-02-04,569.314
2004-02-05,577.628
2004-02-06,582.568
2004-02-09,587.269
2004-02-10,583.035
2004-02-11,586.821
2004-02-12,592.19
2004-02-13,588.295
2004-02-16,589.549
2004-02-17,596.516
2004-02-18,595.298
2004-02-19,598.356
2004-02-20,591.694
2004-02-23,591.361
2004-02-24,585.263
2004-02-25,585.238
2004-02-26,580.188
2004-02-27,581.576
2004-03-01,587.36
2004-03-02,591.857
2004-03-03,579.55
2004-03-04,583.294
2004-03-05,593.71
2004-03-08,586.791
2004-03-09,578.592
2004-03-10,565.529
2004-03-11,551.773
2004-03-12,555.52
2004-03-15,542.069
2004-03-16,553.635
2004-03-17,556.543
2004-03-18,554.899
2004-03-19,547.548
2004-03-22,538.194
2004-03-23,535.774
2004-03-24,528.915
2004-03-25,541.657
2004-03-26,539.504
2004-03-29,549.431
2004-03-30,549.386
2004-03-31,556.393
2004-04-01,566.444
2004-04-02,566.612
2004-04-05,562.318
2004-04-06,558.343
2004-04-07,567.037
2004-04-08,563.98
2004-04-09,563.98
2004-04-12,562.396
2004-04-13,561.293
2004-04-14,557.131
2004-04-15,555.184
2004-04-16,562.361
2004-04-19,564.783
2004-04-20,560.906
2004-04-21,552.171
2004-04-22,551.186
2004-04-23,550.971
2004-04-26,556.001
2004-04-27,553.788
2004-04-28,548.672
2004-04-29,546.497
2004-04-30,547.661
2004-05-03,549.932
2004-05-04,552.945
2004-05-05,561.978
2004-05-06,548.929
2004-05-07,543.549
2004-05-10,525.722
2004-05-11,529.007
2004-05-12,526.082
2004-05-13,529.078
2004-05-14,524.037
2004-05-17,527.319
2004-05-18,532.946
2004-05-19,545.451
2004-05-20,537.699
2004-05-21,541.892
2004-05-24,541.805
2004-05-25,544.535
2004-05-26,550.007
2004-05-27,569.102
2004-05-28,569.498
2004-05-31,569.018
2004-06-01,561.002
2004-06-02,564.119
2004-06-03,566.622
2004-06-04,569.666
2004-06-07,576.005
2004-06-08,574.211
2004-06-09,567.045
2004-06-10,568.35
2004-06-11,563.11
2004-06-14,559.44
2004-06-15,563.827
2004-06-16,561.983
2004-06-17,561.119
2004-06-18,567.513
2004-06-21,567.645
2004-06-22,562.705
2004-06-23,564.604
2004-06-24,569.354
2004-06-25,568.02
2004-06-28,574.051
2004-06-29,571.585
2004-06-30,572.073
2004-07-01,571.628
2004-07-02,571.161
2004-07-05,566.715
2004-07-06,561.471
2004-07-07,562.414
2004-07-08,566.268
2004-07-09,567.074
2004-07-12,562.135
2004-07-13,559.229
2004-07-14,558.343
2004-07-15,548.582
2004-07-16,554.356
2004-07-19,547.115
2004-07-20,550.409
2004-07-21,550.78
2004-07-22,540.794
2004-07-23,533.397
2004-07-26,528.193
2004-07-27,523.222
2004-07-28,521.928
2004-07-29,532.432
2004-07-30,532.055
2004-08-02,529.516
2004-08-03,530.814
2004-08-04,521.485
2004-08-05,524.187
2004-08-06,518.937
2004-08-09,512.165
2004-08-10,523.514
2004-08-11,515.658
2004-08-12,513.189
2004-08-13,517.538
2004-08-16,521.307
2004-08-17,520.743
2004-08-18,524.254
2004-08-19,526.753
2004-08-20,522.761
2004-08-23,525.959
2004-08-24,521.026
2004-08-25,519.12
2004-08-26,524.4
2004-08-27,525.815
2004-08-30,526.891
2004-08-31,526.038
2004-09-01,528.699
2004-09-02,529.413
2004-09-03,525.997
2004-09-06,533.227
2004-09-07,534.562
2004-09-08,536.626
2004-09-09,533.582
2004-09-10,544.984
2004-09-13,553.108
2004-09-14,553.363
2004-09-15,543.241
2004-09-16,543.835
2004-09-17,545.507
2004-09-20,543.171
2004-09-21,550.976
2004-09-22,548.909
2004-09-23,546.855
2004-09-24,546.367
2004-09-27,541.15
2004-09-28,541.86
2004-09-29,537.908
2004-09-30,538.568
2004-10-01,548.018
2004-10-04,548.018
2004-10-05,552.167
2004-10-06,549.368
2004-10-07,552.237
2004-10-08,554.855
2004-10-11,548.913
2004-10-12,536.574
2004-10-13,538.982
2004-10-14,542.09
2004-10-15,548.673
2004-10-18,544.262
2004-10-19,549.422
2004-10-20,550.266
2004-10-21,554.419
2004-10-22,556.402
2004-10-25,556.834
2004-10-26,556.361
2004-10-27,557.768
2004-10-28,563.017
2004-10-29,562.452
2004-11-01,568.061
2004-11-02,570.013
2004-11-03,574.085
2004-11-04,573.583
2004-11-05,583.303
2004-11-08,588.43
2004-11-09,585.001
2004-11-10,586.365
2004-11-11,590.566
2004-11-12,598.913
2004-11-15,597.87
2004-11-16,596.802
2004-11-17,601.869
2004-11-18,597.002
2004-11-19,598.014
2004-11-22,593.858
2004-11-23,598.769
2004-11-24,601.002
2004-11-25,609.22
2004-11-26,607.172
2004-11-29,610.777
2004-11-30,604.173
2004-12-01,617.707
2004-12-02,616.103
2004-12-03,621.847
2004-12-06,621.334
2004-12-07,623.448
2004-12-08,612.59
2004-12-09,603.116
2004-12-10,604.27
2004-12-13,613.226
2004-12-14,614.365
2004-12-15,617.436
2004-12-16,609.79
2004-12-17,602.221
2004-12-20,609.96
2004-12-21,608.144
2004-12-22,609.698
2004-12-23,614.809
2004-12-24,615.671
2004-12-27,618.452
2004-12-28,619.269
2004-12-29,618.42
2004-12-30,620.693
2004-12-31,620.736
2005-01-03,619.721
2005-01-04,613.091
2005-01-05,607.813
2005-01-06,600.835
2005-01-07,597.944
2005-01-10,601.664
2005-01-11,598.51
2005-01-12,603.404
2005-01-13,601.926
2005-01-14,601.692
2005-01-17,601.269
2005-01-18,596.8
2005-01-19,596.914
2005-01-20,592.053
2005-01-21,592.098
2005-01-24,590.505
2005-01-25,593.339
2005-01-26,600.836
2005-01-27,605.398
2005-01-28,603.882
2005-01-31,611.672
2005-02-01,616.585
2005-02-02,618.947
2005-02-03,613.058
2005-02-04,621.712
2005-02-07,623.676
2005-02-08,618.702
2005-02-09,622.697
2005-02-10,624.861
2005-02-11,625.784
2005-02-14,637.036
2005-02-15,642.556
2005-02-16,640.831
2005-02-17,663.047
2005-02-18,665.133
2005-02-21,660.082
2005-02-22,668.413
2005-02-23,670.583
2005-02-24,666.255
2005-02-25,672.313
2005-02-28,672.433
2005-03-01,670.543
2005-03-02,663.259
2005-03-03,658.293
2005-03-04,668.233
2005-03-07,669.731
2005-03-08,671.204
2005-03-09,667.983
2005-03-10,663.059
2005-03-11,660.089
2005-03-14,655.821
2005-03-15,654.987
2005-03-16,655.186
2005-03-17,652.629
2005-03-18,644.051
2005-03-21,639.503
2005-03-22,646.041
2005-03-23,638.482
2005-03-24,640.818
2005-03-25,640.818
2005-03-28,636.321
2005-03-29,634.364
2005-03-30,634.897
2005-03-31,641.62
2005-04-01,638.606
2005-04-04,627.888
2005-04-05,630.41
2005-04-06,637.092
2005-04-07,639.304
2005-04-08,638.821
2005-04-11,643.261
2005-04-12,634.979
2005-04-13,634.201
2005-04-14,628.665
2005-04-15,624.655
2005-04-18,620.243
2005-04-19,623.917
2005-04-20,627.263
2005-04-21,632.665
2005-04-22,632.327
2005-04-25,629.488
2005-04-26,624.249
2005-04-27,612.57
2005-04-28,605.65
2005-04-29,606.338
2005-05-02,604.558
2005-05-03,605.362
2005-05-04,613.162
2005-05-05,619.042
2005-05-06,619.549
2005-05-09,616.259
2005-05-10,616.684
2005-05-11,614.971
2005-05-12,613.498
2005-05-13,612.619
2005-05-16,612.798
2005-05-17,612.828
2005-05-18,615.068
2005-05-19,614.531
2005-05-20,612.655
2005-05-23,616.729
2005-05-24,616.407
2005-05-25,620.796
2005-05-26,623.255
2005-05-27,624.116
2005-05-30,622.067
2005-05-31,612.4
2005-06-01,615.943
2005-06-02,620.611
2005-06-03,620.116
2005-06-06,616.573
2005-06-07,621.796
2005-06-08,623.26
2005-06-09,617.848
2005-06-10,621.377
2005-06-13,618.794
2005-06-14,619.934
2005-06-15,616.186
2005-06-16,623.08
2005-06-17,632.477
2005-06-20,624.377
2005-06-21,628.954
2005-06-22,635.126
2005-06-23,628.403
2005-06-24,621.673
2005-06-27,619.196
2005-06-28,619.94
2005-06-29,621.117
2005-06-30,622.23
2005-07-01,624.363
2005-07-04,623.475
2005-07-05,621.07
2005-07-06,622.229
2005-07-07,614.69
2005-07-08,619.724
2005-07-11,631.536
2005-07-12,636.71
2005-07-13,636.062
2005-07-14,640.437
2005-07-15,633.061
2005-07-18,632.441
2005-07-19,635.559
2005-07-20,639.87
2005-07-21,648.714
2005-07-22,649.738
2005-07-25,648.485
2005-07-26,646.111
2005-07-27,651.641
2005-07-28,652.515
2005-07-29,654.653
2005-08-01,662.199
2005-08-02,664.09
2005-08-03,663.369
2005-08-04,661.679
2005-08-05,653.363
2005-08-08,657.667
2005-08-09,661.376
2005-08-10,670.765
2005-08-11,674.926
2005-08-12,672.871
2005-08-15,669.866
2005-08-16,666.27
2005-08-17,665.614
2005-08-18,655.651
2005-08-19,657.013
2005-08-22,663.384
2005-08-23,659.512
2005-08-24,656.13
2005-08-25,654.28
2005-08-26,656.248
2005-08-29,656.322
2005-08-30,647.673
2005-08-31,654.003
2005-09-01,663.705
2005-09-02,670.851
2005-09-05,671.917
2005-09-06,673.865
2005-09-07,680.505
2005-09-08,681.235
2005-09-09,686.295
2005-09-12,681.787
2005-09-13,680.346
2005-09-14,682.835
2005-09-15,676.225
2005-09-16,677.922
2005-09-19,672.386
2005-09-20,675.307
2005-09-21,669.033
2005-09-22,657.643
2005-09-23,656.559
2005-09-26,656.855
2005-09-27,651.488
2005-09-28,655.524
2005-09-29,653.697
2005-09-30,663.557
2005-10-03,662.695
2005-10-04,666.308
2005-10-05,662.043
2005-10-06,665.49
2005-10-07,660.32
2005-10-10,657.418
2005-10-11,651.773
2005-10-12,650.58
2005-10-13,640.561
2005-10-14,649.235
2005-10-17,645.594
2005-10-18,637.588
2005-10-19,629.705
2005-10-20,635.218
2005-10-21,638.182
2005-10-24,641.103
2005-10-25,649.2
2005-10-26,649.485
2005-10-27,643.555
2005-10-28,638.744
2005-10-31,641.471
2005-11-01,645.999
2005-11-02,653.935
2005-11-03,662.942
2005-11-04,650.024
2005-11-07,653.497
2005-11-08,653.141
2005-11-09,652.828
