Date,SINGAPORE SMALL VALUE Small Cap
2019-06-28,1762.913
2019-07-31,1750.548
2019-08-30,1693.319
2019-09-30,1726.708
2019-10-31,1790.904
2019-11-29,1810.876
2019-12-31,1858.025
2020-01-31,1807.249
2020-02-28,1704.94
2020-03-31,1219.867
2020-04-30,1398.616
2020-05-29,1420.859
2020-06-30,1439.233
2020-07-31,1439.019
2020-08-31,1473.33
2020-09-30,1467.366
2020-10-30,1400.782
2020-11-30,1610.247
2020-12-31,1667.347
2021-01-29,1682.766
2021-02-26,1717.156
2021-03-31,1809.679
2021-04-30,1951.821
2021-05-31,1921.078
2021-06-30,1873.396
2021-07-30,1872.206
2021-08-31,1898.946
2021-09-30,1833.583
2021-10-29,1898.419
2021-11-30,1832.485
2021-12-31,1894.12
2022-01-31,1850.23
2022-02-28,1908.231
2022-03-31,2025.985
2022-04-29,2006.285
2022-05-31,1980.419
2022-06-30,1897.826
2022-07-29,1948.732
2022-08-31,1925.365
2022-09-30,1740.669
2022-10-31,1678.01
2022-11-30,1843.522
2022-12-30,1859.923
2023-01-31,1987.042
2023-02-28,1895.514
2023-03-31,1854.803
2023-04-28,1861.167
2023-05-31,1780.692
2023-06-30,1807.032
2023-07-31,1857.022
2023-08-31,1762.603
2023-09-29,1690.493
2023-10-31,1599.624
2023-11-30,1731.647
2023-12-29,1863.092
2024-01-31,1788.986
2024-02-29,1742.368
2024-03-29,1755.338
2024-04-30,1729.567
2024-05-31,1737.623
2024-06-28,1703.206
2024-07-31,1798.07
2024-08-30,1912.27
2024-09-30,2059.774
2024-10-31,1893.092
2024-11-29,1826.946
2024-12-31,1788.534
2025-01-31,1780.223
2025-02-28,1763.292
2025-03-31,1861.597
2025-04-30,1832.729
2025-05-30,1854.77
2025-06-30,1959.933
2025-07-31,2059.501
