Date,SINGAPORE SMALL VALUE Small Cap
1994-05-31,220.177
1994-06-30,215.492
1994-07-29,220.652
1994-08-31,233.44
1994-09-30,236.33
1994-10-31,245.514
1994-11-30,228.005
1994-12-30,225.361
1995-01-31,207.401
1995-02-28,214.215
1995-03-31,213.369
1995-04-28,209.185
1995-05-31,216.404
1995-06-30,215.959
1995-07-31,233.562
1995-08-31,237.249
1995-09-29,233.216
1995-10-31,222.276
1995-11-30,222.307
1995-12-29,231.869
1996-01-31,246.633
1996-02-29,247.432
1996-03-29,242.972
1996-04-30,242.351
1996-05-31,238.044
1996-06-28,236.564
1996-07-31,218.938
1996-08-30,225.959
1996-09-30,224.975
1996-10-31,221.108
1996-11-29,234.061
1996-12-31,236.371
1997-01-31,243.322
1997-02-28,254.26
1997-03-31,237.169
1997-04-30,232.389
1997-05-30,237.113
1997-06-30,232.982
1997-07-31,228.554
1997-08-29,200.304
1997-09-30,199.384
1997-10-31,155.972
1997-11-28,151.051
1997-12-31,128.342
1998-01-30,101.692
1998-02-27,136.964
1998-03-31,139.332
1998-04-30,125.156
1998-05-29,103.106
1998-06-30,89.749
1998-07-31,79.217
1998-08-31,58.583
1998-09-30,71.876
1998-10-30,115.843
1998-11-30,128.73
1998-12-31,119.276
1999-01-29,122.385
1999-02-26,118.624
1999-03-31,129.416
1999-04-30,175.394
1999-05-31,200.904
1999-06-30,251.681
1999-07-30,217.738
1999-08-31,209.264
1999-09-30,184.481
1999-10-29,191.518
1999-11-30,198.24
1999-12-31,205.204
2000-01-31,181.562
2000-02-29,173.351
2000-03-31,172.491
2000-04-28,170.532
2000-05-31,144.478
2000-06-30,166.759
2000-07-31,166.912
2000-08-31,175.775
2000-09-29,164.249
2000-10-31,163.813
2000-11-30,167.967
2000-12-29,170.094
2001-01-31,171.415
2001-02-28,177.387
2001-03-30,160.57
2001-04-30,164.859
2001-05-31,168.97
2001-06-29,181.144
2001-07-31,173.526
2001-08-31,173.623
2001-09-28,163.214
2001-10-31,165.303
2001-11-30,172.266
2001-12-31,178.616
2002-01-31,197.414
2002-02-28,193.118
2002-03-29,196.602
2002-04-30,198.024
2002-05-31,202.835
2002-06-28,201.516
2002-07-31,196.188
2002-08-30,190.956
2002-09-30,168.333
2002-10-31,181.323
2002-11-29,182.194
2002-12-31,180.136
2003-01-31,186.08
2003-02-28,190.929
2003-03-31,185.634
2003-04-30,186.545
2003-05-30,216.187
2003-06-30,227.0
2003-07-31,248.772
2003-08-29,253.4
2003-09-30,273.321
2003-10-31,284.489
2003-11-28,282.558
2003-12-31,299.756
2004-01-30,312.73
2004-02-27,322.217
2004-03-31,326.519
2004-04-30,315.032
2004-05-31,322.671
2004-06-30,327.097
2004-07-30,333.164
2004-08-31,342.638
2004-09-30,362.531
2004-10-29,365.823
2004-11-30,387.095
2004-12-31,398.329
2005-01-31,419.15
2005-02-28,433.002
2005-03-31,427.019
2005-04-29,432.087
2005-05-31,434.61
2005-06-30,438.889
2005-07-29,478.965
2005-08-31,470.533
2005-09-30,480.314
2005-10-31,466.64
2005-11-30,480.69
2005-12-30,493.398
2006-01-31,536.482
2006-02-28,554.476
2006-03-31,591.533
2006-04-28,608.639
2006-05-31,568.068
2006-06-30,563.87
2006-07-31,574.237
2006-08-31,603.293
2006-09-29,641.893
2006-10-31,683.674
2006-11-30,738.609
2006-12-29,787.446
2007-01-31,834.102
2007-02-28,849.205
2007-03-30,916.14
2007-04-30,985.683
2007-05-31,1000.0
2007-06-29,1047.001
2007-07-31,1027.479
2007-08-31,946.472
2007-09-28,1020.628
2007-10-31,1070.623
2007-11-30,967.324
2007-12-31,997.629
2008-01-31,898.582
2008-02-29,970.172
2008-03-31,956.933
2008-04-30,990.587
2008-05-30,994.175
2008-06-30,909.31
2008-07-31,880.559
2008-08-29,778.121
2008-09-30,648.999
2008-10-31,427.332
2008-11-28,400.581
2008-12-31,454.719
2009-01-30,430.702
2009-02-27,398.281
2009-03-31,414.789
2009-04-30,495.698
2009-05-29,699.08
2009-06-30,680.533
2009-07-31,801.965
2009-08-31,805.636
2009-09-30,864.698
2009-10-30,880.832
2009-11-30,888.152
2009-12-31,939.772
2010-01-29,921.348
2010-02-26,925.403
2010-03-31,966.368
2010-04-30,1043.155
2010-05-31,933.581
2010-06-30,963.427
2010-07-30,1056.901
2010-08-31,1048.141
2010-09-30,1150.47
2010-10-29,1178.76
2010-11-30,1139.972
2010-12-31,1209.758
2011-01-31,1210.077
2011-02-28,1162.883
2011-03-31,1187.367
2011-04-29,1243.438
2011-05-31,1235.863
2011-06-30,1227.472
2011-07-29,1260.409
2011-08-31,1141.985
2011-09-30,957.849
2011-10-31,1050.372
2011-11-30,966.971
2011-12-30,938.637
2012-01-31,1060.64
2012-02-29,1136.725
2012-03-30,1147.06
2012-04-30,1190.533
2012-05-31,1108.429
2012-06-29,1159.767
2012-07-31,1249.766
2012-08-31,1283.572
2012-09-28,1369.059
2012-10-31,1394.361
2012-11-30,1407.432
2012-12-31,1462.772
2013-01-31,1525.634
2013-02-28,1564.825
2013-03-29,1577.879
2013-04-30,1663.275
2013-05-31,1524.548
2013-06-28,1437.367
2013-07-31,1430.521
2013-08-30,1358.647
2013-09-30,1451.634
2013-10-31,1489.38
2013-11-29,1425.873
2013-12-31,1409.864
2014-01-31,1368.139
2014-02-28,1415.955
2014-03-31,1447.044
2014-04-30,1510.155
2014-05-30,1565.42
2014-06-30,1575.403
2014-07-31,1612.053
2014-08-29,1624.128
2014-09-30,1538.193
2014-10-31,1549.232
2014-11-28,1545.691
2014-12-31,1498.81
2015-01-30,1528.892
2015-02-27,1534.107
2015-03-31,1522.706
2015-04-30,1632.971
2015-05-29,1601.59
2015-06-30,1558.383
2015-07-31,1483.68
2015-08-31,1355.478
2015-09-30,1324.726
2015-10-30,1403.105
2015-11-30,1351.493
2015-12-31,1337.091
2016-01-29,1265.096
2016-02-29,1319.807
2016-03-31,1447.633
2016-04-29,1493.533
2016-05-31,1449.841
2016-06-30,1483.203
2016-07-29,1545.774
2016-08-31,1529.102
2016-09-30,1546.814
2016-10-31,1508.426
2016-11-30,1439.104
2016-12-30,1418.86
2017-01-31,1507.111
2017-02-28,1606.988
2017-03-31,1626.384
2017-04-28,1617.697
2017-05-31,1600.35
2017-06-30,1657.254
2017-07-31,1691.542
2017-08-31,1696.909
2017-09-29,1714.197
2017-10-31,1736.025
2017-11-30,1747.931
2017-12-29,1797.423
2018-01-31,1897.485
2018-02-28,1774.045
2018-03-30,1776.042
2018-04-30,1769.818
2018-05-31,1722.196
2018-06-29,1652.475
2018-07-31,1684.995
2018-08-31,1654.232
2018-09-28,1647.998
2018-10-31,1554.84
2018-11-30,1599.405
2018-12-31,1577.081
2019-01-31,1714.574
2019-02-28,1715.845
2019-03-29,1744.531
2019-04-30,1755.27
2019-05-31,1723.243
2019-06-28,1843.931
2019-07-31,1831.943
2019-08-30,1773.017
2019-09-30,1808.239
2019-10-31,1876.475
2019-11-29,1898.142
2019-12-31,1947.562
2020-01-31,1895.136
2020-02-28,1789.658
2020-03-31,1280.514
2020-04-30,1468.475
2020-05-29,1492.184
2020-06-30,1511.56
2020-07-31,1511.864
2020-08-31,1549.039
2020-09-30,1542.769
2020-10-30,1472.843
2020-11-30,1693.705
2020-12-31,1753.814
2021-01-29,1770.231
2021-02-26,1808.017
2021-03-31,1905.75
2021-04-30,2056.089
2021-05-31,2023.831
2021-06-30,1973.646
2021-07-30,1972.764
2021-08-31,2002.713
2021-09-30,1933.869
2021-10-29,2002.677
2021-11-30,1933.692
2021-12-31,1998.997
2022-01-31,1952.677
2022-02-28,2015.769
2022-03-31,2140.395
2022-04-29,2119.976
2022-05-31,2092.985
2022-06-30,2005.748
2022-07-29,2059.548
2022-08-31,2037.343
2022-09-30,1841.948
2022-10-31,1775.643
2022-11-30,1951.881
2022-12-30,1969.302
2023-01-31,2104.158
2023-02-28,2010.005
2023-03-31,1967.111
2023-04-28,1973.86
2023-05-31,1889.473
2023-06-30,1917.657
2023-07-31,1970.707
2023-08-31,1873.302
2023-09-29,1796.705
2023-10-31,1700.323
2023-11-30,1841.641
2023-12-29,1981.487
2024-01-31,1902.89
2024-02-29,1855.853
2024-03-29,1869.906
2024-04-30,1842.454
2024-05-31,1851.853
2024-06-28,1815.174
2024-07-31,1916.614
2024-08-30,2040.796
2024-09-30,2198.308
2024-10-31,2020.747
2024-11-29,1951.209
2024-12-31,1910.184
2025-01-31,1901.841
2025-02-28,1885.624
2025-03-31,1991.012
2025-04-30,1960.498
2025-05-30,1985.007
2025-06-30,2097.555
2025-07-31,2204.551
2025-08-29,2352.764
2025-09-30,2422.885
