Date,PORTUGAL SMALL GROWTH Small Cap
2002-10-29,185.568
2002-10-30,189.095
2002-10-31,194.503
2002-11-01,195.711
2002-11-04,200.509
2002-11-05,199.678
2002-11-06,201.913
2002-11-07,199.361
2002-11-08,199.665
2002-11-11,202.025
2002-11-12,204.041
2002-11-13,203.604
2002-11-14,209.662
2002-11-15,209.819
2002-11-18,210.334
2002-11-19,209.446
2002-11-20,206.831
2002-11-21,211.096
2002-11-22,211.369
2002-11-25,210.857
2002-11-26,206.742
2002-11-27,207.451
2002-11-28,211.605
2002-11-29,213.853
2002-12-02,216.261
2002-12-03,216.672
2002-12-04,217.678
2002-12-05,217.48
2002-12-06,221.496
2002-12-09,217.653
2002-12-10,217.001
2002-12-11,219.287
2002-12-12,220.595
2002-12-13,219.31
2002-12-16,219.272
2002-12-17,221.523
2002-12-18,218.842
2002-12-19,217.046
2002-12-20,217.347
2002-12-23,215.059
2002-12-24,215.95
2002-12-25,215.95
2002-12-26,216.494
2002-12-27,216.901
2002-12-30,217.821
2002-12-31,213.521
2003-01-01,213.521
2003-01-02,215.686
2003-01-03,217.645
2003-01-06,220.976
2003-01-07,220.863
2003-01-08,221.064
2003-01-09,223.623
2003-01-10,226.1
2003-01-13,231.21
2003-01-14,235.91
2003-01-15,238.094
2003-01-16,235.492
2003-01-17,235.204
2003-01-20,235.533
2003-01-21,234.896
2003-01-22,234.257
2003-01-23,235.928
2003-01-24,237.44
2003-01-27,234.864
2003-01-28,233.75
2003-01-29,231.583
2003-01-30,229.343
2003-01-31,230.318
2003-02-03,230.355
2003-02-04,231.939
2003-02-05,232.62
2003-02-06,233.756
2003-02-07,232.613
2003-02-10,231.023
2003-02-11,229.948
2003-02-12,228.649
2003-02-13,228.971
2003-02-14,228.235
2003-02-17,228.482
2003-02-18,227.877
2003-02-19,227.857
2003-02-20,229.274
2003-02-21,228.909
2003-02-24,228.35
2003-02-25,224.65
2003-02-26,225.656
2003-02-27,224.651
2003-02-28,226.233
2003-03-03,227.525
2003-03-04,229.04
2003-03-05,229.165
2003-03-06,229.552
2003-03-07,230.146
2003-03-10,229.309
2003-03-11,229.057
2003-03-12,225.84
2003-03-13,225.881
2003-03-14,225.132
2003-03-17,222.936
2003-03-18,224.597
2003-03-19,222.06
2003-03-20,221.883
2003-03-21,221.142
2003-03-24,224.14
2003-03-25,223.011
2003-03-26,224.389
2003-03-27,225.537
2003-03-28,227.327
2003-03-31,229.677
2003-04-01,228.764
2003-04-02,229.148
2003-04-03,231.211
2003-04-04,231.69
2003-04-07,232.61
2003-04-08,229.854
2003-04-09,230.569
2003-04-10,234.062
2003-04-11,233.852
2003-04-14,233.252
2003-04-15,237.139
2003-04-16,238.579
2003-04-17,238.416
2003-04-18,238.416
2003-04-21,237.388
2003-04-22,239.455
2003-04-23,239.329
2003-04-24,240.738
2003-04-25,240.239
2003-04-28,241.296
2003-04-29,242.359
2003-04-30,248.415
2003-05-01,250.697
2003-05-02,251.489
2003-05-05,256.815
2003-05-06,253.815
2003-05-07,255.694
2003-05-08,258.671
2003-05-09,256.279
2003-05-12,256.84
2003-05-13,256.914
2003-05-14,259.664
2003-05-15,258.717
2003-05-16,258.659
2003-05-19,261.151
2003-05-20,262.359
2003-05-21,262.593
2003-05-22,262.104
2003-05-23,267.754
2003-05-26,268.175
2003-05-27,268.818
2003-05-28,270.216
2003-05-29,269.708
2003-05-30,268.54
2003-06-02,269.186
2003-06-03,267.141
2003-06-04,277.302
2003-06-05,278.194
2003-06-06,281.399
2003-06-09,282.942
2003-06-10,280.481
2003-06-11,281.175
2003-06-12,279.319
2003-06-13,279.839
2003-06-16,278.992
2003-06-17,279.584
2003-06-18,276.846
2003-06-19,274.968
2003-06-20,275.929
2003-06-23,272.208
2003-06-24,271.609
2003-06-25,281.638
2003-06-26,274.515
2003-06-27,277.526
2003-06-30,278.66
2003-07-01,278.838
2003-07-02,276.18
2003-07-03,274.708
2003-07-04,273.123
2003-07-07,273.189
2003-07-08,272.544
2003-07-09,270.564
2003-07-10,269.837
2003-07-11,270.356
2003-07-14,270.802
2003-07-15,267.415
2003-07-16,263.875
2003-07-17,265.387
2003-07-18,264.999
2003-07-21,264.551
2003-07-22,262.796
2003-07-23,264.705
2003-07-24,266.048
2003-07-25,269.47
2003-07-28,266.686
2003-07-29,266.899
2003-07-30,262.645
2003-07-31,258.016
2003-08-01,254.958
2003-08-04,256.49
2003-08-05,254.761
2003-08-06,253.799
2003-08-07,253.084
2003-08-08,251.653
2003-08-11,249.602
2003-08-12,251.669
2003-08-13,254.071
2003-08-14,255.304
2003-08-15,257.305
2003-08-18,256.132
2003-08-19,258.122
2003-08-20,255.698
2003-08-21,253.062
2003-08-22,252.26
2003-08-25,251.418
2003-08-26,250.866
2003-08-27,253.684
2003-08-28,254.248
2003-08-29,257.693
2003-09-01,259.975
2003-09-02,255.085
2003-09-03,256.248
2003-09-04,254.856
2003-09-05,257.529
2003-09-08,258.462
2003-09-09,260.072
2003-09-10,261.133
2003-09-11,259.236
2003-09-12,261.204
2003-09-15,262.628
2003-09-16,258.11
2003-09-17,259.989
2003-09-18,259.715
2003-09-19,260.316
2003-09-22,261.72
2003-09-23,262.473
2003-09-24,262.515
2003-09-25,263.434
2003-09-26,263.839
2003-09-29,264.32
2003-09-30,265.406
2003-10-01,275.732
2003-10-02,278.543
2003-10-03,279.809
2003-10-06,282.913
2003-10-07,286.2
2003-10-08,288.449
2003-10-09,288.877
2003-10-10,291.781
2003-10-13,291.767
2003-10-14,296.293
2003-10-15,296.056
2003-10-16,291.209
2003-10-17,292.136
2003-10-20,292.959
2003-10-21,290.94
2003-10-22,287.475
2003-10-23,290.497
2003-10-24,290.55
2003-10-27,289.211
2003-10-28,290.484
2003-10-29,292.658
2003-10-30,296.406
2003-10-31,293.648
2003-11-03,292.969
2003-11-04,292.64
2003-11-05,290.392
2003-11-06,290.228
2003-11-07,295.725
2003-11-10,296.1
2003-11-11,298.569
2003-11-12,305.244
2003-11-13,307.187
2003-11-14,313.831
2003-11-17,309.578
2003-11-18,321.247
2003-11-19,324.756
2003-11-20,325.376
2003-11-21,330.689
2003-11-24,320.727
2003-11-25,324.931
2003-11-26,329.433
2003-11-27,331.099
2003-11-28,330.227
2003-12-01,331.265
2003-12-02,337.405
2003-12-03,337.152
2003-12-04,334.483
2003-12-05,337.499
2003-12-08,340.033
2003-12-09,341.211
2003-12-10,341.116
2003-12-11,338.642
2003-12-12,342.396
2003-12-15,344.214
2003-12-16,346.124
2003-12-17,349.716
2003-12-18,352.248
2003-12-19,355.142
2003-12-22,353.727
2003-12-23,352.327
2003-12-24,356.484
2003-12-25,356.484
2003-12-26,356.34
2003-12-29,357.741
2003-12-30,362.455
2003-12-31,362.183
2004-01-01,362.183
2004-01-02,367.397
2004-01-05,373.756
2004-01-06,375.305
2004-01-07,370.79
2004-01-08,375.856
2004-01-09,380.71
2004-01-12,385.614
2004-01-13,391.86
2004-01-14,392.476
2004-01-15,398.472
2004-01-16,392.461
2004-01-19,393.386
2004-01-20,390.919
2004-01-21,394.562
2004-01-22,398.328
2004-01-23,398.695
2004-01-26,398.699
2004-01-27,403.227
2004-01-28,405.042
2004-01-29,392.489
2004-01-30,393.231
2004-02-02,397.203
2004-02-03,397.682
2004-02-04,396.755
2004-02-05,395.443
2004-02-06,405.575
2004-02-09,404.928
2004-02-10,407.989
2004-02-11,412.662
2004-02-12,416.885
2004-02-13,415.805
2004-02-16,417.233
2004-02-17,422.168
2004-02-18,425.594
2004-02-19,419.63
2004-02-20,419.236
2004-02-23,425.328
2004-02-24,433.204
2004-02-25,434.136
2004-02-26,427.982
2004-02-27,430.877
2004-03-01,435.527
2004-03-02,434.048
2004-03-03,430.669
2004-03-04,435.567
2004-03-05,441.906
2004-03-08,443.979
2004-03-09,443.282
2004-03-10,430.007
2004-03-11,416.69
2004-03-12,412.155
2004-03-15,409.834
2004-03-16,415.449
2004-03-17,420.507
2004-03-18,421.643
2004-03-19,422.042
2004-03-22,413.539
2004-03-23,410.473
2004-03-24,404.228
2004-03-25,408.014
2004-03-26,404.542
2004-03-29,408.801
2004-03-30,406.399
2004-03-31,411.195
2004-04-01,416.36
2004-04-02,410.997
2004-04-05,407.583
2004-04-06,411.515
2004-04-07,416.842
2004-04-08,414.784
2004-04-09,414.784
2004-04-12,413.618
2004-04-13,409.73
2004-04-14,405.151
2004-04-15,403.995
2004-04-16,406.668
2004-04-19,408.071
2004-04-20,406.234
2004-04-21,400.979
2004-04-22,404.416
2004-04-23,401.142
2004-04-26,399.996
2004-04-27,405.274
2004-04-28,403.272
2004-04-29,408.864
2004-04-30,408.536
2004-05-03,408.639
2004-05-04,415.866
2004-05-05,421.495
2004-05-06,414.787
2004-05-07,406.09
2004-05-10,392.58
2004-05-11,393.023
2004-05-12,393.108
2004-05-13,394.047
2004-05-14,387.585
2004-05-17,379.497
2004-05-18,386.069
2004-05-19,397.39
2004-05-20,393.464
2004-05-21,392.904
2004-05-24,393.324
2004-05-25,392.791
2004-05-26,390.679
2004-05-27,399.487
2004-05-28,394.855
2004-05-31,395.625
2004-06-01,395.772
2004-06-02,397.658
2004-06-03,397.603
2004-06-04,398.961
2004-06-07,403.027
2004-06-08,403.243
2004-06-09,394.188
2004-06-10,394.318
2004-06-11,391.726
2004-06-14,394.546
2004-06-15,395.672
2004-06-16,394.997
2004-06-17,395.666
2004-06-18,399.673
2004-06-21,400.023
2004-06-22,402.358
2004-06-23,401.992
2004-06-24,403.185
2004-06-25,400.048
2004-06-28,406.717
2004-06-29,403.569
2004-06-30,403.251
2004-07-01,401.111
2004-07-02,406.16
2004-07-05,403.148
2004-07-06,404.061
2004-07-07,401.859
2004-07-08,403.133
2004-07-09,404.293
2004-07-12,407.133
2004-07-13,406.201
2004-07-14,411.592
2004-07-15,410.4
2004-07-16,413.013
2004-07-19,408.508
2004-07-20,407.461
2004-07-21,406.699
2004-07-22,403.466
2004-07-23,399.124
2004-07-26,398.941
2004-07-27,398.974
2004-07-28,399.659
2004-07-29,403.759
2004-07-30,400.442
2004-08-02,398.204
2004-08-03,395.912
2004-08-04,391.658
2004-08-05,390.485
2004-08-06,391.36
2004-08-09,386.734
2004-08-10,388.871
2004-08-11,385.635
2004-08-12,389.202
2004-08-13,390.987
2004-08-16,393.036
2004-08-17,393.506
2004-08-18,393.012
2004-08-19,394.082
2004-08-20,395.259
2004-08-23,393.291
2004-08-24,392.817
2004-08-25,392.966
2004-08-26,394.707
2004-08-27,392.226
2004-08-30,392.383
2004-08-31,396.935
2004-09-01,399.625
2004-09-02,399.75
2004-09-03,397.74
2004-09-06,397.484
2004-09-07,397.05
2004-09-08,399.879
2004-09-09,400.871
2004-09-10,407.883
2004-09-13,411.443
2004-09-14,409.507
2004-09-15,402.485
2004-09-16,402.933
2004-09-17,403.466
2004-09-20,403.628
2004-09-21,408.804
2004-09-22,406.049
2004-09-23,405.466
2004-09-24,405.188
2004-09-27,409.492
2004-09-28,411.217
2004-09-29,414.766
2004-09-30,416.177
2004-10-01,418.076
2004-10-04,415.983
2004-10-05,417.849
2004-10-06,419.627
2004-10-07,417.627
2004-10-08,421.638
2004-10-11,420.408
2004-10-12,415.656
2004-10-13,416.304
2004-10-14,420.342
2004-10-15,423.979
2004-10-18,422.978
2004-10-19,424.112
2004-10-20,426.872
2004-10-21,427.731
2004-10-22,428.188
2004-10-25,431.993
2004-10-26,429.701
2004-10-27,434.71
2004-10-28,436.189
2004-10-29,436.022
2004-11-01,440.583
2004-11-02,440.193
2004-11-03,441.892
2004-11-04,443.456
2004-11-05,444.449
2004-11-08,447.5
2004-11-09,446.909
2004-11-10,449.791
2004-11-11,451.846
2004-11-12,454.352
2004-11-15,456.517
2004-11-16,452.874
2004-11-17,459.37
2004-11-18,455.465
2004-11-19,456.738
2004-11-22,457.09
2004-11-23,457.832
2004-11-24,459.024
2004-11-25,462.768
2004-11-26,463.467
2004-11-29,462.462
2004-11-30,459.944
2004-12-01,460.07
2004-12-02,459.091
2004-12-03,462.102
2004-12-06,462.091
2004-12-07,462.661
2004-12-08,457.445
2004-12-09,457.199
2004-12-10,458.942
2004-12-13,464.799
2004-12-14,464.455
2004-12-15,469.142
2004-12-16,467.82
2004-12-17,463.732
2004-12-20,472.435
2004-12-21,471.265
2004-12-22,471.219
2004-12-23,477.524
2004-12-24,476.98
2004-12-27,481.71
2004-12-28,480.416
2004-12-29,482.911
2004-12-30,483.886
2004-12-31,481.013
2005-01-03,478.927
2005-01-04,477.07
2005-01-05,477.596
2005-01-06,473.742
2005-01-07,470.675
2005-01-10,470.84
2005-01-11,472.161
2005-01-12,478.503
2005-01-13,477.675
2005-01-14,473.003
2005-01-17,473.828
2005-01-18,473.835
2005-01-19,478.982
2005-01-20,475.924
2005-01-21,479.891
2005-01-24,481.629
2005-01-25,478.841
2005-01-26,486.02
2005-01-27,486.008
2005-01-28,487.146
2005-01-31,490.68
2005-02-01,492.957
2005-02-02,492.494
2005-02-03,492.587
2005-02-04,492.012
2005-02-07,486.38
2005-02-08,484.242
2005-02-09,485.396
2005-02-10,487.047
2005-02-11,485.517
2005-02-14,491.268
2005-02-15,492.292
2005-02-16,492.465
2005-02-17,494.123
2005-02-18,492.611
2005-02-21,491.082
2005-02-22,493.565
2005-02-23,488.35
2005-02-24,489.934
2005-02-25,495.518
2005-02-28,502.074
2005-03-01,499.76
2005-03-02,493.597
2005-03-03,496.327
2005-03-04,501.123
2005-03-07,499.417
2005-03-08,505.516
2005-03-09,503.424
2005-03-10,502.637
2005-03-11,505.697
2005-03-14,502.027
2005-03-15,499.164
2005-03-16,502.615
2005-03-17,497.277
2005-03-18,494.868
2005-03-21,493.534
2005-03-22,496.131
2005-03-23,488.589
2005-03-24,487.967
2005-03-25,487.967
2005-03-28,484.542
2005-03-29,485.438
2005-03-30,486.398
2005-03-31,487.627
2005-04-01,489.059
2005-04-04,481.498
2005-04-05,484.146
2005-04-06,484.221
2005-04-07,487.688
2005-04-08,486.325
2005-04-11,490.451
2005-04-12,489.076
2005-04-13,496.511
2005-04-14,491.097
2005-04-15,490.095
2005-04-18,487.559
2005-04-19,490.792
2005-04-20,496.23
2005-04-21,500.078
2005-04-22,498.17
2005-04-25,493.149
2005-04-26,492.781
2005-04-27,487.367
2005-04-28,488.271
2005-04-29,486.367
2005-05-02,482.598
2005-05-03,487.699
2005-05-04,491.421
2005-05-05,489.75
2005-05-06,488.349
2005-05-09,483.51
2005-05-10,485.531
2005-05-11,485.156
2005-05-12,485.28
2005-05-13,480.349
2005-05-16,480.984
2005-05-17,481.512
2005-05-18,481.893
2005-05-19,483.63
2005-05-20,484.337
2005-05-23,487.078
2005-05-24,487.31
2005-05-25,488.005
2005-05-26,484.868
2005-05-27,480.967
2005-05-30,477.547
2005-05-31,468.057
2005-06-01,468.403
2005-06-02,463.584
2005-06-03,463.522
2005-06-06,459.494
2005-06-07,454.24
2005-06-08,455.491
2005-06-09,451.148
2005-06-10,456.961
2005-06-13,454.348
2005-06-14,452.485
2005-06-15,456.831
2005-06-16,456.608
2005-06-17,463.417
2005-06-20,456.816
2005-06-21,456.886
2005-06-22,459.715
2005-06-23,459.959
2005-06-24,461.2
2005-06-27,460.875
2005-06-28,457.283
2005-06-29,458.416
2005-06-30,462.515
2005-07-01,460.139
2005-07-04,457.175
2005-07-05,455.809
2005-07-06,455.555
2005-07-07,451.909
2005-07-08,449.053
2005-07-11,457.481
2005-07-12,459.184
2005-07-13,453.777
2005-07-14,453.323
2005-07-15,453.807
2005-07-18,454.634
2005-07-19,453.527
2005-07-20,452.47
2005-07-21,455.042
2005-07-22,456.941
2005-07-25,458.005
2005-07-26,454.446
2005-07-27,456.381
2005-07-28,461.232
2005-07-29,462.548
2005-08-01,466.087
2005-08-02,470.227
2005-08-03,475.162
2005-08-04,473.793
2005-08-05,474.112
2005-08-08,475.593
2005-08-09,473.809
2005-08-10,477.158
2005-08-11,479.393
2005-08-12,477.682
2005-08-15,476.405
2005-08-16,474.758
2005-08-17,474.208
2005-08-18,466.99
2005-08-19,466.749
2005-08-22,469.11
2005-08-23,470.475
2005-08-24,469.813
2005-08-25,468.868
2005-08-26,469.505
2005-08-29,467.827
2005-08-30,464.447
2005-08-31,477.97
2005-09-01,487.361
2005-09-02,491.323
2005-09-05,494.559
2005-09-06,490.83
2005-09-07,491.767
2005-09-08,488.424
2005-09-09,493.757
2005-09-12,485.566
2005-09-13,480.809
2005-09-14,482.109
2005-09-15,478.538
2005-09-16,480.286
2005-09-19,477.026
2005-09-20,480.649
2005-09-21,485.333
2005-09-22,481.48
2005-09-23,479.079
2005-09-26,481.209
2005-09-27,484.943
2005-09-28,489.876
2005-09-29,493.512
2005-09-30,494.86
2005-10-03,489.09
2005-10-04,490.843
2005-10-05,495.687
2005-10-06,499.484
2005-10-07,497.845
2005-10-10,494.249
2005-10-11,492.922
2005-10-12,492.711
2005-10-13,486.689
2005-10-14,493.124
2005-10-17,491.167
2005-10-18,487.685
2005-10-19,480.495
2005-10-20,479.02
2005-10-21,476.619
2005-10-24,480.054
2005-10-25,483.882
2005-10-26,485.636
2005-10-27,485.857
2005-10-28,481.054
2005-10-31,479.271
2005-11-01,480.421
2005-11-02,482.077
2005-11-03,482.505
2005-11-04,478.882
2005-11-07,481.306
2005-11-08,482.916
2005-11-09,485.456
