Date,PORTUGAL SMALL GROWTH Small Cap
2011-05-06,519.505
2011-05-09,507.736
2011-05-10,508.204
2011-05-11,515.554
2011-05-12,508.706
2011-05-13,509.558
2011-05-16,505.071
2011-05-17,501.207
2011-05-18,502.444
2011-05-19,505.524
2011-05-20,500.02
2011-05-23,487.16
2011-05-24,489.864
2011-05-25,489.888
2011-05-26,485.305
2011-05-27,487.52
2011-05-30,479.382
2011-05-31,477.373
2011-06-01,479.779
2011-06-02,480.883
2011-06-03,488.76
2011-06-06,486.548
2011-06-07,490.914
2011-06-08,481.487
2011-06-09,479.299
2011-06-10,464.878
2011-06-13,462.907
2011-06-14,469.513
2011-06-15,460.322
2011-06-16,451.715
2011-06-17,457.88
2011-06-20,447.994
2011-06-21,449.174
2011-06-22,445.306
2011-06-23,427.655
2011-06-24,426.586
2011-06-27,421.504
2011-06-28,422.079
2011-06-29,437.86
2011-06-30,452.556
2011-07-01,448.941
2011-07-04,450.494
2011-07-05,443.396
2011-07-06,425.239
2011-07-07,435.625
2011-07-08,416.813
2011-07-11,400.53
2011-07-12,394.676
2011-07-13,402.557
2011-07-14,399.524
2011-07-15,391.557
2011-07-18,373.242
2011-07-19,375.918
2011-07-20,385.379
2011-07-21,395.753
2011-07-22,402.8
2011-07-25,402.075
2011-07-26,405.885
2011-07-27,391.517
2011-07-28,383.051
2011-07-29,381.272
2011-08-01,353.977
2011-08-02,349.678
2011-08-03,349.396
2011-08-04,333.785
2011-08-05,330.99
2011-08-08,323.499
2011-08-09,322.465
2011-08-10,308.711
2011-08-11,317.383
2011-08-12,324.351
2011-08-15,331.855
2011-08-16,327.802
2011-08-17,330.909
2011-08-18,313.899
2011-08-19,312.694
2011-08-22,313.799
2011-08-23,316.304
2011-08-24,319.776
2011-08-25,316.296
2011-08-26,314.099
2011-08-29,324.94
2011-08-30,328.89
2011-08-31,331.927
2011-09-01,330.363
2011-09-02,324.497
2011-09-05,311.739
2011-09-06,306.532
2011-09-07,307.579
2011-09-08,307.446
2011-09-09,296.864
2011-09-12,276.942
2011-09-13,272.076
2011-09-14,281.711
2011-09-15,285.216
2011-09-16,291.485
2011-09-19,286.839
2011-09-20,286.905
2011-09-21,287.847
2011-09-22,274.78
2011-09-23,273.471
2011-09-26,276.329
2011-09-27,288.078
2011-09-28,290.076
2011-09-29,294.157
2011-09-30,287.288
2011-10-03,279.093
2011-10-04,270.497
2011-10-05,275.165
2011-10-06,286.402
2011-10-07,292.144
2011-10-10,304.431
2011-10-11,301.039
2011-10-12,309.623
2011-10-13,296.726
2011-10-14,304.419
2011-10-17,297.777
2011-10-18,292.687
2011-10-19,293.758
2011-10-20,280.723
2011-10-21,292.535
2011-10-24,298.398
2011-10-25,294.25
2011-10-26,287.39
2011-10-27,307.438
2011-10-28,304.349
2011-10-31,292.499
2011-11-01,269.5
2011-11-02,279.325
2011-11-03,277.877
2011-11-04,273.887
2011-11-07,273.856
2011-11-08,276.659
2011-11-09,266.643
2011-11-10,265.445
2011-11-11,273.836
2011-11-14,266.638
2011-11-15,258.433
2011-11-16,262.784
2011-11-17,262.477
2011-11-18,264.387
2011-11-21,255.329
2011-11-22,251.112
2011-11-23,252.002
2011-11-24,252.372
2011-11-25,255.42
2011-11-28,264.307
2011-11-29,264.084
2011-11-30,276.476
2011-12-01,275.685
2011-12-02,281.801
2011-12-05,291.417
2011-12-06,284.488
2011-12-07,285.517
2011-12-08,272.281
2011-12-09,279.578
2011-12-12,267.627
2011-12-13,258.685
2011-12-14,251.242
2011-12-15,258.923
2011-12-16,264.085
2011-12-19,261.988
2011-12-20,268.093
2011-12-21,264.126
2011-12-22,265.646
2011-12-23,267.424
2011-12-26,267.424
2011-12-27,273.092
2011-12-28,273.711
2011-12-29,275.37
2011-12-30,278.385
2012-01-02,286.826
2012-01-03,299.067
2012-01-04,284.045
2012-01-05,274.786
2012-01-06,277.76
2012-01-09,277.056
2012-01-10,276.302
2012-01-11,275.917
2012-01-12,281.81
2012-01-13,276.589
2012-01-16,275.215
2012-01-17,279.25
2012-01-18,284.251
2012-01-19,287.345
2012-01-20,284.638
2012-01-23,285.775
2012-01-24,281.478
2012-01-25,276.864
2012-01-26,285.138
2012-01-27,284.081
2012-01-30,267.76
2012-01-31,267.043
2012-02-01,272.746
2012-02-02,275.412
2012-02-03,282.575
2012-02-06,284.211
2012-02-07,288.588
2012-02-08,293.654
2012-02-09,293.013
2012-02-10,285.95
2012-02-13,291.988
2012-02-14,283.576
2012-02-15,279.383
2012-02-16,274.899
2012-02-17,283.223
2012-02-20,284.972
2012-02-21,282.113
2012-02-22,279.3
2012-02-23,274.14
2012-02-24,282.733
2012-02-27,277.883
2012-02-28,276.633
2012-02-29,274.9
2012-03-01,281.562
2012-03-02,282.216
2012-03-05,280.942
2012-03-06,269.512
2012-03-07,266.12
2012-03-08,271.157
2012-03-09,269.414
2012-03-12,263.332
2012-03-13,270.312
2012-03-14,269.526
2012-03-15,270.029
2012-03-16,276.362
2012-03-19,278.235
2012-03-20,278.807
2012-03-21,282.889
2012-03-22,280.263
2012-03-23,282.889
2012-03-26,286.01
2012-03-27,285.204
2012-03-28,281.5
2012-03-29,278.866
2012-03-30,296.724
2012-04-02,299.292
2012-04-03,299.61
2012-04-04,291.055
2012-04-05,289.895
2012-04-06,289.895
2012-04-09,290.061
2012-04-10,288.828
2012-04-11,287.4
2012-04-12,288.322
2012-04-13,285.332
2012-04-16,282.389
2012-04-17,289.136
2012-04-18,285.72
2012-04-19,286.901
2012-04-20,289.883
2012-04-23,283.071
2012-04-24,285.184
2012-04-25,284.425
2012-04-26,286.601
2012-04-27,287.811
2012-04-30,290.743
2012-05-01,290.512
2012-05-02,289.376
2012-05-03,291.23
2012-05-04,286.426
2012-05-07,286.568
2012-05-08,284.349
2012-05-09,283.953
2012-05-10,281.98
2012-05-11,281.503
2012-05-14,278.171
2012-05-15,269.78
2012-05-16,264.719
2012-05-17,255.743
2012-05-18,254.557
2012-05-21,255.787
2012-05-22,257.559
2012-05-23,252.172
2012-05-24,252.805
2012-05-25,256.197
2012-05-28,254.569
2012-05-29,251.198
2012-05-30,246.125
2012-05-31,250.051
2012-06-01,250.786
2012-06-04,254.515
2012-06-05,258.751
2012-06-06,265.388
2012-06-07,267.546
2012-06-08,264.987
2012-06-11,267.214
2012-06-12,264.775
2012-06-13,267.262
2012-06-14,267.22
2012-06-15,272.254
2012-06-18,269.715
2012-06-19,272.056
2012-06-20,274.973
2012-06-21,268.982
2012-06-22,267.478
2012-06-25,266.551
2012-06-26,266.359
2012-06-27,264.261
2012-06-28,261.819
2012-06-29,273.666
2012-07-02,277.862
2012-07-03,285.891
2012-07-04,286.554
2012-07-05,284.621
2012-07-06,279.364
2012-07-09,286.047
2012-07-10,285.782
2012-07-11,287.412
2012-07-12,284.618
2012-07-13,285.514
2012-07-16,284.158
2012-07-17,286.052
2012-07-18,288.017
2012-07-19,288.441
2012-07-20,283.73
2012-07-23,280.052
2012-07-24,274.325
2012-07-25,277.701
2012-07-26,286.82
2012-07-27,289.729
2012-07-30,287.753
2012-07-31,287.182
2012-08-01,287.258
2012-08-02,285.551
2012-08-03,288.771
2012-08-06,284.076
2012-08-07,287.055
2012-08-08,288.149
2012-08-09,285.252
2012-08-10,288.163
2012-08-13,288.786
2012-08-14,288.339
2012-08-15,287.921
2012-08-16,290.33
2012-08-17,290.557
2012-08-20,300.51
2012-08-21,305.697
2012-08-22,303.847
2012-08-23,297.314
2012-08-24,297.563
2012-08-27,296.776
2012-08-28,296.924
2012-08-29,296.52
2012-08-30,302.527
2012-08-31,312.661
2012-09-03,318.087
2012-09-04,319.63
2012-09-05,326.395
2012-09-06,338.957
2012-09-07,371.147
2012-09-10,364.38
2012-09-11,359.993
2012-09-12,361.982
2012-09-13,358.506
2012-09-14,384.992
2012-09-17,382.245
2012-09-18,366.133
2012-09-19,365.111
2012-09-20,362.161
2012-09-21,372.309
2012-09-24,356.077
2012-09-25,358.71
2012-09-26,338.097
2012-09-27,355.65
2012-09-28,361.056
2012-10-01,362.978
2012-10-02,372.897
2012-10-03,376.723
2012-10-04,380.282
2012-10-05,377.309
2012-10-08,369.863
2012-10-09,362.725
2012-10-10,361.016
2012-10-11,360.574
2012-10-12,356.694
2012-10-15,353.439
2012-10-16,359.847
2012-10-17,359.576
2012-10-18,360.673
2012-10-19,358.186
2012-10-22,356.304
2012-10-23,356.879
2012-10-24,357.284
2012-10-25,362.639
2012-10-26,362.656
2012-10-29,366.706
2012-10-30,363.96
2012-10-31,363.399
2012-11-01,366.814
2012-11-02,367.917
2012-11-05,365.35
2012-11-06,364.557
2012-11-07,363.233
2012-11-08,369.264
2012-11-09,368.48
2012-11-12,368.8
2012-11-13,366.439
2012-11-14,365.105
2012-11-15,366.399
2012-11-16,355.269
2012-11-19,362.297
2012-11-20,361.68
2012-11-21,360.03
2012-11-22,364.276
2012-11-23,373.04
2012-11-26,374.564
2012-11-27,378.919
2012-11-28,398.269
2012-11-29,400.666
2012-11-30,390.511
2012-12-03,397.333
2012-12-04,399.409
2012-12-05,402.889
2012-12-06,402.253
2012-12-07,412.979
2012-12-10,417.717
2012-12-11,421.685
2012-12-12,422.208
2012-12-13,422.126
2012-12-14,427.418
2012-12-17,427.5
2012-12-18,430.536
2012-12-19,434.24
2012-12-20,447.708
2012-12-21,448.312
2012-12-24,444.381
2012-12-25,444.381
2012-12-26,445.29
2012-12-27,443.124
2012-12-28,435.162
2012-12-31,432.04
2013-01-01,432.04
2013-01-02,453.803
2013-01-03,451.84
2013-01-04,457.635
2013-01-07,459.529
2013-01-08,458.372
2013-01-09,459.987
2013-01-10,464.364
2013-01-11,473.409
2013-01-14,488.203
2013-01-15,489.474
2013-01-16,487.037
2013-01-17,495.905
2013-01-18,493.436
2013-01-21,494.584
2013-01-22,496.541
2013-01-23,520.727
2013-01-24,521.614
2013-01-25,529.168
2013-01-28,531.396
2013-01-29,527.617
2013-01-30,529.239
2013-01-31,517.089
2013-02-01,533.607
2013-02-04,522.095
2013-02-05,524.848
2013-02-06,525.217
2013-02-07,516.14
2013-02-08,513.584
2013-02-11,508.833
2013-02-12,513.752
2013-02-13,512.129
2013-02-14,511.536
2013-02-15,502.79
2013-02-18,497.574
2013-02-19,508.528
2013-02-20,509.87
2013-02-21,500.971
2013-02-22,497.049
2013-02-25,504.485
2013-02-26,493.688
2013-02-27,513.984
2013-02-28,492.358
2013-03-01,487.647
2013-03-04,482.699
2013-03-05,499.996
2013-03-06,492.004
2013-03-07,502.686
2013-03-08,516.753
2013-03-11,506.518
2013-03-12,506.503
2013-03-13,511.471
2013-03-14,535.732
2013-03-15,530.093
2013-03-18,532.664
2013-03-19,521.747
2013-03-20,534.473
2013-03-21,533.195
2013-03-22,528.367
2013-03-25,508.825
2013-03-26,512.673
2013-03-27,502.969
2013-03-28,508.245
2013-03-29,508.245
2013-04-01,508.483
2013-04-02,500.198
2013-04-03,479.093
2013-04-04,496.558
2013-04-05,479.132
2013-04-08,463.637
2013-04-09,479.36
2013-04-10,499.541
2013-04-11,505.731
2013-04-12,502.992
2013-04-15,483.573
2013-04-16,487.441
2013-04-17,477.984
2013-04-18,479.18
2013-04-19,486.99
2013-04-22,496.116
2013-04-23,519.698
2013-04-24,521.601
2013-04-25,526.317
2013-04-26,525.016
2013-04-29,531.202
2013-04-30,534.608
2013-05-01,534.973
2013-05-02,529.028
2013-05-03,530.789
2013-05-06,527.552
2013-05-07,528.974
2013-05-08,537.989
2013-05-09,544.511
2013-05-10,545.553
2013-05-13,535.279
2013-05-14,537.089
2013-05-15,532.268
2013-05-16,524.59
2013-05-17,523.484
2013-05-20,522.133
2013-05-21,525.196
2013-05-22,519.191
2013-05-23,514.576
2013-05-24,513.289
2013-05-27,525.214
2013-05-28,519.95
2013-05-29,515.008
2013-05-30,522.561
2013-05-31,512.841
2013-06-03,500.937
2013-06-04,509.086
2013-06-05,508.015
2013-06-06,501.51
2013-06-07,503.875
2013-06-10,506.456
2013-06-11,501.233
2013-06-12,505.518
2013-06-13,496.914
2013-06-14,512.041
2013-06-17,526.228
2013-06-18,529.955
2013-06-19,530.689
2013-06-20,500.22
2013-06-21,457.172
2013-06-24,447.256
2013-06-25,470.263
2013-06-26,484.193
2013-06-27,511.834
2013-06-28,506.243
2013-07-01,504.969
2013-07-02,496.786
2013-07-03,465.766
2013-07-04,459.9
2013-07-05,455.483
2013-07-08,468.872
2013-07-09,466.011
2013-07-10,468.35
2013-07-11,469.33
2013-07-12,465.43
2013-07-15,479.347
2013-07-16,478.822
2013-07-17,482.673
2013-07-18,488.052
2013-07-19,485.737
2013-07-22,499.823
2013-07-23,500.495
2013-07-24,500.074
2013-07-25,503.068
2013-07-26,507.209
2013-07-29,517.83
2013-07-30,529.875
2013-07-31,536.506
2013-08-01,536.066
2013-08-02,543.88
2013-08-05,530.538
2013-08-06,526.393
2013-08-07,532.317
2013-08-08,538.041
2013-08-09,543.07
2013-08-12,536.281
2013-08-13,530.674
2013-08-14,529.114
2013-08-15,526.859
2013-08-16,532.877
2013-08-19,531.352
2013-08-20,534.376
2013-08-21,539.65
2013-08-22,533.634
2013-08-23,538.207
2013-08-26,532.307
2013-08-27,527.763
2013-08-28,519.562
2013-08-29,517.523
2013-08-30,514.643
2013-09-02,513.642
2013-09-03,500.633
2013-09-04,494.203
2013-09-05,490.717
2013-09-06,495.464
2013-09-09,492.141
2013-09-10,500.102
2013-09-11,498.651
2013-09-12,502.517
2013-09-13,501.495
2013-09-16,507.793
2013-09-17,525.175
2013-09-18,543.484
2013-09-19,554.506
2013-09-20,559.345
2013-09-23,549.367
2013-09-24,545.152
2013-09-25,551.104
2013-09-26,550.303
2013-09-27,550.799
2013-09-30,548.058
2013-10-01,544.232
2013-10-02,546.282
2013-10-03,547.608
2013-10-04,545.35
2013-10-07,537.038
2013-10-08,543.408
2013-10-09,560.197
2013-10-10,575.373
2013-10-11,583.006
2013-10-14,597.032
2013-10-15,603.813
2013-10-16,619.011
2013-10-17,643.147
2013-10-18,656.039
2013-10-21,665.904
2013-10-22,646.866
2013-10-23,651.308
2013-10-24,660.925
2013-10-25,660.757
2013-10-28,667.528
2013-10-29,682.526
2013-10-30,682.6
2013-10-31,679.256
2013-11-01,667.424
2013-11-04,687.414
2013-11-05,702.421
2013-11-06,715.044
2013-11-07,715.184
2013-11-08,692.568
2013-11-11,717.637
2013-11-12,724.28
2013-11-13,719.71
2013-11-14,715.321
2013-11-15,733.851
2013-11-18,737.165
2013-11-19,732.376
2013-11-20,698.202
2013-11-21,692.491
2013-11-22,698.267
2013-11-25,700.432
2013-11-26,700.973
2013-11-27,721.662
2013-11-28,730.563
2013-11-29,739.125
2013-12-02,755.958
2013-12-03,760.934
2013-12-04,751.339
2013-12-05,745.833
2013-12-06,751.674
2013-12-09,764.331
2013-12-10,778.981
2013-12-11,789.122
2013-12-12,769.652
2013-12-13,765.507
2013-12-16,776.576
2013-12-17,772.94
2013-12-18,786.064
2013-12-19,782.226
2013-12-20,794.033
2013-12-23,814.946
2013-12-24,821.888
2013-12-25,821.888
2013-12-26,823.421
2013-12-27,847.235
2013-12-30,825.546
2013-12-31,818.167
2014-01-01,818.167
2014-01-02,843.147
2014-01-03,840.271
2014-01-06,845.547
2014-01-07,864.674
2014-01-08,879.921
2014-01-09,878.256
2014-01-10,883.185
2014-01-13,886.813
2014-01-14,878.123
2014-01-15,876.485
2014-01-16,862.656
2014-01-17,862.937
2014-01-20,856.467
2014-01-21,851.583
2014-01-22,800.397
2014-01-23,811.487
2014-01-24,804.431
2014-01-27,787.731
2014-01-28,793.684
2014-01-29,800.861
2014-01-30,804.926
2014-01-31,788.71
2014-02-03,776.424
2014-02-04,813.368
2014-02-05,820.467
2014-02-06,850.81
2014-02-07,851.66
2014-02-10,855.522
2014-02-11,872.282
2014-02-12,866.169
2014-02-13,873.86
2014-02-14,886.327
2014-02-17,909.951
2014-02-18,901.31
2014-02-19,894.296
2014-02-20,893.172
2014-02-21,905.108
2014-02-24,909.695
2014-02-25,912.449
2014-02-26,897.373
2014-02-27,895.345
2014-02-28,937.769
2014-03-03,910.79
2014-03-04,936.767
2014-03-05,932.76
2014-03-06,962.554
2014-03-07,963.011
2014-03-10,975.002
2014-03-11,1000.494
2014-03-12,979.691
2014-03-13,956.585
2014-03-14,959.691
2014-03-17,987.469
2014-03-18,994.564
2014-03-19,995.054
2014-03-20,973.324
2014-03-21,971.797
2014-03-24,945.14
2014-03-25,947.212
2014-03-26,962.046
2014-03-27,964.972
2014-03-28,967.648
2014-03-31,987.287
2014-04-01,1008.912
2014-04-02,983.259
2014-04-03,982.542
2014-04-04,978.09
2014-04-07,964.784
2014-04-08,944.209
2014-04-09,944.516
2014-04-10,930.059
2014-04-11,917.087
2014-04-14,893.595
2014-04-15,870.917
2014-04-16,911.843
2014-04-17,914.376
2014-04-18,914.376
2014-04-21,912.295
2014-04-22,932.704
2014-04-23,917.655
2014-04-24,903.79
2014-04-25,882.626
2014-04-28,892.482
2014-04-29,911.416
2014-04-30,931.449
2014-05-01,931.449
2014-05-02,944.451
2014-05-05,944.668
2014-05-06,957.961
2014-05-07,933.325
2014-05-08,922.155
2014-05-09,887.729
2014-05-12,899.45
2014-05-13,880.02
2014-05-14,829.091
2014-05-15,796.206
2014-05-16,806.054
2014-05-19,794.221
2014-05-20,795.71
2014-05-21,800.454
2014-05-22,798.437
2014-05-23,799.813
2014-05-26,827.59
2014-05-27,840.348
2014-05-28,860.598
2014-05-29,843.786
2014-05-30,848.327
2014-06-02,850.704
2014-06-03,842.17
2014-06-04,853.878
2014-06-05,860.902
2014-06-06,872.359
2014-06-09,864.239
2014-06-10,863.256
2014-06-11,846.819
2014-06-12,820.491
2014-06-13,819.279
2014-06-16,812.759
2014-06-17,809.709
2014-06-18,800.71
2014-06-19,808.049
2014-06-20,786.276
2014-06-23,774.901
2014-06-24,753.037
2014-06-25,795.003
2014-06-26,794.603
2014-06-27,801.382
2014-06-30,811.135
2014-07-01,973.266
2014-07-02,973.408
2014-07-03,977.524
2014-07-04,970.162
2014-07-07,948.142
2014-07-08,909.84
2014-07-09,908.407
2014-07-10,858.135
2014-07-11,863.455
2014-07-14,881.828
2014-07-15,879.184
2014-07-16,911.14
2014-07-17,906.789
2014-07-18,895.627
2014-07-21,892.037
2014-07-22,896.194
2014-07-23,908.263
2014-07-24,925.002
2014-07-25,917.957
2014-07-28,924.187
2014-07-29,915.628
2014-07-30,908.243
2014-07-31,905.296
2014-08-01,879.559
2014-08-04,874.012
2014-08-05,860.989
2014-08-06,815.696
2014-08-07,805.954
2014-08-08,801.33
2014-08-11,807.986
2014-08-12,805.439
2014-08-13,828.291
2014-08-14,842.523
2014-08-15,843.793
2014-08-18,874.942
2014-08-19,871.662
2014-08-20,868.25
2014-08-21,882.024
2014-08-22,874.129
2014-08-25,886.14
2014-08-26,903.631
2014-08-27,922.233
2014-08-28,911.215
2014-08-29,913.145
2014-09-01,907.848
2014-09-02,904.946
2014-09-03,914.696
2014-09-04,927.37
2014-09-05,937.243
2014-09-08,937.263
2014-09-09,919.975
2014-09-10,922.086
2014-09-11,937.356
2014-09-12,945.761
2014-09-15,944.26
2014-09-16,953.42
2014-09-17,961.428
2014-09-18,984.165
2014-09-19,979.776
2014-09-22,962.408
2014-09-23,954.102
2014-09-24,950.76
2014-09-25,940.514
2014-09-26,941.978
2014-09-29,947.119
2014-09-30,944.859
2014-10-01,930.383
2014-10-02,908.862
2014-10-03,907.728
2014-10-06,906.922
2014-10-07,894.627
2014-10-08,880.317
2014-10-09,873.652
2014-10-10,859.175
2014-10-13,867.591
2014-10-14,880.175
2014-10-15,836.25
2014-10-16,819.298
2014-10-17,841.022
2014-10-20,845.202
2014-10-21,868.686
2014-10-22,870.223
2014-10-23,874.965
2014-10-24,875.391
2014-10-27,880.095
2014-10-28,899.081
2014-10-29,888.683
2014-10-30,874.328
2014-10-31,886.073
2014-11-03,889.431
2014-11-04,873.42
2014-11-05,874.29
2014-11-06,874.654
2014-11-07,860.744
2014-11-10,867.444
2014-11-11,867.436
2014-11-12,841.91
2014-11-13,853.279
2014-11-14,847.524
2014-11-17,852.147
2014-11-18,873.067
2014-11-19,882.329
2014-11-20,872.103
2014-11-21,889.933
2014-11-24,901.231
2014-11-25,918.915
2014-11-26,916.081
2014-11-27,927.446
2014-11-28,911.673
2014-12-01,888.059
2014-12-02,890.621
2014-12-03,891.206
2014-12-04,889.486
2014-12-05,898.782
2014-12-08,878.295
2014-12-09,847.771
2014-12-10,838.52
2014-12-11,822.56
2014-12-12,802.71
2014-12-15,769.144
2014-12-16,779.158
2014-12-17,706.017
2014-12-18,712.972
2014-12-19,696.446
2014-12-22,685.511
2014-12-23,703.521
2014-12-24,693.329
2014-12-25,693.329
2014-12-26,692.249
2014-12-29,673.357
2014-12-30,670.898
2014-12-31,681.678
2015-01-01,681.678
2015-01-02,692.766
2015-01-05,655.324
2015-01-06,643.7
2015-01-07,628.171
2015-01-08,653.574
2015-01-09,634.158
2015-01-12,629.081
2015-01-13,640.266
2015-01-14,636.608
2015-01-15,630.855
2015-01-16,627.019
2015-01-19,645.208
2015-01-20,655.553
2015-01-21,655.83
2015-01-22,665.818
2015-01-23,647.202
2015-01-26,658.725
2015-01-27,648.489
2015-01-28,628.975
2015-01-29,616.34
2015-01-30,619.105
2015-02-02,626.288
2015-02-03,651.902
2015-02-04,659.844
2015-02-05,649.857
2015-02-06,652.912
2015-02-09,653.244
2015-02-10,658.571
2015-02-11,653.603
2015-02-12,673.403
2015-02-13,695.457
2015-02-16,701.989
2015-02-17,809.674
2015-02-18,808.698
2015-02-19,811.423
2015-02-20,804.887
2015-02-23,802.382
2015-02-24,807.438
2015-02-25,831.139
2015-02-26,816.482
2015-02-27,815.929
2015-03-02,819.95
2015-03-03,869.726
2015-03-04,841.871
2015-03-05,853.711
2015-03-06,863.34
2015-03-09,857.6
2015-03-10,810.135
2015-03-11,822.461
2015-03-12,836.123
2015-03-13,829.095
2015-03-16,832.085
2015-03-17,820.546
2015-03-18,839.945
2015-03-19,858.56
2015-03-20,895.557
2015-03-23,912.634
2015-03-24,922.44
2015-03-25,909.207
2015-03-26,904.353
2015-03-27,920.292
2015-03-30,910.668
2015-03-31,887.436
2015-04-01,895.333
2015-04-02,919.556
2015-04-03,919.556
2015-04-06,932.315
2015-04-07,908.836
2015-04-08,919.906
2015-04-09,921.875
2015-04-10,919.582
2015-04-13,916.176
2015-04-14,922.216
2015-04-15,922.776
2015-04-16,909.353
2015-04-17,898.098
2015-04-20,891.85
2015-04-21,897.643
2015-04-22,890.726
2015-04-23,897.903
2015-04-24,907.699
2015-04-27,924.085
2015-04-28,921.68
2015-04-29,922.311
2015-04-30,926.087
2015-05-01,927.492
2015-05-04,921.733
2015-05-05,921.071
2015-05-06,936.398
2015-05-07,934.514
2015-05-08,945.796
2015-05-11,937.513
2015-05-12,940.674
2015-05-13,953.324
2015-05-14,962.0
2015-05-15,967.951
2015-05-18,964.35
2015-05-19,960.274
2015-05-20,955.953
2015-05-21,958.687
2015-05-22,945.502
2015-05-25,932.201
2015-05-26,907.727
2015-05-27,908.82
2015-05-28,910.329
2015-05-29,884.994
2015-06-01,882.366
2015-06-02,908.319
2015-06-03,934.687
2015-06-04,921.894
2015-06-05,897.7
2015-06-08,870.821
2015-06-09,872.737
2015-06-10,895.048
2015-06-11,903.206
2015-06-12,889.611
2015-06-15,868.534
2015-06-16,873.731
2015-06-17,858.98
2015-06-18,876.316
2015-06-19,870.169
2015-06-22,895.278
2015-06-23,902.431
2015-06-24,881.099
2015-06-25,880.808
2015-06-26,878.139
2015-06-29,839.601
2015-06-30,848.573
2015-07-01,866.403
2015-07-02,863.639
2015-07-03,858.907
2015-07-06,818.85
2015-07-07,791.222
2015-07-08,812.37
2015-07-09,841.208
2015-07-10,888.837
2015-07-13,890.33
2015-07-14,881.548
2015-07-15,895.142
2015-07-16,904.807
2015-07-17,892.915
2015-07-20,890.429
2015-07-21,895.626
2015-07-22,892.63
2015-07-23,896.34
2015-07-24,886.934
2015-07-27,887.394
2015-07-28,883.518
2015-07-29,908.551
2015-07-30,890.274
2015-07-31,903.542
2015-08-03,909.68
2015-08-04,904.784
2015-08-05,894.411
2015-08-06,877.874
2015-08-07,871.064
2015-08-10,884.14
2015-08-11,876.464
2015-08-12,864.859
2015-08-13,882.812
2015-08-14,886.547
2015-08-17,891.695
2015-08-18,889.467
2015-08-19,884.933
2015-08-20,884.534
2015-08-21,880.865
2015-08-24,852.668
2015-08-25,872.606
2015-08-26,861.732
2015-08-27,855.849
2015-08-28,846.342
2015-08-31,845.328
2015-09-01,829.08
2015-09-02,820.222
2015-09-03,823.537
2015-09-04,814.602
2015-09-07,816.459
2015-09-08,829.161
2015-09-09,844.511
2015-09-10,844.877
2015-09-11,841.447
2015-09-14,836.065
2015-09-15,843.193
2015-09-16,861.482
2015-09-17,861.803
2015-09-18,860.946
2015-09-21,862.38
2015-09-22,834.215
2015-09-23,837.67
2015-09-24,848.752
2015-09-25,857.826
2015-09-28,850.973
2015-09-29,845.831
2015-09-30,861.301
2015-10-01,876.324
2015-10-02,890.895
2015-10-05,898.367
2015-10-06,909.766
2015-10-07,897.126
2015-10-08,912.469
2015-10-09,920.03
2015-10-12,903.397
2015-10-13,893.697
2015-10-14,895.03
2015-10-15,903.95
2015-10-16,898.349
2015-10-19,902.072
2015-10-20,905.836
2015-10-21,908.843
2015-10-22,908.851
2015-10-23,907.899
2015-10-26,916.276
2015-10-27,908.765
2015-10-28,907.085
2015-10-29,921.36
2015-10-30,924.01
2015-11-02,938.41
2015-11-03,940.185
2015-11-04,928.229
2015-11-05,926.772
2015-11-06,918.503
2015-11-09,884.432
2015-11-10,884.427
2015-11-11,898.178
2015-11-12,896.125
2015-11-13,888.791
2015-11-16,887.139
2015-11-17,905.601
2015-11-18,905.942
2015-11-19,921.525
2015-11-20,912.539
2015-11-23,911.521
2015-11-24,908.048
2015-11-25,908.578
2015-11-26,917.097
2015-11-27,912.576
2015-11-30,906.707
2015-12-01,920.802
2015-12-02,927.795
2015-12-03,919.351
2015-12-04,921.116
2015-12-07,924.514
2015-12-08,916.659
2015-12-09,921.491
2015-12-10,926.123
2015-12-11,914.059
2015-12-14,912.521
2015-12-15,924.78
2015-12-16,927.765
2015-12-17,923.744
2015-12-18,941.074
2015-12-21,933.584
2015-12-22,938.358
2015-12-23,943.515
2015-12-24,951.043
2015-12-25,951.043
2015-12-28,943.211
2015-12-29,946.575
2015-12-30,933.775
2015-12-31,922.939
2016-01-01,922.939
2016-01-04,918.519
2016-01-05,897.689
2016-01-06,902.12
2016-01-07,901.498
2016-01-08,905.766
2016-01-11,890.054
2016-01-12,895.51
2016-01-13,899.044
2016-01-14,867.105
2016-01-15,844.43
2016-01-18,796.903
2016-01-19,820.367
2016-01-20,813.845
2016-01-21,828.287
2016-01-22,848.031
2016-01-25,841.008
2016-01-26,840.494
2016-01-27,844.843
2016-01-28,846.419
2016-01-29,849.118
2016-02-01,855.599
2016-02-02,848.407
2016-02-03,841.973
2016-02-04,838.318
2016-02-05,829.634
2016-02-08,789.737
2016-02-09,785.085
2016-02-10,784.993
2016-02-11,766.88
2016-02-12,760.455
2016-02-15,777.15
2016-02-16,775.03
2016-02-17,794.322
2016-02-18,801.728
2016-02-19,799.756
2016-02-22,805.842
2016-02-23,793.811
2016-02-24,787.546
2016-02-25,802.369
2016-02-26,805.113
2016-02-29,826.713
2016-03-01,839.168
2016-03-02,816.413
2016-03-03,800.271
2016-03-04,817.092
2016-03-07,817.902
2016-03-08,809.931
2016-03-09,803.6
2016-03-10,826.348
2016-03-11,837.762
2016-03-14,850.733
2016-03-15,833.619
2016-03-16,838.072
2016-03-17,854.282
