Date,CANADA LARGE VALUE Large Cap
2002-08-06,261.478
2002-08-07,263.707
2002-08-08,267.569
2002-08-09,271.331
2002-08-12,267.365
2002-08-13,267.61
2002-08-14,270.224
2002-08-15,269.341
2002-08-16,268.266
2002-08-19,271.337
2002-08-20,271.195
2002-08-21,274.11
2002-08-22,275.815
2002-08-23,272.378
2002-08-26,276.006
2002-08-27,273.354
2002-08-28,271.364
2002-08-29,271.602
2002-08-30,273.638
2002-09-02,274.438
2002-09-03,267.564
2002-09-04,268.707
2002-09-05,267.388
2002-09-06,266.635
2002-09-09,269.219
2002-09-10,267.803
2002-09-11,269.9
2002-09-12,263.784
2002-09-13,262.839
2002-09-16,264.314
2002-09-17,260.598
2002-09-18,255.094
2002-09-19,251.135
2002-09-20,252.529
2002-09-23,244.563
2002-09-24,243.869
2002-09-25,248.541
2002-09-26,251.569
2002-09-27,247.108
2002-09-30,250.487
2002-10-01,251.815
2002-10-02,245.677
2002-10-03,239.691
2002-10-04,236.712
2002-10-07,234.2
2002-10-08,239.606
2002-10-09,233.411
2002-10-10,241.101
2002-10-11,248.873
2002-10-14,249.36
2002-10-15,261.277
2002-10-16,259.396
2002-10-17,267.478
2002-10-18,271.124
2002-10-21,273.747
2002-10-22,267.418
2002-10-23,270.445
2002-10-24,273.263
2002-10-25,274.845
2002-10-28,275.438
2002-10-29,268.352
2002-10-30,268.082
2002-10-31,261.39
2002-11-01,266.832
2002-11-04,273.694
2002-11-05,270.463
2002-11-06,271.364
2002-11-07,270.273
2002-11-08,267.825
2002-11-11,263.024
2002-11-12,264.098
2002-11-13,263.346
2002-11-14,267.418
2002-11-15,269.846
2002-11-18,270.21
2002-11-19,270.053
2002-11-20,273.305
2002-11-21,277.986
2002-11-22,279.78
2002-11-25,283.366
2002-11-26,278.194
2002-11-27,282.72
2002-11-28,284.898
2002-11-29,281.755
2002-12-02,287.017
2002-12-03,286.142
2002-12-04,285.212
2002-12-05,281.604
2002-12-06,282.03
2002-12-09,279.745
2002-12-10,285.202
2002-12-11,285.976
2002-12-12,288.783
2002-12-13,289.4
2002-12-16,292.397
2002-12-17,288.909
2002-12-18,285.567
2002-12-19,285.168
2002-12-20,284.675
2002-12-23,289.731
2002-12-24,289.1
2002-12-25,289.1
2002-12-26,288.439
2002-12-27,284.061
2002-12-30,283.431
2002-12-31,282.601
2003-01-01,282.601
2003-01-02,290.293
2003-01-03,293.053
2003-01-06,298.846
2003-01-07,297.265
2003-01-08,290.77
2003-01-09,293.6
2003-01-10,297.459
2003-01-13,300.287
2003-01-14,300.874
2003-01-15,300.46
2003-01-16,301.45
2003-01-17,298.908
2003-01-20,298.108
2003-01-21,295.041
2003-01-22,296.362
2003-01-23,298.757
2003-01-24,294.976
2003-01-27,289.746
2003-01-28,288.416
2003-01-29,290.956
2003-01-30,288.875
2003-01-31,289.128
2003-02-03,293.063
2003-02-04,290.615
2003-02-05,289.16
2003-02-06,287.134
2003-02-07,285.98
2003-02-10,282.69
2003-02-11,283.768
2003-02-12,284.136
2003-02-13,286.184
2003-02-14,289.107
2003-02-17,293.501
2003-02-18,296.42
2003-02-19,294.838
2003-02-20,297.02
2003-02-21,296.947
2003-02-24,294.724
2003-02-25,297.553
2003-02-26,296.683
2003-02-27,303.132
2003-02-28,302.082
2003-03-03,298.898
2003-03-04,297.258
2003-03-05,296.441
2003-03-06,292.893
2003-03-07,298.863
2003-03-10,293.796
2003-03-11,292.582
2003-03-12,288.857
2003-03-13,291.772
2003-03-14,292.046
2003-03-17,298.912
2003-03-18,300.945
2003-03-19,302.499
2003-03-20,304.091
2003-03-21,305.177
2003-03-24,299.239
2003-03-25,300.958
2003-03-26,299.913
2003-03-27,300.649
2003-03-28,301.216
2003-03-31,297.995
2003-04-01,298.563
2003-04-02,300.677
2003-04-03,301.038
2003-04-04,301.013
2003-04-07,301.988
2003-04-08,305.519
2003-04-09,305.171
2003-04-10,308.159
2003-04-11,310.064
2003-04-14,312.191
2003-04-15,312.788
2003-04-16,312.423
2003-04-17,313.906
2003-04-18,313.906
2003-04-21,314.376
2003-04-22,316.291
2003-04-23,316.418
2003-04-24,313.233
2003-04-25,312.576
2003-04-28,315.177
2003-04-29,315.611
2003-04-30,319.963
2003-05-01,321.901
2003-05-02,322.132
2003-05-05,326.657
2003-05-06,329.762
2003-05-07,328.529
2003-05-08,328.941
2003-05-09,331.31
2003-05-12,336.303
2003-05-13,335.366
2003-05-14,341.26
2003-05-15,344.187
2003-05-16,345.83
2003-05-19,347.661
2003-05-20,351.897
2003-05-21,351.924
2003-05-22,347.8
2003-05-23,343.415
2003-05-26,344.972
2003-05-27,346.867
2003-05-28,342.775
2003-05-29,345.896
2003-05-30,343.845
2003-06-02,348.626
2003-06-03,346.317
2003-06-04,355.058
2003-06-05,361.094
2003-06-06,358.417
2003-06-09,354.35
2003-06-10,357.475
2003-06-11,363.731
2003-06-12,365.797
2003-06-13,364.178
2003-06-16,370.871
2003-06-17,370.579
2003-06-18,371.027
2003-06-19,364.877
2003-06-20,364.261
2003-06-23,360.223
2003-06-24,358.395
2003-06-25,361.275
2003-06-26,360.794
2003-06-27,359.926
2003-06-30,359.153
2003-07-01,361.709
2003-07-02,363.076
2003-07-03,365.442
2003-07-04,364.503
2003-07-07,366.704
2003-07-08,365.856
2003-07-09,361.374
2003-07-10,358.139
2003-07-11,359.486
2003-07-14,363.368
2003-07-15,359.564
2003-07-16,360.813
2003-07-17,358.951
2003-07-18,356.093
2003-07-21,357.264
2003-07-22,358.604
2003-07-23,361.99
2003-07-24,365.912
2003-07-25,370.597
2003-07-28,370.148
2003-07-29,366.675
2003-07-30,361.938
2003-07-31,361.046
2003-08-01,361.742
2003-08-04,359.537
2003-08-05,357.291
2003-08-06,353.407
2003-08-07,358.215
2003-08-08,361.968
2003-08-11,368.907
2003-08-12,372.022
2003-08-13,373.941
2003-08-14,372.376
2003-08-15,372.375
2003-08-18,373.016
2003-08-19,372.242
2003-08-20,370.791
2003-08-21,369.171
2003-08-22,365.674
2003-08-25,367.873
2003-08-26,372.047
2003-08-27,372.355
2003-08-28,374.884
2003-08-29,376.067
2003-09-01,377.605
2003-09-02,379.826
2003-09-03,379.806
2003-09-04,383.27
2003-09-05,383.193
2003-09-08,381.532
2003-09-09,381.581
2003-09-10,383.013
2003-09-11,381.678
2003-09-12,384.857
2003-09-15,383.116
2003-09-16,385.064
2003-09-17,384.155
2003-09-18,385.706
2003-09-19,390.382
2003-09-22,389.141
2003-09-23,390.795
2003-09-24,389.865
2003-09-25,389.21
2003-09-26,385.267
2003-09-29,384.532
2003-09-30,386.053
2003-10-01,392.564
2003-10-02,394.992
2003-10-03,393.983
2003-10-06,396.203
2003-10-07,401.688
2003-10-08,402.476
2003-10-09,405.087
2003-10-10,409.984
2003-10-13,410.527
2003-10-14,418.216
2003-10-15,421.737
2003-10-16,424.485
2003-10-17,420.949
2003-10-20,420.789
2003-10-21,423.528
2003-10-22,424.995
2003-10-23,420.971
2003-10-24,418.268
2003-10-27,419.671
2003-10-28,422.912
2003-10-29,423.778
2003-10-30,423.948
2003-10-31,421.614
2003-11-03,421.547
2003-11-04,422.178
2003-11-05,424.269
2003-11-06,421.445
2003-11-07,423.251
2003-11-10,422.656
2003-11-11,420.333
2003-11-12,424.997
2003-11-13,423.768
2003-11-14,423.161
2003-11-17,422.991
2003-11-18,420.973
2003-11-19,426.137
2003-11-20,427.722
2003-11-21,428.85
2003-11-24,427.711
2003-11-25,425.689
2003-11-26,428.381
2003-11-27,427.922
2003-11-28,426.78
2003-12-01,427.393
2003-12-02,429.588
2003-12-03,430.715
2003-12-04,426.982
2003-12-05,429.291
2003-12-08,430.881
2003-12-09,426.89
2003-12-10,425.392
2003-12-11,420.157
2003-12-12,423.97
2003-12-15,421.824
2003-12-16,426.37
2003-12-17,426.033
2003-12-18,426.535
2003-12-19,424.9
2003-12-22,427.894
2003-12-23,429.102
2003-12-24,432.632
2003-12-25,432.632
2003-12-26,435.483
2003-12-29,437.119
2003-12-30,436.756
2003-12-31,442.253
2004-01-01,442.253
2004-01-02,446.823
2004-01-05,451.89
2004-01-06,452.321
2004-01-07,449.551
2004-01-08,448.848
2004-01-09,450.74
2004-01-12,450.473
2004-01-13,455.317
2004-01-14,451.358
2004-01-15,453.221
2004-01-16,456.136
2004-01-19,455.914
2004-01-20,462.859
2004-01-21,458.144
2004-01-22,461.628
2004-01-23,457.811
2004-01-26,456.343
2004-01-27,458.556
2004-01-28,450.392
2004-01-29,444.917
2004-01-30,446.042
2004-02-02,449.123
2004-02-03,449.898
2004-02-04,446.413
2004-02-05,446.598
2004-02-06,450.368
2004-02-09,453.488
2004-02-10,452.951
2004-02-11,452.414
2004-02-12,455.456
2004-02-13,457.321
2004-02-16,459.982
2004-02-17,461.149
2004-02-18,458.422
2004-02-19,451.869
2004-02-20,443.956
2004-02-23,445.097
2004-02-24,448.417
2004-02-25,444.937
2004-02-26,449.694
2004-02-27,451.461
2004-03-01,451.832
2004-03-02,447.417
2004-03-03,448.939
2004-03-04,451.219
2004-03-05,461.214
2004-03-08,459.175
2004-03-09,460.33
2004-03-10,452.527
2004-03-11,452.877
2004-03-12,450.397
2004-03-15,449.372
2004-03-16,455.798
2004-03-17,455.286
2004-03-18,457.075
2004-03-19,459.193
2004-03-22,456.954
2004-03-23,454.896
2004-03-24,450.37
2004-03-25,458.442
2004-03-26,461.444
2004-03-29,465.828
2004-03-30,468.373
2004-03-31,463.743
2004-04-01,465.253
2004-04-02,473.781
2004-04-05,481.15
2004-04-06,483.26
2004-04-07,479.161
2004-04-08,477.175
2004-04-09,477.175
2004-04-12,478.016
2004-04-13,470.607
2004-04-14,458.423
2004-04-15,455.8
2004-04-16,460.785
2004-04-19,459.261
2004-04-20,454.061
2004-04-21,451.861
2004-04-22,453.953
2004-04-23,453.002
2004-04-26,452.626
2004-04-27,448.4
2004-04-28,438.421
2004-04-29,435.557
2004-04-30,437.375
2004-05-03,439.638
2004-05-04,447.79
2004-05-05,447.54
2004-05-06,446.112
2004-05-07,435.331
2004-05-10,425.11
2004-05-11,427.145
2004-05-12,426.685
2004-05-13,422.473
2004-05-14,423.969
2004-05-17,423.929
2004-05-18,423.876
2004-05-19,428.943
2004-05-20,428.578
2004-05-21,431.565
2004-05-24,432.921
2004-05-25,437.439
2004-05-26,434.022
2004-05-27,439.205
2004-05-28,438.529
2004-05-31,440.683
2004-06-01,439.155
2004-06-02,442.496
2004-06-03,441.735
2004-06-04,444.999
2004-06-07,449.542
2004-06-08,452.309
2004-06-09,444.8
2004-06-10,444.231
2004-06-11,444.227
2004-06-14,439.38
2004-06-15,440.625
2004-06-16,439.846
2004-06-17,442.986
2004-06-18,443.154
2004-06-21,443.837
2004-06-22,449.841
2004-06-23,450.716
2004-06-24,454.217
2004-06-25,449.209
2004-06-28,452.069
2004-06-29,450.72
2004-06-30,451.987
2004-07-01,454.87
2004-07-02,455.647
2004-07-05,456.894
2004-07-06,456.608
2004-07-07,457.489
2004-07-08,457.551
2004-07-09,459.631
2004-07-12,458.26
2004-07-13,457.2
2004-07-14,461.225
2004-07-15,456.063
2004-07-16,457.456
2004-07-19,463.928
2004-07-20,463.245
2004-07-21,463.153
2004-07-22,465.073
2004-07-23,463.345
2004-07-26,456.967
2004-07-27,454.935
2004-07-28,459.222
2004-07-29,466.042
2004-07-30,466.399
2004-08-02,465.174
2004-08-03,470.071
2004-08-04,468.768
2004-08-05,461.184
2004-08-06,460.871
2004-08-09,458.566
2004-08-10,462.404
2004-08-11,456.876
2004-08-12,453.173
2004-08-13,461.906
2004-08-16,467.534
2004-08-17,467.903
2004-08-18,464.603
2004-08-19,472.281
2004-08-20,473.294
2004-08-23,469.382
2004-08-24,474.886
2004-08-25,477.727
2004-08-26,471.232
2004-08-27,469.118
2004-08-30,465.691
2004-08-31,467.76
2004-09-01,473.324
2004-09-02,474.692
2004-09-03,472.147
2004-09-06,473.42
2004-09-07,480.42
2004-09-08,477.784
2004-09-09,479.041
2004-09-10,476.557
2004-09-13,479.162
2004-09-14,481.418
2004-09-15,477.002
2004-09-16,484.708
2004-09-17,480.415
2004-09-20,481.602
2004-09-21,490.791
2004-09-22,491.764
2004-09-23,495.541
2004-09-24,496.077
2004-09-27,490.19
2004-09-28,493.747
2004-09-29,495.606
2004-09-30,500.39
2004-10-01,506.501
2004-10-04,504.6
2004-10-05,508.771
2004-10-06,513.251
2004-10-07,512.049
2004-10-08,514.606
2004-10-11,512.944
2004-10-12,513.341
2004-10-13,511.208
2004-10-14,519.603
2004-10-15,522.971
2004-10-18,521.557
2004-10-19,516.188
2004-10-20,522.68
2004-10-21,522.963
2004-10-22,520.47
2004-10-25,523.184
2004-10-26,528.414
2004-10-27,530.654
2004-10-28,534.123
2004-10-29,539.752
2004-11-01,538.056
2004-11-02,537.033
2004-11-03,541.515
2004-11-04,546.258
2004-11-05,550.316
2004-11-08,553.294
2004-11-09,549.957
2004-11-10,547.716
2004-11-11,551.807
2004-11-12,553.196
2004-11-15,552.712
2004-11-16,558.247
2004-11-17,558.05
2004-11-18,547.751
2004-11-19,551.242
2004-11-22,560.467
2004-11-23,555.873
2004-11-24,553.566
2004-11-25,559.294
2004-11-26,561.051
2004-11-29,557.624
2004-11-30,553.477
2004-12-01,561.576
2004-12-02,561.713
2004-12-03,555.144
2004-12-06,555.537
2004-12-07,550.458
2004-12-08,543.834
2004-12-09,541.331
2004-12-10,539.112
2004-12-13,541.549
2004-12-14,540.829
2004-12-15,546.934
2004-12-16,543.25
2004-12-17,544.854
2004-12-20,550.546
2004-12-21,552.828
2004-12-22,552.364
2004-12-23,550.689
2004-12-24,557.614
2004-12-27,560.949
2004-12-28,560.789
2004-12-29,560.883
2004-12-30,569.584
2004-12-31,571.742
2005-01-03,565.488
2005-01-04,560.029
2005-01-05,553.56
2005-01-06,549.156
2005-01-07,545.686
2005-01-10,549.367
2005-01-11,551.675
2005-01-12,558.877
2005-01-13,555.202
2005-01-14,550.202
2005-01-17,550.35
2005-01-18,548.209
2005-01-19,544.842
2005-01-20,539.962
2005-01-21,541.727
2005-01-24,543.619
2005-01-25,539.054
2005-01-26,545.097
2005-01-27,541.432
2005-01-28,535.519
2005-01-31,538.851
2005-02-01,539.024
2005-02-02,541.567
2005-02-03,539.567
2005-02-04,538.032
2005-02-07,541.155
2005-02-08,543.874
2005-02-09,544.808
2005-02-10,553.766
2005-02-11,555.408
2005-02-14,559.192
2005-02-15,557.758
2005-02-16,557.274
2005-02-17,564.389
2005-02-18,566.671
2005-02-21,568.291
2005-02-22,563.025
2005-02-23,559.393
2005-02-24,556.07
2005-02-25,566.691
2005-02-28,568.552
2005-03-01,565.779
2005-03-02,569.699
2005-03-03,570.134
2005-03-04,579.935
2005-03-07,578.705
2005-03-08,589.045
2005-03-09,586.38
2005-03-10,584.786
2005-03-11,581.794
2005-03-14,582.049
2005-03-15,585.385
2005-03-16,584.196
2005-03-17,585.453
2005-03-18,579.879
2005-03-21,574.76
2005-03-22,580.258
2005-03-23,570.694
2005-03-24,568.609
2005-03-25,568.609
2005-03-28,564.889
2005-03-29,567.137
2005-03-30,570.319
2005-03-31,579.927
2005-04-01,576.133
2005-04-04,572.049
2005-04-05,575.037
2005-04-06,576.765
2005-04-07,573.922
2005-04-08,571.394
2005-04-11,570.969
2005-04-12,571.48
2005-04-13,569.244
2005-04-14,565.167
2005-04-15,558.564
2005-04-18,558.634
2005-04-19,560.513
2005-04-20,560.691
2005-04-21,562.627
2005-04-22,561.779
2005-04-25,558.407
2005-04-26,555.953
2005-04-27,556.103
2005-04-28,555.969
2005-04-29,558.73
2005-05-02,561.794
2005-05-03,559.773
2005-05-04,568.488
2005-05-05,567.093
2005-05-06,570.436
2005-05-09,574.604
2005-05-10,572.872
2005-05-11,563.805
2005-05-12,559.682
2005-05-13,550.137
2005-05-16,550.397
2005-05-17,550.96
2005-05-18,557.16
2005-05-19,559.909
2005-05-20,559.219
2005-05-23,562.312
2005-05-24,562.093
2005-05-25,555.039
2005-05-26,556.517
2005-05-27,559.451
2005-05-30,564.603
2005-05-31,563.077
2005-06-01,566.0
2005-06-02,564.21
2005-06-03,568.153
2005-06-06,571.64
2005-06-07,571.382
2005-06-08,578.308
2005-06-09,575.397
2005-06-10,580.411
2005-06-13,576.538
2005-06-14,574.355
2005-06-15,584.003
2005-06-16,588.994
2005-06-17,589.063
2005-06-20,595.345
2005-06-21,593.352
2005-06-22,601.965
2005-06-23,600.048
2005-06-24,602.307
2005-06-27,603.221
2005-06-28,604.821
2005-06-29,606.516
2005-06-30,598.302
2005-07-01,590.587
2005-07-04,592.17
2005-07-05,596.83
2005-07-06,602.582
2005-07-07,607.254
2005-07-08,618.24
2005-07-11,621.613
2005-07-12,626.701
2005-07-13,625.171
2005-07-14,619.86
2005-07-15,616.008
2005-07-18,618.393
2005-07-19,623.239
2005-07-20,625.843
2005-07-21,629.318
2005-07-22,633.348
2005-07-25,632.517
2005-07-26,629.02
2005-07-27,633.031
2005-07-28,632.49
2005-07-29,628.499
2005-08-01,635.235
2005-08-02,647.726
2005-08-03,638.771
2005-08-04,636.602
2005-08-05,628.331
2005-08-08,630.648
2005-08-09,628.37
2005-08-10,636.337
2005-08-11,643.218
2005-08-12,645.77
2005-08-15,644.141
2005-08-16,638.936
2005-08-17,634.114
2005-08-18,616.947
2005-08-19,625.119
2005-08-22,629.526
2005-08-23,628.224
2005-08-24,633.049
2005-08-25,642.654
2005-08-26,637.13
2005-08-29,643.363
2005-08-30,647.596
2005-08-31,653.954
2005-09-01,662.711
2005-09-02,657.247
2005-09-05,656.445
2005-09-06,659.612
2005-09-07,659.205
2005-09-08,657.418
2005-09-09,667.926
2005-09-12,660.094
2005-09-13,662.697
2005-09-14,668.775
2005-09-15,667.031
2005-09-16,670.733
2005-09-19,681.799
2005-09-20,681.481
2005-09-21,687.147
2005-09-22,687.836
2005-09-23,684.539
2005-09-26,690.074
2005-09-27,697.014
2005-09-28,690.757
2005-09-29,694.914
2005-09-30,704.076
2005-10-03,708.735
2005-10-04,694.209
2005-10-05,678.064
2005-10-06,664.96
2005-10-07,670.369
2005-10-10,670.369
2005-10-11,667.101
2005-10-12,665.964
2005-10-13,658.38
2005-10-14,660.424
2005-10-17,667.68
2005-10-18,654.133
2005-10-19,672.16
2005-10-20,659.068
2005-10-21,658.406
2005-10-24,658.08
2005-10-25,662.773
2005-10-26,658.642
2005-10-27,657.686
2005-10-28,655.659
2005-10-31,659.635
2005-11-01,661.606
2005-11-02,668.33
2005-11-03,672.672
2005-11-04,674.018
2005-11-07,667.304
2005-11-08,663.929
2005-11-09,669.351
