Date,FINLAND MID VALUE Mid Cap
2003-03-04,180.151
2003-03-05,179.012
2003-03-06,176.455
2003-03-07,174.173
2003-03-10,174.333
2003-03-11,177.9
2003-03-12,177.689
2003-03-13,174.627
2003-03-14,179.23
2003-03-17,180.874
2003-03-18,186.906
2003-03-19,187.415
2003-03-20,186.256
2003-03-21,187.17
2003-03-24,185.361
2003-03-25,184.734
2003-03-26,183.094
2003-03-27,182.097
2003-03-28,180.877
2003-03-31,176.519
2003-04-01,179.902
2003-04-02,184.642
2003-04-03,185.261
2003-04-04,174.987
2003-04-07,181.837
2003-04-08,180.95
2003-04-09,179.617
2003-04-10,183.344
2003-04-11,183.963
2003-04-14,184.013
2003-04-15,186.812
2003-04-16,187.737
2003-04-17,192.681
2003-04-18,192.681
2003-04-21,191.85
2003-04-22,190.98
2003-04-23,194.86
2003-04-24,196.954
2003-04-25,195.121
2003-04-28,197.674
2003-04-29,200.112
2003-04-30,200.796
2003-05-01,202.64
2003-05-02,203.059
2003-05-05,206.128
2003-05-06,210.564
2003-05-07,209.784
2003-05-08,206.921
2003-05-09,204.851
2003-05-12,204.024
2003-05-13,202.006
2003-05-14,200.088
2003-05-15,202.003
2003-05-16,201.937
2003-05-19,205.231
2003-05-20,199.27
2003-05-21,198.753
2003-05-22,199.24
2003-05-23,200.298
2003-05-26,201.957
2003-05-27,198.858
2003-05-28,199.241
2003-05-29,200.717
2003-05-30,201.668
2003-06-02,203.683
2003-06-03,205.866
2003-06-04,204.662
2003-06-05,207.882
2003-06-06,209.211
2003-06-09,210.401
2003-06-10,209.794
2003-06-11,212.779
2003-06-12,210.817
2003-06-13,210.662
2003-06-16,211.087
2003-06-17,215.273
2003-06-18,212.808
2003-06-19,211.675
2003-06-20,210.543
2003-06-23,209.701
2003-06-24,199.959
2003-06-25,202.087
2003-06-26,200.069
2003-06-27,205.28
2003-06-30,205.881
2003-07-01,204.65
2003-07-02,206.002
2003-07-03,206.341
2003-07-04,212.231
2003-07-07,221.239
2003-07-08,222.92
2003-07-09,221.335
2003-07-10,217.132
2003-07-11,217.3
2003-07-14,223.332
2003-07-15,220.638
2003-07-16,221.85
2003-07-17,223.524
2003-07-18,228.64
2003-07-21,230.451
2003-07-22,224.811
2003-07-23,223.122
2003-07-24,225.78
2003-07-25,228.958
2003-07-28,227.874
2003-07-29,225.27
2003-07-30,223.283
2003-07-31,218.863
2003-08-01,221.618
2003-08-04,221.443
2003-08-05,223.143
2003-08-06,219.535
2003-08-07,218.542
2003-08-08,220.392
2003-08-11,221.876
2003-08-12,222.93
2003-08-13,224.008
2003-08-14,228.408
2003-08-15,229.656
2003-08-18,230.448
2003-08-19,233.942
2003-08-20,235.33
2003-08-21,238.789
2003-08-22,237.318
2003-08-25,235.708
2003-08-26,228.351
2003-08-27,232.143
2003-08-28,231.898
2003-08-29,238.093
2003-09-01,239.544
2003-09-02,236.948
2003-09-03,240.515
2003-09-04,238.976
2003-09-05,237.183
2003-09-08,244.259
2003-09-09,242.074
2003-09-10,235.289
2003-09-11,239.124
2003-09-12,242.347
2003-09-15,239.567
2003-09-16,238.802
2003-09-17,238.25
2003-09-18,233.302
2003-09-19,234.719
2003-09-22,231.899
2003-09-23,234.181
2003-09-24,235.298
2003-09-25,228.999
2003-09-26,229.249
2003-09-29,233.975
2003-09-30,231.536
2003-10-01,232.581
2003-10-02,233.008
2003-10-03,236.614
2003-10-06,238.329
2003-10-07,237.981
2003-10-08,241.204
2003-10-09,244.107
2003-10-10,242.775
2003-10-13,244.58
2003-10-14,243.992
2003-10-15,246.851
2003-10-16,243.823
2003-10-17,243.375
2003-10-20,241.918
2003-10-21,244.287
2003-10-22,243.325
2003-10-23,247.828
2003-10-24,246.548
2003-10-27,245.761
2003-10-28,246.246
2003-10-29,250.053
2003-10-30,254.146
2003-10-31,253.058
2003-11-03,255.823
2003-11-04,255.569
2003-11-05,252.297
2003-11-06,253.599
2003-11-07,254.668
2003-11-10,257.132
2003-11-11,256.021
2003-11-12,260.779
2003-11-13,265.239
2003-11-14,267.544
2003-11-17,263.966
2003-11-18,263.067
2003-11-19,260.844
2003-11-20,259.885
2003-11-21,262.207
2003-11-24,261.562
2003-11-25,260.518
2003-11-26,264.406
2003-11-27,265.044
2003-11-28,262.803
2003-12-01,262.561
2003-12-02,267.365
2003-12-03,266.741
2003-12-04,267.563
2003-12-05,272.512
2003-12-08,277.269
2003-12-09,279.082
2003-12-10,277.069
2003-12-11,270.414
2003-12-12,273.029
2003-12-15,272.86
2003-12-16,267.126
2003-12-17,263.129
2003-12-18,262.35
2003-12-19,261.65
2003-12-22,261.164
2003-12-23,265.539
2003-12-24,266.287
2003-12-25,266.287
2003-12-26,266.18
2003-12-29,265.929
2003-12-30,269.793
2003-12-31,271.58
2004-01-01,271.58
2004-01-02,277.063
2004-01-05,284.734
2004-01-06,286.442
2004-01-07,283.403
2004-01-08,278.518
2004-01-09,277.304
2004-01-12,278.905
2004-01-13,273.669
2004-01-14,271.519
2004-01-15,273.166
2004-01-16,270.545
2004-01-19,271.208
2004-01-20,268.095
2004-01-21,265.838
2004-01-22,271.317
2004-01-23,270.252
2004-01-26,269.167
2004-01-27,271.953
2004-01-28,269.138
2004-01-29,264.428
2004-01-30,265.09
2004-02-02,264.645
2004-02-03,264.582
2004-02-04,263.456
2004-02-05,266.196
2004-02-06,266.93
2004-02-09,270.979
2004-02-10,274.689
2004-02-11,275.483
2004-02-12,282.137
2004-02-13,278.438
2004-02-16,279.789
2004-02-17,280.268
2004-02-18,280.82
2004-02-19,287.072
2004-02-20,282.258
2004-02-23,286.376
2004-02-24,287.591
2004-02-25,284.155
2004-02-26,280.135
2004-02-27,282.532
2004-03-01,284.318
2004-03-02,282.984
2004-03-03,283.691
2004-03-04,284.933
2004-03-05,289.489
2004-03-08,290.156
2004-03-09,290.276
2004-03-10,283.09
2004-03-11,277.36
2004-03-12,275.41
2004-03-15,272.174
2004-03-16,275.184
2004-03-17,273.156
2004-03-18,275.94
2004-03-19,273.373
2004-03-22,273.142
2004-03-23,274.463
2004-03-24,277.653
2004-03-25,276.643
2004-03-26,274.144
2004-03-29,278.057
2004-03-30,278.974
2004-03-31,281.574
2004-04-01,284.763
2004-04-02,287.865
2004-04-05,282.601
2004-04-06,285.855
2004-04-07,288.335
2004-04-08,286.143
2004-04-09,286.143
2004-04-12,285.34
2004-04-13,283.323
2004-04-14,282.21
2004-04-15,277.967
2004-04-16,280.998
2004-04-19,281.49
2004-04-20,286.654
2004-04-21,283.181
2004-04-22,294.241
2004-04-23,291.107
2004-04-26,293.029
2004-04-27,295.875
2004-04-28,291.125
2004-04-29,290.6
2004-04-30,287.165
2004-05-03,289.625
2004-05-04,290.029
2004-05-05,293.691
2004-05-06,289.996
2004-05-07,285.015
2004-05-10,277.42
2004-05-11,282.467
2004-05-12,280.782
2004-05-13,278.201
2004-05-14,277.763
2004-05-17,277.593
2004-05-18,278.798
2004-05-19,282.196
2004-05-20,279.687
2004-05-21,282.632
2004-05-24,282.818
2004-05-25,280.437
2004-05-26,282.287
2004-05-27,288.61
2004-05-28,287.68
2004-05-31,285.519
2004-06-01,288.445
2004-06-02,290.67
2004-06-03,292.609
2004-06-04,292.534
2004-06-07,298.931
2004-06-08,297.769
2004-06-09,292.435
2004-06-10,293.599
2004-06-11,292.584
2004-06-14,290.14
2004-06-15,291.237
2004-06-16,286.096
2004-06-17,286.926
2004-06-18,294.362
2004-06-21,294.732
2004-06-22,294.054
2004-06-23,296.531
2004-06-24,302.343
2004-06-25,301.35
2004-06-28,302.178
2004-06-29,301.367
2004-06-30,302.805
2004-07-01,300.777
2004-07-02,302.214
2004-07-05,302.803
2004-07-06,302.453
2004-07-07,304.1
2004-07-08,309.098
2004-07-09,307.699
2004-07-12,303.553
2004-07-13,298.97
2004-07-14,299.426
2004-07-15,296.517
2004-07-16,302.046
2004-07-19,297.512
2004-07-20,300.983
2004-07-21,299.285
2004-07-22,294.715
2004-07-23,291.165
2004-07-26,295.131
2004-07-27,298.27
2004-07-28,300.569
2004-07-29,304.736
2004-07-30,311.301
2004-08-02,309.769
2004-08-03,312.389
2004-08-04,310.873
2004-08-05,311.073
2004-08-06,311.742
2004-08-09,308.56
2004-08-10,309.334
2004-08-11,308.611
2004-08-12,309.925
2004-08-13,311.444
2004-08-16,312.102
2004-08-17,314.286
2004-08-18,314.251
2004-08-19,316.961
2004-08-20,314.616
2004-08-23,314.165
2004-08-24,312.72
2004-08-25,309.722
2004-08-26,310.344
2004-08-27,310.897
2004-08-30,311.605
2004-08-31,311.779
2004-09-01,312.386
2004-09-02,310.076
2004-09-03,308.482
2004-09-06,311.634
2004-09-07,310.7
2004-09-08,309.172
2004-09-09,311.233
2004-09-10,314.65
2004-09-13,310.601
2004-09-14,313.976
2004-09-15,309.189
2004-09-16,308.808
2004-09-17,308.94
2004-09-20,308.738
2004-09-21,312.927
2004-09-22,309.03
2004-09-23,309.077
2004-09-24,309.67
2004-09-27,308.545
2004-09-28,310.877
2004-09-29,316.219
2004-09-30,317.766
2004-10-01,321.46
2004-10-04,319.075
2004-10-05,317.133
2004-10-06,317.922
2004-10-07,321.263
2004-10-08,326.083
2004-10-11,328.09
2004-10-12,322.629
2004-10-13,324.256
2004-10-14,324.483
2004-10-15,327.149
2004-10-18,326.427
2004-10-19,332.236
2004-10-20,329.781
2004-10-21,330.8
2004-10-22,337.177
2004-10-25,337.622
2004-10-26,336.542
2004-10-27,337.95
2004-10-28,334.715
2004-10-29,336.225
2004-11-01,341.498
2004-11-02,339.614
2004-11-03,342.367
2004-11-04,344.484
2004-11-05,344.329
2004-11-08,344.719
2004-11-09,346.267
2004-11-10,355.916
2004-11-11,356.328
2004-11-12,356.004
2004-11-15,358.204
2004-11-16,355.062
2004-11-17,362.587
2004-11-18,359.744
2004-11-19,359.955
2004-11-22,358.847
2004-11-23,364.79
2004-11-24,366.685
2004-11-25,377.675
2004-11-26,379.526
2004-11-29,378.212
2004-11-30,379.67
2004-12-01,380.099
2004-12-02,379.851
2004-12-03,386.676
2004-12-06,388.295
2004-12-07,393.46
2004-12-08,387.195
2004-12-09,380.288
2004-12-10,381.618
2004-12-13,389.65
2004-12-14,382.987
2004-12-15,379.859
2004-12-16,371.347
2004-12-17,375.898
2004-12-20,388.929
2004-12-21,391.221
2004-12-22,393.819
2004-12-23,398.438
2004-12-24,399.471
2004-12-27,405.972
2004-12-28,407.392
2004-12-29,404.485
2004-12-30,407.414
2004-12-31,406.293
2005-01-03,403.55
2005-01-04,392.633
2005-01-05,389.426
2005-01-06,386.361
2005-01-07,402.286
2005-01-10,396.445
2005-01-11,397.724
2005-01-12,398.289
2005-01-13,399.685
2005-01-14,399.112
2005-01-17,399.546
2005-01-18,398.48
2005-01-19,392.651
2005-01-20,384.48
2005-01-21,387.39
2005-01-24,385.278
2005-01-25,386.138
2005-01-26,393.411
2005-01-27,390.117
2005-01-28,384.656
2005-01-31,389.26
2005-02-01,384.567
2005-02-02,388.05
2005-02-03,394.845
2005-02-04,388.387
2005-02-07,385.433
2005-02-08,383.195
2005-02-09,386.805
2005-02-10,384.99
2005-02-11,386.406
2005-02-14,387.903
2005-02-15,391.044
2005-02-16,397.287
2005-02-17,410.881
2005-02-18,413.603
2005-02-21,413.409
2005-02-22,408.428
2005-02-23,411.445
2005-02-24,411.788
2005-02-25,403.59
2005-02-28,413.549
2005-03-01,416.238
2005-03-02,410.154
2005-03-03,415.566
2005-03-04,426.673
2005-03-07,429.203
2005-03-08,435.031
2005-03-09,428.445
2005-03-10,424.099
2005-03-11,424.112
2005-03-14,431.126
2005-03-15,435.522
2005-03-16,433.028
2005-03-17,430.235
2005-03-18,431.577
2005-03-21,426.227
2005-03-22,427.683
2005-03-23,417.285
2005-03-24,419.243
2005-03-25,419.243
2005-03-28,416.301
2005-03-29,425.508
2005-03-30,417.589
2005-03-31,428.243
2005-04-01,438.496
2005-04-04,427.136
2005-04-05,429.836
2005-04-06,427.952
2005-04-07,436.567
2005-04-08,442.232
2005-04-11,445.325
2005-04-12,445.005
2005-04-13,434.276
2005-04-14,435.863
2005-04-15,432.678
2005-04-18,424.517
2005-04-19,430.73
2005-04-20,432.553
2005-04-21,435.496
2005-04-22,433.391
2005-04-25,431.566
2005-04-26,435.167
2005-04-27,422.159
2005-04-28,417.101
2005-04-29,417.68
2005-05-02,416.151
2005-05-03,418.511
2005-05-04,418.78
2005-05-05,418.279
2005-05-06,427.929
2005-05-09,426.511
2005-05-10,426.698
2005-05-11,427.646
2005-05-12,418.535
2005-05-13,423.175
2005-05-16,423.85
2005-05-17,419.682
2005-05-18,423.631
2005-05-19,422.272
2005-05-20,420.922
2005-05-23,424.389
2005-05-24,429.695
2005-05-25,423.697
2005-05-26,424.648
2005-05-27,425.77
2005-05-30,424.514
2005-05-31,423.888
2005-06-01,422.088
2005-06-02,427.222
2005-06-03,422.816
2005-06-06,420.186
2005-06-07,423.815
2005-06-08,433.936
2005-06-09,429.879
2005-06-10,430.676
2005-06-13,431.259
2005-06-14,433.709
2005-06-15,433.476
2005-06-16,445.964
2005-06-17,448.058
2005-06-20,448.628
2005-06-21,447.083
2005-06-22,448.099
2005-06-23,454.846
2005-06-24,456.224
2005-06-27,453.174
2005-06-28,455.903
2005-06-29,460.545
2005-06-30,466.705
2005-07-01,458.481
2005-07-04,455.788
2005-07-05,452.619
2005-07-06,449.809
2005-07-07,448.926
2005-07-08,449.678
2005-07-11,451.153
2005-07-12,449.113
2005-07-13,445.897
2005-07-14,443.405
2005-07-15,443.333
2005-07-18,444.644
2005-07-19,445.007
2005-07-20,445.501
2005-07-21,446.168
2005-07-22,447.434
2005-07-25,445.624
2005-07-26,447.994
2005-07-27,451.473
2005-07-28,453.884
2005-07-29,458.795
2005-08-01,462.598
2005-08-02,465.887
2005-08-03,468.165
2005-08-04,469.069
2005-08-05,470.81
2005-08-08,473.729
2005-08-09,476.696
2005-08-10,494.042
2005-08-11,484.794
2005-08-12,487.087
2005-08-15,481.52
2005-08-16,479.613
2005-08-17,478.757
2005-08-18,469.327
2005-08-19,472.493
2005-08-22,477.054
2005-08-23,470.079
2005-08-24,469.438
2005-08-25,467.101
2005-08-26,463.937
2005-08-29,460.87
2005-08-30,461.225
2005-08-31,471.162
2005-09-01,485.101
2005-09-02,486.307
2005-09-05,485.313
2005-09-06,493.017
2005-09-07,495.518
2005-09-08,493.834
2005-09-09,494.766
2005-09-12,493.287
2005-09-13,497.06
2005-09-14,490.375
2005-09-15,492.179
2005-09-16,491.045
2005-09-19,488.459
2005-09-20,497.125
2005-09-21,497.568
2005-09-22,503.18
2005-09-23,489.315
2005-09-26,482.478
2005-09-27,485.223
2005-09-28,484.192
2005-09-29,489.438
2005-09-30,490.611
2005-10-03,487.164
2005-10-04,485.747
2005-10-05,479.818
2005-10-06,472.656
2005-10-07,474.224
2005-10-10,475.93
2005-10-11,474.75
2005-10-12,473.556
2005-10-13,456.062
2005-10-14,454.274
2005-10-17,459.152
2005-10-18,449.882
2005-10-19,439.707
2005-10-20,440.16
2005-10-21,431.222
2005-10-24,442.861
2005-10-25,442.21
2005-10-26,450.109
2005-10-27,447.531
2005-10-28,446.151
2005-10-31,451.582
2005-11-01,448.935
2005-11-02,456.223
2005-11-03,460.776
2005-11-04,458.767
2005-11-07,455.763
2005-11-08,444.136
2005-11-09,445.262
