Date,FINLAND MID VALUE Mid Cap
2001-01-01,186.904
2001-01-02,191.413
2001-01-03,184.139
2001-01-04,187.381
2001-01-05,190.717
2001-01-08,189.965
2001-01-09,181.771
2001-01-10,178.062
2001-01-11,179.054
2001-01-12,181.232
2001-01-15,180.199
2001-01-16,177.734
2001-01-17,179.251
2001-01-18,181.354
2001-01-19,181.113
2001-01-22,179.125
2001-01-23,180.077
2001-01-24,175.932
2001-01-25,172.783
2001-01-26,171.367
2001-01-29,171.034
2001-01-30,172.841
2001-01-31,174.731
2001-02-01,176.774
2001-02-02,176.609
2001-02-05,177.287
2001-02-06,179.197
2001-02-07,175.018
2001-02-08,174.951
2001-02-09,172.656
2001-02-12,173.154
2001-02-13,170.737
2001-02-14,168.247
2001-02-15,167.302
2001-02-16,168.038
2001-02-19,171.117
2001-02-20,168.993
2001-02-21,167.561
2001-02-22,165.489
2001-02-23,164.46
2001-02-26,166.73
2001-02-27,171.484
2001-02-28,172.987
2001-03-01,175.017
2001-03-02,176.055
2001-03-05,177.604
2001-03-06,178.472
2001-03-07,177.874
2001-03-08,178.745
2001-03-09,178.56
2001-03-12,177.705
2001-03-13,171.655
2001-03-14,168.563
2001-03-15,169.868
2001-03-16,166.163
2001-03-19,166.331
2001-03-20,165.917
2001-03-21,163.598
2001-03-22,156.135
2001-03-23,158.556
2001-03-26,162.986
2001-03-27,163.157
2001-03-28,162.256
2001-03-29,158.255
2001-03-30,159.925
2001-04-02,158.972
2001-04-03,158.742
2001-04-04,158.59
2001-04-05,158.605
2001-04-06,160.7
2001-04-09,162.194
2001-04-10,161.809
2001-04-11,164.565
2001-04-12,166.202
2001-04-13,166.202
2001-04-16,164.5
2001-04-17,161.632
2001-04-18,164.092
2001-04-19,168.436
2001-04-20,171.941
2001-04-23,173.502
2001-04-24,173.298
2001-04-25,173.034
2001-04-26,176.485
2001-04-27,173.436
2001-04-30,180.995
2001-05-01,181.955
2001-05-02,179.84
2001-05-03,177.016
2001-05-04,178.286
2001-05-07,176.961
2001-05-08,175.163
2001-05-09,175.868
2001-05-10,179.606
2001-05-11,178.079
2001-05-14,176.664
2001-05-15,181.259
2001-05-16,180.589
2001-05-17,184.096
2001-05-18,183.906
2001-05-21,180.718
2001-05-22,178.452
2001-05-23,176.564
2001-05-24,175.898
2001-05-25,178.097
2001-05-28,178.907
2001-05-29,175.755
2001-05-30,173.931
2001-05-31,173.334
2001-06-01,173.445
2001-06-04,172.348
2001-06-05,172.815
2001-06-06,173.904
2001-06-07,175.098
2001-06-08,175.846
2001-06-11,172.031
2001-06-12,170.814
2001-06-13,167.677
2001-06-14,169.4
2001-06-15,165.545
2001-06-18,167.413
2001-06-19,170.178
2001-06-20,166.23
2001-06-21,168.679
2001-06-22,168.847
2001-06-25,171.117
2001-06-26,170.243
2001-06-27,168.195
2001-06-28,168.268
2001-06-29,167.814
2001-07-02,168.148
2001-07-03,170.037
2001-07-04,172.111
2001-07-05,170.006
2001-07-06,169.023
2001-07-09,172.106
2001-07-10,173.614
2001-07-11,172.484
2001-07-12,168.873
2001-07-13,170.453
2001-07-16,170.182
2001-07-17,167.559
2001-07-18,172.501
2001-07-19,173.49
2001-07-20,173.219
2001-07-23,172.003
2001-07-24,172.285
2001-07-25,169.216
2001-07-26,168.447
2001-07-27,168.174
2001-07-30,166.987
2001-07-31,164.708
2001-08-01,170.331
2001-08-02,173.551
2001-08-03,174.135
2001-08-06,173.914
2001-08-07,172.908
2001-08-08,170.774
2001-08-09,170.759
2001-08-10,170.581
2001-08-13,174.693
2001-08-14,172.554
2001-08-15,173.796
2001-08-16,175.032
2001-08-17,173.985
2001-08-20,172.32
2001-08-21,174.097
2001-08-22,176.534
2001-08-23,176.534
2001-08-24,177.969
2001-08-27,177.769
2001-08-28,176.712
2001-08-29,175.455
2001-08-30,174.565
2001-08-31,177.687
2001-09-03,174.564
2001-09-04,174.082
2001-09-05,174.921
2001-09-06,175.085
2001-09-07,174.463
2001-09-10,170.413
2001-09-11,167.359
2001-09-12,163.2
2001-09-13,165.565
2001-09-14,164.707
2001-09-17,161.792
2001-09-18,162.357
2001-09-19,165.198
2001-09-20,159.998
2001-09-21,155.603
2001-09-24,156.611
2001-09-25,159.4
2001-09-26,160.326
2001-09-27,160.932
2001-09-28,159.853
2001-10-01,163.314
2001-10-02,165.006
2001-10-03,164.073
2001-10-04,166.435
2001-10-05,167.231
2001-10-08,166.29
2001-10-09,169.835
2001-10-10,167.811
2001-10-11,169.61
2001-10-12,170.492
2001-10-15,169.552
2001-10-16,169.618
2001-10-17,169.582
2001-10-18,167.88
2001-10-19,168.505
2001-10-22,166.948
2001-10-23,169.455
2001-10-24,172.021
2001-10-25,173.134
2001-10-26,170.727
2001-10-29,172.832
2001-10-30,172.128
2001-10-31,174.998
2001-11-01,172.295
2001-11-02,170.696
2001-11-05,170.382
2001-11-06,169.786
2001-11-07,169.309
2001-11-08,169.241
2001-11-09,168.332
2001-11-12,169.559
2001-11-13,166.412
2001-11-14,167.912
2001-11-15,164.511
2001-11-16,165.804
2001-11-19,163.888
2001-11-20,163.862
2001-11-21,165.136
2001-11-22,166.06
2001-11-23,163.696
2001-11-26,166.252
2001-11-27,167.189
2001-11-28,167.778
2001-11-29,168.395
2001-11-30,171.15
2001-12-03,165.971
2001-12-04,166.563
2001-12-05,166.05
2001-12-06,166.62
2001-12-07,166.779
2001-12-10,167.149
2001-12-11,167.47
2001-12-12,167.34
2001-12-13,166.628
2001-12-14,169.509
2001-12-17,169.102
2001-12-18,170.303
2001-12-19,169.375
2001-12-20,167.275
2001-12-21,165.846
2001-12-24,164.191
2001-12-25,164.191
2001-12-26,164.331
2001-12-27,167.373
2001-12-28,168.329
2001-12-31,169.971
2002-01-01,169.971
2002-01-02,175.141
2002-01-03,179.241
2002-01-04,178.883
2002-01-07,181.458
2002-01-08,182.574
2002-01-09,180.86
2002-01-10,183.189
2002-01-11,184.008
2002-01-14,182.457
2002-01-15,180.72
2002-01-16,178.388
2002-01-17,180.607
2002-01-18,181.521
2002-01-21,179.567
2002-01-22,179.802
2002-01-23,179.223
2002-01-24,178.177
2002-01-25,175.622
2002-01-28,175.338
2002-01-29,177.205
2002-01-30,177.096
2002-01-31,178.281
2002-02-01,179.116
2002-02-04,181.473
2002-02-05,180.47
2002-02-06,180.481
2002-02-07,181.616
2002-02-08,180.131
2002-02-11,180.793
2002-02-12,184.231
2002-02-13,184.586
2002-02-14,187.285
2002-02-15,188.821
2002-02-18,188.812
2002-02-19,187.37
2002-02-20,186.088
2002-02-21,186.115
2002-02-22,187.067
2002-02-25,187.288
2002-02-26,187.226
2002-02-27,185.521
2002-02-28,185.819
2002-03-01,187.76
2002-03-04,189.269
2002-03-05,189.452
2002-03-06,190.597
2002-03-07,193.329
2002-03-08,193.574
2002-03-11,193.326
2002-03-12,191.766
2002-03-13,194.207
2002-03-14,196.517
2002-03-15,196.984
2002-03-18,197.312
2002-03-19,197.289
2002-03-20,197.134
2002-03-21,199.676
2002-03-22,200.039
2002-03-25,199.671
2002-03-26,200.655
2002-03-27,200.621
2002-03-28,200.54
2002-03-29,200.54
2002-04-01,202.184
2002-04-02,204.316
2002-04-03,207.758
2002-04-04,206.478
2002-04-05,205.494
2002-04-08,203.773
2002-04-09,205.917
2002-04-10,205.627
2002-04-11,206.351
2002-04-12,206.698
2002-04-15,208.506
2002-04-16,210.013
2002-04-17,212.767
2002-04-18,212.056
2002-04-19,211.8
2002-04-22,209.056
2002-04-23,207.904
2002-04-24,209.427
2002-04-25,207.877
2002-04-26,208.005
2002-04-29,207.823
2002-04-30,206.966
2002-05-01,208.138
2002-05-02,212.617
2002-05-03,215.445
2002-05-06,215.486
2002-05-07,214.853
2002-05-08,214.029
2002-05-09,213.982
2002-05-10,216.502
2002-05-13,215.908
2002-05-14,214.904
2002-05-15,214.577
2002-05-16,214.032
2002-05-17,218.506
2002-05-20,215.637
2002-05-21,212.705
2002-05-22,213.927
2002-05-23,213.331
2002-05-24,214.006
2002-05-27,213.114
2002-05-28,218.168
2002-05-29,216.542
2002-05-30,217.016
2002-05-31,217.528
2002-06-03,218.427
2002-06-04,216.801
2002-06-05,215.93
2002-06-06,218.829
2002-06-07,218.4
2002-06-10,220.405
2002-06-11,222.83
2002-06-12,219.727
2002-06-13,220.049
2002-06-14,217.494
2002-06-17,219.697
2002-06-18,222.97
2002-06-19,225.127
2002-06-20,223.942
2002-06-21,225.033
2002-06-24,220.605
2002-06-25,215.039
2002-06-26,215.21
2002-06-27,216.107
2002-06-28,218.843
2002-07-01,219.645
2002-07-02,219.222
2002-07-03,213.435
2002-07-04,216.104
2002-07-05,214.202
2002-07-08,217.547
2002-07-09,218.641
2002-07-10,213.805
2002-07-11,211.108
2002-07-12,208.291
2002-07-15,209.696
2002-07-16,202.375
2002-07-17,207.822
2002-07-18,204.288
2002-07-19,199.239
2002-07-22,193.701
2002-07-23,181.057
2002-07-24,172.295
2002-07-25,179.106
2002-07-26,177.101
2002-07-29,186.482
2002-07-30,193.62
2002-07-31,187.04
2002-08-01,188.609
2002-08-02,179.805
2002-08-05,172.639
2002-08-06,173.991
2002-08-07,175.209
2002-08-08,175.667
2002-08-09,177.099
2002-08-12,175.686
2002-08-13,174.067
2002-08-14,174.677
2002-08-15,176.295
2002-08-16,173.928
2002-08-19,175.526
2002-08-20,177.244
2002-08-21,186.198
2002-08-22,192.708
2002-08-23,193.289
2002-08-26,190.57
2002-08-27,193.422
2002-08-28,188.713
2002-08-29,186.353
2002-08-30,186.228
2002-09-02,187.169
2002-09-03,177.445
2002-09-04,180.521
2002-09-05,182.803
2002-09-06,178.521
2002-09-09,177.084
2002-09-10,181.29
2002-09-11,182.546
2002-09-12,181.673
2002-09-13,178.684
2002-09-16,178.172
2002-09-17,176.81
2002-09-18,172.802
2002-09-19,169.24
2002-09-20,167.217
2002-09-23,163.912
2002-09-24,159.038
2002-09-25,158.122
2002-09-26,167.264
2002-09-27,168.602
2002-09-30,161.676
2002-10-01,160.6
2002-10-02,161.317
2002-10-03,157.739
2002-10-04,159.551
2002-10-07,156.835
2002-10-08,153.676
2002-10-09,154.026
2002-10-10,156.982
2002-10-11,170.802
2002-10-14,172.546
2002-10-15,177.331
2002-10-16,175.832
2002-10-17,181.382
2002-10-18,182.57
2002-10-21,176.585
2002-10-22,183.812
2002-10-23,181.345
2002-10-24,192.996
2002-10-25,185.526
2002-10-28,188.85
2002-10-29,182.641
2002-10-30,183.212
2002-10-31,189.174
2002-11-01,185.175
2002-11-04,192.257
2002-11-05,192.564
2002-11-06,192.9
2002-11-07,193.712
2002-11-08,195.132
2002-11-11,185.853
2002-11-12,184.532
2002-11-13,183.778
2002-11-14,186.751
2002-11-15,183.294
2002-11-18,184.001
2002-11-19,186.168
2002-11-20,185.277
2002-11-21,191.707
2002-11-22,191.355
2002-11-25,196.73
2002-11-26,194.197
2002-11-27,201.269
2002-11-28,208.333
2002-11-29,211.762
2002-12-02,212.086
2002-12-03,205.024
2002-12-04,202.014
2002-12-05,203.918
2002-12-06,205.416
2002-12-09,200.073
2002-12-10,199.854
2002-12-11,201.303
2002-12-12,201.841
2002-12-13,200.807
2002-12-16,202.77
2002-12-17,203.94
2002-12-18,203.652
2002-12-19,198.377
2002-12-20,194.94
2002-12-23,194.407
2002-12-24,195.212
2002-12-25,195.212
2002-12-26,195.704
2002-12-27,194.981
2002-12-30,198.953
2002-12-31,199.733
2003-01-01,199.733
2003-01-02,208.477
2003-01-03,208.462
2003-01-06,209.743
2003-01-07,203.613
2003-01-08,201.796
2003-01-09,203.733
2003-01-10,203.823
2003-01-13,207.906
2003-01-14,210.893
2003-01-15,208.548
2003-01-16,211.346
2003-01-17,211.589
2003-01-20,214.298
2003-01-21,210.255
2003-01-22,206.475
2003-01-23,206.912
2003-01-24,205.996
2003-01-27,200.603
2003-01-28,198.425
2003-01-29,194.532
2003-01-30,179.864
2003-01-31,181.195
2003-02-03,184.865
2003-02-04,185.81
2003-02-05,185.412
2003-02-06,186.0
2003-02-07,186.763
2003-02-10,184.808
2003-02-11,184.918
2003-02-12,182.679
2003-02-13,181.441
2003-02-14,181.917
2003-02-17,183.604
2003-02-18,183.768
2003-02-19,185.751
2003-02-20,184.198
2003-02-21,182.803
2003-02-24,183.56
2003-02-25,180.15
2003-02-26,179.432
2003-02-27,177.239
2003-02-28,179.837
2003-03-03,179.885
