Date,FINLAND MID VALUE Mid Cap
2008-12-31,493.892
2009-01-30,432.145
2009-02-27,354.936
2009-03-31,360.858
2009-04-30,475.405
2009-05-29,528.846
2009-06-30,494.981
2009-07-31,561.993
2009-08-31,625.841
2009-09-30,649.837
2009-10-30,634.131
2009-11-30,663.956
2009-12-31,681.016
2010-01-29,661.061
2010-02-26,642.322
2010-03-31,742.521
2010-04-30,761.924
2010-05-31,649.949
2010-06-30,669.463
2010-07-30,756.408
2010-08-31,721.399
2010-09-30,868.67
2010-10-29,875.579
2010-11-30,824.345
2010-12-31,953.627
2011-01-31,1052.111
2011-02-28,1012.921
2011-03-31,1061.707
2011-04-29,1100.666
2011-05-31,1023.522
2011-06-30,981.836
2011-07-29,873.812
2011-08-31,759.477
2011-09-30,630.472
2011-10-31,710.54
2011-11-30,685.641
2011-12-30,654.517
2012-01-31,730.771
2012-02-29,777.704
2012-03-30,765.404
2012-04-30,752.467
2012-05-31,619.632
2012-06-29,672.18
2012-07-31,666.663
2012-08-31,680.254
2012-09-28,709.041
2012-10-31,711.197
2012-11-30,740.163
2012-12-31,787.61
2013-01-31,824.729
2013-02-28,787.962
2013-03-29,761.252
2013-04-30,803.49
2013-05-31,789.731
2013-06-28,728.53
2013-07-31,795.965
2013-08-30,824.606
2013-09-30,901.137
2013-10-31,977.939
2013-11-29,1008.166
2013-12-31,1047.272
2014-01-31,975.38
2014-02-28,1124.559
2014-03-31,1103.316
2014-04-30,1197.309
2014-05-30,1199.719
2014-06-30,1194.621
2014-07-31,1143.386
2014-08-29,1102.353
2014-09-30,1057.381
2014-10-31,1060.412
2014-11-28,1094.657
2014-12-31,1059.85
2015-01-30,1107.41
2015-02-27,1155.737
2015-03-31,1169.64
2015-04-30,1233.133
2015-05-29,1219.024
2015-06-30,1219.302
2015-07-31,1262.687
2015-08-31,1162.871
2015-09-30,1092.071
2015-10-30,1260.773
2015-11-30,1292.284
2015-12-31,1260.341
2016-01-29,1169.116
2016-02-29,1170.843
2016-03-31,1279.682
2016-04-29,1317.693
2016-05-31,1311.685
2016-06-30,1291.819
2016-07-29,1410.931
2016-08-31,1386.459
2016-09-30,1448.041
2016-10-31,1469.422
2016-11-30,1468.411
2016-12-30,1543.047
2017-01-31,1516.376
2017-02-28,1537.613
2017-03-31,1634.53
2017-04-28,1783.313
2017-05-31,1854.217
2017-06-30,1867.579
2017-07-31,1862.801
2017-08-31,1852.38
2017-09-29,1930.581
2017-10-31,2130.967
2017-11-30,2157.864
2017-12-29,2215.842
2018-01-31,2409.981
2018-02-28,2440.848
2018-03-30,2525.328
2018-04-30,2682.789
2018-05-31,2695.033
2018-06-29,2599.346
2018-07-31,2484.557
2018-08-31,2684.367
2018-09-28,2702.998
2018-10-31,2352.332
2018-11-30,2152.05
2018-12-31,2062.255
2019-01-31,2258.987
2019-02-28,2296.832
2019-03-29,2280.563
2019-04-30,2269.326
2019-05-31,2064.129
2019-06-28,2247.522
2019-07-31,2223.023
2019-08-30,2217.358
2019-09-30,2363.629
2019-10-31,2568.246
2019-11-29,2604.33
2019-12-31,2754.118
2020-01-31,2634.504
2020-02-28,2422.28
2020-03-31,2196.039
2020-04-30,2373.021
2020-05-29,2499.591
2020-06-30,2512.064
2020-07-31,2456.529
2020-08-31,2723.81
2020-09-30,2757.962
2020-10-30,2550.875
2020-11-30,2960.306
2020-12-31,3240.284
2021-01-29,3165.254
2021-02-26,3351.45
2021-03-31,3262.574
2021-04-30,3521.557
2021-05-31,3423.777
2021-06-30,3482.219
2021-07-30,3706.453
2021-08-31,3650.639
2021-09-30,3240.172
2021-10-29,3289.036
2021-11-30,3304.438
2021-12-31,3458.048
2022-01-31,3312.546
2022-02-28,3261.31
2022-03-31,3268.005
2022-04-29,3277.831
2022-05-31,3291.171
2022-06-30,2994.743
2022-07-29,3121.549
2022-08-31,3215.525
2022-09-30,2902.363
2022-10-31,3069.148
2022-11-30,3369.621
2022-12-30,3448.315
2023-01-31,3496.013
2023-02-28,3461.714
2023-03-31,3343.8
2023-04-28,3397.925
2023-05-31,3192.303
2023-06-30,3121.45
2023-07-31,3358.669
2023-08-31,3405.624
2023-09-29,3274.123
2023-10-31,3225.728
2023-11-30,3515.526
2023-12-29,3716.421
2024-01-31,3619.985
2024-02-29,3453.895
2024-03-29,3514.947
2024-04-30,3725.387
2024-05-31,4066.105
2024-06-28,3893.122
2024-07-31,3858.443
2024-08-30,4108.03
2024-09-30,4056.662
2024-10-31,3666.702
2024-11-29,3443.828
2024-12-31,3338.147
2025-01-31,3545.714
2025-02-28,3478.799
2025-03-31,3466.956
2025-04-30,3695.075
2025-05-30,3847.551
2025-06-30,3993.038
