Date,UNITED KINGDOM SMALL GROWTH Small Cap
1994-05-31,244.309
1994-06-30,238.925
1994-07-29,247.175
1994-08-31,255.291
1994-09-30,251.238
1994-10-31,258.836
1994-11-30,246.642
1994-12-30,247.815
1995-01-31,244.296
1995-02-28,240.809
1995-03-31,253.97
1995-04-28,257.491
1995-05-31,262.173
1995-06-30,259.799
1995-07-31,275.328
1995-08-31,277.802
1995-09-29,291.884
1995-10-31,290.445
1995-11-30,283.687
1995-12-29,291.528
1996-01-31,293.299
1996-02-29,306.94
1996-03-29,316.056
1996-04-30,331.111
1996-05-31,345.21
1996-06-28,338.752
1996-07-31,326.364
1996-08-30,342.805
1996-09-30,345.751
1996-10-31,367.883
1996-11-29,380.217
1996-12-31,392.49
1997-01-31,388.401
1997-02-28,399.395
1997-03-31,398.846
1997-04-30,388.116
1997-05-30,391.714
1997-06-30,386.273
1997-07-31,373.388
1997-08-29,386.86
1997-09-30,402.044
1997-10-31,412.917
1997-11-28,409.329
1997-12-31,411.262
1998-01-30,420.273
1998-02-27,450.297
1998-03-31,493.119
1998-04-30,499.516
1998-05-29,513.714
1998-06-30,496.708
1998-07-31,476.936
1998-08-31,417.794
1998-09-30,388.986
1998-10-30,390.463
1998-11-30,396.625
1998-12-31,401.765
1999-01-29,418.234
1999-02-26,428.911
1999-03-31,453.174
1999-04-30,466.933
1999-05-31,454.267
1999-06-30,460.916
1999-07-30,490.248
1999-08-31,502.46
1999-09-30,502.935
1999-10-29,522.807
1999-11-30,600.574
1999-12-31,690.637
2000-01-31,749.279
2000-02-29,849.06
2000-03-31,775.291
2000-04-28,660.848
2000-05-31,582.043
2000-06-30,643.109
2000-07-31,651.589
2000-08-31,681.284
2000-09-29,660.063
2000-10-31,604.791
2000-11-30,514.734
2000-12-29,555.793
2001-01-31,557.115
2001-02-28,508.303
2001-03-30,438.466
2001-04-30,465.458
2001-05-31,464.898
2001-06-29,421.822
2001-07-31,402.35
2001-08-31,405.335
2001-09-28,317.733
2001-10-31,343.537
2001-11-30,375.627
2001-12-31,393.026
2002-01-31,372.323
2002-02-28,361.613
2002-03-29,377.141
2002-04-30,383.538
2002-05-31,377.636
2002-06-28,348.482
2002-07-31,307.272
2002-08-30,302.324
2002-09-30,270.354
2002-10-31,278.55
2002-11-29,292.898
2002-12-31,283.634
2003-01-31,266.781
2003-02-28,256.714
2003-03-31,254.887
2003-04-30,285.575
2003-05-30,319.064
2003-06-30,331.322
2003-07-31,345.474
2003-08-29,356.74
2003-09-30,368.218
2003-10-31,400.154
2003-11-28,400.709
2003-12-31,421.149
2004-01-30,450.033
2004-02-27,476.683
2004-03-31,466.246
2004-04-30,446.573
2004-05-31,451.299
2004-06-30,465.76
2004-07-30,444.828
2004-08-31,438.435
2004-09-30,459.129
2004-10-29,472.686
2004-11-30,506.928
2004-12-31,536.488
2005-01-31,547.738
2005-02-28,564.914
2005-03-31,542.226
2005-04-29,517.206
2005-05-31,516.789
2005-06-30,529.795
2005-07-29,542.917
2005-08-31,570.22
2005-09-30,571.714
2005-10-31,551.23
2005-11-30,580.155
2005-12-30,606.045
2006-01-31,661.457
2006-02-28,667.311
2006-03-31,688.838
2006-04-28,740.499
2006-05-31,718.855
2006-06-30,717.236
2006-07-31,713.137
2006-08-31,745.377
2006-09-29,764.101
2006-10-31,799.63
2006-11-30,842.839
2006-12-29,886.833
2007-01-31,880.546
2007-02-28,898.64
2007-03-30,948.835
2007-04-30,993.828
2007-05-31,1000.0
2007-06-29,991.276
2007-07-31,984.123
2007-08-31,964.375
2007-09-28,964.98
2007-10-31,1068.316
2007-11-30,975.98
2007-12-31,941.943
2008-01-31,847.694
2008-02-29,894.351
2008-03-31,885.185
2008-04-30,916.594
2008-05-30,944.653
2008-06-30,925.864
2008-07-31,885.793
2008-08-29,843.51
2008-09-30,687.449
2008-10-31,498.597
2008-11-28,452.381
2008-12-31,434.41
2009-01-30,442.229
2009-02-27,430.859
2009-03-31,453.104
2009-04-30,531.968
2009-05-29,592.926
2009-06-30,602.883
2009-07-31,641.93
2009-08-31,683.62
2009-09-30,705.213
2009-10-30,715.77
2009-11-30,715.817
2009-12-31,734.576
2010-01-29,730.197
2010-02-26,700.841
2010-03-31,758.336
2010-04-30,788.451
2010-05-31,698.723
2010-06-30,705.451
2010-07-30,805.985
2010-08-31,790.472
2010-09-30,884.677
2010-10-29,925.19
2010-11-30,897.562
2010-12-31,984.307
2011-01-31,985.887
2011-02-28,1006.398
2011-03-31,998.108
2011-04-29,1088.383
2011-05-31,1062.204
2011-06-30,1022.399
2011-07-29,1026.881
2011-08-31,918.612
2011-09-30,814.962
2011-10-31,901.427
2011-11-30,868.534
2011-12-30,840.835
2012-01-31,925.39
2012-02-29,1008.248
2012-03-30,1001.354
2012-04-30,1027.978
2012-05-31,899.02
2012-06-29,930.274
2012-07-31,951.285
2012-08-31,994.852
2012-09-28,1041.747
2012-10-31,1049.776
2012-11-30,1046.61
2012-12-31,1087.219
2013-01-31,1107.918
2013-02-28,1105.931
2013-03-29,1131.166
2013-04-30,1142.212
2013-05-31,1155.377
2013-06-28,1113.302
2013-07-31,1205.103
2013-08-30,1214.879
2013-09-30,1302.417
2013-10-31,1338.838
2013-11-29,1380.958
2013-12-31,1445.015
2014-01-31,1414.733
2014-02-28,1552.47
2014-03-31,1492.006
2014-04-30,1452.468
2014-05-30,1460.291
2014-06-30,1451.965
2014-07-31,1405.18
2014-08-29,1432.24
2014-09-30,1348.631
2014-10-31,1338.669
2014-11-28,1341.798
2014-12-31,1362.919
2015-01-30,1316.909
2015-02-27,1442.506
2015-03-31,1383.155
2015-04-30,1472.43
2015-05-29,1554.084
2015-06-30,1550.529
2015-07-31,1579.563
2015-08-31,1519.904
2015-09-30,1462.444
2015-10-30,1526.056
2015-11-30,1526.203
2015-12-31,1508.303
2016-01-29,1345.076
2016-02-29,1323.155
2016-03-31,1420.308
2016-04-29,1426.814
2016-05-31,1482.931
2016-06-30,1258.037
2016-07-29,1335.949
2016-08-31,1353.37
2016-09-30,1370.557
2016-10-31,1263.416
2016-11-30,1293.389
2016-12-30,1320.649
2017-01-31,1352.928
2017-02-28,1377.61
2017-03-31,1404.419
2017-04-28,1530.637
2017-05-31,1573.884
2017-06-30,1537.688
2017-07-31,1600.264
2017-08-31,1590.819
2017-09-29,1665.67
2017-10-31,1711.757
2017-11-30,1722.436
2017-12-29,1786.165
2018-01-31,1861.873
2018-02-28,1761.049
2018-03-30,1758.978
2018-04-30,1815.428
2018-05-31,1849.715
2018-06-29,1851.062
2018-07-31,1848.398
2018-08-31,1832.502
2018-09-28,1787.501
2018-10-31,1600.52
2018-11-30,1539.808
2018-12-31,1454.3
2019-01-31,1610.099
2019-02-28,1679.165
2019-03-29,1699.629
2019-04-30,1815.183
2019-05-31,1708.694
2019-06-28,1729.424
2019-07-31,1681.621
2019-08-30,1619.784
2019-09-30,1681.074
2019-10-31,1786.88
2019-11-29,1850.563
2019-12-31,1988.565
2020-01-31,1919.514
2020-02-28,1712.999
2020-03-31,1337.444
2020-04-30,1524.295
2020-05-29,1607.66
2020-06-30,1596.772
2020-07-31,1697.824
2020-08-31,1824.4
2020-09-30,1742.969
2020-10-30,1710.839
2020-11-30,1917.778
2020-12-31,2091.568
2021-01-29,2074.828
2021-02-26,2156.976
2021-03-31,2169.549
2021-04-30,2311.377
2021-05-31,2344.966
2021-06-30,2253.797
2021-07-30,2331.059
2021-08-31,2413.854
2021-09-30,2265.26
2021-10-29,2297.083
2021-11-30,2138.276
2021-12-31,2267.261
2022-01-31,1994.492
2022-02-28,1923.843
2022-03-31,1854.306
2022-04-29,1714.171
2022-05-31,1687.574
2022-06-30,1480.88
2022-07-29,1626.271
2022-08-31,1454.692
2022-09-30,1258.51
2022-10-31,1334.101
2022-11-30,1482.126
2022-12-30,1454.741
2023-01-31,1568.226
2023-02-28,1547.074
2023-03-31,1521.979
2023-04-28,1606.97
2023-05-31,1530.845
2023-06-30,1576.232
2023-07-31,1656.653
2023-08-31,1597.18
2023-09-29,1511.522
2023-10-31,1402.804
2023-11-30,1556.763
2023-12-29,1669.162
2024-01-31,1646.619
2024-02-29,1628.942
2024-03-29,1686.256
2024-04-30,1647.97
2024-05-31,1782.616
2024-06-28,1720.066
2024-07-31,1857.355
2024-08-30,1869.401
2024-09-30,1905.637
2024-10-31,1771.905
2024-11-29,1791.906
2024-12-31,1731.19
2025-01-31,1778.214
2025-02-28,1755.249
2025-03-31,1718.924
2025-04-30,1833.007
2025-05-30,2005.557
2025-06-30,2089.801
