Date,UNITED KINGDOM SMALL GROWTH Small Cap
2003-02-03,270.254
2003-02-04,269.659
2003-02-05,271.33
2003-02-06,267.439
2003-02-07,266.393
2003-02-10,266.832
2003-02-11,266.548
2003-02-12,263.007
2003-02-13,262.917
2003-02-14,261.119
2003-02-17,261.545
2003-02-18,261.764
2003-02-19,261.993
2003-02-20,262.487
2003-02-21,262.687
2003-02-24,261.956
2003-02-25,254.938
2003-02-26,255.545
2003-02-27,254.189
2003-02-28,256.713
2003-03-03,260.069
2003-03-04,258.71
2003-03-05,257.948
2003-03-06,258.069
2003-03-07,255.479
2003-03-10,252.252
2003-03-11,251.753
2003-03-12,248.148
2003-03-13,250.104
2003-03-14,252.38
2003-03-17,253.384
2003-03-18,255.947
2003-03-19,257.308
2003-03-20,257.013
2003-03-21,260.376
2003-03-24,258.103
2003-03-25,257.157
2003-03-26,258.876
2003-03-27,256.858
2003-03-28,256.705
2003-03-31,254.886
2003-04-01,254.94
2003-04-02,258.094
2003-04-03,259.461
2003-04-04,258.32
2003-04-07,262.231
2003-04-08,259.89
2003-04-09,260.832
2003-04-10,263.38
2003-04-11,265.052
2003-04-14,267.317
2003-04-15,269.761
2003-04-16,273.038
2003-04-17,274.316
2003-04-18,274.161
2003-04-21,271.77
2003-04-22,274.891
2003-04-23,280.41
2003-04-24,281.135
2003-04-25,278.26
2003-04-28,279.906
2003-04-29,282.016
2003-04-30,285.574
2003-05-01,287.484
2003-05-02,288.884
2003-05-05,289.59
2003-05-06,296.148
2003-05-07,294.31
2003-05-08,293.924
2003-05-09,294.939
2003-05-12,298.676
2003-05-13,300.518
2003-05-14,302.737
2003-05-15,307.636
2003-05-16,312.706
2003-05-19,309.488
2003-05-20,310.48
2003-05-21,309.418
2003-05-22,308.97
2003-05-23,310.368
2003-05-26,310.494
2003-05-27,311.473
2003-05-28,314.989
2003-05-29,319.951
2003-05-30,319.063
2003-06-02,321.987
2003-06-03,319.65
2003-06-04,321.424
2003-06-05,329.497
2003-06-06,339.95
2003-06-09,335.322
2003-06-10,333.605
2003-06-11,338.455
2003-06-12,341.508
2003-06-13,340.868
2003-06-16,342.648
2003-06-17,348.531
2003-06-18,345.808
2003-06-19,342.607
2003-06-20,340.736
2003-06-23,338.104
2003-06-24,333.381
2003-06-25,336.405
2003-06-26,332.933
2003-06-27,331.459
2003-06-30,331.321
2003-07-01,331.12
2003-07-02,334.429
2003-07-03,336.507
2003-07-04,335.181
2003-07-07,336.734
2003-07-08,339.234
2003-07-09,339.193
2003-07-10,337.979
2003-07-11,337.657
2003-07-14,340.531
2003-07-15,337.68
2003-07-16,336.722
2003-07-17,331.831
2003-07-18,331.595
2003-07-21,332.68
2003-07-22,332.785
2003-07-23,336.131
2003-07-24,339.902
2003-07-25,341.894
2003-07-28,343.408
2003-07-29,345.313
2003-07-30,344.857
2003-07-31,345.473
2003-08-01,347.139
2003-08-04,347.71
2003-08-05,348.848
2003-08-06,345.418
2003-08-07,345.84
2003-08-08,346.258
2003-08-11,346.198
2003-08-12,347.981
2003-08-13,352.469
2003-08-14,352.419
2003-08-15,354.726
2003-08-18,355.064
2003-08-19,355.534
2003-08-20,354.687
2003-08-21,355.021
2003-08-22,354.364
2003-08-25,354.698
2003-08-26,351.531
2003-08-27,353.28
2003-08-28,354.516
2003-08-29,356.739
2003-09-01,357.268
2003-09-02,359.66
2003-09-03,367.213
2003-09-04,366.311
2003-09-05,368.517
2003-09-08,370.516
2003-09-09,368.389
2003-09-10,364.434
2003-09-11,363.28
2003-09-12,366.635
2003-09-15,368.148
2003-09-16,367.209
2003-09-17,372.149
2003-09-18,377.069
2003-09-19,380.451
2003-09-22,380.677
2003-09-23,378.782
2003-09-24,380.96
2003-09-25,375.742
2003-09-26,370.707
2003-09-29,371.163
2003-09-30,368.217
2003-10-01,370.983
2003-10-02,375.316
2003-10-03,379.195
2003-10-06,382.237
2003-10-07,381.634
2003-10-08,382.086
2003-10-09,385.378
2003-10-10,388.49
2003-10-13,390.677
2003-10-14,391.823
2003-10-15,396.861
2003-10-16,398.856
2003-10-17,396.458
2003-10-20,397.887
2003-10-21,398.878
2003-10-22,395.425
2003-10-23,391.032
2003-10-24,392.105
2003-10-27,392.749
2003-10-28,394.151
2003-10-29,397.872
2003-10-30,399.998
2003-10-31,400.153
2003-11-03,398.959
2003-11-04,398.178
2003-11-05,395.901
2003-11-06,394.349
2003-11-07,399.2
2003-11-10,398.253
2003-11-11,393.629
2003-11-12,397.284
2003-11-13,398.36
2003-11-14,397.154
2003-11-17,391.941
2003-11-18,395.353
2003-11-19,393.301
2003-11-20,391.105
2003-11-21,391.221
2003-11-24,393.026
2003-11-25,395.136
2003-11-26,398.036
2003-11-27,399.481
2003-11-28,400.707
2003-12-01,404.271
2003-12-02,407.635
2003-12-03,409.595
2003-12-04,407.676
2003-12-05,407.959
2003-12-08,407.921
2003-12-09,411.258
2003-12-10,408.314
2003-12-11,404.537
2003-12-12,405.84
2003-12-15,407.749
2003-12-16,405.418
2003-12-17,406.691
2003-12-18,409.348
2003-12-19,409.895
2003-12-22,409.376
2003-12-23,412.274
2003-12-24,414.22
2003-12-25,414.255
2003-12-26,414.711
2003-12-29,414.631
2003-12-30,418.949
2003-12-31,421.148
2004-01-01,421.22
2004-01-02,422.863
2004-01-05,427.719
2004-01-06,431.915
2004-01-07,432.818
2004-01-08,440.467
2004-01-09,447.281
2004-01-12,446.514
2004-01-13,449.426
2004-01-14,451.139
2004-01-15,449.09
2004-01-16,449.379
2004-01-19,447.672
2004-01-20,454.731
2004-01-21,458.382
2004-01-22,457.291
2004-01-23,453.882
2004-01-26,450.222
2004-01-27,452.478
2004-01-28,453.564
2004-01-29,444.319
2004-01-30,450.032
2004-02-02,452.589
2004-02-03,456.474
2004-02-04,451.146
2004-02-05,455.097
2004-02-06,461.221
2004-02-09,466.807
2004-02-10,466.847
2004-02-11,468.234
2004-02-12,477.524
2004-02-13,478.928
2004-02-16,478.808
2004-02-17,485.606
2004-02-18,489.761
2004-02-19,488.147
2004-02-20,483.536
2004-02-23,481.991
2004-02-24,482.206
2004-02-25,481.89
2004-02-26,477.279
2004-02-27,476.682
2004-03-01,482.93
2004-03-02,479.283
2004-03-03,470.9
2004-03-04,471.491
2004-03-05,479.198
2004-03-08,481.061
2004-03-09,477.061
2004-03-10,463.343
2004-03-11,453.783
2004-03-12,457.219
2004-03-15,451.388
2004-03-16,456.334
2004-03-17,457.706
2004-03-18,462.399
2004-03-19,466.553
2004-03-22,461.425
2004-03-23,461.19
2004-03-24,458.287
2004-03-25,457.694
2004-03-26,456.955
2004-03-29,461.477
2004-03-30,463.066
2004-03-31,466.245
2004-04-01,473.939
2004-04-02,470.434
2004-04-05,465.623
2004-04-06,467.342
2004-04-07,470.775
2004-04-08,470.488
2004-04-09,470.497
2004-04-12,470.499
2004-04-13,466.047
2004-04-14,454.048
2004-04-15,453.267
2004-04-16,459.485
2004-04-19,460.715
2004-04-20,460.795
2004-04-21,451.368
2004-04-22,451.463
2004-04-23,454.897
2004-04-26,461.013
2004-04-27,461.665
2004-04-28,455.535
2004-04-29,450.582
2004-04-30,446.572
2004-05-03,446.904
2004-05-04,452.494
2004-05-05,450.735
2004-05-06,448.369
2004-05-07,443.124
2004-05-10,428.795
2004-05-11,427.322
2004-05-12,430.146
2004-05-13,429.752
2004-05-14,426.283
2004-05-17,419.69
2004-05-18,425.787
2004-05-19,435.703
2004-05-20,430.045
2004-05-21,435.686
2004-05-24,437.738
2004-05-25,439.861
2004-05-26,444.372
2004-05-27,450.427
2004-05-28,451.298
2004-05-31,451.298
2004-06-01,450.274
2004-06-02,454.219
2004-06-03,453.585
2004-06-04,455.786
2004-06-07,458.422
2004-06-08,460.165
2004-06-09,459.313
2004-06-10,459.873
2004-06-11,456.417
2004-06-14,453.002
2004-06-15,453.332
2004-06-16,457.983
2004-06-17,460.625
2004-06-18,461.758
2004-06-21,461.703
2004-06-22,459.73
2004-06-23,462.102
2004-06-24,464.531
2004-06-25,465.787
2004-06-28,469.567
2004-06-29,463.359
2004-06-30,465.759
2004-07-01,462.995
2004-07-02,464.228
2004-07-05,462.31
2004-07-06,460.019
2004-07-07,462.609
2004-07-08,460.858
2004-07-09,460.255
2004-07-12,463.021
2004-07-13,462.401
2004-07-14,458.831
2004-07-15,456.595
2004-07-16,464.251
2004-07-19,462.054
2004-07-20,455.233
2004-07-21,453.395
2004-07-22,449.809
2004-07-23,446.593
2004-07-26,442.923
2004-07-27,439.881
2004-07-28,440.813
2004-07-29,443.846
2004-07-30,444.827
2004-08-02,445.882
2004-08-03,444.596
2004-08-04,439.57
2004-08-05,438.443
2004-08-06,437.751
2004-08-09,433.225
2004-08-10,436.695
2004-08-11,432.222
2004-08-12,430.951
2004-08-13,435.154
2004-08-16,436.929
2004-08-17,436.0
2004-08-18,435.183
2004-08-19,439.974
2004-08-20,437.321
2004-08-23,437.589
2004-08-24,434.397
2004-08-25,435.458
2004-08-26,436.674
2004-08-27,437.316
2004-08-30,437.197
2004-08-31,438.434
2004-09-01,439.0
2004-09-02,440.303
2004-09-03,438.771
2004-09-06,443.066
2004-09-07,444.217
2004-09-08,448.499
2004-09-09,447.75
2004-09-10,454.667
2004-09-13,455.606
2004-09-14,455.78
2004-09-15,450.654
2004-09-16,454.255
2004-09-17,457.644
2004-09-20,454.724
2004-09-21,456.621
2004-09-22,456.643
2004-09-23,454.318
2004-09-24,455.271
2004-09-27,455.678
2004-09-28,457.835
2004-09-29,455.146
2004-09-30,459.128
2004-10-01,460.724
2004-10-04,462.619
2004-10-05,461.193
2004-10-06,459.726
2004-10-07,463.568
2004-10-08,465.898
2004-10-11,464.23
2004-10-12,457.533
2004-10-13,454.654
2004-10-14,456.13
2004-10-15,459.34
2004-10-18,456.906
2004-10-19,460.182
2004-10-20,459.54
2004-10-21,466.577
2004-10-22,468.805
2004-10-25,468.45
2004-10-26,470.334
2004-10-27,473.852
2004-10-28,472.204
2004-10-29,472.685
2004-11-01,475.665
2004-11-02,479.015
2004-11-03,485.483
2004-11-04,484.739
2004-11-05,489.008
2004-11-08,488.152
2004-11-09,487.8
2004-11-10,486.603
2004-11-11,489.32
2004-11-12,495.083
2004-11-15,494.393
2004-11-16,492.815
2004-11-17,496.105
2004-11-18,495.084
2004-11-19,497.139
2004-11-22,492.691
2004-11-23,498.552
2004-11-24,501.421
2004-11-25,504.389
2004-11-26,505.39
2004-11-29,504.023
2004-11-30,506.928
2004-12-01,512.822
2004-12-02,512.807
2004-12-03,519.524
2004-12-06,519.691
2004-12-07,521.818
2004-12-08,516.22
2004-12-09,511.548
2004-12-10,514.269
2004-12-13,519.926
2004-12-14,520.624
2004-12-15,528.126
2004-12-16,528.649
2004-12-17,527.554
2004-12-20,531.856
2004-12-21,527.148
2004-12-22,526.132
2004-12-23,530.002
2004-12-24,531.664
2004-12-27,533.735
2004-12-28,532.424
2004-12-29,531.877
2004-12-30,535.235
2004-12-31,536.488
2005-01-03,531.828
2005-01-04,529.067
2005-01-05,525.789
2005-01-06,522.541
2005-01-07,524.042
2005-01-10,526.792
2005-01-11,527.784
2005-01-12,532.321
2005-01-13,533.074
2005-01-14,531.672
2005-01-17,532.264
2005-01-18,533.566
2005-01-19,538.832
2005-01-20,537.456
2005-01-21,536.901
2005-01-24,537.338
2005-01-25,535.582
2005-01-26,542.101
2005-01-27,544.025
2005-01-28,544.003
2005-01-31,547.737
2005-02-01,551.181
2005-02-02,554.638
2005-02-03,554.755
2005-02-04,556.638
2005-02-07,553.012
2005-02-08,552.131
2005-02-09,552.58
2005-02-10,555.656
2005-02-11,555.524
2005-02-14,561.549
2005-02-15,560.934
2005-02-16,552.898
2005-02-17,556.758
2005-02-18,557.245
2005-02-21,555.195
2005-02-22,554.665
2005-02-23,552.143
2005-02-24,553.86
2005-02-25,560.58
2005-02-28,564.913
2005-03-01,564.731
2005-03-02,560.953
2005-03-03,561.943
2005-03-04,570.957
2005-03-07,565.098
2005-03-08,567.118
2005-03-09,564.611
2005-03-10,564.065
2005-03-11,566.91
2005-03-14,560.986
2005-03-15,562.773
2005-03-16,562.644
2005-03-17,561.22
2005-03-18,559.763
2005-03-21,554.402
2005-03-22,552.578
2005-03-23,535.568
2005-03-24,538.47
2005-03-25,538.47
2005-03-28,537.246
2005-03-29,536.969
2005-03-30,536.766
2005-03-31,542.226
2005-04-01,545.776
2005-04-04,537.808
2005-04-05,538.622
2005-04-06,542.871
2005-04-07,544.639
2005-04-08,546.42
2005-04-11,549.407
2005-04-12,546.703
2005-04-13,550.88
2005-04-14,543.193
2005-04-15,539.907
2005-04-18,531.591
2005-04-19,539.836
2005-04-20,540.057
2005-04-21,537.713
2005-04-22,541.308
2005-04-25,540.178
2005-04-26,534.821
2005-04-27,524.836
2005-04-28,518.244
2005-04-29,517.206
2005-05-02,512.644
2005-05-03,515.46
2005-05-04,514.758
2005-05-05,518.184
2005-05-06,514.29
2005-05-09,512.861
2005-05-10,508.791
2005-05-11,506.548
2005-05-12,509.044
2005-05-13,505.864
2005-05-16,500.922
2005-05-17,503.532
2005-05-18,501.946
2005-05-19,507.048
2005-05-20,504.221
2005-05-23,508.302
2005-05-24,509.467
2005-05-25,511.732
2005-05-26,514.536
2005-05-27,516.087
2005-05-30,516.212
2005-05-31,516.789
2005-06-01,517.991
2005-06-02,520.329
2005-06-03,523.054
2005-06-06,523.716
2005-06-07,530.11
2005-06-08,532.454
2005-06-09,526.614
2005-06-10,528.136
2005-06-13,527.427
2005-06-14,528.178
2005-06-15,530.546
2005-06-16,534.956
2005-06-17,539.46
2005-06-20,537.496
2005-06-21,536.796
2005-06-22,537.801
2005-06-23,539.292
2005-06-24,536.944
2005-06-27,534.49
2005-06-28,534.023
2005-06-29,531.975
2005-06-30,529.795
2005-07-01,528.619
2005-07-04,524.435
2005-07-05,520.287
2005-07-06,527.847
2005-07-07,516.217
2005-07-08,524.155
2005-07-11,533.668
2005-07-12,537.885
2005-07-13,532.986
2005-07-14,533.058
2005-07-15,528.615
2005-07-18,525.432
2005-07-19,519.416
2005-07-20,518.115
2005-07-21,525.676
2005-07-22,526.999
2005-07-25,527.783
2005-07-26,527.668
2005-07-27,532.708
2005-07-28,538.548
2005-07-29,542.917
2005-08-01,547.052
2005-08-02,550.196
2005-08-03,555.258
2005-08-04,555.857
2005-08-05,555.034
2005-08-08,558.909
2005-08-09,560.084
2005-08-10,565.342
2005-08-11,566.359
2005-08-12,569.664
2005-08-15,568.597
2005-08-16,567.991
2005-08-17,566.215
2005-08-18,558.996
2005-08-19,561.434
2005-08-22,566.316
2005-08-23,565.3
2005-08-24,565.749
2005-08-25,566.13
2005-08-26,569.497
2005-08-29,567.655
2005-08-30,563.15
2005-08-31,570.22
2005-09-01,585.333
2005-09-02,588.626
2005-09-05,588.434
2005-09-06,586.859
2005-09-07,590.608
2005-09-08,588.907
2005-09-09,591.506
2005-09-12,588.26
2005-09-13,582.131
2005-09-14,585.197
2005-09-15,578.788
2005-09-16,581.79
2005-09-19,583.823
2005-09-20,584.416
2005-09-21,582.253
2005-09-22,573.398
2005-09-23,570.176
2005-09-26,571.404
2005-09-27,567.704
2005-09-28,568.741
2005-09-29,568.167
2005-09-30,571.714
2005-10-03,568.19
2005-10-04,570.441
2005-10-05,564.174
2005-10-06,560.744
2005-10-07,554.702
2005-10-10,553.443
2005-10-11,553.676
2005-10-12,552.65
2005-10-13,542.176
2005-10-14,546.81
2005-10-17,542.15
2005-10-18,537.448
2005-10-19,528.04
2005-10-20,537.628
2005-10-21,537.252
2005-10-24,543.676
2005-10-25,548.591
2005-10-26,551.591
2005-10-27,547.085
2005-10-28,542.23
2005-10-31,551.23
2005-11-01,552.744
2005-11-02,561.324
2005-11-03,568.688
2005-11-04,560.336
2005-11-07,561.049
2005-11-08,559.336
