Date,UNITED KINGDOM SMALL GROWTH Small Cap
2001-01-01,556.217
2001-01-02,557.81
2001-01-03,552.15
2001-01-04,555.913
2001-01-05,556.256
2001-01-08,554.675
2001-01-09,552.233
2001-01-10,549.587
2001-01-11,550.498
2001-01-12,549.203
2001-01-15,551.005
2001-01-16,547.652
2001-01-17,553.383
2001-01-18,557.202
2001-01-19,561.824
2001-01-22,557.963
2001-01-23,561.493
2001-01-24,558.242
2001-01-25,559.031
2001-01-26,555.238
2001-01-29,555.229
2001-01-30,557.693
2001-01-31,557.114
2001-02-01,559.983
2001-02-02,557.357
2001-02-05,558.401
2001-02-06,554.918
2001-02-07,553.8
2001-02-08,547.652
2001-02-09,546.232
2001-02-12,547.781
2001-02-13,547.112
2001-02-14,543.678
2001-02-15,538.642
2001-02-16,532.869
2001-02-19,527.848
2001-02-20,525.203
2001-02-21,517.426
2001-02-22,511.365
2001-02-23,511.053
2001-02-26,510.781
2001-02-27,511.942
2001-02-28,508.301
2001-03-01,506.429
2001-03-02,510.229
2001-03-05,509.587
2001-03-06,515.689
2001-03-07,517.836
2001-03-08,518.721
2001-03-09,511.825
2001-03-12,500.7
2001-03-13,482.924
2001-03-14,473.223
2001-03-15,474.251
2001-03-16,468.861
2001-03-19,462.215
2001-03-20,463.348
2001-03-21,454.157
2001-03-22,434.05
2001-03-23,439.764
2001-03-26,444.016
2001-03-27,446.487
2001-03-28,445.325
2001-03-29,443.218
2001-03-30,438.465
2001-04-02,439.354
2001-04-03,429.833
2001-04-04,424.036
2001-04-05,429.272
2001-04-06,432.818
2001-04-09,431.954
2001-04-10,432.617
2001-04-11,436.479
2001-04-12,441.418
2001-04-13,440.868
2001-04-16,439.524
2001-04-17,438.632
2001-04-18,442.875
2001-04-19,453.43
2001-04-20,459.626
2001-04-23,458.99
2001-04-24,458.005
2001-04-25,459.945
2001-04-26,461.007
2001-04-27,462.119
2001-04-30,465.457
2001-05-01,466.685
2001-05-02,471.216
2001-05-03,470.674
2001-05-04,473.016
2001-05-07,473.917
2001-05-08,473.677
2001-05-09,468.153
2001-05-10,466.845
2001-05-11,465.884
2001-05-14,465.014
2001-05-15,466.309
2001-05-16,464.451
2001-05-17,469.086
2001-05-18,469.564
2001-05-21,472.461
2001-05-22,474.687
2001-05-23,473.068
2001-05-24,467.668
2001-05-25,470.845
2001-05-28,470.348
2001-05-29,469.261
2001-05-30,468.202
2001-05-31,464.897
2001-06-01,463.426
2001-06-04,465.218
2001-06-05,466.028
2001-06-06,461.581
2001-06-07,460.442
2001-06-08,457.679
2001-06-11,454.101
2001-06-12,451.588
2001-06-13,453.866
2001-06-14,453.001
2001-06-15,447.588
2001-06-18,446.366
2001-06-19,444.301
2001-06-20,437.966
2001-06-21,441.786
2001-06-22,439.812
2001-06-25,439.275
2001-06-26,430.979
2001-06-27,426.644
2001-06-28,421.571
2001-06-29,421.821
2001-07-02,424.668
2001-07-03,422.012
2001-07-04,419.128
2001-07-05,411.301
2001-07-06,405.825
2001-07-09,404.227
2001-07-10,405.49
2001-07-11,402.812
2001-07-12,403.584
2001-07-13,401.761
2001-07-16,401.737
2001-07-17,398.377
2001-07-18,401.619
2001-07-19,402.547
2001-07-20,405.424
2001-07-23,403.211
2001-07-24,399.983
2001-07-25,397.381
2001-07-26,398.609
2001-07-27,397.882
2001-07-30,399.743
2001-07-31,402.349
2001-08-01,408.074
2001-08-02,411.307
2001-08-03,411.075
2001-08-06,406.619
2001-08-07,404.276
2001-08-08,401.972
2001-08-09,398.904
2001-08-10,401.487
2001-08-13,400.038
2001-08-14,402.212
2001-08-15,407.043
2001-08-16,408.127
2001-08-17,407.79
2001-08-20,407.793
2001-08-21,409.504
2001-08-22,411.334
2001-08-23,407.908
2001-08-24,409.087
2001-08-27,408.097
2001-08-28,409.769
2001-08-29,409.254
2001-08-30,406.685
2001-08-31,405.334
2001-09-03,403.513
2001-09-04,401.624
2001-09-05,399.465
2001-09-06,390.469
2001-09-07,386.766
2001-09-10,374.875
2001-09-11,367.473
2001-09-12,356.363
2001-09-13,360.574
2001-09-14,357.117
2001-09-17,350.04
2001-09-18,341.285
2001-09-19,335.477
2001-09-20,319.521
2001-09-21,302.488
2001-09-24,312.479
2001-09-25,317.07
2001-09-26,320.438
2001-09-27,318.08
2001-09-28,317.732
2001-10-01,318.095
2001-10-02,314.141
2001-10-03,316.49
2001-10-04,322.628
2001-10-05,325.239
2001-10-08,320.963
2001-10-09,322.293
2001-10-10,324.45
2001-10-11,332.474
2001-10-12,337.21
2001-10-15,337.638
2001-10-16,341.595
2001-10-17,347.292
2001-10-18,342.145
2001-10-19,338.531
2001-10-22,335.974
2001-10-23,337.889
2001-10-24,338.767
2001-10-25,341.645
2001-10-26,344.878
2001-10-29,348.356
2001-10-30,343.395
2001-10-31,343.536
2001-11-01,344.929
2001-11-02,346.544
2001-11-05,347.463
2001-11-06,351.645
2001-11-07,355.637
2001-11-08,360.543
2001-11-09,363.806
2001-11-12,362.004
2001-11-13,364.16
2001-11-14,371.599
2001-11-15,376.852
2001-11-16,377.256
2001-11-19,378.993
2001-11-20,376.42
2001-11-21,372.515
2001-11-22,372.551
2001-11-23,372.879
2001-11-26,377.425
2001-11-27,376.617
2001-11-28,375.774
2001-11-29,373.442
2001-11-30,375.626
2001-12-03,373.282
2001-12-04,374.318
2001-12-05,379.234
2001-12-06,386.817
2001-12-07,389.777
2001-12-10,389.889
2001-12-11,388.151
2001-12-12,387.634
2001-12-13,384.347
2001-12-14,385.126
2001-12-17,386.706
2001-12-18,387.867
2001-12-19,385.597
2001-12-20,384.701
2001-12-21,382.687
2001-12-24,383.223
2001-12-25,383.039
2001-12-26,385.459
2001-12-27,388.067
2001-12-28,387.214
2001-12-31,393.025
2002-01-01,392.848
2002-01-02,390.546
2002-01-03,392.906
2002-01-04,395.531
2002-01-07,395.84
2002-01-08,394.191
2002-01-09,391.188
2002-01-10,389.974
2002-01-11,390.507
2002-01-14,391.268
2002-01-15,388.56
2002-01-16,384.616
2002-01-17,384.731
2002-01-18,385.152
2002-01-21,385.494
2002-01-22,383.504
2002-01-23,380.812
2002-01-24,380.691
2002-01-25,376.196
2002-01-28,374.546
2002-01-29,374.106
2002-01-30,370.242
2002-01-31,372.321
2002-02-01,373.395
2002-02-04,372.876
2002-02-05,369.14
2002-02-06,365.789
2002-02-07,364.838
2002-02-08,366.612
2002-02-11,369.872
2002-02-12,372.031
2002-02-13,371.083
2002-02-14,369.981
2002-02-15,370.588
2002-02-18,368.951
2002-02-19,366.439
2002-02-20,363.506
2002-02-21,362.721
2002-02-22,361.484
2002-02-25,361.432
2002-02-26,363.953
2002-02-27,362.649
2002-02-28,361.612
2002-03-01,363.619
2002-03-04,369.003
2002-03-05,370.04
2002-03-06,370.929
2002-03-07,375.946
2002-03-08,374.003
2002-03-11,374.577
2002-03-12,370.368
2002-03-13,371.037
2002-03-14,372.452
2002-03-15,373.366
2002-03-18,373.959
2002-03-19,372.519
2002-03-20,373.966
2002-03-21,375.258
2002-03-22,375.696
2002-03-25,376.178
2002-03-26,373.734
2002-03-27,375.286
2002-03-28,377.274
2002-03-29,377.14
2002-04-01,381.554
2002-04-02,383.739
2002-04-03,382.717
2002-04-04,381.323
2002-04-05,382.46
2002-04-08,380.113
2002-04-09,379.781
2002-04-10,380.665
2002-04-11,381.393
2002-04-12,379.187
2002-04-15,379.799
2002-04-16,381.294
2002-04-17,383.967
2002-04-18,384.539
2002-04-19,385.776
2002-04-22,387.58
2002-04-23,386.442
2002-04-24,386.151
2002-04-25,385.692
2002-04-26,384.995
2002-04-29,384.702
2002-04-30,383.537
2002-05-01,385.726
2002-05-02,388.013
2002-05-03,389.757
2002-05-06,390.032
2002-05-07,386.723
2002-05-08,386.931
2002-05-09,387.589
2002-05-10,387.221
2002-05-13,385.921
2002-05-14,383.366
2002-05-15,386.469
2002-05-16,386.036
2002-05-17,388.458
2002-05-20,389.417
2002-05-21,387.655
2002-05-22,385.964
2002-05-23,382.173
2002-05-24,383.065
2002-05-27,384.088
2002-05-28,383.454
2002-05-29,379.936
2002-05-30,378.995
2002-05-31,377.635
2002-06-03,377.446
2002-06-04,377.916
2002-06-05,371.844
2002-06-06,372.553
2002-06-07,369.735
2002-06-10,369.74
2002-06-11,371.672
2002-06-12,367.885
2002-06-13,364.199
2002-06-14,354.354
2002-06-17,358.356
2002-06-18,358.532
2002-06-19,353.604
2002-06-20,350.695
2002-06-21,351.188
2002-06-24,346.333
2002-06-25,347.584
2002-06-26,344.602
2002-06-27,346.49
2002-06-28,348.481
2002-07-01,350.105
2002-07-02,341.477
2002-07-03,330.244
2002-07-04,332.717
2002-07-05,337.438
2002-07-08,339.789
2002-07-09,337.081
2002-07-10,331.225
2002-07-11,319.239
2002-07-12,320.584
2002-07-15,313.524
2002-07-16,309.819
2002-07-17,313.918
2002-07-18,322.121
2002-07-19,316.864
2002-07-22,309.897
2002-07-23,304.832
2002-07-24,297.347
2002-07-25,303.545
2002-07-26,298.116
2002-07-29,304.703
2002-07-30,307.475
2002-07-31,307.271
2002-08-01,300.82
2002-08-02,298.811
2002-08-05,291.385
2002-08-06,285.362
2002-08-07,287.441
2002-08-08,289.272
2002-08-09,292.363
2002-08-12,290.962
2002-08-13,291.687
2002-08-14,292.293
2002-08-15,295.012
2002-08-16,295.682
2002-08-19,299.955
2002-08-20,300.691
2002-08-21,303.564
2002-08-22,306.912
2002-08-23,307.156
2002-08-26,307.955
2002-08-27,310.778
2002-08-28,305.627
2002-08-29,303.279
2002-08-30,302.324
2002-09-02,302.479
2002-09-03,300.052
2002-09-04,296.84
2002-09-05,293.539
2002-09-06,294.532
2002-09-09,292.581
2002-09-10,296.111
2002-09-11,296.575
2002-09-12,293.905
2002-09-13,291.527
2002-09-16,288.51
2002-09-17,285.884
2002-09-18,281.175
2002-09-19,277.553
2002-09-20,277.557
2002-09-23,274.401
2002-09-24,268.586
2002-09-25,270.342
2002-09-26,274.254
2002-09-27,275.416
2002-09-30,270.353
2002-10-01,268.2
2002-10-02,264.111
2002-10-03,263.517
2002-10-04,261.718
2002-10-07,258.981
2002-10-08,257.383
2002-10-09,255.825
2002-10-10,254.079
2002-10-11,260.601
2002-10-14,258.398
2002-10-15,267.382
2002-10-16,267.517
2002-10-17,273.548
2002-10-18,273.359
2002-10-21,274.09
2002-10-22,275.292
2002-10-23,273.136
2002-10-24,274.717
2002-10-25,275.567
2002-10-28,279.048
2002-10-29,273.614
2002-10-30,276.051
2002-10-31,278.55
2002-11-01,278.154
2002-11-04,285.464
2002-11-05,285.968
2002-11-06,288.02
2002-11-07,290.976
2002-11-08,289.693
2002-11-11,286.207
2002-11-12,287.65
2002-11-13,284.844
2002-11-14,283.413
2002-11-15,285.138
2002-11-18,291.172
2002-11-19,289.386
2002-11-20,286.219
2002-11-21,289.422
2002-11-22,292.925
2002-11-25,289.405
2002-11-26,286.487
2002-11-27,285.81
2002-11-28,293.012
2002-11-29,292.898
2002-12-02,294.646
2002-12-03,291.599
2002-12-04,288.749
2002-12-05,288.771
2002-12-06,287.203
2002-12-09,284.611
2002-12-10,281.993
2002-12-11,283.649
2002-12-12,279.828
2002-12-13,279.411
2002-12-16,281.094
2002-12-17,280.028
2002-12-18,277.422
2002-12-19,277.71
2002-12-20,279.637
2002-12-23,278.276
2002-12-24,280.013
2002-12-25,279.904
2002-12-26,279.977
2002-12-27,278.682
2002-12-30,281.43
2002-12-31,283.633
2003-01-01,283.551
2003-01-02,283.75
2003-01-03,286.195
2003-01-06,287.69
2003-01-07,285.958
2003-01-08,282.118
2003-01-09,284.248
2003-01-10,286.182
2003-01-13,286.103
2003-01-14,287.481
2003-01-15,282.898
2003-01-16,282.295
2003-01-17,281.857
2003-01-20,279.478
2003-01-21,279.09
2003-01-22,276.284
2003-01-23,276.401
2003-01-24,277.281
2003-01-27,270.157
2003-01-28,269.062
2003-01-29,265.482
2003-01-30,269.216
2003-01-31,266.78
