Date,CANADA GROWTH Standard (Large+Mid Cap)
1996-02-29,576.671
1996-03-29,580.431
1996-04-30,605.605
1996-05-31,616.907
1996-06-28,589.304
1996-07-31,559.414
1996-08-30,588.927
1996-09-30,605.367
1996-10-31,648.353
1996-11-29,686.414
1996-12-31,669.514
1997-01-31,701.537
1997-02-28,675.745
1997-03-31,639.474
1997-04-30,657.424
1997-05-30,725.624
1997-06-30,740.558
1997-07-31,790.163
1997-08-29,757.869
1997-09-30,818.492
1997-10-31,782.334
1997-11-28,773.971
1997-12-31,794.352
1998-01-30,761.929
1998-02-27,833.685
1998-03-31,911.217
1998-04-30,909.693
1998-05-29,927.561
1998-06-30,886.865
1998-07-31,849.847
1998-08-31,670.175
1998-09-30,630.65
1998-10-30,716.082
1998-11-30,768.607
1998-12-31,794.689
1999-01-29,898.406
1999-02-26,842.315
1999-03-31,878.707
1999-04-30,940.705
1999-05-31,956.38
1999-06-30,1012.251
1999-07-30,1024.395
1999-08-31,973.92
1999-09-30,1051.806
1999-10-29,1180.991
1999-11-30,1308.265
1999-12-31,1603.161
2000-01-31,1606.545
2000-02-29,1802.55
2000-03-31,1997.308
2000-04-28,1831.02
2000-05-31,1724.92
2000-06-30,2111.956
2000-07-31,2215.048
2000-08-31,2439.144
2000-09-29,1936.576
2000-10-31,1539.292
2000-11-30,1274.66
2000-12-29,1145.15
2001-01-31,1350.155
2001-02-28,788.533
2001-03-30,678.018
2001-04-30,736.192
2001-05-31,723.663
2001-06-29,669.924
2001-07-31,661.415
2001-08-31,592.209
2001-09-28,522.044
2001-10-31,540.107
2001-11-30,607.167
2001-12-31,627.298
2002-01-31,613.015
2002-02-28,620.06
2002-03-29,655.059
2002-04-30,659.078
2002-05-31,679.037
2002-06-28,626.334
2002-07-31,558.538
2002-08-30,561.007
2002-09-30,512.622
2002-10-31,531.74
2002-11-29,569.051
2002-12-31,566.014
2003-01-31,579.801
2003-02-28,608.48
2003-03-31,599.984
2003-04-30,630.922
2003-05-30,692.546
2003-06-30,707.403
2003-07-31,698.705
2003-08-29,741.569
2003-09-30,748.931
2003-10-31,783.1
2003-11-28,813.817
2003-12-31,861.504
2004-01-30,880.487
2004-02-27,903.707
2004-03-31,885.657
2004-04-30,792.951
2004-05-31,825.226
2004-06-30,867.661
2004-07-30,849.628
2004-08-31,852.169
2004-09-30,923.132
2004-10-29,973.782
2004-11-30,1008.792
2004-12-31,1018.776
2005-01-31,987.905
2005-02-28,1062.93
2005-03-31,1068.914
2005-04-29,1001.849
2005-05-31,1032.659
2005-06-30,1100.873
2005-07-29,1159.605
2005-08-31,1254.865
2005-09-30,1332.419
2005-10-31,1211.203
2005-11-30,1259.161
2005-12-30,1338.845
2006-01-31,1492.836
2006-02-28,1440.057
2006-03-31,1470.532
2006-04-28,1553.26
2006-05-31,1498.031
2006-06-30,1476.911
2006-07-31,1474.363
2006-08-31,1532.741
2006-09-29,1469.461
2006-10-31,1560.835
2006-11-30,1621.926
2006-12-29,1601.624
2007-01-31,1606.311
2007-02-28,1622.747
2007-03-30,1654.746
2007-04-30,1748.045
2007-05-31,1897.117
2007-06-29,1913.75
2007-07-31,1920.036
2007-08-31,1917.998
2007-09-28,2148.596
2007-10-31,2400.47
2007-11-30,2110.908
2007-12-31,2242.467
2008-01-31,2080.901
2008-02-29,2280.548
2008-03-31,2152.426
2008-04-30,2347.681
2008-05-30,2581.897
2008-06-30,2573.328
2008-07-31,2282.899
2008-08-29,2230.198
2008-09-30,1764.667
2008-10-31,1253.986
2008-11-28,1220.115
2008-12-31,1230.085
2009-01-30,1216.79
2009-02-27,1096.071
2009-03-31,1187.945
2009-04-30,1319.474
2009-05-29,1628.55
2009-06-30,1494.451
2009-07-31,1609.607
2009-08-31,1562.269
2009-09-30,1693.733
2009-10-30,1617.99
2009-11-30,1742.184
2009-12-31,1790.516
2010-01-29,1631.079
2010-02-26,1720.276
2010-03-31,1818.72
2010-04-30,1874.947
2010-05-31,1743.872
2010-06-30,1649.1
2010-07-30,1758.971
2010-08-31,1774.576
2010-09-30,1899.743
2010-10-29,1965.922
2010-11-30,1996.39
2010-12-31,2172.974
2011-01-31,2180.058
2011-02-28,2333.624
2011-03-31,2297.756
2011-04-29,2325.47
2011-05-31,2235.653
2011-06-30,2161.744
2011-07-29,2140.281
2011-08-31,2067.116
2011-09-30,1716.099
2011-10-31,1930.964
2011-11-30,1895.191
2011-12-30,1800.702
2012-01-31,1911.984
2012-02-29,1957.776
2012-03-30,1876.313
2012-04-30,1873.293
2012-05-31,1703.165
2012-06-29,1746.939
2012-07-31,1763.884
2012-08-31,1849.211
2012-09-28,1929.207
2012-10-31,1914.581
2012-11-30,1863.956
2012-12-31,1892.8
2013-01-31,1925.525
2013-02-28,1906.836
2013-03-29,1930.029
2013-04-30,1873.573
2013-05-31,1866.491
2013-06-28,1756.723
2013-07-31,1834.165
2013-08-30,1800.686
2013-09-30,1866.748
2013-10-31,1925.714
2013-11-29,1908.28
2013-12-31,1949.721
2014-01-31,1896.135
2014-02-28,1986.556
2014-03-31,2018.468
2014-04-30,2074.542
2014-05-30,2098.691
2014-06-30,2213.091
2014-07-31,2196.221
2014-08-29,2275.805
2014-09-30,2165.002
2014-10-31,2124.276
2014-11-28,2134.166
2014-12-31,2135.328
2015-01-30,1994.551
2015-02-27,2127.521
2015-03-31,2082.465
2015-04-30,2197.33
2015-05-29,2128.555
2015-06-30,2066.095
2015-07-31,2061.41
2015-08-31,1901.477
2015-09-30,1794.526
2015-10-30,1809.445
2015-11-30,1778.542
2015-12-31,1679.474
2016-01-29,1637.756
2016-02-29,1693.82
2016-03-31,1816.702
2016-04-29,1872.744
2016-05-31,1837.697
2016-06-30,1862.544
2016-07-29,1942.78
2016-08-31,1930.579
2016-09-30,1959.751
2016-10-31,1910.21
2016-11-30,1903.887
2016-12-30,1906.04
2017-01-31,1958.759
2017-02-28,1924.172
2017-03-31,1964.8
2017-04-28,1952.224
2017-05-31,1961.373
2017-06-30,1987.71
2017-07-31,2044.685
2017-08-31,2060.104
2017-09-29,2125.693
2017-10-31,2103.138
2017-11-30,2107.409
2017-12-29,2196.523
2018-01-31,2216.072
2018-02-28,2076.74
2018-03-30,2045.854
2018-04-30,2101.577
2018-05-31,2145.041
2018-06-29,2151.083
2018-07-31,2214.583
2018-08-31,2175.181
2018-09-28,2170.22
2018-10-31,1994.652
2018-11-30,2003.458
2018-12-31,1846.845
2019-01-31,2076.43
2019-02-28,2133.698
2019-03-29,2149.308
2019-04-30,2202.106
2019-05-31,2150.284
2019-06-28,2282.732
2019-07-31,2276.333
2019-08-30,2275.536
2019-09-30,2274.103
2019-10-31,2256.964
2019-11-29,2329.28
2019-12-31,2379.614
2020-01-31,2434.112
2020-02-28,2272.437
2020-03-31,1887.653
2020-04-30,2196.608
2020-05-29,2296.8
2020-06-30,2412.681
2020-07-31,2625.182
2020-08-31,2706.769
2020-09-30,2639.583
2020-10-30,2504.909
2020-11-30,2739.358
2020-12-31,2854.996
2021-01-29,2749.106
2021-02-26,2845.346
2021-03-31,2905.969
2021-04-30,3015.192
2021-05-31,3160.303
2021-06-30,3198.416
2021-07-30,3259.588
2021-08-31,3279.794
2021-09-30,3104.128
2021-10-29,3337.302
2021-11-30,3205.603
2021-12-31,3292.136
2022-01-31,3048.642
2022-02-28,3004.411
2022-03-31,3210.025
2022-04-29,2880.001
2022-05-31,2827.911
2022-06-30,2566.634
2022-07-29,2732.939
2022-08-31,2638.331
2022-09-30,2432.644
2022-10-31,2608.966
2022-11-30,2788.119
2022-12-30,2639.682
2023-01-31,2847.37
2023-02-28,2729.692
2023-03-31,2791.398
2023-04-28,2858.213
2023-05-31,2727.101
2023-06-30,2922.568
2023-07-31,2996.448
2023-08-31,2890.091
2023-09-29,2783.707
2023-10-31,2623.367
2023-11-30,2933.028
2023-12-29,3091.251
2024-01-31,3113.856
2024-02-29,3173.459
2024-03-29,3276.53
2024-04-30,3161.9
2024-05-31,3228.499
2024-06-28,3198.182
2024-07-31,3322.185
2024-08-30,3409.807
2024-09-30,3443.848
2024-10-31,3380.367
2024-11-29,3637.436
2024-12-31,3398.03
2025-01-31,3526.231
2025-02-28,3547.077
2025-03-31,3461.266
2025-04-30,3605.09
2025-05-30,3831.282
