Date,CANADA GROWTH Standard (Large+Mid Cap)
2001-05-07,751.249
2001-05-08,756.606
2001-05-09,749.901
2001-05-10,747.944
2001-05-11,730.315
2001-05-14,721.094
2001-05-15,723.946
2001-05-16,734.366
2001-05-17,746.771
2001-05-18,747.236
2001-05-21,748.211
2001-05-22,770.677
2001-05-23,760.647
2001-05-24,758.664
2001-05-25,752.203
2001-05-28,754.943
2001-05-29,749.731
2001-05-30,726.047
2001-05-31,723.663
2001-06-01,739.316
2001-06-04,744.572
2001-06-05,736.769
2001-06-06,730.041
2001-06-07,733.978
2001-06-08,724.053
2001-06-11,718.771
2001-06-12,712.487
2001-06-13,698.603
2001-06-14,689.003
2001-06-15,674.419
2001-06-18,654.146
2001-06-19,651.839
2001-06-20,649.357
2001-06-21,655.043
2001-06-22,664.534
2001-06-25,662.809
2001-06-26,653.017
2001-06-27,649.624
2001-06-28,650.91
2001-06-29,669.924
2001-07-02,670.94
2001-07-03,675.995
2001-07-04,670.296
2001-07-05,659.336
2001-07-06,640.077
2001-07-09,646.196
2001-07-10,636.611
2001-07-11,633.341
2001-07-12,647.054
2001-07-13,651.501
2001-07-16,636.584
2001-07-17,647.227
2001-07-18,635.403
2001-07-19,640.651
2001-07-20,639.63
2001-07-23,636.601
2001-07-24,632.289
2001-07-25,641.348
2001-07-26,645.462
2001-07-27,657.171
2001-07-30,652.88
2001-07-31,661.415
2001-08-01,663.521
2001-08-02,658.653
2001-08-03,656.621
2001-08-06,660.189
2001-08-07,658.844
2001-08-08,644.081
2001-08-09,642.872
2001-08-10,635.604
2001-08-13,632.473
2001-08-14,625.636
2001-08-15,618.816
2001-08-16,623.547
2001-08-17,611.713
2001-08-20,607.386
2001-08-21,598.57
2001-08-22,611.314
2001-08-23,613.256
2001-08-24,625.109
2001-08-27,626.277
2001-08-28,616.208
2001-08-29,607.792
2001-08-30,595.469
2001-08-31,592.209
2001-09-03,591.636
2001-09-04,595.297
2001-09-05,585.979
2001-09-06,583.514
2001-09-07,581.941
2001-09-10,576.291
2001-09-11,545.949
2001-09-12,550.502
2001-09-13,546.613
2001-09-14,529.426
2001-09-17,526.544
2001-09-18,516.437
2001-09-19,512.482
2001-09-20,499.052
2001-09-21,498.185
2001-09-24,510.823
2001-09-25,516.398
2001-09-26,508.8
2001-09-27,507.899
2001-09-28,522.044
2001-10-01,519.836
2001-10-02,529.002
2001-10-03,538.247
2001-10-04,542.381
2001-10-05,543.935
2001-10-08,544.684
2001-10-09,539.884
2001-10-10,549.243
2001-10-11,562.139
2001-10-12,561.843
2001-10-15,556.279
2001-10-16,560.939
2001-10-17,542.468
2001-10-18,535.033
2001-10-19,538.266
2001-10-22,545.024
2001-10-23,550.557
2001-10-24,551.765
2001-10-25,557.231
2001-10-26,562.619
2001-10-29,550.717
2001-10-30,536.886
2001-10-31,540.107
2001-11-01,547.697
2001-11-02,549.277
2001-11-05,556.425
2001-11-06,564.305
2001-11-07,567.171
2001-11-08,564.906
2001-11-09,568.44
2001-11-12,568.452
2001-11-13,583.617
2001-11-14,592.053
2001-11-15,581.448
2001-11-16,589.598
2001-11-19,608.843
2001-11-20,597.46
2001-11-21,583.983
2001-11-22,591.545
2001-11-23,595.461
2001-11-26,596.869
2001-11-27,598.453
2001-11-28,594.186
2001-11-29,597.959
2001-11-30,607.167
2001-12-03,602.038
2001-12-04,610.061
2001-12-05,620.884
2001-12-06,616.04
2001-12-07,615.846
2001-12-10,613.232
2001-12-11,609.63
2001-12-12,617.937
2001-12-13,608.708
2001-12-14,610.48
2001-12-17,619.75
2001-12-18,622.065
2001-12-19,618.744
2001-12-20,617.066
2001-12-21,618.091
2001-12-24,612.817
2001-12-25,612.817
2001-12-26,612.664
2001-12-27,623.181
2001-12-28,625.476
2001-12-31,627.298
2002-01-01,627.298
2002-01-02,619.904
2002-01-03,627.975
2002-01-04,630.192
2002-01-07,632.036
2002-01-08,627.819
2002-01-09,627.181
2002-01-10,619.746
2002-01-11,621.323
2002-01-14,613.671
2002-01-15,618.414
2002-01-16,616.272
2002-01-17,612.685
2002-01-18,609.378
2002-01-21,605.893
2002-01-22,605.087
2002-01-23,603.903
2002-01-24,612.678
2002-01-25,611.941
2002-01-28,607.872
2002-01-29,610.123
2002-01-30,605.58
2002-01-31,613.015
2002-02-01,619.405
2002-02-04,611.503
2002-02-05,606.185
2002-02-06,602.338
2002-02-07,600.804
2002-02-08,607.45
2002-02-11,611.937
2002-02-12,609.495
2002-02-13,612.767
2002-02-14,609.956
2002-02-15,609.088
2002-02-18,611.382
2002-02-19,604.144
2002-02-20,598.526
2002-02-21,601.383
2002-02-22,599.647
2002-02-25,605.895
2002-02-26,610.517
2002-02-27,618.668
2002-02-28,620.06
2002-03-01,631.121
2002-03-04,642.959
2002-03-05,643.136
2002-03-06,651.324
2002-03-07,654.371
2002-03-08,646.945
2002-03-11,651.115
2002-03-12,646.191
2002-03-13,646.22
2002-03-14,641.226
2002-03-15,647.195
2002-03-18,658.741
2002-03-19,662.669
2002-03-20,663.416
2002-03-21,657.151
2002-03-22,659.643
2002-03-25,647.096
2002-03-26,645.515
2002-03-27,654.916
2002-03-28,655.059
2002-03-29,655.059
2002-04-01,655.05
2002-04-02,658.44
2002-04-03,657.389
2002-04-04,651.237
2002-04-05,654.176
2002-04-08,652.805
2002-04-09,647.606
2002-04-10,658.606
2002-04-11,649.72
2002-04-12,652.944
2002-04-15,654.279
2002-04-16,664.684
2002-04-17,667.944
2002-04-18,664.903
2002-04-19,672.336
2002-04-22,667.848
2002-04-23,661.972
2002-04-24,662.811
2002-04-25,664.013
2002-04-26,658.968
2002-04-29,652.07
2002-04-30,659.078
2002-05-01,663.374
2002-05-02,664.421
2002-05-03,665.013
2002-05-06,656.033
2002-05-07,651.596
2002-05-08,666.767
2002-05-09,662.86
2002-05-10,664.025
2002-05-13,670.052
2002-05-14,674.223
2002-05-15,673.523
2002-05-16,678.169
2002-05-17,682.773
2002-05-20,683.548
2002-05-21,681.376
2002-05-22,679.575
2002-05-23,688.559
2002-05-24,683.622
2002-05-27,682.545
2002-05-28,683.008
2002-05-29,674.751
2002-05-30,673.626
2002-05-31,679.037
2002-06-03,676.011
2002-06-04,670.224
2002-06-05,662.006
2002-06-06,657.48
2002-06-07,656.957
2002-06-10,651.738
2002-06-11,648.614
2002-06-12,643.049
2002-06-13,635.569
2002-06-14,631.243
2002-06-17,643.58
2002-06-18,642.444
2002-06-19,636.94
2002-06-20,636.392
2002-06-21,632.314
2002-06-24,631.656
2002-06-25,630.764
2002-06-26,618.949
2002-06-27,626.554
2002-06-28,626.334
2002-07-01,627.365
2002-07-02,612.771
2002-07-03,611.854
2002-07-04,611.48
2002-07-05,620.608
2002-07-08,622.413
2002-07-09,619.556
2002-07-10,608.467
2002-07-11,602.794
2002-07-12,597.65
2002-07-15,580.168
2002-07-16,582.779
2002-07-17,578.859
2002-07-18,580.363
2002-07-19,567.6
2002-07-22,547.882
2002-07-23,520.201
2002-07-24,539.182
2002-07-25,531.853
2002-07-26,532.51
2002-07-29,549.952
2002-07-30,554.051
2002-07-31,558.538
2002-08-01,552.852
2002-08-02,551.687
2002-08-05,549.699
2002-08-06,547.361
2002-08-07,548.158
2002-08-08,561.233
2002-08-09,567.234
2002-08-12,557.724
2002-08-13,552.298
2002-08-14,555.685
2002-08-15,555.072
2002-08-16,556.434
2002-08-19,561.12
2002-08-20,559.49
2002-08-21,568.174
2002-08-22,577.363
2002-08-23,562.734
2002-08-26,570.015
2002-08-27,565.392
2002-08-28,556.861
2002-08-29,557.972
2002-08-30,561.007
2002-09-02,562.648
2002-09-03,548.182
2002-09-04,553.15
2002-09-05,550.158
2002-09-06,550.932
2002-09-09,554.13
2002-09-10,552.0
2002-09-11,556.249
2002-09-12,545.824
2002-09-13,543.417
2002-09-16,545.73
2002-09-17,537.218
2002-09-18,526.056
2002-09-19,518.51
2002-09-20,517.208
2002-09-23,501.543
2002-09-24,503.686
2002-09-25,516.212
2002-09-26,514.551
2002-09-27,507.443
2002-09-30,512.622
2002-10-01,515.074
2002-10-02,504.461
2002-10-03,495.035
2002-10-04,488.45
2002-10-07,480.072
2002-10-08,479.548
2002-10-09,470.001
2002-10-10,481.776
2002-10-11,496.397
2002-10-14,497.368
2002-10-15,517.146
2002-10-16,512.873
2002-10-17,524.555
2002-10-18,529.607
2002-10-21,537.1
2002-10-22,531.733
2002-10-23,536.277
2002-10-24,538.898
2002-10-25,544.644
2002-10-28,551.411
2002-10-29,536.835
2002-10-30,540.653
2002-10-31,531.74
2002-11-01,541.263
2002-11-04,554.002
2002-11-05,552.818
2002-11-06,558.352
2002-11-07,552.142
2002-11-08,548.224
2002-11-11,537.73
2002-11-12,541.746
2002-11-13,538.742
2002-11-14,547.391
2002-11-15,553.407
2002-11-18,553.035
2002-11-19,548.222
2002-11-20,553.571
2002-11-21,562.647
2002-11-22,561.296
2002-11-25,567.422
2002-11-26,557.64
2002-11-27,568.899
2002-11-28,572.371
2002-11-29,569.051
2002-12-02,579.138
2002-12-03,578.554
2002-12-04,577.505
2002-12-05,568.897
2002-12-06,570.787
2002-12-09,566.708
2002-12-10,576.28
2002-12-11,576.44
2002-12-12,582.853
2002-12-13,581.627
2002-12-16,584.19
2002-12-17,577.462
2002-12-18,571.231
2002-12-19,569.467
2002-12-20,567.767
2002-12-23,577.996
2002-12-24,576.175
2002-12-25,576.175
2002-12-26,574.858
2002-12-27,568.848
2002-12-30,566.928
2002-12-31,566.014
2003-01-01,566.014
2003-01-02,578.106
2003-01-03,585.124
2003-01-06,591.533
2003-01-07,587.086
2003-01-08,578.954
2003-01-09,582.933
2003-01-10,586.043
2003-01-13,587.897
2003-01-14,588.745
2003-01-15,590.469
2003-01-16,594.611
2003-01-17,589.661
2003-01-20,588.364
2003-01-21,584.72
2003-01-22,589.053
2003-01-23,594.21
2003-01-24,589.15
2003-01-27,579.687
2003-01-28,578.779
2003-01-29,581.967
2003-01-30,579.503
2003-01-31,579.801
2003-02-03,587.32
2003-02-04,587.38
2003-02-05,583.779
2003-02-06,581.611
2003-02-07,581.819
2003-02-10,577.554
2003-02-11,579.94
2003-02-12,578.721
2003-02-13,582.814
2003-02-14,585.315
2003-02-17,591.506
2003-02-18,595.561
2003-02-19,594.807
2003-02-20,599.824
2003-02-21,598.457
2003-02-24,600.378
2003-02-25,600.584
2003-02-26,600.871
2003-02-27,606.969
2003-02-28,608.48
2003-03-03,601.937
2003-03-04,600.447
2003-03-05,600.761
2003-03-06,595.527
2003-03-07,604.354
2003-03-10,596.321
2003-03-11,592.691
2003-03-12,586.867
2003-03-13,586.164
2003-03-14,585.442
2003-03-17,597.209
2003-03-18,598.412
2003-03-19,597.475
2003-03-20,600.871
2003-03-21,600.776
2003-03-24,592.183
2003-03-25,595.672
2003-03-26,595.067
2003-03-27,599.71
2003-03-28,602.281
2003-03-31,599.984
2003-04-01,599.952
2003-04-02,602.918
2003-04-03,602.224
2003-04-04,601.223
2003-04-07,598.409
2003-04-08,603.142
2003-04-09,603.655
2003-04-10,611.021
2003-04-11,613.521
2003-04-14,616.459
2003-04-15,616.942
2003-04-16,616.46
2003-04-17,619.502
2003-04-18,619.502
2003-04-21,622.048
2003-04-22,625.203
2003-04-23,626.819
2003-04-24,618.775
2003-04-25,617.917
2003-04-28,621.351
2003-04-29,621.795
2003-04-30,630.922
2003-05-01,638.371
2003-05-02,639.497
2003-05-05,649.032
2003-05-06,652.95
2003-05-07,653.43
2003-05-08,657.327
2003-05-09,663.331
2003-05-12,671.587
2003-05-13,666.38
2003-05-14,678.093
2003-05-15,682.908
2003-05-16,684.866
2003-05-19,688.492
2003-05-20,697.416
2003-05-21,700.131
2003-05-22,694.472
2003-05-23,687.129
2003-05-26,689.353
2003-05-27,694.059
2003-05-28,687.016
2003-05-29,692.33
2003-05-30,692.546
2003-06-02,702.272
2003-06-03,696.324
2003-06-04,712.909
2003-06-05,726.73
2003-06-06,721.258
2003-06-09,711.08
2003-06-10,715.071
2003-06-11,727.468
2003-06-12,726.954
2003-06-13,718.809
2003-06-16,727.605
2003-06-17,730.656
2003-06-18,730.677
2003-06-19,719.081
2003-06-20,716.664
2003-06-23,708.242
2003-06-24,704.998
2003-06-25,715.573
2003-06-26,711.988
2003-06-27,707.298
2003-06-30,707.403
2003-07-01,712.437
2003-07-02,717.832
2003-07-03,720.484
2003-07-04,718.561
2003-07-07,720.418
2003-07-08,711.888
2003-07-09,708.701
2003-07-10,698.957
2003-07-11,702.468
2003-07-14,709.473
2003-07-15,698.109
2003-07-16,695.475
2003-07-17,690.207
2003-07-18,688.625
2003-07-21,694.474
2003-07-22,697.404
2003-07-23,700.329
2003-07-24,710.166
2003-07-25,716.415
2003-07-28,714.837
2003-07-29,706.932
2003-07-30,697.041
2003-07-31,698.705
2003-08-01,702.833
2003-08-04,698.551
2003-08-05,697.668
2003-08-06,691.476
2003-08-07,702.645
2003-08-08,711.131
2003-08-11,722.658
2003-08-12,726.083
2003-08-13,727.364
2003-08-14,730.3
2003-08-15,729.799
2003-08-18,730.299
2003-08-19,731.2
2003-08-20,734.118
2003-08-21,732.348
2003-08-22,725.518
2003-08-25,728.252
2003-08-26,730.423
2003-08-27,732.537
2003-08-28,737.559
2003-08-29,741.569
2003-09-01,744.601
2003-09-02,747.237
2003-09-03,751.515
2003-09-04,762.472
2003-09-05,766.614
2003-09-08,773.616
2003-09-09,767.652
2003-09-10,765.519
2003-09-11,765.206
2003-09-12,765.186
2003-09-15,762.166
2003-09-16,770.683
2003-09-17,767.968
2003-09-18,762.165
2003-09-19,771.818
2003-09-22,770.246
2003-09-23,774.729
2003-09-24,770.436
2003-09-25,762.524
2003-09-26,746.888
2003-09-29,748.97
2003-09-30,748.931
2003-10-01,759.02
2003-10-02,765.474
2003-10-03,759.865
2003-10-06,765.233
2003-10-07,771.602
2003-10-08,770.916
2003-10-09,769.1
2003-10-10,778.804
2003-10-13,779.835
2003-10-14,787.866
2003-10-15,789.084
2003-10-16,796.999
2003-10-17,789.594
2003-10-20,784.401
2003-10-21,793.455
2003-10-22,794.039
2003-10-23,783.008
2003-10-24,778.106
2003-10-27,780.941
2003-10-28,784.362
2003-10-29,785.403
2003-10-30,783.923
2003-10-31,783.1
2003-11-03,784.168
2003-11-04,781.787
2003-11-05,784.22
2003-11-06,783.062
2003-11-07,789.906
2003-11-10,795.467
2003-11-11,790.493
2003-11-12,800.802
2003-11-13,797.887
2003-11-14,794.353
2003-11-17,791.501
2003-11-18,792.249
2003-11-19,801.02
2003-11-20,801.016
2003-11-21,798.12
2003-11-24,796.079
2003-11-25,798.067
2003-11-26,813.193
2003-11-27,811.511
2003-11-28,813.817
2003-12-01,821.937
2003-12-02,827.262
2003-12-03,827.289
2003-12-04,825.448
2003-12-05,828.851
2003-12-08,831.717
2003-12-09,822.12
2003-12-10,812.554
2003-12-11,812.032
2003-12-12,822.59
2003-12-15,817.425
2003-12-16,817.885
2003-12-17,820.156
2003-12-18,828.912
2003-12-19,819.795
2003-12-22,826.432
2003-12-23,828.835
2003-12-24,836.737
2003-12-25,836.737
2003-12-26,842.25
2003-12-29,854.25
2003-12-30,849.879
2003-12-31,861.504
2004-01-01,861.504
2004-01-02,871.442
2004-01-05,891.717
2004-01-06,893.89
2004-01-07,898.571
2004-01-08,902.478
2004-01-09,906.909
2004-01-12,907.544
2004-01-13,912.872
2004-01-14,895.87
2004-01-15,889.754
2004-01-16,900.18
2004-01-19,908.645
2004-01-20,924.33
2004-01-21,911.754
2004-01-22,900.902
2004-01-23,902.338
2004-01-26,898.821
2004-01-27,900.834
2004-01-28,882.354
2004-01-29,862.83
2004-01-30,880.487
2004-02-02,895.121
2004-02-03,894.996
2004-02-04,879.334
2004-02-05,884.784
2004-02-06,897.19
2004-02-09,905.13
2004-02-10,909.159
2004-02-11,910.829
2004-02-12,912.936
2004-02-13,913.44
2004-02-16,915.848
2004-02-17,920.697
2004-02-18,912.686
2004-02-19,892.512
2004-02-20,879.181
2004-02-23,880.818
2004-02-24,887.024
2004-02-25,889.872
2004-02-26,895.233
2004-02-27,903.707
2004-03-01,918.867
2004-03-02,904.588
2004-03-03,895.569
2004-03-04,897.008
2004-03-05,920.763
2004-03-08,910.569
2004-03-09,903.711
2004-03-10,877.211
2004-03-11,868.09
2004-03-12,870.741
2004-03-15,847.085
2004-03-16,861.471
2004-03-17,862.758
2004-03-18,865.089
2004-03-19,868.447
2004-03-22,856.534
2004-03-23,855.243
2004-03-24,843.049
2004-03-25,859.762
2004-03-26,867.334
2004-03-29,881.595
2004-03-30,895.863
2004-03-31,885.657
2004-04-01,893.784
2004-04-02,905.076
2004-04-05,904.56
2004-04-06,902.185
2004-04-07,898.519
2004-04-08,895.53
2004-04-09,895.53
2004-04-12,901.679
2004-04-13,885.82
2004-04-14,867.3
2004-04-15,867.298
2004-04-16,872.372
2004-04-19,871.801
2004-04-20,855.152
2004-04-21,850.178
2004-04-22,861.474
2004-04-23,860.26
2004-04-26,859.617
2004-04-27,853.898
2004-04-28,800.82
2004-04-29,797.073
2004-04-30,792.951
2004-05-03,795.653
2004-05-04,826.541
2004-05-05,822.765
2004-05-06,819.087
2004-05-07,800.393
2004-05-10,781.634
2004-05-11,793.67
2004-05-12,796.059
2004-05-13,786.868
2004-05-14,791.598
2004-05-17,790.778
2004-05-18,784.867
2004-05-19,798.07
2004-05-20,793.25
2004-05-21,797.388
2004-05-24,799.893
2004-05-25,813.1
2004-05-26,811.773
2004-05-27,824.484
2004-05-28,815.942
2004-05-31,825.226
2004-06-01,824.753
2004-06-02,821.669
2004-06-03,816.499
2004-06-04,823.471
2004-06-07,836.935
2004-06-08,834.997
2004-06-09,818.924
2004-06-10,819.733
2004-06-11,820.94
2004-06-14,810.618
2004-06-15,818.501
2004-06-16,824.807
2004-06-17,835.304
2004-06-18,841.527
2004-06-21,840.828
2004-06-22,850.466
2004-06-23,856.081
2004-06-24,864.735
2004-06-25,858.232
2004-06-28,854.146
2004-06-29,858.711
2004-06-30,867.661
2004-07-01,873.197
2004-07-02,867.529
2004-07-05,864.892
2004-07-06,863.077
2004-07-07,868.887
2004-07-08,863.02
2004-07-09,867.569
2004-07-12,861.135
2004-07-13,861.172
2004-07-14,865.274
2004-07-15,856.269
2004-07-16,858.078
2004-07-19,865.811
2004-07-20,862.332
2004-07-21,855.787
2004-07-22,857.102
2004-07-23,848.276
2004-07-26,837.468
2004-07-27,826.137
2004-07-28,836.798
2004-07-29,851.71
2004-07-30,849.628
2004-08-02,847.397
2004-08-03,857.149
2004-08-04,846.921
2004-08-05,835.212
2004-08-06,832.639
2004-08-09,831.14
2004-08-10,836.813
2004-08-11,818.404
2004-08-12,812.614
2004-08-13,828.475
2004-08-16,839.175
2004-08-17,835.141
2004-08-18,838.275
2004-08-19,856.541
2004-08-20,861.254
2004-08-23,851.891
2004-08-24,847.662
2004-08-25,853.873
2004-08-26,846.333
2004-08-27,850.571
2004-08-30,842.504
2004-08-31,852.169
2004-09-01,863.511
2004-09-02,867.15
2004-09-03,857.085
2004-09-06,859.395
2004-09-07,866.946
2004-09-08,862.906
2004-09-09,871.7
2004-09-10,871.654
2004-09-13,880.446
2004-09-14,883.308
2004-09-15,872.503
2004-09-16,877.719
2004-09-17,876.466
2004-09-20,883.216
2004-09-21,903.339
2004-09-22,898.943
2004-09-23,898.528
2004-09-24,901.524
2004-09-27,894.393
2004-09-28,909.151
2004-09-29,916.376
2004-09-30,923.132
2004-10-01,936.173
2004-10-04,934.253
2004-10-05,943.067
2004-10-06,956.112
2004-10-07,948.569
2004-10-08,950.817
2004-10-11,947.747
2004-10-12,935.951
2004-10-13,920.826
2004-10-14,931.215
2004-10-15,933.466
2004-10-18,932.242
2004-10-19,925.795
2004-10-20,944.303
2004-10-21,953.329
2004-10-22,952.6
2004-10-25,962.869
2004-10-26,971.16
2004-10-27,964.907
2004-10-28,962.536
2004-10-29,973.782
2004-11-01,966.697
2004-11-02,964.448
2004-11-03,976.737
2004-11-04,982.525
2004-11-05,984.994
2004-11-08,985.273
2004-11-09,984.452
2004-11-10,981.907
2004-11-11,981.063
2004-11-12,985.093
2004-11-15,976.6
2004-11-16,987.518
2004-11-17,995.023
2004-11-18,980.131
2004-11-19,987.47
2004-11-22,1003.71
2004-11-23,1002.089
2004-11-24,1013.293
2004-11-25,1019.907
2004-11-26,1023.288
2004-11-29,1020.622
2004-11-30,1008.792
2004-12-01,1016.601
2004-12-02,1007.909
2004-12-03,1002.119
2004-12-06,997.342
2004-12-07,979.062
2004-12-08,969.131
2004-12-09,974.996
2004-12-10,967.16
2004-12-13,973.581
2004-12-14,973.634
2004-12-15,985.127
2004-12-16,975.566
2004-12-17,980.157
2004-12-20,987.38
2004-12-21,990.845
2004-12-22,986.472
2004-12-23,988.684
2004-12-24,1001.757
2004-12-27,1007.749
2004-12-28,1007.46
2004-12-29,1001.205
2004-12-30,1014.855
2004-12-31,1018.776
2005-01-03,1007.633
2005-01-04,980.492
2005-01-05,964.222
2005-01-06,965.917
2005-01-07,956.924
2005-01-10,968.996
2005-01-11,974.687
2005-01-12,991.629
2005-01-13,987.196
2005-01-14,980.841
2005-01-17,984.009
2005-01-18,986.795
2005-01-19,979.389
2005-01-20,973.548
2005-01-21,979.425
2005-01-24,985.626
2005-01-25,975.429
2005-01-26,988.416
2005-01-27,984.641
2005-01-28,976.081
2005-01-31,987.905
2005-02-01,996.1
2005-02-02,1001.446
2005-02-03,998.619
2005-02-04,1001.841
2005-02-07,993.731
2005-02-08,1001.734
2005-02-09,1006.082
2005-02-10,1030.737
2005-02-11,1042.951
2005-02-14,1048.349
2005-02-15,1045.752
2005-02-16,1047.581
2005-02-17,1055.329
2005-02-18,1064.738
2005-02-21,1062.967
2005-02-22,1064.845
2005-02-23,1060.134
2005-02-24,1053.363
2005-02-25,1068.253
2005-02-28,1062.93
2005-03-01,1057.22
2005-03-02,1065.623
2005-03-03,1070.239
2005-03-04,1092.329
2005-03-07,1087.704
2005-03-08,1103.82
2005-03-09,1095.955
2005-03-10,1082.865
2005-03-11,1086.428
2005-03-14,1085.668
2005-03-15,1082.223
2005-03-16,1083.748
2005-03-17,1099.419
2005-03-18,1095.368
2005-03-21,1079.375
2005-03-22,1082.2
2005-03-23,1056.679
2005-03-24,1054.056
2005-03-25,1054.056
2005-03-28,1041.354
2005-03-29,1039.64
2005-03-30,1046.001
2005-03-31,1068.914
2005-04-01,1072.435
2005-04-04,1064.504
2005-04-05,1061.743
2005-04-06,1067.73
2005-04-07,1064.969
2005-04-08,1056.655
2005-04-11,1053.779
2005-04-12,1043.805
2005-04-13,1024.174
2005-04-14,1010.135
2005-04-15,995.921
2005-04-18,999.983
2005-04-19,1016.481
2005-04-20,1014.33
2005-04-21,1023.251
2005-04-22,1021.781
2005-04-25,1026.717
2005-04-26,1023.713
2005-04-27,1007.599
2005-04-28,993.889
2005-04-29,1001.849
2005-05-02,1009.014
2005-05-03,1003.649
2005-05-04,1020.519
2005-05-05,1026.247
2005-05-06,1030.832
2005-05-09,1041.942
2005-05-10,1033.614
2005-05-11,1018.064
2005-05-12,1002.699
2005-05-13,987.056
2005-05-16,985.309
2005-05-17,993.2
2005-05-18,997.324
2005-05-19,1004.976
2005-05-20,999.761
2005-05-23,1005.29
2005-05-24,1014.03
2005-05-25,1012.573
2005-05-26,1020.482
2005-05-27,1032.52
2005-05-30,1045.32
2005-05-31,1032.659
2005-06-01,1050.2
2005-06-02,1047.397
2005-06-03,1051.921
2005-06-06,1050.967
2005-06-07,1044.081
2005-06-08,1055.905
2005-06-09,1054.53
2005-06-10,1064.235
2005-06-13,1064.439
2005-06-14,1062.586
2005-06-15,1082.301
2005-06-16,1097.6
2005-06-17,1098.896
2005-06-20,1111.254
2005-06-21,1100.428
2005-06-22,1112.221
2005-06-23,1105.82
2005-06-24,1106.606
2005-06-27,1111.579
2005-06-28,1113.186
2005-06-29,1116.481
2005-06-30,1100.873
2005-07-01,1086.677
2005-07-04,1093.783
2005-07-05,1110.037
2005-07-06,1122.859
2005-07-07,1126.665
2005-07-08,1144.089
2005-07-11,1151.657
2005-07-12,1162.153
2005-07-13,1158.028
2005-07-14,1138.029
2005-07-15,1133.433
2005-07-18,1131.46
2005-07-19,1145.994
2005-07-20,1149.5
2005-07-21,1150.368
2005-07-22,1162.701
2005-07-25,1158.244
2005-07-26,1147.169
2005-07-27,1161.042
2005-07-28,1163.34
2005-07-29,1159.605
2005-08-01,1172.033
2005-08-02,1202.784
2005-08-03,1202.557
2005-08-04,1219.037
2005-08-05,1200.238
2005-08-08,1217.557
2005-08-09,1210.229
2005-08-10,1227.019
2005-08-11,1243.541
2005-08-12,1250.488
2005-08-15,1233.643
2005-08-16,1218.405
2005-08-17,1200.843
2005-08-18,1179.993
2005-08-19,1200.391
2005-08-22,1214.35
2005-08-23,1218.628
2005-08-24,1226.87
2005-08-25,1236.944
2005-08-26,1220.707
2005-08-29,1226.618
2005-08-30,1232.244
2005-08-31,1254.865
2005-09-01,1279.715
2005-09-02,1269.918
2005-09-05,1268.37
2005-09-06,1271.868
2005-09-07,1279.247
2005-09-08,1280.197
2005-09-09,1308.921
2005-09-12,1292.47
2005-09-13,1291.41
2005-09-14,1306.842
2005-09-15,1296.951
2005-09-16,1306.336
2005-09-19,1325.297
2005-09-20,1314.079
2005-09-21,1323.971
2005-09-22,1308.222
2005-09-23,1303.864
2005-09-26,1317.287
2005-09-27,1316.967
2005-09-28,1315.349
2005-09-29,1322.96
2005-09-30,1332.419
2005-10-03,1338.838
2005-10-04,1311.16
2005-10-05,1265.498
2005-10-06,1237.425
2005-10-07,1257.138
2005-10-10,1257.138
2005-10-11,1255.697
