Date,SWEDEN SMID CAP SMID (Small+Mid Cap)
2001-10-08,217.998
2001-10-09,219.259
2001-10-10,219.211
2001-10-11,225.864
2001-10-12,226.142
2001-10-15,225.655
2001-10-16,227.316
2001-10-17,229.332
2001-10-18,224.963
2001-10-19,220.351
2001-10-22,219.038
2001-10-23,223.739
2001-10-24,225.211
2001-10-25,223.061
2001-10-26,224.984
2001-10-29,225.269
2001-10-30,220.189
2001-10-31,219.927
2001-11-01,221.217
2001-11-02,223.538
2001-11-05,225.773
2001-11-06,228.08
2001-11-07,230.713
2001-11-08,231.658
2001-11-09,230.32
2001-11-12,228.115
2001-11-13,232.453
2001-11-14,235.92
2001-11-15,237.9
2001-11-16,241.104
2001-11-19,239.865
2001-11-20,236.596
2001-11-21,234.771
2001-11-22,238.819
2001-11-23,238.777
2001-11-26,241.857
2001-11-27,240.362
2001-11-28,240.291
2001-11-29,239.962
2001-11-30,240.766
2001-12-03,239.795
2001-12-04,244.342
2001-12-05,251.223
2001-12-06,250.241
2001-12-07,253.412
2001-12-10,249.02
2001-12-11,248.242
2001-12-12,247.316
2001-12-13,245.799
2001-12-14,241.899
2001-12-17,244.468
2001-12-18,245.077
2001-12-19,241.54
2001-12-20,238.08
2001-12-21,238.998
2001-12-24,235.84
2001-12-25,235.84
2001-12-26,235.038
2001-12-27,242.434
2001-12-28,246.892
2001-12-31,248.895
2002-01-01,248.895
2002-01-02,251.729
2002-01-03,259.379
2002-01-04,258.38
2002-01-07,258.484
2002-01-08,254.022
2002-01-09,255.913
2002-01-10,256.678
2002-01-11,258.988
2002-01-14,251.604
2002-01-15,251.894
2002-01-16,244.729
2002-01-17,245.34
2002-01-18,247.799
2002-01-21,246.003
2002-01-22,247.147
2002-01-23,249.063
2002-01-24,248.319
2002-01-25,243.894
2002-01-28,243.286
2002-01-29,243.567
2002-01-30,240.965
2002-01-31,246.565
2002-02-01,247.114
2002-02-04,247.589
2002-02-05,247.584
2002-02-06,248.859
2002-02-07,246.75
2002-02-08,246.212
2002-02-11,248.634
2002-02-12,247.799
2002-02-13,249.269
2002-02-14,247.866
2002-02-15,248.523
2002-02-18,247.276
2002-02-19,247.026
2002-02-20,244.995
2002-02-21,249.232
2002-02-22,250.345
2002-02-25,251.158
2002-02-26,253.089
2002-02-27,255.846
2002-02-28,256.569
2002-03-01,257.457
2002-03-04,267.428
2002-03-05,269.139
2002-03-06,268.288
2002-03-07,271.279
2002-03-08,272.11
2002-03-11,270.334
2002-03-12,265.941
2002-03-13,266.425
2002-03-14,267.016
2002-03-15,268.094
2002-03-18,268.634
2002-03-19,269.033
2002-03-20,269.417
2002-03-21,268.338
2002-03-22,268.566
2002-03-25,267.366
2002-03-26,265.762
2002-03-27,265.003
2002-03-28,266.225
2002-03-29,266.225
2002-04-01,268.853
2002-04-02,269.148
2002-04-03,266.852
2002-04-04,266.05
2002-04-05,266.991
2002-04-08,262.254
2002-04-09,261.653
2002-04-10,261.704
2002-04-11,260.709
2002-04-12,260.223
2002-04-15,261.728
2002-04-16,264.198
2002-04-17,266.54
2002-04-18,264.758
2002-04-19,263.97
2002-04-22,257.972
2002-04-23,258.974
2002-04-24,256.011
2002-04-25,253.835
2002-04-26,259.146
2002-04-29,259.812
2002-04-30,260.96
2002-05-01,262.493
2002-05-02,263.001
2002-05-03,263.189
2002-05-06,263.488
2002-05-07,259.232
2002-05-08,263.664
2002-05-09,263.211
2002-05-10,261.593
2002-05-13,264.73
2002-05-14,265.698
2002-05-15,267.384
2002-05-16,268.035
2002-05-17,270.934
2002-05-20,271.706
2002-05-21,271.839
2002-05-22,270.671
2002-05-23,269.217
2002-05-24,269.184
2002-05-27,268.671
2002-05-28,271.085
2002-05-29,268.93
2002-05-30,267.93
2002-05-31,268.808
2002-06-03,269.622
2002-06-04,266.129
2002-06-05,266.526
2002-06-06,267.129
2002-06-07,262.604
2002-06-10,263.698
2002-06-11,264.725
2002-06-12,262.556
2002-06-13,261.617
2002-06-14,255.804
2002-06-17,260.281
2002-06-18,263.33
2002-06-19,261.612
2002-06-20,255.806
2002-06-21,257.387
2002-06-24,253.805
2002-06-25,260.59
2002-06-26,262.004
2002-06-27,267.599
2002-06-28,274.811
2002-07-01,272.861
2002-07-02,269.531
2002-07-03,259.854
2002-07-04,260.929
2002-07-05,265.288
2002-07-08,268.077
2002-07-09,267.415
2002-07-10,258.461
2002-07-11,250.227
2002-07-12,249.532
2002-07-15,250.3
2002-07-16,247.602
2002-07-17,253.125
2002-07-18,254.822
2002-07-19,250.273
2002-07-22,234.938
2002-07-23,224.347
2002-07-24,213.53
2002-07-25,226.7
2002-07-26,219.407
2002-07-29,234.22
2002-07-30,239.446
2002-07-31,239.419
2002-08-01,234.316
2002-08-02,229.478
2002-08-05,222.511
2002-08-06,223.079
2002-08-07,226.648
2002-08-08,230.001
2002-08-09,231.118
2002-08-12,233.799
2002-08-13,234.122
2002-08-14,233.177
2002-08-15,236.412
2002-08-16,234.582
2002-08-19,237.088
2002-08-20,237.264
2002-08-21,243.399
2002-08-22,244.11
2002-08-23,240.621
2002-08-26,239.236
2002-08-27,242.432
2002-08-28,239.32
2002-08-29,234.209
2002-08-30,232.441
2002-09-02,232.71
2002-09-03,226.224
2002-09-04,224.241
2002-09-05,223.356
2002-09-06,225.866
2002-09-09,224.043
2002-09-10,226.785
2002-09-11,232.139
2002-09-12,226.719
2002-09-13,224.478
2002-09-16,225.629
2002-09-17,223.814
2002-09-18,219.075
2002-09-19,216.638
2002-09-20,215.487
2002-09-23,208.113
2002-09-24,204.805
2002-09-25,207.111
2002-09-26,213.891
2002-09-27,212.113
2002-09-30,202.728
2002-10-01,204.472
2002-10-02,205.974
2002-10-03,202.816
2002-10-04,199.115
2002-10-07,191.486
2002-10-08,187.72
2002-10-09,186.714
2002-10-10,190.962
2002-10-11,203.194
2002-10-14,202.636
2002-10-15,216.936
2002-10-16,213.841
2002-10-17,214.647
2002-10-18,216.788
2002-10-21,217.393
2002-10-22,213.674
2002-10-23,209.045
2002-10-24,212.68
2002-10-25,212.368
2002-10-28,216.881
2002-10-29,211.02
2002-10-30,217.966
2002-10-31,222.899
2002-11-01,221.072
2002-11-04,226.677
2002-11-05,232.203
2002-11-06,229.061
2002-11-07,226.514
2002-11-08,226.937
2002-11-11,224.43
2002-11-12,229.402
2002-11-13,231.824
2002-11-14,235.704
2002-11-15,234.317
2002-11-18,237.948
2002-11-19,234.619
2002-11-20,235.75
2002-11-21,244.313
2002-11-22,246.279
2002-11-25,243.335
2002-11-26,240.992
2002-11-27,248.079
2002-11-28,253.153
2002-11-29,253.616
2002-12-02,252.474
2002-12-03,247.042
2002-12-04,246.207
2002-12-05,244.726
2002-12-06,245.012
2002-12-09,240.587
2002-12-10,241.825
2002-12-11,243.275
2002-12-12,241.659
2002-12-13,241.936
2002-12-16,241.638
2002-12-17,237.723
2002-12-18,233.361
2002-12-19,234.625
2002-12-20,236.541
2002-12-23,234.065
2002-12-24,235.247
2002-12-25,235.247
2002-12-26,235.705
2002-12-27,232.26
2002-12-30,233.623
2002-12-31,234.886
2003-01-01,234.886
2003-01-02,241.263
2003-01-03,244.778
2003-01-06,246.147
2003-01-07,246.103
2003-01-08,238.504
2003-01-09,239.998
2003-01-10,241.022
2003-01-13,242.496
2003-01-14,244.051
2003-01-15,243.128
2003-01-16,243.448
2003-01-17,241.066
2003-01-20,244.38
2003-01-21,240.783
2003-01-22,237.185
2003-01-23,237.652
2003-01-24,237.747
2003-01-27,231.563
2003-01-28,227.282
2003-01-29,224.08
2003-01-30,225.361
2003-01-31,222.481
2003-02-03,227.539
2003-02-04,224.922
2003-02-05,227.751
2003-02-06,225.806
2003-02-07,223.221
2003-02-10,217.295
2003-02-11,221.917
2003-02-12,222.994
2003-02-13,226.933
2003-02-14,228.642
2003-02-17,232.128
2003-02-18,232.655
2003-02-19,233.936
2003-02-20,233.304
2003-02-21,231.977
2003-02-24,229.852
2003-02-25,225.271
2003-02-26,224.79
2003-02-27,225.468
2003-02-28,227.625
2003-03-03,228.835
2003-03-04,227.432
2003-03-05,227.567
2003-03-06,225.996
2003-03-07,224.129
2003-03-10,222.468
2003-03-11,219.838
2003-03-12,215.009
2003-03-13,218.891
2003-03-14,222.73
2003-03-17,226.801
2003-03-18,228.08
2003-03-19,229.613
2003-03-20,232.104
2003-03-21,234.638
2003-03-24,230.736
2003-03-25,230.35
2003-03-26,230.362
2003-03-27,227.595
2003-03-28,226.146
2003-03-31,222.796
2003-04-01,223.1
2003-04-02,228.706
2003-04-03,228.122
2003-04-04,227.286
2003-04-07,234.397
2003-04-08,234.433
2003-04-09,234.293
2003-04-10,233.268
2003-04-11,234.59
2003-04-14,235.197
2003-04-15,239.063
2003-04-16,240.74
2003-04-17,241.805
2003-04-18,241.805
2003-04-21,241.066
2003-04-22,244.57
2003-04-23,247.869
2003-04-24,250.113
2003-04-25,248.548
2003-04-28,253.759
2003-04-29,258.575
2003-04-30,261.233
2003-05-01,263.815
2003-05-02,262.281
2003-05-05,266.488
2003-05-06,269.465
2003-05-07,267.573
2003-05-08,261.685
2003-05-09,264.049
2003-05-12,265.625
2003-05-13,267.945
2003-05-14,265.312
2003-05-15,263.651
2003-05-16,265.085
2003-05-19,262.553
2003-05-20,260.526
2003-05-21,259.142
2003-05-22,260.168
2003-05-23,262.638
2003-05-26,262.358
2003-05-27,264.429
2003-05-28,268.33
2003-05-29,269.603
2003-05-30,271.18
2003-06-02,272.85
2003-06-03,270.782
2003-06-04,273.095
2003-06-05,278.366
2003-06-06,278.358
2003-06-09,279.325
2003-06-10,276.092
2003-06-11,281.602
2003-06-12,285.332
2003-06-13,281.532
2003-06-16,286.03
2003-06-17,289.264
2003-06-18,286.28
2003-06-19,283.369
2003-06-20,281.658
2003-06-23,276.331
2003-06-24,271.218
2003-06-25,273.061
2003-06-26,272.069
2003-06-27,275.53
2003-06-30,275.557
2003-07-01,273.619
2003-07-02,277.075
2003-07-03,281.756
2003-07-04,280.736
2003-07-07,284.652
2003-07-08,285.48
2003-07-09,284.481
2003-07-10,282.063
2003-07-11,281.449
2003-07-14,285.042
2003-07-15,285.192
2003-07-16,283.659
2003-07-17,282.771
2003-07-18,282.867
2003-07-21,284.328
2003-07-22,283.374
2003-07-23,286.387
2003-07-24,290.675
2003-07-25,290.951
2003-07-28,293.407
2003-07-29,291.615
2003-07-30,289.778
2003-07-31,286.462
2003-08-01,288.553
2003-08-04,290.196
2003-08-05,291.308
2003-08-06,287.811
2003-08-07,286.55
2003-08-08,285.869
2003-08-11,284.264
2003-08-12,287.905
2003-08-13,292.728
2003-08-14,294.002
2003-08-15,292.486
2003-08-18,293.425
2003-08-19,294.244
2003-08-20,294.921
2003-08-21,294.446
2003-08-22,290.335
2003-08-25,287.88
2003-08-26,282.269
2003-08-27,285.65
2003-08-28,286.963
2003-08-29,290.952
2003-09-01,297.61
2003-09-02,296.146
2003-09-03,302.166
2003-09-04,302.73
2003-09-05,305.578
2003-09-08,306.813
2003-09-09,306.169
2003-09-10,304.1
2003-09-11,307.465
2003-09-12,309.695
2003-09-15,310.015
2003-09-16,310.249
2003-09-17,312.269
2003-09-18,313.479
2003-09-19,313.113
2003-09-22,309.173
2003-09-23,310.628
2003-09-24,311.007
2003-09-25,308.244
2003-09-26,307.25
2003-09-29,307.446
2003-09-30,302.359
2003-10-01,305.888
2003-10-02,307.807
2003-10-03,315.335
2003-10-06,318.113
2003-10-07,319.104
2003-10-08,320.401
2003-10-09,321.048
2003-10-10,320.595
2003-10-13,320.84
2003-10-14,326.598
2003-10-15,328.4
2003-10-16,326.369
2003-10-17,324.628
2003-10-20,324.392
2003-10-21,323.494
2003-10-22,319.666
2003-10-23,324.547
2003-10-24,324.914
2003-10-27,327.808
2003-10-28,329.229
2003-10-29,332.336
2003-10-30,333.109
2003-10-31,329.497
2003-11-03,329.542
2003-11-04,330.669
2003-11-05,328.265
2003-11-06,329.268
2003-11-07,336.906
2003-11-10,335.795
2003-11-11,334.258
2003-11-12,338.598
2003-11-13,343.043
2003-11-14,346.349
2003-11-17,341.214
2003-11-18,342.925
2003-11-19,339.814
2003-11-20,338.032
2003-11-21,339.468
2003-11-24,339.2
2003-11-25,340.622
2003-11-26,341.725
2003-11-27,345.326
2003-11-28,345.84
2003-12-01,349.634
2003-12-02,353.942
2003-12-03,357.151
2003-12-04,357.983
2003-12-05,360.831
2003-12-08,360.729
2003-12-09,361.903
2003-12-10,359.171
2003-12-11,355.817
2003-12-12,360.658
2003-12-15,361.622
2003-12-16,357.364
2003-12-17,355.262
2003-12-18,355.858
2003-12-19,354.923
2003-12-22,357.025
2003-12-23,362.4
2003-12-24,362.722
2003-12-25,362.722
2003-12-26,362.298
2003-12-29,367.66
2003-12-30,368.745
2003-12-31,371.002
2004-01-01,371.002
2004-01-02,375.533
2004-01-05,376.563
2004-01-06,376.763
2004-01-07,372.069
2004-01-08,373.359
2004-01-09,377.535
2004-01-12,375.975
2004-01-13,377.887
2004-01-14,377.425
2004-01-15,376.625
2004-01-16,371.89
2004-01-19,374.866
2004-01-20,377.47
2004-01-21,378.455
2004-01-22,387.13
2004-01-23,385.827
2004-01-26,383.471
2004-01-27,384.848
2004-01-28,382.909
2004-01-29,370.843
2004-01-30,374.167
2004-02-02,372.531
2004-02-03,377.174
2004-02-04,374.241
2004-02-05,377.11
2004-02-06,390.746
2004-02-09,389.87
2004-02-10,388.366
2004-02-11,388.926
2004-02-12,392.277
2004-02-13,390.338
2004-02-16,389.938
2004-02-17,393.519
2004-02-18,395.454
2004-02-19,393.795
2004-02-20,388.236
2004-02-23,386.935
2004-02-24,384.53
2004-02-25,380.089
2004-02-26,377.336
2004-02-27,376.075
2004-03-01,380.838
2004-03-02,378.966
2004-03-03,376.075
2004-03-04,377.388
2004-03-05,384.986
2004-03-08,384.031
2004-03-09,381.517
2004-03-10,374.885
2004-03-11,365.577
2004-03-12,363.257
2004-03-15,360.543
2004-03-16,365.755
2004-03-17,366.086
2004-03-18,365.994
2004-03-19,364.572
2004-03-22,359.688
2004-03-23,360.696
2004-03-24,354.286
2004-03-25,358.611
2004-03-26,357.907
2004-03-29,363.047
2004-03-30,362.827
2004-03-31,368.336
2004-04-01,377.699
2004-04-02,374.259
2004-04-05,373.956
2004-04-06,373.942
2004-04-07,381.044
2004-04-08,380.514
2004-04-09,380.514
2004-04-12,378.577
2004-04-13,375.4
2004-04-14,370.611
2004-04-15,369.032
2004-04-16,373.753
2004-04-19,372.72
2004-04-20,374.898
2004-04-21,371.574
2004-04-22,376.086
2004-04-23,377.71
2004-04-26,378.544
2004-04-27,377.272
2004-04-28,370.68
2004-04-29,371.279
2004-04-30,370.184
2004-05-03,371.193
2004-05-04,376.133
2004-05-05,381.63
2004-05-06,369.72
2004-05-07,364.576
2004-05-10,348.005
2004-05-11,352.601
2004-05-12,350.551
2004-05-13,355.596
2004-05-14,353.686
2004-05-17,353.288
2004-05-18,356.011
2004-05-19,365.644
2004-05-20,362.942
2004-05-21,364.945
2004-05-24,364.499
2004-05-25,365.932
2004-05-26,367.482
2004-05-27,375.674
2004-05-28,374.631
2004-05-31,374.631
2004-06-01,373.081
2004-06-02,375.809
2004-06-03,375.456
2004-06-04,378.521
2004-06-07,384.46
2004-06-08,382.859
2004-06-09,374.809
2004-06-10,372.727
2004-06-11,371.858
2004-06-14,369.957
2004-06-15,370.64
2004-06-16,370.401
2004-06-17,371.181
2004-06-18,373.868
2004-06-21,373.457
2004-06-22,370.444
2004-06-23,372.9
2004-06-24,379.265
2004-06-25,378.328
2004-06-28,380.692
2004-06-29,379.138
2004-06-30,378.335
2004-07-01,379.006
2004-07-02,380.603
2004-07-05,377.741
2004-07-06,375.074
2004-07-07,377.959
2004-07-08,378.526
2004-07-09,376.352
2004-07-12,374.042
2004-07-13,375.888
2004-07-14,378.159
2004-07-15,375.702
2004-07-16,376.82
2004-07-19,373.471
2004-07-20,371.183
2004-07-21,372.311
2004-07-22,366.89
2004-07-23,361.528
2004-07-26,362.099
2004-07-27,362.398
2004-07-28,359.749
2004-07-29,363.425
2004-07-30,363.651
2004-08-02,362.248
2004-08-03,364.555
2004-08-04,362.796
2004-08-05,363.93
2004-08-06,364.221
2004-08-09,359.883
2004-08-10,364.682
2004-08-11,358.022
2004-08-12,356.99
2004-08-13,357.322
2004-08-16,360.021
2004-08-17,360.527
2004-08-18,361.351
2004-08-19,363.678
2004-08-20,362.474
2004-08-23,364.931
2004-08-24,363.728
2004-08-25,364.564
2004-08-26,369.152
2004-08-27,367.292
2004-08-30,366.467
2004-08-31,367.268
2004-09-01,370.312
2004-09-02,370.13
2004-09-03,370.015
2004-09-06,371.355
2004-09-07,371.545
2004-09-08,373.257
2004-09-09,372.145
2004-09-10,377.915
2004-09-13,380.594
2004-09-14,382.162
2004-09-15,377.492
2004-09-16,378.023
2004-09-17,379.462
2004-09-20,379.087
2004-09-21,384.415
2004-09-22,383.435
2004-09-23,382.039
2004-09-24,380.059
2004-09-27,378.817
2004-09-28,379.866
2004-09-29,387.6
2004-09-30,390.51
2004-10-01,395.83
2004-10-04,393.418
2004-10-05,395.954
2004-10-06,395.594
2004-10-07,395.744
2004-10-08,398.462
2004-10-11,397.393
2004-10-12,391.214
2004-10-13,391.905
2004-10-14,393.361
2004-10-15,393.472
2004-10-18,394.688
2004-10-19,399.353
2004-10-20,396.861
2004-10-21,396.669
2004-10-22,399.564
2004-10-25,397.5
2004-10-26,399.826
2004-10-27,402.76
2004-10-28,401.983
2004-10-29,400.914
2004-11-01,405.737
2004-11-02,408.857
2004-11-03,413.337
2004-11-04,414.916
2004-11-05,417.504
2004-11-08,418.779
2004-11-09,419.066
2004-11-10,426.633
2004-11-11,429.761
2004-11-12,434.043
2004-11-15,434.927
2004-11-16,433.23
2004-11-17,439.599
2004-11-18,438.672
2004-11-19,439.918
2004-11-22,437.543
2004-11-23,439.868
2004-11-24,443.266
2004-11-25,449.584
2004-11-26,451.576
2004-11-29,455.256
2004-11-30,451.096
2004-12-01,455.612
2004-12-02,454.889
2004-12-03,458.528
2004-12-06,459.818
2004-12-07,462.756
2004-12-08,451.131
2004-12-09,448.371
2004-12-10,448.96
2004-12-13,454.715
2004-12-14,453.728
2004-12-15,457.448
2004-12-16,453.414
2004-12-17,449.503
2004-12-20,458.396
2004-12-21,460.124
2004-12-22,461.608
2004-12-23,466.612
2004-12-24,469.389
2004-12-27,472.465
2004-12-28,472.315
2004-12-29,471.557
2004-12-30,472.502
2004-12-31,470.277
2005-01-03,472.62
2005-01-04,465.245
2005-01-05,462.068
2005-01-06,456.935
2005-01-07,456.245
2005-01-10,462.97
2005-01-11,464.475
2005-01-12,460.752
2005-01-13,461.023
2005-01-14,459.691
2005-01-17,462.299
2005-01-18,461.022
2005-01-19,463.793
2005-01-20,456.678
2005-01-21,459.188
2005-01-24,456.744
2005-01-25,458.277
2005-01-26,462.84
2005-01-27,460.529
2005-01-28,454.884
2005-01-31,459.119
2005-02-01,462.077
2005-02-02,465.483
2005-02-03,462.92
2005-02-04,464.266
2005-02-07,463.923
2005-02-08,463.053
2005-02-09,463.975
2005-02-10,462.412
2005-02-11,465.618
2005-02-14,470.269
2005-02-15,475.795
2005-02-16,472.326
2005-02-17,476.313
2005-02-18,472.463
2005-02-21,474.493
2005-02-22,480.298
2005-02-23,479.199
2005-02-24,483.829
2005-02-25,487.996
2005-02-28,492.568
2005-03-01,489.382
2005-03-02,488.38
2005-03-03,494.458
2005-03-04,503.037
2005-03-07,499.659
2005-03-08,502.762
2005-03-09,501.946
2005-03-10,496.965
2005-03-11,500.762
2005-03-14,497.899
2005-03-15,499.387
2005-03-16,497.293
2005-03-17,495.506
2005-03-18,489.49
2005-03-21,484.669
2005-03-22,488.635
2005-03-23,479.959
2005-03-24,481.711
2005-03-25,481.711
2005-03-28,478.397
2005-03-29,476.693
2005-03-30,476.022
2005-03-31,478.062
2005-04-01,479.534
2005-04-04,473.689
2005-04-05,479.802
2005-04-06,482.711
2005-04-07,483.483
2005-04-08,481.75
2005-04-11,488.797
2005-04-12,484.501
2005-04-13,487.539
2005-04-14,482.583
2005-04-15,478.162
2005-04-18,472.99
2005-04-19,476.742
2005-04-20,477.72
2005-04-21,477.624
2005-04-22,482.38
2005-04-25,479.258
2005-04-26,475.689
2005-04-27,463.308
2005-04-28,455.523
2005-04-29,454.909
2005-05-02,457.74
2005-05-03,459.862
2005-05-04,462.33
2005-05-05,462.104
2005-05-06,461.045
2005-05-09,461.241
2005-05-10,458.878
2005-05-11,456.158
2005-05-12,455.55
2005-05-13,458.801
2005-05-16,457.151
2005-05-17,460.345
2005-05-18,465.59
2005-05-19,467.151
2005-05-20,466.064
2005-05-23,468.694
2005-05-24,470.326
2005-05-25,471.24
2005-05-26,473.433
2005-05-27,475.442
2005-05-30,474.056
2005-05-31,470.647
2005-06-01,467.319
2005-06-02,465.695
2005-06-03,464.582
2005-06-06,464.953
2005-06-07,468.084
2005-06-08,469.993
2005-06-09,464.151
2005-06-10,463.729
2005-06-13,460.082
2005-06-14,463.78
2005-06-15,464.707
2005-06-16,467.854
2005-06-17,476.028
2005-06-20,470.216
2005-06-21,474.12
2005-06-22,473.844
2005-06-23,469.343
2005-06-24,469.775
2005-06-27,463.775
2005-06-28,462.42
2005-06-29,463.11
2005-06-30,465.471
2005-07-01,461.178
2005-07-04,461.647
2005-07-05,464.876
2005-07-06,466.151
2005-07-07,459.265
2005-07-08,462.399
2005-07-11,473.548
2005-07-12,480.74
2005-07-13,484.112
2005-07-14,483.747
2005-07-15,482.567
2005-07-18,483.012
2005-07-19,481.423
2005-07-20,477.818
2005-07-21,488.43
2005-07-22,489.816
2005-07-25,487.403
2005-07-26,485.106
2005-07-27,487.545
2005-07-28,493.108
2005-07-29,495.982
2005-08-01,500.448
2005-08-02,507.583
2005-08-03,511.568
2005-08-04,515.594
2005-08-05,511.72
2005-08-08,513.115
2005-08-09,513.914
2005-08-10,517.753
2005-08-11,519.559
2005-08-12,517.455
2005-08-15,515.068
2005-08-16,512.55
2005-08-17,510.782
2005-08-18,503.9
2005-08-19,504.195
2005-08-22,509.783
2005-08-23,505.299
2005-08-24,501.177
2005-08-25,497.83
2005-08-26,497.747
2005-08-29,496.154
2005-08-30,492.543
2005-08-31,501.639
2005-09-01,512.345
2005-09-02,519.788
2005-09-05,519.531
2005-09-06,521.549
2005-09-07,523.698
2005-09-08,518.801
2005-09-09,522.127
2005-09-12,519.756
2005-09-13,515.678
2005-09-14,519.18
2005-09-15,514.492
2005-09-16,516.602
2005-09-19,516.807
2005-09-20,517.083
2005-09-21,514.381
2005-09-22,512.515
2005-09-23,509.846
2005-09-26,514.608
2005-09-27,512.578
2005-09-28,516.506
2005-09-29,519.265
2005-09-30,526.07
2005-10-03,523.783
2005-10-04,524.55
2005-10-05,522.058
2005-10-06,521.117
2005-10-07,517.861
2005-10-10,518.319
2005-10-11,517.421
2005-10-12,513.652
2005-10-13,499.591
2005-10-14,499.877
2005-10-17,498.516
2005-10-18,494.244
2005-10-19,487.417
2005-10-20,488.499
2005-10-21,484.391
2005-10-24,489.229
2005-10-25,500.554
2005-10-26,502.259
2005-10-27,497.979
2005-10-28,495.581
2005-10-31,501.778
2005-11-01,502.244
2005-11-02,505.941
2005-11-03,509.002
2005-11-04,501.506
2005-11-07,502.29
2005-11-08,502.657
