Date,EUROPE MID GROWTH Mid Cap
2001-01-01,535.763
2001-01-02,528.602
2001-01-03,510.974
2001-01-04,519.811
2001-01-05,516.186
2001-01-08,508.376
2001-01-09,503.741
2001-01-10,505.85
2001-01-11,517.289
2001-01-12,527.691
2001-01-15,523.459
2001-01-16,516.663
2001-01-17,529.429
2001-01-18,538.411
2001-01-19,539.507
2001-01-22,534.764
2001-01-23,534.086
2001-01-24,531.124
2001-01-25,531.781
2001-01-26,529.555
2001-01-29,527.462
2001-01-30,533.635
2001-01-31,541.488
2001-02-01,543.756
2001-02-02,534.011
2001-02-05,531.922
2001-02-06,532.966
2001-02-07,526.994
2001-02-08,520.713
2001-02-09,517.489
2001-02-12,521.078
2001-02-13,515.07
2001-02-14,505.369
2001-02-15,505.24
2001-02-16,502.813
2001-02-19,501.669
2001-02-20,494.94
2001-02-21,491.608
2001-02-22,484.557
2001-02-23,478.99
2001-02-26,484.075
2001-02-27,489.571
2001-02-28,483.357
2001-03-01,475.68
2001-03-02,478.491
2001-03-05,477.294
2001-03-06,489.368
2001-03-07,489.936
2001-03-08,489.681
2001-03-09,482.181
2001-03-12,467.439
2001-03-13,453.549
2001-03-14,441.237
2001-03-15,443.47
2001-03-16,431.128
2001-03-19,428.769
2001-03-20,437.327
2001-03-21,424.078
2001-03-22,399.592
2001-03-23,414.838
2001-03-26,428.58
2001-03-27,434.299
2001-03-28,427.913
2001-03-29,423.293
2001-03-30,425.136
2001-04-02,419.422
2001-04-03,406.518
2001-04-04,411.709
2001-04-05,419.67
2001-04-06,419.167
2001-04-09,421.662
2001-04-10,425.538
2001-04-11,428.509
2001-04-12,433.425
2001-04-13,433.425
2001-04-16,429.72
2001-04-17,426.617
2001-04-18,439.135
2001-04-19,450.52
2001-04-20,453.627
2001-04-23,444.341
2001-04-24,442.516
2001-04-25,443.038
2001-04-26,450.102
2001-04-27,450.883
2001-04-30,455.645
2001-05-01,455.79
2001-05-02,458.453
2001-05-03,452.01
2001-05-04,451.711
2001-05-07,452.229
2001-05-08,452.354
2001-05-09,447.466
2001-05-10,450.031
2001-05-11,446.512
2001-05-14,440.695
2001-05-15,442.653
2001-05-16,443.759
2001-05-17,447.316
2001-05-18,448.723
2001-05-21,452.233
2001-05-22,454.606
2001-05-23,449.419
2001-05-24,446.568
2001-05-25,446.707
2001-05-28,448.093
2001-05-29,442.289
2001-05-30,437.334
2001-05-31,434.604
2001-06-01,432.091
2001-06-04,433.805
2001-06-05,436.309
2001-06-06,433.297
2001-06-07,435.51
2001-06-08,433.87
2001-06-11,427.06
2001-06-12,422.637
2001-06-13,426.096
2001-06-14,422.794
2001-06-15,419.388
2001-06-18,416.699
2001-06-19,415.292
2001-06-20,407.965
2001-06-21,409.886
2001-06-22,411.089
2001-06-25,413.048
2001-06-26,407.03
2001-06-27,407.697
2001-06-28,406.773
2001-06-29,409.788
2001-07-02,411.517
2001-07-03,407.142
2001-07-04,402.816
2001-07-05,394.053
2001-07-06,390.113
2001-07-09,390.904
2001-07-10,394.857
2001-07-11,391.05
2001-07-12,392.133
2001-07-13,391.6
2001-07-16,391.026
2001-07-17,386.627
2001-07-18,392.165
2001-07-19,394.65
2001-07-20,393.749
