Date,EUROPE MID GROWTH Mid Cap
2001-07-23,391.417
2001-07-24,390.563
2001-07-25,389.354
2001-07-26,389.854
2001-07-27,394.654
2001-07-30,399.369
2001-07-31,402.645
2001-08-01,407.645
2001-08-02,412.731
2001-08-03,411.426
2001-08-06,407.696
2001-08-07,404.023
2001-08-08,402.008
2001-08-09,400.279
2001-08-10,401.135
2001-08-13,403.313
2001-08-14,406.706
2001-08-15,409.507
2001-08-16,404.983
2001-08-17,403.52
2001-08-20,399.478
2001-08-21,400.903
2001-08-22,402.653
2001-08-23,400.499
2001-08-24,404.721
2001-08-27,403.333
2001-08-28,399.842
2001-08-29,398.737
2001-08-30,390.957
2001-08-31,389.275
2001-09-03,384.314
2001-09-04,381.28
2001-09-05,375.261
2001-09-06,368.527
2001-09-07,367.882
2001-09-10,359.772
2001-09-11,343.848
2001-09-12,342.132
2001-09-13,343.976
2001-09-14,334.462
2001-09-17,332.149
2001-09-18,327.265
2001-09-19,325.915
2001-09-20,311.732
2001-09-21,300.007
2001-09-24,311.687
2001-09-25,322.24
2001-09-26,326.38
2001-09-27,327.201
2001-09-28,333.291
2001-10-01,328.595
2001-10-02,328.126
2001-10-03,331.086
2001-10-04,341.159
2001-10-05,341.689
2001-10-08,342.397
2001-10-09,344.214
2001-10-10,348.684
2001-10-11,354.516
2001-10-12,354.747
2001-10-15,352.528
2001-10-16,356.027
2001-10-17,362.594
2001-10-18,354.533
2001-10-19,349.098
2001-10-22,349.667
2001-10-23,355.965
2001-10-24,358.512
2001-10-25,355.747
2001-10-26,360.84
2001-10-29,361.579
2001-10-30,354.749
2001-10-31,356.537
2001-11-01,359.426
2001-11-02,360.106
2001-11-05,364.356
2001-11-06,366.153
2001-11-07,369.072
2001-11-08,372.138
2001-11-09,372.252
2001-11-12,366.095
2001-11-13,371.311
2001-11-14,376.753
2001-11-15,379.885
2001-11-16,384.25
2001-11-19,386.255
2001-11-20,381.338
2001-11-21,376.021
2001-11-22,379.325
2001-11-23,377.174
2001-11-26,380.3
2001-11-27,379.123
2001-11-28,375.633
2001-11-29,374.227
2001-11-30,377.911
2001-12-03,373.798
2001-12-04,377.494
2001-12-05,386.648
2001-12-06,388.783
2001-12-07,386.831
2001-12-10,381.723
2001-12-11,380.896
2001-12-12,379.689
2001-12-13,374.304
2001-12-14,372.349
2001-12-17,378.319
2001-12-18,378.582
2001-12-19,375.024
2001-12-20,372.309
2001-12-21,370.806
2001-12-24,368.375
2001-12-25,368.366
2001-12-26,369.024
2001-12-27,375.99
2001-12-28,377.378
2001-12-31,380.908
2002-01-01,380.908
2002-01-02,383.334
2002-01-03,389.303
2002-01-04,389.827
2002-01-07,387.557
2002-01-08,385.466
2002-01-09,384.829
2002-01-10,383.337
2002-01-11,383.91
2002-01-14,379.546
2002-01-15,379.495
2002-01-16,371.839
2002-01-17,374.199
2002-01-18,374.668
2002-01-21,372.998
2002-01-22,372.735
2002-01-23,373.435
2002-01-24,374.437
2002-01-25,368.54
2002-01-28,368.715
2002-01-29,366.537
2002-01-30,363.436
2002-01-31,367.081
2002-02-01,367.688
2002-02-04,367.7
2002-02-05,364.405
2002-02-06,361.347
2002-02-07,360.56
2002-02-08,361.964
2002-02-11,366.05
2002-02-12,365.354
2002-02-13,365.165
2002-02-14,365.927
2002-02-15,366.369
2002-02-18,363.45
2002-02-19,359.88
2002-02-20,356.55
2002-02-21,358.049
2002-02-22,358.365
2002-02-25,359.487
2002-02-26,361.71
2002-02-27,363.971
2002-02-28,362.485
2002-03-01,365.161
2002-03-04,374.135
2002-03-05,371.986
2002-03-06,374.717
2002-03-07,381.067
2002-03-08,381.681
2002-03-11,380.282
2002-03-12,374.842
2002-03-13,375.839
2002-03-14,379.364
2002-03-15,381.282
2002-03-18,384.586
2002-03-19,386.004
2002-03-20,385.19
2002-03-21,383.828
2002-03-22,383.344
2002-03-25,380.381
2002-03-26,380.397
2002-03-27,379.663
2002-03-28,382.347
2002-03-29,382.347
2002-04-01,385.759
2002-04-02,385.645
2002-04-03,382.777
2002-04-04,380.303
2002-04-05,380.14
2002-04-08,374.606
2002-04-09,376.381
2002-04-10,378.957
2002-04-11,377.171
2002-04-12,376.793
2002-04-15,377.293
2002-04-16,381.033
2002-04-17,382.864
2002-04-18,380.764
2002-04-19,381.15
2002-04-22,378.496
2002-04-23,377.289
2002-04-24,376.08
2002-04-25,375.259
2002-04-26,374.151
2002-04-29,373.147
2002-04-30,372.939
2002-05-01,374.915
2002-05-02,374.002
2002-05-03,373.955
2002-05-06,375.232
2002-05-07,370.93
2002-05-08,375.569
2002-05-09,374.949
2002-05-10,373.451
2002-05-13,374.007
2002-05-14,374.161
2002-05-15,377.718
2002-05-16,377.487
2002-05-17,380.193
2002-05-20,379.578
2002-05-21,378.381
2002-05-22,377.281
2002-05-23,374.564
2002-05-24,374.551
2002-05-27,373.405
2002-05-28,375.351
2002-05-29,375.118
2002-05-30,373.766
2002-05-31,375.861
2002-06-03,374.096
2002-06-04,370.451
2002-06-05,366.852
2002-06-06,368.111
2002-06-07,363.687
2002-06-10,365.068
2002-06-11,367.582
2002-06-12,361.787
2002-06-13,356.205
2002-06-14,348.814
2002-06-17,355.927
2002-06-18,356.803
2002-06-19,353.992
2002-06-20,347.777
2002-06-21,348.513
2002-06-24,343.251
2002-06-25,347.017
2002-06-26,348.955
2002-06-27,348.997
2002-06-28,358.606
2002-07-01,359.391
2002-07-02,350.5
2002-07-03,337.332
2002-07-04,340.313
2002-07-05,350.247
2002-07-08,352.809
2002-07-09,350.768
2002-07-10,340.974
2002-07-11,330.651
2002-07-12,332.007
2002-07-15,324.829
2002-07-16,324.454
2002-07-17,332.304
2002-07-18,337.993
2002-07-19,329.345
2002-07-22,314.046
2002-07-23,305.305
2002-07-24,296.186
2002-07-25,306.017
2002-07-26,304.64
2002-07-29,315.9
2002-07-30,318.224
2002-07-31,316.958
2002-08-01,307.785
2002-08-02,305.541
2002-08-05,295.674
2002-08-06,296.881
2002-08-07,297.195
2002-08-08,303.072
2002-08-09,307.322
2002-08-12,304.821
2002-08-13,307.17
2002-08-14,305.832
2002-08-15,311.651
2002-08-16,316.257
2002-08-19,323.19
2002-08-20,320.494
2002-08-21,325.336
2002-08-22,330.892
2002-08-23,328.384
2002-08-26,326.0
2002-08-27,332.501
2002-08-28,323.124
2002-08-29,319.472
2002-08-30,319.804
2002-09-02,315.934
2002-09-03,311.023
2002-09-04,311.457
2002-09-05,307.427
2002-09-06,312.818
2002-09-09,308.234
2002-09-10,313.072
2002-09-11,317.936
2002-09-12,311.874
2002-09-13,307.668
2002-09-16,303.769
2002-09-17,300.781
2002-09-18,294.662
2002-09-19,289.865
2002-09-20,291.613
2002-09-23,282.763
2002-09-24,276.907
2002-09-25,279.873
2002-09-26,288.308
2002-09-27,289.311
2002-09-30,282.143
2002-10-01,281.966
2002-10-02,287.086
2002-10-03,284.788
2002-10-04,280.154
2002-10-07,275.558
2002-10-08,271.758
2002-10-09,270.753
2002-10-10,272.504
2002-10-11,284.209
2002-10-14,282.524
2002-10-15,297.186
2002-10-16,292.908
2002-10-17,301.337
2002-10-18,300.208
2002-10-21,301.02
2002-10-22,301.573
2002-10-23,294.47
2002-10-24,300.782
2002-10-25,300.562
2002-10-28,306.575
2002-10-29,296.861
2002-10-30,301.837
2002-10-31,306.799
2002-11-01,306.447
2002-11-04,317.925
2002-11-05,318.944
2002-11-06,317.209
2002-11-07,315.017
2002-11-08,312.763
2002-11-11,308.276
2002-11-12,311.878
2002-11-13,309.921
2002-11-14,313.2
2002-11-15,313.859
2002-11-18,317.186
2002-11-19,316.43
2002-11-20,312.829
2002-11-21,322.342
2002-11-22,324.813
2002-11-25,321.252
2002-11-26,316.451
2002-11-27,320.417
2002-11-28,326.107
2002-11-29,326.88
2002-12-02,325.129
2002-12-03,318.465
2002-12-04,316.874
2002-12-05,315.101
2002-12-06,314.089
2002-12-09,308.028
2002-12-10,308.338
2002-12-11,311.988
2002-12-12,311.683
2002-12-13,308.598
2002-12-16,312.294
2002-12-17,310.105
2002-12-18,304.663
2002-12-19,303.709
2002-12-20,306.313
2002-12-23,304.265
2002-12-24,305.084
2002-12-25,305.084
2002-12-26,305.556
2002-12-27,301.049
2002-12-30,304.858
2002-12-31,307.437
2003-01-01,307.437
2003-01-02,310.733
2003-01-03,313.335
2003-01-06,315.371
2003-01-07,312.265
2003-01-08,306.375
2003-01-09,308.988
2003-01-10,311.759
2003-01-13,311.14
2003-01-14,313.581
2003-01-15,307.899
2003-01-16,308.944
2003-01-17,306.148
2003-01-20,304.784
2003-01-21,301.069
2003-01-22,297.641
2003-01-23,297.337
2003-01-24,297.239
2003-01-27,288.531
2003-01-28,288.753
2003-01-29,287.242
2003-01-30,292.398
2003-01-31,290.798
2003-02-03,296.411
2003-02-04,290.664
2003-02-05,290.942
2003-02-06,286.694
2003-02-07,284.351
2003-02-10,280.493
2003-02-11,282.617
2003-02-12,277.278
2003-02-13,277.473
2003-02-14,277.54
2003-02-17,280.768
2003-02-18,281.807
2003-02-19,278.654
2003-02-20,278.546
2003-02-21,278.671
2003-02-24,274.571
2003-02-25,266.181
2003-02-26,264.647
2003-02-27,264.563
2003-02-28,271.788
2003-03-03,275.291
2003-03-04,269.719
2003-03-05,267.592
2003-03-06,265.983
2003-03-07,263.031
2003-03-10,257.743
2003-03-11,257.302
2003-03-12,250.233
2003-03-13,257.932
2003-03-14,266.646
2003-03-17,271.718
2003-03-18,273.864
2003-03-19,276.95
2003-03-20,275.004
2003-03-21,281.313
2003-03-24,273.767
2003-03-25,277.867
2003-03-26,278.263
2003-03-27,276.002
2003-03-28,276.683
2003-03-31,271.873
2003-04-01,274.301
2003-04-02,281.779
2003-04-03,283.003
2003-04-04,284.237
2003-04-07,291.802
2003-04-08,288.611
2003-04-09,288.238
2003-04-10,287.084
2003-04-11,287.297
2003-04-14,289.029
2003-04-15,294.595
2003-04-16,295.428
2003-04-17,297.502
2003-04-18,297.502
2003-04-21,295.624
2003-04-22,299.743
2003-04-23,305.113
2003-04-24,304.168
2003-04-25,302.205
2003-04-28,305.415
2003-04-29,305.949
2003-04-30,309.802
2003-05-01,311.613
2003-05-02,311.519
2003-05-05,316.063
2003-05-06,322.482
2003-05-07,321.115
2003-05-08,316.237
2003-05-09,317.678
2003-05-12,318.541
2003-05-13,319.356
2003-05-14,320.078
2003-05-15,323.268
2003-05-16,328.744
2003-05-19,322.321
2003-05-20,321.966
2003-05-21,319.954
2003-05-22,325.208
2003-05-23,326.337
2003-05-26,327.309
2003-05-27,328.299
2003-05-28,331.852
2003-05-29,334.645
2003-05-30,335.023
2003-06-02,338.089
2003-06-03,333.157
2003-06-04,336.247
2003-06-05,340.434
2003-06-06,346.179
2003-06-09,343.17
2003-06-10,342.094
2003-06-11,348.637
2003-06-12,349.476
2003-06-13,347.73
2003-06-16,354.289
2003-06-17,356.859
2003-06-18,351.984
2003-06-19,347.05
2003-06-20,346.729
2003-06-23,339.723
2003-06-24,336.616
2003-06-25,340.228
2003-06-26,336.939
2003-06-27,338.136
2003-06-30,336.465
2003-07-01,335.13
2003-07-02,338.838
2003-07-03,339.555
2003-07-04,338.296
2003-07-07,341.452
2003-07-08,341.839
2003-07-09,339.721
2003-07-10,337.076
2003-07-11,339.056
2003-07-14,343.008
2003-07-15,339.998
2003-07-16,337.67
2003-07-17,333.813
2003-07-18,336.484
2003-07-21,337.011
2003-07-22,338.615
2003-07-23,341.953
2003-07-24,347.231
2003-07-25,347.934
2003-07-28,348.734
2003-07-29,348.77
2003-07-30,346.712
2003-07-31,346.001
2003-08-01,345.199
2003-08-04,345.339
2003-08-05,346.514
2003-08-06,343.205
2003-08-07,341.979
2003-08-08,342.332
2003-08-11,342.911
2003-08-12,344.612
2003-08-13,346.941
2003-08-14,348.634
2003-08-15,348.604
2003-08-18,348.409
2003-08-19,347.508
2003-08-20,348.497
2003-08-21,348.611
2003-08-22,347.982
2003-08-25,346.785
2003-08-26,342.36
2003-08-27,345.075
2003-08-28,346.866
2003-08-29,348.209
2003-09-01,351.613
2003-09-02,350.131
2003-09-03,356.074
2003-09-04,356.533
2003-09-05,359.745
2003-09-08,363.278
2003-09-09,361.289
2003-09-10,356.807
2003-09-11,357.13
2003-09-12,358.957
2003-09-15,360.512
2003-09-16,359.944
2003-09-17,363.094
2003-09-18,366.894
2003-09-19,368.476
2003-09-22,366.122
2003-09-23,365.963
2003-09-24,365.796
2003-09-25,363.595
2003-09-26,359.683
2003-09-29,359.219
2003-09-30,356.735
2003-10-01,363.348
2003-10-02,365.388
2003-10-03,371.765
2003-10-06,372.638
2003-10-07,373.05
2003-10-08,375.776
2003-10-09,378.646
2003-10-10,382.847
2003-10-13,383.208
2003-10-14,382.713
2003-10-15,386.762
2003-10-16,388.005
2003-10-17,385.343
2003-10-20,385.937
2003-10-21,387.329
2003-10-22,385.032
2003-10-23,381.638
2003-10-24,382.68
2003-10-27,383.888
2003-10-28,385.364
2003-10-29,388.141
2003-10-30,391.127
2003-10-31,388.496
2003-11-03,388.727
2003-11-04,388.539
2003-11-05,383.99
2003-11-06,383.705
2003-11-07,388.432
2003-11-10,386.917
2003-11-11,384.694
2003-11-12,389.58
2003-11-13,393.244
2003-11-14,395.55
2003-11-17,389.802
2003-11-18,393.442
2003-11-19,393.038
2003-11-20,391.814
2003-11-21,393.367
2003-11-24,394.788
2003-11-25,397.069
2003-11-26,400.146
2003-11-27,401.178
2003-11-28,402.874
2003-12-01,406.4
2003-12-02,409.521
2003-12-03,412.313
2003-12-04,409.645
2003-12-05,409.598
2003-12-08,410.082
2003-12-09,410.991
2003-12-10,408.037
2003-12-11,407.045
2003-12-12,410.637
2003-12-15,411.92
2003-12-16,409.738
2003-12-17,411.064
2003-12-18,413.466
2003-12-19,412.996
2003-12-22,413.133
2003-12-23,415.45
2003-12-24,417.812
2003-12-25,417.812
2003-12-26,417.759
2003-12-29,420.296
2003-12-30,423.65
2003-12-31,426.487
2004-01-01,426.487
2004-01-02,430.473
2004-01-05,435.311
2004-01-06,437.316
2004-01-07,434.943
2004-01-08,441.891
2004-01-09,446.396
2004-01-12,444.396
2004-01-13,446.662
2004-01-14,449.19
2004-01-15,448.68
2004-01-16,446.94
2004-01-19,446.846
2004-01-20,450.904
2004-01-21,454.734
2004-01-22,456.557
2004-01-23,455.772
2004-01-26,450.725
2004-01-27,454.928
2004-01-28,455.979
2004-01-29,445.226
2004-01-30,446.848
2004-02-02,449.024
2004-02-03,451.038
2004-02-04,447.872
2004-02-05,452.002
2004-02-06,459.198
2004-02-09,462.334
2004-02-10,462.218
2004-02-11,463.203
2004-02-12,469.557
2004-02-13,468.455
2004-02-16,469.651
2004-02-17,476.563
2004-02-18,476.445
2004-02-19,474.999
2004-02-20,467.586
2004-02-23,467.725
2004-02-24,466.904
2004-02-25,464.059
2004-02-26,459.834
2004-02-27,459.35
2004-03-01,465.067
2004-03-02,463.371
2004-03-03,456.383
2004-03-04,459.753
2004-03-05,468.605
2004-03-08,466.925
2004-03-09,462.681
2004-03-10,452.132
2004-03-11,441.596
2004-03-12,441.737
2004-03-15,432.628
2004-03-16,439.927
2004-03-17,441.396
2004-03-18,442.841
2004-03-19,443.601
2004-03-22,435.771
2004-03-23,435.081
2004-03-24,431.964
2004-03-25,437.449
2004-03-26,435.3
2004-03-29,443.447
2004-03-30,443.44
2004-03-31,448.704
2004-04-01,456.652
2004-04-02,456.149
2004-04-05,453.984
2004-04-06,453.03
2004-04-07,457.838
2004-04-08,457.763
2004-04-09,457.763
2004-04-12,456.805
2004-04-13,453.263
2004-04-14,446.593
2004-04-15,446.929
2004-04-16,452.176
2004-04-19,453.358
2004-04-20,452.476
2004-04-21,445.552
2004-04-22,447.896
2004-04-23,449.958
2004-04-26,453.404
2004-04-27,453.861
2004-04-28,445.942
2004-04-29,445.653
2004-04-30,443.02
2004-05-03,444.759
2004-05-04,450.227
2004-05-05,452.982
2004-05-06,443.596
2004-05-07,437.844
2004-05-10,422.769
2004-05-11,426.989
2004-05-12,426.204
2004-05-13,428.59
2004-05-14,425.631
2004-05-17,424.05
2004-05-18,427.992
2004-05-19,438.587
2004-05-20,431.163
2004-05-21,435.349
2004-05-24,436.725
2004-05-25,438.158
2004-05-26,442.658
2004-05-27,452.992
2004-05-28,452.427
2004-05-31,452.663
2004-06-01,448.895
2004-06-02,452.566
2004-06-03,452.915
2004-06-04,456.344
2004-06-07,461.226
2004-06-08,460.13
2004-06-09,454.574
2004-06-10,454.154
2004-06-11,449.521
2004-06-14,446.117
2004-06-15,449.285
2004-06-16,450.608
2004-06-17,452.654
2004-06-18,456.055
2004-06-21,455.298
2004-06-22,451.713
2004-06-23,453.004
2004-06-24,457.646
2004-06-25,457.084
2004-06-28,463.345
2004-06-29,459.657
2004-06-30,460.231
2004-07-01,458.526
2004-07-02,460.868
2004-07-05,458.948
2004-07-06,455.563
2004-07-07,458.117
2004-07-08,459.034
2004-07-09,458.292
2004-07-12,457.32
2004-07-13,455.311
2004-07-14,456.503
2004-07-15,451.962
2004-07-16,456.664
2004-07-19,453.395
2004-07-20,452.595
2004-07-21,451.055
2004-07-22,444.62
2004-07-23,439.379
2004-07-26,437.208
2004-07-27,435.602
2004-07-28,435.392
2004-07-29,439.755
2004-07-30,439.019
2004-08-02,437.816
2004-08-03,439.819
2004-08-04,435.345
2004-08-05,435.018
2004-08-06,432.756
2004-08-09,428.073
2004-08-10,433.166
2004-08-11,428.176
2004-08-12,426.617
2004-08-13,429.85
2004-08-16,433.704
2004-08-17,435.079
2004-08-18,434.481
2004-08-19,437.467
2004-08-20,434.235
2004-08-23,435.19
2004-08-24,432.338
2004-08-25,433.124
2004-08-26,436.596
2004-08-27,437.276
2004-08-30,436.653
2004-08-31,437.443
2004-09-01,440.179
2004-09-02,440.3
2004-09-03,439.969
2004-09-06,443.456
2004-09-07,443.68
2004-09-08,445.836
2004-09-09,443.679
2004-09-10,450.637
2004-09-13,453.043
2004-09-14,453.871
2004-09-15,447.944
2004-09-16,449.816
2004-09-17,453.488
2004-09-20,450.949
2004-09-21,456.66
2004-09-22,454.143
2004-09-23,452.065
2004-09-24,452.674
2004-09-27,449.712
2004-09-28,451.48
2004-09-29,453.389
2004-09-30,454.571
2004-10-01,459.791
2004-10-04,460.891
2004-10-05,461.868
2004-10-06,461.05
2004-10-07,461.263
2004-10-08,464.513
2004-10-11,462.856
2004-10-12,455.787
2004-10-13,456.409
2004-10-14,456.945
2004-10-15,459.667
2004-10-18,459.434
2004-10-19,463.253
2004-10-20,463.1
2004-10-21,467.162
2004-10-22,468.982
2004-10-25,466.547
2004-10-26,468.818
2004-10-27,472.692
2004-10-28,473.799
2004-10-29,472.291
2004-11-01,476.741
2004-11-02,479.858
2004-11-03,484.072
2004-11-04,485.607
2004-11-05,489.997
2004-11-08,491.512
2004-11-09,490.076
2004-11-10,493.333
2004-11-11,497.076
2004-11-12,500.968
2004-11-15,500.791
2004-11-16,499.031
2004-11-17,504.961
2004-11-18,503.527
2004-11-19,504.635
2004-11-22,500.656
2004-11-23,502.854
2004-11-24,507.166
2004-11-25,513.672
2004-11-26,514.147
2004-11-29,515.619
2004-11-30,514.015
2004-12-01,518.347
2004-12-02,519.191
2004-12-03,522.697
2004-12-06,522.508
2004-12-07,524.168
2004-12-08,517.309
2004-12-09,513.872
2004-12-10,513.702
2004-12-13,520.148
2004-12-14,520.178
2004-12-15,525.169
2004-12-16,522.262
2004-12-17,519.716
2004-12-20,526.75
2004-12-21,524.899
2004-12-22,526.521
2004-12-23,531.406
2004-12-24,533.426
2004-12-27,536.349
2004-12-28,536.117
2004-12-29,534.948
2004-12-30,537.547
2004-12-31,536.839
2005-01-03,535.21
2005-01-04,530.826
2005-01-05,526.109
2005-01-06,523.622
2005-01-07,522.374
2005-01-10,524.528
2005-01-11,523.331
2005-01-12,526.023
2005-01-13,524.738
2005-01-14,522.581
2005-01-17,524.841
2005-01-18,523.775
2005-01-19,526.536
2005-01-20,522.222
2005-01-21,523.111
2005-01-24,523.456
2005-01-25,523.077
2005-01-26,528.805
2005-01-27,528.531
2005-01-28,527.176
2005-01-31,531.406
2005-02-01,534.007
2005-02-02,536.863
2005-02-03,534.015
2005-02-04,538.826
2005-02-07,537.348
2005-02-08,535.952
2005-02-09,535.563
2005-02-10,538.534
2005-02-11,541.397
2005-02-14,547.717
2005-02-15,549.909
2005-02-16,547.679
2005-02-17,552.837
2005-02-18,553.351
2005-02-21,551.086
2005-02-22,553.347
2005-02-23,551.099
2005-02-24,552.136
2005-02-25,557.811
2005-02-28,557.852
2005-03-01,557.896
2005-03-02,552.491
2005-03-03,552.052
2005-03-04,560.2
2005-03-07,556.918
2005-03-08,560.799
2005-03-09,559.742
2005-03-10,558.158
2005-03-11,561.656
2005-03-14,556.958
2005-03-15,558.199
2005-03-16,557.314
2005-03-17,553.966
2005-03-18,551.879
2005-03-21,546.237
2005-03-22,547.663
2005-03-23,538.714
2005-03-24,539.718
2005-03-25,539.718
2005-03-28,536.873
2005-03-29,537.765
2005-03-30,539.266
2005-03-31,541.601
2005-04-01,543.854
2005-04-04,536.772
2005-04-05,543.388
2005-04-06,546.206
2005-04-07,549.755
2005-04-08,549.731
2005-04-11,553.67
2005-04-12,549.477
2005-04-13,553.237
2005-04-14,547.903
2005-04-15,543.546
2005-04-18,537.688
2005-04-19,542.299
2005-04-20,542.532
2005-04-21,544.34
2005-04-22,547.281
2005-04-25,543.763
2005-04-26,539.249
2005-04-27,532.031
2005-04-28,527.176
2005-04-29,527.606
2005-05-02,527.372
2005-05-03,531.343
2005-05-04,536.098
2005-05-05,538.577
2005-05-06,535.503
2005-05-09,533.192
2005-05-10,532.84
2005-05-11,530.338
2005-05-12,529.895
2005-05-13,528.458
2005-05-16,526.105
2005-05-17,526.419
2005-05-18,531.836
2005-05-19,534.182
2005-05-20,532.132
2005-05-23,535.524
2005-05-24,534.838
2005-05-25,536.022
2005-05-26,538.858
2005-05-27,537.641
2005-05-30,537.191
2005-05-31,532.863
2005-06-01,535.523
2005-06-02,537.249
2005-06-03,537.663
2005-06-06,537.087
2005-06-07,542.486
2005-06-08,544.53
2005-06-09,539.656
2005-06-10,540.439
2005-06-13,538.43
2005-06-14,537.648
2005-06-15,539.052
2005-06-16,542.599
2005-06-17,549.847
2005-06-20,544.916
2005-06-21,546.37
2005-06-22,546.917
2005-06-23,544.98
2005-06-24,541.922
2005-06-27,539.818
2005-06-28,540.584
2005-06-29,541.641
2005-06-30,542.612
2005-07-01,540.314
2005-07-04,537.576
2005-07-05,536.645
2005-07-06,541.259
2005-07-07,532.434
2005-07-08,538.71
2005-07-11,548.559
2005-07-12,552.988
2005-07-13,550.683
2005-07-14,552.054
2005-07-15,548.357
2005-07-18,548.72
2005-07-19,548.288
2005-07-20,549.129
2005-07-21,557.783
2005-07-22,559.231
2005-07-25,558.045
2005-07-26,555.353
2005-07-27,557.826
2005-07-28,562.17
2005-07-29,564.979
2005-08-01,569.76
2005-08-02,572.616
2005-08-03,577.943
2005-08-04,578.474
2005-08-05,575.28
2005-08-08,579.482
2005-08-09,580.625
2005-08-10,587.051
2005-08-11,587.167
2005-08-12,585.163
2005-08-15,582.572
2005-08-16,579.936
2005-08-17,577.442
2005-08-18,571.43
2005-08-19,573.852
2005-08-22,579.415
2005-08-23,576.495
2005-08-24,576.774
2005-08-25,575.429
2005-08-26,575.056
2005-08-29,572.943
2005-08-30,568.478
2005-08-31,577.668
2005-09-01,591.17
2005-09-02,595.598
2005-09-05,596.607
2005-09-06,596.767
2005-09-07,598.138
2005-09-08,597.225
2005-09-09,599.986
2005-09-12,594.982
2005-09-13,589.895
2005-09-14,593.092
2005-09-15,588.137
2005-09-16,591.037
2005-09-19,588.818
2005-09-20,591.058
2005-09-21,587.803
2005-09-22,580.334
2005-09-23,579.236
2005-09-26,581.802
2005-09-27,578.861
2005-09-28,584.086
2005-09-29,583.697
2005-09-30,588.194
2005-10-03,585.356
2005-10-04,589.366
2005-10-05,585.603
2005-10-06,585.59
2005-10-07,581.475
2005-10-10,580.243
2005-10-11,578.753
2005-10-12,575.69
2005-10-13,563.226
2005-10-14,571.266
2005-10-17,568.644
2005-10-18,561.892
2005-10-19,552.843
2005-10-20,556.193
2005-10-21,555.039
2005-10-24,560.445
2005-10-25,565.053
2005-10-26,564.775
2005-10-27,560.208
2005-10-28,558.969
2005-10-31,565.448
2005-11-01,567.635
2005-11-02,574.971
2005-11-03,581.418
2005-11-04,570.87
2005-11-07,572.201
2005-11-08,571.168
2005-11-09,571.163
