Date,ACWI MID VALUE Mid Cap
2001-09-28,321.019
2001-10-01,320.322
2001-10-02,322.485
2001-10-03,325.657
2001-10-04,328.098
2001-10-05,327.832
2001-10-08,325.142
2001-10-09,324.512
2001-10-10,326.422
2001-10-11,331.152
2001-10-12,330.588
2001-10-15,330.239
2001-10-16,332.972
2001-10-17,331.212
2001-10-18,327.22
2001-10-19,326.793
2001-10-22,327.817
2001-10-23,328.289
2001-10-24,328.685
2001-10-25,330.464
2001-10-26,331.923
2001-10-29,329.536
2001-10-30,326.062
2001-10-31,326.313
2001-11-01,328.744
2001-11-02,329.435
2001-11-05,333.182
2001-11-06,335.668
2001-11-07,335.51
2001-11-08,336.479
2001-11-09,335.684
2001-11-12,334.404
2001-11-13,336.484
2001-11-14,338.071
2001-11-15,339.292
2001-11-16,339.871
2001-11-19,342.309
2001-11-20,341.891
2001-11-21,340.302
2001-11-22,340.845
2001-11-23,342.368
2001-11-26,345.209
2001-11-27,344.404
2001-11-28,341.319
2001-11-29,342.466
2001-11-30,343.679
2001-12-03,341.624
2001-12-04,344.667
2001-12-05,350.086
2001-12-06,351.905
2001-12-07,351.307
2001-12-10,347.504
2001-12-11,346.279
2001-12-12,347.067
2001-12-13,343.649
2001-12-14,343.975
2001-12-17,344.939
2001-12-18,346.755
2001-12-19,346.16
2001-12-20,346.19
2001-12-21,345.937
2001-12-24,346.503
2001-12-25,346.692
2001-12-26,347.626
2001-12-27,350.695
2001-12-28,352.904
2001-12-31,353.427
2002-01-01,353.458
2002-01-02,353.941
2002-01-03,356.359
2002-01-04,359.538
2002-01-07,359.551
2002-01-08,356.53
2002-01-09,356.055
2002-01-10,354.965
2002-01-11,353.302
2002-01-14,351.656
2002-01-15,351.64
2002-01-16,348.42
2002-01-17,349.825
2002-01-18,350.297
2002-01-21,351.018
2002-01-22,349.545
2002-01-23,351.274
2002-01-24,352.736
2002-01-25,352.539
2002-01-28,353.822
2002-01-29,350.225
2002-01-30,350.457
2002-01-31,353.751
2002-02-01,353.024
2002-02-04,350.05
2002-02-05,347.991
2002-02-06,346.769
2002-02-07,346.394
2002-02-08,348.714
2002-02-11,352.147
2002-02-12,353.389
2002-02-13,355.827
2002-02-14,356.923
2002-02-15,356.606
2002-02-18,356.429
2002-02-19,351.845
2002-02-20,352.321
2002-02-21,353.232
2002-02-22,354.362
2002-02-25,355.818
2002-02-26,357.317
2002-02-27,360.176
2002-02-28,360.465
2002-03-01,364.27
2002-03-04,372.601
2002-03-05,371.848
2002-03-06,375.821
2002-03-07,378.791
2002-03-08,379.115
2002-03-11,380.506
2002-03-12,378.163
2002-03-13,376.665
2002-03-14,378.715
2002-03-15,381.318
2002-03-18,381.648
2002-03-19,383.83
2002-03-20,381.991
2002-03-21,381.461
2002-03-22,380.21
2002-03-25,377.126
2002-03-26,378.372
2002-03-27,380.989
2002-03-28,382.079
2002-03-29,381.346
2002-04-01,380.761
2002-04-02,380.682
2002-04-03,379.55
2002-04-04,380.478
2002-04-05,381.962
2002-04-08,382.057
2002-04-09,382.215
2002-04-10,386.736
2002-04-11,384.209
2002-04-12,384.542
2002-04-15,384.333
2002-04-16,387.663
2002-04-17,389.834
2002-04-18,390.411
2002-04-19,391.188
2002-04-22,389.84
2002-04-23,390.073
2002-04-24,389.617
2002-04-25,389.353
2002-04-26,388.023
2002-04-29,386.186
2002-04-30,388.073
2002-05-01,390.04
2002-05-02,391.198
2002-05-03,392.391
2002-05-06,389.367
2002-05-07,387.209
2002-05-08,390.58
2002-05-09,389.033
2002-05-10,387.377
2002-05-13,388.441
2002-05-14,390.042
2002-05-15,391.523
2002-05-16,392.144
2002-05-17,394.787
2002-05-20,393.532
2002-05-21,392.055
2002-05-22,393.314
2002-05-23,394.614
2002-05-24,394.618
2002-05-27,394.512
2002-05-28,393.929
2002-05-29,392.852
2002-05-30,392.316
2002-05-31,393.161
2002-06-03,389.143
2002-06-04,386.731
2002-06-05,386.788
2002-06-06,383.579
2002-06-07,383.315
2002-06-10,383.743
2002-06-11,381.305
2002-06-12,380.341
2002-06-13,377.184
2002-06-14,373.244
2002-06-17,379.049
2002-06-18,379.991
2002-06-19,377.063
2002-06-20,374.862
2002-06-21,373.035
2002-06-24,370.738
2002-06-25,368.803
2002-06-26,365.414
2002-06-27,368.144
2002-06-28,373.709
2002-07-01,370.015
2002-07-02,363.389
2002-07-03,359.865
2002-07-04,360.429
2002-07-05,368.581
2002-07-08,368.476
2002-07-09,365.352
2002-07-10,356.796
2002-07-11,353.158
2002-07-12,351.787
2002-07-15,347.697
2002-07-16,343.809
2002-07-17,344.82
2002-07-18,342.814
2002-07-19,334.083
2002-07-22,324.175
2002-07-23,315.58
2002-07-24,321.732
2002-07-25,326.149
2002-07-26,324.118
2002-07-29,335.76
2002-07-30,338.599
2002-07-31,340.42
2002-08-01,333.612
2002-08-02,328.827
2002-08-05,320.964
2002-08-06,324.394
2002-08-07,327.416
2002-08-08,333.865
2002-08-09,336.935
2002-08-12,336.328
2002-08-13,333.437
2002-08-14,339.134
2002-08-15,342.675
2002-08-16,341.733
2002-08-19,344.666
2002-08-20,342.212
2002-08-21,345.901
2002-08-22,350.328
2002-08-23,346.511
2002-08-26,349.319
2002-08-27,349.174
2002-08-28,343.911
2002-08-29,341.849
2002-08-30,342.913
2002-09-02,342.063
2002-09-03,333.853
2002-09-04,334.73
2002-09-05,332.091
2002-09-06,334.537
2002-09-09,335.111
2002-09-10,336.046
2002-09-11,336.956
2002-09-12,331.498
2002-09-13,330.746
2002-09-16,328.575
2002-09-17,324.989
2002-09-18,321.964
2002-09-19,317.464
2002-09-20,317.162
2002-09-23,312.349
2002-09-24,305.964
2002-09-25,309.78
2002-09-26,316.756
2002-09-27,312.497
2002-09-30,309.473
2002-10-01,313.39
2002-10-02,308.209
2002-10-03,304.985
2002-10-04,300.105
2002-10-07,293.114
2002-10-08,293.925
2002-10-09,285.827
2002-10-10,293.662
2002-10-11,302.955
2002-10-14,302.688
2002-10-15,313.902
2002-10-16,308.955
2002-10-17,315.308
2002-10-18,315.853
2002-10-21,321.031
2002-10-22,316.374
2002-10-23,316.678
2002-10-24,316.055
2002-10-25,317.772
2002-10-28,318.069
2002-10-29,314.247
2002-10-30,316.981
2002-10-31,318.563
2002-11-01,321.198
2002-11-04,325.027
2002-11-05,326.404
2002-11-06,328.564
2002-11-07,324.255
2002-11-08,321.266
2002-11-11,316.613
2002-11-12,318.478
2002-11-13,316.294
2002-11-14,320.328
2002-11-15,323.02
2002-11-18,321.832
2002-11-19,320.127
2002-11-20,322.858
2002-11-21,329.783
2002-11-22,331.0
2002-11-25,331.04
2002-11-26,326.655
2002-11-27,331.978
2002-11-28,334.026
2002-11-29,335.125
2002-12-02,334.017
2002-12-03,330.887
2002-12-04,328.72
2002-12-05,326.597
2002-12-06,327.192
2002-12-09,323.251
2002-12-10,325.917
2002-12-11,327.225
2002-12-12,327.072
2002-12-13,325.525
2002-12-16,329.572
2002-12-17,328.778
2002-12-18,325.262
2002-12-19,324.428
2002-12-20,327.637
2002-12-23,327.224
2002-12-24,326.793
2002-12-25,326.675
2002-12-26,327.796
2002-12-27,324.457
2002-12-30,327.039
2002-12-31,328.472
2003-01-01,328.468
2003-01-02,334.893
2003-01-03,335.154
2003-01-06,341.172
2003-01-07,337.164
2003-01-08,333.435
2003-01-09,337.485
2003-01-10,338.209
2003-01-13,338.373
2003-01-14,339.786
2003-01-15,337.498
2003-01-16,337.574
2003-01-17,335.605
2003-01-20,334.884
2003-01-21,331.042
2003-01-22,328.07
2003-01-23,330.278
2003-01-24,326.138
2003-01-27,319.12
2003-01-28,320.849
2003-01-29,320.4
2003-01-30,318.757
2003-01-31,321.072
2003-02-03,323.526
2003-02-04,320.933
2003-02-05,320.772
2003-02-06,317.926
2003-02-07,315.367
2003-02-10,315.475
2003-02-11,314.526
2003-02-12,311.718
2003-02-13,311.534
2003-02-14,314.575
2003-02-17,316.415
2003-02-18,319.712
2003-02-19,317.915
2003-02-20,316.96
2003-02-21,319.158
2003-02-24,316.064
2003-02-25,313.293
2003-02-26,311.498
2003-02-27,313.145
2003-02-28,315.222
2003-03-03,315.718
2003-03-04,311.802
2003-03-05,312.433
2003-03-06,310.746
2003-03-07,309.604
2003-03-10,304.286
2003-03-11,301.678
2003-03-12,299.272
2003-03-13,305.676
2003-03-14,306.958
2003-03-17,312.511
2003-03-18,314.491
2003-03-19,315.633
2003-03-20,317.437
2003-03-21,322.808
2003-03-24,316.302
2003-03-25,318.482
2003-03-26,318.509
2003-03-27,318.089
2003-03-28,317.138
2003-03-31,313.544
2003-04-01,315.795
2003-04-02,320.438
2003-04-03,319.288
2003-04-04,320.541
2003-04-07,323.731
2003-04-08,321.694
2003-04-09,320.022
2003-04-10,321.583
2003-04-11,320.793
2003-04-14,324.428
2003-04-15,327.92
2003-04-16,326.796
2003-04-17,330.062
2003-04-18,330.207
2003-04-21,330.159
2003-04-22,334.611
2003-04-23,336.877
2003-04-24,335.131
2003-04-25,331.068
2003-04-28,335.298
2003-04-29,336.495
2003-04-30,339.514
2003-05-01,339.787
2003-05-02,342.645
2003-05-05,344.397
2003-05-06,348.803
2003-05-07,347.974
2003-05-08,345.585
2003-05-09,349.334
2003-05-12,352.391
2003-05-13,352.522
2003-05-14,353.018
2003-05-15,354.276
2003-05-16,356.104
2003-05-19,350.276
2003-05-20,350.438
2003-05-21,351.365
2003-05-22,354.196
2003-05-23,357.392
2003-05-26,358.106
2003-05-27,360.67
2003-05-28,361.316
2003-05-29,361.381
2003-05-30,365.781
2003-06-02,369.15
2003-06-03,368.021
2003-06-04,371.716
2003-06-05,374.912
2003-06-06,375.549
2003-06-09,372.097
2003-06-10,373.091
2003-06-11,378.095
2003-06-12,379.014
2003-06-13,376.436
2003-06-16,381.717
2003-06-17,382.53
2003-06-18,380.446
2003-06-19,376.529
2003-06-20,376.899
2003-06-23,372.575
2003-06-24,370.899
2003-06-25,371.77
2003-06-26,371.757
2003-06-27,371.566
2003-06-30,370.692
2003-07-01,372.102
2003-07-02,376.476
2003-07-03,376.745
2003-07-04,376.411
2003-07-07,381.153
2003-07-08,381.31
2003-07-09,380.38
2003-07-10,376.959
2003-07-11,378.393
2003-07-14,381.509
2003-07-15,379.015
2003-07-16,376.857
2003-07-17,373.661
2003-07-18,376.645
2003-07-21,375.151
2003-07-22,377.058
2003-07-23,378.126
2003-07-24,380.118
2003-07-25,383.236
2003-07-28,383.778
2003-07-29,382.585
2003-07-30,381.251
2003-07-31,381.796
2003-08-01,380.45
2003-08-04,379.805
2003-08-05,377.127
2003-08-06,376.252
2003-08-07,378.226
2003-08-08,379.466
2003-08-11,380.571
2003-08-12,383.14
2003-08-13,383.862
2003-08-14,386.922
2003-08-15,386.898
2003-08-18,389.118
2003-08-19,390.304
2003-08-20,392.599
2003-08-21,394.388
2003-08-22,391.285
2003-08-25,390.827
2003-08-26,389.724
2003-08-27,390.163
2003-08-28,392.11
2003-08-29,394.893
2003-09-01,397.423
2003-09-02,399.605
2003-09-03,401.979
2003-09-04,401.707
2003-09-05,401.179
2003-09-08,403.955
2003-09-09,402.44
2003-09-10,398.399
2003-09-11,398.711
2003-09-12,400.891
2003-09-15,400.815
2003-09-16,404.086
2003-09-17,404.231
2003-09-18,408.696
2003-09-19,409.641
2003-09-22,406.726
2003-09-23,408.096
2003-09-24,405.652
2003-09-25,402.148
2003-09-26,399.587
2003-09-29,401.44
2003-09-30,399.795
2003-10-01,407.06
2003-10-02,410.453
2003-10-03,414.828
2003-10-06,416.593
2003-10-07,417.94
2003-10-08,417.697
2003-10-09,419.708
2003-10-10,421.15
2003-10-13,423.834
2003-10-14,425.076
2003-10-15,425.02
2003-10-16,426.703
2003-10-17,423.487
2003-10-20,424.142
2003-10-21,423.501
2003-10-22,420.333
2003-10-23,417.75
2003-10-24,417.787
2003-10-27,421.017
2003-10-28,424.011
2003-10-29,426.487
2003-10-30,428.847
2003-10-31,428.023
2003-11-03,429.773
2003-11-04,430.868
2003-11-05,430.46
2003-11-06,430.151
2003-11-07,431.943
2003-11-10,430.248
2003-11-11,427.682
2003-11-12,430.902
2003-11-13,433.341
2003-11-14,432.738
2003-11-17,426.334
2003-11-18,425.46
2003-11-19,425.22
2003-11-20,423.868
2003-11-21,425.255
2003-11-24,428.273
2003-11-25,431.62
2003-11-26,435.056
2003-11-27,435.293
2003-11-28,435.312
2003-12-01,441.376
2003-12-02,442.658
2003-12-03,443.305
2003-12-04,443.681
2003-12-05,442.83
2003-12-08,444.822
2003-12-09,444.356
2003-12-10,441.436
2003-12-11,443.502
2003-12-12,446.522
2003-12-15,445.886
2003-12-16,446.291
2003-12-17,446.508
2003-12-18,450.241
2003-12-19,450.617
2003-12-22,452.764
2003-12-23,454.068
2003-12-24,454.707
2003-12-25,454.607
2003-12-26,455.445
2003-12-29,459.238
2003-12-30,461.75
2003-12-31,462.659
2004-01-01,462.675
2004-01-02,463.064
2004-01-05,468.172
2004-01-06,468.991
2004-01-07,468.468
2004-01-08,470.417
2004-01-09,471.277
2004-01-12,471.537
2004-01-13,471.066
2004-01-14,473.515
2004-01-15,471.804
2004-01-16,472.614
2004-01-19,473.011
2004-01-20,475.552
2004-01-21,478.941
2004-01-22,479.684
2004-01-23,479.372
2004-01-26,479.157
2004-01-27,478.439
2004-01-28,474.948
2004-01-29,470.885
2004-01-30,471.743
2004-02-02,473.627
2004-02-03,474.515
2004-02-04,470.572
2004-02-05,471.65
2004-02-06,477.719
2004-02-09,480.071
2004-02-10,482.286
2004-02-11,485.672
2004-02-12,487.945
2004-02-13,486.964
2004-02-16,487.811
2004-02-17,491.956
2004-02-18,491.115
2004-02-19,489.829
2004-02-20,485.857
2004-02-23,486.243
2004-02-24,484.912
2004-02-25,486.121
2004-02-26,486.12
2004-02-27,489.607
2004-03-01,496.455
2004-03-02,494.597
2004-03-03,493.18
2004-03-04,494.799
2004-03-05,499.606
2004-03-08,497.677
2004-03-09,495.168
2004-03-10,487.105
2004-03-11,479.016
2004-03-12,481.998
2004-03-15,477.975
2004-03-16,481.825
2004-03-17,487.763
2004-03-18,489.592
2004-03-19,487.198
2004-03-22,481.281
2004-03-23,481.074
2004-03-24,479.583
2004-03-25,484.841
2004-03-26,485.048
2004-03-29,490.766
2004-03-30,492.602
2004-03-31,496.842
2004-04-01,500.851
2004-04-02,501.373
2004-04-05,501.213
2004-04-06,500.569
2004-04-07,500.531
2004-04-08,499.799
2004-04-09,499.165
2004-04-12,499.652
2004-04-13,494.207
2004-04-14,489.394
2004-04-15,488.424
2004-04-16,493.559
2004-04-19,492.89
2004-04-20,489.968
2004-04-21,488.56
2004-04-22,494.22
2004-04-23,493.935
2004-04-26,494.171
2004-04-27,494.89
2004-04-28,489.379
2004-04-29,484.316
2004-04-30,481.655
2004-05-03,484.083
2004-05-04,487.335
2004-05-05,489.536
2004-05-06,483.362
2004-05-07,473.556
2004-05-10,460.221
2004-05-11,464.03
2004-05-12,466.59
2004-05-13,465.723
2004-05-14,465.816
2004-05-17,460.134
2004-05-18,464.06
2004-05-19,469.067
2004-05-20,467.55
2004-05-21,472.202
2004-05-24,474.8
2004-05-25,479.859
2004-05-26,483.193
2004-05-27,487.833
2004-05-28,490.061
2004-05-31,489.992
2004-06-01,489.63
2004-06-02,491.678
2004-06-03,487.676
2004-06-04,490.789
2004-06-07,498.966
2004-06-08,498.878
2004-06-09,494.512
2004-06-10,496.268
2004-06-11,494.337
2004-06-14,489.527
2004-06-15,492.975
2004-06-16,494.81
2004-06-17,496.779
2004-06-18,498.394
2004-06-21,499.79
2004-06-22,500.19
2004-06-23,504.076
2004-06-24,506.258
2004-06-25,506.021
2004-06-28,507.794
2004-06-29,506.273
2004-06-30,509.33
2004-07-01,507.204
2004-07-02,506.766
2004-07-05,505.095
2004-07-06,502.938
2004-07-07,504.657
2004-07-08,501.454
2004-07-09,503.651
2004-07-12,504.946
2004-07-13,504.548
2004-07-14,504.253
2004-07-15,503.095
2004-07-16,505.164
2004-07-19,505.662
2004-07-20,505.899
2004-07-21,501.845
2004-07-22,498.828
2004-07-23,494.879
2004-07-26,492.774
2004-07-27,493.998
2004-07-28,495.033
2004-07-29,497.528
2004-07-30,499.293
2004-08-02,500.347
2004-08-03,499.596
2004-08-04,497.196
2004-08-05,493.654
2004-08-06,490.011
2004-08-09,489.074
2004-08-10,493.552
2004-08-11,491.53
2004-08-12,488.775
2004-08-13,488.717
2004-08-16,493.407
2004-08-17,494.394
2004-08-18,497.862
2004-08-19,499.013
2004-08-20,500.787
2004-08-23,500.454
2004-08-24,500.098
2004-08-25,502.508
2004-08-26,504.581
2004-08-27,505.642
2004-08-30,504.047
2004-08-31,506.112
2004-09-01,508.647
2004-09-02,512.027
2004-09-03,510.583
2004-09-06,512.584
2004-09-07,515.775
2004-09-08,514.102
2004-09-09,512.662
2004-09-10,514.785
2004-09-13,516.483
2004-09-14,517.071
2004-09-15,512.894
2004-09-16,516.198
2004-09-17,517.187
2004-09-20,515.59
2004-09-21,519.315
2004-09-22,515.483
2004-09-23,514.392
2004-09-24,515.27
2004-09-27,513.05
2004-09-28,515.785
2004-09-29,518.372
2004-09-30,522.897
2004-10-01,529.221
2004-10-04,530.647
2004-10-05,531.178
2004-10-06,533.374
2004-10-07,530.255
2004-10-08,531.644
2004-10-11,531.933
2004-10-12,528.278
2004-10-13,524.675
2004-10-14,522.939
2004-10-15,525.495
2004-10-18,525.583
2004-10-19,525.242
2004-10-20,525.094
2004-10-21,527.203
2004-10-22,526.858
2004-10-25,526.955
2004-10-26,531.275
2004-10-27,535.19
2004-10-28,536.182
2004-10-29,537.527
2004-11-01,538.906
2004-11-02,540.077
2004-11-03,545.507
2004-11-04,552.029
2004-11-05,554.074
2004-11-08,553.995
2004-11-09,554.344
2004-11-10,556.196
2004-11-11,559.306
2004-11-12,564.757
2004-11-15,565.627
2004-11-16,564.025
2004-11-17,567.971
2004-11-18,567.617
2004-11-19,566.201
2004-11-22,567.222
2004-11-23,569.168
2004-11-24,573.578
2004-11-25,576.439
2004-11-26,577.65
2004-11-29,577.4
2004-11-30,575.707
2004-12-01,579.808
2004-12-02,579.492
2004-12-03,581.784
2004-12-06,581.261
2004-12-07,576.488
2004-12-08,573.376
2004-12-09,572.811
2004-12-10,572.472
2004-12-13,578.004
2004-12-14,580.381
2004-12-15,586.712
2004-12-16,584.153
2004-12-17,584.138
2004-12-20,587.298
2004-12-21,590.13
2004-12-22,592.125
2004-12-23,593.556
2004-12-24,595.448
2004-12-27,594.943
2004-12-28,597.937
2004-12-29,598.413
2004-12-30,601.186
2004-12-31,601.606
2005-01-03,596.206
2005-01-04,589.654
2005-01-05,583.928
2005-01-06,584.365
2005-01-07,583.617
2005-01-10,585.801
2005-01-11,585.27
2005-01-12,587.987
2005-01-13,586.983
2005-01-14,589.07
2005-01-17,590.554
2005-01-18,592.366
2005-01-19,591.513
2005-01-20,586.126
2005-01-21,585.3
2005-01-24,584.316
2005-01-25,583.42
2005-01-26,588.402
2005-01-27,588.599
2005-01-28,587.032
2005-01-31,593.603
2005-02-01,596.063
2005-02-02,600.349
2005-02-03,599.209
2005-02-04,604.9
2005-02-07,603.568
2005-02-08,602.351
2005-02-09,600.424
2005-02-10,603.088
2005-02-11,606.675
2005-02-14,610.102
2005-02-15,612.22
2005-02-16,611.66
2005-02-17,611.516
2005-02-18,612.43
2005-02-21,611.899
2005-02-22,607.675
2005-02-23,606.828
2005-02-24,610.959
2005-02-25,618.185
2005-02-28,618.879
2005-03-01,620.819
2005-03-02,619.004
2005-03-03,620.796
2005-03-04,628.864
2005-03-07,629.82
2005-03-08,630.001
2005-03-09,625.509
2005-03-10,624.425
2005-03-11,625.482
2005-03-14,625.994
2005-03-15,623.688
2005-03-16,620.576
2005-03-17,620.656
2005-03-18,618.707
2005-03-21,616.006
2005-03-22,613.456
2005-03-23,607.207
2005-03-24,607.666
2005-03-25,608.102
2005-03-28,606.633
2005-03-29,600.932
2005-03-30,605.754
2005-03-31,610.665
2005-04-01,611.892
2005-04-04,607.851
2005-04-05,610.131
2005-04-06,612.373
2005-04-07,614.553
2005-04-08,611.456
2005-04-11,613.225
2005-04-12,613.008
2005-04-13,609.505
2005-04-14,599.899
2005-04-15,590.852
2005-04-18,588.549
2005-04-19,595.625
2005-04-20,591.613
2005-04-21,596.338
2005-04-22,598.106
2005-04-25,601.294
2005-04-26,596.28
2005-04-27,593.006
2005-04-28,588.492
2005-04-29,593.582
2005-05-02,595.638
2005-05-03,595.534
2005-05-04,602.455
2005-05-05,603.177
2005-05-06,604.053
2005-05-09,605.875
2005-05-10,602.071
2005-05-11,602.146
2005-05-12,595.097
2005-05-13,590.283
2005-05-16,591.473
2005-05-17,594.039
2005-05-18,599.801
2005-05-19,603.008
2005-05-20,601.841
2005-05-23,605.671
2005-05-24,605.054
2005-05-25,602.083
2005-05-26,604.565
2005-05-27,607.457
2005-05-30,608.462
2005-05-31,606.802
2005-06-01,610.457
2005-06-02,610.776
2005-06-03,610.265
2005-06-06,611.286
2005-06-07,612.582
2005-06-08,613.451
2005-06-09,611.726
2005-06-10,612.967
2005-06-13,613.374
2005-06-14,616.311
2005-06-15,618.504
2005-06-16,621.738
2005-06-17,627.069
2005-06-20,624.511
2005-06-21,624.337
2005-06-22,625.541
2005-06-23,622.791
2005-06-24,618.923
2005-06-27,617.457
2005-06-28,621.713
2005-06-29,622.37
2005-06-30,621.13
2005-07-01,622.332
2005-07-04,621.384
2005-07-05,623.024
2005-07-06,622.486
2005-07-07,620.933
2005-07-08,626.156
2005-07-11,632.964
2005-07-12,635.953
2005-07-13,634.76
2005-07-14,635.157
2005-07-15,634.19
2005-07-18,635.008
2005-07-19,637.131
2005-07-20,640.359
2005-07-21,641.29
2005-07-22,643.806
2005-07-25,641.722
2005-07-26,641.346
2005-07-27,643.759
2005-07-28,648.766
2005-07-29,648.124
2005-08-01,650.08
2005-08-02,655.258
2005-08-03,657.82
2005-08-04,654.06
2005-08-05,646.595
2005-08-08,645.517
2005-08-09,647.812
2005-08-10,653.304
2005-08-11,657.585
2005-08-12,656.615
2005-08-15,656.788
2005-08-16,652.059
2005-08-17,650.67
2005-08-18,646.137
2005-08-19,646.666
2005-08-22,651.916
2005-08-23,649.53
2005-08-24,647.096
2005-08-25,648.181
2005-08-26,646.979
2005-08-29,646.186
2005-08-30,644.12
2005-08-31,651.728
2005-09-01,658.891
2005-09-02,660.567
2005-09-05,661.736
2005-09-06,665.537
2005-09-07,666.809
2005-09-08,663.987
2005-09-09,670.232
2005-09-12,669.915
2005-09-13,666.051
2005-09-14,667.498
2005-09-15,667.286
2005-09-16,669.415
2005-09-19,666.89
2005-09-20,666.602
2005-09-21,662.374
2005-09-22,660.659
2005-09-23,660.423
2005-09-26,663.952
2005-09-27,662.498
2005-09-28,665.793
2005-09-29,671.977
2005-09-30,674.367
2005-10-03,673.217
2005-10-04,669.458
2005-10-05,659.2
2005-10-06,652.662
2005-10-07,654.189
2005-10-10,650.362
2005-10-11,650.284
2005-10-12,645.451
2005-10-13,639.201
2005-10-14,643.47
2005-10-17,644.894
2005-10-18,637.756
2005-10-19,637.443
2005-10-20,634.11
2005-10-21,635.326
2005-10-24,644.046
2005-10-25,645.934
2005-10-26,644.976
2005-10-27,640.361
2005-10-28,644.846
2005-10-31,653.036
2005-11-01,654.697
2005-11-02,661.105
2005-11-03,662.972
2005-11-04,660.12
2005-11-07,660.911
2005-11-08,658.283
2005-11-09,659.444
2005-11-10,661.932
