Date,ACWI MID VALUE Mid Cap
2001-01-01,375.261
2001-01-02,371.744
2001-01-03,374.985
2001-01-04,374.061
2001-01-05,372.673
2001-01-08,372.739
2001-01-09,370.509
2001-01-10,371.83
2001-01-11,371.663
2001-01-12,370.845
2001-01-15,370.162
2001-01-16,371.498
2001-01-17,372.076
2001-01-18,373.969
2001-01-19,372.444
2001-01-22,374.05
2001-01-23,377.148
2001-01-24,375.669
2001-01-25,377.133
2001-01-26,376.67
2001-01-29,378.978
2001-01-30,381.482
2001-01-31,382.919
2001-02-01,385.162
2001-02-02,382.71
2001-02-05,382.861
2001-02-06,382.486
2001-02-07,381.576
2001-02-08,380.472
2001-02-09,380.618
2001-02-12,383.159
2001-02-13,382.862
2001-02-14,382.857
2001-02-15,383.263
2001-02-16,381.649
2001-02-19,381.345
2001-02-20,379.52
2001-02-21,376.255
2001-02-22,374.127
2001-02-23,373.592
2001-02-26,377.869
2001-02-27,378.563
2001-02-28,376.472
2001-03-01,376.1
2001-03-02,376.864
2001-03-05,377.511
2001-03-06,380.728
2001-03-07,381.432
2001-03-08,382.765
2001-03-09,379.743
2001-03-12,371.367
2001-03-13,367.282
2001-03-14,360.519
2001-03-15,362.134
2001-03-16,356.634
2001-03-19,359.082
2001-03-20,357.679
2001-03-21,354.733
2001-03-22,346.055
2001-03-23,352.114
2001-03-26,359.04
2001-03-27,361.777
2001-03-28,359.555
2001-03-29,357.715
2001-03-30,358.449
2001-04-02,355.187
2001-04-03,351.25
2001-04-04,353.089
2001-04-05,359.194
2001-04-06,357.041
2001-04-09,358.108
2001-04-10,361.467
2001-04-11,361.02
2001-04-12,364.411
2001-04-13,364.541
2001-04-16,362.771
2001-04-17,363.865
2001-04-18,370.464
2001-04-19,373.293
2001-04-20,372.782
2001-04-23,371.342
2001-04-24,371.067
2001-04-25,373.611
2001-04-26,376.22
2001-04-27,377.649
2001-04-30,379.173
2001-05-01,382.335
2001-05-02,382.403
2001-05-03,380.624
2001-05-04,382.544
2001-05-07,382.074
2001-05-08,380.751
2001-05-09,379.804
2001-05-10,381.21
2001-05-11,380.073
2001-05-14,378.642
2001-05-15,380.931
2001-05-16,384.763
2001-05-17,388.484
2001-05-18,389.027
2001-05-21,392.476
2001-05-22,392.274
2001-05-23,390.27
2001-05-24,389.783
2001-05-25,387.998
2001-05-28,387.887
2001-05-29,386.92
2001-05-30,383.717
2001-05-31,385.381
2001-06-01,385.598
2001-06-04,386.496
2001-06-05,387.51
2001-06-06,385.97
2001-06-07,387.301
2001-06-08,387.091
2001-06-11,383.873
2001-06-12,381.958
2001-06-13,382.371
2001-06-14,378.52
2001-06-15,377.707
2001-06-18,376.166
2001-06-19,375.717
2001-06-20,375.159
2001-06-21,376.759
2001-06-22,376.757
2001-06-25,375.989
2001-06-26,376.47
2001-06-27,376.79
2001-06-28,376.825
2001-06-29,380.364
2001-07-02,380.672
2001-07-03,381.052
2001-07-04,379.887
2001-07-05,377.36
2001-07-06,372.869
2001-07-09,372.56
2001-07-10,371.824
2001-07-11,370.411
2001-07-12,373.808
2001-07-13,374.035
2001-07-16,372.332
2001-07-17,372.273
2001-07-18,373.128
2001-07-19,373.983
2001-07-20,373.047
2001-07-23,369.738
2001-07-24,366.877
2001-07-25,369.058
2001-07-26,371.487
2001-07-27,372.323
2001-07-30,372.269
2001-07-31,374.925
2001-08-01,377.501
2001-08-02,381.006
2001-08-03,380.436
2001-08-06,378.136
2001-08-07,378.045
2001-08-08,375.691
2001-08-09,374.352
2001-08-10,376.86
2001-08-13,377.332
2001-08-14,379.319
2001-08-15,381.591
2001-08-16,381.466
2001-08-17,379.49
2001-08-20,378.24
2001-08-21,378.888
2001-08-22,380.573
2001-08-23,379.416
2001-08-24,380.556
2001-08-27,379.776
2001-08-28,378.281
2001-08-29,376.812
2001-08-30,372.999
2001-08-31,373.466
2001-09-03,371.331
2001-09-04,371.642
2001-09-05,368.828
2001-09-06,365.461
2001-09-07,361.875
2001-09-10,357.211
2001-09-11,353.492
2001-09-12,348.154
2001-09-13,349.396
2001-09-14,348.529
2001-09-17,334.74
2001-09-18,333.141
2001-09-19,330.882
2001-09-20,321.425
2001-09-21,313.264
2001-09-24,319.894
2001-09-25,323.314
2001-09-26,322.892
2001-09-27,324.403
2001-09-28,331.372
2001-10-01,330.652
2001-10-02,332.885
2001-10-03,336.153
2001-10-04,338.673
2001-10-05,338.39
2001-10-08,335.611
2001-10-09,334.961
2001-10-10,336.932
2001-10-11,341.813
2001-10-12,341.228
2001-10-15,340.867
2001-10-16,343.687
2001-10-17,341.869
2001-10-18,337.744
2001-10-19,337.303
2001-10-22,338.359
2001-10-23,338.847
2001-10-24,339.252
2001-10-25,341.086
2001-10-26,342.589
2001-10-29,340.118
2001-10-30,336.528
2001-10-31,336.784
2001-11-01,339.29
2001-11-02,339.997
2001-11-05,343.858
2001-11-06,346.424
2001-11-07,346.25
2001-11-08,347.247
2001-11-09,346.424
2001-11-12,345.103
2001-11-13,347.248
2001-11-14,348.882
2001-11-15,350.133
2001-11-16,350.728
2001-11-19,353.243
2001-11-20,352.808
2001-11-21,351.164
2001-11-22,351.724
2001-11-23,353.295
2001-11-26,356.221
2001-11-27,355.39
2001-11-28,352.197
2001-11-29,353.369
2001-11-30,354.62
2001-12-03,352.497
2001-12-04,355.637
2001-12-05,361.219
2001-12-06,363.085
2001-12-07,362.466
2001-12-10,358.539
2001-12-11,357.276
2001-12-12,358.075
2001-12-13,354.537
2001-12-14,354.873
2001-12-17,355.865
2001-12-18,357.733
2001-12-19,357.114
2001-12-20,357.141
2001-12-21,356.873
2001-12-24,357.456
2001-12-25,357.645
2001-12-26,358.608
2001-12-27,361.765
2001-12-28,364.045
2001-12-31,364.584
2002-01-01,364.616
2002-01-02,365.112
2002-01-03,367.606
2002-01-04,370.883
2002-01-07,370.894
2002-01-08,367.769
2002-01-09,367.277
2002-01-10,366.148
2002-01-11,364.43
2002-01-14,362.732
2002-01-15,362.714
2002-01-16,359.393
2002-01-17,360.832
2002-01-18,361.323
2002-01-21,362.065
2002-01-22,360.546
2002-01-23,362.327
2002-01-24,363.833
2002-01-25,363.63
2002-01-28,364.951
2002-01-29,361.236
2002-01-30,361.469
2002-01-31,364.858
2002-02-01,364.108
2002-02-04,361.033
2002-02-05,358.901
2002-02-06,357.637
2002-02-07,357.244
2002-02-08,359.635
2002-02-11,363.166
2002-02-12,364.444
2002-02-13,366.95
2002-02-14,368.077
2002-02-15,367.749
2002-02-18,367.566
2002-02-19,362.839
2002-02-20,363.321
2002-02-21,364.258
2002-02-22,365.424
2002-02-25,366.922
2002-02-26,368.466
2002-02-27,371.404
2002-02-28,371.695
2002-03-01,375.617
2002-03-04,384.196
2002-03-05,383.42
2002-03-06,387.501
2002-03-07,390.55
2002-03-08,390.877
2002-03-11,392.31
2002-03-12,389.888
2002-03-13,388.332
2002-03-14,390.441
2002-03-15,393.121
2002-03-18,393.451
2002-03-19,395.695
2002-03-20,393.796
2002-03-21,393.239
2002-03-22,391.947
2002-03-25,388.768
2002-03-26,389.989
2002-03-27,392.674
2002-03-28,393.798
2002-03-29,393.042
2002-04-01,392.44
2002-04-02,392.347
2002-04-03,391.176
2002-04-04,392.129
2002-04-05,393.659
2002-04-08,393.747
2002-04-09,393.907
2002-04-10,398.561
2002-04-11,395.949
2002-04-12,396.291
2002-04-15,396.07
2002-04-16,399.497
2002-04-17,401.733
2002-04-18,402.327
2002-04-19,403.121
2002-04-22,401.732
2002-04-23,401.964
2002-04-24,401.49
2002-04-25,401.21
2002-04-26,399.816
2002-04-29,397.913
2002-04-30,399.847
2002-05-01,401.869
2002-05-02,403.047
2002-05-03,404.266
2002-05-06,401.136
2002-05-07,398.908
2002-05-08,402.371
2002-05-09,400.765
2002-05-10,399.053
2002-05-13,400.137
2002-05-14,401.782
2002-05-15,403.294
2002-05-16,403.931
2002-05-17,406.648
2002-05-20,405.297
2002-05-21,403.77
2002-05-22,405.053
2002-05-23,406.387
2002-05-24,406.386
2002-05-27,406.273
2002-05-28,405.669
2002-05-29,404.546
2002-05-30,403.99
2002-05-31,404.852
2002-06-03,400.685
2002-06-04,398.193
2002-06-05,398.221
2002-06-06,394.9
2002-06-07,394.626
2002-06-10,395.061
2002-06-11,392.55
2002-06-12,391.535
2002-06-13,388.276
2002-06-14,384.214
2002-06-17,390.189
2002-06-18,391.15
2002-06-19,388.13
2002-06-20,385.865
2002-06-21,383.984
2002-06-24,381.602
2002-06-25,379.607
2002-06-26,376.106
2002-06-27,378.903
2002-06-28,384.627
2002-07-01,380.82
2002-07-02,373.998
2002-07-03,370.367
2002-07-04,370.947
2002-07-05,379.337
2002-07-08,379.218
2002-07-09,376.002
2002-07-10,367.192
2002-07-11,363.447
2002-07-12,362.036
2002-07-15,357.826
2002-07-16,353.82
2002-07-17,354.859
2002-07-18,352.794
2002-07-19,343.808
2002-07-22,333.611
2002-07-23,324.766
2002-07-24,331.093
2002-07-25,335.635
2002-07-26,333.543
2002-07-29,345.519
2002-07-30,348.433
2002-07-31,350.297
2002-08-01,343.283
2002-08-02,338.357
2002-08-05,330.255
2002-08-06,333.781
2002-08-07,336.888
2002-08-08,343.51
2002-08-09,346.663
2002-08-12,346.003
2002-08-13,343.028
2002-08-14,348.873
2002-08-15,352.505
2002-08-16,351.532
2002-08-19,354.542
2002-08-20,352.016
2002-08-21,355.794
2002-08-22,360.347
2002-08-23,356.419
2002-08-26,359.308
2002-08-27,359.156
2002-08-28,353.725
2002-08-29,351.598
2002-08-30,352.689
2002-09-02,351.804
2002-09-03,343.353
2002-09-04,344.24
2002-09-05,341.514
2002-09-06,344.008
2002-09-09,344.583
2002-09-10,345.543
2002-09-11,346.453
2002-09-12,340.82
2002-09-13,340.04
2002-09-16,337.808
2002-09-17,334.121
2002-09-18,330.996
2002-09-19,326.367
2002-09-20,326.055
2002-09-23,321.103
2002-09-24,314.529
2002-09-25,318.416
2002-09-26,325.572
2002-09-27,321.195
2002-09-30,318.086
2002-10-01,322.11
2002-10-02,316.784
2002-10-03,313.465
2002-10-04,308.45
2002-10-07,301.264
2002-10-08,302.085
2002-10-09,293.758
2002-10-10,301.8
2002-10-11,311.351
2002-10-14,311.077
2002-10-15,322.6
2002-10-16,317.516
2002-10-17,324.045
2002-10-18,324.604
2002-10-21,329.925
2002-10-22,325.14
2002-10-23,325.447
2002-10-24,324.802
2002-10-25,326.567
2002-10-28,326.868
2002-10-29,322.935
2002-10-30,325.708
2002-10-31,327.33
