Date,ACWI MID VALUE Mid Cap
2002-11-01,330.037
2002-11-04,333.963
2002-11-05,335.369
2002-11-06,337.574
2002-11-07,333.125
2002-11-08,330.043
2002-11-11,325.253
2002-11-12,327.163
2002-11-13,324.917
2002-11-14,329.046
2002-11-15,331.809
2002-11-18,330.573
2002-11-19,328.822
2002-11-20,331.609
2002-11-21,338.721
2002-11-22,339.969
2002-11-25,340.0
2002-11-26,335.485
2002-11-27,340.941
2002-11-28,343.044
2002-11-29,344.173
2002-12-02,343.034
2002-12-03,339.818
2002-12-04,337.564
2002-12-05,335.376
2002-12-06,335.973
2002-12-09,331.918
2002-12-10,334.653
2002-12-11,335.974
2002-12-12,335.802
2002-12-13,334.212
2002-12-16,338.36
2002-12-17,337.537
2002-12-18,333.91
2002-12-19,333.042
2002-12-20,336.334
2002-12-23,335.899
2002-12-24,335.452
2002-12-25,335.327
2002-12-26,336.474
2002-12-27,333.027
2002-12-30,335.674
2002-12-31,337.14
2003-01-01,337.135
2003-01-02,343.729
2003-01-03,343.995
2003-01-06,350.172
2003-01-07,346.057
2003-01-08,342.213
2003-01-09,346.367
2003-01-10,347.11
2003-01-13,347.274
2003-01-14,348.721
2003-01-15,346.373
2003-01-16,346.45
2003-01-17,344.428
2003-01-20,343.689
2003-01-21,339.745
2003-01-22,336.686
2003-01-23,338.95
2003-01-24,334.702
2003-01-27,327.498
2003-01-28,329.271
2003-01-29,328.801
2003-01-30,327.102
2003-01-31,329.478
2003-02-03,331.995
2003-02-04,329.325
2003-02-05,329.138
2003-02-06,326.214
2003-02-07,323.575
2003-02-10,323.657
2003-02-11,322.679
2003-02-12,319.774
2003-02-13,319.567
2003-02-14,322.681
2003-02-17,324.567
2003-02-18,327.943
2003-02-19,326.085
2003-02-20,325.1
2003-02-21,327.35
2003-02-24,324.167
2003-02-25,321.322
2003-02-26,319.465
2003-02-27,321.143
2003-02-28,323.273
2003-03-03,323.771
2003-03-04,319.751
2003-03-05,320.364
2003-03-06,318.599
2003-03-07,317.421
2003-03-10,311.959
2003-03-11,309.269
2003-03-12,306.779
2003-03-13,313.331
2003-03-14,314.639
2003-03-17,320.328
2003-03-18,322.343
2003-03-19,323.513
2003-03-20,325.323
2003-03-21,330.828
2003-03-24,324.157
2003-03-25,326.389
2003-03-26,326.361
2003-03-27,325.918
2003-03-28,324.936
2003-03-31,321.252
2003-04-01,323.552
2003-04-02,328.309
2003-04-03,327.128
2003-04-04,328.388
2003-04-07,331.652
2003-04-08,329.558
2003-04-09,327.841
2003-04-10,329.381
2003-04-11,328.57
2003-04-14,332.286
2003-04-15,335.862
2003-04-16,334.709
2003-04-17,338.052
2003-04-18,338.201
2003-04-21,338.151
2003-04-22,342.707
2003-04-23,345.009
2003-04-24,343.22
2003-04-25,339.051
2003-04-28,343.371
2003-04-29,344.577
2003-04-30,347.654
2003-05-01,347.926
2003-05-02,350.842
2003-05-05,352.627
2003-05-06,357.118
2003-05-07,356.259
2003-05-08,353.801
2003-05-09,357.62
2003-05-12,360.729
2003-05-13,360.848
2003-05-14,361.333
2003-05-15,362.612
2003-05-16,364.483
2003-05-19,358.458
2003-05-20,358.608
2003-05-21,359.538
2003-05-22,362.424
2003-05-23,365.679
2003-05-26,366.406
2003-05-27,369.024
2003-05-28,369.666
2003-05-29,369.72
2003-05-30,374.218
2003-06-02,377.647
2003-06-03,376.487
2003-06-04,380.247
2003-06-05,383.495
2003-06-06,384.12
2003-06-09,380.58
2003-06-10,381.588
2003-06-11,386.681
2003-06-12,387.596
2003-06-13,384.94
2003-06-16,390.34
2003-06-17,391.172
2003-06-18,389.028
2003-06-19,384.998
2003-06-20,385.374
2003-06-23,380.943
2003-06-24,379.218
2003-06-25,380.108
2003-06-26,380.075
2003-06-27,379.87
2003-06-30,378.976
2003-07-01,380.406
2003-07-02,384.872
2003-07-03,385.146
2003-07-04,384.805
2003-07-07,389.652
2003-07-08,389.799
2003-07-09,388.843
2003-07-10,385.346
2003-07-11,386.812
2003-07-14,389.989
2003-07-15,387.437
2003-07-16,385.232
2003-07-17,381.965
2003-07-18,385.012
2003-07-21,383.485
2003-07-22,385.434
2003-07-23,386.521
2003-07-24,388.55
2003-07-25,391.737
2003-07-28,392.286
2003-07-29,391.06
2003-07-30,389.669
2003-07-31,390.217
2003-08-01,388.838
2003-08-04,388.172
2003-08-05,385.417
2003-08-06,384.516
2003-08-07,386.519
2003-08-08,387.786
2003-08-11,388.899
2003-08-12,391.512
2003-08-13,392.219
2003-08-14,395.339
2003-08-15,395.314
2003-08-18,397.571
2003-08-19,398.782
2003-08-20,401.109
2003-08-21,402.934
2003-08-22,399.764
2003-08-25,399.293
2003-08-26,398.162
2003-08-27,398.594
2003-08-28,400.574
2003-08-29,403.409
2003-09-01,405.984
2003-09-02,408.208
2003-09-03,410.604
2003-09-04,410.309
2003-09-05,409.766
2003-09-08,412.57
2003-09-09,411.016
2003-09-10,406.872
2003-09-11,407.16
2003-09-12,409.377
2003-09-15,409.292
2003-09-16,412.639
2003-09-17,412.773
2003-09-18,417.326
2003-09-19,418.287
2003-09-22,415.307
2003-09-23,416.703
2003-09-24,414.203
2003-09-25,410.603
2003-09-26,407.97
2003-09-29,409.862
2003-09-30,408.182
2003-10-01,415.594
2003-10-02,419.058
2003-10-03,423.525
2003-10-06,425.326
2003-10-07,426.702
2003-10-08,426.435
2003-10-09,428.488
2003-10-10,429.951
2003-10-13,432.691
2003-10-14,433.958
2003-10-15,433.9
2003-10-16,435.612
2003-10-17,432.328
2003-10-20,432.996
2003-10-21,432.341
2003-10-22,429.105
2003-10-23,426.467
2003-10-24,426.505
2003-10-27,429.802
2003-10-28,432.859
2003-10-29,435.371
2003-10-30,437.77
2003-10-31,436.926
2003-11-03,438.703
2003-11-04,439.813
2003-11-05,439.378
2003-11-06,439.045
2003-11-07,440.837
2003-11-10,439.102
2003-11-11,436.484
2003-11-12,439.744
2003-11-13,442.225
2003-11-14,441.604
2003-11-17,435.076
2003-11-18,434.173
2003-11-19,433.913
2003-11-20,432.531
2003-11-21,433.943
2003-11-24,437.013
2003-11-25,440.425
2003-11-26,443.916
2003-11-27,444.153
2003-11-28,444.169
2003-12-01,450.355
2003-12-02,451.662
2003-12-03,452.3
2003-12-04,452.674
2003-12-05,451.804
2003-12-08,453.808
2003-12-09,453.33
2003-12-10,450.333
2003-12-11,452.399
2003-12-12,455.48
2003-12-15,454.83
2003-12-16,455.242
2003-12-17,455.414
2003-12-18,459.214
2003-12-19,459.591
2003-12-22,461.779
2003-12-23,463.105
2003-12-24,463.744
2003-12-25,463.641
2003-12-26,464.491
2003-12-29,468.334
2003-12-30,470.882
2003-12-31,471.809
2004-01-01,471.825
2004-01-02,472.216
2004-01-05,477.423
2004-01-06,478.258
2004-01-07,477.706
2004-01-08,479.693
2004-01-09,480.57
2004-01-12,480.829
2004-01-13,480.342
2004-01-14,482.838
2004-01-15,481.088
2004-01-16,481.912
2004-01-19,482.314
2004-01-20,484.903
2004-01-21,488.358
2004-01-22,489.115
2004-01-23,488.796
2004-01-26,488.566
2004-01-27,487.833
2004-01-28,484.254
2004-01-29,480.099
2004-01-30,480.97
2004-02-02,482.891
2004-02-03,483.794
2004-02-04,479.748
2004-02-05,480.842
2004-02-06,487.018
2004-02-09,489.388
2004-02-10,491.637
2004-02-11,495.06
2004-02-12,497.357
2004-02-13,496.35
2004-02-16,497.211
2004-02-17,501.434
2004-02-18,500.556
2004-02-19,499.238
2004-02-20,495.19
2004-02-23,495.579
2004-02-24,494.222
2004-02-25,495.429
2004-02-26,495.405
2004-02-27,498.959
2004-03-01,505.933
2004-03-02,504.031
2004-03-03,502.562
2004-03-04,504.191
2004-03-05,509.082
2004-03-08,507.08
2004-03-09,504.515
2004-03-10,496.286
2004-03-11,488.022
2004-03-12,491.059
2004-03-15,486.953
2004-03-16,490.861
2004-03-17,496.894
2004-03-18,498.747
2004-03-19,496.307
2004-03-22,490.273
2004-03-23,490.063
2004-03-24,488.525
2004-03-25,493.841
2004-03-26,494.014
2004-03-29,499.818
2004-03-30,501.668
2004-03-31,505.979
2004-04-01,510.056
2004-04-02,510.54
2004-04-05,510.377
2004-04-06,509.707
2004-04-07,509.654
2004-04-08,508.87
2004-04-09,508.224
2004-04-12,508.72
2004-04-13,503.171
2004-04-14,498.262
2004-04-15,497.274
2004-04-16,502.503
2004-04-19,501.82
2004-04-20,498.84
2004-04-21,497.39
2004-04-22,503.131
2004-04-23,502.818
2004-04-26,503.059
2004-04-27,503.778
2004-04-28,498.13
2004-04-29,492.958
2004-04-30,490.238
2004-05-03,492.702
2004-05-04,495.998
2004-05-05,498.213
2004-05-06,491.91
2004-05-07,481.895
2004-05-10,468.306
2004-05-11,472.168
2004-05-12,474.743
2004-05-13,473.843
2004-05-14,473.93
2004-05-17,468.121
2004-05-18,472.104
2004-05-19,477.162
2004-05-20,475.616
2004-05-21,480.346
2004-05-24,482.944
2004-05-25,488.088
2004-05-26,491.454
2004-05-27,496.156
2004-05-28,498.414
2004-05-31,498.342
2004-06-01,497.96
2004-06-02,500.025
2004-06-03,495.946
2004-06-04,499.1
2004-06-07,507.405
2004-06-08,507.283
2004-06-09,502.821
2004-06-10,504.589
2004-06-11,502.619
2004-06-14,497.698
2004-06-15,501.172
2004-06-16,503.019
2004-06-17,505.012
2004-06-18,506.65
2004-06-21,508.064
2004-06-22,508.471
2004-06-23,512.413
2004-06-24,514.627
2004-06-25,514.384
2004-06-28,516.168
2004-06-29,514.621
2004-06-30,517.72
2004-07-01,515.548
2004-07-02,515.104
2004-07-05,513.403
2004-07-06,511.209
2004-07-07,512.934
2004-07-08,509.674
2004-07-09,511.907
2004-07-12,513.217
2004-07-13,512.806
2004-07-14,512.487
2004-07-15,511.31
2004-07-16,513.413
2004-07-19,513.919
2004-07-20,514.16
2004-07-21,510.039
2004-07-22,506.971
2004-07-23,502.956
2004-07-26,500.815
2004-07-27,502.059
2004-07-28,503.082
2004-07-29,505.602
2004-07-30,507.392
2004-08-02,508.462
2004-08-03,507.691
2004-08-04,505.223
2004-08-05,501.611
2004-08-06,497.899
2004-08-09,496.918
2004-08-10,501.463
2004-08-11,499.393
2004-08-12,496.58
2004-08-13,496.485
2004-08-16,501.235
2004-08-17,502.238
2004-08-18,505.732
2004-08-19,506.901
2004-08-20,508.703
2004-08-23,508.363
2004-08-24,507.998
2004-08-25,510.443
2004-08-26,512.533
2004-08-27,513.592
2004-08-30,511.956
2004-08-31,514.04
2004-09-01,516.592
2004-09-02,520.024
2004-09-03,518.558
2004-09-06,520.59
2004-09-07,523.806
2004-09-08,522.064
2004-09-09,520.595
2004-09-10,522.734
2004-09-13,524.438
2004-09-14,525.024
2004-09-15,520.754
2004-09-16,524.105
2004-09-17,525.101
2004-09-20,523.48
2004-09-21,527.262
2004-09-22,523.363
2004-09-23,522.254
2004-09-24,523.141
2004-09-27,520.87
2004-09-28,523.616
2004-09-29,526.233
2004-09-30,530.827
2004-10-01,537.233
2004-10-04,538.679
2004-10-05,539.217
2004-10-06,541.429
2004-10-07,538.251
2004-10-08,539.649
2004-10-11,539.942
2004-10-12,536.232
2004-10-13,532.566
2004-10-14,530.796
2004-10-15,533.387
2004-10-18,533.476
2004-10-19,533.13
2004-10-20,532.978
2004-10-21,535.117
2004-10-22,534.766
2004-10-25,534.864
2004-10-26,539.249
2004-10-27,543.212
2004-10-28,544.21
2004-10-29,545.572
2004-11-01,546.97
2004-11-02,548.155
2004-11-03,553.639
2004-11-04,560.248
2004-11-05,562.323
2004-11-08,562.199
2004-11-09,562.542
2004-11-10,564.399
2004-11-11,567.545
2004-11-12,573.035
2004-11-15,573.908
2004-11-16,572.273
2004-11-17,576.256
2004-11-18,575.897
2004-11-19,574.459
2004-11-22,575.477
2004-11-23,577.448
2004-11-24,581.92
2004-11-25,584.823
2004-11-26,586.042
2004-11-29,585.77
2004-11-30,584.048
2004-12-01,588.197
2004-12-02,587.877
2004-12-03,590.201
2004-12-06,589.653
2004-12-07,584.798
2004-12-08,581.594
2004-12-09,581.021
2004-12-10,580.675
2004-12-13,586.249
2004-12-14,588.66
2004-12-15,595.056
2004-12-16,592.437
2004-12-17,592.421
2004-12-20,595.616
2004-12-21,598.451
2004-12-22,600.475
2004-12-23,601.904
2004-12-24,603.823
2004-12-27,603.307
2004-12-28,606.335
2004-12-29,606.8
2004-12-30,609.593
2004-12-31,610.019
2005-01-03,604.542
2005-01-04,597.894
2005-01-05,592.084
2005-01-06,592.515
2005-01-07,591.751
2005-01-10,593.956
2005-01-11,593.413
2005-01-12,596.151
2005-01-13,595.125
2005-01-14,597.242
2005-01-17,598.746
2005-01-18,600.578
2005-01-19,599.712
2005-01-20,594.24
2005-01-21,593.403
2005-01-24,592.387
2005-01-25,591.479
2005-01-26,596.528
2005-01-27,596.707
2005-01-28,595.109
2005-01-31,601.769
2005-02-01,604.259
2005-02-02,608.584
2005-02-03,607.41
2005-02-04,613.173
2005-02-07,611.808
2005-02-08,610.565
2005-02-09,608.61
2005-02-10,611.282
2005-02-11,614.895
2005-02-14,618.344
2005-02-15,620.489
2005-02-16,619.906
2005-02-17,619.737
2005-02-18,620.663
2005-02-21,620.125
2005-02-22,615.842
2005-02-23,614.967
2005-02-24,619.137
2005-02-25,626.418
2005-02-28,627.094
2005-03-01,629.059
2005-03-02,627.204
2005-03-03,629.005
2005-03-04,637.171
2005-03-07,638.086
2005-03-08,638.236
2005-03-09,633.657
2005-03-10,632.556
2005-03-11,633.598
2005-03-14,634.114
2005-03-15,631.771
2005-03-16,628.59
2005-03-17,628.661
2005-03-18,626.646
2005-03-21,623.911
2005-03-22,621.315
2005-03-23,614.975
2005-03-24,615.44
2005-03-25,615.881
2005-03-28,614.355
2005-03-29,608.537
2005-03-30,613.413
2005-03-31,618.383
2005-04-01,619.619
2005-04-04,615.528
2005-04-05,617.836
2005-04-06,620.061
2005-04-07,622.256
2005-04-08,619.087
2005-04-11,620.868
2005-04-12,620.622
2005-04-13,617.066
2005-04-14,607.34
2005-04-15,598.145
2005-04-18,595.799
2005-04-19,602.962
2005-04-20,598.883
2005-04-21,603.625
2005-04-22,605.407
2005-04-25,608.624
2005-04-26,603.522
2005-04-27,600.194
2005-04-28,595.588
2005-04-29,600.734
2005-05-02,602.793
2005-05-03,602.673
2005-05-04,609.629
2005-05-05,610.346
2005-05-06,611.195
2005-05-09,613.011
2005-05-10,609.155
2005-05-11,609.215
2005-05-12,602.044
2005-05-13,597.167
2005-05-16,598.339
2005-05-17,600.92
2005-05-18,606.728
2005-05-19,609.961
2005-05-20,608.768
2005-05-23,612.573
2005-05-24,611.929
2005-05-25,608.909
2005-05-26,611.412
2005-05-27,614.317
2005-05-30,615.325
2005-05-31,613.641
2005-06-01,617.326
2005-06-02,617.634
2005-06-03,617.112
2005-06-06,618.112
2005-06-07,619.413
2005-06-08,620.218
2005-06-09,618.456
2005-06-10,619.701
2005-06-13,620.084
2005-06-14,623.043
2005-06-15,625.23
2005-06-16,628.482
2005-06-17,633.861
2005-06-20,631.268
2005-06-21,631.085
2005-06-22,632.292
2005-06-23,629.505
2005-06-24,625.571
2005-06-27,624.086
2005-06-28,628.347
2005-06-29,629.009
2005-06-30,627.753
2005-07-01,628.958
2005-07-04,627.997
2005-07-05,629.655
2005-07-06,629.079
2005-07-07,627.502
2005-07-08,632.779
2005-07-11,639.647
2005-07-12,642.667
2005-07-13,641.438
2005-07-14,641.837
2005-07-15,640.857
2005-07-18,641.679
2005-07-19,643.822
2005-07-20,647.082
2005-07-21,648.019
2005-07-22,650.561
2005-07-25,648.455
2005-07-26,648.074
2005-07-27,650.489
2005-07-28,655.519
2005-07-29,654.862
2005-08-01,656.834
2005-08-02,662.054
2005-08-03,664.627
2005-08-04,660.813
2005-08-05,653.262
2005-08-08,652.146
2005-08-09,654.459
2005-08-10,659.985
2005-08-11,664.298
2005-08-12,663.3
2005-08-15,663.439
2005-08-16,658.656
2005-08-17,657.237
2005-08-18,652.643
2005-08-19,653.176
2005-08-22,658.479
2005-08-23,656.057
2005-08-24,653.59
2005-08-25,654.661
2005-08-26,653.443
2005-08-29,652.622
2005-08-30,650.517
2005-08-31,658.183
2005-09-01,665.415
2005-09-02,667.094
2005-09-05,668.26
2005-09-06,672.064
2005-09-07,673.281
2005-09-08,670.423
2005-09-09,676.716
2005-09-12,676.395
2005-09-13,672.465
2005-09-14,673.91
2005-09-15,673.663
2005-09-16,675.802
2005-09-19,673.251
2005-09-20,672.961
2005-09-21,668.682
2005-09-22,666.948
2005-09-23,666.71
2005-09-26,670.265
2005-09-27,668.759
2005-09-28,672.001
2005-09-29,678.234
2005-09-30,680.646
2005-10-03,679.477
2005-10-04,675.683
2005-10-05,665.31
2005-10-06,658.711
2005-10-07,660.234
2005-10-10,656.366
2005-10-11,656.287
2005-10-12,651.408
2005-10-13,645.091
2005-10-14,649.389
2005-10-17,650.827
2005-10-18,643.621
2005-10-19,643.305
2005-10-20,639.941
2005-10-21,641.167
2005-10-24,649.966
2005-10-25,651.872
2005-10-26,650.902
2005-10-27,646.226
2005-10-28,650.727
2005-10-31,658.989
2005-11-01,660.665
2005-11-02,667.105
2005-11-03,668.974
2005-11-04,666.097
2005-11-07,666.886
2005-11-08,664.203
2005-11-09,665.334
2005-11-10,667.837
