Date,UNITED KINGDOM IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-23,453.134
2001-05-24,450.563
2001-05-25,452.254
2001-05-28,452.163
2001-05-29,450.992
2001-05-30,449.956
2001-05-31,448.754
2001-06-01,449.104
2001-06-04,452.514
2001-06-05,454.126
2001-06-06,447.973
2001-06-07,450.243
2001-06-08,447.963
2001-06-11,439.876
2001-06-12,438.328
2001-06-13,441.167
2001-06-14,440.779
2001-06-15,439.549
2001-06-18,436.821
2001-06-19,437.471
2001-06-20,436.414
2001-06-21,437.823
2001-06-22,438.496
2001-06-25,440.121
2001-06-26,433.565
2001-06-27,436.566
2001-06-28,435.189
2001-06-29,434.487
2001-07-02,441.432
2001-07-03,435.287
2001-07-04,433.294
2001-07-05,429.387
2001-07-06,425.35
2001-07-09,425.291
2001-07-10,425.306
2001-07-11,421.691
2001-07-12,425.096
2001-07-13,426.189
2001-07-16,425.701
2001-07-17,419.805
2001-07-18,421.13
2001-07-19,424.528
2001-07-20,424.873
2001-07-23,424.818
2001-07-24,419.03
2001-07-25,416.407
2001-07-26,416.869
2001-07-27,422.871
2001-07-30,426.233
2001-07-31,433.086
2001-08-01,436.967
2001-08-02,439.645
2001-08-03,437.517
2001-08-06,433.565
2001-08-07,433.583
2001-08-08,430.298
2001-08-09,427.907
2001-08-10,430.583
2001-08-13,431.254
2001-08-14,436.367
2001-08-15,440.707
2001-08-16,438.962
2001-08-17,436.782
2001-08-20,437.85
2001-08-21,442.963
2001-08-22,445.355
2001-08-23,441.641
2001-08-24,446.905
2001-08-27,445.824
2001-08-28,444.571
2001-08-29,444.498
2001-08-30,437.126
2001-08-31,437.692
2001-09-03,435.557
2001-09-04,439.084
2001-09-05,437.076
2001-09-06,429.184
2001-09-07,420.323
2001-09-10,414.935
2001-09-11,398.566
2001-09-12,400.202
2001-09-13,406.537
2001-09-14,393.751
2001-09-17,402.3
2001-09-18,398.029
2001-09-19,388.309
2001-09-20,372.426
2001-09-21,359.771
2001-09-24,375.022
2001-09-25,380.587
2001-09-26,385.597
2001-09-27,388.38
2001-09-28,398.322
2001-10-01,391.443
2001-10-02,391.709
2001-10-03,398.751
2001-10-04,410.838
2001-10-05,413.208
2001-10-08,409.297
2001-10-09,406.983
2001-10-10,412.048
2001-10-11,412.269
2001-10-12,413.915
2001-10-15,407.027
2001-10-16,408.833
2001-10-17,419.349
2001-10-18,409.719
2001-10-19,399.503
2001-10-22,399.556
2001-10-23,407.86
2001-10-24,407.116
2001-10-25,403.683
2001-10-26,412.741
2001-10-29,410.952
2001-10-30,404.274
2001-10-31,406.967
2001-11-01,410.045
2001-11-02,413.817
2001-11-05,418.596
2001-11-06,419.315
2001-11-07,422.641
2001-11-08,425.214
2001-11-09,423.942
2001-11-12,415.825
2001-11-13,422.29
2001-11-14,419.803
2001-11-15,415.333
2001-11-16,418.837
2001-11-19,420.39
2001-11-20,420.468
2001-11-21,419.989
2001-11-22,421.813
2001-11-23,417.202
2001-11-26,418.681
2001-11-27,417.606
2001-11-28,415.168
2001-11-29,416.235
2001-11-30,417.051
2001-12-03,412.397
2001-12-04,414.34
2001-12-05,421.856
2001-12-06,427.514
2001-12-07,422.572
2001-12-10,417.899
2001-12-11,416.136
2001-12-12,416.215
2001-12-13,413.521
2001-12-14,414.48
2001-12-17,422.265
2001-12-18,422.711
2001-12-19,418.901
2001-12-20,414.875
2001-12-21,418.331
2001-12-24,420.533
2001-12-25,420.532
2001-12-26,422.987
2001-12-27,428.069
2001-12-28,429.155
2001-12-31,429.144
2002-01-01,429.145
2002-01-02,427.584
2002-01-03,432.771
2002-01-04,434.766
2002-01-07,432.26
2002-01-08,429.389
2002-01-09,427.94
2002-01-10,428.158
2002-01-11,427.208
2002-01-14,423.649
2002-01-15,425.466
2002-01-16,421.181
2002-01-17,422.392
2002-01-18,419.838
2002-01-21,421.967
2002-01-22,420.094
2002-01-23,422.779
2002-01-24,425.173
2002-01-25,419.747
2002-01-28,423.561
2002-01-29,417.836
2002-01-30,415.749
2002-01-31,420.154
2002-02-01,421.873
2002-02-04,421.642
2002-02-05,417.314
2002-02-06,415.538
2002-02-07,417.531
2002-02-08,419.004
2002-02-11,423.511
2002-02-12,425.178
2002-02-13,427.37
2002-02-14,431.554
2002-02-15,430.384
2002-02-18,427.854
2002-02-19,423.565
2002-02-20,417.564
2002-02-21,419.915
2002-02-22,420.146
2002-02-25,424.616
2002-02-26,426.99
2002-02-27,424.567
2002-02-28,419.305
2002-03-01,425.653
2002-03-04,434.806
2002-03-05,433.702
2002-03-06,436.374
2002-03-07,441.317
2002-03-08,439.597
2002-03-11,439.804
2002-03-12,435.972
2002-03-13,438.458
2002-03-14,440.509
2002-03-15,445.526
2002-03-18,446.298
2002-03-19,448.727
2002-03-20,447.211
2002-03-21,446.297
2002-03-22,446.251
2002-03-25,443.117
2002-03-26,443.159
2002-03-27,443.692
2002-03-28,448.386
2002-03-29,448.389
2002-04-01,453.005
2002-04-02,451.946
2002-04-03,450.915
2002-04-04,448.283
2002-04-05,448.627
2002-04-08,444.768
2002-04-09,445.981
2002-04-10,451.914
2002-04-11,447.071
2002-04-12,448.699
2002-04-15,451.944
2002-04-16,456.7
2002-04-17,458.395
2002-04-18,459.489
2002-04-19,461.317
2002-04-22,462.154
2002-04-23,460.011
2002-04-24,462.366
2002-04-25,461.525
2002-04-26,458.676
2002-04-29,459.844
2002-04-30,462.93
2002-05-01,461.433
2002-05-02,467.039
2002-05-03,476.046
2002-05-06,475.849
2002-05-07,467.459
2002-05-08,470.604
2002-05-09,467.966
2002-05-10,469.354
2002-05-13,472.915
2002-05-14,470.329
2002-05-15,473.229
2002-05-16,473.278
2002-05-17,473.872
2002-05-20,471.259
2002-05-21,469.572
2002-05-22,466.743
2002-05-23,467.029
2002-05-24,471.247
2002-05-27,470.53
2002-05-28,465.955
2002-05-29,465.677
2002-05-30,465.806
2002-05-31,470.387
2002-06-03,469.918
2002-06-04,470.453
2002-06-05,460.527
2002-06-06,459.94
2002-06-07,456.095
2002-06-10,454.141
2002-06-11,457.406
2002-06-12,452.097
2002-06-13,446.132
2002-06-14,432.849
2002-06-17,442.238
2002-06-18,440.689
2002-06-19,436.587
2002-06-20,433.589
2002-06-21,435.517
2002-06-24,432.05
2002-06-25,438.513
2002-06-26,437.022
2002-06-27,435.565
2002-06-28,446.831
2002-07-01,451.617
2002-07-02,441.318
2002-07-03,428.089
2002-07-04,432.647
2002-07-05,443.498
2002-07-08,446.722
2002-07-09,444.355
2002-07-10,436.035
2002-07-11,418.833
2002-07-12,414.82
2002-07-15,396.071
2002-07-16,398.996
2002-07-17,413.182
2002-07-18,422.764
2002-07-19,408.637
2002-07-22,389.01
2002-07-23,382.18
2002-07-24,376.183
2002-07-25,392.027
2002-07-26,393.342
2002-07-29,408.583
2002-07-30,410.69
2002-07-31,417.64
2002-08-01,397.713
2002-08-02,402.778
2002-08-05,394.797
2002-08-06,399.792
2002-08-07,397.715
2002-08-08,406.861
2002-08-09,412.639
2002-08-12,405.905
2002-08-13,412.0
2002-08-14,409.108
2002-08-15,421.005
2002-08-16,421.905
2002-08-19,427.951
2002-08-20,423.539
2002-08-21,425.989
2002-08-22,430.201
2002-08-23,424.548
2002-08-26,425.347
2002-08-27,434.102
2002-08-28,420.14
2002-08-29,415.38
2002-08-30,417.858
2002-09-02,414.913
2002-09-03,403.418
2002-09-04,400.94
2002-09-05,398.597
2002-09-06,406.037
2002-09-09,401.707
2002-09-10,410.483
2002-09-11,410.772
2002-09-12,402.592
2002-09-13,396.446
2002-09-16,395.864
2002-09-17,391.08
2002-09-18,379.222
2002-09-19,376.19
2002-09-20,378.904
2002-09-23,370.192
2002-09-24,362.241
2002-09-25,364.254
2002-09-26,376.978
2002-09-27,379.693
2002-09-30,367.21
2002-10-01,373.425
2002-10-02,379.228
2002-10-03,375.087
2002-10-04,369.317
2002-10-07,368.537
2002-10-08,361.749
2002-10-09,362.967
2002-10-10,366.484
2002-10-11,382.149
2002-10-14,377.786
2002-10-15,395.717
2002-10-16,391.933
2002-10-17,401.103
2002-10-18,397.096
2002-10-21,397.58
2002-10-22,394.444
2002-10-23,385.87
2002-10-24,393.143
2002-10-25,389.829
2002-10-28,392.903
2002-10-29,379.876
2002-10-30,385.441
2002-10-31,392.893
2002-11-01,391.284
2002-11-04,400.644
2002-11-05,404.537
2002-11-06,399.076
2002-11-07,401.016
2002-11-08,399.594
2002-11-11,397.583
2002-11-12,400.189
2002-11-13,394.114
2002-11-14,393.168
2002-11-15,397.276
2002-11-18,401.977
2002-11-19,402.218
2002-11-20,397.582
2002-11-21,406.597
2002-11-22,405.693
2002-11-25,396.496
2002-11-26,390.282
2002-11-27,393.924
2002-11-28,401.162
2002-11-29,400.85
2002-12-02,399.836
2002-12-03,396.303
2002-12-04,394.113
2002-12-05,391.782
2002-12-06,391.095
2002-12-09,383.579
2002-12-10,381.257
2002-12-11,385.613
2002-12-12,381.18
2002-12-13,378.511
2002-12-16,388.477
2002-12-17,384.915
2002-12-18,378.366
2002-12-19,379.068
2002-12-20,383.887
2002-12-23,385.963
2002-12-24,387.258
2002-12-25,387.258
2002-12-26,387.185
2002-12-27,378.693
2002-12-30,385.371
2002-12-31,389.44
2003-01-01,389.439
2003-01-02,393.647
2003-01-03,394.547
2003-01-06,397.403
2003-01-07,391.795
2003-01-08,386.257
2003-01-09,389.578
2003-01-10,394.914
2003-01-13,392.589
2003-01-14,392.478
2003-01-15,385.796
2003-01-16,386.585
2003-01-17,382.936
2003-01-20,376.596
2003-01-21,373.023
2003-01-22,368.271
2003-01-23,365.926
2003-01-24,366.338
2003-01-27,354.555
2003-01-28,356.907
2003-01-29,356.42
2003-01-30,364.157
2003-01-31,362.006
2003-02-03,372.803
2003-02-04,365.485
2003-02-05,374.731
2003-02-06,365.708
2003-02-07,365.003
2003-02-10,362.295
2003-02-11,367.399
2003-02-12,362.225
2003-02-13,364.456
2003-02-14,362.496
2003-02-17,367.642
2003-02-18,369.42
2003-02-19,364.547
2003-02-20,366.126
2003-02-21,369.692
2003-02-24,367.074
2003-02-25,356.353
2003-02-26,357.23
2003-02-27,355.02
2003-02-28,361.002
2003-03-03,365.144
2003-03-04,360.856
2003-03-05,360.259
2003-03-06,359.052
2003-03-07,352.551
2003-03-10,345.885
2003-03-11,349.106
2003-03-12,335.463
2003-03-13,351.799
2003-03-14,357.954
2003-03-17,367.21
2003-03-18,366.991
2003-03-19,368.175
2003-03-20,369.328
2003-03-21,377.283
2003-03-24,369.471
2003-03-25,369.564
2003-03-26,372.964
2003-03-27,365.123
2003-03-28,363.035
2003-03-31,357.288
2003-04-01,362.288
2003-04-02,367.127
2003-04-03,368.844
2003-04-04,370.547
2003-04-07,378.199
2003-04-08,371.382
2003-04-09,371.485
2003-04-10,372.167
2003-04-11,372.906
2003-04-14,377.643
2003-04-15,383.354
2003-04-16,379.99
2003-04-17,383.309
2003-04-18,383.309
2003-04-21,379.691
2003-04-22,385.853
2003-04-23,391.827
2003-04-24,388.304
2003-04-25,382.162
2003-04-28,389.96
2003-04-29,390.889
2003-04-30,390.81
2003-05-01,388.224
2003-05-02,393.835
2003-05-05,394.584
2003-05-06,402.705
2003-05-07,397.647
2003-05-08,393.851
2003-05-09,398.189
2003-05-12,402.421
2003-05-13,403.688
2003-05-14,404.673
2003-05-15,410.135
2003-05-16,413.06
2003-05-19,407.049
2003-05-20,410.194
2003-05-21,409.567
2003-05-22,412.096
2003-05-23,413.764
2003-05-26,413.963
2003-05-27,415.746
2003-05-28,422.798
2003-05-29,429.418
2003-05-30,424.451
2003-06-02,431.084
2003-06-03,427.893
2003-06-04,430.175
2003-06-05,433.46
2003-06-06,439.774
2003-06-09,433.163
2003-06-10,431.718
2003-06-11,439.246
2003-06-12,442.936
2003-06-13,439.493
2003-06-16,444.556
2003-06-17,449.63
2003-06-18,448.223
2003-06-19,440.325
2003-06-20,440.855
2003-06-23,435.01
2003-06-24,431.358
2003-06-25,434.42
2003-06-26,429.13
2003-06-27,428.016
2003-06-30,424.368
2003-07-01,420.899
2003-07-02,426.072
2003-07-03,428.45
2003-07-04,427.014
2003-07-07,429.978
2003-07-08,427.578
2003-07-09,425.055
2003-07-10,421.534
2003-07-11,425.185
2003-07-14,430.458
2003-07-15,424.159
2003-07-16,419.642
2003-07-17,416.422
2003-07-18,416.133
2003-07-21,417.004
2003-07-22,420.716
2003-07-23,421.266
2003-07-24,429.082
2003-07-25,430.315
2003-07-28,433.635
2003-07-29,432.839
2003-07-30,431.645
2003-07-31,432.395
2003-08-01,427.093
2003-08-04,427.778
2003-08-05,429.983
2003-08-06,426.025
2003-08-07,430.438
2003-08-08,432.778
2003-08-11,434.271
2003-08-12,434.921
2003-08-13,438.292
2003-08-14,442.876
2003-08-15,442.657
2003-08-18,445.029
2003-08-19,441.431
2003-08-20,441.557
2003-08-21,440.376
2003-08-22,438.092
2003-08-25,438.463
2003-08-26,431.685
2003-08-27,434.861
2003-08-28,435.538
2003-08-29,433.088
2003-09-01,434.461
2003-09-02,435.738
2003-09-03,440.911
2003-09-04,441.894
2003-09-05,442.599
2003-09-08,447.112
2003-09-09,444.843
2003-09-10,442.684
2003-09-11,442.731
2003-09-12,445.749
2003-09-15,447.573
2003-09-16,447.158
2003-09-17,450.433
2003-09-18,455.782
2003-09-19,454.181
2003-09-22,456.121
2003-09-23,455.653
2003-09-24,459.378
2003-09-25,457.712
2003-09-26,450.928
2003-09-29,449.765
2003-09-30,444.737
2003-10-01,455.353
2003-10-02,459.558
2003-10-03,465.421
2003-10-06,467.173
2003-10-07,467.303
2003-10-08,465.213
2003-10-09,470.841
2003-10-10,471.855
2003-10-13,477.306
2003-10-14,474.163
2003-10-15,478.555
2003-10-16,478.825
2003-10-17,475.945
2003-10-20,478.082
2003-10-21,479.124
2003-10-22,475.082
2003-10-23,468.675
2003-10-24,470.091
2003-10-27,469.805
2003-10-28,473.692
2003-10-29,475.639
2003-10-30,477.872
2003-10-31,476.918
2003-11-03,478.71
2003-11-04,476.966
2003-11-05,475.17
2003-11-06,474.105
2003-11-07,479.482
2003-11-10,476.905
2003-11-11,474.576
2003-11-12,480.245
2003-11-13,482.093
2003-11-14,483.188
2003-11-17,477.62
2003-11-18,482.946
2003-11-19,480.621
2003-11-20,479.454
2003-11-21,480.838
2003-11-24,486.204
2003-11-25,487.839
2003-11-26,489.968
2003-11-27,490.207
2003-11-28,490.472
2003-12-01,497.489
2003-12-02,496.025
2003-12-03,498.087
2003-12-04,494.731
2003-12-05,494.617
2003-12-08,496.483
2003-12-09,502.668
2003-12-10,499.452
2003-12-11,497.645
2003-12-12,501.168
2003-12-15,502.079
2003-12-16,500.385
2003-12-17,506.598
2003-12-18,513.031
2003-12-19,516.107
2003-12-22,517.397
2003-12-23,519.321
2003-12-24,521.87
2003-12-25,521.87
2003-12-26,522.444
2003-12-29,522.79
2003-12-30,527.343
2003-12-31,530.637
2004-01-01,530.641
2004-01-02,533.685
2004-01-05,539.2
2004-01-06,543.384
2004-01-07,539.352
2004-01-08,544.422
2004-01-09,544.467
2004-01-12,544.55
2004-01-13,542.719
2004-01-14,541.983
2004-01-15,539.448
2004-01-16,536.6
2004-01-19,535.781
2004-01-20,542.458
2004-01-21,548.749
2004-01-22,547.957
2004-01-23,542.937
2004-01-26,536.167
2004-01-27,536.085
2004-01-28,543.216
2004-01-29,532.113
2004-01-30,531.499
2004-02-02,530.544
2004-02-03,536.368
2004-02-04,533.753
2004-02-05,534.896
2004-02-06,541.246
2004-02-09,549.254
2004-02-10,547.498
2004-02-11,549.525
2004-02-12,554.369
2004-02-13,556.861
2004-02-16,558.823
2004-02-17,567.159
2004-02-18,567.189
2004-02-19,570.794
2004-02-20,565.146
2004-02-23,565.372
2004-02-24,567.439
2004-02-25,568.486
2004-02-26,562.336
2004-02-27,559.719
2004-03-01,568.456
2004-03-02,561.983
2004-03-03,555.112
2004-03-04,559.092
2004-03-05,564.211
2004-03-08,564.565
2004-03-09,561.228
2004-03-10,551.593
2004-03-11,538.967
2004-03-12,539.787
2004-03-15,535.107
2004-03-16,543.489
2004-03-17,546.996
2004-03-18,546.525
2004-03-19,549.489
2004-03-22,542.671
2004-03-23,542.587
2004-03-24,539.328
2004-03-25,539.917
2004-03-26,536.482
2004-03-29,545.095
2004-03-30,549.273
2004-03-31,551.176
2004-04-01,559.439
2004-04-02,558.017
2004-04-05,556.188
2004-04-06,560.382
2004-04-07,561.201
2004-04-08,561.924
2004-04-09,561.924
2004-04-12,561.924
2004-04-13,559.639
2004-04-14,547.132
2004-04-15,546.217
2004-04-16,554.086
2004-04-19,557.032
2004-04-20,556.309
2004-04-21,546.543
2004-04-22,548.3
2004-04-23,549.326
2004-04-26,555.524
2004-04-27,557.275
2004-04-28,549.641
2004-04-29,547.729
2004-04-30,542.908
2004-05-03,543.306
2004-05-04,554.972
2004-05-05,554.326
2004-05-06,551.489
2004-05-07,546.241
2004-05-10,530.325
2004-05-11,531.675
2004-05-12,533.579
2004-05-13,535.435
2004-05-14,533.619
2004-05-17,530.031
2004-05-18,530.891
2004-05-19,542.053
2004-05-20,534.763
2004-05-21,541.205
2004-05-24,542.058
2004-05-25,549.526
2004-05-26,553.762
2004-05-27,561.386
2004-05-28,559.467
2004-05-31,559.467
2004-06-01,559.988
2004-06-02,564.464
2004-06-03,565.019
2004-06-04,565.975
2004-06-07,570.406
2004-06-08,571.389
2004-06-09,566.372
2004-06-10,568.449
2004-06-11,563.895
2004-06-14,558.476
2004-06-15,561.471
2004-06-16,568.292
2004-06-17,570.201
2004-06-18,573.016
2004-06-21,570.177
2004-06-22,563.547
2004-06-23,565.851
2004-06-24,568.592
2004-06-25,567.086
2004-06-28,573.487
2004-06-29,566.538
2004-06-30,563.913
2004-07-01,560.138
2004-07-02,560.952
2004-07-05,561.291
2004-07-06,561.208
2004-07-07,563.666
2004-07-08,567.369
2004-07-09,569.215
2004-07-12,568.402
2004-07-13,565.656
2004-07-14,565.74
2004-07-15,560.716
2004-07-16,568.353
2004-07-19,566.499
2004-07-20,563.35
2004-07-21,562.777
2004-07-22,557.046
2004-07-23,556.157
2004-07-26,554.108
2004-07-27,552.773
2004-07-28,557.088
2004-07-29,562.804
2004-07-30,562.862
2004-08-02,566.852
2004-08-03,567.477
2004-08-04,565.313
2004-08-05,565.912
2004-08-06,564.846
2004-08-09,561.382
2004-08-10,566.252
2004-08-11,558.98
2004-08-12,559.222
2004-08-13,561.306
2004-08-16,565.91
2004-08-17,562.272
2004-08-18,561.578
2004-08-19,564.594
2004-08-20,562.963
2004-08-23,564.196
2004-08-24,559.275
2004-08-25,561.331
2004-08-26,563.698
2004-08-27,568.309
2004-08-30,568.151
2004-08-31,566.822
2004-09-01,571.641
2004-09-02,572.982
2004-09-03,572.006
2004-09-06,574.253
2004-09-07,572.883
2004-09-08,575.646
2004-09-09,574.724
2004-09-10,581.365
2004-09-13,581.388
2004-09-14,581.282
2004-09-15,574.433
2004-09-16,579.958
2004-09-17,584.67
2004-09-20,582.524
2004-09-21,589.117
2004-09-22,586.718
2004-09-23,584.791
2004-09-24,588.927
2004-09-27,586.141
2004-09-28,590.07
2004-09-29,588.047
2004-09-30,589.086
2004-10-01,595.548
2004-10-04,595.188
2004-10-05,598.993
2004-10-06,599.379
2004-10-07,600.7
2004-10-08,603.593
2004-10-11,603.641
2004-10-12,595.411
2004-10-13,593.27
2004-10-14,597.173
2004-10-15,598.758
2004-10-18,597.312
2004-10-19,600.035
2004-10-20,598.576
2004-10-21,601.608
2004-10-22,601.771
2004-10-25,599.967
2004-10-26,601.393
2004-10-27,606.092
2004-10-28,606.297
2004-10-29,603.357
2004-11-01,609.829
2004-11-02,614.292
2004-11-03,620.417
2004-11-04,620.492
2004-11-05,624.095
2004-11-08,625.187
2004-11-09,624.142
2004-11-10,623.337
2004-11-11,626.928
2004-11-12,631.264
2004-11-15,632.264
2004-11-16,628.154
2004-11-17,631.709
2004-11-18,630.86
2004-11-19,631.199
2004-11-22,627.437
2004-11-23,633.299
2004-11-24,634.061
2004-11-25,641.119
2004-11-26,641.806
2004-11-29,642.362
2004-11-30,643.718
2004-12-01,653.422
2004-12-02,653.068
2004-12-03,658.051
2004-12-06,657.032
2004-12-07,657.991
2004-12-08,650.278
2004-12-09,645.453
2004-12-10,647.195
2004-12-13,654.885
2004-12-14,655.853
2004-12-15,665.979
2004-12-16,661.772
2004-12-17,659.458
2004-12-20,669.275
2004-12-21,661.316
2004-12-22,662.733
2004-12-23,666.444
2004-12-24,670.482
2004-12-27,673.093
2004-12-28,671.44
2004-12-29,669.418
2004-12-30,671.193
2004-12-31,669.184
2005-01-03,663.349
2005-01-04,662.638
2005-01-05,658.959
2005-01-06,656.768
2005-01-07,657.668
2005-01-10,659.435
2005-01-11,656.834
2005-01-12,660.136
2005-01-13,659.112
2005-01-14,656.875
2005-01-17,655.777
2005-01-18,656.542
2005-01-19,660.287
2005-01-20,656.272
2005-01-21,655.739
2005-01-24,659.668
2005-01-25,661.401
2005-01-26,668.095
2005-01-27,669.991
2005-01-28,665.371
2005-01-31,670.555
2005-02-01,676.235
2005-02-02,678.8
2005-02-03,675.156
2005-02-04,683.026
2005-02-07,680.396
2005-02-08,679.611
2005-02-09,678.669
2005-02-10,686.054
2005-02-11,689.67
2005-02-14,696.283
2005-02-15,697.736
2005-02-16,694.63
2005-02-17,699.495
2005-02-18,700.895
2005-02-21,699.759
2005-02-22,699.316
2005-02-23,694.065
2005-02-24,692.566
2005-02-25,700.817
2005-02-28,699.329
2005-03-01,700.205
2005-03-02,695.682
2005-03-03,696.407
2005-03-04,707.448
2005-03-07,700.951
2005-03-08,705.377
2005-03-09,700.842
2005-03-10,695.409
2005-03-11,699.592
2005-03-14,694.428
2005-03-15,699.141
2005-03-16,696.84
2005-03-17,692.022
2005-03-18,691.044
2005-03-21,685.505
2005-03-22,686.642
2005-03-23,672.11
2005-03-24,672.801
2005-03-25,672.801
2005-03-28,671.272
2005-03-29,675.996
2005-03-30,675.137
2005-03-31,677.688
2005-04-01,680.702
2005-04-04,672.729
2005-04-05,679.097
2005-04-06,680.405
2005-04-07,684.564
2005-04-08,684.352
2005-04-11,687.287
2005-04-12,682.3
2005-04-13,686.034
2005-04-14,678.08
2005-04-15,673.798
2005-04-18,667.1
2005-04-19,675.61
2005-04-20,671.916
2005-04-21,669.326
2005-04-22,675.2
2005-04-25,676.989
2005-04-26,671.468
2005-04-27,663.858
2005-04-28,661.705
2005-04-29,663.246
2005-05-02,657.395
2005-05-03,663.503
2005-05-04,669.507
2005-05-05,675.528
2005-05-06,673.184
2005-05-09,668.854
2005-05-10,666.625
2005-05-11,661.675
2005-05-12,660.626
2005-05-13,656.513
2005-05-16,648.046
2005-05-17,651.884
2005-05-18,657.47
2005-05-19,661.694
2005-05-20,656.928
2005-05-23,661.644
2005-05-24,663.004
2005-05-25,664.609
2005-05-26,662.075
2005-05-27,661.211
2005-05-30,661.374
2005-05-31,657.901
2005-06-01,661.586
2005-06-02,662.052
2005-06-03,661.063
2005-06-06,659.422
2005-06-07,669.274
2005-06-08,670.524
2005-06-09,663.513
2005-06-10,664.912
2005-06-13,663.566
2005-06-14,666.427
2005-06-15,668.557
2005-06-16,671.384
2005-06-17,676.34
2005-06-20,674.412
2005-06-21,676.104
2005-06-22,679.627
2005-06-23,682.495
2005-06-24,679.079
2005-06-27,675.394
2005-06-28,676.927
2005-06-29,675.641
2005-06-30,671.793
2005-07-01,669.648
2005-07-04,666.645
2005-07-05,663.576
2005-07-06,670.216
2005-07-07,654.85
2005-07-08,661.518
2005-07-11,672.005
2005-07-12,677.587
2005-07-13,674.526
2005-07-14,679.272
2005-07-15,673.176
2005-07-18,668.541
2005-07-19,660.574
2005-07-20,659.569
2005-07-21,667.055
2005-07-22,667.895
2005-07-25,669.57
2005-07-26,671.015
2005-07-27,672.946
2005-07-28,675.507
2005-07-29,677.445
2005-08-01,683.26
2005-08-02,686.773
2005-08-03,689.238
2005-08-04,684.651
2005-08-05,684.073
2005-08-08,690.242
2005-08-09,689.325
2005-08-10,698.265
2005-08-11,698.541
2005-08-12,700.274
2005-08-15,698.374
2005-08-16,697.418
2005-08-17,695.887
2005-08-18,687.746
2005-08-19,691.82
2005-08-22,696.862
2005-08-23,694.495
2005-08-24,691.95
2005-08-25,690.156
2005-08-26,690.158
2005-08-29,687.925
2005-08-30,682.97
2005-08-31,692.349
2005-09-01,706.767
2005-09-02,710.402
2005-09-05,714.75
2005-09-06,716.521
2005-09-07,715.694
2005-09-08,713.202
2005-09-09,714.347
2005-09-12,708.678
2005-09-13,705.067
2005-09-14,708.36
2005-09-15,703.086
2005-09-16,704.878
2005-09-19,705.895
2005-09-20,704.728
2005-09-21,700.78
2005-09-22,693.587
2005-09-23,691.908
2005-09-26,693.984
2005-09-27,689.74
2005-09-28,693.312
2005-09-29,690.619
2005-09-30,694.153
2005-10-03,691.281
2005-10-04,694.482
2005-10-05,687.963
2005-10-06,685.289
2005-10-07,678.486
2005-10-10,676.033
2005-10-11,675.378
2005-10-12,671.627
2005-10-13,661.207
2005-10-14,668.393
2005-10-17,663.023
2005-10-18,659.233
2005-10-19,651.673
2005-10-20,655.222
2005-10-21,654.607
2005-10-24,659.892
2005-10-25,664.644
2005-10-26,665.974
2005-10-27,662.932
2005-10-28,662.762
2005-10-31,675.624
2005-11-01,675.409
2005-11-02,684.847
2005-11-03,693.761
2005-11-04,682.022
