Date,UNITED KINGDOM IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-07,685.394
2005-11-08,684.31
2005-11-09,683.545
2005-11-10,685.045
2005-11-11,686.618
2005-11-14,686.147
2005-11-15,676.835
2005-11-16,669.75
2005-11-17,674.625
2005-11-18,677.713
2005-11-21,680.643
2005-11-22,679.361
2005-11-23,687.587
2005-11-24,685.907
2005-11-25,683.518
2005-11-28,680.877
2005-11-29,681.566
2005-11-30,678.876
2005-12-01,684.78
2005-12-02,686.925
2005-12-05,688.88
2005-12-06,694.251
2005-12-07,693.956
2005-12-08,699.309
2005-12-09,699.526
2005-12-12,705.233
2005-12-13,703.692
2005-12-14,708.077
2005-12-15,702.28
2005-12-16,709.467
2005-12-19,705.178
2005-12-20,705.662
2005-12-21,702.951
2005-12-22,704.549
2005-12-23,702.506
2005-12-26,702.506
2005-12-27,702.303
2005-12-28,702.835
2005-12-29,704.378
2005-12-30,698.249
2006-01-02,698.249
2006-01-03,714.682
2006-01-04,727.228
2006-01-05,722.574
2006-01-06,735.389
2006-01-09,731.898
2006-01-10,727.791
2006-01-11,731.645
2006-01-12,730.83
2006-01-13,730.254
2006-01-16,730.214
2006-01-17,720.384
2006-01-18,718.782
2006-01-19,721.107
2006-01-20,717.818
2006-01-23,726.59
2006-01-24,721.66
2006-01-25,731.607
2006-01-26,734.781
2006-01-27,736.593
2006-01-30,733.317
2006-01-31,735.659
2006-02-01,742.708
2006-02-02,736.56
2006-02-03,729.217
2006-02-06,726.955
2006-02-07,721.601
2006-02-08,722.862
2006-02-09,731.812
2006-02-10,731.711
2006-02-13,734.036
2006-02-14,728.882
2006-02-15,734.296
2006-02-16,735.576
2006-02-17,739.0
2006-02-20,740.667
2006-02-21,739.001
2006-02-22,739.538
2006-02-23,742.238
2006-02-24,743.947
2006-02-27,743.425
2006-02-28,739.014
2006-03-01,746.455
2006-03-02,741.703
2006-03-03,748.27
2006-03-06,755.441
2006-03-07,743.628
2006-03-08,738.831
2006-03-09,743.819
2006-03-10,744.397
2006-03-13,753.691
2006-03-14,759.513
2006-03-15,760.491
2006-03-16,771.534
2006-03-17,772.409
2006-03-20,772.115
2006-03-21,769.663
2006-03-22,773.582
2006-03-23,765.607
2006-03-24,770.142
2006-03-27,765.887
2006-03-28,760.288
2006-03-29,757.171
2006-03-30,768.673
2006-03-31,757.519
2006-04-03,762.701
2006-04-04,769.179
2006-04-05,770.134
2006-04-06,772.559
2006-04-07,765.811
2006-04-10,769.528
2006-04-11,761.763
2006-04-12,761.242
2006-04-13,766.574
2006-04-14,766.574
2006-04-17,775.85
2006-04-18,777.683
2006-04-19,788.08
2006-04-20,783.548
2006-04-21,789.927
2006-04-24,785.324
2006-04-25,788.224
2006-04-26,792.263
2006-04-27,793.869
2006-04-28,795.685
2006-05-01,801.901
2006-05-02,810.366
2006-05-03,802.52
2006-05-04,808.93
2006-05-05,821.633
2006-05-08,819.25
2006-05-09,826.161
2006-05-10,823.459
2006-05-11,823.086
2006-05-12,809.301
2006-05-15,800.403
2006-05-16,803.741
2006-05-17,781.306
2006-05-18,783.299
2006-05-19,774.577
2006-05-22,761.624
2006-05-23,780.41
2006-05-24,763.227
2006-05-25,775.697
2006-05-26,784.278
2006-05-29,785.906
2006-05-30,779.041
2006-05-31,784.162
2006-06-01,788.073
2006-06-02,799.642
2006-06-05,793.371
2006-06-06,773.926
2006-06-07,779.401
2006-06-08,756.055
2006-06-09,771.715
2006-06-12,765.831
2006-06-13,749.241
2006-06-14,752.012
2006-06-15,767.765
2006-06-16,765.663
2006-06-19,764.702
2006-06-20,766.612
2006-06-21,767.264
2006-06-22,765.51
2006-06-23,761.597
2006-06-26,759.836
2006-06-27,758.691
2006-06-28,759.71
2006-06-29,771.42
2006-06-30,791.535
2006-07-03,796.346
2006-07-04,799.478
2006-07-05,786.96
2006-07-06,795.911
2006-07-07,799.595
2006-07-10,797.131
2006-07-11,792.094
2006-07-12,786.112
2006-07-13,776.65
2006-07-14,765.966
2006-07-17,760.111
2006-07-18,759.733
2006-07-19,779.892
2006-07-20,783.977
2006-07-21,780.59
2006-07-24,792.021
2006-07-25,792.303
2006-07-26,796.154
2006-07-27,810.874
2006-07-28,817.304
2006-07-31,811.71
2006-08-01,806.5
2006-08-02,819.292
2006-08-03,811.396
2006-08-04,828.342
2006-08-07,822.257
2006-08-08,820.66
2006-08-09,829.195
2006-08-10,813.88
2006-08-11,813.936
2006-08-14,818.175
2006-08-15,824.881
2006-08-16,828.898
2006-08-17,826.605
2006-08-18,823.176
2006-08-21,830.758
2006-08-22,825.81
2006-08-23,823.859
2006-08-24,824.455
2006-08-25,824.552
2006-08-28,829.361
2006-08-29,829.881
2006-08-30,839.944
2006-08-31,834.066
2006-09-01,840.873
2006-09-04,846.147
2006-09-05,839.494
2006-09-06,829.078
2006-09-07,816.835
2006-09-08,816.345
2006-09-11,814.246
2006-09-12,827.134
2006-09-13,827.298
2006-09-14,833.058
2006-09-15,831.407
2006-09-18,829.88
2006-09-19,826.595
2006-09-20,833.829
2006-09-21,841.55
2006-09-22,834.34
2006-09-25,832.187
2006-09-26,839.137
2006-09-27,843.801
2006-09-28,842.691
2006-09-29,841.899
2006-10-02,847.478
2006-10-03,848.514
2006-10-04,855.112
2006-10-05,857.525
2006-10-06,855.851
2006-10-09,853.671
2006-10-10,856.883
2006-10-11,857.396
2006-10-12,863.042
2006-10-13,866.854
2006-10-16,870.765
2006-10-17,863.586
2006-10-18,867.396
2006-10-19,867.986
2006-10-20,869.75
2006-10-23,867.568
2006-10-24,870.674
2006-10-25,875.858
2006-10-26,884.083
2006-10-27,886.192
2006-10-30,886.174
2006-10-31,890.62
2006-11-01,893.185
2006-11-02,891.625
2006-11-03,889.115
2006-11-06,896.755
2006-11-07,904.274
2006-11-08,903.069
2006-11-09,901.139
2006-11-10,906.757
2006-11-13,903.469
2006-11-14,896.921
2006-11-15,901.458
2006-11-16,904.681
2006-11-17,902.014
2006-11-20,902.615
2006-11-21,903.869
2006-11-22,906.665
2006-11-23,904.455
2006-11-24,908.345
2006-11-27,901.373
2006-11-28,902.702
2006-11-29,911.283
2006-11-30,915.328
2006-12-01,916.236
2006-12-04,919.541
2006-12-05,921.432
2006-12-06,924.143
2006-12-07,926.869
2006-12-08,933.958
2006-12-11,928.821
2006-12-12,932.68
2006-12-13,937.891
2006-12-14,939.637
2006-12-15,940.592
2006-12-18,934.823
2006-12-19,938.316
2006-12-20,939.876
2006-12-21,936.23
2006-12-22,935.729
2006-12-25,935.729
2006-12-26,934.201
2006-12-27,940.993
2006-12-28,942.027
2006-12-29,937.275
2007-01-01,937.275
2007-01-02,958.319
2007-01-03,953.422
2007-01-04,944.955
2007-01-05,927.609
2007-01-08,927.671
2007-01-09,930.395
2007-01-10,921.347
2007-01-11,931.166
2007-01-12,941.211
2007-01-15,948.238
2007-01-16,937.132
2007-01-17,939.561
2007-01-18,939.187
2007-01-19,944.755
2007-01-22,943.799
2007-01-23,949.054
2007-01-24,950.121
2007-01-25,947.073
2007-01-26,936.742
2007-01-29,937.692
2007-01-30,937.606
2007-01-31,930.821
2007-02-01,946.744
2007-02-02,946.56
2007-02-05,945.446
2007-02-06,952.609
2007-02-07,956.838
2007-02-08,946.852
2007-02-09,945.08
2007-02-12,939.141
2007-02-13,939.984
2007-02-14,952.378
2007-02-15,950.392
2007-02-16,946.508
2007-02-19,948.212
2007-02-20,949.109
2007-02-21,941.057
2007-02-22,942.579
2007-02-23,949.758
2007-02-26,954.321
2007-02-27,936.06
2007-02-28,915.894
2007-03-01,908.166
2007-03-02,901.269
2007-03-05,885.934
2007-03-06,896.877
2007-03-07,906.367
2007-03-08,917.171
2007-03-09,920.793
2007-03-12,917.74
2007-03-13,908.116
2007-03-14,884.573
2007-03-15,900.945
2007-03-16,901.96
2007-03-19,912.656
2007-03-20,922.821
2007-03-21,931.452
2007-03-22,946.426
2007-03-23,949.224
2007-03-26,944.791
2007-03-27,943.23
2007-03-28,940.186
2007-03-29,946.607
2007-03-30,940.26
2007-04-02,949.367
2007-04-03,955.066
2007-04-04,953.769
2007-04-05,957.488
2007-04-06,957.488
2007-04-09,952.657
2007-04-10,960.597
2007-04-11,964.617
2007-04-12,965.33
2007-04-13,974.841
2007-04-16,986.378
2007-04-17,990.55
2007-04-18,985.624
2007-04-19,981.607
2007-04-20,989.35
2007-04-23,988.844
2007-04-24,980.946
2007-04-25,988.664
2007-04-26,982.415
2007-04-27,980.681
2007-04-30,983.563
2007-05-01,978.382
2007-05-02,985.194
2007-05-03,993.061
2007-05-04,1000.836
2007-05-07,1002.771
2007-05-08,991.654
2007-05-09,990.778
2007-05-10,981.907
2007-05-11,986.007
2007-05-14,985.908
2007-05-15,989.452
2007-05-16,986.604
2007-05-17,988.858
2007-05-18,998.505
2007-05-21,998.473
2007-05-22,996.935
2007-05-23,1007.637
2007-05-24,998.634
2007-05-25,997.706
2007-05-28,997.706
2007-05-29,1003.27
2007-05-30,997.082
2007-05-31,1000.0
2007-06-01,1009.59
2007-06-04,1014.374
2007-06-05,1012.982
2007-06-06,1000.129
2007-06-07,992.639
2007-06-08,988.279
2007-06-11,991.751
2007-06-12,986.147
2007-06-13,988.33
2007-06-14,1000.807
2007-06-15,1016.092
2007-06-18,1013.355
2007-06-19,1009.417
2007-06-20,1012.936
2007-06-21,1003.488
2007-06-22,1000.741
2007-06-25,1004.855
2007-06-26,1001.916
2007-06-27,994.221
2007-06-28,1005.17
2007-06-29,1012.566
2007-07-02,1012.908
2007-07-03,1022.425
2007-07-04,1027.496
2007-07-05,1018.079
2007-07-06,1028.831
2007-07-09,1031.744
2007-07-10,1024.771
2007-07-11,1021.426
2007-07-12,1030.775
2007-07-13,1036.184
2007-07-16,1034.68
2007-07-17,1034.696
2007-07-18,1027.16
2007-07-19,1035.248
2007-07-20,1028.06
2007-07-23,1034.283
2007-07-24,1015.588
2007-07-25,1002.059
2007-07-26,971.699
2007-07-27,961.915
2007-07-30,958.024
2007-07-31,983.777
2007-08-01,969.525
2007-08-02,978.471
2007-08-03,969.9
2007-08-06,960.707
2007-08-07,975.553
2007-08-08,999.539
2007-08-09,973.391
2007-08-10,933.707
2007-08-13,957.048
2007-08-14,940.827
2007-08-15,936.003
2007-08-16,896.611
2007-08-17,933.413
2007-08-20,932.189
2007-08-21,931.06
2007-08-22,948.244
2007-08-23,953.638
2007-08-24,957.019
2007-08-27,959.305
2007-08-28,936.548
2007-08-29,944.538
2007-08-30,955.696
2007-08-31,970.585
2007-09-03,974.058
2007-09-04,980.666
2007-09-05,969.384
2007-09-06,972.328
2007-09-07,955.497
2007-09-10,950.749
2007-09-11,970.943
2007-09-12,975.038
2007-09-13,979.07
2007-09-14,959.105
2007-09-17,933.967
2007-09-18,946.192
2007-09-19,972.896
2007-09-20,972.06
2007-09-21,977.876
2007-09-24,973.105
2007-09-25,958.745
2007-09-26,964.764
2007-09-27,978.481
2007-09-28,978.739
2007-10-01,984.918
2007-10-02,987.256
2007-10-03,992.651
2007-10-04,998.393
2007-10-05,1003.479
2007-10-08,994.214
2007-10-09,1003.217
2007-10-10,1007.469
2007-10-11,1017.663
2007-10-12,1018.714
2007-10-15,1010.273
2007-10-16,1000.679
2007-10-17,1012.168
2007-10-18,1004.703
2007-10-19,993.156
2007-10-22,978.235
2007-10-23,994.593
2007-10-24,991.916
2007-10-25,1006.082
2007-10-26,1021.769
2007-10-29,1032.394
2007-10-30,1028.272
2007-10-31,1044.476
2007-11-01,1022.491
2007-11-02,1012.077
2007-11-05,1005.346
2007-11-06,1005.692
2007-11-07,998.692
2007-11-08,981.186
2007-11-09,959.505
2007-11-12,954.943
2007-11-13,970.432
2007-11-14,976.967
2007-11-15,955.55
2007-11-16,942.347
2007-11-19,922.127
2007-11-20,943.971
2007-11-21,920.526
2007-11-22,933.23
2007-11-23,941.276
2007-11-26,934.007
2007-11-27,930.496
2007-11-28,953.679
2007-11-29,949.591
2007-11-30,957.976
2007-12-03,956.495
2007-12-04,937.7
2007-12-05,952.803
2007-12-06,953.095
2007-12-07,964.181
2007-12-10,972.483
2007-12-11,964.279
2007-12-12,972.326
2007-12-13,936.262
2007-12-14,937.34
2007-12-17,916.103
2007-12-18,917.889
2007-12-19,913.436
2007-12-20,913.565
2007-12-21,925.786
2007-12-24,928.496
2007-12-25,928.496
2007-12-26,931.575
2007-12-27,937.179
2007-12-28,936.099
2007-12-31,932.339
2008-01-01,932.339
2008-01-02,925.285
2008-01-03,928.575
2008-01-04,911.171
2008-01-07,912.065
2008-01-08,910.223
2008-01-09,888.538
2008-01-10,878.72
2008-01-11,877.168
2008-01-14,881.324
2008-01-15,858.926
2008-01-16,846.327
2008-01-17,850.172
2008-01-18,835.321
2008-01-21,787.995
2008-01-22,820.856
2008-01-23,796.669
2008-01-24,846.565
2008-01-25,848.188
2008-01-28,838.468
2008-01-29,849.464
2008-01-30,842.711
2008-01-31,841.069
2008-02-01,849.957
2008-02-04,855.915
2008-02-05,828.798
2008-02-06,826.798
2008-02-07,797.544
2008-02-08,806.857
2008-02-11,794.787
2008-02-12,829.949
2008-02-13,826.685
2008-02-14,827.052
2008-02-15,807.229
2008-02-18,825.035
2008-02-19,829.283
2008-02-20,812.755
2008-02-21,825.452
2008-02-22,824.923
2008-02-25,847.124
2008-02-26,863.772
2008-02-27,865.006
2008-02-28,847.358
2008-02-29,834.502
2008-03-03,819.649
2008-03-04,810.629
2008-03-05,830.753
2008-03-06,820.373
2008-03-07,813.935
2008-03-10,809.904
2008-03-11,819.155
2008-03-12,840.06
2008-03-13,828.343
2008-03-14,816.63
2008-03-17,776.655
2008-03-18,813.389
2008-03-19,792.903
2008-03-20,787.583
2008-03-21,787.583
2008-03-24,788.773
2008-03-25,827.314
2008-03-26,823.67
2008-03-27,836.248
2008-03-28,821.926
2008-03-31,823.819
2008-04-01,843.32
2008-04-02,857.175
2008-04-03,854.919
2008-04-04,857.459
2008-04-07,862.018
2008-04-08,849.151
2008-04-09,850.658
2008-04-10,849.489
2008-04-11,836.057
2008-04-14,832.908
2008-04-15,827.91
2008-04-16,854.654
2008-04-17,852.468
2008-04-18,872.74
2008-04-21,860.529
2008-04-22,858.883
2008-04-23,856.418
2008-04-24,849.759
2008-04-25,864.591
2008-04-28,869.384
2008-04-29,869.985
2008-04-30,875.763
2008-05-01,869.427
2008-05-02,887.589
2008-05-05,884.963
2008-05-06,883.336
2008-05-07,883.245
2008-05-08,882.561
2008-05-09,867.697
2008-05-12,878.535
2008-05-13,867.135
2008-05-14,863.298
2008-05-15,867.572
2008-05-16,879.095
2008-05-19,883.647
2008-05-20,871.957
2008-05-21,871.842
2008-05-22,877.199
2008-05-23,868.639
2008-05-26,868.705
2008-05-27,859.256
2008-05-28,861.118
2008-05-29,858.399
2008-05-30,855.851
2008-06-02,840.123
2008-06-03,848.651
2008-06-04,832.668
2008-06-05,842.589
2008-06-06,833.614
2008-06-09,828.846
2008-06-10,810.434
2008-06-11,798.489
2008-06-12,800.012
2008-06-13,803.529
2008-06-16,810.002
2008-06-17,813.194
2008-06-18,796.184
2008-06-19,789.667
2008-06-20,779.215
2008-06-23,775.325
2008-06-24,778.322
2008-06-25,787.042
2008-06-26,774.639
2008-06-27,774.354
2008-06-30,784.701
2008-07-01,765.465
2008-07-02,761.689
2008-07-03,765.612
2008-07-04,753.915
2008-07-07,763.574
2008-07-08,754.377
2008-07-09,768.626
2008-07-10,751.116
2008-07-11,734.02
2008-07-14,738.885
2008-07-15,722.736
2008-07-16,718.938
2008-07-17,746.599
2008-07-18,765.319
2008-07-21,768.93
2008-07-22,756.881
2008-07-23,777.417
2008-07-24,764.074
2008-07-25,761.671
2008-07-28,750.324
2008-07-29,742.994
2008-07-30,755.441
2008-07-31,754.521
2008-08-01,751.989
2008-08-04,747.23
2008-08-05,767.238
2008-08-06,768.749
2008-08-07,766.594
2008-08-08,758.718
2008-08-11,772.843
2008-08-12,769.558
2008-08-13,736.536
2008-08-14,743.607
2008-08-15,736.24
2008-08-18,736.043
2008-08-19,711.57
2008-08-20,715.125
2008-08-21,718.24
2008-08-22,733.236
2008-08-25,731.086
2008-08-26,720.952
2008-08-27,728.351
2008-08-28,736.841
2008-08-29,739.11
2008-09-01,728.098
2008-09-02,729.584
2008-09-03,714.722
2008-09-04,693.25
2008-09-05,675.489
2008-09-08,705.29
2008-09-09,705.908
2008-09-10,694.129
2008-09-11,681.764
2008-09-12,704.866
2008-09-15,675.954
2008-09-16,644.84
2008-09-17,638.58
2008-09-18,638.284
2008-09-19,710.442
2008-09-22,704.192
2008-09-23,694.237
2008-09-24,686.726
2008-09-25,703.229
2008-09-26,687.593
2008-09-29,640.37
2008-09-30,637.109
2008-10-01,643.116
2008-10-02,633.786
2008-10-03,658.147
2008-10-06,594.925
2008-10-07,596.195
2008-10-08,564.413
2008-10-09,553.219
2008-10-10,498.043
2008-10-13,541.671
2008-10-14,564.327
2008-10-15,527.58
2008-10-16,494.755
2008-10-17,516.665
2008-10-20,543.093
2008-10-21,529.135
2008-10-22,488.179
2008-10-23,494.468
2008-10-24,450.706
2008-10-27,435.673
2008-10-28,450.922
2008-10-29,513.126
2008-10-30,518.123
2008-10-31,517.613
2008-11-03,513.994
2008-11-04,544.906
2008-11-05,539.617
2008-11-06,502.618
2008-11-07,507.596
2008-11-10,506.601
2008-11-11,481.968
2008-11-12,466.998
2008-11-13,457.463
2008-11-14,465.598
2008-11-17,461.194
2008-11-18,470.052
2008-11-19,445.42
2008-11-20,425.703
2008-11-21,414.718
2008-11-24,462.043
2008-11-25,478.217
2008-11-26,483.049
2008-11-27,492.457
2008-11-28,496.888
2008-12-01,459.646
2008-12-02,469.054
2008-12-03,470.371
2008-12-04,466.342
2008-12-05,451.244
2008-12-08,491.629
2008-12-09,499.906
2008-12-10,497.209
2008-12-11,501.124
2008-12-12,483.086
2008-12-15,494.873
2008-12-16,495.506
2008-12-17,498.894
2008-12-18,492.658
2008-12-19,474.145
2008-12-22,464.893
2008-12-23,464.086
2008-12-24,461.01
2008-12-25,461.01
2008-12-26,460.619
2008-12-29,466.934
2008-12-30,471.04
2008-12-31,473.829
2009-01-01,473.829
2009-01-02,491.524
2009-01-05,495.528
2009-01-06,505.612
2009-01-07,508.905
2009-01-08,508.329
2009-01-09,504.005
2009-01-12,492.253
2009-01-13,477.474
2009-01-14,451.441
2009-01-15,438.915
2009-01-16,445.207
2009-01-19,423.346
2009-01-20,400.423
2009-01-21,393.788
2009-01-22,392.198
2009-01-23,387.44
2009-01-26,413.534
2009-01-27,417.424
2009-01-28,439.205
2009-01-29,424.417
2009-01-30,422.915
2009-02-02,406.363
2009-02-03,420.969
2009-02-04,436.026
2009-02-05,438.038
2009-02-06,450.519
2009-02-09,459.941
2009-02-10,441.283
2009-02-11,431.152
2009-02-12,425.396
2009-02-13,426.486
2009-02-16,414.317
2009-02-17,401.372
2009-02-18,397.506
2009-02-19,399.366
2009-02-20,387.553
2009-02-23,390.398
2009-02-24,382.852
2009-02-25,384.234
2009-02-26,401.204
2009-02-27,383.257
2009-03-02,352.939
2009-03-03,345.441
2009-03-04,359.08
2009-03-05,342.079
2009-03-06,338.324
2009-03-09,328.314
2009-03-10,350.674
2009-03-11,345.362
2009-03-12,348.938
2009-03-13,358.396
2009-03-16,375.666
2009-03-17,375.833
2009-03-18,371.251
2009-03-19,392.449
2009-03-20,387.366
2009-03-23,404.506
2009-03-24,405.348
2009-03-25,399.473
2009-03-26,402.861
2009-03-27,397.904
2009-03-30,378.408
2009-03-31,399.327
2009-04-01,408.32
2009-04-02,440.321
2009-04-03,435.323
2009-04-06,436.054
2009-04-07,423.765
2009-04-08,420.374
2009-04-09,432.71
2009-04-10,432.71
2009-04-13,436.769
2009-04-14,445.072
2009-04-15,443.224
2009-04-16,453.554
2009-04-17,459.118
2009-04-20,436.796
2009-04-21,434.208
2009-04-22,440.203
2009-04-23,438.305
2009-04-24,457.858
2009-04-27,456.624
2009-04-28,447.896
2009-04-29,464.332
2009-04-30,475.309
2009-05-01,476.621
2009-05-04,480.214
2009-05-05,501.968
2009-05-06,506.151
2009-05-07,502.889
2009-05-08,511.596
2009-05-11,510.484
2009-05-12,512.502
2009-05-13,493.885
2009-05-14,497.896
2009-05-15,499.306
2009-05-18,515.644
2009-05-19,528.634
2009-05-20,529.801
2009-05-21,515.033
2009-05-22,522.557
2009-05-25,523.264
2009-05-26,527.585
2009-05-27,533.38
2009-05-28,525.459
2009-05-29,535.737
2009-06-01,558.667
2009-06-02,557.349
2009-06-03,541.184
2009-06-04,537.767
2009-06-05,535.406
2009-06-08,531.41
2009-06-09,541.605
2009-06-10,549.479
2009-06-11,558.441
2009-06-12,552.2
2009-06-15,533.112
2009-06-16,536.085
2009-06-17,527.062
2009-06-18,527.003
2009-06-19,537.014
2009-06-22,520.814
2009-06-23,516.087
2009-06-24,528.32
2009-06-25,518.73
2009-06-26,525.181
2009-06-29,534.544
2009-06-30,526.693
2009-07-01,537.018
2009-07-02,520.635
2009-07-03,520.265
2009-07-06,509.764
2009-07-07,507.818
2009-07-08,497.098
2009-07-09,503.47
2009-07-10,498.177
2009-07-13,505.162
2009-07-14,514.968
2009-07-15,535.382
2009-07-16,538.553
2009-07-17,537.321
2009-07-20,550.263
2009-07-21,551.874
2009-07-22,551.847
2009-07-23,565.837
2009-07-24,566.059
2009-07-27,569.565
2009-07-28,559.565
2009-07-29,560.801
2009-07-30,576.193
2009-07-31,578.327
2009-08-03,604.388
2009-08-04,603.524
2009-08-05,606.667
2009-08-06,611.582
2009-08-07,614.19
2009-08-10,609.386
2009-08-11,599.419
2009-08-12,607.526
2009-08-13,616.39
2009-08-14,609.488
2009-08-17,591.806
2009-08-18,604.972
2009-08-19,604.877
2009-08-20,614.395
2009-08-21,627.171
2009-08-24,630.907
2009-08-25,635.472
2009-08-26,625.738
2009-08-27,621.55
2009-08-28,634.366
2009-08-31,633.861
2009-09-01,616.381
2009-09-02,614.912
2009-09-03,616.891
2009-09-04,624.867
2009-09-07,635.375
2009-09-08,643.899
2009-09-09,653.312
2009-09-10,653.378
2009-09-11,654.953
2009-09-14,652.238
2009-09-15,647.779
2009-09-16,662.117
2009-09-17,671.019
2009-09-18,662.921
2009-09-21,654.309
2009-09-22,663.874
2009-09-23,662.991
2009-09-24,641.937
2009-09-25,635.446
2009-09-28,644.762
2009-09-29,646.333
2009-09-30,644.176
2009-10-01,633.582
2009-10-02,620.612
2009-10-05,626.92
2009-10-06,639.674
2009-10-07,636.101
2009-10-08,647.383
2009-10-09,641.957
2009-10-12,642.783
2009-10-13,637.179
2009-10-14,656.052
2009-10-15,663.027
2009-10-16,661.508
2009-10-19,676.04
2009-10-20,670.817
2009-10-21,680.875
2009-10-22,673.413
2009-10-23,667.668
2009-10-26,660.17
2009-10-27,662.095
2009-10-28,647.502
2009-10-29,660.227
2009-10-30,644.704
2009-11-02,647.887
2009-11-03,638.498
2009-11-04,656.623
2009-11-05,659.032
2009-11-06,661.611
2009-11-09,679.932
2009-11-10,678.587
2009-11-11,677.844
2009-11-12,678.299
2009-11-13,687.428
2009-11-16,702.501
2009-11-17,696.264
2009-11-18,695.221
2009-11-19,678.609
2009-11-20,670.739
2009-11-23,688.353
2009-11-24,682.112
2009-11-25,688.834
2009-11-26,658.571
2009-11-27,665.229
2009-11-30,653.161
2009-12-01,675.798
2009-12-02,678.375
2009-12-03,675.254
2009-12-04,676.458
2009-12-07,668.829
2009-12-08,652.679
2009-12-09,645.928
2009-12-10,652.579
2009-12-11,650.935
2009-12-14,658.575
2009-12-15,653.172
2009-12-16,663.993
2009-12-17,640.376
2009-12-18,634.709
2009-12-21,647.941
2009-12-22,647.4
2009-12-23,653.674
2009-12-24,654.156
2009-12-25,654.156
2009-12-28,657.153
2009-12-29,658.306
2009-12-30,655.942
2009-12-31,662.899
2010-01-01,662.899
2010-01-04,672.498
2010-01-05,675.551
2010-01-06,673.936
2010-01-07,670.033
2010-01-08,671.458
2010-01-11,682.561
2010-01-12,679.714
2010-01-13,678.617
2010-01-14,681.491
2010-01-15,673.261
2010-01-18,678.731
2010-01-19,681.654
2010-01-20,668.601
2010-01-21,657.273
2010-01-22,649.535
2010-01-25,649.563
2010-01-26,649.587
2010-01-27,643.112
2010-01-28,633.171
2010-01-29,634.001
2010-02-01,637.206
2010-02-02,639.458
2010-02-03,637.079
2010-02-04,618.691
2010-02-05,605.201
2010-02-08,606.3
2010-02-09,604.937
2010-02-10,610.17
2010-02-11,610.882
2010-02-12,608.283
2010-02-15,612.193
2010-02-16,622.63
2010-02-17,629.459
2010-02-18,630.306
2010-02-19,626.272
2010-02-22,630.258
2010-02-23,624.344
2010-02-24,628.974
2010-02-25,615.229
2010-02-26,621.866
2010-03-01,610.367
2010-03-02,618.66
2010-03-03,628.536
2010-03-04,628.331
2010-03-05,637.7
2010-03-08,637.374
2010-03-09,634.33
2010-03-10,638.844
2010-03-11,640.186
2010-03-12,646.93
2010-03-15,638.414
2010-03-16,648.059
2010-03-17,657.306
2010-03-18,652.352
2010-03-19,644.47
2010-03-22,643.959
2010-03-23,646.061
2010-03-24,640.307
2010-03-25,643.956
2010-03-26,643.179
2010-03-29,646.934
2010-03-30,647.207
2010-03-31,649.808
2010-04-01,660.482
2010-04-02,660.482
2010-04-05,660.958
2010-04-06,660.895
2010-04-07,659.986
2010-04-08,658.363
2010-04-09,670.038
2010-04-12,673.954
2010-04-13,671.877
2010-04-14,680.839
2010-04-15,690.476
2010-04-16,678.483
2010-04-19,671.642
2010-04-20,681.121
2010-04-21,677.981
2010-04-22,669.043
2010-04-23,673.08
2010-04-26,678.639
2010-04-27,658.374
2010-04-28,653.431
2010-04-29,656.959
2010-04-30,653.16
2010-05-03,649.767
2010-05-04,628.54
2010-05-05,623.748
2010-05-06,607.288
2010-05-07,578.698
2010-05-10,617.997
2010-05-11,608.281
2010-05-12,613.434
2010-05-13,610.133
2010-05-14,587.627
2010-05-17,582.033
2010-05-18,586.059
2010-05-19,569.168
2010-05-20,561.535
2010-05-21,562.929
2010-05-24,560.023
2010-05-25,543.876
2010-05-26,553.998
2010-05-27,574.309
2010-05-28,570.533
2010-05-31,573.334
2010-06-01,571.699
2010-06-02,568.017
2010-06-03,577.409
2010-06-04,567.732
2010-06-07,559.874
2010-06-08,547.743
2010-06-09,558.148
2010-06-10,561.144
2010-06-11,565.183
2010-06-14,572.596
2010-06-15,573.405
2010-06-16,575.116
2010-06-17,577.613
2010-06-18,577.265
2010-06-21,580.815
2010-06-22,573.985
2010-06-23,571.31
2010-06-24,566.515
2010-06-25,560.633
2010-06-28,568.132
2010-06-29,550.733
2010-06-30,550.601
2010-07-01,544.988
2010-07-02,549.005
2010-07-05,546.148
2010-07-06,564.805
2010-07-07,570.397
2010-07-08,579.873
2010-07-09,580.849
2010-07-12,587.351
2010-07-13,602.967
2010-07-14,604.307
2010-07-15,604.507
2010-07-16,597.963
2010-07-19,589.387
2010-07-20,587.35
2010-07-21,595.396
2010-07-22,608.034
2010-07-23,612.322
2010-07-26,621.133
2010-07-27,626.741
2010-07-28,623.048
2010-07-29,627.828
2010-07-30,620.923
2010-08-02,647.665
2010-08-03,648.891
2010-08-04,647.913
2010-08-05,647.535
2010-08-06,650.083
2010-08-09,659.618
2010-08-10,645.615
2010-08-11,628.283
2010-08-12,625.237
2010-08-13,626.05
2010-08-16,627.641
2010-08-17,631.885
2010-08-18,627.144
2010-08-19,617.238
2010-08-20,608.828
2010-08-23,614.085
2010-08-24,602.375
2010-08-25,597.977
2010-08-26,607.432
2010-08-27,609.28
2010-08-30,609.339
2010-08-31,608.252
2010-09-01,624.201
2010-09-02,624.222
2010-09-03,632.142
2010-09-06,635.59
2010-09-07,628.348
2010-09-08,637.447
2010-09-09,641.284
