Date,EUROPE IMI GROWTH IMI (Large+Mid+Small Cap)
2005-11-08,624.933
2005-11-09,622.849
2005-11-10,622.545
2005-11-11,626.218
2005-11-14,626.483
2005-11-15,624.182
2005-11-16,618.134
2005-11-17,624.321
2005-11-18,627.053
2005-11-21,630.059
2005-11-22,629.947
2005-11-23,636.062
2005-11-24,634.599
2005-11-25,633.924
2005-11-28,632.014
2005-11-29,631.825
2005-11-30,630.604
2005-12-01,636.732
2005-12-02,641.909
2005-12-05,642.84
2005-12-06,646.377
2005-12-07,642.403
2005-12-08,649.191
2005-12-09,649.942
2005-12-12,655.658
2005-12-13,655.853
2005-12-14,658.581
2005-12-15,652.416
2005-12-16,659.51
2005-12-19,659.461
2005-12-20,655.017
2005-12-21,653.286
2005-12-22,654.355
2005-12-23,654.808
2005-12-26,654.808
2005-12-27,656.565
2005-12-28,658.591
2005-12-29,658.936
2005-12-30,653.337
2006-01-02,655.448
2006-01-03,670.118
2006-01-04,683.125
2006-01-05,681.899
2006-01-06,688.585
2006-01-09,686.2
2006-01-10,681.34
2006-01-11,686.117
2006-01-12,685.795
2006-01-13,685.633
2006-01-16,690.732
2006-01-17,683.465
2006-01-18,680.053
2006-01-19,685.375
2006-01-20,681.113
2006-01-23,689.676
2006-01-24,688.761
2006-01-25,694.829
2006-01-26,698.409
2006-01-27,699.323
2006-01-30,696.263
2006-01-31,699.57
2006-02-01,704.077
2006-02-02,697.547
2006-02-03,693.33
2006-02-06,692.184
2006-02-07,686.934
2006-02-08,685.372
2006-02-09,693.143
2006-02-10,687.607
2006-02-13,689.059
2006-02-14,685.256
2006-02-15,689.214
2006-02-16,692.181
2006-02-17,696.752
2006-02-20,700.75
2006-02-21,699.737
2006-02-22,701.824
2006-02-23,702.799
2006-02-24,700.941
2006-02-27,702.989
2006-02-28,697.556
2006-03-01,704.68
2006-03-02,703.201
2006-03-03,705.213
2006-03-06,707.86
2006-03-07,696.387
2006-03-08,693.98
2006-03-09,700.405
2006-03-10,702.816
2006-03-13,710.471
2006-03-14,717.184
2006-03-15,720.415
2006-03-16,727.271
2006-03-17,729.035
2006-03-20,730.632
2006-03-21,724.975
2006-03-22,727.957
2006-03-23,721.347
2006-03-24,728.599
2006-03-27,724.588
2006-03-28,724.954
2006-03-29,720.314
2006-03-30,734.272
2006-03-31,728.421
2006-04-03,735.681
2006-04-04,740.956
2006-04-05,744.311
2006-04-06,744.275
2006-04-07,735.038
2006-04-10,738.365
2006-04-11,733.703
2006-04-12,731.293
2006-04-13,733.237
2006-04-14,733.237
2006-04-17,744.265
2006-04-18,745.351
2006-04-19,756.816
2006-04-20,756.281
2006-04-21,763.945
2006-04-24,763.389
2006-04-25,763.88
2006-04-26,767.225
2006-04-27,768.717
2006-04-28,769.869
2006-05-01,773.43
2006-05-02,781.513
2006-05-03,774.471
2006-05-04,783.718
2006-05-05,794.591
2006-05-08,793.899
2006-05-09,799.734
2006-05-10,798.233
2006-05-11,798.84
2006-05-12,787.305
2006-05-15,769.697
2006-05-16,771.459
2006-05-17,748.345
2006-05-18,744.156
2006-05-19,737.072
2006-05-22,721.067
2006-05-23,744.13
2006-05-24,727.431
2006-05-25,736.927
2006-05-26,750.177
2006-05-29,753.077
2006-05-30,744.548
2006-05-31,747.4
2006-06-01,747.802
2006-06-02,757.352
2006-06-05,754.126
2006-06-06,730.696
2006-06-07,731.408
2006-06-08,702.43
2006-06-09,714.522
2006-06-12,705.998
2006-06-13,688.489
2006-06-14,692.791
2006-06-15,711.848
2006-06-16,707.94
2006-06-19,709.007
2006-06-20,714.179
2006-06-21,718.741
2006-06-22,717.542
2006-06-23,715.892
2006-06-26,715.691
2006-06-27,714.351
2006-06-28,711.12
2006-06-29,723.381
2006-06-30,748.556
2006-07-03,753.558
2006-07-04,754.252
2006-07-05,741.159
2006-07-06,749.523
2006-07-07,752.224
2006-07-10,749.174
2006-07-11,743.466
2006-07-12,742.575
2006-07-13,732.697
2006-07-14,720.598
2006-07-17,709.488
2006-07-18,706.792
2006-07-19,725.534
2006-07-20,732.265
2006-07-21,727.417
2006-07-24,736.53
2006-07-25,738.23
2006-07-26,740.165
2006-07-27,752.965
2006-07-28,758.765
2006-07-31,756.847
2006-08-01,751.166
2006-08-02,762.372
2006-08-03,754.431
2006-08-04,768.335
2006-08-07,757.669
2006-08-08,755.718
2006-08-09,763.501
2006-08-10,751.686
2006-08-11,752.886
2006-08-14,757.921
2006-08-15,766.753
2006-08-16,774.994
2006-08-17,776.756
2006-08-18,771.943
2006-08-21,778.036
2006-08-22,773.731
2006-08-23,769.65
2006-08-24,770.707
2006-08-25,768.084
2006-08-28,773.663
2006-08-29,773.643
2006-08-30,783.835
2006-08-31,780.908
2006-09-01,785.059
2006-09-04,791.959
2006-09-05,786.078
2006-09-06,776.408
2006-09-07,765.405
2006-09-08,764.194
2006-09-11,759.519
2006-09-12,768.799
2006-09-13,770.348
2006-09-14,774.224
2006-09-15,769.454
2006-09-18,773.204
2006-09-19,770.673
2006-09-20,777.251
2006-09-21,781.081
2006-09-22,778.12
2006-09-25,772.54
2006-09-26,779.472
2006-09-27,786.911
2006-09-28,786.59
2006-09-29,783.917
2006-10-02,788.642
2006-10-03,785.457
2006-10-04,785.71
2006-10-05,790.59
2006-10-06,784.82
2006-10-09,788.199
2006-10-10,788.795
2006-10-11,790.069
2006-10-12,795.232
2006-10-13,795.352
2006-10-16,798.496
2006-10-17,792.916
2006-10-18,798.609
2006-10-19,805.38
2006-10-20,809.156
2006-10-23,808.054
2006-10-24,807.898
2006-10-25,814.003
2006-10-26,815.666
2006-10-27,816.341
2006-10-30,812.656
2006-10-31,814.651
2006-11-01,819.107
2006-11-02,817.029
2006-11-03,815.161
2006-11-06,823.937
2006-11-07,833.861
2006-11-08,829.654
2006-11-09,830.909
2006-11-10,833.693
2006-11-13,831.481
2006-11-14,829.674
2006-11-15,834.182
2006-11-16,836.933
2006-11-17,831.393
2006-11-20,834.359
2006-11-21,836.482
2006-11-22,843.605
2006-11-23,843.103
2006-11-24,846.657
2006-11-27,835.872
2006-11-28,833.679
2006-11-29,845.679
2006-11-30,847.409
2006-12-01,847.695
2006-12-04,852.6
2006-12-05,856.611
2006-12-06,857.343
2006-12-07,861.519
2006-12-08,862.897
2006-12-11,860.867
2006-12-12,866.086
2006-12-13,870.011
2006-12-14,871.69
2006-12-15,870.369
2006-12-18,868.415
2006-12-19,868.868
2006-12-20,871.408
2006-12-21,869.158
2006-12-22,865.61
2006-12-25,865.61
2006-12-26,864.168
2006-12-27,871.55
2006-12-28,873.356
2006-12-29,874.606
2007-01-01,874.606
2007-01-02,890.267
2007-01-03,884.17
2007-01-04,873.965
2007-01-05,861.583
2007-01-08,862.107
2007-01-09,863.196
2007-01-10,855.614
2007-01-11,866.481
2007-01-12,872.761
2007-01-15,878.871
2007-01-16,874.879
2007-01-17,876.715
2007-01-18,876.715
2007-01-19,881.289
2007-01-22,879.336
2007-01-23,884.213
2007-01-24,886.922
2007-01-25,886.876
2007-01-26,876.657
2007-01-29,881.064
2007-01-30,886.422
2007-01-31,885.207
2007-02-01,897.951
2007-02-02,900.944
2007-02-05,898.421
2007-02-06,903.664
2007-02-07,911.66
2007-02-08,905.324
2007-02-09,907.949
2007-02-12,901.312
2007-02-13,905.812
2007-02-14,921.903
2007-02-15,923.549
2007-02-16,920.844
2007-02-19,925.612
2007-02-20,923.222
2007-02-21,914.709
2007-02-22,917.131
2007-02-23,922.832
2007-02-26,925.623
2007-02-27,899.899
2007-02-28,887.043
2007-03-01,876.15
2007-03-02,875.871
2007-03-05,859.051
2007-03-06,868.425
2007-03-07,877.42
2007-03-08,888.358
2007-03-09,889.275
2007-03-12,890.34
2007-03-13,882.99
2007-03-14,864.346
2007-03-15,884.01
2007-03-16,889.833
2007-03-19,901.391
2007-03-20,907.134
2007-03-21,913.219
2007-03-22,927.522
2007-03-23,926.232
2007-03-26,921.75
2007-03-27,921.264
2007-03-28,917.241
2007-03-29,925.19
2007-03-30,925.307
2007-04-02,932.518
2007-04-03,942.576
2007-04-04,945.056
2007-04-05,950.206
2007-04-06,950.206
2007-04-09,944.679
2007-04-10,956.272
2007-04-11,954.437
2007-04-12,953.605
2007-04-13,960.888
2007-04-16,973.389
2007-04-17,974.485
2007-04-18,971.314
2007-04-19,971.681
2007-04-20,981.541
2007-04-23,979.955
2007-04-24,975.116
2007-04-25,984.004
2007-04-26,981.919
2007-04-27,980.048
2007-04-30,981.36
2007-05-01,977.512
2007-05-02,982.505
2007-05-03,981.349
2007-05-04,993.251
2007-05-07,997.17
2007-05-08,982.648
2007-05-09,988.388
2007-05-10,978.65
2007-05-11,982.999
2007-05-14,982.36
2007-05-15,989.239
2007-05-16,987.857
2007-05-17,983.853
2007-05-18,992.629
2007-05-21,989.15
2007-05-22,988.926
2007-05-23,997.995
2007-05-24,989.151
2007-05-25,990.867
2007-05-28,992.008
2007-05-29,994.646
2007-05-30,989.554
2007-05-31,1000.0
2007-06-01,1005.917
2007-06-04,1007.95
2007-06-05,1004.479
2007-06-06,984.986
2007-06-07,969.65
2007-06-08,961.042
2007-06-11,970.995
2007-06-12,964.854
2007-06-13,967.909
2007-06-14,983.803
2007-06-15,1000.357
2007-06-18,999.656
2007-06-19,995.617
2007-06-20,999.878
2007-06-21,988.331
2007-06-22,987.971
2007-06-25,988.199
2007-06-26,983.519
2007-06-27,978.468
2007-06-28,991.494
2007-06-29,1000.108
2007-07-02,1007.429
2007-07-03,1015.643
2007-07-04,1021.841
2007-07-05,1015.083
2007-07-06,1021.762
2007-07-09,1025.29
2007-07-10,1022.144
2007-07-11,1026.194
2007-07-12,1037.821
2007-07-13,1041.37
2007-07-16,1041.826
2007-07-17,1037.177
2007-07-18,1027.671
2007-07-19,1040.821
2007-07-20,1031.885
2007-07-23,1036.212
2007-07-24,1022.032
2007-07-25,1004.288
2007-07-26,975.762
2007-07-27,965.633
2007-07-30,968.411
2007-07-31,988.498
2007-08-01,973.872
2007-08-02,979.87
2007-08-03,975.191
2007-08-06,967.734
2007-08-07,974.622
2007-08-08,998.792
2007-08-09,976.18
2007-08-10,945.867
2007-08-13,960.281
2007-08-14,946.899
2007-08-15,937.763
2007-08-16,896.312
2007-08-17,918.087
2007-08-20,923.901
2007-08-21,925.972
2007-08-22,946.79
2007-08-23,953.479
2007-08-24,963.162
2007-08-27,965.651
2007-08-28,950.758
2007-08-29,956.85
2007-08-30,968.735
2007-08-31,982.553
2007-09-03,983.327
2007-09-04,987.946
2007-09-05,975.348
2007-09-06,982.524
2007-09-07,967.246
2007-09-10,958.681
2007-09-11,979.295
2007-09-12,985.468
2007-09-13,993.086
2007-09-14,979.83
2007-09-17,966.386
2007-09-18,980.299
2007-09-19,1011.946
2007-09-20,1014.907
2007-09-21,1021.679
2007-09-24,1024.391
2007-09-25,1015.434
2007-09-26,1021.95
2007-09-27,1029.941
2007-09-28,1036.272
2007-10-01,1046.179
2007-10-02,1042.647
2007-10-03,1043.838
2007-10-04,1042.694
2007-10-05,1051.869
2007-10-08,1043.966
2007-10-09,1050.46
2007-10-10,1060.04
2007-10-11,1073.621
2007-10-12,1068.028
2007-10-15,1064.036
2007-10-16,1048.854
2007-10-17,1061.774
2007-10-18,1060.292
2007-10-19,1051.328
2007-10-22,1028.794
2007-10-23,1049.883
2007-10-24,1042.674
2007-10-25,1061.216
2007-10-26,1071.521
2007-10-29,1079.768
2007-10-30,1074.633
2007-10-31,1087.646
2007-11-01,1074.151
2007-11-02,1073.301
2007-11-05,1065.945
2007-11-06,1078.751
2007-11-07,1079.65
2007-11-08,1081.726
2007-11-09,1065.247
2007-11-12,1049.322
2007-11-13,1053.114
2007-11-14,1065.954
2007-11-15,1048.006
2007-11-16,1041.029
2007-11-19,1018.166
2007-11-20,1037.978
2007-11-21,1012.913
2007-11-22,1024.038
2007-11-23,1037.723
2007-11-26,1037.85
2007-11-27,1031.952
2007-11-28,1053.253
2007-11-29,1061.242
2007-11-30,1066.634
2007-12-03,1060.678
2007-12-04,1052.859
2007-12-05,1062.908
2007-12-06,1058.808
2007-12-07,1069.081
2007-12-10,1078.901
2007-12-11,1075.206
2007-12-12,1077.151
2007-12-13,1047.499
2007-12-14,1038.734
2007-12-17,1016.247
2007-12-18,1016.463
2007-12-19,1011.309
2007-12-20,1010.89
2007-12-21,1028.305
2007-12-24,1031.495
2007-12-25,1031.495
2007-12-26,1037.598
2007-12-27,1043.444
2007-12-28,1051.941
2007-12-31,1047.342
2008-01-01,1047.342
2008-01-02,1041.238
2008-01-03,1035.804
2008-01-04,1017.822
2008-01-07,1008.194
2008-01-08,1018.803
2008-01-09,1000.636
2008-01-10,994.02
2008-01-11,988.791
2008-01-14,999.455
2008-01-15,972.596
2008-01-16,949.086
2008-01-17,946.317
2008-01-18,938.353
2008-01-21,878.515
2008-01-22,903.951
2008-01-23,875.986
2008-01-24,928.097
2008-01-25,932.886
2008-01-28,927.024
2008-01-29,942.779
2008-01-30,937.806
2008-01-31,943.23
2008-02-01,964.769
2008-02-04,967.496
2008-02-05,927.674
2008-02-06,934.911
2008-02-07,906.757
2008-02-08,912.77
2008-02-11,907.311
2008-02-12,943.432
2008-02-13,941.866
2008-02-14,950.165
2008-02-15,937.973
2008-02-18,951.659
2008-02-19,959.862
2008-02-20,943.441
2008-02-21,959.69
2008-02-22,954.611
2008-02-25,967.904
2008-02-26,982.341
2008-02-27,997.518
2008-02-28,985.2
2008-02-29,973.163
2008-03-03,961.737
2008-03-04,953.18
2008-03-05,971.634
2008-03-06,970.172
2008-03-07,958.609
2008-03-10,945.994
2008-03-11,949.328
2008-03-12,969.78
2008-03-13,966.296
2008-03-14,961.546
2008-03-17,928.293
2008-03-18,956.513
2008-03-19,937.864
2008-03-20,919.396
2008-03-21,919.396
2008-03-24,917.527
2008-03-25,955.561
2008-03-26,961.64
2008-03-27,976.51
2008-03-28,969.788
2008-03-31,974.646
2008-04-01,984.957
2008-04-02,992.131
2008-04-03,991.919
2008-04-04,1004.143
2008-04-07,1011.369
2008-04-08,998.997
2008-04-09,997.836
2008-04-10,994.636
2008-04-11,982.677
2008-04-14,976.998
2008-04-15,981.685
2008-04-16,1007.516
2008-04-17,995.655
2008-04-18,1004.638
2008-04-21,1007.486
2008-04-22,1009.484
2008-04-23,1013.489
2008-04-24,1003.01
2008-04-25,1012.5
2008-04-28,1016.933
2008-04-29,1001.75
2008-04-30,1008.651
2008-05-01,1003.437
2008-05-02,1015.634
2008-05-05,1018.14
2008-05-06,1021.391
2008-05-07,1019.776
2008-05-08,1025.476
2008-05-09,1015.349
2008-05-12,1022.908
2008-05-13,1023.415
2008-05-14,1027.698
2008-05-15,1034.432
2008-05-16,1045.887
2008-05-19,1058.417
2008-05-20,1042.233
2008-05-21,1045.194
2008-05-22,1045.562
2008-05-23,1031.112
2008-05-26,1029.626
2008-05-27,1023.709
2008-05-28,1029.56
2008-05-29,1027.465
2008-05-30,1031.57
2008-06-02,1022.847
2008-06-03,1027.736
2008-06-04,1016.443
2008-06-05,1018.736
2008-06-06,1015.414
2008-06-09,1011.988
2008-06-10,988.915
2008-06-11,977.724
2008-06-12,977.415
2008-06-13,975.415
2008-06-16,981.711
2008-06-17,989.322
2008-06-18,979.559
2008-06-19,976.604
2008-06-20,968.893
2008-06-23,961.125
2008-06-24,957.045
2008-06-25,964.036
2008-06-26,953.72
2008-06-27,951.668
2008-06-30,960.665
2008-07-01,940.85
2008-07-02,934.66
2008-07-03,929.919
2008-07-04,920.928
2008-07-07,932.188
2008-07-08,919.378
2008-07-09,937.523
2008-07-10,921.106
2008-07-11,905.164
2008-07-14,912.594
2008-07-15,901.277
2008-07-16,899.508
2008-07-17,924.422
2008-07-18,928.128
2008-07-21,934.054
2008-07-22,932.16
2008-07-23,935.87
2008-07-24,917.989
2008-07-25,920.111
2008-07-28,919.983
2008-07-29,917.106
2008-07-30,929.935
2008-07-31,932.096
2008-08-01,915.24
2008-08-04,909.457
2008-08-05,918.573
2008-08-06,922.866
2008-08-07,918.283
2008-08-08,904.399
2008-08-11,910.172
2008-08-12,898.988
2008-08-13,881.577
2008-08-14,889.245
2008-08-15,881.106
2008-08-18,881.052
2008-08-19,864.71
2008-08-20,870.52
2008-08-21,875.209
2008-08-22,884.407
2008-08-25,877.833
2008-08-26,872.961
2008-08-27,877.99
2008-08-28,887.42
2008-08-29,890.306
2008-09-01,878.501
2008-09-02,879.924
2008-09-03,860.921
2008-09-04,837.062
2008-09-05,813.349
2008-09-08,828.909
2008-09-09,815.231
2008-09-10,805.571
2008-09-11,796.005
2008-09-12,825.116
2008-09-15,806.431
2008-09-16,786.026
2008-09-17,777.204
2008-09-18,787.274
2008-09-19,833.69
2008-09-22,832.041
2008-09-23,823.071
2008-09-24,812.855
2008-09-25,823.766
2008-09-26,805.099
2008-09-29,758.017
2008-09-30,752.773
2008-10-01,751.404
2008-10-02,725.701
2008-10-03,737.328
2008-10-06,669.841
2008-10-07,679.69
2008-10-08,642.286
2008-10-09,628.897
2008-10-10,583.473
2008-10-13,644.877
2008-10-14,663.335
2008-10-15,619.08
2008-10-16,583.688
2008-10-17,607.58
2008-10-20,619.197
2008-10-21,610.477
2008-10-22,568.498
2008-10-23,562.3
2008-10-24,535.022
2008-10-27,522.127
2008-10-28,542.715
2008-10-29,583.37
2008-10-30,587.559
2008-10-31,597.326
2008-11-03,604.972
2008-11-04,639.297
2008-11-05,626.719
2008-11-06,582.413
2008-11-07,592.343
2008-11-10,600.858
2008-11-11,567.21
2008-11-12,548.438
2008-11-13,546.902
2008-11-14,554.579
2008-11-17,539.363
2008-11-18,544.002
2008-11-19,528.746
2008-11-20,503.065
2008-11-21,491.158
2008-11-24,539.907
2008-11-25,545.298
2008-11-26,541.108
2008-11-27,551.71
2008-11-28,551.556
2008-12-01,517.442
2008-12-02,528.013
2008-12-03,529.953
2008-12-04,528.66
2008-12-05,506.779
2008-12-08,544.948
2008-12-09,549.072
2008-12-10,552.194
2008-12-11,560.01
2008-12-12,554.668
2008-12-15,566.512
2008-12-16,573.721
2008-12-17,594.504
2008-12-18,601.419
2008-12-19,576.25
2008-12-22,567.947
2008-12-23,568.472
2008-12-24,568.917
2008-12-25,568.917
2008-12-26,570.473
2008-12-29,581.756
2008-12-30,586.422
2008-12-31,581.087
2009-01-01,581.087
2009-01-02,598.266
2009-01-05,599.567
2009-01-06,600.702
2009-01-07,605.507
2009-01-08,606.062
2009-01-09,593.464
2009-01-12,576.037
2009-01-13,563.042
2009-01-14,541.482
2009-01-15,537.09
2009-01-16,550.952
2009-01-19,543.165
2009-01-20,526.629
2009-01-21,520.875
2009-01-22,519.479
2009-01-23,513.59
2009-01-26,538.278
2009-01-27,541.797
2009-01-28,553.387
2009-01-29,540.216
2009-01-30,533.287
2009-02-02,520.562
2009-02-03,535.785
2009-02-04,543.521
2009-02-05,541.969
2009-02-06,552.202
2009-02-09,562.251
2009-02-10,548.303
2009-02-11,541.584
2009-02-12,531.318
2009-02-13,539.612
2009-02-16,530.186
2009-02-17,512.59
2009-02-18,509.455
2009-02-19,517.063
2009-02-20,499.828
2009-02-23,500.687
2009-02-24,494.184
2009-02-25,490.465
2009-02-26,496.913
2009-02-27,489.945
2009-03-02,464.272
2009-03-03,454.572
2009-03-04,470.899
2009-03-05,460.249
2009-03-06,460.837
2009-03-09,456.371
2009-03-10,478.437
2009-03-11,479.782
2009-03-12,481.616
2009-03-13,488.516
2009-03-16,503.353
2009-03-17,498.325
2009-03-18,497.771
2009-03-19,520.371
2009-03-20,517.827
2009-03-23,528.883
2009-03-24,531.074
2009-03-25,533.443
2009-03-26,533.279
2009-03-27,518.062
2009-03-30,498.611
2009-03-31,518.811
2009-04-01,521.837
2009-04-02,550.319
2009-04-03,541.542
2009-04-06,537.469
2009-04-07,529.936
2009-04-08,528.323
2009-04-09,534.518
2009-04-10,534.518
2009-04-13,539.561
2009-04-14,541.578
2009-04-15,540.052
2009-04-16,548.069
2009-04-17,547.343
2009-04-20,527.849
2009-04-21,532.558
2009-04-22,537.005
2009-04-23,538.055
2009-04-24,557.877
2009-04-27,555.101
2009-04-28,546.563
2009-04-29,563.445
2009-04-30,568.858
2009-05-01,570.151
2009-05-04,583.423
2009-05-05,585.077
2009-05-06,591.803
2009-05-07,594.366
2009-05-08,603.177
2009-05-11,602.006
2009-05-12,605.609
2009-05-13,594.821
2009-05-14,596.713
2009-05-15,600.808
2009-05-18,608.151
2009-05-19,620.499
2009-05-20,633.255
2009-05-21,622.733
2009-05-22,629.524
2009-05-25,632.066
2009-05-26,634.563
2009-05-27,635.449
2009-05-28,630.116
2009-05-29,639.862
2009-06-01,654.664
2009-06-02,663.872
2009-06-03,648.254
2009-06-04,646.102
2009-06-05,641.09
2009-06-08,631.361
2009-06-09,641.033
2009-06-10,648.242
2009-06-11,656.711
2009-06-12,651.983
2009-06-15,630.616
2009-06-16,633.451
2009-06-17,620.139
2009-06-18,626.769
2009-06-19,632.785
2009-06-22,615.794
2009-06-23,620.433
2009-06-24,635.082
2009-06-25,624.331
2009-06-26,632.428
2009-06-29,640.844
2009-06-30,633.249
2009-07-01,648.932
2009-07-02,629.827
2009-07-03,627.992
2009-07-06,619.003
2009-07-07,618.747
2009-07-08,609.498
2009-07-09,616.903
2009-07-10,609.67
2009-07-13,618.098
2009-07-14,625.181
2009-07-15,645.625
2009-07-16,648.475
2009-07-17,651.384
2009-07-20,661.591
2009-07-21,668.745
2009-07-22,670.457
2009-07-23,682.804
2009-07-24,679.273
2009-07-27,681.695
2009-07-28,675.525
2009-07-29,674.219
2009-07-30,687.845
2009-07-31,692.879
2009-08-03,711.948
2009-08-04,707.731
2009-08-05,703.456
2009-08-06,703.337
2009-08-07,701.942
2009-08-10,695.003
2009-08-11,686.951
2009-08-12,696.009
2009-08-13,703.728
2009-08-14,696.843
2009-08-17,676.395
2009-08-18,686.274
2009-08-19,689.878
2009-08-20,699.408
2009-08-21,716.034
2009-08-24,720.476
2009-08-25,721.467
2009-08-26,712.738
2009-08-27,708.133
2009-08-28,721.464
2009-08-31,717.441
2009-09-01,704.756
2009-09-02,700.013
2009-09-03,700.639
2009-09-04,707.186
2009-09-07,722.842
2009-09-08,735.862
2009-09-09,744.859
2009-09-10,746.95
2009-09-11,754.362
2009-09-14,753.476
2009-09-15,752.663
2009-09-16,766.368
2009-09-17,771.308
2009-09-18,765.856
2009-09-21,757.479
2009-09-22,768.468
2009-09-23,769.848
2009-09-24,751.152
2009-09-25,747.328
2009-09-28,754.653
2009-09-29,751.828
2009-09-30,752.896
2009-10-01,740.441
2009-10-02,729.98
2009-10-05,736.64
2009-10-06,756.522
2009-10-07,750.604
2009-10-08,765.305
2009-10-09,762.731
2009-10-12,770.06
2009-10-13,764.613
2009-10-14,782.568
2009-10-15,785.881
2009-10-16,779.952
2009-10-19,794.95
2009-10-20,792.528
2009-10-21,798.106
2009-10-22,789.883
2009-10-23,786.463
2009-10-26,775.846
2009-10-27,772.688
2009-10-28,756.128
2009-10-29,771.637
2009-10-30,757.158
2009-11-02,761.589
2009-11-03,748.014
2009-11-04,768.033
2009-11-05,775.098
2009-11-06,775.668
2009-11-09,795.523
2009-11-10,791.882
2009-11-11,795.1
2009-11-12,791.188
2009-11-13,795.435
2009-11-16,811.241
2009-11-17,802.414
2009-11-18,807.112
2009-11-19,788.65
2009-11-20,783.746
2009-11-23,804.719
2009-11-24,798.87
2009-11-25,807.525
2009-11-26,780.883
2009-11-27,789.222
2009-11-30,780.797
2009-12-01,805.534
2009-12-02,809.425
2009-12-03,808.653
2009-12-04,805.734
2009-12-07,799.602
2009-12-08,782.126
2009-12-09,775.425
2009-12-10,781.607
2009-12-11,781.73
2009-12-14,788.964
2009-12-15,784.8
2009-12-16,795.482
2009-12-17,774.295
2009-12-18,768.854
2009-12-21,779.097
2009-12-22,779.199
2009-12-23,786.683
2009-12-24,788.297
2009-12-25,788.297
2009-12-28,793.137
2009-12-29,797.61
2009-12-30,789.373
2009-12-31,794.68
2010-01-01,794.68
2010-01-04,811.297
2010-01-05,807.456
2010-01-06,807.568
2010-01-07,805.27
2010-01-08,808.917
2010-01-11,820.103
2010-01-12,811.781
2010-01-13,813.06
2010-01-14,818.91
2010-01-15,807.496
2010-01-18,814.471
2010-01-19,814.544
2010-01-20,794.658
2010-01-21,780.745
2010-01-22,776.24
2010-01-25,772.611
2010-01-26,770.229
2010-01-27,765.202
2010-01-28,754.013
2010-01-29,757.102
2010-02-01,760.608
2010-02-02,772.293
2010-02-03,767.032
2010-02-04,740.408
2010-02-05,718.459
2010-02-08,724.313
2010-02-09,727.766
2010-02-10,729.709
2010-02-11,730.497
2010-02-12,729.297
2010-02-15,730.36
2010-02-16,742.44
2010-02-17,750.249
2010-02-18,753.627
2010-02-19,751.227
2010-02-22,753.453
2010-02-23,744.847
2010-02-24,748.653
2010-02-25,732.692
2010-02-26,746.583
2010-03-01,748.617
2010-03-02,759.923
2010-03-03,772.192
2010-03-04,769.486
2010-03-05,780.53
2010-03-08,782.03
2010-03-09,777.402
2010-03-10,786.278
2010-03-11,785.142
2010-03-12,792.226
2010-03-15,781.712
2010-03-16,794.523
2010-03-17,799.443
2010-03-18,793.095
2010-03-19,786.889
2010-03-22,788.15
2010-03-23,793.628
2010-03-24,784.646
2010-03-25,790.879
2010-03-26,789.756
2010-03-29,794.224
2010-03-30,791.942
2010-03-31,798.388
2010-04-01,811.018
2010-04-02,811.018
2010-04-05,808.408
2010-04-06,806.196
2010-04-07,801.34
2010-04-08,795.721
2010-04-09,810.172
2010-04-12,817.904
2010-04-13,813.861
2010-04-14,823.051
2010-04-15,823.703
2010-04-16,809.216
2010-04-19,801.794
2010-04-20,811.809
2010-04-21,804.896
2010-04-22,793.593
2010-04-23,805.847
2010-04-26,812.554
2010-04-27,788.669
2010-04-28,771.664
2010-04-29,786.597
2010-04-30,784.627
2010-05-03,780.125
2010-05-04,752.303
2010-05-05,736.067
2010-05-06,721.43
2010-05-07,691.331
2010-05-10,745.201
2010-05-11,735.092
2010-05-12,745.86
2010-05-13,742.097
2010-05-14,712.015
2010-05-17,705.986
2010-05-18,715.26
2010-05-19,691.736
2010-05-20,674.478
2010-05-21,682.743
2010-05-24,678.249
2010-05-25,654.731
2010-05-26,671.369
2010-05-27,692.303
2010-05-28,694.444
2010-05-31,695.391
2010-06-01,700.222
2010-06-02,697.305
2010-06-03,708.013
2010-06-04,688.365
2010-06-07,677.588
2010-06-08,672.01
2010-06-09,692.733
2010-06-10,706.836
2010-06-11,704.798
2010-06-14,725.671
2010-06-15,731.71
2010-06-16,733.296
2010-06-17,735.556
2010-06-18,737.484
2010-06-21,746.642
2010-06-22,738.925
2010-06-23,730.124
2010-06-24,722.404
2010-06-25,717.172
2010-06-28,728.099
2010-06-29,699.562
2010-06-30,699.89
2010-07-01,692.309
2010-07-02,700.725
2010-07-05,695.811
2010-07-06,719.589
2010-07-07,724.767
2010-07-08,733.9
2010-07-09,735.468
2010-07-12,734.713
2010-07-13,753.045
2010-07-14,756.892
2010-07-15,758.851
2010-07-16,748.415
2010-07-19,742.926
2010-07-20,739.244
2010-07-21,745.398
2010-07-22,763.762
2010-07-23,764.882
2010-07-26,773.222
2010-07-27,774.182
2010-07-28,773.58
2010-07-29,772.36
2010-07-30,767.602
2010-08-02,794.544
2010-08-03,797.175
2010-08-04,792.624
2010-08-05,789.752
2010-08-06,790.294
2010-08-09,797.467
2010-08-10,782.087
2010-08-11,757.798
2010-08-12,756.898
2010-08-13,755.524
2010-08-16,762.997
2010-08-17,772.46
2010-08-18,770.289
2010-08-19,762.104
2010-08-20,747.373
2010-08-23,749.331
2010-08-24,739.167
2010-08-25,730.718
2010-08-26,744.084
2010-08-27,746.79
2010-08-30,746.084
2010-08-31,747.837
