Date,FINLAND SMALL CAP Small Cap
2016-01-29,403.717
2016-02-29,400.387
2016-03-31,437.869
2016-04-29,448.295
2016-05-31,455.639
2016-06-30,450.306
2016-07-29,491.461
2016-08-31,499.184
2016-09-30,528.912
2016-10-31,497.617
2016-11-30,492.249
2016-12-30,514.328
2017-01-31,524.238
2017-02-28,508.152
2017-03-31,513.423
2017-04-28,555.392
2017-05-31,565.511
2017-06-30,577.996
2017-07-31,583.41
2017-08-31,601.539
2017-09-29,610.237
2017-10-31,599.396
2017-11-30,594.564
2017-12-29,616.159
2018-01-31,641.265
2018-02-28,628.375
2018-03-30,617.14
2018-04-30,619.947
2018-05-31,613.747
2018-06-29,600.942
2018-07-31,590.442
2018-08-31,591.27
2018-09-28,584.355
2018-10-31,532.408
2018-11-30,517.327
2018-12-31,499.147
2019-01-31,542.73
2019-02-28,557.57
2019-03-29,566.928
2019-04-30,587.048
2019-05-31,531.119
2019-06-28,589.485
2019-07-31,545.236
2019-08-30,537.222
2019-09-30,556.174
2019-10-31,605.327
2019-11-29,604.872
2019-12-31,627.622
2020-01-31,620.176
2020-02-28,582.202
2020-03-31,447.687
2020-04-30,524.069
2020-05-29,566.44
2020-06-30,571.275
2020-07-31,650.284
2020-08-31,690.189
2020-09-30,698.822
2020-10-30,692.496
2020-11-30,772.62
2020-12-31,830.837
2021-01-29,848.018
2021-02-26,857.744
2021-03-31,877.612
2021-04-30,956.751
2021-05-31,965.388
2021-06-30,947.276
2021-07-30,996.648
2021-08-31,989.814
2021-09-30,873.421
2021-10-29,907.239
2021-11-30,874.041
2021-12-31,911.102
2022-01-31,841.161
2022-02-28,749.169
2022-03-31,729.853
2022-04-29,675.465
2022-05-31,692.384
2022-06-30,595.352
2022-07-29,638.415
2022-08-31,591.918
2022-09-30,509.795
2022-10-31,561.823
2022-11-30,626.517
2022-12-30,649.777
2023-01-31,712.642
2023-02-28,711.979
2023-03-31,703.437
2023-04-28,736.735
2023-05-31,681.655
2023-06-30,682.087
2023-07-31,678.12
2023-08-31,651.296
2023-09-29,608.992
2023-10-31,590.332
2023-11-30,668.466
2023-12-29,726.1
2024-01-31,708.269
2024-02-29,712.16
2024-03-29,724.179
2024-04-30,717.669
2024-05-31,766.316
2024-06-28,747.898
2024-07-31,766.739
2024-08-30,791.917
2024-09-30,830.684
2024-10-31,739.177
2024-11-29,702.753
2024-12-31,690.229
2025-01-31,733.035
2025-02-28,751.937
2025-03-31,732.111
2025-04-30,776.809
2025-05-30,813.184
2025-06-30,834.219
2025-07-31,868.024
2025-08-29,861.155
