Date,FINLAND SMALL CAP Small Cap
2000-12-29,100.0
2001-01-31,98.57
2001-02-28,90.811
2001-03-30,85.947
2001-04-30,95.256
2001-05-31,96.583
2001-06-29,87.597
2001-07-31,91.049
2001-08-31,92.0
2001-09-28,82.216
2001-10-31,88.159
2001-11-30,93.377
2001-12-31,96.632
2002-01-31,97.111
2002-02-28,104.952
2002-03-29,107.94
2002-04-30,114.948
2002-05-31,119.912
2002-06-28,120.826
2002-07-31,107.146
2002-08-30,106.588
2002-09-30,98.369
2002-10-31,99.589
2002-11-29,108.29
2002-12-31,115.761
2003-01-31,117.489
2003-02-28,111.259
2003-03-31,110.134
2003-04-30,120.07
2003-05-30,126.405
2003-06-30,127.032
2003-07-31,134.31
2003-08-29,136.745
2003-09-30,147.116
2003-10-31,167.213
2003-11-28,181.998
2003-12-31,184.888
2004-01-30,190.256
2004-02-27,205.277
2004-03-31,202.829
2004-04-30,198.438
2004-05-31,196.201
2004-06-30,206.483
2004-07-30,202.65
2004-08-31,204.636
2004-09-30,215.154
2004-10-29,225.95
2004-11-30,255.063
2004-12-31,259.017
2005-01-31,255.62
2005-02-28,281.957
2005-03-31,281.307
2005-04-29,276.847
2005-05-31,285.424
2005-06-30,293.584
2005-07-29,311.103
2005-08-31,316.902
2005-09-30,332.846
2005-10-31,295.489
2005-11-30,287.818
2005-12-30,298.764
2006-01-31,324.055
2006-02-28,334.943
2006-03-31,345.327
2006-04-28,359.445
2006-05-31,349.524
2006-06-30,338.983
2006-07-31,336.092
2006-08-31,347.036
2006-09-29,343.876
2006-10-31,368.228
2006-11-30,405.537
2006-12-29,426.399
2007-01-31,437.711
2007-02-28,441.733
2007-03-30,460.039
2007-04-30,485.705
2007-05-31,506.394
2007-06-29,500.327
2007-07-31,501.91
2007-08-31,473.844
2007-09-28,495.703
2007-10-31,526.219
2007-11-30,487.002
2007-12-31,471.627
2008-01-31,413.924
2008-02-29,446.202
2008-03-31,466.944
2008-04-30,460.934
2008-05-30,451.087
2008-06-30,408.609
2008-07-31,378.516
2008-08-29,353.883
2008-09-30,280.36
2008-10-31,202.485
2008-11-28,184.65
2008-12-31,194.952
2009-01-30,187.086
2009-02-27,185.837
2009-03-31,188.929
2009-04-30,240.591
2009-05-29,271.771
2009-06-30,269.936
2009-07-31,300.291
2009-08-31,342.382
2009-09-30,373.243
2009-10-30,367.987
2009-11-30,387.942
2009-12-31,391.733
2010-01-29,400.482
2010-02-26,384.112
2010-03-31,415.349
2010-04-30,415.739
2010-05-31,348.675
2010-06-30,343.198
2010-07-30,402.382
2010-08-31,377.35
2010-09-30,444.531
2010-10-29,454.383
2010-11-30,428.315
2010-12-31,483.548
2011-01-31,482.006
2011-02-28,491.038
2011-03-31,513.185
2011-04-29,549.837
2011-05-31,511.513
2011-06-30,490.216
2011-07-29,436.502
2011-08-31,379.774
2011-09-30,308.966
2011-10-31,359.446
2011-11-30,343.393
2011-12-30,319.547
2012-01-31,367.217
2012-02-29,407.505
2012-03-30,394.096
2012-04-30,390.586
2012-05-31,305.347
2012-06-29,319.818
2012-07-31,322.269
2012-08-31,324.421
2012-09-28,345.507
2012-10-31,350.425
2012-11-30,359.176
2012-12-31,373.16
2013-01-31,401.418
2013-02-28,406.556
2013-03-29,388.893
2013-04-30,394.751
2013-05-31,396.704
2013-06-28,367.221
2013-07-31,388.491
2013-08-30,398.628
2013-09-30,428.354
2013-10-31,423.151
2013-11-29,438.644
2013-12-31,443.571
2014-01-31,424.209
2014-02-28,463.171
2014-03-31,459.195
2014-04-30,471.125
2014-05-30,480.09
2014-06-30,478.931
2014-07-31,447.286
2014-08-29,435.782
2014-09-30,401.014
2014-10-31,388.579
2014-11-28,396.339
2014-12-31,388.349
2015-01-30,400.159
2015-02-27,438.233
2015-03-31,434.97
2015-04-30,446.18
2015-05-29,437.707
2015-06-30,424.993
2015-07-31,450.141
2015-08-31,422.885
2015-09-30,383.684
2015-10-30,411.086
2015-11-30,419.24
2015-12-31,420.024
