Date,FINLAND SMALL CAP Small Cap
2003-11-18,171.453
2003-11-19,172.805
2003-11-20,174.225
2003-11-21,175.446
2003-11-24,175.381
2003-11-25,177.714
2003-11-26,179.841
2003-11-27,180.015
2003-11-28,181.998
2003-12-01,182.3
2003-12-02,183.329
2003-12-03,184.78
2003-12-04,182.675
2003-12-05,183.037
2003-12-08,183.619
2003-12-09,183.352
2003-12-10,182.775
2003-12-11,180.921
2003-12-12,183.314
2003-12-15,183.046
2003-12-16,180.917
2003-12-17,181.178
2003-12-18,180.426
2003-12-19,178.24
2003-12-22,178.761
2003-12-23,179.782
2003-12-24,180.288
2003-12-25,180.288
2003-12-26,180.216
2003-12-29,181.506
2003-12-30,183.671
2003-12-31,184.888
2004-01-01,184.888
2004-01-02,188.711
2004-01-05,191.552
2004-01-06,192.701
2004-01-07,192.117
2004-01-08,194.317
2004-01-09,195.433
2004-01-12,193.888
2004-01-13,193.65
2004-01-14,193.678
2004-01-15,193.238
2004-01-16,191.265
2004-01-19,193.279
2004-01-20,193.773
2004-01-21,193.294
2004-01-22,196.044
2004-01-23,196.396
2004-01-26,194.555
2004-01-27,197.111
2004-01-28,195.618
2004-01-29,191.096
2004-01-30,190.256
2004-02-02,190.725
2004-02-03,193.32
2004-02-04,193.548
2004-02-05,195.947
2004-02-06,198.335
2004-02-09,200.989
2004-02-10,202.518
2004-02-11,200.565
2004-02-12,205.408
2004-02-13,205.678
2004-02-16,205.773
2004-02-17,207.571
2004-02-18,209.46
2004-02-19,208.819
2004-02-20,206.843
2004-02-23,207.194
2004-02-24,208.529
2004-02-25,205.541
2004-02-26,204.501
2004-02-27,205.277
2004-03-01,208.431
2004-03-02,207.317
2004-03-03,205.102
2004-03-04,205.701
2004-03-05,209.886
2004-03-08,210.23
2004-03-09,208.599
2004-03-10,203.451
2004-03-11,201.676
2004-03-12,200.778
2004-03-15,199.04
2004-03-16,198.776
2004-03-17,198.084
2004-03-18,198.618
2004-03-19,198.599
2004-03-22,196.539
2004-03-23,196.334
2004-03-24,196.173
2004-03-25,198.502
2004-03-26,197.406
2004-03-29,198.636
2004-03-30,199.25
2004-03-31,202.829
2004-04-01,206.254
2004-04-02,206.574
2004-04-05,205.413
2004-04-06,205.791
2004-04-07,205.8
2004-04-08,206.686
2004-04-09,206.686
2004-04-12,206.106
2004-04-13,204.658
2004-04-14,203.87
2004-04-15,203.572
2004-04-16,204.542
2004-04-19,206.143
2004-04-20,204.488
2004-04-21,203.422
2004-04-22,203.652
2004-04-23,203.413
2004-04-26,206.535
2004-04-27,206.323
2004-04-28,203.86
2004-04-29,199.448
2004-04-30,198.438
2004-05-03,198.659
2004-05-04,199.772
2004-05-05,200.923
2004-05-06,197.697
2004-05-07,195.062
2004-05-10,188.704
2004-05-11,189.935
2004-05-12,189.68
2004-05-13,187.985
2004-05-14,187.021
2004-05-17,185.301
2004-05-18,185.692
2004-05-19,190.512
2004-05-20,188.818
2004-05-21,190.509
2004-05-24,191.714
2004-05-25,192.808
2004-05-26,193.725
2004-05-27,198.469
2004-05-28,196.664
2004-05-31,196.201
2004-06-01,197.75
2004-06-02,199.818
2004-06-03,199.392
2004-06-04,200.301
2004-06-07,203.73
2004-06-08,203.748
2004-06-09,201.69
2004-06-10,201.12
2004-06-11,199.711
2004-06-14,200.099
2004-06-15,198.73
2004-06-16,197.557
2004-06-17,199.495
2004-06-18,201.582
2004-06-21,202.027
2004-06-22,201.504
2004-06-23,201.728
2004-06-24,203.96
2004-06-25,203.29
2004-06-28,205.394
2004-06-29,205.229
2004-06-30,206.483
2004-07-01,205.997
2004-07-02,208.169
2004-07-05,207.644
2004-07-06,206.543
2004-07-07,208.932
2004-07-08,209.262
2004-07-09,208.732
2004-07-12,209.211
2004-07-13,207.987
2004-07-14,208.471
2004-07-15,206.52
2004-07-16,208.019
2004-07-19,205.436
2004-07-20,203.753
2004-07-21,202.906
2004-07-22,202.791
2004-07-23,200.225
2004-07-26,201.193
2004-07-27,199.753
2004-07-28,201.008
2004-07-29,202.559
2004-07-30,202.65
2004-08-02,203.56
2004-08-03,204.499
2004-08-04,203.42
2004-08-05,200.314
2004-08-06,203.028
2004-08-09,200.737
2004-08-10,203.178
2004-08-11,200.832
2004-08-12,200.698
2004-08-13,204.064
2004-08-16,204.345
2004-08-17,203.93
2004-08-18,202.041
2004-08-19,203.547
2004-08-20,204.662
2004-08-23,204.61
2004-08-24,203.047
2004-08-25,202.07
2004-08-26,201.82
2004-08-27,201.191
2004-08-30,201.905
2004-08-31,204.636
2004-09-01,204.388
2004-09-02,204.713
2004-09-03,203.497
2004-09-06,203.662
2004-09-07,204.166
2004-09-08,205.753
2004-09-09,208.151
2004-09-10,212.941
2004-09-13,212.05
2004-09-14,213.173
2004-09-15,210.418
2004-09-16,210.102
2004-09-17,210.966
2004-09-20,210.287
2004-09-21,212.451
2004-09-22,212.962
2004-09-23,211.446
2004-09-24,210.993
2004-09-27,211.285
2004-09-28,211.88
2004-09-29,213.158
2004-09-30,215.154
2004-10-01,216.601
2004-10-04,216.216
2004-10-05,218.928
2004-10-06,217.865
2004-10-07,218.431
2004-10-08,221.654
2004-10-11,222.077
2004-10-12,220.127
2004-10-13,220.233
2004-10-14,222.076
2004-10-15,222.903
2004-10-18,224.091
2004-10-19,225.174
2004-10-20,224.006
2004-10-21,225.091
2004-10-22,225.573
2004-10-25,227.521
2004-10-26,228.162
2004-10-27,227.961
2004-10-28,226.107
2004-10-29,225.95
2004-11-01,229.237
2004-11-02,229.194
2004-11-03,230.947
2004-11-04,232.812
2004-11-05,234.854
2004-11-08,236.066
2004-11-09,236.844
2004-11-10,238.687
2004-11-11,239.246
2004-11-12,241.458
2004-11-15,241.66
2004-11-16,242.602
2004-11-17,243.793
2004-11-18,243.961
2004-11-19,244.921
2004-11-22,244.383
2004-11-23,246.881
2004-11-24,249.346
2004-11-25,252.004
2004-11-26,253.058
2004-11-29,255.206
2004-11-30,255.063
2004-12-01,256.06
2004-12-02,255.779
2004-12-03,258.156
2004-12-06,259.238
2004-12-07,260.046
2004-12-08,254.837
2004-12-09,252.555
2004-12-10,251.829
2004-12-13,249.073
2004-12-14,249.098
2004-12-15,251.023
2004-12-16,247.412
2004-12-17,246.512
2004-12-20,251.843
2004-12-21,252.131
2004-12-22,253.853
2004-12-23,255.692
2004-12-24,256.354
2004-12-27,257.31
2004-12-28,257.098
2004-12-29,257.123
2004-12-30,259.732
2004-12-31,259.017
2005-01-03,260.136
2005-01-04,260.582
2005-01-05,258.799
2005-01-06,256.762
2005-01-07,256.965
2005-01-10,258.281
2005-01-11,258.128
2005-01-12,258.772
2005-01-13,257.767
2005-01-14,255.709
2005-01-17,258.038
2005-01-18,257.688
2005-01-19,257.143
2005-01-20,253.124
2005-01-21,254.719
2005-01-24,254.66
2005-01-25,253.619
2005-01-26,256.271
2005-01-27,256.558
2005-01-28,255.197
2005-01-31,255.62
2005-02-01,257.28
2005-02-02,261.468
2005-02-03,263.725
2005-02-04,266.071
2005-02-07,266.471
2005-02-08,264.861
2005-02-09,265.799
2005-02-10,264.91
2005-02-11,267.796
2005-02-14,269.921
2005-02-15,271.241
2005-02-16,272.354
2005-02-17,275.972
2005-02-18,277.722
2005-02-21,278.456
2005-02-22,279.502
2005-02-23,276.437
2005-02-24,277.979
2005-02-25,279.004
2005-02-28,281.957
2005-03-01,279.893
2005-03-02,281.848
2005-03-03,282.778
2005-03-04,287.295
2005-03-07,289.498
2005-03-08,292.699
2005-03-09,291.94
2005-03-10,291.225
2005-03-11,293.779
2005-03-14,291.408
2005-03-15,290.993
2005-03-16,291.837
2005-03-17,290.025
2005-03-18,287.188
2005-03-21,284.978
2005-03-22,285.749
2005-03-23,279.325
2005-03-24,280.758
2005-03-25,280.758
2005-03-28,278.788
2005-03-29,279.364
2005-03-30,278.606
2005-03-31,281.307
2005-04-01,280.079
2005-04-04,274.62
2005-04-05,278.174
2005-04-06,281.869
2005-04-07,284.975
2005-04-08,285.169
2005-04-11,286.952
2005-04-12,286.029
2005-04-13,287.954
2005-04-14,283.923
2005-04-15,281.348
2005-04-18,280.739
2005-04-19,280.532
2005-04-20,281.476
2005-04-21,281.341
2005-04-22,282.061
2005-04-25,282.229
2005-04-26,282.083
2005-04-27,277.294
2005-04-28,275.602
2005-04-29,276.847
2005-05-02,276.629
2005-05-03,278.481
2005-05-04,276.875
2005-05-05,276.543
2005-05-06,278.892
2005-05-09,278.164
2005-05-10,277.877
2005-05-11,278.015
2005-05-12,276.63
2005-05-13,276.154
2005-05-16,276.92
2005-05-17,277.156
2005-05-18,280.823
2005-05-19,281.984
2005-05-20,281.527
2005-05-23,285.774
2005-05-24,287.132
2005-05-25,286.175
2005-05-26,286.731
2005-05-27,287.523
2005-05-30,285.797
2005-05-31,285.424
2005-06-01,284.855
2005-06-02,287.337
2005-06-03,287.132
2005-06-06,286.996
2005-06-07,288.727
2005-06-08,290.57
2005-06-09,289.229
2005-06-10,289.823
2005-06-13,288.771
2005-06-14,289.354
2005-06-15,290.058
2005-06-16,291.732
2005-06-17,296.838
2005-06-20,294.053
2005-06-21,293.134
2005-06-22,292.57
2005-06-23,292.024
2005-06-24,292.909
2005-06-27,292.211
2005-06-28,291.192
2005-06-29,292.393
2005-06-30,293.584
2005-07-01,290.59
2005-07-04,289.157
2005-07-05,288.568
2005-07-06,291.332
2005-07-07,289.415
2005-07-08,291.324
2005-07-11,296.184
2005-07-12,300.501
2005-07-13,296.917
2005-07-14,297.866
2005-07-15,296.987
2005-07-18,297.519
2005-07-19,297.353
2005-07-20,297.858
2005-07-21,300.951
2005-07-22,300.761
2005-07-25,299.856
2005-07-26,298.386
2005-07-27,305.429
2005-07-28,310.799
2005-07-29,311.103
2005-08-01,313.626
2005-08-02,315.274
2005-08-03,320.689
2005-08-04,321.022
2005-08-05,315.012
2005-08-08,318.32
2005-08-09,317.584
2005-08-10,319.808
2005-08-11,318.937
2005-08-12,320.552
2005-08-15,320.529
2005-08-16,318.277
2005-08-17,314.529
2005-08-18,310.133
2005-08-19,310.476
2005-08-22,315.155
2005-08-23,314.227
2005-08-24,313.958
2005-08-25,313.309
2005-08-26,314.33
2005-08-29,311.534
2005-08-30,310.953
2005-08-31,316.902
2005-09-01,325.201
2005-09-02,326.75
2005-09-05,327.196
2005-09-06,328.644
2005-09-07,330.597
2005-09-08,328.275
2005-09-09,331.125
2005-09-12,329.676
2005-09-13,329.722
2005-09-14,330.495
2005-09-15,328.483
2005-09-16,328.774
2005-09-19,328.871
2005-09-20,332.242
2005-09-21,332.493
2005-09-22,332.353
2005-09-23,330.218
2005-09-26,330.68
2005-09-27,329.058
2005-09-28,329.391
2005-09-29,329.547
2005-09-30,332.846
2005-10-03,329.04
2005-10-04,328.152
2005-10-05,325.214
2005-10-06,325.763
2005-10-07,324.727
2005-10-10,318.668
2005-10-11,316.669
2005-10-12,314.534
2005-10-13,303.55
2005-10-14,304.431
2005-10-17,304.843
2005-10-18,302.377
2005-10-19,293.902
2005-10-20,293.504
2005-10-21,290.785
2005-10-24,294.589
2005-10-25,297.415
2005-10-26,297.678
2005-10-27,295.586
2005-10-28,291.207
2005-10-31,295.489
2005-11-01,296.677
2005-11-02,300.012
2005-11-03,294.851
2005-11-04,291.025
2005-11-07,288.731
2005-11-08,289.936
2005-11-09,290.186
