Date,FINLAND SMALL CAP Small Cap
2001-01-01,100.0
2001-01-02,101.249
2001-01-03,98.706
2001-01-04,101.07
2001-01-05,103.562
2001-01-08,102.776
2001-01-09,98.163
2001-01-10,96.947
2001-01-11,99.192
2001-01-12,101.441
2001-01-15,102.074
2001-01-16,101.002
2001-01-17,103.385
2001-01-18,105.046
2001-01-19,106.286
2001-01-22,105.211
2001-01-23,104.438
2001-01-24,102.108
2001-01-25,100.887
2001-01-26,95.215
2001-01-29,94.945
2001-01-30,95.691
2001-01-31,98.57
2001-02-01,99.808
2001-02-02,100.044
2001-02-05,100.842
2001-02-06,98.687
2001-02-07,96.407
2001-02-08,94.377
2001-02-09,93.368
2001-02-12,92.308
2001-02-13,91.655
2001-02-14,90.798
2001-02-15,90.324
2001-02-16,90.537
2001-02-19,91.092
2001-02-20,89.912
2001-02-21,90.898
2001-02-22,88.979
2001-02-23,88.761
2001-02-26,88.904
2001-02-27,90.94
2001-02-28,90.811
2001-03-01,91.542
2001-03-02,91.998
2001-03-05,92.0
2001-03-06,93.863
2001-03-07,93.843
2001-03-08,95.91
2001-03-09,95.553
2001-03-12,94.035
2001-03-13,91.954
2001-03-14,90.646
2001-03-15,89.844
2001-03-16,88.669
2001-03-19,88.072
2001-03-20,89.679
2001-03-21,87.76
2001-03-22,85.488
2001-03-23,85.573
2001-03-26,86.287
2001-03-27,86.663
2001-03-28,87.08
2001-03-29,85.858
2001-03-30,85.947
2001-04-02,85.89
2001-04-03,85.857
2001-04-04,86.422
2001-04-05,87.171
2001-04-06,87.4
2001-04-09,88.157
2001-04-10,88.309
2001-04-11,89.516
2001-04-12,90.406
2001-04-13,90.406
2001-04-16,89.48
2001-04-17,90.492
2001-04-18,90.826
2001-04-19,92.558
2001-04-20,94.078
2001-04-23,92.105
2001-04-24,90.999
2001-04-25,91.865
2001-04-26,92.69
2001-04-27,93.968
2001-04-30,95.256
2001-05-01,95.761
2001-05-02,96.902
2001-05-03,98.122
2001-05-04,98.792
2001-05-07,98.622
2001-05-08,97.744
2001-05-09,98.024
2001-05-10,99.429
2001-05-11,99.084
2001-05-14,98.222
2001-05-15,99.202
2001-05-16,99.662
2001-05-17,101.204
2001-05-18,102.203
2001-05-21,102.226
2001-05-22,101.077
2001-05-23,100.322
2001-05-24,99.943
2001-05-25,99.909
2001-05-28,100.159
2001-05-29,99.486
2001-05-30,98.908
2001-05-31,96.583
2001-06-01,95.915
2001-06-04,95.67
2001-06-05,98.626
2001-06-06,99.018
2001-06-07,99.518
2001-06-08,99.171
2001-06-11,97.484
2001-06-12,95.206
2001-06-13,95.765
2001-06-14,95.351
2001-06-15,94.423
2001-06-18,92.387
2001-06-19,92.799
2001-06-20,91.777
2001-06-21,92.431
2001-06-22,92.523
2001-06-25,93.047
2001-06-26,91.789
2001-06-27,90.619
2001-06-28,88.611
2001-06-29,87.597
2001-07-02,89.522
2001-07-03,90.597
2001-07-04,90.406
2001-07-05,90.045
2001-07-06,89.185
2001-07-09,88.882
2001-07-10,90.377
2001-07-11,90.09
2001-07-12,89.735
2001-07-13,89.876
2001-07-16,90.683
2001-07-17,88.988
2001-07-18,91.291
2001-07-19,91.298
2001-07-20,91.682
2001-07-23,89.859
2001-07-24,91.792
2001-07-25,91.679
2001-07-26,90.94
2001-07-27,90.176
2001-07-30,90.944
2001-07-31,91.049
2001-08-01,91.25
2001-08-02,91.151
2001-08-03,91.65
2001-08-06,91.39
2001-08-07,89.107
2001-08-08,88.565
2001-08-09,88.013
2001-08-10,89.038
2001-08-13,90.119
2001-08-14,89.855
2001-08-15,91.9
2001-08-16,93.734
2001-08-17,93.669
2001-08-20,93.193
2001-08-21,93.683
2001-08-22,94.132
2001-08-23,93.641
2001-08-24,93.033
2001-08-27,92.473
2001-08-28,92.097
2001-08-29,91.586
2001-08-30,91.292
2001-08-31,92.0
2001-09-03,91.761
2001-09-04,89.443
2001-09-05,89.174
2001-09-06,88.45
2001-09-07,90.058
2001-09-10,87.88
2001-09-11,86.63
2001-09-12,86.582
2001-09-13,86.797
2001-09-14,86.626
2001-09-17,85.863
2001-09-18,85.547
2001-09-19,86.137
2001-09-20,84.454
2001-09-21,80.943
2001-09-24,81.738
2001-09-25,82.517
2001-09-26,82.224
2001-09-27,81.542
2001-09-28,82.216
2001-10-01,83.211
2001-10-02,83.788
2001-10-03,84.465
2001-10-04,85.079
2001-10-05,85.966
2001-10-08,85.775
2001-10-09,86.151
2001-10-10,85.986
2001-10-11,86.538
2001-10-12,87.164
2001-10-15,87.587
2001-10-16,87.359
2001-10-17,87.535
2001-10-18,86.679
2001-10-19,85.946
2001-10-22,85.433
2001-10-23,84.72
2001-10-24,87.106
2001-10-25,88.56
2001-10-26,87.92
2001-10-29,88.424
2001-10-30,87.854
2001-10-31,88.159
2001-11-01,87.305
2001-11-02,86.711
2001-11-05,86.462
2001-11-06,87.058
2001-11-07,87.443
2001-11-08,89.632
2001-11-09,89.176
2001-11-12,88.396
2001-11-13,87.419
2001-11-14,87.717
2001-11-15,87.246
2001-11-16,88.618
2001-11-19,89.194
2001-11-20,89.132
2001-11-21,89.101
2001-11-22,89.876
2001-11-23,90.336
2001-11-26,90.375
2001-11-27,91.276
2001-11-28,92.301
2001-11-29,91.687
2001-11-30,93.377
2001-12-03,92.168
2001-12-04,92.984
2001-12-05,93.096
2001-12-06,93.416
2001-12-07,93.27
2001-12-10,92.994
2001-12-11,93.31
2001-12-12,93.362
2001-12-13,94.283
2001-12-14,94.622
2001-12-17,95.001
2001-12-18,95.735
2001-12-19,94.845
2001-12-20,94.275
2001-12-21,93.324
2001-12-24,92.393
2001-12-25,92.393
2001-12-26,92.472
2001-12-27,94.546
2001-12-28,95.699
2001-12-31,96.632
2002-01-01,96.632
2002-01-02,99.644
2002-01-03,100.801
2002-01-04,100.925
2002-01-07,101.816
2002-01-08,101.243
2002-01-09,101.777
2002-01-10,101.871
2002-01-11,102.039
2002-01-14,101.021
2002-01-15,101.081
2002-01-16,99.472
2002-01-17,100.072
2002-01-18,100.388
2002-01-21,100.189
2002-01-22,100.276
2002-01-23,99.335
2002-01-24,99.238
2002-01-25,97.684
2002-01-28,97.362
2002-01-29,97.798
2002-01-30,98.043
2002-01-31,97.111
2002-02-01,98.364
2002-02-04,99.753
2002-02-05,99.451
2002-02-06,99.401
2002-02-07,100.392
2002-02-08,99.961
2002-02-11,101.078
2002-02-12,101.789
2002-02-13,103.065
2002-02-14,103.122
2002-02-15,104.341
2002-02-18,104.62
2002-02-19,105.121
2002-02-20,104.518
2002-02-21,104.988
2002-02-22,105.13
2002-02-25,104.189
2002-02-26,104.479
2002-02-27,104.52
2002-02-28,104.952
2002-03-01,105.728
2002-03-04,106.298
2002-03-05,106.67
2002-03-06,107.403
2002-03-07,108.971
2002-03-08,109.061
2002-03-11,109.785
2002-03-12,108.769
2002-03-13,108.321
2002-03-14,108.998
2002-03-15,108.965
2002-03-18,109.217
2002-03-19,109.192
2002-03-20,108.887
2002-03-21,109.057
2002-03-22,108.376
2002-03-25,108.017
2002-03-26,108.265
2002-03-27,107.983
2002-03-28,107.94
2002-03-29,107.94
2002-04-01,108.824
2002-04-02,110.742
2002-04-03,111.093
2002-04-04,111.695
2002-04-05,112.028
2002-04-08,111.836
2002-04-09,112.311
2002-04-10,112.999
2002-04-11,113.267
2002-04-12,112.372
2002-04-15,112.868
2002-04-16,113.803
2002-04-17,115.07
2002-04-18,115.273
2002-04-19,115.326
2002-04-22,114.256
2002-04-23,113.805
2002-04-24,114.028
2002-04-25,113.359
2002-04-26,114.668
2002-04-29,115.663
2002-04-30,114.948
2002-05-01,115.598
2002-05-02,117.222
2002-05-03,118.816
2002-05-06,119.395
2002-05-07,118.349
2002-05-08,119.315
2002-05-09,119.289
2002-05-10,119.315
2002-05-13,120.527
2002-05-14,120.028
2002-05-15,120.563
2002-05-16,120.444
2002-05-17,121.734
2002-05-20,121.745
2002-05-21,120.419
2002-05-22,121.541
2002-05-23,120.61
2002-05-24,120.584
2002-05-27,120.304
2002-05-28,121.782
2002-05-29,121.665
2002-05-30,121.114
2002-05-31,119.912
2002-06-03,120.341
2002-06-04,120.463
2002-06-05,119.501
2002-06-06,119.75
2002-06-07,117.899
2002-06-10,118.8
2002-06-11,119.37
2002-06-12,118.303
2002-06-13,117.535
2002-06-14,116.561
2002-06-17,116.505
2002-06-18,118.114
2002-06-19,116.972
2002-06-20,116.775
2002-06-21,117.344
2002-06-24,117.123
2002-06-25,117.547
2002-06-26,117.079
2002-06-27,118.866
2002-06-28,120.826
2002-07-01,121.525
2002-07-02,121.324
2002-07-03,120.955
2002-07-04,120.694
2002-07-05,121.322
2002-07-08,122.951
2002-07-09,123.115
2002-07-10,121.88
2002-07-11,122.013
2002-07-12,120.853
2002-07-15,122.116
2002-07-16,120.577
2002-07-17,120.508
2002-07-18,121.309
2002-07-19,121.02
2002-07-22,118.454
2002-07-23,114.785
2002-07-24,108.831
2002-07-25,110.848
2002-07-26,108.348
2002-07-29,107.969
2002-07-30,108.971
2002-07-31,107.146
2002-08-01,107.392
2002-08-02,105.49
2002-08-05,103.058
2002-08-06,100.188
2002-08-07,101.544
2002-08-08,101.776
2002-08-09,103.013
2002-08-12,103.249
2002-08-13,102.931
2002-08-14,103.692
2002-08-15,102.927
2002-08-16,103.33
2002-08-19,102.207
2002-08-20,102.544
2002-08-21,104.875
2002-08-22,105.888
2002-08-23,106.397
2002-08-26,105.839
2002-08-27,107.006
2002-08-28,106.456
2002-08-29,105.938
2002-08-30,106.588
2002-09-02,106.714
2002-09-03,107.073
2002-09-04,106.151
2002-09-05,105.513
2002-09-06,105.767
2002-09-09,105.532
2002-09-10,105.888
2002-09-11,105.776
2002-09-12,106.46
2002-09-13,106.314
2002-09-16,104.961
2002-09-17,104.878
2002-09-18,103.91
2002-09-19,104.584
2002-09-20,104.054
2002-09-23,102.766
2002-09-24,99.172
2002-09-25,98.949
2002-09-26,98.653
2002-09-27,99.083
2002-09-30,98.369
2002-10-01,96.685
2002-10-02,96.912
2002-10-03,95.688
2002-10-04,94.966
2002-10-07,93.708
2002-10-08,92.508
2002-10-09,94.062
2002-10-10,93.276
2002-10-11,94.713
2002-10-14,95.156
2002-10-15,97.507
2002-10-16,97.834
2002-10-17,98.555
2002-10-18,99.519
2002-10-21,99.134
2002-10-22,100.104
2002-10-23,99.261
2002-10-24,98.819
2002-10-25,98.478
2002-10-28,99.49
2002-10-29,97.328
2002-10-30,97.935
2002-10-31,99.589
2002-11-01,99.138
2002-11-04,100.009
2002-11-05,100.959
2002-11-06,101.286
2002-11-07,102.741
2002-11-08,103.154
2002-11-11,102.537
2002-11-12,102.554
2002-11-13,101.929
2002-11-14,101.623
2002-11-15,103.461
2002-11-18,103.645
2002-11-19,103.457
2002-11-20,102.431
2002-11-21,103.661
2002-11-22,105.453
2002-11-25,106.302
2002-11-26,106.013
2002-11-27,106.692
2002-11-28,109.079
2002-11-29,108.29
2002-12-02,109.517
2002-12-03,107.196
2002-12-04,107.476
2002-12-05,108.292
2002-12-06,109.087
2002-12-09,107.615
2002-12-10,106.993
2002-12-11,107.653
2002-12-12,108.69
2002-12-13,106.951
2002-12-16,106.716
2002-12-17,107.779
2002-12-18,113.734
2002-12-19,112.916
2002-12-20,113.424
2002-12-23,113.306
2002-12-24,113.775
2002-12-25,113.775
2002-12-26,114.062
2002-12-27,114.094
2002-12-30,115.309
2002-12-31,115.761
2003-01-01,115.761
2003-01-02,116.075
2003-01-03,117.55
2003-01-06,118.272
2003-01-07,118.124
2003-01-08,115.716
2003-01-09,116.926
2003-01-10,118.143
2003-01-13,119.484
2003-01-14,121.356
2003-01-15,120.936
2003-01-16,120.282
2003-01-17,120.737
2003-01-20,121.217
2003-01-21,121.505
2003-01-22,121.223
2003-01-23,121.791
2003-01-24,123.081
2003-01-27,121.496
2003-01-28,120.869
2003-01-29,120.118
2003-01-30,119.412
2003-01-31,117.489
2003-02-03,118.587
2003-02-04,119.058
2003-02-05,117.345
2003-02-06,116.367
2003-02-07,115.396
2003-02-10,115.188
2003-02-11,114.857
2003-02-12,113.855
2003-02-13,113.498
2003-02-14,113.996
2003-02-17,115.152
2003-02-18,112.802
2003-02-19,112.669
2003-02-20,112.549
2003-02-21,112.291
2003-02-24,112.439
2003-02-25,110.752
2003-02-26,110.524
2003-02-27,109.58
2003-02-28,111.259
2003-03-03,112.704
2003-03-04,111.979
2003-03-05,112.012
2003-03-06,111.658
2003-03-07,111.368
2003-03-10,111.153
2003-03-11,110.78
2003-03-12,110.23
2003-03-13,108.887
2003-03-14,107.671
2003-03-17,107.006
2003-03-18,108.499
2003-03-19,108.457
2003-03-20,108.671
2003-03-21,109.599
2003-03-24,110.491
2003-03-25,110.21
2003-03-26,109.952
2003-03-27,110.247
2003-03-28,109.713
2003-03-31,110.134
2003-04-01,110.269
2003-04-02,109.985
2003-04-03,111.213
2003-04-04,109.9
2003-04-07,110.164
2003-04-08,109.855
2003-04-09,109.731
2003-04-10,111.189
2003-04-11,110.909
2003-04-14,110.828
2003-04-15,112.548
2003-04-16,112.823
2003-04-17,113.285
2003-04-18,113.285
2003-04-21,112.797
2003-04-22,113.554
2003-04-23,115.293
2003-04-24,116.536
2003-04-25,116.506
2003-04-28,116.805
2003-04-29,116.599
2003-04-30,120.07
2003-05-01,121.173
2003-05-02,120.958
2003-05-05,122.194
2003-05-06,122.87
2003-05-07,123.445
2003-05-08,123.307
2003-05-09,123.012
2003-05-12,124.28
2003-05-13,124.09
2003-05-14,124.335
2003-05-15,124.137
2003-05-16,125.631
2003-05-19,126.548
2003-05-20,126.405
2003-05-21,125.358
2003-05-22,125.11
2003-05-23,126.098
2003-05-26,126.411
2003-05-27,125.96
2003-05-28,125.641
2003-05-29,126.572
2003-05-30,126.405
2003-06-02,126.963
2003-06-03,126.325
2003-06-04,127.36
2003-06-05,129.939
2003-06-06,130.603
2003-06-09,130.094
2003-06-10,129.836
2003-06-11,130.909
2003-06-12,130.91
2003-06-13,132.471
2003-06-16,132.095
2003-06-17,132.923
2003-06-18,131.076
2003-06-19,130.592
2003-06-20,129.893
2003-06-23,127.458
2003-06-24,126.073
2003-06-25,127.402
2003-06-26,125.458
2003-06-27,126.962
2003-06-30,127.032
2003-07-01,127.231
2003-07-02,127.361
2003-07-03,128.379
2003-07-04,128.759
2003-07-07,129.338
2003-07-08,130.146
2003-07-09,129.483
2003-07-10,130.626
2003-07-11,130.578
2003-07-14,131.697
2003-07-15,132.257
2003-07-16,132.024
2003-07-17,129.937
2003-07-18,131.241
2003-07-21,132.204
2003-07-22,131.83
2003-07-23,133.508
2003-07-24,135.198
2003-07-25,136.536
2003-07-28,135.678
2003-07-29,136.909
2003-07-30,135.076
2003-07-31,134.31
2003-08-01,134.581
2003-08-04,134.979
2003-08-05,134.626
2003-08-06,133.607
2003-08-07,132.799
2003-08-08,132.951
2003-08-11,133.549
2003-08-12,134.445
2003-08-13,134.164
2003-08-14,133.91
2003-08-15,133.965
2003-08-18,134.303
2003-08-19,135.059
2003-08-20,135.32
2003-08-21,135.501
2003-08-22,135.058
2003-08-25,134.977
2003-08-26,133.889
2003-08-27,134.405
2003-08-28,135.604
2003-08-29,136.745
2003-09-01,139.215
2003-09-02,139.589
2003-09-03,141.943
2003-09-04,143.396
2003-09-05,144.345
2003-09-08,145.273
2003-09-09,146.018
2003-09-10,143.845
2003-09-11,144.12
2003-09-12,145.959
2003-09-15,146.031
2003-09-16,144.428
2003-09-17,145.231
2003-09-18,144.849
2003-09-19,146.908
2003-09-22,146.656
2003-09-23,146.976
2003-09-24,147.259
2003-09-25,145.84
2003-09-26,144.354
2003-09-29,147.2
2003-09-30,147.116
2003-10-01,147.825
2003-10-02,147.353
2003-10-03,148.667
2003-10-06,149.367
2003-10-07,149.956
2003-10-08,151.157
2003-10-09,151.413
2003-10-10,153.407
2003-10-13,152.132
2003-10-14,153.192
2003-10-15,156.166
2003-10-16,156.449
2003-10-17,157.153
2003-10-20,157.211
2003-10-21,157.462
2003-10-22,158.352
2003-10-23,159.573
2003-10-24,160.476
2003-10-27,160.336
2003-10-28,164.337
2003-10-29,165.875
2003-10-30,167.648
2003-10-31,167.213
2003-11-03,166.106
2003-11-04,166.513
2003-11-05,164.76
2003-11-06,165.136
2003-11-07,168.094
2003-11-10,168.737
2003-11-11,167.464
2003-11-12,170.047
2003-11-13,171.789
2003-11-14,172.47
2003-11-17,169.581
