Date,SWEDEN SMALL VALUE Small Cap
2001-08-24,144.034
2001-08-27,144.083
2001-08-28,143.178
2001-08-29,141.455
2001-08-30,140.364
2001-08-31,139.915
2001-09-03,138.671
2001-09-04,136.22
2001-09-05,135.337
2001-09-06,135.191
2001-09-07,134.907
2001-09-10,132.923
2001-09-11,125.646
2001-09-12,128.17
2001-09-13,129.07
2001-09-14,129.14
2001-09-17,126.285
2001-09-18,124.385
2001-09-19,124.592
2001-09-20,120.197
2001-09-21,115.005
2001-09-24,118.147
2001-09-25,121.315
2001-09-26,121.64
2001-09-27,121.269
2001-09-28,123.174
2001-10-01,124.2
2001-10-02,123.791
2001-10-03,124.185
2001-10-04,127.534
2001-10-05,129.582
2001-10-08,129.271
2001-10-09,130.291
2001-10-10,129.999
2001-10-11,133.645
2001-10-12,132.587
2001-10-15,133.4
2001-10-16,134.761
2001-10-17,135.11
2001-10-18,133.801
2001-10-19,131.419
2001-10-22,129.6
2001-10-23,130.688
2001-10-24,130.978
2001-10-25,130.899
2001-10-26,131.293
2001-10-29,133.241
2001-10-30,131.482
2001-10-31,131.845
2001-11-01,132.334
2001-11-02,132.2
2001-11-05,132.537
2001-11-06,132.975
2001-11-07,133.962
2001-11-08,134.05
2001-11-09,133.702
2001-11-12,133.196
2001-11-13,134.114
2001-11-14,135.226
2001-11-15,136.383
2001-11-16,137.392
2001-11-19,138.143
2001-11-20,137.894
2001-11-21,137.38
2001-11-22,139.582
2001-11-23,140.922
2001-11-26,142.479
2001-11-27,141.618
2001-11-28,142.527
2001-11-29,141.46
2001-11-30,141.473
2001-12-03,140.704
2001-12-04,142.567
2001-12-05,144.962
2001-12-06,145.034
2001-12-07,145.798
2001-12-10,143.469
2001-12-11,142.562
2001-12-12,143.158
2001-12-13,142.745
2001-12-14,141.71
2001-12-17,143.342
2001-12-18,142.453
2001-12-19,140.989
2001-12-20,138.914
2001-12-21,139.283
2001-12-24,137.442
2001-12-25,137.442
2001-12-26,136.975
2001-12-27,140.379
2001-12-28,142.883
2001-12-31,144.035
2002-01-01,144.035
2002-01-02,146.047
2002-01-03,148.734
2002-01-04,147.6
2002-01-07,148.475
2002-01-08,146.609
2002-01-09,147.331
2002-01-10,148.537
2002-01-11,150.173
2002-01-14,147.857
2002-01-15,148.169
2002-01-16,145.572
2002-01-17,145.956
2002-01-18,147.936
2002-01-21,146.852
2002-01-22,147.18
2002-01-23,148.653
2002-01-24,148.481
2002-01-25,146.142
2002-01-28,145.953
2002-01-29,147.417
2002-01-30,147.073
2002-01-31,150.04
2002-02-01,150.286
2002-02-04,150.382
2002-02-05,150.773
2002-02-06,152.557
2002-02-07,151.706
2002-02-08,152.193
2002-02-11,154.604
2002-02-12,153.565
2002-02-13,153.678
2002-02-14,153.343
2002-02-15,154.247
2002-02-18,154.383
2002-02-19,155.1
2002-02-20,154.144
2002-02-21,155.908
2002-02-22,156.421
2002-02-25,157.268
2002-02-26,157.747
2002-02-27,157.995
2002-02-28,158.764
2002-03-01,159.286
2002-03-04,164.337
2002-03-05,166.07
2002-03-06,165.783
2002-03-07,167.419
2002-03-08,167.565
2002-03-11,167.101
2002-03-12,165.731
2002-03-13,165.842
2002-03-14,166.86
2002-03-15,167.374
2002-03-18,167.554
2002-03-19,168.48
2002-03-20,169.66
2002-03-21,169.029
2002-03-22,168.739
2002-03-25,168.297
2002-03-26,167.448
2002-03-27,166.053
2002-03-28,166.539
2002-03-29,166.539
2002-04-01,168.183
2002-04-02,169.525
2002-04-03,169.611
2002-04-04,169.846
2002-04-05,170.091
2002-04-08,167.308
2002-04-09,168.549
2002-04-10,167.882
2002-04-11,167.811
2002-04-12,167.586
2002-04-15,167.404
2002-04-16,166.254
2002-04-17,168.8
2002-04-18,168.967
2002-04-19,169.197
2002-04-22,166.797
2002-04-23,166.271
2002-04-24,166.73
2002-04-25,165.129
2002-04-26,168.105
2002-04-29,168.767
2002-04-30,167.873
2002-05-01,168.859
2002-05-02,169.219
2002-05-03,171.124
2002-05-06,171.497
2002-05-07,168.266
2002-05-08,170.052
2002-05-09,169.76
2002-05-10,170.466
2002-05-13,171.009
2002-05-14,171.537
2002-05-15,173.483
2002-05-16,174.505
2002-05-17,177.109
2002-05-20,177.614
2002-05-21,177.714
2002-05-22,177.918
2002-05-23,177.334
2002-05-24,177.523
2002-05-27,177.468
2002-05-28,179.417
2002-05-29,178.104
2002-05-30,178.195
2002-05-31,179.357
2002-06-03,179.474
2002-06-04,176.888
2002-06-05,177.403
2002-06-06,178.391
2002-06-07,176.162
2002-06-10,175.269
2002-06-11,175.361
2002-06-12,174.164
2002-06-13,173.884
2002-06-14,171.067
2002-06-17,172.669
2002-06-18,173.592
2002-06-19,172.774
2002-06-20,170.024
2002-06-21,171.075
2002-06-24,166.686
2002-06-25,170.611
2002-06-26,171.844
2002-06-27,175.876
2002-06-28,180.625
2002-07-01,179.646
2002-07-02,178.629
2002-07-03,173.931
2002-07-04,174.088
2002-07-05,175.215
2002-07-08,177.43
2002-07-09,176.671
2002-07-10,172.922
2002-07-11,168.921
2002-07-12,168.271
2002-07-15,170.021
2002-07-16,169.07
2002-07-17,171.239
2002-07-18,171.654
2002-07-19,169.77
2002-07-22,161.947
2002-07-23,155.349
2002-07-24,147.381
2002-07-25,153.681
2002-07-26,151.352
2002-07-29,159.209
2002-07-30,163.331
2002-07-31,161.203
2002-08-01,160.292
2002-08-02,157.2
2002-08-05,153.574
2002-08-06,151.904
2002-08-07,155.981
2002-08-08,156.918
2002-08-09,159.019
2002-08-12,160.55
2002-08-13,160.143
2002-08-14,161.605
2002-08-15,161.002
2002-08-16,159.221
2002-08-19,160.215
2002-08-20,161.399
2002-08-21,165.151
2002-08-22,163.959
2002-08-23,162.332
2002-08-26,160.818
2002-08-27,162.731
2002-08-28,161.149
2002-08-29,159.579
2002-08-30,157.165
2002-09-02,157.798
2002-09-03,155.057
2002-09-04,153.031
2002-09-05,151.585
2002-09-06,153.19
2002-09-09,151.256
2002-09-10,152.984
2002-09-11,156.027
2002-09-12,154.034
2002-09-13,152.872
2002-09-16,153.161
2002-09-17,152.471
2002-09-18,149.914
2002-09-19,149.333
2002-09-20,149.654
2002-09-23,144.532
2002-09-24,140.944
2002-09-25,140.966
2002-09-26,144.445
2002-09-27,143.208
2002-09-30,140.185
2002-10-01,139.297
2002-10-02,140.095
2002-10-03,139.364
2002-10-04,137.165
2002-10-07,132.874
2002-10-08,130.529
2002-10-09,130.594
2002-10-10,130.708
2002-10-11,139.414
2002-10-14,139.582
2002-10-15,146.69
2002-10-16,145.444
2002-10-17,145.024
2002-10-18,145.36
2002-10-21,147.513
2002-10-22,147.188
2002-10-23,144.579
2002-10-24,145.802
2002-10-25,144.946
2002-10-28,146.599
2002-10-29,144.897
2002-10-30,149.204
2002-10-31,152.469
2002-11-01,151.559
2002-11-04,155.101
2002-11-05,158.344
2002-11-06,158.268
2002-11-07,158.644
2002-11-08,159.364
2002-11-11,157.471
2002-11-12,158.756
2002-11-13,159.384
2002-11-14,161.628
2002-11-15,161.802
2002-11-18,164.158
2002-11-19,162.716
2002-11-20,163.263
2002-11-21,167.307
2002-11-22,168.111
2002-11-25,167.171
2002-11-26,165.452
2002-11-27,169.178
2002-11-28,171.847
2002-11-29,173.66
2002-12-02,172.795
2002-12-03,169.088
2002-12-04,168.051
2002-12-05,170.156
2002-12-06,170.235
2002-12-09,167.798
2002-12-10,166.849
2002-12-11,167.507
2002-12-12,167.155
2002-12-13,167.404
2002-12-16,166.298
2002-12-17,166.101
2002-12-18,163.55
2002-12-19,163.022
2002-12-20,164.794
2002-12-23,163.775
2002-12-24,164.602
2002-12-25,164.602
2002-12-26,164.922
2002-12-27,162.878
2002-12-30,164.888
2002-12-31,165.779
2003-01-01,165.779
2003-01-02,166.098
2003-01-03,169.523
2003-01-06,170.47
2003-01-07,172.296
2003-01-08,168.166
2003-01-09,168.195
2003-01-10,168.943
2003-01-13,169.703
2003-01-14,170.43
2003-01-15,171.32
2003-01-16,170.71
2003-01-17,170.916
2003-01-20,172.654
2003-01-21,170.752
2003-01-22,169.193
2003-01-23,170.484
2003-01-24,170.9
2003-01-27,166.664
2003-01-28,163.52
2003-01-29,161.992
2003-01-30,160.617
2003-01-31,158.344
2003-02-03,161.738
2003-02-04,162.496
2003-02-05,162.638
2003-02-06,160.905
2003-02-07,159.049
2003-02-10,155.872
2003-02-11,157.537
2003-02-12,157.097
2003-02-13,157.594
2003-02-14,156.712
2003-02-17,157.998
2003-02-18,157.379
2003-02-19,158.281
2003-02-20,158.923
2003-02-21,158.658
2003-02-24,158.181
2003-02-25,155.769
2003-02-26,155.604
2003-02-27,154.529
2003-02-28,155.213
2003-03-03,156.291
2003-03-04,156.02
2003-03-05,157.198
2003-03-06,156.659
2003-03-07,154.828
2003-03-10,153.765
2003-03-11,151.98
2003-03-12,150.443
2003-03-13,151.552
2003-03-14,152.7
2003-03-17,153.118
2003-03-18,154.129
2003-03-19,155.085
2003-03-20,155.731
2003-03-21,156.244
2003-03-24,154.806
2003-03-25,154.274
2003-03-26,154.475
2003-03-27,153.182
2003-03-28,153.581
2003-03-31,152.481
2003-04-01,152.879
2003-04-02,154.186
2003-04-03,153.653
2003-04-04,153.251
2003-04-07,156.791
2003-04-08,157.64
2003-04-09,158.932
2003-04-10,159.451
2003-04-11,158.681
2003-04-14,159.557
2003-04-15,160.917
2003-04-16,162.461
2003-04-17,163.071
2003-04-18,163.071
2003-04-21,162.572
2003-04-22,163.92
2003-04-23,166.224
2003-04-24,168.628
2003-04-25,169.783
2003-04-28,171.098
2003-04-29,172.607
2003-04-30,175.364
2003-05-01,177.098
2003-05-02,177.158
2003-05-05,179.743
2003-05-06,181.748
2003-05-07,182.789
2003-05-08,181.182
2003-05-09,180.605
2003-05-12,181.753
2003-05-13,182.384
2003-05-14,181.499
2003-05-15,181.208
2003-05-16,182.94
2003-05-19,182.543
2003-05-20,181.716
2003-05-21,180.577
2003-05-22,181.162
2003-05-23,181.686
2003-05-26,181.684
2003-05-27,182.477
2003-05-28,183.186
2003-05-29,184.055
2003-05-30,184.99
2003-06-02,186.152
2003-06-03,186.126
2003-06-04,186.587
2003-06-05,190.172
2003-06-06,189.324
2003-06-09,189.982
2003-06-10,188.765
2003-06-11,191.906
2003-06-12,194.157
2003-06-13,192.661
2003-06-16,195.892
2003-06-17,198.213
2003-06-18,196.487
2003-06-19,195.487
2003-06-20,194.307
2003-06-23,191.043
2003-06-24,188.201
2003-06-25,188.422
2003-06-26,187.992
2003-06-27,190.2
2003-06-30,191.854
2003-07-01,190.717
2003-07-02,192.063
2003-07-03,195.619
2003-07-04,195.768
2003-07-07,196.669
2003-07-08,196.804
2003-07-09,196.263
2003-07-10,195.556
2003-07-11,193.237
2003-07-14,195.455
2003-07-15,194.308
2003-07-16,193.846
2003-07-17,191.137
2003-07-18,193.03
2003-07-21,194.448
2003-07-22,194.546
2003-07-23,197.893
2003-07-24,200.302
2003-07-25,201.54
2003-07-28,203.915
2003-07-29,203.6
2003-07-30,201.534
2003-07-31,199.165
2003-08-01,199.454
2003-08-04,201.54
2003-08-05,201.914
2003-08-06,200.531
2003-08-07,200.407
2003-08-08,201.154
2003-08-11,200.11
2003-08-12,202.606
2003-08-13,205.011
2003-08-14,206.368
2003-08-15,205.584
2003-08-18,205.885
2003-08-19,206.977
2003-08-20,208.573
2003-08-21,207.752
2003-08-22,205.8
2003-08-25,205.325
2003-08-26,201.497
2003-08-27,204.439
2003-08-28,204.78
2003-08-29,208.349
2003-09-01,212.224
2003-09-02,211.431
2003-09-03,214.659
2003-09-04,215.348
2003-09-05,218.444
2003-09-08,218.054
2003-09-09,218.936
2003-09-10,217.529
2003-09-11,220.203
2003-09-12,222.744
2003-09-15,222.975
2003-09-16,222.969
2003-09-17,224.085
2003-09-18,224.276
2003-09-19,223.601
2003-09-22,221.763
2003-09-23,222.407
2003-09-24,221.351
2003-09-25,220.607
2003-09-26,219.946
2003-09-29,220.439
2003-09-30,217.813
2003-10-01,219.532
2003-10-02,221.393
2003-10-03,224.989
2003-10-06,226.906
2003-10-07,227.783
2003-10-08,228.967
2003-10-09,229.188
2003-10-10,229.709
2003-10-13,229.267
2003-10-14,233.398
2003-10-15,234.939
2003-10-16,234.322
2003-10-17,233.362
2003-10-20,233.583
2003-10-21,234.078
2003-10-22,232.699
2003-10-23,233.58
2003-10-24,234.466
2003-10-27,235.891
2003-10-28,237.572
2003-10-29,240.447
2003-10-30,240.081
2003-10-31,236.797
2003-11-03,236.04
2003-11-04,239.402
2003-11-05,239.505
2003-11-06,239.729
2003-11-07,244.229
2003-11-10,242.837
2003-11-11,242.312
2003-11-12,245.148
2003-11-13,248.748
2003-11-14,251.451
2003-11-17,248.895
2003-11-18,251.541
2003-11-19,249.47
2003-11-20,248.225
2003-11-21,249.755
2003-11-24,250.443
2003-11-25,251.32
2003-11-26,252.137
2003-11-27,253.699
2003-11-28,254.702
2003-12-01,257.5
2003-12-02,260.739
2003-12-03,262.506
2003-12-04,261.99
2003-12-05,265.128
2003-12-08,265.579
2003-12-09,266.977
2003-12-10,266.58
2003-12-11,264.372
2003-12-12,268.191
2003-12-15,268.49
2003-12-16,265.509
2003-12-17,264.535
2003-12-18,263.837
2003-12-19,261.891
2003-12-22,264.143
2003-12-23,265.632
2003-12-24,265.868
2003-12-25,265.868
2003-12-26,265.557
2003-12-29,268.961
2003-12-30,270.21
2003-12-31,271.864
2004-01-01,271.864
2004-01-02,273.318
2004-01-05,274.455
2004-01-06,274.601
2004-01-07,274.828
2004-01-08,275.797
2004-01-09,278.946
2004-01-12,276.695
2004-01-13,276.658
2004-01-14,274.058
2004-01-15,271.856
2004-01-16,268.154
2004-01-19,269.891
2004-01-20,271.457
2004-01-21,272.68
2004-01-22,278.405
2004-01-23,276.626
2004-01-26,274.055
2004-01-27,275.99
2004-01-28,275.516
2004-01-29,267.732
2004-01-30,269.885
2004-02-02,270.584
2004-02-03,273.201
2004-02-04,271.478
2004-02-05,273.277
2004-02-06,279.817
2004-02-09,280.048
2004-02-10,277.154
2004-02-11,276.768
2004-02-12,280.534
2004-02-13,280.678
2004-02-16,281.328
2004-02-17,283.86
2004-02-18,287.315
2004-02-19,284.657
2004-02-20,281.294
2004-02-23,281.077
2004-02-24,279.99
2004-02-25,277.5
2004-02-26,277.445
2004-02-27,277.925
2004-03-01,280.801
2004-03-02,277.937
2004-03-03,275.329
2004-03-04,275.886
2004-03-05,281.881
2004-03-08,282.38
2004-03-09,281.297
2004-03-10,276.458
2004-03-11,271.753
2004-03-12,269.286
2004-03-15,269.035
2004-03-16,271.013
2004-03-17,271.133
2004-03-18,272.419
2004-03-19,272.18
2004-03-22,270.033
2004-03-23,270.17
2004-03-24,267.228
2004-03-25,269.454
2004-03-26,267.999
2004-03-29,271.06
2004-03-30,271.056
2004-03-31,275.853
2004-04-01,281.951
2004-04-02,278.27
2004-04-05,278.118
2004-04-06,278.668
2004-04-07,284.336
2004-04-08,284.205
2004-04-09,284.205
2004-04-12,282.758
2004-04-13,280.049
2004-04-14,277.149
2004-04-15,276.208
2004-04-16,279.405
2004-04-19,278.636
2004-04-20,279.41
2004-04-21,277.525
2004-04-22,278.398
2004-04-23,278.559
2004-04-26,280.167
2004-04-27,280.504
2004-04-28,276.911
2004-04-29,276.559
2004-04-30,276.461
2004-05-03,277.936
2004-05-04,282.042
2004-05-05,285.583
2004-05-06,280.659
2004-05-07,277.366
2004-05-10,266.704
2004-05-11,268.499
2004-05-12,268.612
2004-05-13,269.507
2004-05-14,268.877
2004-05-17,267.929
2004-05-18,269.364
2004-05-19,276.906
2004-05-20,274.859
2004-05-21,278.123
2004-05-24,276.918
2004-05-25,278.646
2004-05-26,281.012
2004-05-27,284.964
2004-05-28,283.419
2004-05-31,283.419
2004-06-01,284.175
2004-06-02,287.193
2004-06-03,287.089
2004-06-04,287.894
2004-06-07,292.204
2004-06-08,291.375
2004-06-09,285.864
2004-06-10,283.96
2004-06-11,283.51
2004-06-14,283.705
2004-06-15,283.698
2004-06-16,282.251
2004-06-17,281.845
2004-06-18,284.827
2004-06-21,283.616
2004-06-22,281.192
2004-06-23,283.765
2004-06-24,287.956
2004-06-25,287.245
2004-06-28,289.62
2004-06-29,289.442
2004-06-30,289.0
2004-07-01,290.443
2004-07-02,290.689
2004-07-05,290.068
2004-07-06,289.24
2004-07-07,292.371
2004-07-08,293.411
2004-07-09,293.428
2004-07-12,292.354
2004-07-13,292.684
2004-07-14,294.643
2004-07-15,292.287
2004-07-16,294.011
2004-07-19,292.684
2004-07-20,290.081
2004-07-21,291.747
2004-07-22,289.849
2004-07-23,285.505
2004-07-26,285.893
2004-07-27,285.605
2004-07-28,284.914
2004-07-29,285.91
2004-07-30,286.527
2004-08-02,286.74
2004-08-03,287.89
2004-08-04,287.099
2004-08-05,288.894
2004-08-06,290.702
2004-08-09,287.127
2004-08-10,289.583
2004-08-11,285.789
2004-08-12,285.198
2004-08-13,286.792
2004-08-16,286.84
2004-08-17,287.554
2004-08-18,286.781
2004-08-19,289.423
2004-08-20,289.634
2004-08-23,290.088
2004-08-24,289.092
2004-08-25,288.99
2004-08-26,291.615
2004-08-27,290.266
2004-08-30,289.984
2004-08-31,292.647
2004-09-01,296.259
2004-09-02,296.447
2004-09-03,295.789
2004-09-06,296.243
2004-09-07,297.575
2004-09-08,297.717
2004-09-09,298.171
2004-09-10,304.258
2004-09-13,305.678
2004-09-14,306.825
2004-09-15,302.73
2004-09-16,302.256
2004-09-17,303.355
2004-09-20,303.551
2004-09-21,307.294
2004-09-22,307.059
2004-09-23,309.16
2004-09-24,308.368
2004-09-27,308.813
2004-09-28,306.912
2004-09-29,311.86
2004-09-30,315.845
2004-10-01,318.485
2004-10-04,315.75
2004-10-05,317.292
2004-10-06,318.006
2004-10-07,316.951
2004-10-08,319.716
2004-10-11,319.502
2004-10-12,316.358
2004-10-13,315.365
2004-10-14,315.981
2004-10-15,317.8
2004-10-18,318.812
2004-10-19,320.071
2004-10-20,319.695
2004-10-21,323.151
2004-10-22,325.226
2004-10-25,325.431
2004-10-26,324.774
2004-10-27,326.088
2004-10-28,326.035
2004-10-29,325.816
2004-11-01,328.467
2004-11-02,330.327
2004-11-03,334.86
2004-11-04,336.335
2004-11-05,338.602
2004-11-08,341.195
2004-11-09,341.24
2004-11-10,345.911
2004-11-11,347.865
2004-11-12,351.245
2004-11-15,352.457
2004-11-16,352.262
2004-11-17,354.426
2004-11-18,354.617
2004-11-19,357.534
2004-11-22,355.844
2004-11-23,359.063
2004-11-24,361.544
2004-11-25,367.407
2004-11-26,368.926
2004-11-29,371.232
2004-11-30,368.339
2004-12-01,371.512
2004-12-02,368.759
2004-12-03,375.521
2004-12-06,376.0
2004-12-07,377.529
2004-12-08,368.345
2004-12-09,366.157
2004-12-10,366.379
2004-12-13,371.356
2004-12-14,371.224
2004-12-15,374.589
2004-12-16,372.183
2004-12-17,370.32
2004-12-20,377.9
2004-12-21,377.55
2004-12-22,379.018
2004-12-23,383.154
2004-12-24,385.434
2004-12-27,387.408
2004-12-28,387.247
2004-12-29,385.678
2004-12-30,386.973
2004-12-31,385.151
2005-01-03,383.874
2005-01-04,378.18
2005-01-05,378.272
2005-01-06,374.07
2005-01-07,374.23
2005-01-10,378.337
2005-01-11,379.497
2005-01-12,379.424
2005-01-13,378.617
2005-01-14,376.299
2005-01-17,378.918
2005-01-18,378.161
2005-01-19,380.837
2005-01-20,376.902
2005-01-21,377.476
2005-01-24,376.936
2005-01-25,373.584
2005-01-26,377.422
2005-01-27,375.821
2005-01-28,373.959
2005-01-31,376.21
2005-02-01,378.82
2005-02-02,380.971
2005-02-03,379.765
2005-02-04,380.251
2005-02-07,380.522
2005-02-08,381.123
2005-02-09,383.904
2005-02-10,384.122
2005-02-11,385.233
2005-02-14,389.88
2005-02-15,392.006
2005-02-16,390.728
2005-02-17,396.632
2005-02-18,396.127
2005-02-21,396.444
2005-02-22,400.418
2005-02-23,397.935
2005-02-24,404.058
2005-02-25,407.681
2005-02-28,413.928
2005-03-01,411.41
2005-03-02,410.123
2005-03-03,412.542
2005-03-04,418.183
2005-03-07,415.325
2005-03-08,419.066
2005-03-09,417.961
2005-03-10,414.422
2005-03-11,417.108
2005-03-14,413.224
2005-03-15,414.695
2005-03-16,416.17
2005-03-17,414.529
2005-03-18,409.329
2005-03-21,406.23
2005-03-22,409.116
2005-03-23,402.488
2005-03-24,404.732
2005-03-25,404.732
2005-03-28,401.948
2005-03-29,400.644
2005-03-30,400.961
2005-03-31,403.565
2005-04-01,405.497
2005-04-04,400.312
2005-04-05,405.212
2005-04-06,407.327
2005-04-07,409.313
2005-04-08,407.707
2005-04-11,411.747
2005-04-12,408.707
2005-04-13,413.945
2005-04-14,405.2
2005-04-15,405.028
2005-04-18,401.053
2005-04-19,405.374
2005-04-20,407.92
2005-04-21,406.41
2005-04-22,408.07
2005-04-25,406.928
2005-04-26,403.791
2005-04-27,395.14
2005-04-28,388.451
2005-04-29,388.372
2005-05-02,389.656
2005-05-03,388.962
2005-05-04,390.266
2005-05-05,390.076
2005-05-06,388.187
2005-05-09,387.586
2005-05-10,386.614
2005-05-11,384.148
2005-05-12,385.288
2005-05-13,383.683
2005-05-16,383.535
2005-05-17,385.425
2005-05-18,388.704
2005-05-19,389.875
2005-05-20,388.819
2005-05-23,392.285
2005-05-24,394.434
2005-05-25,393.577
2005-05-26,394.199
2005-05-27,397.088
2005-05-30,395.393
2005-05-31,393.189
2005-06-01,389.726
2005-06-02,388.636
2005-06-03,390.634
2005-06-06,390.946
2005-06-07,393.349
2005-06-08,395.141
2005-06-09,390.758
2005-06-10,389.992
2005-06-13,387.535
2005-06-14,390.318
2005-06-15,390.959
2005-06-16,391.722
2005-06-17,401.112
2005-06-20,395.601
2005-06-21,395.844
2005-06-22,393.944
2005-06-23,391.98
2005-06-24,392.341
2005-06-27,390.695
2005-06-28,390.948
2005-06-29,389.694
2005-06-30,391.976
2005-07-01,387.242
2005-07-04,387.264
2005-07-05,392.595
2005-07-06,392.864
2005-07-07,387.171
2005-07-08,390.157
2005-07-11,397.711
2005-07-12,405.364
2005-07-13,405.266
2005-07-14,405.59
2005-07-15,402.937
2005-07-18,402.385
2005-07-19,399.923
2005-07-20,397.248
2005-07-21,402.938
2005-07-22,404.087
2005-07-25,404.508
2005-07-26,401.705
2005-07-27,407.811
2005-07-28,413.124
2005-07-29,416.028
2005-08-01,419.388
2005-08-02,424.098
2005-08-03,427.274
2005-08-04,429.677
2005-08-05,428.576
2005-08-08,429.863
2005-08-09,428.129
2005-08-10,427.275
2005-08-11,427.363
2005-08-12,427.204
2005-08-15,426.906
2005-08-16,427.726
2005-08-17,425.66
2005-08-18,420.517
2005-08-19,421.116
2005-08-22,423.619
2005-08-23,421.753
2005-08-24,418.581
2005-08-25,413.656
2005-08-26,414.462
2005-08-29,411.423
2005-08-30,410.488
2005-08-31,416.821
2005-09-01,424.583
2005-09-02,428.484
2005-09-05,427.699
2005-09-06,428.949
2005-09-07,430.688
2005-09-08,427.949
2005-09-09,430.458
2005-09-12,427.796
2005-09-13,425.634
2005-09-14,429.211
2005-09-15,426.166
2005-09-16,426.82
2005-09-19,427.079
2005-09-20,427.326
2005-09-21,425.558
2005-09-22,423.508
2005-09-23,422.478
2005-09-26,422.504
2005-09-27,425.228
2005-09-28,428.361
2005-09-29,430.891
2005-09-30,433.662
2005-10-03,432.309
2005-10-04,433.401
2005-10-05,431.207
2005-10-06,434.018
2005-10-07,431.681
2005-10-10,432.422
2005-10-11,431.785
2005-10-12,430.542
2005-10-13,417.969
2005-10-14,419.836
2005-10-17,417.507
2005-10-18,413.511
2005-10-19,409.305
2005-10-20,408.477
2005-10-21,404.757
2005-10-24,408.301
2005-10-25,419.392
2005-10-26,420.386
2005-10-27,417.395
2005-10-28,414.839
2005-10-31,416.091
2005-11-01,415.346
2005-11-02,417.306
2005-11-03,419.394
2005-11-04,413.385
2005-11-07,413.889
2005-11-08,415.831
2005-11-09,415.681
