Date,SWEDEN SMALL VALUE Small Cap
2020-03-31,1660.401
2020-04-30,1819.116
2020-05-29,1964.996
2020-06-30,2059.387
2020-07-31,2325.964
2020-08-31,2433.462
2020-09-30,2519.193
2020-10-30,2340.219
2020-11-30,2732.232
2020-12-31,2913.533
2021-01-29,2857.479
2021-02-26,2903.162
2021-03-31,2964.179
2021-04-30,3286.363
2021-05-31,3407.65
2021-06-30,3245.584
2021-07-30,3481.674
2021-08-31,3553.399
2021-09-30,3154.903
2021-10-29,3466.329
2021-11-30,3418.262
2021-12-31,3553.011
2022-01-31,3167.373
2022-02-28,2909.602
2022-03-31,3084.882
2022-04-29,2725.716
2022-05-31,2668.757
2022-06-30,2088.142
2022-07-29,2407.638
2022-08-31,2184.651
2022-09-30,1865.547
2022-10-31,2030.399
2022-11-30,2257.329
2022-12-30,2229.633
2023-01-31,2461.207
2023-02-28,2447.837
2023-03-31,2332.075
2023-04-28,2376.336
2023-05-31,2047.143
2023-06-30,2127.986
2023-07-31,2264.382
2023-08-31,2104.935
2023-09-29,2047.178
2023-10-31,1938.532
2023-11-30,2330.435
2023-12-29,2639.654
2024-01-31,2481.418
2024-02-29,2432.213
2024-03-29,2557.785
2024-04-30,2392.888
2024-05-31,2604.137
2024-06-28,2468.635
2024-07-31,2579.098
2024-08-30,2687.291
2024-09-30,2804.717
2024-10-31,2523.416
2024-11-29,2435.01
2024-12-31,2341.507
2025-01-31,2483.734
2025-02-28,2600.178
2025-03-31,2584.519
2025-04-30,2740.381
2025-05-30,2817.363
2025-06-30,2897.473
2025-07-31,2789.659
2025-08-29,2867.62
2025-09-30,2869.299
2025-10-31,2914.947
2025-11-28,2952.475
2025-12-31,3027.375
