Date,ISRAEL MID GROWTH Mid Cap
2010-04-30,1131.545
2010-05-31,967.819
2010-06-30,949.698
2010-07-30,1041.212
2010-08-31,1023.569
2010-09-30,1129.628
2010-10-29,1238.155
2010-11-30,1130.852
2010-12-31,1237.378
2011-01-31,1135.488
2011-02-28,1165.226
2011-03-31,1264.52
2011-04-29,1275.979
2011-05-31,1197.844
2011-06-30,1191.543
2011-07-29,1190.034
2011-08-31,1090.438
2011-09-30,1072.581
2011-10-31,1191.851
2011-11-30,1105.515
2011-12-30,1112.981
2012-01-31,1197.558
2012-02-29,1084.683
2012-03-30,1211.63
2012-04-30,1181.683
2012-05-31,1101.799
2012-06-29,1067.734
2012-07-31,1049.699
2012-08-31,924.193
2012-09-28,862.537
2012-10-31,711.479
2012-11-30,722.203
2012-12-31,643.679
2013-01-31,634.333
2013-02-28,636.944
2013-03-29,666.557
2013-04-30,621.982
2013-05-31,649.229
2013-06-28,617.406
2013-07-31,612.349
2013-08-30,589.135
2013-09-30,656.491
2013-10-31,664.903
2013-11-29,696.421
2013-12-31,710.235
2014-01-31,667.803
2014-02-28,682.655
2014-03-31,720.039
2014-04-30,718.613
2014-05-30,714.87
2014-06-30,712.912
2014-07-31,700.875
2014-08-29,680.093
2014-09-30,702.513
2014-10-31,643.058
2014-11-28,669.583
2014-12-31,668.056
2015-01-30,654.504
2015-02-27,711.42
2015-03-31,751.259
2015-04-30,771.755
2015-05-29,789.703
2015-06-30,811.857
2015-07-31,821.895
2015-08-31,762.237
2015-09-30,730.381
2015-10-30,771.072
2015-11-30,751.717
2015-12-31,732.852
2016-01-29,721.334
2016-02-29,740.839
2016-03-31,789.16
2016-04-29,783.822
2016-05-31,802.109
2016-06-30,789.858
2016-07-29,827.46
2016-08-31,802.724
2016-09-30,770.959
2016-10-31,748.093
2016-11-30,753.166
2016-12-30,762.836
2017-01-31,792.916
2017-02-28,841.932
2017-03-31,829.952
2017-04-28,846.226
2017-05-31,902.151
2017-06-30,926.971
2017-07-31,912.855
2017-08-31,959.851
2017-09-29,983.786
2017-10-31,1013.123
2017-11-30,1020.675
2017-12-29,1073.88
2018-01-31,1133.532
2018-02-28,1108.808
2018-03-30,1057.894
2018-04-30,1066.077
2018-05-31,1130.298
2018-06-29,1108.574
2018-07-31,1152.93
2018-08-31,1205.789
2018-09-28,1188.992
2018-10-31,1125.999
2018-11-30,1194.918
2018-12-31,1125.309
2019-01-31,1190.883
2019-02-28,1233.587
2019-03-29,1242.22
2019-04-30,1344.537
2019-05-31,1356.015
2019-06-28,1371.859
2019-07-31,1487.962
2019-08-30,1402.308
2019-09-30,1341.865
2019-10-31,1391.659
2019-11-29,1420.37
2019-12-31,1411.813
2020-01-31,1558.398
2020-02-28,1406.348
2020-03-31,1177.325
2020-04-30,1360.529
2020-05-29,1643.575
2020-06-30,1752.782
2020-07-31,1960.683
2020-08-31,2055.218
2020-09-30,1896.38
2020-10-30,1877.05
2020-11-30,1993.097
2020-12-31,2420.325
2021-01-29,2294.286
2021-02-26,2075.057
2021-03-31,1932.441
2021-04-30,2139.745
2021-05-31,1957.777
2021-06-30,2046.037
2021-07-30,2209.417
2021-08-31,2369.931
2021-09-30,2327.638
2021-10-29,2476.261
2021-11-30,2514.804
2021-12-31,2587.942
2022-01-31,2121.012
2022-02-28,2051.423
2022-03-31,2015.213
2022-04-29,1742.163
2022-05-31,1524.198
2022-06-30,1501.385
2022-07-29,1517.733
2022-08-31,1567.103
2022-09-30,1450.401
2022-10-31,1537.516
2022-11-30,1495.828
2022-12-30,1374.938
2023-01-31,1417.433
2023-02-28,1386.259
2023-03-31,1437.406
2023-04-28,1399.988
2023-05-31,1405.686
2023-06-30,1389.916
2023-07-31,1480.118
2023-08-31,1402.271
2023-09-29,1299.408
2023-10-31,1169.61
2023-11-30,1414.575
2023-12-29,1549.953
2024-01-31,1597.499
2024-02-29,1770.796
2024-03-29,1804.399
2024-04-30,1594.608
2024-05-31,1603.656
2024-06-28,1636.694
2024-07-31,1628.991
2024-08-30,1750.633
2024-09-30,1775.576
2024-10-31,1796.651
2024-11-29,2028.274
2024-12-31,1958.806
2025-01-31,2126.334
2025-02-28,1989.109
2025-03-31,1806.466
2025-04-30,1899.379
2025-05-30,1964.883
2025-06-30,2077.883
