Date,ISRAEL MID GROWTH Mid Cap
1995-05-31,956.565
1995-06-30,1006.446
1995-07-31,1027.213
1995-08-31,1052.856
1995-09-29,1092.58
1995-10-31,1057.709
1995-11-30,1054.753
1995-12-29,1085.359
1996-01-31,1041.218
1996-02-29,1134.916
1996-03-29,1046.783
1996-04-30,1167.981
1996-05-31,1274.178
1996-06-28,1251.025
1996-07-31,1190.476
1996-08-30,1299.075
1996-09-30,1275.557
1996-10-31,1229.47
1996-11-29,1254.324
1996-12-31,1298.826
1997-01-31,1445.14
1997-02-28,1417.991
1997-03-31,1337.014
1997-04-30,1343.905
1997-05-30,1489.462
1997-06-30,1489.165
1997-07-31,1647.552
1997-08-29,1574.265
1997-09-30,1646.174
1997-10-31,1618.597
1997-11-28,1684.118
1997-12-31,1685.993
1998-01-30,1533.441
1998-02-27,1651.492
1998-03-31,1733.969
1998-04-30,1766.105
1998-05-29,1777.464
1998-06-30,1779.404
1998-07-31,1693.268
1998-08-31,1447.831
1998-09-30,1381.251
1998-10-30,1266.783
1998-11-30,1441.151
1998-12-31,1605.192
1999-01-29,1542.556
1999-02-26,1550.016
1999-03-31,1732.492
1999-04-30,1732.221
1999-05-31,1862.907
1999-06-30,2081.026
1999-07-30,2147.991
1999-08-31,2058.635
1999-09-30,2172.185
1999-10-29,2400.513
1999-11-30,2807.576
1999-12-31,3265.517
2000-01-31,3192.824
2000-02-29,3919.483
2000-03-31,3602.142
2000-04-28,3070.872
2000-05-31,2983.19
2000-06-30,3369.463
2000-07-31,3218.444
2000-08-31,3623.451
2000-09-29,3359.417
2000-10-31,2670.868
2000-11-30,2099.229
2000-12-29,1973.506
2001-01-31,2338.157
2001-02-28,2061.296
2001-03-30,1580.342
2001-04-30,1765.07
2001-05-31,1715.825
2001-06-29,1671.704
2001-07-31,1643.302
2001-08-31,1641.871
2001-09-28,1281.58
2001-10-31,1338.655
2001-11-30,1481.622
2001-12-31,1624.813
2002-01-31,1455.777
2002-02-28,1298.413
2002-03-29,1364.656
2002-04-30,1094.102
2002-05-31,1124.363
2002-06-28,958.602
2002-07-31,932.742
2002-08-30,874.638
2002-09-30,736.275
2002-10-31,635.335
2002-11-29,819.066
2002-12-31,729.129
2003-01-31,668.38
2003-02-28,670.968
2003-03-31,687.411
2003-04-30,838.221
2003-05-30,924.321
2003-06-30,1022.08
2003-07-31,958.323
2003-08-29,964.027
2003-09-30,1044.917
2003-10-31,1197.632
2003-11-28,1271.386
2003-12-31,1258.061
2004-01-30,1247.519
2004-02-27,1242.072
2004-03-31,1190.698
2004-04-30,986.772
2004-05-31,972.14
2004-06-30,1009.575
2004-07-30,759.035
2004-08-31,704.38
2004-09-30,764.664
2004-10-29,770.016
2004-11-30,899.427
2004-12-31,984.121
2005-01-31,943.369
2005-02-28,957.816
2005-03-31,977.674
2005-04-29,976.598
2005-05-31,979.011
2005-06-30,873.447
2005-07-29,830.835
2005-08-31,888.763
2005-09-30,893.668
2005-10-31,814.159
2005-11-30,703.505
2005-12-30,703.061
2006-01-31,665.918
2006-02-28,626.94
2006-03-31,633.035
2006-04-28,668.938
2006-05-31,628.133
2006-06-30,574.478
2006-07-31,661.252
2006-08-31,751.148
2006-09-29,732.677
2006-10-31,718.992
2006-11-30,787.782
2006-12-29,745.659
2007-01-31,788.156
2007-02-28,851.421
2007-03-30,881.949
2007-04-30,970.668
2007-05-31,1000.0
2007-06-29,949.327
2007-07-31,925.213
2007-08-31,918.176
2007-09-28,977.579
2007-10-31,1039.072
2007-11-30,978.036
2007-12-31,1006.97
2008-01-31,931.8
2008-02-29,932.549
2008-03-31,857.744
2008-04-30,918.96
2008-05-30,996.943
2008-06-30,947.558
2008-07-31,864.179
2008-08-29,866.64
2008-09-30,825.07
2008-10-31,703.587
2008-11-28,559.285
2008-12-31,593.408
2009-01-30,617.544
2009-02-27,586.199
2009-03-31,638.755
2009-04-30,702.125
2009-05-29,829.784
2009-06-30,841.615
2009-07-31,1003.153
2009-08-31,992.242
2009-09-30,1047.753
2009-10-30,1018.541
2009-11-30,1048.712
2009-12-31,1108.773
2010-01-29,1096.01
2010-02-26,1097.102
2010-03-31,1136.345
