Date,ISRAEL MID GROWTH Mid Cap
2002-11-29,830.472
2002-12-31,739.283
2003-01-31,677.688
2003-02-28,680.311
2003-03-31,696.983
2003-04-30,849.894
2003-05-30,937.192
2003-06-30,1036.313
2003-07-31,971.668
2003-08-29,977.452
2003-09-30,1056.867
2003-10-31,1211.328
2003-11-28,1285.926
2003-12-31,1272.448
2004-01-30,1261.786
2004-02-27,1256.276
2004-03-31,1204.315
2004-04-30,998.057
2004-05-31,983.257
2004-06-30,1021.121
2004-07-30,767.716
2004-08-31,711.666
2004-09-30,772.573
2004-10-29,777.981
2004-11-30,908.05
2004-12-31,993.556
2005-01-31,952.414
2005-02-28,966.547
2005-03-31,986.092
2005-04-29,985.007
2005-05-31,986.895
2005-06-30,880.481
2005-07-29,837.526
2005-08-31,895.921
2005-09-30,899.585
2005-10-31,819.549
2005-11-30,708.163
2005-12-30,707.717
2006-01-31,670.327
2006-02-28,631.091
2006-03-31,637.227
2006-04-28,671.823
2006-05-31,630.843
2006-06-30,576.511
2006-07-31,663.592
2006-08-31,753.318
2006-09-29,734.794
2006-10-31,721.07
2006-11-30,789.011
2006-12-29,746.822
2007-01-31,789.385
2007-02-28,851.548
2007-03-30,882.011
2007-04-30,970.736
2007-05-31,1000.0
2007-06-29,948.58
2007-07-31,924.485
2007-08-31,916.012
2007-09-28,974.57
2007-10-31,1035.873
2007-11-30,974.135
2007-12-31,1002.753
2008-01-31,927.898
2008-02-29,928.643
2008-03-31,854.152
2008-04-30,914.724
2008-05-30,991.058
2008-06-30,941.749
2008-07-31,858.743
2008-08-29,859.571
2008-09-30,818.294
2008-10-31,697.809
2008-11-28,553.305
2008-12-31,586.84
2009-01-30,610.708
2009-02-27,579.71
2009-03-31,629.339
2009-04-30,691.774
2009-05-29,817.552
2009-06-30,828.421
2009-07-31,987.427
2009-08-31,976.219
2009-09-30,1030.195
2009-10-30,1001.472
2009-11-30,1031.137
2009-12-31,1089.635
2010-01-29,1076.422
2010-02-26,1077.495
2010-03-31,1115.919
2010-04-30,1110.363
2010-05-31,947.47
2010-06-30,929.211
2010-07-30,1018.75
2010-08-31,1001.062
2010-09-30,1102.678
2010-10-29,1208.25
2010-11-30,1103.538
2010-12-31,1202.588
2011-01-31,1103.562
2011-02-28,1132.465
2011-03-31,1228.606
2011-04-29,1236.977
2011-05-31,1160.855
2011-06-30,1154.748
2011-07-29,1153.286
2011-08-31,1056.252
2011-09-30,1038.955
2011-10-31,1154.486
2011-11-30,1070.064
2011-12-30,1076.774
2012-01-31,1158.6
2012-02-29,1049.396
2012-03-30,1172.213
2012-04-30,1142.081
2012-05-31,1064.451
2012-06-29,1031.541
2012-07-31,1014.117
2012-08-31,892.866
2012-09-28,833.299
2012-10-31,687.362
2012-11-30,697.723
2012-12-31,621.86
2013-01-31,612.831
2013-02-28,615.353
2013-03-29,643.963
2013-04-30,600.898
2013-05-31,626.938
2013-06-28,596.139
2013-07-31,591.256
2013-08-30,568.555
2013-09-30,633.465
2013-10-31,641.582
2013-11-29,671.837
2013-12-31,685.061
2014-01-31,644.132
2014-02-28,658.321
2014-03-31,694.372
2014-04-30,692.762
2014-05-30,689.017
2014-06-30,687.131
2014-07-31,675.529
2014-08-29,655.319
2014-09-30,676.591
2014-10-31,619.33
2014-11-28,644.698
2014-12-31,643.093
2015-01-30,630.048
2015-02-27,684.604
2015-03-31,722.942
2015-04-30,742.527
2015-05-29,759.57
2015-06-30,780.815
2015-07-31,790.469
2015-08-31,732.828
2015-09-30,702.201
2015-10-30,741.322
2015-11-30,722.517
2015-12-31,704.385
2016-01-29,693.314
2016-02-29,711.781
2016-03-31,758.206
2016-04-29,752.126
2016-05-31,769.392
2016-06-30,757.641
2016-07-29,793.709
2016-08-31,769.753
2016-09-30,739.293
2016-10-31,717.366
2016-11-30,721.99
2016-12-30,731.26
2017-01-31,760.095
2017-02-28,806.947
2017-03-31,795.465
2017-04-28,810.346
2017-05-31,863.755
2017-06-30,887.1
2017-07-31,873.591
2017-08-31,918.236
2017-09-29,940.794
2017-10-31,968.848
2017-11-30,975.924
2017-12-29,1025.785
2018-01-31,1082.766
2018-02-28,1059.148
2018-03-30,1009.696
2018-04-30,1017.28
2018-05-31,1078.561
2018-06-29,1057.259
2018-07-31,1099.562
2018-08-31,1149.385
2018-09-28,1133.249
2018-10-31,1073.054
2018-11-30,1137.988
2018-12-31,1071.198
2019-01-31,1133.62
2019-02-28,1173.887
2019-03-29,1182.103
2019-04-30,1278.71
2019-05-31,1289.627
2019-06-28,1304.58
2019-07-31,1414.988
2019-08-30,1332.669
2019-09-30,1275.112
2019-10-31,1322.429
2019-11-29,1349.385
2019-12-31,1340.972
2020-01-31,1480.203
2020-02-28,1335.782
2020-03-31,1118.145
2020-04-30,1291.988
2020-05-29,1560.775
2020-06-30,1664.48
2020-07-31,1861.907
2020-08-31,1951.68
2020-09-30,1800.844
2020-10-30,1782.488
2020-11-30,1892.688
2020-12-31,2298.394
2021-01-29,2178.704
2021-02-26,1970.52
2021-03-31,1835.088
2021-04-30,2031.949
2021-05-31,1859.148
2021-06-30,1942.962
2021-07-30,2098.11
2021-08-31,2247.761
2021-09-30,2207.649
2021-10-29,2348.61
2021-11-30,2380.292
2021-12-31,2448.93
2022-01-31,2007.082
2022-02-28,1941.23
2022-03-31,1906.53
2022-04-29,1647.968
2022-05-31,1441.027
2022-06-30,1419.227
2022-07-29,1434.681
2022-08-31,1480.593
2022-09-30,1369.381
2022-10-31,1451.411
2022-11-30,1412.058
2022-12-30,1297.422
2023-01-31,1337.521
2023-02-28,1308.105
2023-03-31,1356.081
2023-04-28,1320.581
2023-05-31,1324.82
2023-06-30,1309.765
2023-07-31,1394.765
2023-08-31,1321.407
2023-09-29,1224.476
2023-10-31,1102.05
2023-11-30,1332.865
2023-12-29,1460.265
2024-01-31,1505.06
2024-02-29,1668.33
2024-03-29,1699.884
2024-04-30,1502.174
2024-05-31,1510.456
2024-06-28,1541.498
2024-07-31,1534.244
2024-08-30,1648.81
2024-09-30,1672.303
2024-10-31,1692.079
2024-11-29,1910.221
2024-12-31,1844.724
2025-01-31,2002.494
2025-02-28,1873.262
2025-03-31,1701.256
2025-04-30,1788.675
2025-05-30,1850.361
