Date,GERMANY SMALL VALUE Small Cap
2001-05-11,251.269
2001-05-14,250.284
2001-05-15,252.488
2001-05-16,253.804
2001-05-17,254.455
2001-05-18,253.388
2001-05-21,253.728
2001-05-22,251.258
2001-05-23,249.298
2001-05-24,248.856
2001-05-25,249.318
2001-05-28,250.458
2001-05-29,248.844
2001-05-30,249.299
2001-05-31,246.502
2001-06-01,246.531
2001-06-04,247.322
2001-06-05,248.206
2001-06-06,247.864
2001-06-07,247.681
2001-06-08,247.207
2001-06-11,245.14
2001-06-12,246.464
2001-06-13,247.229
2001-06-14,248.767
2001-06-15,248.923
2001-06-18,247.739
2001-06-19,246.255
2001-06-20,243.253
2001-06-21,244.336
2001-06-22,244.755
2001-06-25,245.56
2001-06-26,244.208
2001-06-27,244.489
2001-06-28,241.977
2001-06-29,242.137
2001-07-02,241.161
2001-07-03,240.707
2001-07-04,240.674
2001-07-05,236.999
2001-07-06,237.354
2001-07-09,237.941
2001-07-10,239.5
2001-07-11,239.411
2001-07-12,238.247
2001-07-13,238.844
2001-07-16,238.876
2001-07-17,237.808
2001-07-18,241.92
2001-07-19,242.154
2001-07-20,242.441
2001-07-23,240.781
2001-07-24,241.987
2001-07-25,242.379
2001-07-26,241.433
2001-07-27,242.275
2001-07-30,243.421
2001-07-31,244.177
2001-08-01,245.892
2001-08-02,247.596
2001-08-03,248.272
2001-08-06,245.898
2001-08-07,244.09
2001-08-08,244.031
2001-08-09,245.916
2001-08-10,247.892
2001-08-13,248.795
2001-08-14,249.312
2001-08-15,253.476
2001-08-16,251.922
2001-08-17,251.868
2001-08-20,248.785
2001-08-21,248.553
2001-08-22,250.86
2001-08-23,249.249
2001-08-24,250.123
2001-08-27,249.173
2001-08-28,248.135
2001-08-29,247.546
2001-08-30,244.992
2001-08-31,244.356
2001-09-03,243.117
2001-09-04,238.665
2001-09-05,236.952
2001-09-06,235.866
2001-09-07,238.323
2001-09-10,234.006
2001-09-11,232.165
2001-09-12,232.813
2001-09-13,233.927
2001-09-14,234.342
2001-09-17,233.326
2001-09-18,233.391
2001-09-19,234.712
2001-09-20,228.877
2001-09-21,221.619
2001-09-24,224.45
2001-09-25,226.947
2001-09-26,227.854
2001-09-27,227.912
2001-09-28,228.291
2001-10-01,230.123
2001-10-02,230.536
2001-10-03,231.871
2001-10-04,231.467
2001-10-05,232.969
2001-10-08,233.741
2001-10-09,234.065
2001-10-10,231.974
2001-10-11,230.851
2001-10-12,231.614
2001-10-15,233.883
2001-10-16,238.013
2001-10-17,238.563
2001-10-18,236.881
2001-10-19,235.168
2001-10-22,234.667
2001-10-23,234.784
2001-10-24,236.187
2001-10-25,237.558
2001-10-26,237.747
2001-10-29,240.766
2001-10-30,240.314
2001-10-31,239.089
2001-11-01,241.447
2001-11-02,241.17
2001-11-05,240.022
2001-11-06,239.798
2001-11-07,241.153
2001-11-08,240.39
2001-11-09,240.924
2001-11-12,240.284
2001-11-13,238.392
2001-11-14,239.456
2001-11-15,238.902
2001-11-16,240.19
2001-11-19,241.747
2001-11-20,241.616
2001-11-21,240.249
2001-11-22,241.646
2001-11-23,241.385
2001-11-26,242.409
2001-11-27,242.286
2001-11-28,241.424
2001-11-29,242.521
2001-11-30,244.335
2001-12-03,241.979
2001-12-04,242.768
2001-12-05,243.333
2001-12-06,244.631
2001-12-07,245.055
2001-12-10,244.168
2001-12-11,244.169
2001-12-12,245.096
2001-12-13,245.064
2001-12-14,245.647
2001-12-17,246.549
2001-12-18,245.582
2001-12-19,243.914
2001-12-20,243.025
2001-12-21,239.772
2001-12-24,237.34
2001-12-25,237.34
2001-12-26,237.543
2001-12-27,240.478
2001-12-28,238.992
2001-12-31,241.565
2002-01-01,241.565
2002-01-02,245.244
2002-01-03,246.568
2002-01-04,246.124
2002-01-07,247.221
2002-01-08,247.887
2002-01-09,247.685
2002-01-10,247.94
2002-01-11,246.803
2002-01-14,246.543
2002-01-15,245.525
2002-01-16,241.956
2002-01-17,243.572
2002-01-18,244.435
2002-01-21,244.061
2002-01-22,243.809
2002-01-23,245.082
2002-01-24,243.628
2002-01-25,240.168
2002-01-28,238.838
2002-01-29,238.294
2002-01-30,237.986
2002-01-31,237.216
2002-02-01,237.469
2002-02-04,237.991
2002-02-05,236.13
2002-02-06,235.478
2002-02-07,234.588
2002-02-08,235.76
2002-02-11,238.425
2002-02-12,237.223
2002-02-13,236.183
2002-02-14,236.133
2002-02-15,236.621
2002-02-18,235.423
2002-02-19,235.139
2002-02-20,234.029
2002-02-21,234.109
2002-02-22,235.304
2002-02-25,235.102
2002-02-26,235.009
2002-02-27,234.866
2002-02-28,234.951
2002-03-01,235.717
2002-03-04,237.214
2002-03-05,236.669
2002-03-06,238.746
2002-03-07,240.517
2002-03-08,239.036
2002-03-11,239.862
2002-03-12,237.917
2002-03-13,238.878
2002-03-14,240.435
2002-03-15,242.073
2002-03-18,242.479
2002-03-19,243.276
2002-03-20,243.748
2002-03-21,242.482
2002-03-22,241.595
2002-03-25,241.539
2002-03-26,241.056
2002-03-27,239.915
2002-03-28,239.778
2002-03-29,239.796
2002-04-01,241.752
2002-04-02,241.27
2002-04-03,240.841
2002-04-04,241.164
2002-04-05,239.863
2002-04-08,239.096
2002-04-09,238.599
2002-04-10,239.888
2002-04-11,240.989
2002-04-12,240.56
2002-04-15,241.029
2002-04-16,241.925
2002-04-17,243.179
2002-04-18,243.907
2002-04-19,243.768
2002-04-22,243.57
2002-04-23,243.752
2002-04-24,244.252
2002-04-25,244.998
2002-04-26,244.072
2002-04-29,246.506
2002-04-30,246.307
2002-05-01,247.695
2002-05-02,247.385
2002-05-03,249.68
2002-05-06,250.235
2002-05-07,246.894
2002-05-08,247.226
2002-05-09,248.061
2002-05-10,248.949
2002-05-13,248.526
2002-05-14,246.698
2002-05-15,248.818
2002-05-16,249.584
2002-05-17,253.03
2002-05-20,253.188
2002-05-21,251.864
2002-05-22,254.59
2002-05-23,252.674
2002-05-24,252.444
2002-05-27,252.255
2002-05-28,254.317
2002-05-29,255.056
2002-05-30,256.233
2002-05-31,255.476
2002-06-03,255.274
2002-06-04,252.994
2002-06-05,251.017
2002-06-06,253.558
2002-06-07,251.442
2002-06-10,250.866
2002-06-11,249.934
2002-06-12,246.88
2002-06-13,245.561
2002-06-14,240.835
2002-06-17,242.707
2002-06-18,239.995
2002-06-19,239.064
2002-06-20,237.792
2002-06-21,238.806
2002-06-24,236.38
2002-06-25,233.699
2002-06-26,233.784
2002-06-27,238.433
2002-06-28,244.422
2002-07-01,243.883
2002-07-02,238.382
2002-07-03,234.395
2002-07-04,235.438
2002-07-05,238.282
2002-07-08,241.039
2002-07-09,241.083
2002-07-10,235.84
2002-07-11,232.442
2002-07-12,231.784
2002-07-15,230.677
2002-07-16,229.228
2002-07-17,228.88
2002-07-18,231.346
2002-07-19,231.363
2002-07-22,221.597
2002-07-23,211.736
2002-07-24,209.337
2002-07-25,210.606
2002-07-26,207.836
2002-07-29,211.35
2002-07-30,216.202
2002-07-31,212.945
2002-08-01,212.06
2002-08-02,210.852
2002-08-05,202.56
2002-08-06,197.134
2002-08-07,198.655
2002-08-08,200.029
2002-08-09,201.898
2002-08-12,201.258
2002-08-13,202.578
2002-08-14,204.101
2002-08-15,203.666
2002-08-16,205.792
2002-08-19,208.43
2002-08-20,209.463
2002-08-21,212.313
2002-08-22,213.338
2002-08-23,212.179
2002-08-26,211.407
2002-08-27,214.293
2002-08-28,213.422
2002-08-29,213.239
2002-08-30,213.409
2002-09-02,213.029
2002-09-03,211.368
2002-09-04,210.025
2002-09-05,206.221
2002-09-06,207.288
2002-09-09,203.746
2002-09-10,204.002
2002-09-11,204.4
2002-09-12,201.372
2002-09-13,198.765
2002-09-16,193.27
2002-09-17,192.718
2002-09-18,185.236
2002-09-19,184.588
2002-09-20,187.288
2002-09-23,181.732
2002-09-24,175.93
2002-09-25,176.103
2002-09-26,179.024
2002-09-27,176.685
2002-09-30,171.589
2002-10-01,170.731
2002-10-02,171.203
2002-10-03,167.323
2002-10-04,165.045
2002-10-07,160.666
2002-10-08,158.01
2002-10-09,156.517
2002-10-10,157.932
2002-10-11,164.4
2002-10-14,166.219
2002-10-15,174.782
2002-10-16,174.151
2002-10-17,178.827
2002-10-18,180.237
2002-10-21,182.099
2002-10-22,178.368
2002-10-23,173.544
2002-10-24,174.951
2002-10-25,176.393
2002-10-28,178.828
2002-10-29,175.587
2002-10-30,176.969
2002-10-31,181.308
2002-11-01,182.252
2002-11-04,185.308
2002-11-05,187.898
2002-11-06,186.422
2002-11-07,187.326
2002-11-08,188.246
2002-11-11,183.051
2002-11-12,183.698
2002-11-13,183.429
2002-11-14,184.334
2002-11-15,185.404
2002-11-18,186.488
2002-11-19,186.507
2002-11-20,184.039
2002-11-21,186.961
2002-11-22,187.339
2002-11-25,185.43
2002-11-26,184.814
2002-11-27,185.987
2002-11-28,189.79
2002-11-29,193.103
2002-12-02,192.65
2002-12-03,190.912
2002-12-04,193.522
2002-12-05,192.306
2002-12-06,193.738
2002-12-09,191.076
2002-12-10,192.567
2002-12-11,193.015
2002-12-12,190.694
2002-12-13,189.198
2002-12-16,187.895
2002-12-17,189.004
2002-12-18,186.495
2002-12-19,184.528
2002-12-20,186.492
2002-12-23,185.22
2002-12-24,185.986
2002-12-25,185.986
2002-12-26,186.455
2002-12-27,184.979
2002-12-30,189.79
2002-12-31,190.534
2003-01-01,190.534
2003-01-02,193.811
2003-01-03,195.721
2003-01-06,197.596
2003-01-07,195.491
2003-01-08,190.801
2003-01-09,193.151
2003-01-10,195.117
2003-01-13,197.942
2003-01-14,199.044
2003-01-15,199.238
2003-01-16,199.134
2003-01-17,197.203
2003-01-20,196.715
2003-01-21,196.898
2003-01-22,193.44
2003-01-23,191.953
2003-01-24,191.288
2003-01-27,187.712
2003-01-28,187.435
2003-01-29,186.94
2003-01-30,184.21
2003-01-31,186.358
2003-02-03,189.701
2003-02-04,188.653
2003-02-05,189.144
2003-02-06,185.912
2003-02-07,182.342
2003-02-10,181.695
2003-02-11,182.596
2003-02-12,180.504
2003-02-13,180.935
2003-02-14,183.178
2003-02-17,183.942
2003-02-18,183.155
2003-02-19,182.3
2003-02-20,183.081
2003-02-21,182.187
2003-02-24,179.893
2003-02-25,176.174
2003-02-26,174.579
2003-02-27,175.235
2003-02-28,178.526
2003-03-03,180.683
2003-03-04,179.847
2003-03-05,180.963
2003-03-06,177.846
2003-03-07,178.09
2003-03-10,174.049
2003-03-11,172.664
2003-03-12,169.285
2003-03-13,171.113
2003-03-14,171.293
2003-03-17,173.806
2003-03-18,178.791
2003-03-19,181.224
2003-03-20,180.693
2003-03-21,183.643
2003-03-24,181.11
2003-03-25,182.072
2003-03-26,182.222
2003-03-27,181.524
2003-03-28,179.218
2003-03-31,179.627
2003-04-01,180.052
2003-04-02,181.596
2003-04-03,178.803
2003-04-04,181.318
2003-04-07,187.727
2003-04-08,186.519
2003-04-09,188.341
2003-04-10,190.566
2003-04-11,191.305
2003-04-14,192.331
2003-04-15,195.117
2003-04-16,197.868
2003-04-17,200.984
2003-04-18,200.984
2003-04-21,200.118
2003-04-22,203.934
2003-04-23,207.669
2003-04-24,208.236
2003-04-25,208.243
2003-04-28,212.631
2003-04-29,212.545
2003-04-30,217.504
2003-05-01,219.501
2003-05-02,220.791
2003-05-05,224.234
2003-05-06,226.913
2003-05-07,226.476
2003-05-08,222.106
2003-05-09,226.426
2003-05-12,227.27
2003-05-13,225.736
2003-05-14,228.04
2003-05-15,227.981
2003-05-16,230.424
2003-05-19,228.487
2003-05-20,227.137
2003-05-21,224.451
2003-05-22,227.395
2003-05-23,228.874
2003-05-26,230.078
2003-05-27,230.846
2003-05-28,231.804
2003-05-29,234.384
2003-05-30,234.624
2003-06-02,237.768
2003-06-03,237.822
2003-06-04,239.388
2003-06-05,245.065
2003-06-06,245.172
2003-06-09,244.498
2003-06-10,242.329
2003-06-11,244.529
2003-06-12,245.839
2003-06-13,246.739
2003-06-16,250.088
2003-06-17,250.06
2003-06-18,248.45
2003-06-19,246.002
2003-06-20,244.176
2003-06-23,240.323
2003-06-24,240.001
2003-06-25,240.673
2003-06-26,238.631
2003-06-27,239.609
2003-06-30,242.076
2003-07-01,242.305
2003-07-02,244.628
2003-07-03,245.917
2003-07-04,245.416
2003-07-07,246.633
2003-07-08,247.37
2003-07-09,247.306
2003-07-10,246.704
2003-07-11,249.108
2003-07-14,253.035
2003-07-15,253.489
2003-07-16,254.563
2003-07-17,251.436
2003-07-18,255.816
2003-07-21,256.441
2003-07-22,256.924
2003-07-23,256.768
2003-07-24,261.948
2003-07-25,262.814
2003-07-28,264.286
2003-07-29,265.119
2003-07-30,263.573
2003-07-31,264.337
2003-08-01,265.527
2003-08-04,266.161
2003-08-05,265.333
2003-08-06,265.144
2003-08-07,266.974
2003-08-08,267.242
2003-08-11,266.053
2003-08-12,266.846
2003-08-13,270.472
2003-08-14,269.409
2003-08-15,270.93
2003-08-18,271.489
2003-08-19,270.171
2003-08-20,270.261
2003-08-21,271.538
2003-08-22,269.951
2003-08-25,267.72
2003-08-26,265.855
2003-08-27,266.187
2003-08-28,269.979
2003-08-29,274.663
2003-09-01,276.698
2003-09-02,275.893
2003-09-03,278.233
2003-09-04,279.416
2003-09-05,283.24
2003-09-08,286.978
2003-09-09,285.367
2003-09-10,282.1
2003-09-11,283.667
2003-09-12,285.338
2003-09-15,287.993
2003-09-16,285.5
2003-09-17,287.684
2003-09-18,289.563
2003-09-19,294.21
2003-09-22,290.568
2003-09-23,288.166
2003-09-24,285.671
2003-09-25,287.512
2003-09-26,286.729
2003-09-29,289.642
2003-09-30,289.226
2003-10-01,293.535
2003-10-02,291.28
2003-10-03,295.161
2003-10-06,297.949
2003-10-07,298.576
2003-10-08,300.832
2003-10-09,303.592
2003-10-10,305.584
2003-10-13,307.045
2003-10-14,307.758
2003-10-15,309.946
2003-10-16,313.84
2003-10-17,310.994
2003-10-20,313.012
2003-10-21,315.642
2003-10-22,315.043
2003-10-23,313.598
2003-10-24,313.874
2003-10-27,315.852
2003-10-28,316.56
2003-10-29,319.521
2003-10-30,321.05
2003-10-31,322.731
2003-11-03,321.359
2003-11-04,318.387
2003-11-05,314.705
2003-11-06,311.675
2003-11-07,315.453
2003-11-10,315.489
2003-11-11,314.106
2003-11-12,318.437
2003-11-13,319.237
2003-11-14,321.439
2003-11-17,316.559
2003-11-18,317.495
2003-11-19,315.391
2003-11-20,313.409
2003-11-21,316.335
2003-11-24,316.722
2003-11-25,321.409
2003-11-26,325.282
2003-11-27,326.618
2003-11-28,329.652
2003-12-01,331.341
2003-12-02,335.466
2003-12-03,338.751
2003-12-04,337.758
2003-12-05,338.352
2003-12-08,338.253
2003-12-09,337.682
2003-12-10,337.788
2003-12-11,335.875
2003-12-12,341.061
2003-12-15,340.845
2003-12-16,343.019
2003-12-17,344.056
2003-12-18,344.423
2003-12-19,342.111
2003-12-22,344.216
2003-12-23,344.555
2003-12-24,345.526
2003-12-25,345.526
2003-12-26,345.388
2003-12-29,348.668
2003-12-30,351.422
2003-12-31,353.75
2004-01-01,353.75
2004-01-02,356.749
2004-01-05,361.282
2004-01-06,364.403
2004-01-07,363.212
2004-01-08,366.784
2004-01-09,373.674
2004-01-12,372.111
2004-01-13,372.334
2004-01-14,371.591
2004-01-15,369.922
2004-01-16,366.416
2004-01-19,370.495
2004-01-20,374.917
2004-01-21,377.024
2004-01-22,382.924
2004-01-23,381.359
2004-01-26,375.66
2004-01-27,379.068
2004-01-28,379.076
2004-01-29,370.201
2004-01-30,371.307
2004-02-02,373.444
2004-02-03,376.605
2004-02-04,373.403
2004-02-05,375.41
2004-02-06,380.017
2004-02-09,382.216
2004-02-10,384.132
2004-02-11,385.957
2004-02-12,391.731
2004-02-13,390.536
2004-02-16,392.374
2004-02-17,394.977
2004-02-18,394.414
2004-02-19,391.761
2004-02-20,388.399
2004-02-23,388.347
2004-02-24,386.15
2004-02-25,379.992
2004-02-26,377.378
2004-02-27,379.367
2004-03-01,381.412
2004-03-02,377.877
2004-03-03,371.806
2004-03-04,373.439
2004-03-05,380.803
2004-03-08,379.297
2004-03-09,379.517
2004-03-10,370.364
2004-03-11,361.526
2004-03-12,359.51
2004-03-15,354.097
2004-03-16,353.991
2004-03-17,353.221
2004-03-18,354.958
2004-03-19,350.981
2004-03-22,344.812
2004-03-23,344.412
2004-03-24,343.545
2004-03-25,346.591
2004-03-26,348.242
2004-03-29,353.179
2004-03-30,353.658
2004-03-31,360.011
2004-04-01,363.614
2004-04-02,362.3
2004-04-05,358.205
2004-04-06,359.519
2004-04-07,363.662
2004-04-08,362.948
2004-04-09,362.948
2004-04-12,361.929
2004-04-13,358.107
2004-04-14,355.179
2004-04-15,355.592
2004-04-16,360.207
2004-04-19,361.743
2004-04-20,360.906
2004-04-21,359.041
2004-04-22,357.693
2004-04-23,359.83
2004-04-26,362.201
2004-04-27,363.077
2004-04-28,356.853
2004-04-29,355.32
2004-04-30,357.812
2004-05-03,357.067
2004-05-04,359.784
2004-05-05,360.739
2004-05-06,351.884
2004-05-07,346.87
2004-05-10,334.818
2004-05-11,336.581
2004-05-12,336.842
2004-05-13,338.667
2004-05-14,337.998
2004-05-17,335.811
2004-05-18,337.983
2004-05-19,345.697
2004-05-20,341.206
2004-05-21,344.629
2004-05-24,344.571
2004-05-25,347.426
2004-05-26,349.144
2004-05-27,354.461
2004-05-28,353.72
2004-05-31,355.729
2004-06-01,353.972
2004-06-02,357.417
2004-06-03,356.916
2004-06-04,359.479
2004-06-07,364.811
2004-06-08,363.187
2004-06-09,356.262
2004-06-10,358.553
2004-06-11,356.012
2004-06-14,356.673
2004-06-15,357.981
2004-06-16,358.956
2004-06-17,360.772
2004-06-18,362.816
2004-06-21,362.258
2004-06-22,360.031
2004-06-23,363.932
2004-06-24,367.433
2004-06-25,366.07
2004-06-28,369.243
2004-06-29,368.033
2004-06-30,370.298
2004-07-01,371.217
2004-07-02,373.091
2004-07-05,371.096
2004-07-06,369.897
2004-07-07,372.222
2004-07-08,372.744
2004-07-09,372.488
2004-07-12,371.683
2004-07-13,369.123
2004-07-14,370.66
2004-07-15,368.604
2004-07-16,373.192
2004-07-19,371.52
2004-07-20,370.366
2004-07-21,369.282
2004-07-22,367.779
2004-07-23,363.97
2004-07-26,362.492
2004-07-27,360.795
2004-07-28,360.979
2004-07-29,365.855
2004-07-30,366.942
2004-08-02,364.566
2004-08-03,366.222
2004-08-04,361.054
2004-08-05,363.081
2004-08-06,363.25
2004-08-09,357.221
2004-08-10,361.764
2004-08-11,356.864
2004-08-12,357.358
2004-08-13,360.312
2004-08-16,363.484
2004-08-17,364.518
2004-08-18,365.234
2004-08-19,368.217
2004-08-20,368.107
2004-08-23,366.208
2004-08-24,365.106
2004-08-25,362.669
2004-08-26,363.26
2004-08-27,363.397
2004-08-30,363.04
2004-08-31,361.718
2004-09-01,362.98
2004-09-02,363.872
2004-09-03,363.145
2004-09-06,364.922
2004-09-07,365.613
2004-09-08,367.189
2004-09-09,367.964
2004-09-10,375.651
2004-09-13,377.062
2004-09-14,376.926
2004-09-15,371.12
2004-09-16,371.558
2004-09-17,373.981
2004-09-20,372.916
2004-09-21,376.46
2004-09-22,375.981
2004-09-23,375.859
2004-09-24,374.305
2004-09-27,373.164
2004-09-28,375.051
2004-09-29,377.185
2004-09-30,380.045
2004-10-01,382.507
2004-10-04,380.182
2004-10-05,384.02
2004-10-06,381.406
2004-10-07,382.983
2004-10-08,386.883
2004-10-11,386.322
2004-10-12,380.578
2004-10-13,379.928
2004-10-14,382.856
2004-10-15,384.491
2004-10-18,386.122
2004-10-19,388.016
2004-10-20,387.779
2004-10-21,390.756
2004-10-22,392.588
2004-10-25,390.813
2004-10-26,389.06
2004-10-27,392.16
2004-10-28,392.197
2004-10-29,390.29
2004-11-01,393.722
2004-11-02,392.301
2004-11-03,395.219
2004-11-04,399.887
2004-11-05,403.086
2004-11-08,405.357
2004-11-09,404.346
2004-11-10,405.232
2004-11-11,405.292
2004-11-12,405.457
2004-11-15,408.335
2004-11-16,409.178
2004-11-17,413.978
2004-11-18,414.166
2004-11-19,417.314
2004-11-22,412.75
2004-11-23,416.823
2004-11-24,419.604
2004-11-25,422.361
2004-11-26,423.558
2004-11-29,426.178
2004-11-30,427.44
2004-12-01,427.993
2004-12-02,428.56
2004-12-03,433.048
2004-12-06,433.213
2004-12-07,435.571
2004-12-08,429.257
2004-12-09,426.654
2004-12-10,427.954
2004-12-13,432.553
2004-12-14,433.366
2004-12-15,440.437
2004-12-16,437.267
2004-12-17,435.21
2004-12-20,440.468
2004-12-21,438.878
2004-12-22,440.543
2004-12-23,444.656
2004-12-24,445.808
2004-12-27,447.122
2004-12-28,447.524
2004-12-29,446.357
2004-12-30,449.214
2004-12-31,447.978
2005-01-03,449.725
2005-01-04,447.794
2005-01-05,442.761
2005-01-06,438.935
2005-01-07,439.89
2005-01-10,441.606
2005-01-11,441.001
2005-01-12,446.571
2005-01-13,445.013
2005-01-14,443.088
2005-01-17,445.469
2005-01-18,443.325
2005-01-19,445.495
2005-01-20,440.213
2005-01-21,442.208
2005-01-24,444.531
2005-01-25,444.471
2005-01-26,450.27
2005-01-27,448.809
2005-01-28,448.758
2005-01-31,451.823
2005-02-01,453.26
2005-02-02,459.099
2005-02-03,454.864
2005-02-04,455.478
2005-02-07,453.79
2005-02-08,451.53
2005-02-09,453.186
2005-02-10,454.645
2005-02-11,460.035
2005-02-14,462.525
2005-02-15,463.734
2005-02-16,462.566
2005-02-17,469.758
2005-02-18,471.385
2005-02-21,471.924
2005-02-22,474.448
2005-02-23,468.226
2005-02-24,470.874
2005-02-25,475.081
2005-02-28,480.242
2005-03-01,480.247
2005-03-02,476.688
2005-03-03,476.707
2005-03-04,481.807
2005-03-07,479.342
2005-03-08,484.411
2005-03-09,486.176
2005-03-10,486.409
2005-03-11,487.576
2005-03-14,483.54
2005-03-15,482.331
2005-03-16,481.386
2005-03-17,479.326
2005-03-18,476.448
2005-03-21,469.738
2005-03-22,470.017
2005-03-23,456.755
2005-03-24,456.495
2005-03-25,456.495
2005-03-28,453.291
2005-03-29,453.786
2005-03-30,456.789
2005-03-31,461.144
2005-04-01,462.136
2005-04-04,455.972
2005-04-05,457.995
2005-04-06,459.982
2005-04-07,462.731
2005-04-08,464.07
2005-04-11,468.212
2005-04-12,464.247
2005-04-13,469.404
2005-04-14,463.55
2005-04-15,459.024
2005-04-18,449.652
2005-04-19,452.677
2005-04-20,455.375
2005-04-21,456.559
2005-04-22,454.258
2005-04-25,450.345
2005-04-26,448.935
2005-04-27,443.478
2005-04-28,438.115
2005-04-29,437.027
2005-05-02,439.02
2005-05-03,443.53
2005-05-04,445.072
2005-05-05,448.066
2005-05-06,447.91
2005-05-09,448.279
2005-05-10,451.033
2005-05-11,450.065
2005-05-12,449.467
2005-05-13,447.435
2005-05-16,445.998
2005-05-17,446.74
2005-05-18,452.41
2005-05-19,457.078
2005-05-20,455.633
2005-05-23,460.609
2005-05-24,461.28
2005-05-25,461.67
2005-05-26,461.335
2005-05-27,462.929
2005-05-30,465.461
2005-05-31,459.474
2005-06-01,459.525
2005-06-02,459.759
2005-06-03,460.273
2005-06-06,461.232
2005-06-07,462.909
2005-06-08,467.042
2005-06-09,461.528
2005-06-10,463.541
2005-06-13,464.769
2005-06-14,464.513
2005-06-15,466.357
2005-06-16,467.306
2005-06-17,474.295
2005-06-20,469.063
2005-06-21,468.582
2005-06-22,468.785
2005-06-23,466.24
2005-06-24,465.39
2005-06-27,465.738
2005-06-28,466.227
2005-06-29,470.427
2005-06-30,474.681
2005-07-01,470.17
2005-07-04,470.55
2005-07-05,470.182
2005-07-06,473.795
2005-07-07,471.872
2005-07-08,477.43
2005-07-11,488.287
2005-07-12,493.289
2005-07-13,491.943
2005-07-14,493.262
2005-07-15,491.552
2005-07-18,491.69
2005-07-19,490.498
2005-07-20,493.257
2005-07-21,499.285
2005-07-22,502.032
2005-07-25,501.562
2005-07-26,501.806
2005-07-27,506.583
2005-07-28,510.408
2005-07-29,511.891
2005-08-01,516.841
2005-08-02,520.139
2005-08-03,524.688
2005-08-04,526.083
2005-08-05,525.276
2005-08-08,529.517
2005-08-09,533.671
2005-08-10,536.319
2005-08-11,534.117
2005-08-12,531.85
2005-08-15,529.117
2005-08-16,526.588
2005-08-17,522.949
2005-08-18,514.628
2005-08-19,516.543
2005-08-22,523.319
2005-08-23,521.953
2005-08-24,524.814
2005-08-25,523.24
2005-08-26,527.218
2005-08-29,521.664
2005-08-30,521.377
2005-08-31,530.156
2005-09-01,542.37
2005-09-02,544.307
2005-09-05,547.106
2005-09-06,549.266
2005-09-07,550.568
2005-09-08,548.071
2005-09-09,550.009
2005-09-12,544.117
2005-09-13,538.587
2005-09-14,540.201
2005-09-15,539.736
2005-09-16,542.633
2005-09-19,543.044
2005-09-20,549.621
2005-09-21,548.658
2005-09-22,541.781
2005-09-23,539.906
2005-09-26,544.739
2005-09-27,543.885
2005-09-28,547.703
2005-09-29,547.686
2005-09-30,556.929
2005-10-03,551.788
2005-10-04,557.202
2005-10-05,548.686
2005-10-06,546.445
2005-10-07,546.749
2005-10-10,545.317
2005-10-11,544.759
2005-10-12,540.067
2005-10-13,521.011
2005-10-14,528.668
2005-10-17,526.782
2005-10-18,522.666
2005-10-19,508.537
2005-10-20,509.382
2005-10-21,501.247
2005-10-24,511.201
2005-10-25,516.69
2005-10-26,517.703
2005-10-27,513.389
2005-10-28,509.68
2005-10-31,514.783
2005-11-01,518.306
2005-11-02,521.246
2005-11-03,521.659
2005-11-04,514.062
2005-11-07,517.543
2005-11-08,517.47
2005-11-09,514.448
