Date,UNITED KINGDOM SMID CAP SMID (Small+Mid Cap)
2008-11-28,409.343
2008-12-31,396.27
2009-01-30,385.48
2009-02-27,368.299
2009-03-31,388.329
2009-04-30,462.046
2009-05-29,508.716
2009-06-30,511.17
2009-07-31,557.634
2009-08-31,598.658
2009-09-30,615.349
2009-10-30,620.063
2009-11-30,629.363
2009-12-31,648.318
2010-01-29,630.501
2010-02-26,608.443
2010-03-31,658.583
2010-04-30,674.704
2010-05-31,602.046
2010-06-30,604.398
2010-07-30,674.52
2010-08-31,654.386
2010-09-30,726.602
2010-10-29,751.98
2010-11-30,712.7
2010-12-31,777.95
2011-01-31,793.362
2011-02-28,825.128
2011-03-31,803.618
2011-04-29,874.097
2011-05-31,862.969
2011-06-30,832.714
2011-07-29,826.215
2011-08-31,758.939
2011-09-30,681.767
2011-10-31,754.096
2011-11-30,725.169
2011-12-30,709.336
2012-01-31,761.942
2012-02-29,825.775
2012-03-30,832.945
2012-04-30,837.61
2012-05-31,745.853
2012-06-29,786.407
2012-07-31,801.483
2012-08-31,844.111
2012-09-28,879.233
2012-10-31,893.864
2012-11-30,908.509
2012-12-31,937.595
2013-01-31,958.911
2013-02-28,955.611
2013-03-29,977.825
2013-04-30,1007.994
2013-05-31,1025.227
2013-06-28,982.281
2013-07-31,1065.721
2013-08-30,1063.226
2013-09-30,1139.578
2013-10-31,1181.926
2013-11-29,1195.262
2013-12-31,1245.533
2014-01-31,1221.354
2014-02-28,1330.275
2014-03-31,1282.121
2014-04-30,1283.918
2014-05-30,1296.273
2014-06-30,1291.361
2014-07-31,1254.495
2014-08-29,1265.646
2014-09-30,1193.517
2014-10-31,1191.225
2014-11-28,1206.501
2014-12-31,1216.87
2015-01-30,1200.95
2015-02-27,1295.983
2015-03-31,1236.387
2015-04-30,1312.914
2015-05-29,1354.28
2015-06-30,1334.73
2015-07-31,1357.405
2015-08-31,1293.872
2015-09-30,1242.398
2015-10-30,1309.235
2015-11-30,1289.625
2015-12-31,1256.609
2016-01-29,1144.571
2016-02-29,1132.25
2016-03-31,1209.947
2016-04-29,1226.794
2016-05-31,1243.637
2016-06-30,1092.299
2016-07-29,1156.955
2016-08-31,1167.338
2016-09-30,1171.004
2016-10-31,1078.912
2016-11-30,1095.228
2016-12-30,1125.979
2017-01-31,1150.549
2017-02-28,1172.909
2017-03-31,1195.861
2017-04-28,1276.919
2017-05-31,1303.594
2017-06-30,1268.996
2017-07-31,1320.612
2017-08-31,1310.362
2017-09-29,1365.141
2017-10-31,1379.893
2017-11-30,1377.93
2017-12-29,1434.199
2018-01-31,1487.642
2018-02-28,1403.393
2018-03-30,1403.743
2018-04-30,1459.316
2018-05-31,1459.979
2018-06-29,1439.086
2018-07-31,1430.641
2018-08-31,1407.141
2018-09-28,1392.252
2018-10-31,1261.473
2018-11-30,1222.312
2018-12-31,1163.801
2019-01-31,1285.834
2019-02-28,1330.059
2019-03-29,1313.356
2019-04-30,1375.473
2019-05-31,1275.335
2019-06-28,1327.425
2019-07-31,1299.295
2019-08-30,1257.684
2019-09-30,1316.018
2019-10-31,1384.502
2019-11-29,1434.951
2019-12-31,1537.551
2020-01-31,1480.754
2020-02-28,1312.767
2020-03-31,987.073
2020-04-30,1097.329
2020-05-29,1140.587
2020-06-30,1145.732
2020-07-31,1198.576
2020-08-31,1295.174
2020-09-30,1239.021
2020-10-30,1208.458
2020-11-30,1402.708
2020-12-31,1521.442
2021-01-29,1514.568
2021-02-26,1574.957
2021-03-31,1614.501
2021-04-30,1709.611
2021-05-31,1762.017
2021-06-30,1702.935
2021-07-30,1761.81
2021-08-31,1812.278
2021-09-30,1705.197
2021-10-29,1751.52
2021-11-30,1654.025
2021-12-31,1771.453
2022-01-31,1629.794
2022-02-28,1573.313
2022-03-31,1520.703
2022-04-29,1422.663
2022-05-31,1391.557
2022-06-30,1226.973
2022-07-29,1333.544
2022-08-31,1191.734
2022-09-30,1034.217
2022-10-31,1117.456
2022-11-30,1247.411
2022-12-30,1235.071
2023-01-31,1365.813
2023-02-28,1359.472
2023-03-31,1348.317
2023-04-28,1424.066
2023-05-31,1348.849
2023-06-30,1372.909
2023-07-31,1461.243
2023-08-31,1399.562
2023-09-29,1327.296
2023-10-31,1243.773
2023-11-30,1395.213
2023-12-29,1513.967
2024-01-31,1482.933
2024-02-29,1474.112
2024-03-29,1534.054
2024-04-30,1492.551
2024-05-31,1582.981
2024-06-28,1540.87
2024-07-31,1646.921
2024-08-30,1673.092
2024-09-30,1704.69
2024-10-31,1570.696
2024-11-29,1606.343
2024-12-31,1551.261
2025-01-31,1596.379
2025-02-28,1585.646
2025-03-31,1556.641
2025-04-30,1662.91
2025-05-30,1782.04
2025-06-30,1846.07
