Date,GERMANY SMALL GROWTH Small Cap
1994-05-31,584.857
1994-06-30,581.603
1994-07-29,589.34
1994-08-31,597.89
1994-09-30,579.552
1994-10-31,591.619
1994-11-30,557.183
1994-12-30,571.015
1995-01-31,564.852
1995-02-28,582.656
1995-03-31,590.547
1995-04-28,590.186
1995-05-31,592.507
1995-06-30,621.217
1995-07-31,640.94
1995-08-31,601.117
1995-09-29,601.444
1995-10-31,580.338
1995-11-30,555.868
1995-12-29,577.962
1996-01-31,564.556
1996-02-29,567.792
1996-03-29,552.115
1996-04-30,530.638
1996-05-31,537.196
1996-06-28,548.726
1996-07-31,545.764
1996-08-30,544.245
1996-09-30,528.744
1996-10-31,531.474
1996-11-29,531.868
1996-12-31,537.76
1997-01-31,533.652
1997-02-28,545.75
1997-03-31,573.785
1997-04-30,554.865
1997-05-30,588.642
1997-06-30,595.772
1997-07-31,594.853
1997-08-29,580.709
1997-09-30,589.106
1997-10-31,581.554
1997-11-28,560.224
1997-12-31,560.275
1998-01-30,570.236
1998-02-27,624.734
1998-03-31,671.701
1998-04-30,725.42
1998-05-29,778.941
1998-06-30,760.602
1998-07-31,825.687
1998-08-31,723.848
1998-09-30,697.35
1998-10-30,715.65
1998-11-30,744.97
1998-12-31,768.856
1999-01-29,824.321
1999-02-26,811.066
1999-03-31,755.46
1999-04-30,765.58
1999-05-31,737.569
1999-06-30,751.842
1999-07-30,756.823
1999-08-31,723.753
1999-09-30,694.289
1999-10-29,698.024
1999-11-30,716.91
1999-12-31,792.252
2000-01-31,896.853
2000-02-29,1064.387
2000-03-31,1006.083
2000-04-28,948.076
2000-05-31,862.548
2000-06-30,858.826
2000-07-31,834.51
2000-08-31,810.778
2000-09-29,746.834
2000-10-31,649.106
2000-11-30,526.204
2000-12-29,545.812
2001-01-31,567.601
2001-02-28,469.298
2001-03-30,381.336
2001-04-30,405.419
2001-05-31,382.522
2001-06-29,338.648
2001-07-31,321.001
2001-08-31,309.186
2001-09-28,266.556
2001-10-31,289.128
2001-11-30,306.788
2001-12-31,293.986
2002-01-31,289.147
2002-02-28,281.039
2002-03-29,285.294
2002-04-30,286.467
2002-05-31,292.334
2002-06-28,271.126
2002-07-31,220.91
2002-08-30,209.663
2002-09-30,174.714
2002-10-31,204.219
2002-11-29,215.096
2002-12-31,198.549
2003-01-31,208.926
2003-02-28,194.088
2003-03-31,200.623
2003-04-30,238.654
2003-05-30,269.778
2003-06-30,272.052
2003-07-31,285.799
2003-08-29,301.311
2003-09-30,309.347
2003-10-31,342.735
2003-11-28,354.901
2003-12-31,371.115
2004-01-30,404.596
2004-02-27,417.81
2004-03-31,403.828
2004-04-30,406.65
2004-05-31,402.62
2004-06-30,416.336
2004-07-30,376.551
2004-08-31,362.705
2004-09-30,388.515
2004-10-29,395.821
2004-11-30,428.059
2004-12-31,453.891
2005-01-31,453.126
2005-02-28,489.736
2005-03-31,463.922
2005-04-29,447.435
2005-05-31,450.827
2005-06-30,472.066
2005-07-29,516.557
2005-08-31,511.477
2005-09-30,525.695
2005-10-31,491.089
2005-11-30,506.686
2005-12-30,513.54
2006-01-31,590.372
2006-02-28,617.64
2006-03-31,645.385
2006-04-28,701.22
2006-05-31,656.633
2006-06-30,638.894
2006-07-31,621.749
2006-08-31,651.864
2006-09-29,681.534
2006-10-31,702.046
2006-11-30,749.808
2006-12-29,802.563
2007-01-31,844.305
2007-02-28,857.084
2007-03-30,916.496
2007-04-30,975.692
2007-05-31,1000.0
2007-06-29,1009.146
2007-07-31,1006.562
2007-08-31,961.637
2007-09-28,1000.409
2007-10-31,1039.535
2007-11-30,973.87
2007-12-31,973.479
2008-01-31,847.304
2008-02-29,893.184
2008-03-31,911.778
2008-04-30,947.73
2008-05-30,968.995
2008-06-30,920.065
2008-07-31,851.361
2008-08-29,832.002
2008-09-30,638.219
2008-10-31,430.644
2008-11-28,419.641
2008-12-31,484.636
2009-01-30,415.256
2009-02-27,377.129
2009-03-31,400.109
2009-04-30,469.366
2009-05-29,528.29
2009-06-30,531.813
2009-07-31,559.81
2009-08-31,595.378
2009-09-30,672.907
2009-10-30,656.104
2009-11-30,708.12
2009-12-31,710.674
2010-01-29,688.28
2010-02-26,672.428
2010-03-31,715.867
2010-04-30,706.566
2010-05-31,619.146
2010-06-30,611.366
2010-07-30,678.221
2010-08-31,641.599
2010-09-30,726.181
2010-10-29,785.606
2010-11-30,732.495
2010-12-31,834.415
2011-01-31,855.068
2011-02-28,864.717
2011-03-31,905.297
2011-04-29,974.524
2011-05-31,943.485
2011-06-30,946.515
2011-07-29,879.933
2011-08-31,790.989
2011-09-30,666.27
2011-10-31,739.02
2011-11-30,703.803
2011-12-30,663.186
2012-01-31,718.819
2012-02-29,772.389
2012-03-30,772.211
2012-04-30,794.66
2012-05-31,706.769
2012-06-29,725.645
2012-07-31,732.886
2012-08-31,756.669
2012-09-28,784.708
2012-10-31,815.861
2012-11-30,837.822
2012-12-31,857.757
2013-01-31,897.617
2013-02-28,916.345
2013-03-29,904.342
2013-04-30,917.639
2013-05-31,960.048
2013-06-28,917.984
2013-07-31,961.806
2013-08-30,962.143
2013-09-30,1037.999
2013-10-31,1079.364
2013-11-29,1096.192
2013-12-31,1119.255
2014-01-31,1123.95
2014-02-28,1194.646
2014-03-31,1162.406
2014-04-30,1158.369
2014-05-30,1204.722
2014-06-30,1207.786
2014-07-31,1098.91
2014-08-29,1096.667
2014-09-30,1047.46
2014-10-31,1035.901
2014-11-28,1103.802
2014-12-31,1099.688
2015-01-30,1098.191
2015-02-27,1169.23
2015-03-31,1124.787
2015-04-30,1157.533
2015-05-29,1181.486
2015-06-30,1158.663
2015-07-31,1196.627
2015-08-31,1167.15
2015-09-30,1145.25
2015-10-30,1197.974
2015-11-30,1194.554
2015-12-31,1227.275
2016-01-29,1121.334
2016-02-29,1105.061
2016-03-31,1211.029
2016-04-29,1193.889
2016-05-31,1232.252
2016-06-30,1170.77
2016-07-29,1250.993
2016-08-31,1248.632
2016-09-30,1286.487
2016-10-31,1215.05
2016-11-30,1149.379
2016-12-30,1190.943
2017-01-31,1252.835
2017-02-28,1277.094
2017-03-31,1343.928
2017-04-28,1430.167
2017-05-31,1564.431
2017-06-30,1534.687
2017-07-31,1652.045
2017-08-31,1709.895
2017-09-29,1828.75
2017-10-31,1866.153
2017-11-30,1894.107
2017-12-29,1924.693
2018-01-31,2085.525
2018-02-28,2008.714
2018-03-30,1956.315
2018-04-30,1982.092
2018-05-31,1961.747
2018-06-29,1882.138
2018-07-31,1973.824
2018-08-31,2008.447
2018-09-28,1882.142
2018-10-31,1667.495
2018-11-30,1619.1
2018-12-31,1492.522
2019-01-31,1663.971
2019-02-28,1721.83
2019-03-29,1737.883
2019-04-30,1857.502
2019-05-31,1707.941
2019-06-28,1823.566
2019-07-31,1799.435
2019-08-30,1728.332
2019-09-30,1741.1
2019-10-31,1845.754
2019-11-29,1925.511
2019-12-31,2046.006
2020-01-31,2002.091
2020-02-28,1836.606
2020-03-31,1598.797
2020-04-30,1759.154
2020-05-29,2010.093
2020-06-30,2101.502
2020-07-31,2209.283
2020-08-31,2320.84
2020-09-30,2303.259
2020-10-30,2098.333
2020-11-30,2530.512
2020-12-31,2792.286
2021-01-29,2932.731
2021-02-26,2951.143
2021-03-31,2859.97
2021-04-30,3076.235
2021-05-31,3116.909
2021-06-30,3056.05
2021-07-30,3088.685
2021-08-31,3249.791
2021-09-30,3131.85
2021-10-29,3206.544
2021-11-30,2957.538
2021-12-31,3035.563
2022-01-31,2716.576
2022-02-28,2579.858
2022-03-31,2519.656
2022-04-29,2286.2
2022-05-31,2322.617
2022-06-30,1933.734
2022-07-29,2062.097
2022-08-31,1854.421
2022-09-30,1562.733
2022-10-31,1693.849
2022-11-30,1953.829
2022-12-30,1923.907
2023-01-31,2159.784
2023-02-28,2149.345
2023-03-31,2180.32
2023-04-28,2205.895
2023-05-31,2081.834
2023-06-30,2194.386
2023-07-31,2282.943
2023-08-31,2174.519
2023-09-29,1940.603
2023-10-31,1814.537
2023-11-30,2035.022
2023-12-29,2170.959
2024-01-31,2031.579
2024-02-29,2040.539
2024-03-29,2086.391
2024-04-30,1988.257
2024-05-31,2064.464
2024-06-28,1900.209
2024-07-31,1954.972
2024-08-30,1962.947
2024-09-30,1956.807
2024-10-31,1833.882
2024-11-29,1781.739
2024-12-31,1761.894
2025-01-31,1846.28
2025-02-28,1895.204
2025-03-31,1935.057
2025-04-30,2169.598
2025-05-30,2365.357
2025-06-30,2475.469
2025-07-31,2402.641
2025-08-29,2335.55
