Date,GERMANY SMALL GROWTH Small Cap
2003-05-15,258.055
2003-05-16,261.603
2003-05-19,260.659
2003-05-20,258.576
2003-05-21,255.238
2003-05-22,259.414
2003-05-23,261.821
2003-05-26,265.139
2003-05-27,265.474
2003-05-28,267.485
2003-05-29,269.035
2003-05-30,269.778
2003-06-02,273.167
2003-06-03,270.813
2003-06-04,272.999
2003-06-05,276.25
2003-06-06,275.987
2003-06-09,276.151
2003-06-10,276.949
2003-06-11,280.38
2003-06-12,282.995
2003-06-13,282.444
2003-06-16,285.843
2003-06-17,283.987
2003-06-18,282.999
2003-06-19,280.498
2003-06-20,277.608
2003-06-23,271.659
2003-06-24,270.78
2003-06-25,270.307
2003-06-26,270.021
2003-06-27,268.307
2003-06-30,272.052
2003-07-01,270.134
2003-07-02,272.995
2003-07-03,272.79
2003-07-04,272.996
2003-07-07,273.897
2003-07-08,274.437
2003-07-09,274.144
2003-07-10,272.104
2003-07-11,272.137
2003-07-14,276.518
2003-07-15,276.576
2003-07-16,277.704
2003-07-17,275.464
2003-07-18,279.855
2003-07-21,279.454
2003-07-22,279.572
2003-07-23,280.291
2003-07-24,288.187
2003-07-25,288.089
2003-07-28,287.559
2003-07-29,287.586
2003-07-30,284.6
2003-07-31,285.799
2003-08-01,286.241
2003-08-04,285.725
2003-08-05,288.74
2003-08-06,286.995
2003-08-07,285.805
2003-08-08,289.577
2003-08-11,288.89
2003-08-12,291.905
2003-08-13,295.335
2003-08-14,294.891
2003-08-15,295.366
2003-08-18,297.262
2003-08-19,296.121
2003-08-20,295.461
2003-08-21,295.283
2003-08-22,294.724
2003-08-25,295.639
2003-08-26,292.784
2003-08-27,293.826
2003-08-28,294.851
2003-08-29,301.311
2003-09-01,306.579
2003-09-02,300.571
2003-09-03,304.395
2003-09-04,308.016
2003-09-05,311.312
2003-09-08,314.906
2003-09-09,316.268
2003-09-10,309.859
2003-09-11,308.897
2003-09-12,312.014
2003-09-15,317.353
2003-09-16,316.729
2003-09-17,318.24
2003-09-18,318.517
2003-09-19,322.016
2003-09-22,316.753
2003-09-23,314.904
2003-09-24,312.92
2003-09-25,309.136
2003-09-26,305.506
2003-09-29,309.639
2003-09-30,309.347
2003-10-01,311.827
2003-10-02,312.465
2003-10-03,315.901
2003-10-06,319.855
2003-10-07,319.687
2003-10-08,325.35
2003-10-09,327.867
2003-10-10,328.509
2003-10-13,329.578
2003-10-14,328.435
2003-10-15,334.051
2003-10-16,336.124
2003-10-17,330.862
2003-10-20,331.003
2003-10-21,332.312
2003-10-22,333.481
2003-10-23,333.02
2003-10-24,333.458
2003-10-27,336.002
2003-10-28,336.731
2003-10-29,340.208
2003-10-30,342.54
2003-10-31,342.735
2003-11-03,345.011
2003-11-04,342.861
2003-11-05,335.83
2003-11-06,336.06
2003-11-07,339.817
2003-11-10,337.501
2003-11-11,334.294
2003-11-12,340.151
2003-11-13,344.938
2003-11-14,347.566
2003-11-17,340.712
2003-11-18,344.911
2003-11-19,343.682
2003-11-20,344.128
2003-11-21,343.82
2003-11-24,344.333
2003-11-25,349.785
2003-11-26,349.243
2003-11-27,351.331
2003-11-28,354.901
2003-12-01,357.058
2003-12-02,360.746
2003-12-03,363.053
2003-12-04,361.042
2003-12-05,362.172
2003-12-08,362.349
2003-12-09,362.075
2003-12-10,360.937
2003-12-11,355.52
2003-12-12,360.595
2003-12-15,361.802
2003-12-16,356.539
2003-12-17,356.836
2003-12-18,359.053
2003-12-19,358.838
2003-12-22,360.492
2003-12-23,362.626
2003-12-24,363.647
2003-12-25,363.647
2003-12-26,363.501
2003-12-29,366.978
2003-12-30,368.673
2003-12-31,371.115
2004-01-01,371.115
2004-01-02,377.145
2004-01-05,382.561
2004-01-06,385.737
2004-01-07,384.568
2004-01-08,392.062
2004-01-09,395.43
2004-01-12,393.341
2004-01-13,393.492
2004-01-14,391.884
2004-01-15,392.981
2004-01-16,394.893
2004-01-19,400.806
2004-01-20,402.599
2004-01-21,403.836
2004-01-22,411.257
2004-01-23,410.745
2004-01-26,405.78
2004-01-27,409.802
2004-01-28,411.239
2004-01-29,400.038
2004-01-30,404.596
2004-02-02,408.258
2004-02-03,411.899
2004-02-04,408.721
2004-02-05,409.367
2004-02-06,417.891
2004-02-09,422.794
2004-02-10,424.961
2004-02-11,425.186
2004-02-12,432.007
2004-02-13,431.653
2004-02-16,437.081
2004-02-17,441.024
2004-02-18,436.99
2004-02-19,432.373
2004-02-20,427.013
2004-02-23,426.239
2004-02-24,423.252
2004-02-25,418.367
2004-02-26,412.359
2004-02-27,417.81
2004-03-01,424.794
2004-03-02,421.64
2004-03-03,412.41
2004-03-04,419.603
2004-03-05,428.921
2004-03-08,428.416
2004-03-09,425.532
2004-03-10,410.939
2004-03-11,398.055
2004-03-12,400.195
2004-03-15,391.914
2004-03-16,393.381
2004-03-17,397.404
2004-03-18,397.828
2004-03-19,393.552
2004-03-22,384.165
2004-03-23,384.596
2004-03-24,382.312
2004-03-25,392.323
2004-03-26,390.994
2004-03-29,400.58
2004-03-30,399.465
2004-03-31,403.828
2004-04-01,412.526
2004-04-02,409.145
2004-04-05,409.394
2004-04-06,406.278
2004-04-07,411.747
2004-04-08,409.976
2004-04-09,409.976
2004-04-12,408.824
2004-04-13,406.133
2004-04-14,403.901
2004-04-15,404.139
2004-04-16,408.284
2004-04-19,409.889
2004-04-20,411.558
2004-04-21,407.199
2004-04-22,410.924
2004-04-23,413.733
2004-04-26,415.014
2004-04-27,417.234
2004-04-28,405.559
2004-04-29,404.029
2004-04-30,406.65
2004-05-03,408.679
2004-05-04,413.804
2004-05-05,416.355
2004-05-06,404.89
2004-05-07,395.781
2004-05-10,377.601
2004-05-11,380.455
2004-05-12,379.746
2004-05-13,382.514
2004-05-14,381.776
2004-05-17,373.743
2004-05-18,379.211
2004-05-19,391.188
2004-05-20,383.8
2004-05-21,388.8
2004-05-24,391.409
2004-05-25,391.77
2004-05-26,393.548
2004-05-27,402.633
2004-05-28,401.499
2004-05-31,402.62
2004-06-01,401.699
2004-06-02,404.179
2004-06-03,403.963
2004-06-04,409.659
2004-06-07,417.81
2004-06-08,416.791
2004-06-09,409.215
2004-06-10,408.876
2004-06-11,405.42
2004-06-14,405.016
2004-06-15,404.595
2004-06-16,403.721
2004-06-17,404.97
2004-06-18,406.381
2004-06-21,406.677
2004-06-22,403.746
2004-06-23,405.459
2004-06-24,411.807
2004-06-25,410.378
2004-06-28,415.748
2004-06-29,414.409
2004-06-30,416.336
2004-07-01,414.243
2004-07-02,415.705
2004-07-05,413.973
2004-07-06,408.511
2004-07-07,408.973
2004-07-08,411.072
2004-07-09,408.143
2004-07-12,403.515
2004-07-13,399.522
2004-07-14,400.724
2004-07-15,395.76
2004-07-16,398.396
2004-07-19,394.389
2004-07-20,393.1
2004-07-21,394.89
2004-07-22,388.354
2004-07-23,383.593
2004-07-26,379.377
2004-07-27,377.0
2004-07-28,379.361
2004-07-29,378.782
2004-07-30,376.551
2004-08-02,374.122
2004-08-03,375.208
2004-08-04,366.131
2004-08-05,366.965
2004-08-06,363.446
2004-08-09,353.004
2004-08-10,359.682
2004-08-11,353.009
2004-08-12,352.054
2004-08-13,358.874
2004-08-16,364.015
2004-08-17,366.182
2004-08-18,367.446
2004-08-19,369.855
2004-08-20,367.208
2004-08-23,364.973
2004-08-24,361.982
2004-08-25,360.739
2004-08-26,361.604
2004-08-27,361.127
2004-08-30,360.521
2004-08-31,362.705
2004-09-01,364.303
2004-09-02,365.885
2004-09-03,360.522
2004-09-06,363.94
2004-09-07,366.72
2004-09-08,367.832
2004-09-09,367.38
2004-09-10,373.417
2004-09-13,378.885
2004-09-14,380.466
2004-09-15,376.0
2004-09-16,377.176
2004-09-17,381.425
2004-09-20,379.694
2004-09-21,384.293
2004-09-22,381.48
2004-09-23,380.14
2004-09-24,380.845
2004-09-27,377.229
2004-09-28,379.455
2004-09-29,383.708
2004-09-30,388.515
2004-10-01,394.959
2004-10-04,396.597
2004-10-05,396.899
2004-10-06,396.119
2004-10-07,394.73
2004-10-08,396.533
2004-10-11,397.007
2004-10-12,389.046
2004-10-13,389.03
2004-10-14,387.62
2004-10-15,390.688
2004-10-18,389.218
2004-10-19,391.7
2004-10-20,391.257
2004-10-21,393.99
2004-10-22,394.264
2004-10-25,393.509
2004-10-26,392.285
2004-10-27,397.435
2004-10-28,397.543
2004-10-29,395.821
2004-11-01,401.832
2004-11-02,404.14
2004-11-03,408.079
2004-11-04,410.091
2004-11-05,412.162
2004-11-08,414.458
2004-11-09,414.006
2004-11-10,414.31
2004-11-11,412.96
2004-11-12,414.352
2004-11-15,415.523
2004-11-16,415.069
2004-11-17,418.981
2004-11-18,419.917
2004-11-19,421.346
2004-11-22,418.808
2004-11-23,422.243
2004-11-24,422.072
2004-11-25,423.642
2004-11-26,424.635
2004-11-29,427.326
2004-11-30,428.059
2004-12-01,429.765
2004-12-02,431.381
2004-12-03,435.928
2004-12-06,436.673
2004-12-07,437.24
2004-12-08,431.232
2004-12-09,426.797
2004-12-10,427.482
2004-12-13,431.608
2004-12-14,433.614
2004-12-15,439.157
2004-12-16,437.195
2004-12-17,434.695
2004-12-20,442.993
2004-12-21,442.392
2004-12-22,443.179
2004-12-23,447.868
2004-12-24,449.029
2004-12-27,452.294
2004-12-28,451.753
2004-12-29,450.253
2004-12-30,455.143
2004-12-31,453.891
2005-01-03,452.723
2005-01-04,449.015
2005-01-05,445.761
2005-01-06,442.949
2005-01-07,441.989
2005-01-10,444.934
2005-01-11,445.642
2005-01-12,447.75
2005-01-13,446.518
2005-01-14,443.932
2005-01-17,449.644
2005-01-18,450.361
2005-01-19,452.22
2005-01-20,445.057
2005-01-21,447.144
2005-01-24,446.374
2005-01-25,447.881
2005-01-26,452.59
2005-01-27,449.076
2005-01-28,446.57
2005-01-31,453.126
2005-02-01,454.391
2005-02-02,459.283
2005-02-03,458.258
2005-02-04,461.328
2005-02-07,457.921
2005-02-08,457.576
2005-02-09,458.369
2005-02-10,459.618
2005-02-11,464.641
2005-02-14,466.82
2005-02-15,466.177
2005-02-16,464.768
2005-02-17,472.131
2005-02-18,473.94
2005-02-21,478.213
2005-02-22,482.011
2005-02-23,478.189
2005-02-24,480.444
2005-02-25,484.572
2005-02-28,489.736
2005-03-01,485.652
2005-03-02,482.93
2005-03-03,483.485
2005-03-04,488.338
2005-03-07,489.957
2005-03-08,491.553
2005-03-09,491.719
2005-03-10,489.767
2005-03-11,491.725
2005-03-14,483.701
2005-03-15,483.986
2005-03-16,484.207
2005-03-17,484.445
2005-03-18,482.496
2005-03-21,475.156
2005-03-22,476.025
2005-03-23,464.793
2005-03-24,462.831
2005-03-25,462.831
2005-03-28,459.583
2005-03-29,458.482
2005-03-30,458.338
2005-03-31,463.922
2005-04-01,469.725
2005-04-04,461.385
2005-04-05,464.572
2005-04-06,469.399
2005-04-07,473.367
2005-04-08,473.735
2005-04-11,478.774
2005-04-12,475.196
2005-04-13,477.267
2005-04-14,472.252
2005-04-15,467.114
2005-04-18,457.486
2005-04-19,462.821
2005-04-20,465.826
2005-04-21,464.72
2005-04-22,463.817
2005-04-25,461.805
2005-04-26,455.95
2005-04-27,450.916
2005-04-28,447.717
2005-04-29,447.435
2005-05-02,449.159
2005-05-03,452.197
2005-05-04,455.577
2005-05-05,456.704
2005-05-06,454.829
2005-05-09,455.056
2005-05-10,455.809
2005-05-11,453.079
2005-05-12,450.734
2005-05-13,448.91
2005-05-16,448.034
2005-05-17,446.584
2005-05-18,451.185
2005-05-19,453.49
2005-05-20,450.917
2005-05-23,453.028
2005-05-24,455.053
2005-05-25,454.805
2005-05-26,455.1
2005-05-27,458.102
2005-05-30,457.948
2005-05-31,450.827
2005-06-01,452.385
2005-06-02,453.477
2005-06-03,454.67
2005-06-06,453.788
2005-06-07,456.324
2005-06-08,458.739
2005-06-09,455.8
2005-06-10,455.527
2005-06-13,455.474
2005-06-14,457.206
2005-06-15,460.412
2005-06-16,465.123
2005-06-17,474.901
2005-06-20,471.904
2005-06-21,473.798
2005-06-22,471.556
2005-06-23,468.367
2005-06-24,469.609
2005-06-27,467.58
2005-06-28,469.239
2005-06-29,471.451
2005-06-30,472.066
2005-07-01,468.185
2005-07-04,467.817
2005-07-05,468.474
2005-07-06,472.023
2005-07-07,469.284
2005-07-08,476.844
2005-07-11,489.848
2005-07-12,494.541
2005-07-13,492.494
2005-07-14,493.66
2005-07-15,493.664
2005-07-18,493.245
2005-07-19,492.039
2005-07-20,494.765
2005-07-21,500.529
2005-07-22,500.969
2005-07-25,499.801
2005-07-26,498.24
2005-07-27,501.896
2005-07-28,511.892
2005-07-29,516.557
2005-08-01,519.675
2005-08-02,522.54
2005-08-03,526.682
2005-08-04,526.762
2005-08-05,519.46
2005-08-08,523.328
2005-08-09,522.568
2005-08-10,526.536
2005-08-11,524.615
2005-08-12,520.863
2005-08-15,516.847
2005-08-16,517.066
2005-08-17,512.455
2005-08-18,505.799
2005-08-19,507.02
2005-08-22,512.726
2005-08-23,507.683
2005-08-24,507.598
2005-08-25,507.708
2005-08-26,511.653
2005-08-29,507.044
2005-08-30,504.548
2005-08-31,511.477
2005-09-01,522.808
2005-09-02,527.463
2005-09-05,527.726
2005-09-06,530.391
2005-09-07,532.45
2005-09-08,532.411
2005-09-09,535.261
2005-09-12,528.751
2005-09-13,521.431
2005-09-14,520.02
2005-09-15,516.806
2005-09-16,521.31
2005-09-19,516.44
2005-09-20,520.044
2005-09-21,519.829
2005-09-22,514.46
2005-09-23,513.364
2005-09-26,515.683
2005-09-27,512.817
2005-09-28,516.221
2005-09-29,519.434
2005-09-30,525.695
2005-10-03,522.448
2005-10-04,527.436
2005-10-05,525.369
2005-10-06,522.636
2005-10-07,521.112
2005-10-10,521.279
2005-10-11,520.31
2005-10-12,514.171
2005-10-13,498.615
2005-10-14,503.416
2005-10-17,501.833
2005-10-18,497.776
2005-10-19,487.295
2005-10-20,487.772
2005-10-21,484.313
2005-10-24,489.362
2005-10-25,491.811
2005-10-26,495.053
2005-10-27,486.945
2005-10-28,483.806
2005-10-31,491.089
2005-11-01,493.546
2005-11-02,499.822
2005-11-03,502.032
2005-11-04,493.211
2005-11-07,496.134
2005-11-08,494.955
2005-11-09,493.462
