Date,GERMANY SMALL GROWTH Small Cap
2001-01-01,545.812
2001-01-02,529.809
2001-01-03,522.127
2001-01-04,523.995
2001-01-05,515.43
2001-01-08,493.308
2001-01-09,484.929
2001-01-10,478.292
2001-01-11,500.545
2001-01-12,517.525
2001-01-15,524.739
2001-01-16,520.317
2001-01-17,538.55
2001-01-18,560.101
2001-01-19,557.478
2001-01-22,562.554
2001-01-23,565.237
2001-01-24,561.269
2001-01-25,557.938
2001-01-26,559.538
2001-01-29,560.487
2001-01-30,565.711
2001-01-31,567.601
2001-02-01,568.932
2001-02-02,561.588
2001-02-05,549.743
2001-02-06,552.366
2001-02-07,541.728
2001-02-08,535.632
2001-02-09,534.094
2001-02-12,534.046
2001-02-13,528.424
2001-02-14,514.663
2001-02-15,510.191
2001-02-16,504.783
2001-02-19,496.334
2001-02-20,486.524
2001-02-21,480.598
2001-02-22,470.329
2001-02-23,460.12
2001-02-26,472.632
2001-02-27,475.801
2001-02-28,469.298
2001-03-01,459.581
2001-03-02,470.532
2001-03-05,468.725
2001-03-06,485.491
2001-03-07,483.761
2001-03-08,483.059
2001-03-09,475.496
2001-03-12,460.664
2001-03-13,447.425
2001-03-14,427.5
2001-03-15,426.093
2001-03-16,415.738
2001-03-19,406.748
2001-03-20,416.743
2001-03-21,400.849
2001-03-22,377.243
2001-03-23,388.159
2001-03-26,395.426
2001-03-27,399.049
2001-03-28,387.25
2001-03-29,379.424
2001-03-30,381.336
2001-04-02,372.047
2001-04-03,356.826
2001-04-04,362.162
2001-04-05,368.119
2001-04-06,366.06
2001-04-09,363.39
2001-04-10,368.847
2001-04-11,370.601
2001-04-12,378.085
2001-04-13,378.085
2001-04-16,374.213
2001-04-17,368.46
2001-04-18,381.764
2001-04-19,392.953
2001-04-20,395.693
2001-04-23,391.167
2001-04-24,395.236
2001-04-25,398.475
2001-04-26,407.242
2001-04-27,401.063
2001-04-30,405.419
2001-05-01,407.57
2001-05-02,413.909
2001-05-03,407.302
2001-05-04,413.218
2001-05-07,413.893
2001-05-08,411.123
2001-05-09,406.24
2001-05-10,406.087
2001-05-11,400.771
2001-05-14,393.831
2001-05-15,394.972
2001-05-16,399.721
2001-05-17,406.032
2001-05-18,404.163
2001-05-21,407.73
2001-05-22,408.236
2001-05-23,400.86
2001-05-24,400.07
2001-05-25,400.698
2001-05-28,400.489
2001-05-29,391.226
2001-05-30,386.038
2001-05-31,382.522
2001-06-01,379.891
2001-06-04,383.091
2001-06-05,383.158
2001-06-06,379.173
2001-06-07,377.648
2001-06-08,377.145
2001-06-11,369.521
2001-06-12,364.99
2001-06-13,369.529
2001-06-14,366.46
2001-06-15,363.477
2001-06-18,360.509
2001-06-19,359.326
2001-06-20,348.717
2001-06-21,350.848
2001-06-22,349.076
2001-06-25,344.762
2001-06-26,335.975
2001-06-27,336.708
2001-06-28,336.575
2001-06-29,338.648
2001-07-02,336.392
2001-07-03,334.337
2001-07-04,331.527
2001-07-05,321.179
2001-07-06,314.488
2001-07-09,313.807
2001-07-10,317.295
2001-07-11,312.457
2001-07-12,314.465
2001-07-13,315.513
2001-07-16,313.398
2001-07-17,308.027
2001-07-18,309.424
2001-07-19,310.098
2001-07-20,307.426
2001-07-23,307.087
2001-07-24,308.605
2001-07-25,309.31
2001-07-26,311.615
2001-07-27,315.461
2001-07-30,318.943
2001-07-31,321.001
2001-08-01,325.197
2001-08-02,325.406
2001-08-03,322.328
2001-08-06,315.093
2001-08-07,315.241
2001-08-08,314.688
2001-08-09,314.699
2001-08-10,317.061
2001-08-13,317.884
2001-08-14,319.428
2001-08-15,321.2
2001-08-16,316.369
2001-08-17,314.841
2001-08-20,311.48
2001-08-21,311.882
2001-08-22,313.816
2001-08-23,311.671
2001-08-24,316.864
2001-08-27,317.918
2001-08-28,314.47
2001-08-29,313.021
2001-08-30,308.833
2001-08-31,309.186
2001-09-03,303.499
2001-09-04,300.16
2001-09-05,294.431
2001-09-06,290.047
2001-09-07,289.452
2001-09-10,281.721
2001-09-11,271.594
2001-09-12,274.933
2001-09-13,275.399
2001-09-14,272.085
2001-09-17,271.374
2001-09-18,269.094
2001-09-19,269.809
2001-09-20,258.513
2001-09-21,247.958
2001-09-24,255.06
2001-09-25,257.372
2001-09-26,260.331
2001-09-27,261.808
2001-09-28,266.556
2001-10-01,264.843
2001-10-02,266.364
2001-10-03,271.332
2001-10-04,274.972
2001-10-05,273.751
2001-10-08,270.732
2001-10-09,271.595
2001-10-10,272.317
2001-10-11,277.029
2001-10-12,275.834
2001-10-15,277.286
2001-10-16,284.709
2001-10-17,287.496
2001-10-18,285.314
2001-10-19,281.43
2001-10-22,283.271
2001-10-23,285.537
2001-10-24,288.288
2001-10-25,288.885
2001-10-26,293.353
2001-10-29,295.582
2001-10-30,289.492
2001-10-31,289.128
2001-11-01,292.628
2001-11-02,292.043
2001-11-05,294.031
2001-11-06,291.742
2001-11-07,296.377
2001-11-08,298.703
2001-11-09,297.242
2001-11-12,295.207
2001-11-13,296.848
2001-11-14,299.647
2001-11-15,300.71
2001-11-16,301.977
2001-11-19,305.212
2001-11-20,305.112
2001-11-21,304.079
2001-11-22,307.606
2001-11-23,307.285
2001-11-26,310.164
2001-11-27,308.032
2001-11-28,302.93
2001-11-29,302.356
2001-11-30,306.788
2001-12-03,301.997
2001-12-04,303.238
2001-12-05,307.242
2001-12-06,307.401
2001-12-07,306.373
2001-12-10,304.678
2001-12-11,304.796
2001-12-12,304.001
2001-12-13,300.352
2001-12-14,299.195
2001-12-17,303.512
2001-12-18,301.159
2001-12-19,297.892
2001-12-20,296.09
2001-12-21,291.672
2001-12-24,288.775
2001-12-25,288.775
2001-12-26,289.021
2001-12-27,292.525
2001-12-28,290.836
2001-12-31,293.986
2002-01-01,293.986
2002-01-02,300.101
2002-01-03,306.759
2002-01-04,307.567
2002-01-07,308.667
2002-01-08,309.327
2002-01-09,311.962
2002-01-10,310.329
2002-01-11,309.294
2002-01-14,304.752
2002-01-15,303.653
2002-01-16,296.803
2002-01-17,299.449
2002-01-18,298.919
2002-01-21,298.166
2002-01-22,298.311
2002-01-23,300.581
2002-01-24,299.416
2002-01-25,295.246
2002-01-28,292.713
2002-01-29,290.749
2002-01-30,288.747
2002-01-31,289.147
2002-02-01,288.274
2002-02-04,287.998
2002-02-05,286.38
2002-02-06,283.464
2002-02-07,282.818
2002-02-08,284.543
2002-02-11,289.523
2002-02-12,287.979
2002-02-13,285.903
2002-02-14,285.657
2002-02-15,284.552
2002-02-18,280.738
2002-02-19,277.739
2002-02-20,275.837
2002-02-21,277.988
2002-02-22,277.259
2002-02-25,278.81
2002-02-26,279.479
2002-02-27,280.382
2002-02-28,281.039
2002-03-01,281.956
2002-03-04,284.581
2002-03-05,282.676
2002-03-06,285.956
2002-03-07,289.363
2002-03-08,289.299
2002-03-11,288.349
2002-03-12,284.467
2002-03-13,284.195
2002-03-14,287.136
2002-03-15,287.819
2002-03-18,288.365
2002-03-19,289.035
2002-03-20,288.475
2002-03-21,286.808
2002-03-22,287.199
2002-03-25,285.854
2002-03-26,284.542
2002-03-27,283.523
2002-03-28,285.294
2002-03-29,285.294
2002-04-01,287.632
2002-04-02,286.755
2002-04-03,284.207
2002-04-04,284.37
2002-04-05,286.148
2002-04-08,282.593
2002-04-09,282.589
2002-04-10,282.868
2002-04-11,282.822
2002-04-12,280.957
2002-04-15,281.608
2002-04-16,285.225
2002-04-17,287.544
2002-04-18,286.98
2002-04-19,284.989
2002-04-22,282.722
2002-04-23,283.253
2002-04-24,283.734
2002-04-25,283.815
2002-04-26,285.305
2002-04-29,284.761
2002-04-30,286.467
2002-05-01,288.207
2002-05-02,286.664
2002-05-03,288.265
2002-05-06,287.183
2002-05-07,282.563
2002-05-08,286.624
2002-05-09,287.133
2002-05-10,287.231
2002-05-13,286.753
2002-05-14,285.953
2002-05-15,289.324
2002-05-16,289.511
2002-05-17,292.818
2002-05-20,291.958
2002-05-21,289.976
2002-05-22,290.642
2002-05-23,288.286
2002-05-24,288.741
2002-05-27,289.194
2002-05-28,291.945
2002-05-29,291.792
2002-05-30,291.23
2002-05-31,292.334
2002-06-03,290.635
2002-06-04,288.256
2002-06-05,285.656
2002-06-06,287.567
2002-06-07,284.051
2002-06-10,284.501
2002-06-11,282.123
2002-06-12,273.959
2002-06-13,270.764
2002-06-14,266.496
2002-06-17,271.264
2002-06-18,272.781
2002-06-19,268.399
2002-06-20,265.904
2002-06-21,266.206
2002-06-24,263.318
2002-06-25,261.066
2002-06-26,260.963
2002-06-27,265.436
2002-06-28,271.126
2002-07-01,268.657
2002-07-02,261.412
2002-07-03,247.539
2002-07-04,248.316
2002-07-05,255.368
2002-07-08,257.711
2002-07-09,257.171
2002-07-10,250.104
2002-07-11,245.134
2002-07-12,244.962
2002-07-15,242.302
2002-07-16,246.051
2002-07-17,250.082
2002-07-18,251.881
2002-07-19,247.479
2002-07-22,238.022
2002-07-23,226.232
2002-07-24,226.884
2002-07-25,228.033
2002-07-26,223.899
2002-07-29,226.583
2002-07-30,227.667
2002-07-31,220.91
2002-08-01,217.514
2002-08-02,209.095
2002-08-05,202.57
2002-08-06,198.498
2002-08-07,201.804
2002-08-08,205.695
2002-08-09,210.169
2002-08-12,209.543
2002-08-13,207.645
2002-08-14,206.789
2002-08-15,209.989
2002-08-16,211.342
2002-08-19,213.045
2002-08-20,212.586
2002-08-21,217.514
2002-08-22,217.452
2002-08-23,215.755
2002-08-26,214.822
2002-08-27,216.992
2002-08-28,212.827
2002-08-29,211.604
2002-08-30,209.663
2002-09-02,210.041
2002-09-03,207.737
2002-09-04,204.82
2002-09-05,201.935
2002-09-06,202.984
2002-09-09,199.856
2002-09-10,197.878
2002-09-11,199.258
2002-09-12,197.523
2002-09-13,194.514
2002-09-16,190.447
2002-09-17,187.811
2002-09-18,184.084
2002-09-19,182.874
2002-09-20,184.548
2002-09-23,179.43
2002-09-24,174.749
2002-09-25,175.75
2002-09-26,177.373
2002-09-27,177.198
2002-09-30,174.714
2002-10-01,173.463
2002-10-02,173.214
2002-10-03,171.369
2002-10-04,169.051
2002-10-07,166.424
2002-10-08,165.412
2002-10-09,166.779
2002-10-10,169.871
2002-10-11,176.83
2002-10-14,177.019
2002-10-15,188.418
2002-10-16,185.984
2002-10-17,191.798
2002-10-18,192.728
2002-10-21,196.148
2002-10-22,196.801
2002-10-23,190.639
2002-10-24,192.641
2002-10-25,191.667
2002-10-28,197.811
2002-10-29,195.365
2002-10-30,198.692
2002-10-31,204.219
2002-11-01,204.236
2002-11-04,208.522
2002-11-05,210.323
2002-11-06,208.812
2002-11-07,206.59
2002-11-08,205.817
2002-11-11,205.687
2002-11-12,207.97
2002-11-13,207.666
2002-11-14,207.359
2002-11-15,208.764
2002-11-18,209.479
2002-11-19,210.112
2002-11-20,208.301
2002-11-21,211.393
2002-11-22,211.106
2002-11-25,211.641
2002-11-26,210.024
2002-11-27,211.169
2002-11-28,212.512
2002-11-29,215.096
2002-12-02,214.434
2002-12-03,211.48
2002-12-04,211.422
2002-12-05,210.486
2002-12-06,209.823
2002-12-09,204.196
2002-12-10,206.491
2002-12-11,206.187
2002-12-12,205.791
2002-12-13,203.505
2002-12-16,202.551
2002-12-17,203.812
2002-12-18,200.359
2002-12-19,195.174
2002-12-20,199.865
2002-12-23,198.153
2002-12-24,198.973
2002-12-25,198.973
2002-12-26,199.475
2002-12-27,196.614
2002-12-30,197.773
2002-12-31,198.549
2003-01-01,198.549
2003-01-02,204.169
2003-01-03,208.886
2003-01-06,210.473
2003-01-07,207.014
2003-01-08,202.379
2003-01-09,204.557
2003-01-10,209.691
2003-01-13,212.534
2003-01-14,214.889
2003-01-15,213.494
2003-01-16,215.132
2003-01-17,212.321
2003-01-20,212.454
2003-01-21,211.408
2003-01-22,208.976
2003-01-23,210.25
2003-01-24,210.583
2003-01-27,206.771
2003-01-28,206.138
2003-01-29,207.65
2003-01-30,206.61
2003-01-31,208.926
2003-02-03,208.346
2003-02-04,207.663
2003-02-05,208.491
2003-02-06,206.88
2003-02-07,203.751
2003-02-10,202.556
2003-02-11,203.55
2003-02-12,201.608
2003-02-13,202.099
2003-02-14,203.635
2003-02-17,203.963
2003-02-18,201.876
2003-02-19,199.769
2003-02-20,200.491
2003-02-21,200.034
2003-02-24,197.493
2003-02-25,195.313
2003-02-26,193.11
2003-02-27,192.264
2003-02-28,194.088
2003-03-03,195.168
2003-03-04,195.541
2003-03-05,196.102
2003-03-06,195.961
2003-03-07,195.142
2003-03-10,189.815
2003-03-11,189.806
2003-03-12,185.659
2003-03-13,188.707
2003-03-14,189.566
2003-03-17,194.089
2003-03-18,196.331
2003-03-19,196.018
2003-03-20,197.003
2003-03-21,196.906
2003-03-24,194.836
2003-03-25,197.749
2003-03-26,197.214
2003-03-27,199.963
2003-03-28,200.291
2003-03-31,200.623
2003-04-01,202.748
2003-04-02,205.749
2003-04-03,204.639
2003-04-04,205.753
2003-04-07,212.576
2003-04-08,212.694
2003-04-09,213.005
2003-04-10,214.521
2003-04-11,214.956
2003-04-14,215.383
2003-04-15,216.711
2003-04-16,220.446
2003-04-17,222.118
2003-04-18,222.118
2003-04-21,221.16
2003-04-22,225.885
2003-04-23,230.873
2003-04-24,232.171
2003-04-25,233.489
2003-04-28,235.519
2003-04-29,235.924
2003-04-30,238.654
2003-05-01,240.846
2003-05-02,242.232
2003-05-05,247.986
2003-05-06,252.883
2003-05-07,250.199
2003-05-08,248.924
2003-05-09,253.445
2003-05-12,256.193
2003-05-13,257.364
2003-05-14,256.669
