Date,ITALY Standard (Large+Mid Cap)
1983-04-29,88.893
1983-05-31,83.87
1983-06-30,84.558
1983-07-29,84.69
1983-08-31,84.665
1983-09-30,82.589
1983-10-31,77.258
1983-11-30,79.024
1983-12-30,78.359
1984-01-31,90.673
1984-02-29,92.383
1984-03-30,93.334
1984-04-30,88.426
1984-05-31,84.598
1984-06-29,85.437
1984-07-31,82.034
1984-08-31,86.745
1984-09-28,79.4
1984-10-31,79.463
1984-11-30,79.53
1984-12-31,85.674
1985-01-31,97.027
1985-02-28,96.281
1985-03-29,100.3
1985-04-30,102.906
1985-05-31,112.645
1985-06-28,125.126
1985-07-31,137.592
1985-08-30,146.419
1985-09-30,162.723
1985-10-31,169.113
1985-11-29,188.076
1985-12-31,200.279
1986-01-31,216.966
1986-02-28,284.212
1986-03-31,342.993
1986-04-30,382.918
1986-05-30,367.835
1986-06-30,332.971
1986-07-31,391.417
1986-08-29,445.867
1986-09-30,403.483
1986-10-31,416.45
1986-11-28,411.577
1986-12-31,419.409
1987-01-30,423.605
1987-02-27,410.722
1987-03-31,430.186
1987-04-30,467.26
1987-05-29,413.443
1987-06-30,407.527
1987-07-31,403.695
1987-08-31,380.432
1987-09-30,386.224
1987-10-30,339.413
1987-11-30,348.99
1987-12-31,332.42
1988-01-29,306.566
1988-02-29,324.982
1988-03-31,338.327
1988-04-29,332.704
1988-05-31,297.757
1988-06-30,310.698
1988-07-29,320.253
1988-08-31,309.468
1988-09-30,329.939
1988-10-31,369.438
1988-11-30,375.738
1988-12-30,373.993
1989-01-31,364.059
1989-02-28,356.743
1989-03-31,362.048
1989-04-28,365.064
1989-05-31,348.056
1989-06-30,383.557
1989-07-31,424.708
1989-08-31,434.551
1989-09-29,431.664
1989-10-31,397.743
1989-11-30,418.062
1989-12-29,450.37
1990-01-31,448.844
1990-02-28,428.212
1990-03-30,445.25
1990-04-30,457.009
1990-05-31,486.187
1990-06-29,495.849
1990-07-31,500.379
1990-08-31,428.758
1990-09-28,377.984
1990-10-31,395.574
1990-11-30,356.008
1990-12-31,367.557
1991-01-31,358.044
1991-02-28,411.896
1991-03-29,373.274
1991-04-30,364.485
1991-05-31,385.559
1991-06-28,351.585
1991-07-31,355.247
1991-08-30,345.004
1991-09-30,345.901
1991-10-31,332.03
1991-11-29,349.417
1991-12-31,364.924
1992-01-31,374.785
1992-02-28,369.882
1992-03-31,349.003
1992-04-30,353.579
1992-05-29,360.614
1992-06-30,349.054
1992-07-31,321.103
1992-08-31,324.128
1992-09-30,263.687
1992-10-30,309.711
1992-11-30,291.719
1992-12-31,287.075
1993-01-29,313.638
1993-02-26,316.916
1993-03-31,290.999
1993-04-30,354.049
1993-05-31,363.706
1993-06-30,355.54
1993-07-30,361.39
1993-08-31,405.918
1993-09-30,381.471
1993-10-29,368.009
1993-11-30,329.615
1993-12-31,371.639
1994-01-31,407.899
1994-02-28,404.827
1994-03-31,470.492
1994-04-29,519.505
1994-05-31,479.306
1994-06-30,447.963
1994-07-29,472.042
1994-08-31,462.782
1994-09-30,463.149
1994-10-31,438.892
1994-11-30,408.717
1994-12-30,416.728
1995-01-31,445.139
1995-02-28,405.263
1995-03-31,382.263
1995-04-28,421.617
1995-05-31,423.24
1995-06-30,410.949
1995-07-31,443.396
1995-08-31,433.109
1995-09-29,429.144
1995-10-31,408.94
1995-11-30,386.39
1995-12-29,423.641
1996-01-31,443.112
1996-02-29,439.089
1996-03-29,422.032
1996-04-30,479.908
1996-05-31,477.445
1996-06-28,479.532
1996-07-31,444.305
1996-08-30,441.087
1996-09-30,469.609
1996-10-31,443.92
1996-11-29,479.259
1996-12-31,480.552
1997-01-31,531.766
1997-02-28,475.664
1997-03-31,487.8
1997-04-30,494.973
1997-05-30,489.734
1997-06-30,536.438
1997-07-31,567.653
1997-08-29,553.059
1997-09-30,633.417
1997-10-31,595.349
1997-11-28,610.346
1997-12-31,655.39
1998-01-30,715.398
1998-02-27,745.794
1998-03-31,892.523
1998-04-30,874.571
1998-05-29,920.175
1998-06-30,874.769
1998-07-31,962.71
1998-08-31,826.649
1998-09-30,789.083
1998-10-30,840.653
1998-11-30,927.684
1998-12-31,1004.06
1999-01-29,951.814
1999-02-26,938.19
1999-03-31,974.808
1999-04-30,945.844
1999-05-31,895.42
1999-06-30,875.222
1999-07-30,847.393
1999-08-31,866.465
1999-09-30,884.447
1999-10-29,857.501
1999-11-30,878.21
1999-12-31,1005.974
2000-01-31,954.66
2000-02-29,1071.749
2000-03-31,1004.684
2000-04-28,939.48
2000-05-31,981.062
2000-06-30,1048.134
2000-07-31,1004.575
2000-08-31,991.854
2000-09-29,934.579
2000-10-31,957.132
2000-11-30,976.121
2000-12-29,997.744
2001-01-31,1015.165
2001-02-28,913.206
2001-03-30,855.713
2001-04-30,903.144
2001-05-31,827.03
2001-06-29,794.532
2001-07-31,811.526
2001-08-31,803.202
2001-09-28,692.546
2001-10-31,714.636
2001-11-30,727.902
2001-12-31,737.326
2002-01-31,711.155
2002-02-28,709.516
2002-03-29,754.643
2002-04-30,760.409
2002-05-31,747.341
2002-06-28,753.694
2002-07-31,677.437
2002-08-30,686.909
2002-09-30,592.227
2002-10-31,641.339
2002-11-29,701.253
2002-12-31,690.695
2003-01-31,680.231
2003-02-28,701.369
2003-03-31,646.048
2003-04-30,734.403
2003-05-30,819.344
2003-06-30,807.388
2003-07-31,805.319
2003-08-29,779.232
2003-09-30,809.099
2003-10-31,848.669
2003-11-28,916.762
2003-12-31,959.732
2004-01-30,979.318
2004-02-27,990.055
2004-03-31,956.156
2004-04-30,969.765
2004-05-31,983.651
2004-06-30,1020.477
2004-07-30,995.57
2004-08-31,985.823
2004-09-30,1041.953
2004-10-29,1102.511
2004-11-30,1192.123
2004-12-31,1285.558
2005-01-31,1255.827
2005-02-28,1295.588
2005-03-31,1292.072
2005-04-29,1239.416
2005-05-31,1228.32
2005-06-30,1241.383
2005-07-29,1293.86
2005-08-31,1300.99
2005-09-30,1325.783
2005-10-31,1237.153
2005-11-30,1267.265
2005-12-30,1325.236
2006-01-31,1394.295
2006-02-28,1406.846
2006-03-31,1440.89
2006-04-28,1507.403
2006-05-31,1507.475
2006-06-30,1516.202
2006-07-31,1523.122
2006-08-31,1586.101
2006-09-29,1583.791
2006-10-31,1648.793
2006-11-30,1741.323
2006-12-29,1776.772
2007-01-31,1775.681
2007-02-28,1756.519
2007-03-30,1792.585
2007-04-30,1932.522
2007-05-31,1917.634
2007-06-29,1885.509
2007-07-31,1831.449
2007-08-31,1823.421
2007-09-28,1891.693
2007-10-31,1963.476
2007-11-30,1934.055
2007-12-31,1905.815
2008-01-31,1720.631
2008-02-29,1717.069
2008-03-31,1682.476
2008-04-30,1787.728
2008-05-30,1802.506
2008-06-30,1611.154
2008-07-31,1538.281
2008-08-29,1471.711
2008-09-30,1255.911
2008-10-31,959.509
2008-11-28,906.47
2008-12-31,968.064
2009-01-30,833.302
2009-02-27,718.728
2009-03-31,768.861
2009-04-30,916.153
2009-05-29,1039.457
2009-06-30,1000.248
2009-07-31,1083.674
2009-08-31,1184.839
2009-09-30,1271.746
2009-10-30,1209.092
2009-11-30,1225.951
2009-12-31,1239.125
2010-01-29,1134.27
2010-02-26,1070.885
2010-03-31,1148.865
2010-04-30,1069.965
2010-05-31,915.672
2010-06-30,908.134
2010-07-30,1051.872
2010-08-31,973.538
2010-09-30,1089.373
2010-10-29,1159.297
2010-11-30,978.699
2010-12-31,1064.749
2011-01-31,1183.234
2011-02-28,1216.388
2011-03-31,1211.332
2011-04-29,1313.884
2011-05-31,1224.129
2011-06-30,1189.266
2011-07-29,1079.201
2011-08-31,920.546
2011-09-30,820.227
2011-10-31,931.541
2011-11-30,867.241
2011-12-30,827.861
2012-01-31,880.539
2012-02-29,924.749
2012-03-30,901.517
2012-04-30,825.519
2012-05-31,694.672
2012-06-29,798.19
2012-07-31,754.729
2012-08-31,837.301
2012-09-28,859.138
2012-10-31,888.088
2012-11-30,906.696
2012-12-31,939.303
2013-01-31,1023.075
2013-02-28,894.258
2013-03-29,847.503
2013-04-30,948.852
2013-05-31,964.891
2013-06-28,859.224
2013-07-31,947.868
2013-08-30,956.073
2013-09-30,1029.344
2013-10-31,1152.495
2013-11-29,1131.487
2013-12-31,1139.625
2014-01-31,1145.6
2014-02-28,1227.265
2014-03-31,1305.899
2014-04-30,1327.017
2014-05-30,1316.212
2014-06-30,1309.386
2014-07-31,1239.085
2014-08-29,1211.192
2014-09-30,1197.039
2014-10-31,1127.24
2014-11-28,1128.706
2014-12-31,1036.938
2015-01-30,1037.084
2015-02-27,1123.934
2015-03-31,1107.818
2015-04-30,1153.681
2015-05-29,1169.675
2015-06-30,1141.443
2015-07-31,1188.649
2015-08-31,1125.408
2015-09-30,1092.771
2015-10-30,1142.141
2015-11-30,1106.058
2015-12-31,1067.901
2016-01-29,923.122
2016-02-29,875.07
2016-03-31,943.358
2016-04-29,970.451
2016-05-31,936.56
2016-06-30,852.124
2016-07-29,888.539
2016-08-31,894.95
2016-09-30,872.029
2016-10-31,886.877
2016-11-30,855.133
2016-12-30,966.396
2017-01-31,942.415
2017-02-28,939.437
2017-03-31,1026.772
2017-04-28,1050.652
2017-05-31,1111.481
2017-06-30,1125.209
2017-07-31,1210.842
2017-08-31,1233.021
2017-09-29,1281.105
2017-10-31,1263.201
2017-11-30,1271.547
2017-12-29,1252.062
2018-01-31,1399.048
2018-02-28,1316.35
2018-03-30,1320.223
2018-04-30,1394.75
2018-05-31,1238.708
2018-06-29,1230.981
2018-07-31,1271.187
2018-08-31,1150.578
2018-09-28,1178.42
2018-10-31,1067.95
2018-11-30,1076.581
2018-12-31,1039.556
2019-01-31,1129.88
2019-02-28,1168.591
2019-03-29,1192.45
2019-04-30,1218.471
2019-05-31,1124.187
2019-06-28,1235.59
2019-07-31,1219.524
2019-08-30,1202.494
2019-09-30,1237.322
2019-10-31,1293.986
2019-11-29,1302.247
2019-12-31,1337.804
2020-01-31,1310.322
2020-02-28,1222.466
2020-03-31,947.027
2020-04-30,964.583
2020-05-29,1021.909
2020-06-30,1102.728
2020-07-31,1144.872
2020-08-31,1186.002
2020-09-30,1119.218
2020-10-30,1042.016
2020-11-30,1321.903
2020-12-31,1370.374
2021-01-29,1317.583
2021-02-26,1392.689
2021-03-31,1458.405
2021-04-30,1465.983
2021-05-31,1563.349
2021-06-30,1516.106
2021-07-30,1528.608
2021-08-31,1548.657
2021-09-30,1502.715
2021-10-29,1582.848
2021-11-30,1482.522
2021-12-31,1591.054
2022-01-31,1551.978
2022-02-28,1476.853
2022-03-31,1432.997
2022-04-29,1335.833
2022-05-31,1385.892
2022-06-30,1187.328
2022-07-29,1218.74
2022-08-31,1162.136
2022-09-30,1087.898
2022-10-31,1210.982
2022-11-30,1377.842
2022-12-30,1377.467
2023-01-31,1560.122
2023-02-28,1569.45
2023-03-31,1582.346
2023-04-28,1658.018
2023-05-31,1550.829
2023-06-30,1723.318
2023-07-31,1833.026
2023-08-31,1761.744
2023-09-29,1691.594
2023-10-31,1670.792
2023-11-30,1854.166
2023-12-29,1911.805
2024-01-31,1918.75
2024-02-29,2030.197
2024-03-29,2176.832
2024-04-30,2119.233
2024-05-31,2225.971
2024-06-28,2117.422
2024-07-31,2196.271
2024-08-30,2303.942
2024-09-30,2302.279
2024-10-31,2253.871
2024-11-29,2149.605
2024-12-31,2156.37
2025-01-31,2328.575
2025-02-28,2468.199
2025-03-31,2531.489
2025-04-30,2655.107
2025-05-30,2868.757
2025-06-30,2939.401
2025-07-31,2979.451
