Date,ITALY Standard (Large+Mid Cap)
2001-12-24,551.927
2001-12-25,551.927
2001-12-26,552.399
2001-12-27,566.812
2001-12-28,564.607
2001-12-31,570.113
2002-01-01,570.113
2002-01-02,572.645
2002-01-03,581.546
2002-01-04,575.377
2002-01-07,568.354
2002-01-08,571.126
2002-01-09,570.767
2002-01-10,562.207
2002-01-11,565.146
2002-01-14,554.041
2002-01-15,559.075
2002-01-16,547.023
2002-01-17,552.55
2002-01-18,556.527
2002-01-21,551.247
2002-01-22,554.764
2002-01-23,557.538
2002-01-24,556.447
2002-01-25,550.843
2002-01-28,554.974
2002-01-29,550.777
2002-01-30,548.083
2002-01-31,549.877
2002-02-01,549.249
2002-02-04,544.133
2002-02-05,536.114
2002-02-06,527.829
2002-02-07,530.044
2002-02-08,534.273
2002-02-11,536.215
2002-02-12,530.84
2002-02-13,537.289
2002-02-14,541.824
2002-02-15,537.143
2002-02-18,532.998
2002-02-19,524.456
2002-02-20,521.86
2002-02-21,527.803
2002-02-22,529.212
2002-02-25,531.832
2002-02-26,532.752
2002-02-27,546.67
2002-02-28,548.61
2002-03-01,551.555
2002-03-04,565.259
2002-03-05,562.723
2002-03-06,570.815
2002-03-07,572.413
2002-03-08,575.536
2002-03-11,571.959
2002-03-12,566.029
2002-03-13,572.063
2002-03-14,578.775
2002-03-15,583.02
2002-03-18,578.556
2002-03-19,585.129
2002-03-20,582.354
2002-03-21,582.819
2002-03-22,583.017
2002-03-25,575.426
2002-03-26,577.953
2002-03-27,574.088
2002-03-28,583.503
2002-03-29,583.503
2002-04-01,588.285
2002-04-02,587.149
2002-04-03,589.487
2002-04-04,584.223
2002-04-05,582.366
2002-04-08,568.037
2002-04-09,571.752
2002-04-10,580.005
2002-04-11,575.072
2002-04-12,575.517
2002-04-15,578.36
2002-04-16,593.384
2002-04-17,593.26
2002-04-18,594.842
2002-04-19,597.529
2002-04-22,593.637
2002-04-23,592.574
2002-04-24,594.057
2002-04-25,590.154
2002-04-26,587.31
2002-04-29,589.201
2002-04-30,587.211
2002-05-01,590.535
2002-05-02,577.231
2002-05-03,580.352
2002-05-06,582.49
2002-05-07,577.444
2002-05-08,584.797
2002-05-09,577.365
2002-05-10,573.076
2002-05-13,580.312
2002-05-14,583.128
2002-05-15,586.761
2002-05-16,587.118
2002-05-17,591.997
2002-05-20,586.12
2002-05-21,585.225
2002-05-22,586.232
2002-05-23,581.249
2002-05-24,579.863
2002-05-27,579.497
2002-05-28,584.776
2002-05-29,586.22
2002-05-30,581.189
2002-05-31,574.838
2002-06-03,571.408
2002-06-04,561.841
2002-06-05,557.96
2002-06-06,559.42
2002-06-07,556.826
2002-06-10,560.071
2002-06-11,573.56
2002-06-12,566.597
2002-06-13,556.103
2002-06-14,546.818
2002-06-17,561.92
2002-06-18,565.908
2002-06-19,564.999
2002-06-20,556.903
2002-06-21,557.776
2002-06-24,552.989
2002-06-25,556.27
2002-06-26,565.449
2002-06-27,558.829
2002-06-28,577.596
2002-07-01,580.813
2002-07-02,563.098
2002-07-03,549.349
2002-07-04,552.738
2002-07-05,570.062
2002-07-08,576.286
2002-07-09,577.806
2002-07-10,563.516
2002-07-11,546.94
2002-07-12,541.341
2002-07-15,525.648
2002-07-16,529.835
2002-07-17,535.728
2002-07-18,544.873
2002-07-19,527.707
2002-07-22,502.291
2002-07-23,487.748
2002-07-24,484.965
2002-07-25,498.701
2002-07-26,495.512
2002-07-29,512.543
2002-07-30,519.28
2002-07-31,519.142
2002-08-01,505.419
2002-08-02,505.191
2002-08-05,496.657
2002-08-06,503.007
2002-08-07,501.143
2002-08-08,515.11
2002-08-09,523.874
2002-08-12,517.541
2002-08-13,524.046
2002-08-14,513.751
2002-08-15,509.925
2002-08-16,528.951
2002-08-19,540.267
2002-08-20,534.692
2002-08-21,541.039
2002-08-22,542.175
2002-08-23,537.55
2002-08-26,535.605
2002-08-27,553.159
2002-08-28,535.104
2002-08-29,523.292
2002-08-30,526.401
2002-09-02,520.642
2002-09-03,508.362
2002-09-04,513.302
2002-09-05,509.157
2002-09-06,518.192
2002-09-09,506.34
2002-09-10,516.802
2002-09-11,523.206
2002-09-12,509.58
2002-09-13,503.012
2002-09-16,500.91
2002-09-17,494.575
2002-09-18,484.349
2002-09-19,479.025
2002-09-20,472.525
2002-09-23,450.655
2002-09-24,449.575
2002-09-25,455.653
2002-09-26,468.545
2002-09-27,466.184
2002-09-30,453.843
2002-10-01,455.41
2002-10-02,464.673
2002-10-03,466.187
2002-10-04,451.489
2002-10-07,451.272
2002-10-08,441.542
2002-10-09,440.566
2002-10-10,452.032
2002-10-11,465.918
2002-10-14,460.533
2002-10-15,484.189
2002-10-16,477.273
2002-10-17,481.5
2002-10-18,477.868
2002-10-21,483.094
2002-10-22,481.481
2002-10-23,469.597
2002-10-24,479.644
2002-10-25,478.728
2002-10-28,484.34
2002-10-29,469.953
2002-10-30,483.657
2002-10-31,491.479
2002-11-01,487.686
2002-11-04,507.126
2002-11-05,511.68
2002-11-06,505.197
2002-11-07,498.051
2002-11-08,497.36
2002-11-11,490.733
2002-11-12,496.471
2002-11-13,494.486
2002-11-14,505.37
2002-11-15,506.085
2002-11-18,515.43
2002-11-19,516.62
2002-11-20,512.958
2002-11-21,524.153
2002-11-22,524.678
2002-11-25,522.931
2002-11-26,516.095
2002-11-27,529.644
2002-11-28,536.686
2002-11-29,537.347
2002-12-02,536.29
2002-12-03,524.617
2002-12-04,527.04
2002-12-05,516.318
2002-12-06,518.495
2002-12-09,506.172
2002-12-10,514.164
2002-12-11,518.019
2002-12-12,516.282
2002-12-13,512.979
2002-12-16,526.67
2002-12-17,528.523
2002-12-18,517.276
2002-12-19,512.524
2002-12-20,523.312
2002-12-23,524.508
2002-12-24,526.679
2002-12-25,526.679
2002-12-26,528.007
2002-12-27,519.527
2002-12-30,526.272
2002-12-31,528.336
2003-01-01,528.336
2003-01-02,540.672
2003-01-03,543.939
2003-01-06,552.161
2003-01-07,542.364
2003-01-08,534.898
2003-01-09,545.338
2003-01-10,545.69
2003-01-13,548.594
2003-01-14,550.685
2003-01-15,546.058
2003-01-16,548.429
2003-01-17,535.476
2003-01-20,528.831
2003-01-21,521.67
2003-01-22,515.241
2003-01-23,515.668
2003-01-24,512.914
2003-01-27,504.434
2003-01-28,505.75
2003-01-29,513.35
2003-01-30,517.473
2003-01-31,520.332
2003-02-03,525.414
2003-02-04,517.204
2003-02-05,523.528
2003-02-06,517.166
2003-02-07,516.728
2003-02-10,512.551
2003-02-11,523.463
2003-02-12,519.537
2003-02-13,522.915
2003-02-14,528.17
2003-02-17,530.244
2003-02-18,535.051
2003-02-19,526.895
2003-02-20,529.212
2003-02-21,539.01
2003-02-24,536.287
2003-02-25,522.112
2003-02-26,523.557
2003-02-27,532.77
2003-02-28,536.501
2003-03-03,533.816
2003-03-04,527.986
2003-03-05,524.348
2003-03-06,509.09
2003-03-07,503.211
2003-03-10,492.035
2003-03-11,492.425
2003-03-12,468.031
2003-03-13,481.043
2003-03-14,493.048
2003-03-17,502.067
2003-03-18,492.965
2003-03-19,499.348
2003-03-20,492.824
2003-03-21,504.037
2003-03-24,493.491
2003-03-25,504.331
2003-03-26,502.993
2003-03-27,497.169
2003-03-28,502.183
2003-03-31,494.184
2003-04-01,498.446
2003-04-02,507.748
2003-04-03,510.961
2003-04-04,511.915
2003-04-07,521.544
2003-04-08,524.986
2003-04-09,523.084
2003-04-10,524.692
2003-04-11,524.769
2003-04-14,528.663
2003-04-15,533.883
2003-04-16,530.688
2003-04-17,539.538
2003-04-18,539.538
2003-04-21,537.212
2003-04-22,546.372
2003-04-23,551.084
2003-04-24,551.635
2003-04-25,541.578
2003-04-28,553.186
2003-04-29,553.01
2003-04-30,561.504
2003-05-01,566.661
2003-05-02,564.81
2003-05-05,572.405
2003-05-06,583.679
2003-05-07,582.53
2003-05-08,579.405
2003-05-09,582.014
2003-05-12,584.203
2003-05-13,582.067
2003-05-14,583.756
2003-05-15,589.227
2003-05-16,593.599
2003-05-19,587.35
2003-05-20,586.566
2003-05-21,584.407
2003-05-22,593.484
2003-05-23,601.961
2003-05-26,606.181
2003-05-27,614.714
2003-05-28,616.494
2003-05-29,625.162
2003-05-30,624.776
2003-06-02,628.797
2003-06-03,622.494
2003-06-04,621.958
2003-06-05,628.126
2003-06-06,625.665
2003-06-09,622.762
2003-06-10,622.824
2003-06-11,633.78
2003-06-12,636.19
2003-06-13,634.988
2003-06-16,646.572
2003-06-17,646.634
2003-06-18,645.305
2003-06-19,638.862
2003-06-20,639.719
2003-06-23,624.52
2003-06-24,628.024
2003-06-25,632.626
2003-06-26,621.851
2003-06-27,620.12
2003-06-30,612.706
2003-07-01,607.033
2003-07-02,607.442
2003-07-03,604.829
2003-07-04,605.617
2003-07-07,611.647
2003-07-08,610.087
2003-07-09,607.649
2003-07-10,604.43
2003-07-11,608.074
2003-07-14,612.364
2003-07-15,608.54
2003-07-16,604.398
2003-07-17,601.212
2003-07-18,605.422
2003-07-21,606.982
2003-07-22,610.602
2003-07-23,613.544
2003-07-24,622.649
2003-07-25,620.797
2003-07-28,623.765
2003-07-29,618.044
2003-07-30,612.68
2003-07-31,611.135
2003-08-01,605.53
2003-08-04,606.417
2003-08-05,608.595
2003-08-06,604.752
2003-08-07,607.324
2003-08-08,607.8
2003-08-11,613.411
2003-08-12,614.395
2003-08-13,614.928
2003-08-14,620.233
2003-08-15,619.793
2003-08-18,619.086
2003-08-19,614.189
2003-08-20,611.715
2003-08-21,601.377
2003-08-22,597.159
2003-08-25,594.149
2003-08-26,587.895
2003-08-27,591.018
2003-08-28,592.884
2003-08-29,591.339
2003-09-01,597.689
2003-09-02,593.003
2003-09-03,598.195
2003-09-04,600.981
2003-09-05,606.104
2003-09-08,615.254
2003-09-09,615.08
2003-09-10,612.493
2003-09-11,611.422
2003-09-12,615.869
2003-09-15,615.595
2003-09-16,615.315
2003-09-17,618.67
2003-09-18,628.568
2003-09-19,632.926
2003-09-22,625.558
2003-09-23,624.921
2003-09-24,624.821
2003-09-25,622.352
2003-09-26,615.67
2003-09-29,617.898
2003-09-30,614.004
2003-10-01,626.895
2003-10-02,623.06
2003-10-03,631.994
2003-10-06,630.138
2003-10-07,634.188
2003-10-08,636.528
2003-10-09,640.007
2003-10-10,640.085
2003-10-13,639.374
2003-10-14,640.938
2003-10-15,645.32
2003-10-16,648.254
2003-10-17,641.229
2003-10-20,643.965
2003-10-21,645.034
2003-10-22,641.499
2003-10-23,637.082
2003-10-24,640.06
2003-10-27,641.432
2003-10-28,639.682
2003-10-29,641.849
2003-10-30,645.637
2003-10-31,644.033
2003-11-03,644.228
2003-11-04,646.897
2003-11-05,643.815
2003-11-06,644.098
2003-11-07,654.152
2003-11-10,654.154
2003-11-11,649.846
2003-11-12,659.033
2003-11-13,667.211
2003-11-14,674.197
2003-11-17,664.269
2003-11-18,674.121
2003-11-19,674.264
2003-11-20,672.326
2003-11-21,672.984
2003-11-24,676.705
2003-11-25,679.363
2003-11-26,686.97
2003-11-27,689.375
2003-11-28,695.636
2003-12-01,702.279
2003-12-02,710.004
2003-12-03,715.858
2003-12-04,717.817
2003-12-05,718.114
2003-12-08,719.364
2003-12-09,719.232
2003-12-10,716.131
2003-12-11,715.577
2003-12-12,718.928
2003-12-15,725.105
2003-12-16,726.618
2003-12-17,731.259
2003-12-18,733.722
2003-12-19,726.709
2003-12-22,718.27
2003-12-23,717.233
2003-12-24,719.254
2003-12-25,719.254
2003-12-26,718.966
2003-12-29,724.734
2003-12-30,723.414
2003-12-31,728.206
2004-01-01,728.206
2004-01-02,740.287
2004-01-05,749.305
2004-01-06,757.871
2004-01-07,741.82
2004-01-08,752.386
2004-01-09,758.041
2004-01-12,755.439
2004-01-13,753.092
2004-01-14,753.68
2004-01-15,752.525
2004-01-16,741.907
2004-01-19,747.977
2004-01-20,757.81
2004-01-21,763.652
2004-01-22,767.766
2004-01-23,766.862
2004-01-26,758.927
2004-01-27,766.115
2004-01-28,766.559
2004-01-29,747.327
2004-01-30,743.068
2004-02-02,745.843
2004-02-03,748.431
2004-02-04,747.09
2004-02-05,747.975
2004-02-06,756.647
2004-02-09,763.405
2004-02-10,764.511
2004-02-11,763.788
2004-02-12,772.85
2004-02-13,762.677
2004-02-16,765.105
2004-02-17,772.355
2004-02-18,772.555
2004-02-19,767.717
2004-02-20,756.604
2004-02-23,759.465
2004-02-24,761.18
2004-02-25,754.368
2004-02-26,749.34
2004-02-27,751.214
2004-03-01,759.749
2004-03-02,752.0
2004-03-03,740.208
2004-03-04,745.786
2004-03-05,761.593
2004-03-08,759.995
2004-03-09,762.153
2004-03-10,751.696
2004-03-11,737.296
2004-03-12,728.578
2004-03-15,713.176
2004-03-16,721.917
2004-03-17,718.684
2004-03-18,720.257
2004-03-19,718.783
2004-03-22,711.142
2004-03-23,707.079
2004-03-24,703.075
2004-03-25,710.724
2004-03-26,707.315
2004-03-29,719.959
2004-03-30,720.38
2004-03-31,725.493
2004-04-01,736.728
2004-04-02,736.264
2004-04-05,733.091
2004-04-06,734.663
2004-04-07,737.695
2004-04-08,736.467
2004-04-09,736.467
2004-04-12,734.398
2004-04-13,737.042
2004-04-14,733.37
2004-04-15,733.691
2004-04-16,744.15
2004-04-19,744.264
2004-04-20,741.667
2004-04-21,734.317
2004-04-22,737.364
2004-04-23,736.6
2004-04-26,740.103
2004-04-27,743.085
2004-04-28,733.473
2004-04-29,735.113
2004-04-30,735.634
2004-05-03,739.071
2004-05-04,745.76
2004-05-05,752.126
2004-05-06,733.2
2004-05-07,720.929
2004-05-10,702.014
2004-05-11,708.305
2004-05-12,706.786
2004-05-13,711.132
2004-05-14,709.232
2004-05-17,709.156
2004-05-18,709.617
2004-05-19,725.354
2004-05-20,716.711
2004-05-21,720.627
2004-05-24,721.407
2004-05-25,726.461
2004-05-26,732.769
2004-05-27,746.008
2004-05-28,741.406
2004-05-31,741.63
2004-06-01,739.567
2004-06-02,746.643
2004-06-03,744.77
2004-06-04,750.268
2004-06-07,761.436
2004-06-08,760.438
2004-06-09,748.54
2004-06-10,752.958
2004-06-11,747.054
2004-06-14,746.825
2004-06-15,755.29
2004-06-16,753.848
2004-06-17,757.953
2004-06-18,765.055
2004-06-21,763.032
2004-06-22,758.34
2004-06-23,761.202
2004-06-24,769.713
2004-06-25,768.269
2004-06-28,775.108
2004-06-29,768.379
2004-06-30,766.926
2004-07-01,762.285
2004-07-02,771.191
2004-07-05,770.094
2004-07-06,767.022
2004-07-07,772.125
2004-07-08,777.486
2004-07-09,779.172
2004-07-12,775.071
2004-07-13,770.647
2004-07-14,771.132
2004-07-15,764.618
2004-07-16,769.008
2004-07-19,764.89
2004-07-20,763.593
2004-07-21,756.923
2004-07-22,750.514
2004-07-23,741.14
2004-07-26,736.94
2004-07-27,738.302
2004-07-28,735.86
2004-07-29,746.227
2004-07-30,748.208
2004-08-02,745.4
2004-08-03,749.508
2004-08-04,742.74
2004-08-05,738.547
2004-08-06,739.017
2004-08-09,732.144
2004-08-10,739.964
2004-08-11,726.087
2004-08-12,726.0
2004-08-13,731.811
2004-08-16,738.113
2004-08-17,737.027
2004-08-18,735.796
2004-08-19,740.321
2004-08-20,735.993
2004-08-23,736.805
2004-08-24,732.282
2004-08-25,733.39
2004-08-26,736.004
2004-08-27,737.451
2004-08-30,735.964
2004-08-31,740.882
2004-09-01,748.71
2004-09-02,754.197
2004-09-03,755.991
2004-09-06,757.156
2004-09-07,756.466
2004-09-08,758.788
2004-09-09,756.774
2004-09-10,767.22
2004-09-13,770.25
2004-09-14,770.797
2004-09-15,761.53
2004-09-16,761.712
2004-09-17,768.471
2004-09-20,766.131
2004-09-21,777.751
2004-09-22,774.459
2004-09-23,776.526
2004-09-24,776.828
2004-09-27,775.128
2004-09-28,780.312
2004-09-29,782.709
2004-09-30,783.066
2004-10-01,796.066
2004-10-04,792.215
2004-10-05,798.608
2004-10-06,797.427
2004-10-07,798.463
2004-10-08,805.12
2004-10-11,803.325
2004-10-12,793.531
2004-10-13,792.574
2004-10-14,798.847
2004-10-15,804.019
2004-10-18,805.205
2004-10-19,810.682
2004-10-20,811.578
2004-10-21,815.804
2004-10-22,819.328
2004-10-25,819.196
2004-10-26,820.325
2004-10-27,828.997
2004-10-28,831.936
2004-10-29,828.538
2004-11-01,838.387
2004-11-02,839.062
2004-11-03,846.719
2004-11-04,855.147
2004-11-05,860.52
2004-11-08,866.324
2004-11-09,861.394
2004-11-10,862.669
2004-11-11,870.262
2004-11-12,872.899
2004-11-15,870.95
2004-11-16,867.259
2004-11-17,882.674
2004-11-18,882.168
2004-11-19,882.202
2004-11-22,877.912
2004-11-23,879.628
2004-11-24,887.5
2004-11-25,898.028
2004-11-26,897.164
2004-11-29,896.488
2004-11-30,894.644
2004-12-01,906.188
2004-12-02,905.631
2004-12-03,910.91
2004-12-06,917.976
2004-12-07,923.052
2004-12-08,916.85
2004-12-09,910.351
2004-12-10,913.669
2004-12-13,922.878
2004-12-14,925.098
2004-12-15,933.877
2004-12-16,926.2
2004-12-17,920.878
2004-12-20,937.797
2004-12-21,936.594
2004-12-22,945.607
2004-12-23,956.736
2004-12-24,959.216
2004-12-27,964.261
2004-12-28,965.358
2004-12-29,963.911
2004-12-30,967.426
2004-12-31,964.764
2005-01-03,958.542
2005-01-04,949.208
2005-01-05,944.791
2005-01-06,940.352
2005-01-07,933.791
2005-01-10,936.583
2005-01-11,930.006
2005-01-12,938.032
2005-01-13,939.509
2005-01-14,938.379
2005-01-17,939.336
2005-01-18,934.474
2005-01-19,938.474
2005-01-20,930.919
2005-01-21,937.212
2005-01-24,935.375
2005-01-25,934.672
2005-01-26,940.299
2005-01-27,936.27
2005-01-28,930.911
2005-01-31,942.452
2005-02-01,945.766
2005-02-02,950.612
2005-02-03,944.285
2005-02-04,953.039
2005-02-07,947.947
2005-02-08,946.799
2005-02-09,946.047
2005-02-10,954.911
2005-02-11,959.3
2005-02-14,965.529
2005-02-15,967.903
2005-02-16,962.419
2005-02-17,968.056
2005-02-18,962.883
2005-02-21,952.037
2005-02-22,957.198
2005-02-23,952.264
2005-02-24,954.918
2005-02-25,963.49
2005-02-28,972.291
2005-03-01,968.748
2005-03-02,962.64
2005-03-03,962.929
2005-03-04,979.212
2005-03-07,976.709
2005-03-08,982.304
2005-03-09,980.576
2005-03-10,976.381
2005-03-11,979.349
2005-03-14,974.075
2005-03-15,978.629
2005-03-16,975.345
2005-03-17,973.525
2005-03-18,973.932
2005-03-21,969.689
2005-03-22,972.213
2005-03-23,957.121
2005-03-24,960.462
2005-03-25,960.462
2005-03-28,953.721
2005-03-29,959.438
2005-03-30,963.864
2005-03-31,969.652
2005-04-01,972.989
2005-04-04,959.371
2005-04-05,964.425
2005-04-06,966.104
2005-04-07,980.746
2005-04-08,973.944
2005-04-11,983.705
2005-04-12,972.287
2005-04-13,973.703
2005-04-14,963.705
2005-04-15,950.538
2005-04-18,933.008
2005-04-19,939.82
2005-04-20,940.812
2005-04-21,948.012
2005-04-22,950.476
2005-04-25,943.641
2005-04-26,940.543
2005-04-27,930.727
2005-04-28,925.512
2005-04-29,927.835
2005-05-02,930.0
2005-05-03,935.142
2005-05-04,940.748
2005-05-05,943.759
2005-05-06,936.465
2005-05-09,933.098
2005-05-10,928.105
2005-05-11,926.414
2005-05-12,924.981
2005-05-13,920.209
2005-05-16,916.76
2005-05-17,909.314
2005-05-18,923.326
2005-05-19,924.282
2005-05-20,920.471
2005-05-23,931.588
2005-05-24,930.082
2005-05-25,931.149
2005-05-26,931.085
2005-05-27,930.392
2005-05-30,930.374
2005-05-31,916.217
2005-06-01,920.051
2005-06-02,922.533
2005-06-03,916.77
2005-06-06,914.805
2005-06-07,921.88
2005-06-08,926.777
2005-06-09,918.469
2005-06-10,915.822
2005-06-13,915.994
2005-06-14,918.19
2005-06-15,922.265
2005-06-16,923.207
2005-06-17,934.492
2005-06-20,922.564
2005-06-21,925.797
2005-06-22,924.582
2005-06-23,918.133
2005-06-24,912.305
2005-06-27,908.984
2005-06-28,911.23
2005-06-29,914.906
2005-06-30,922.762
2005-07-01,917.027
2005-07-04,915.625
2005-07-05,912.569
2005-07-06,918.531
2005-07-07,905.195
2005-07-08,918.904
2005-07-11,935.105
2005-07-12,941.15
2005-07-13,940.554
2005-07-14,946.638
2005-07-15,938.57
2005-07-18,942.143
2005-07-19,946.379
2005-07-20,943.465
2005-07-21,951.963
2005-07-22,952.746
2005-07-25,951.239
2005-07-26,948.633
2005-07-27,952.567
2005-07-28,959.094
2005-07-29,961.77
2005-08-01,964.372
2005-08-02,973.237
2005-08-03,981.319
2005-08-04,974.583
2005-08-05,966.803
2005-08-08,974.418
2005-08-09,978.832
2005-08-10,988.697
2005-08-11,990.683
2005-08-12,986.609
2005-08-15,981.332
2005-08-16,973.106
2005-08-17,967.799
2005-08-18,950.365
2005-08-19,961.344
2005-08-22,968.527
2005-08-23,957.781
2005-08-24,967.895
2005-08-25,963.461
2005-08-26,957.737
2005-08-29,956.467
2005-08-30,948.216
2005-08-31,967.07
2005-09-01,985.716
2005-09-02,992.158
2005-09-05,993.56
2005-09-06,996.392
2005-09-07,995.539
2005-09-08,994.873
2005-09-09,997.21
2005-09-12,986.844
2005-09-13,980.485
2005-09-14,990.652
2005-09-15,982.395
2005-09-16,989.491
2005-09-19,983.138
2005-09-20,986.16
2005-09-21,988.067
2005-09-22,974.755
2005-09-23,971.125
2005-09-26,980.826
2005-09-27,976.013
2005-09-28,984.243
2005-09-29,982.089
2005-09-30,985.5
2005-10-03,974.553
2005-10-04,970.249
2005-10-05,958.466
2005-10-06,965.232
2005-10-07,956.631
2005-10-10,951.612
2005-10-11,946.356
2005-10-12,943.872
2005-10-13,926.951
2005-10-14,941.312
2005-10-17,937.85
2005-10-18,919.56
2005-10-19,907.732
2005-10-20,908.993
2005-10-21,914.986
2005-10-24,919.338
2005-10-25,925.557
2005-10-26,927.956
2005-10-27,912.516
2005-10-28,911.652
2005-10-31,918.631
2005-11-01,918.402
2005-11-02,929.04
2005-11-03,936.425
2005-11-04,921.816
2005-11-07,922.983
2005-11-08,916.906
2005-11-09,915.474
