Date,GERMANY GROWTH Standard (Large+Mid Cap)
2001-04-25,1360.724
2001-04-26,1370.679
2001-04-27,1371.104
2001-04-30,1386.144
2001-05-01,1393.493
2001-05-02,1384.863
2001-05-03,1358.388
2001-05-04,1364.19
2001-05-07,1357.961
2001-05-08,1349.067
2001-05-09,1332.258
2001-05-10,1354.711
2001-05-11,1335.843
2001-05-14,1316.438
2001-05-15,1327.343
2001-05-16,1350.993
2001-05-17,1356.681
2001-05-18,1354.549
2001-05-21,1366.471
2001-05-22,1362.312
2001-05-23,1346.961
2001-05-24,1359.175
2001-05-25,1350.117
2001-05-28,1353.47
2001-05-29,1335.602
2001-05-30,1316.418
2001-05-31,1318.113
2001-06-01,1317.403
2001-06-04,1339.48
2001-06-05,1365.9
2001-06-06,1354.026
2001-06-07,1352.041
2001-06-08,1356.037
2001-06-11,1333.571
2001-06-12,1318.002
2001-06-13,1333.381
2001-06-14,1324.355
2001-06-15,1302.602
2001-06-18,1288.842
2001-06-19,1298.305
2001-06-20,1275.963
2001-06-21,1287.382
2001-06-22,1297.169
2001-06-25,1291.397
2001-06-26,1284.153
2001-06-27,1267.09
2001-06-28,1280.738
2001-06-29,1289.738
2001-07-02,1295.514
2001-07-03,1279.333
2001-07-04,1266.386
2001-07-05,1243.802
2001-07-06,1223.295
2001-07-09,1230.926
2001-07-10,1228.433
2001-07-11,1226.523
2001-07-12,1237.366
2001-07-13,1245.77
2001-07-16,1235.678
2001-07-17,1226.472
2001-07-18,1225.563
2001-07-19,1254.901
2001-07-20,1236.611
2001-07-23,1252.757
2001-07-24,1235.874
2001-07-25,1229.401
2001-07-26,1253.677
2001-07-27,1263.817
2001-07-30,1274.091
2001-07-31,1294.422
2001-08-01,1306.912
2001-08-02,1305.762
2001-08-03,1303.969
2001-08-06,1293.122
2001-08-07,1296.817
2001-08-08,1287.673
2001-08-09,1284.31
2001-08-10,1284.837
2001-08-13,1302.365
2001-08-14,1308.666
2001-08-15,1322.477
2001-08-16,1311.858
2001-08-17,1291.574
2001-08-20,1277.76
2001-08-21,1278.053
2001-08-22,1291.216
2001-08-23,1289.42
2001-08-24,1311.883
2001-08-27,1313.154
2001-08-28,1289.214
2001-08-29,1288.05
2001-08-30,1251.843
2001-08-31,1257.084
2001-09-03,1223.083
2001-09-04,1228.289
2001-09-05,1179.72
2001-09-06,1127.434
2001-09-07,1114.751
2001-09-10,1091.13
2001-09-11,999.3
2001-09-12,1021.628
2001-09-13,1040.208
2001-09-14,996.494
2001-09-17,1016.741
2001-09-18,1026.089
2001-09-19,1002.803
2001-09-20,945.024
2001-09-21,914.63
2001-09-24,972.299
2001-09-25,978.117
2001-09-26,1005.599
2001-09-27,1037.915
2001-09-28,1047.095
2001-10-01,1047.087
2001-10-02,1064.293
2001-10-03,1104.876
2001-10-04,1119.684
2001-10-05,1103.888
2001-10-08,1099.873
2001-10-09,1092.807
2001-10-10,1122.041
2001-10-11,1146.616
2001-10-12,1123.636
2001-10-15,1111.532
2001-10-16,1130.696
2001-10-17,1130.746
2001-10-18,1105.595
2001-10-19,1089.528
2001-10-22,1109.828
2001-10-23,1118.233
2001-10-24,1147.645
2001-10-25,1135.385
2001-10-26,1160.394
2001-10-29,1131.803
2001-10-30,1113.033
2001-10-31,1101.612
2001-11-01,1127.902
2001-11-02,1115.587
2001-11-05,1147.398
2001-11-06,1140.919
2001-11-07,1170.396
2001-11-08,1188.787
2001-11-09,1166.722
2001-11-12,1144.391
2001-11-13,1144.25
2001-11-14,1146.564
2001-11-15,1145.427
2001-11-16,1153.024
2001-11-19,1171.405
2001-11-20,1161.898
2001-11-21,1152.344
2001-11-22,1169.539
2001-11-23,1166.354
2001-11-26,1155.639
2001-11-27,1152.381
2001-11-28,1129.157
2001-11-29,1149.871
2001-11-30,1178.343
2001-12-03,1171.011
2001-12-04,1177.551
2001-12-05,1215.498
2001-12-06,1216.513
2001-12-07,1208.474
2001-12-10,1188.186
2001-12-11,1190.918
2001-12-12,1188.931
2001-12-13,1170.42
2001-12-14,1160.73
2001-12-17,1188.466
2001-12-18,1181.912
2001-12-19,1171.854
2001-12-20,1159.764
2001-12-21,1157.679
2001-12-24,1146.128
2001-12-25,1146.128
2001-12-26,1147.107
2001-12-27,1175.779
2001-12-28,1180.779
2001-12-31,1192.295
2002-01-01,1192.295
2002-01-02,1208.959
2002-01-03,1219.213
2002-01-04,1213.348
2002-01-07,1197.592
2002-01-08,1191.95
2002-01-09,1215.422
2002-01-10,1215.319
2002-01-11,1212.87
2002-01-14,1190.624
2002-01-15,1185.61
2002-01-16,1168.27
2002-01-17,1187.876
2002-01-18,1192.471
2002-01-21,1184.97
2002-01-22,1179.133
2002-01-23,1212.053
2002-01-24,1207.535
2002-01-25,1182.874
2002-01-28,1175.659
2002-01-29,1164.125
2002-01-30,1150.942
2002-01-31,1162.338
2002-02-01,1162.745
2002-02-04,1148.948
2002-02-05,1143.881
2002-02-06,1117.031
2002-02-07,1135.87
2002-02-08,1136.092
2002-02-11,1164.175
2002-02-12,1152.495
2002-02-13,1155.336
2002-02-14,1157.69
2002-02-15,1140.57
2002-02-18,1131.923
2002-02-19,1110.659
2002-02-20,1113.488
2002-02-21,1122.796
2002-02-22,1112.001
2002-02-25,1123.58
2002-02-26,1124.661
2002-02-27,1130.167
2002-02-28,1149.293
2002-03-01,1151.398
2002-03-04,1182.423
2002-03-05,1180.945
2002-03-06,1201.996
2002-03-07,1211.112
2002-03-08,1216.487
2002-03-11,1213.968
2002-03-12,1201.699
2002-03-13,1194.052
2002-03-14,1212.483
2002-03-15,1244.32
2002-03-18,1249.616
2002-03-19,1258.401
2002-03-20,1239.369
2002-03-21,1229.592
2002-03-22,1217.07
2002-03-25,1207.299
2002-03-26,1222.859
2002-03-27,1206.665
2002-03-28,1219.139
2002-03-29,1219.139
2002-04-01,1229.131
2002-04-02,1213.968
2002-04-03,1204.527
2002-04-04,1203.617
2002-04-05,1206.744
2002-04-08,1183.729
2002-04-09,1186.311
2002-04-10,1210.437
2002-04-11,1197.701
2002-04-12,1198.831
2002-04-15,1211.259
2002-04-16,1220.064
2002-04-17,1223.408
2002-04-18,1213.464
2002-04-19,1218.842
2002-04-22,1205.114
2002-04-23,1204.403
2002-04-24,1202.908
2002-04-25,1184.57
2002-04-26,1175.229
2002-04-29,1176.464
2002-04-30,1183.851
2002-05-01,1190.551
2002-05-02,1160.194
2002-05-03,1160.751
2002-05-06,1166.827
2002-05-07,1152.625
2002-05-08,1178.032
2002-05-09,1161.39
2002-05-10,1154.277
2002-05-13,1172.61
2002-05-14,1173.323
2002-05-15,1183.677
2002-05-16,1179.2
2002-05-17,1185.932
2002-05-20,1181.143
2002-05-21,1165.5
2002-05-22,1153.644
2002-05-23,1137.135
2002-05-24,1148.423
2002-05-27,1153.534
2002-05-28,1152.256
2002-05-29,1144.29
2002-05-30,1128.889
2002-05-31,1135.334
2002-06-03,1123.222
2002-06-04,1104.079
2002-06-05,1098.983
2002-06-06,1112.064
2002-06-07,1104.185
2002-06-10,1104.284
2002-06-11,1097.291
2002-06-12,1071.065
2002-06-13,1069.061
2002-06-14,1035.054
2002-06-17,1064.321
2002-06-18,1052.516
2002-06-19,1045.783
2002-06-20,1028.057
2002-06-21,1033.512
2002-06-24,1010.817
2002-06-25,1022.909
2002-06-26,1011.662
2002-06-27,1048.967
2002-06-28,1091.572
2002-07-01,1075.497
2002-07-02,1028.292
2002-07-03,1006.348
2002-07-04,1034.096
2002-07-05,1090.866
2002-07-08,1097.784
2002-07-09,1073.615
2002-07-10,1014.989
2002-07-11,986.63
2002-07-12,989.982
2002-07-15,960.791
2002-07-16,985.483
2002-07-17,1009.018
2002-07-18,995.329
2002-07-19,953.254
2002-07-22,897.097
2002-07-23,846.021
2002-07-24,868.326
2002-07-25,847.212
2002-07-26,852.532
2002-07-29,910.667
2002-07-30,920.794
2002-07-31,870.239
2002-08-01,847.094
2002-08-02,825.662
2002-08-05,774.263
2002-08-06,807.113
2002-08-07,795.384
2002-08-08,843.808
2002-08-09,862.291
2002-08-12,839.148
2002-08-13,849.459
2002-08-14,836.157
2002-08-15,845.415
2002-08-16,855.138
2002-08-19,882.52
2002-08-20,864.037
2002-08-21,903.538
2002-08-22,907.736
2002-08-23,887.87
2002-08-26,872.286
2002-08-27,895.136
2002-08-28,854.863
2002-08-29,846.302
2002-08-30,851.845
2002-09-02,830.925
2002-09-03,798.232
2002-09-04,793.592
2002-09-05,773.604
2002-09-06,792.338
2002-09-09,779.314
2002-09-10,781.004
2002-09-11,799.409
2002-09-12,764.619
2002-09-13,743.361
2002-09-16,720.74
2002-09-17,704.858
2002-09-18,674.986
2002-09-19,658.883
2002-09-20,674.036
2002-09-23,647.523
2002-09-24,642.093
2002-09-25,656.328
2002-09-26,658.398
2002-09-27,634.443
2002-09-30,611.244
2002-10-01,621.142
2002-10-02,632.561
2002-10-03,614.384
2002-10-04,590.343
2002-10-07,581.784
2002-10-08,579.909
2002-10-09,585.602
2002-10-10,614.721
2002-10-11,661.895
2002-10-14,655.387
2002-10-15,702.897
2002-10-16,693.644
2002-10-17,732.089
2002-10-18,731.596
2002-10-21,757.081
2002-10-22,733.177
2002-10-23,698.164
2002-10-24,718.802
2002-10-25,730.834
2002-10-28,760.616
2002-10-29,726.174
2002-10-30,749.58
2002-10-31,769.241
2002-11-01,780.922
2002-11-04,813.737
2002-11-05,819.4
2002-11-06,808.397
2002-11-07,783.675
2002-11-08,769.376
2002-11-11,748.837
2002-11-12,761.555
2002-11-13,746.865
2002-11-14,774.792
2002-11-15,781.88
2002-11-18,785.194
2002-11-19,784.534
2002-11-20,782.59
2002-11-21,806.037
2002-11-22,811.59
2002-11-25,806.703
2002-11-26,782.567
2002-11-27,811.39
2002-11-28,808.754
2002-11-29,799.192
2002-12-02,809.544
2002-12-03,793.412
2002-12-04,801.005
2002-12-05,778.001
2002-12-06,781.136
2002-12-09,749.568
2002-12-10,769.355
2002-12-11,775.949
2002-12-12,768.12
2002-12-13,764.627
2002-12-16,790.475
2002-12-17,784.593
2002-12-18,756.19
2002-12-19,742.382
2002-12-20,753.512
2002-12-23,748.229
2002-12-24,751.326
2002-12-25,751.326
2002-12-26,753.22
2002-12-27,721.55
2002-12-30,733.369
2002-12-31,736.245
2003-01-01,736.245
2003-01-02,779.612
2003-01-03,782.156
2003-01-06,801.511
2003-01-07,788.781
2003-01-08,758.952
2003-01-09,780.781
2003-01-10,786.058
2003-01-13,790.097
2003-01-14,800.704
2003-01-15,792.516
2003-01-16,787.753
2003-01-17,761.776
2003-01-20,759.809
2003-01-21,755.276
2003-01-22,740.094
2003-01-23,752.784
2003-01-24,730.237
2003-01-27,714.005
2003-01-28,724.786
2003-01-29,733.562
2003-01-30,728.812
2003-01-31,742.123
2003-02-03,741.864
2003-02-04,720.547
2003-02-05,734.919
2003-02-06,715.245
2003-02-07,692.125
2003-02-10,694.958
2003-02-11,695.54
2003-02-12,679.621
2003-02-13,681.701
2003-02-14,703.588
2003-02-17,704.42
2003-02-18,715.873
2003-02-19,696.579
2003-02-20,698.276
2003-02-21,713.625
2003-02-24,696.742
2003-02-25,674.872
2003-02-26,670.044
2003-02-27,682.027
2003-02-28,691.573
2003-03-03,699.07
2003-03-04,694.45
2003-03-05,692.441
2003-03-06,679.777
2003-03-07,683.249
2003-03-10,660.624
2003-03-11,658.963
2003-03-12,629.037
2003-03-13,655.705
2003-03-14,664.326
2003-03-17,679.833
2003-03-18,690.68
2003-03-19,696.166
2003-03-20,695.795
2003-03-21,717.963
2003-03-24,686.415
2003-03-25,710.713
2003-03-26,695.382
2003-03-27,700.639
2003-03-28,686.565
2003-03-31,672.733
2003-04-01,680.948
2003-04-02,710.967
2003-04-03,701.522
2003-04-04,711.711
2003-04-07,746.999
2003-04-08,745.919
2003-04-09,734.064
2003-04-10,730.97
2003-04-11,738.161
2003-04-14,746.486
2003-04-15,764.904
2003-04-16,769.222
2003-04-17,788.709
2003-04-18,788.709
2003-04-21,785.309
2003-04-22,802.707
2003-04-23,800.345
2003-04-24,792.125
2003-04-25,780.44
2003-04-28,811.717
2003-04-29,805.119
2003-04-30,825.513
2003-05-01,833.095
2003-05-02,846.062
2003-05-05,860.007
2003-05-06,881.007
2003-05-07,867.483
2003-05-08,842.863
2003-05-09,862.414
2003-05-12,862.383
2003-05-13,852.453
2003-05-14,852.118
2003-05-15,866.314
2003-05-16,872.439
2003-05-19,849.888
2003-05-20,842.819
2003-05-21,841.022
2003-05-22,849.176
2003-05-23,847.22
2003-05-26,854.356
2003-05-27,870.056
2003-05-28,871.36
2003-05-29,873.427
2003-05-30,886.47
2003-06-02,908.016
2003-06-03,896.806
2003-06-04,909.53
2003-06-05,913.791
2003-06-06,929.769
2003-06-09,925.721
2003-06-10,931.641
2003-06-11,942.208
2003-06-12,946.766
2003-06-13,937.702
2003-06-16,969.087
2003-06-17,967.161
2003-06-18,959.931
2003-06-19,945.893
2003-06-20,937.711
2003-06-23,916.19
2003-06-24,925.528
2003-06-25,922.892
2003-06-26,924.317
2003-06-27,916.566
2003-06-30,920.529
2003-07-01,907.421
2003-07-02,929.718
2003-07-03,928.822
2003-07-04,924.0
2003-07-07,935.98
2003-07-08,930.217
2003-07-09,928.018
2003-07-10,915.866
2003-07-11,924.851
2003-07-14,937.222
2003-07-15,935.104
2003-07-16,935.648
2003-07-17,912.367
2003-07-18,924.042
2003-07-21,915.156
2003-07-22,927.459
2003-07-23,931.188
2003-07-24,952.689
2003-07-25,955.381
2003-07-28,968.435
2003-07-29,972.149
2003-07-30,958.144
2003-07-31,954.037
2003-08-01,939.217
2003-08-04,938.301
2003-08-05,947.852
2003-08-06,935.635
2003-08-07,928.3
2003-08-08,922.742
2003-08-11,924.202
2003-08-12,932.433
2003-08-13,944.974
2003-08-14,954.787
2003-08-15,948.166
2003-08-18,953.811
2003-08-19,949.696
2003-08-20,950.944
2003-08-21,956.868
2003-08-22,946.926
2003-08-25,936.369
2003-08-26,921.853
2003-08-27,930.211
2003-08-28,942.517
2003-08-29,950.647
2003-09-01,972.278
2003-09-02,960.113
2003-09-03,983.314
2003-09-04,995.359
2003-09-05,992.859
2003-09-08,1011.821
2003-09-09,1008.824
2003-09-10,993.805
2003-09-11,1000.338
2003-09-12,995.386
2003-09-15,996.679
2003-09-16,1001.518
2003-09-17,1006.746
2003-09-18,1025.582
2003-09-19,1023.058
2003-09-22,1000.653
2003-09-23,993.833
2003-09-24,969.995
2003-09-25,977.046
2003-09-26,970.285
2003-09-29,974.78
2003-09-30,965.838
2003-10-01,989.489
2003-10-02,982.146
2003-10-03,1016.068
2003-10-06,1015.334
2003-10-07,1013.164
2003-10-08,1041.505
2003-10-09,1051.736
2003-10-10,1058.263
2003-10-13,1065.361
2003-10-14,1066.181
2003-10-15,1065.116
2003-10-16,1070.009
2003-10-17,1047.665
2003-10-20,1060.189
2003-10-21,1073.482
2003-10-22,1056.289
2003-10-23,1052.953
2003-10-24,1043.37
2003-10-27,1059.333
2003-10-28,1069.337
2003-10-29,1078.572
2003-10-30,1078.351
2003-10-31,1075.059
2003-11-03,1085.601
2003-11-04,1085.483
2003-11-05,1077.916
2003-11-06,1078.935
2003-11-07,1089.4
2003-11-10,1080.744
2003-11-11,1077.678
2003-11-12,1093.673
2003-11-13,1107.37
2003-11-14,1123.472
2003-11-17,1091.232
2003-11-18,1096.494
2003-11-19,1091.744
2003-11-20,1087.967
2003-11-21,1088.438
2003-11-24,1101.314
2003-11-25,1109.771
2003-11-26,1113.355
2003-11-27,1119.867
2003-11-28,1129.469
2003-12-01,1151.831
2003-12-02,1161.842
2003-12-03,1187.391
2003-12-04,1175.381
2003-12-05,1170.051
2003-12-08,1167.56
2003-12-09,1181.593
2003-12-10,1176.825
2003-12-11,1177.708
2003-12-12,1185.088
2003-12-15,1191.128
2003-12-16,1185.874
2003-12-17,1180.657
2003-12-18,1180.976
2003-12-19,1186.385
2003-12-22,1183.573
2003-12-23,1192.625
2003-12-24,1195.986
2003-12-25,1195.986
2003-12-26,1195.506
2003-12-29,1215.346
2003-12-30,1225.037
2003-12-31,1233.151
2004-01-01,1233.151
2004-01-02,1251.656
2004-01-05,1268.79
2004-01-06,1284.382
2004-01-07,1274.819
2004-01-08,1306.864
2004-01-09,1307.792
2004-01-12,1294.151
2004-01-13,1285.973
2004-01-14,1289.495
2004-01-15,1281.899
2004-01-16,1266.15
2004-01-19,1273.5
2004-01-20,1286.687
2004-01-21,1295.799
2004-01-22,1310.289
2004-01-23,1307.473
2004-01-26,1293.533
2004-01-27,1302.971
2004-01-28,1302.176
2004-01-29,1264.045
2004-01-30,1257.12
2004-02-02,1260.79
2004-02-03,1276.025
2004-02-04,1259.608
2004-02-05,1265.869
2004-02-06,1290.397
2004-02-09,1305.923
2004-02-10,1315.541
2004-02-11,1320.402
2004-02-12,1336.332
2004-02-13,1315.0
2004-02-16,1319.981
2004-02-17,1333.409
2004-02-18,1331.063
2004-02-19,1330.022
2004-02-20,1298.333
2004-02-23,1288.338
2004-02-24,1274.916
2004-02-25,1267.769
2004-02-26,1251.922
2004-02-27,1247.865
2004-03-01,1264.545
2004-03-02,1263.861
2004-03-03,1240.066
2004-03-04,1265.985
2004-03-05,1287.963
2004-03-08,1282.878
2004-03-09,1270.11
2004-03-10,1233.655
2004-03-11,1197.983
2004-03-12,1198.93
2004-03-15,1173.033
2004-03-16,1186.234
2004-03-17,1192.722
2004-03-18,1193.716
2004-03-19,1188.927
2004-03-22,1163.895
2004-03-23,1153.714
2004-03-24,1148.12
2004-03-25,1171.595
2004-03-26,1163.521
2004-03-29,1190.363
2004-03-30,1190.027
2004-03-31,1199.457
2004-04-01,1226.625
2004-04-02,1227.572
2004-04-05,1226.786
2004-04-06,1222.212
2004-04-07,1229.735
2004-04-08,1227.282
2004-04-09,1227.282
2004-04-12,1223.835
2004-04-13,1222.289
2004-04-14,1204.937
2004-04-15,1195.468
2004-04-16,1211.009
2004-04-19,1211.301
2004-04-20,1210.873
2004-04-21,1193.433
2004-04-22,1199.601
2004-04-23,1204.355
2004-04-26,1213.72
2004-04-27,1220.145
2004-04-28,1192.489
2004-04-29,1184.225
2004-04-30,1179.371
2004-05-03,1186.443
2004-05-04,1198.845
2004-05-05,1208.517
2004-05-06,1167.486
2004-05-07,1146.47
2004-05-10,1111.196
2004-05-11,1126.305
2004-05-12,1111.246
2004-05-13,1116.352
2004-05-14,1108.039
2004-05-17,1106.056
2004-05-18,1116.297
2004-05-19,1148.881
2004-05-20,1131.545
2004-05-21,1136.987
2004-05-24,1143.601
2004-05-25,1142.155
2004-05-26,1150.523
2004-05-27,1179.257
2004-05-28,1172.521
2004-05-31,1178.705
2004-06-01,1162.542
2004-06-02,1175.287
2004-06-03,1179.929
2004-06-04,1191.797
2004-06-07,1216.25
2004-06-08,1216.246
2004-06-09,1189.974
2004-06-10,1195.081
2004-06-11,1184.049
2004-06-14,1174.554
2004-06-15,1182.38
2004-06-16,1175.526
2004-06-17,1175.125
2004-06-18,1186.777
2004-06-21,1181.541
2004-06-22,1160.07
2004-06-23,1166.408
2004-06-24,1191.134
2004-06-25,1190.867
2004-06-28,1211.415
2004-06-29,1204.685
2004-06-30,1204.726
2004-07-01,1197.739
2004-07-02,1199.425
2004-07-05,1197.929
2004-07-06,1179.88
2004-07-07,1181.225
2004-07-08,1179.49
2004-07-09,1176.0
2004-07-12,1167.593
2004-07-13,1162.759
2004-07-14,1169.308
2004-07-15,1151.689
2004-07-16,1157.822
2004-07-19,1143.381
2004-07-20,1149.457
2004-07-21,1148.041
2004-07-22,1127.821
2004-07-23,1114.892
2004-07-26,1103.928
2004-07-27,1113.704
2004-07-28,1110.172
2004-07-29,1142.767
2004-07-30,1140.823
2004-08-02,1130.727
2004-08-03,1137.389
2004-08-04,1119.459
2004-08-05,1119.747
2004-08-06,1109.915
2004-08-09,1098.145
2004-08-10,1117.853
2004-08-11,1095.319
2004-08-12,1084.867
2004-08-13,1093.491
2004-08-16,1111.419
2004-08-17,1113.067
2004-08-18,1118.154
2004-08-19,1124.935
2004-08-20,1117.598
2004-08-23,1125.624
2004-08-24,1115.763
2004-08-25,1117.423
2004-08-26,1129.683
2004-08-27,1129.836
2004-08-30,1127.29
2004-08-31,1120.801
2004-09-01,1131.665
2004-09-02,1135.297
2004-09-03,1132.742
2004-09-06,1143.152
2004-09-07,1146.849
2004-09-08,1151.001
2004-09-09,1147.326
2004-09-10,1173.868
2004-09-13,1189.013
2004-09-14,1189.448
2004-09-15,1172.523
2004-09-16,1177.913
2004-09-17,1187.922
2004-09-20,1186.126
2004-09-21,1203.865
2004-09-22,1192.959
2004-09-23,1188.669
2004-09-24,1188.409
2004-09-27,1178.831
2004-09-28,1179.658
2004-09-29,1188.336
2004-09-30,1191.272
2004-10-01,1218.906
2004-10-04,1219.968
2004-10-05,1224.475
2004-10-06,1222.258
2004-10-07,1216.998
2004-10-08,1218.736
2004-10-11,1213.082
2004-10-12,1188.413
2004-10-13,1189.362
2004-10-14,1190.89
2004-10-15,1199.321
2004-10-18,1201.316
2004-10-19,1215.731
2004-10-20,1208.616
2004-10-21,1215.82
2004-10-22,1217.261
2004-10-25,1205.382
2004-10-26,1206.48
2004-10-27,1225.897
2004-10-28,1228.423
2004-10-29,1226.279
2004-11-01,1240.768
2004-11-02,1244.07
2004-11-03,1255.646
2004-11-04,1261.891
2004-11-05,1274.625
2004-11-08,1276.65
2004-11-09,1270.117
2004-11-10,1279.214
2004-11-11,1291.877
2004-11-12,1298.54
2004-11-15,1298.195
2004-11-16,1297.327
2004-11-17,1322.867
2004-11-18,1317.123
2004-11-19,1310.949
2004-11-22,1304.29
2004-11-23,1304.587
2004-11-24,1315.863
2004-11-25,1332.346
2004-11-26,1333.045
2004-11-29,1335.766
2004-11-30,1330.604
2004-12-01,1352.835
2004-12-02,1359.838
2004-12-03,1369.25
2004-12-06,1369.12
2004-12-07,1375.526
2004-12-08,1351.885
2004-12-09,1336.521
2004-12-10,1335.892
2004-12-13,1355.046
2004-12-14,1355.486
2004-12-15,1364.167
2004-12-16,1355.326
2004-12-17,1340.878
2004-12-20,1362.167
2004-12-21,1359.622
2004-12-22,1365.791
2004-12-23,1381.387
2004-12-24,1384.967
2004-12-27,1391.149
2004-12-28,1397.965
2004-12-29,1390.547
2004-12-30,1399.231
2004-12-31,1395.381
2005-01-03,1395.726
2005-01-04,1375.876
2005-01-05,1362.552
2005-01-06,1360.38
2005-01-07,1351.205
2005-01-10,1349.849
2005-01-11,1337.063
2005-01-12,1335.367
2005-01-13,1330.576
2005-01-14,1318.517
2005-01-17,1321.804
2005-01-18,1318.977
2005-01-19,1321.76
2005-01-20,1306.561
2005-01-21,1307.247
2005-01-24,1310.357
2005-01-25,1312.463
2005-01-26,1325.231
2005-01-27,1326.113
2005-01-28,1313.505
2005-01-31,1327.237
2005-02-01,1327.862
2005-02-02,1331.764
2005-02-03,1316.516
2005-02-04,1329.865
2005-02-07,1327.784
2005-02-08,1322.214
2005-02-09,1320.809
2005-02-10,1323.435
2005-02-11,1333.058
2005-02-14,1344.03
2005-02-15,1343.247
2005-02-16,1340.117
2005-02-17,1344.928
2005-02-18,1344.66
2005-02-21,1351.239
2005-02-22,1355.415
2005-02-23,1348.465
2005-02-24,1347.24
2005-02-25,1359.268
2005-02-28,1366.882
2005-03-01,1368.926
2005-03-02,1369.506
2005-03-03,1364.943
2005-03-04,1390.664
2005-03-07,1384.517
2005-03-08,1394.339
2005-03-09,1393.783
2005-03-10,1387.211
2005-03-11,1394.394
2005-03-14,1385.818
2005-03-15,1384.649
2005-03-16,1377.434
2005-03-17,1374.872
2005-03-18,1368.154
2005-03-21,1346.591
2005-03-22,1355.697
2005-03-23,1336.534
2005-03-24,1340.241
2005-03-25,1340.241
2005-03-28,1330.836
2005-03-29,1330.969
2005-03-30,1336.696
2005-03-31,1343.168
2005-04-01,1348.999
2005-04-04,1327.405
2005-04-05,1333.996
2005-04-06,1339.26
2005-04-07,1346.833
2005-04-08,1350.418
2005-04-11,1359.791
2005-04-12,1345.49
2005-04-13,1352.268
2005-04-14,1342.206
2005-04-15,1329.684
2005-04-18,1310.329
2005-04-19,1314.48
2005-04-20,1315.154
2005-04-21,1324.231
2005-04-22,1332.241
2005-04-25,1326.613
2005-04-26,1314.829
2005-04-27,1296.764
2005-04-28,1283.738
2005-04-29,1281.459
2005-05-02,1286.595
2005-05-03,1298.117
2005-05-04,1307.109
2005-05-05,1316.701
2005-05-06,1312.197
2005-05-09,1306.59
2005-05-10,1305.59
2005-05-11,1298.48
2005-05-12,1294.704
2005-05-13,1294.138
2005-05-16,1288.505
2005-05-17,1281.121
2005-05-18,1303.19
2005-05-19,1309.501
2005-05-20,1304.111
2005-05-23,1318.03
2005-05-24,1316.174
2005-05-25,1318.734
2005-05-26,1317.109
2005-05-27,1319.999
2005-05-30,1319.561
2005-05-31,1302.2
2005-06-01,1310.971
2005-06-02,1313.51
2005-06-03,1312.08
2005-06-06,1306.925
2005-06-07,1322.28
2005-06-08,1326.395
2005-06-09,1313.865
2005-06-10,1312.887
2005-06-13,1305.555
2005-06-14,1303.425
2005-06-15,1300.376
2005-06-16,1307.805
2005-06-17,1330.084
2005-06-20,1315.12
2005-06-21,1319.853
2005-06-22,1324.266
2005-06-23,1316.222
2005-06-24,1302.534
2005-06-27,1298.06
2005-06-28,1300.55
2005-06-29,1308.656
2005-06-30,1312.232
2005-07-01,1304.266
2005-07-04,1298.863
2005-07-05,1291.801
2005-07-06,1297.221
2005-07-07,1280.199
2005-07-08,1295.271
2005-07-11,1325.872
2005-07-12,1340.35
2005-07-13,1335.968
2005-07-14,1342.944
2005-07-15,1339.77
2005-07-18,1342.626
2005-07-19,1349.688
2005-07-20,1355.709
