Date,AUSTRALIA VALUE Standard (Large+Mid Cap)
2001-05-09,4150.501
2001-05-10,4258.749
2001-05-11,4220.218
2001-05-14,4196.219
2001-05-15,4197.616
2001-05-16,4179.905
2001-05-17,4254.105
2001-05-18,4223.95
2001-05-21,4318.058
2001-05-22,4273.065
2001-05-23,4233.472
2001-05-24,4186.224
2001-05-25,4237.654
2001-05-28,4225.822
2001-05-29,4187.498
2001-05-30,4143.81
2001-05-31,4045.359
2001-06-01,4083.653
2001-06-04,4135.884
2001-06-05,4134.876
2001-06-06,4207.403
2001-06-07,4290.601
2001-06-08,4321.225
2001-06-11,4312.557
2001-06-12,4348.324
2001-06-13,4377.354
2001-06-14,4387.951
2001-06-15,4416.043
2001-06-18,4320.497
2001-06-19,4293.775
2001-06-20,4314.29
2001-06-21,4326.529
2001-06-22,4350.773
2001-06-25,4317.322
2001-06-26,4368.21
2001-06-27,4317.175
2001-06-28,4262.944
2001-06-29,4332.602
2001-07-02,4279.347
2001-07-03,4333.638
2001-07-04,4348.321
2001-07-05,4228.945
2001-07-06,4119.484
2001-07-09,4100.184
2001-07-10,4137.931
2001-07-11,4123.257
2001-07-12,4113.136
2001-07-13,4165.143
2001-07-16,4248.482
2001-07-17,4188.639
2001-07-18,4253.464
2001-07-19,4251.693
2001-07-20,4156.645
2001-07-23,4174.496
2001-07-24,4175.715
2001-07-25,4133.087
2001-07-26,4068.827
2001-07-27,4042.844
2001-07-30,4098.395
2001-07-31,4120.809
2001-08-01,4254.415
2001-08-02,4347.81
2001-08-03,4322.721
2001-08-06,4286.052
2001-08-07,4275.99
2001-08-08,4289.862
2001-08-09,4304.345
2001-08-10,4311.315
2001-08-13,4294.299
2001-08-14,4267.813
2001-08-15,4329.001
2001-08-16,4265.303
2001-08-17,4333.782
2001-08-20,4263.548
2001-08-21,4309.085
2001-08-22,4339.254
2001-08-23,4286.797
2001-08-24,4290.728
2001-08-27,4300.421
2001-08-28,4288.766
2001-08-29,4259.492
2001-08-30,4220.262
2001-08-31,4087.586
2001-09-03,4043.931
2001-09-04,4035.834
2001-09-05,4035.808
2001-09-06,3998.714
2001-09-07,3909.611
2001-09-10,3897.853
2001-09-11,3947.409
2001-09-12,3709.557
2001-09-13,3718.996
2001-09-14,3674.324
2001-09-17,3404.358
2001-09-18,3393.597
2001-09-19,3387.187
2001-09-20,3312.458
2001-09-21,3247.591
2001-09-24,3289.944
2001-09-25,3353.904
2001-09-26,3324.861
2001-09-27,3298.907
2001-09-28,3385.512
2001-10-01,3464.049
2001-10-02,3550.983
2001-10-03,3541.294
2001-10-04,3553.26
2001-10-05,3675.16
2001-10-08,3628.419
2001-10-09,3598.982
2001-10-10,3577.159
2001-10-11,3652.614
2001-10-12,3738.18
2001-10-15,3794.301
2001-10-16,3814.567
2001-10-17,3886.461
2001-10-18,3805.678
2001-10-19,3735.898
2001-10-22,3748.063
2001-10-23,3812.77
2001-10-24,3888.734
2001-10-25,3860.655
2001-10-26,3846.836
2001-10-29,3798.283
2001-10-30,3807.578
2001-10-31,3814.298
2001-11-01,3862.648
2001-11-02,3795.343
2001-11-05,3779.282
2001-11-06,3909.612
2001-11-07,3888.589
2001-11-08,3897.536
2001-11-09,3947.323
2001-11-12,4005.714
2001-11-13,3997.106
2001-11-14,4030.2
2001-11-15,4030.432
2001-11-16,4072.346
2001-11-19,4082.22
2001-11-20,4116.922
2001-11-21,4045.84
2001-11-22,4049.292
2001-11-23,4067.859
2001-11-26,4095.691
2001-11-27,4139.411
2001-11-28,4101.103
2001-11-29,4036.782
2001-11-30,4077.286
2001-12-03,4040.679
2001-12-04,3988.936
2001-12-05,4049.5
2001-12-06,4087.478
2001-12-07,4103.277
2001-12-10,4070.943
2001-12-11,4069.032
2001-12-12,4069.697
2001-12-13,4057.291
2001-12-14,4022.287
2001-12-17,4022.436
2001-12-18,4039.551
2001-12-19,4013.201
2001-12-20,3995.724
2001-12-21,4048.891
2001-12-24,4075.678
2001-12-25,4075.678
2001-12-26,4072.873
2001-12-27,4086.855
2001-12-28,4114.605
2001-12-31,4128.49
2002-01-01,4128.49
2002-01-02,4165.309
2002-01-03,4138.002
2002-01-04,4194.811
2002-01-07,4214.119
2002-01-08,4217.252
2002-01-09,4200.74
2002-01-10,4201.372
2002-01-11,4195.988
2002-01-14,4161.857
2002-01-15,4170.735
2002-01-16,4176.978
2002-01-17,4120.099
2002-01-18,4115.534
2002-01-21,4129.415
2002-01-22,4177.141
2002-01-23,4191.419
2002-01-24,4187.933
2002-01-25,4202.474
2002-01-28,4190.681
2002-01-29,4204.165
2002-01-30,4111.663
2002-01-31,4160.303
2002-02-01,4148.059
2002-02-04,4169.919
2002-02-05,4128.152
2002-02-06,4063.839
2002-02-07,4037.406
2002-02-08,4141.188
2002-02-11,4189.451
2002-02-12,4156.481
2002-02-13,4131.07
2002-02-14,4191.456
2002-02-15,4225.746
2002-02-18,4236.596
2002-02-19,4236.146
2002-02-20,4185.037
2002-02-21,4170.576
2002-02-22,4117.982
2002-02-25,4116.867
2002-02-26,4150.572
2002-02-27,4129.905
2002-02-28,4146.57
2002-03-01,4172.087
2002-03-04,4194.543
2002-03-05,4204.311
2002-03-06,4236.32
2002-03-07,4352.405
2002-03-08,4295.875
2002-03-11,4270.831
2002-03-12,4233.735
2002-03-13,4231.974
2002-03-14,4267.628
2002-03-15,4225.236
2002-03-18,4305.49
2002-03-19,4302.613
2002-03-20,4370.267
2002-03-21,4338.133
2002-03-22,4336.663
2002-03-25,4309.203
2002-03-26,4239.485
2002-03-27,4264.178
2002-03-28,4315.76
2002-03-29,4315.76
2002-04-01,4323.442
2002-04-02,4260.54
2002-04-03,4206.062
2002-04-04,4192.695
2002-04-05,4240.388
2002-04-08,4212.13
2002-04-09,4173.853
2002-04-10,4205.429
2002-04-11,4229.311
2002-04-12,4207.481
2002-04-15,4202.908
2002-04-16,4230.844
2002-04-17,4299.085
2002-04-18,4334.73
2002-04-19,4339.385
2002-04-22,4354.773
2002-04-23,4348.868
2002-04-24,4360.392
2002-04-25,4378.904
2002-04-26,4402.671
2002-04-29,4329.274
2002-04-30,4295.099
2002-05-01,4331.962
2002-05-02,4350.825
2002-05-03,4386.853
2002-05-06,4337.956
2002-05-07,4345.911
2002-05-08,4361.41
2002-05-09,4352.149
2002-05-10,4366.451
2002-05-13,4345.337
2002-05-14,4357.077
2002-05-15,4506.444
2002-05-16,4506.137
2002-05-17,4577.652
2002-05-20,4562.838
2002-05-21,4553.748
2002-05-22,4594.026
2002-05-23,4568.334
2002-05-24,4578.796
2002-05-27,4582.73
2002-05-28,4630.039
2002-05-29,4663.742
2002-05-30,4670.83
2002-05-31,4645.228
2002-06-03,4691.505
2002-06-04,4693.253
2002-06-05,4669.464
2002-06-06,4705.327
2002-06-07,4709.285
2002-06-10,4678.079
2002-06-11,4634.513
2002-06-12,4645.287
2002-06-13,4606.8
2002-06-14,4505.363
2002-06-17,4506.057
2002-06-18,4552.253
2002-06-19,4543.706
2002-06-20,4583.369
2002-06-21,4564.925
2002-06-24,4536.093
2002-06-25,4488.155
2002-06-26,4345.929
2002-06-27,4376.471
2002-06-28,4358.289
2002-07-01,4379.282
2002-07-02,4366.99
2002-07-03,4253.976
2002-07-04,4274.23
2002-07-05,4316.298
2002-07-08,4397.281
2002-07-09,4472.876
2002-07-10,4419.71
2002-07-11,4281.312
2002-07-12,4279.956
2002-07-15,4278.958
2002-07-16,4238.08
2002-07-17,4154.721
2002-07-18,4197.694
2002-07-19,4151.116
2002-07-22,4074.078
2002-07-23,4036.887
2002-07-24,3872.465
2002-07-25,3912.575
2002-07-26,3827.779
2002-07-29,3902.58
2002-07-30,4031.929
2002-07-31,4038.549
2002-08-01,3988.547
2002-08-02,3972.078
2002-08-05,3855.277
2002-08-06,3796.736
2002-08-07,3962.462
2002-08-08,3960.835
2002-08-09,4004.391
2002-08-12,4035.321
2002-08-13,4050.949
2002-08-14,4046.153
2002-08-15,4123.879
2002-08-16,4150.16
2002-08-19,4139.704
2002-08-20,4198.762
2002-08-21,4160.79
2002-08-22,4192.895
2002-08-23,4204.506
2002-08-26,4205.995
2002-08-27,4245.944
2002-08-28,4215.964
2002-08-29,4204.962
2002-08-30,4186.853
2002-09-02,4226.814
2002-09-03,4218.811
2002-09-04,4128.708
2002-09-05,4140.245
2002-09-06,4136.643
2002-09-09,4191.348
2002-09-10,4177.377
2002-09-11,4236.207
2002-09-12,4257.834
2002-09-13,4230.304
2002-09-16,4209.079
2002-09-17,4255.803
2002-09-18,4203.29
2002-09-19,4192.544
2002-09-20,4130.274
2002-09-23,4080.279
2002-09-24,4073.945
2002-09-25,4008.136
2002-09-26,4015.509
2002-09-27,4027.236
2002-09-30,3969.474
2002-10-01,3974.374
2002-10-02,4006.872
2002-10-03,4028.499
2002-10-04,4013.976
2002-10-07,3960.747
2002-10-08,3945.638
2002-10-09,3918.969
2002-10-10,3869.762
2002-10-11,3933.8
2002-10-14,3970.206
2002-10-15,4041.611
2002-10-16,4036.702
2002-10-17,4041.874
2002-10-18,4075.795
2002-10-21,4080.15
2002-10-22,4117.561
2002-10-23,4163.891
2002-10-24,4169.153
2002-10-25,4139.545
2002-10-28,4214.68
2002-10-29,4164.564
2002-10-30,4123.81
2002-10-31,4196.417
2002-11-01,4158.95
2002-11-04,4244.143
2002-11-05,4246.558
2002-11-06,4291.206
2002-11-07,4236.64
2002-11-08,4206.923
2002-11-11,4111.38
2002-11-12,4142.814
2002-11-13,4125.608
2002-11-14,4134.891
2002-11-15,4199.63
2002-11-18,4214.095
2002-11-19,4192.434
2002-11-20,4200.281
2002-11-21,4286.18
2002-11-22,4327.086
2002-11-25,4318.889
2002-11-26,4293.391
2002-11-27,4227.363
2002-11-28,4322.787
2002-11-29,4336.927
2002-12-02,4357.308
2002-12-03,4340.116
2002-12-04,4276.528
2002-12-05,4280.494
2002-12-06,4263.859
2002-12-09,4285.314
2002-12-10,4224.094
2002-12-11,4218.679
2002-12-12,4267.707
2002-12-13,4251.972
2002-12-16,4231.211
2002-12-17,4288.023
2002-12-18,4272.147
2002-12-19,4279.488
2002-12-20,4271.404
2002-12-23,4313.663
2002-12-24,4309.004
2002-12-25,4309.004
2002-12-26,4309.004
2002-12-27,4282.385
2002-12-30,4252.514
2002-12-31,4258.013
2003-01-01,4258.013
2003-01-02,4294.548
2003-01-03,4374.434
2003-01-06,4503.377
2003-01-07,4495.128
2003-01-08,4476.763
2003-01-09,4491.833
2003-01-10,4534.429
2003-01-13,4556.395
2003-01-14,4576.262
2003-01-15,4586.269
2003-01-16,4556.292
2003-01-17,4573.837
2003-01-20,4580.65
2003-01-21,4522.695
2003-01-22,4441.946
2003-01-23,4475.278
2003-01-24,4487.873
2003-01-27,4471.57
2003-01-28,4345.947
2003-01-29,4351.681
2003-01-30,4370.514
2003-01-31,4337.922
2003-02-03,4303.485
2003-02-04,4364.424
2003-02-05,4305.823
2003-02-06,4264.309
2003-02-07,4309.319
2003-02-10,4293.234
2003-02-11,4248.55
2003-02-12,4292.727
2003-02-13,4245.657
2003-02-14,4209.456
2003-02-17,4241.426
2003-02-18,4254.267
2003-02-19,4303.618
2003-02-20,4271.995
2003-02-21,4287.574
2003-02-24,4380.066
2003-02-25,4273.963
2003-02-26,4318.364
2003-02-27,4271.788
2003-02-28,4292.434
2003-03-03,4368.676
2003-03-04,4366.368
2003-03-05,4323.475
2003-03-06,4311.043
2003-03-07,4250.589
2003-03-10,4247.9
2003-03-11,4137.221
2003-03-12,4051.36
2003-03-13,4035.49
2003-03-14,4126.303
2003-03-17,4077.111
2003-03-18,4225.243
2003-03-19,4242.959
2003-03-20,4297.924
2003-03-21,4290.28
2003-03-24,4288.003
2003-03-25,4300.516
2003-03-26,4369.974
2003-03-27,4374.517
2003-03-28,4408.254
2003-03-31,4420.341
2003-04-01,4384.631
2003-04-02,4375.056
2003-04-03,4423.202
2003-04-04,4465.315
2003-04-07,4511.149
2003-04-08,4529.188
2003-04-09,4516.323
2003-04-10,4496.56
2003-04-11,4505.827
2003-04-14,4501.322
2003-04-15,4557.89
2003-04-16,4630.676
2003-04-17,4598.134
2003-04-18,4598.134
2003-04-21,4587.298
2003-04-22,4685.117
2003-04-23,4729.681
2003-04-24,4757.866
2003-04-25,4737.875
2003-04-28,4689.975
2003-04-29,4751.494
2003-04-30,4806.767
2003-05-01,4828.202
2003-05-02,4782.484
2003-05-05,4778.007
2003-05-06,4774.119
2003-05-07,4781.375
2003-05-08,4821.403
2003-05-09,4824.965
2003-05-12,4851.854
2003-05-13,4877.68
2003-05-14,4873.31
2003-05-15,4820.805
2003-05-16,4853.02
2003-05-19,4873.379
2003-05-20,4832.414
2003-05-21,4854.838
2003-05-22,4906.895
2003-05-23,4965.639
2003-05-26,4994.765
2003-05-27,4958.551
2003-05-28,4925.756
2003-05-29,4934.892
2003-05-30,4954.79
2003-06-02,5038.079
2003-06-03,5037.398
2003-06-04,5111.106
2003-06-05,5139.164
2003-06-06,5105.944
2003-06-09,5086.628
2003-06-10,5093.788
2003-06-11,5173.618
2003-06-12,5204.394
2003-06-13,5230.528
2003-06-16,5254.844
2003-06-17,5313.765
2003-06-18,5319.859
2003-06-19,5307.813
2003-06-20,5298.053
2003-06-23,5268.023
2003-06-24,5252.275
2003-06-25,5302.259
2003-06-26,5205.71
2003-06-27,5218.877
2003-06-30,5217.474
2003-07-01,5305.01
2003-07-02,5321.137
2003-07-03,5385.054
2003-07-04,5327.659
2003-07-07,5317.417
2003-07-08,5145.757
2003-07-09,5046.861
2003-07-10,5065.121
2003-07-11,5092.536
2003-07-14,5151.014
2003-07-15,5104.134
2003-07-16,5151.492
2003-07-17,5099.458
2003-07-18,5025.089
2003-07-21,5080.46
2003-07-22,5057.265
2003-07-23,5125.008
2003-07-24,5181.059
2003-07-25,5166.953
2003-07-28,5194.884
2003-07-29,5191.168
2003-07-30,5082.423
2003-07-31,5086.611
2003-08-01,5128.539
2003-08-04,5085.891
2003-08-05,5062.669
2003-08-06,5077.099
2003-08-07,5094.765
2003-08-08,5132.071
2003-08-11,5162.362
2003-08-12,5158.588
2003-08-13,5174.122
2003-08-14,5159.126
2003-08-15,5174.287
2003-08-18,5169.078
2003-08-19,5145.21
2003-08-20,5207.956
2003-08-21,5166.42
2003-08-22,5135.998
2003-08-25,5147.282
2003-08-26,5072.404
2003-08-27,5048.941
2003-08-28,5055.123
2003-08-29,5095.216
2003-09-01,5066.278
2003-09-02,5048.682
2003-09-03,5016.085
2003-09-04,5032.339
2003-09-05,5071.061
2003-09-08,5136.701
2003-09-09,5219.435
2003-09-10,5214.179
2003-09-11,5212.445
2003-09-12,5245.001
2003-09-15,5261.493
2003-09-16,5225.713
2003-09-17,5254.817
2003-09-18,5303.171
2003-09-19,5307.408
2003-09-22,5354.493
2003-09-23,5324.151
2003-09-24,5347.34
2003-09-25,5339.634
2003-09-26,5308.2
2003-09-29,5293.752
2003-09-30,5324.447
2003-10-01,5375.734
2003-10-02,5449.95
2003-10-03,5450.788
2003-10-06,5433.761
2003-10-07,5500.886
2003-10-08,5553.605
2003-10-09,5572.138
2003-10-10,5574.765
2003-10-13,5580.585
2003-10-14,5548.173
2003-10-15,5567.516
2003-10-16,5579.56
2003-10-17,5596.92
2003-10-20,5604.381
2003-10-21,5674.856
2003-10-22,5714.778
2003-10-23,5643.025
2003-10-24,5642.173
2003-10-27,5653.884
2003-10-28,5633.916
2003-10-29,5664.183
2003-10-30,5690.362
2003-10-31,5688.207
2003-11-03,5625.087
2003-11-04,5610.884
2003-11-05,5650.815
2003-11-06,5609.161
2003-11-07,5618.933
2003-11-10,5632.929
2003-11-11,5587.443
2003-11-12,5612.424
2003-11-13,5662.4
2003-11-14,5641.235
2003-11-17,5586.081
2003-11-18,5652.358
2003-11-19,5700.385
2003-11-20,5719.679
2003-11-21,5709.968
2003-11-24,5680.956
2003-11-25,5699.155
2003-11-26,5742.522
2003-11-27,5708.472
2003-11-28,5698.465
2003-12-01,5696.628
2003-12-02,5760.88
2003-12-03,5854.432
2003-12-04,5889.325
2003-12-05,5912.524
2003-12-08,5953.77
2003-12-09,5931.98
2003-12-10,5932.391
2003-12-11,5848.589
2003-12-12,5945.486
2003-12-15,5990.558
2003-12-16,5970.911
2003-12-17,5984.894
2003-12-18,5923.732
2003-12-19,5915.859
2003-12-22,5938.827
2003-12-23,5960.81
2003-12-24,6043.145
2003-12-25,6043.145
2003-12-26,6030.947
2003-12-29,6065.803
2003-12-30,6123.695
2003-12-31,6181.911
2004-01-01,6181.911
2004-01-02,6205.417
2004-01-05,6233.551
2004-01-06,6297.382
2004-01-07,6299.946
2004-01-08,6356.532
2004-01-09,6407.064
2004-01-12,6417.719
2004-01-13,6434.37
2004-01-14,6441.899
2004-01-15,6378.457
2004-01-16,6314.277
2004-01-19,6215.412
2004-01-20,6301.243
2004-01-21,6344.215
2004-01-22,6428.321
2004-01-23,6434.345
2004-01-26,6414.461
2004-01-27,6394.225
2004-01-28,6363.387
2004-01-29,6210.534
2004-01-30,6226.195
2004-02-02,6213.879
2004-02-03,6276.05
2004-02-04,6236.625
2004-02-05,6248.504
2004-02-06,6296.857
2004-02-09,6384.073
2004-02-10,6379.756
2004-02-11,6422.6
2004-02-12,6556.615
2004-02-13,6595.59
2004-02-16,6599.03
2004-02-17,6655.011
2004-02-18,6674.067
2004-02-19,6632.856
2004-02-20,6521.936
2004-02-23,6485.368
2004-02-24,6520.52
2004-02-25,6522.096
2004-02-26,6488.918
2004-02-27,6537.477
2004-03-01,6595.665
2004-03-02,6576.426
2004-03-03,6381.722
2004-03-04,6459.817
2004-03-05,6590.072
2004-03-08,6585.197
2004-03-09,6669.795
2004-03-10,6531.688
2004-03-11,6439.7
2004-03-12,6373.879
2004-03-15,6393.129
2004-03-16,6528.757
2004-03-17,6524.968
2004-03-18,6607.037
2004-03-19,6598.992
2004-03-22,6602.706
2004-03-23,6582.76
2004-03-24,6549.274
2004-03-25,6517.934
2004-03-26,6601.179
2004-03-29,6587.577
2004-03-30,6671.275
2004-03-31,6725.154
2004-04-01,6812.589
2004-04-02,6714.379
2004-04-05,6651.805
2004-04-06,6734.951
2004-04-07,6756.617
2004-04-08,6705.389
2004-04-09,6705.389
2004-04-12,6739.693
2004-04-13,6606.459
2004-04-14,6406.141
2004-04-15,6446.694
2004-04-16,6446.651
2004-04-19,6483.346
2004-04-20,6438.455
2004-04-21,6376.396
2004-04-22,6335.441
2004-04-23,6393.126
2004-04-26,6406.59
2004-04-27,6383.845
2004-04-28,6310.092
2004-04-29,6225.734
2004-04-30,6231.071
2004-05-03,6188.994
2004-05-04,6271.656
2004-05-05,6288.06
2004-05-06,6255.587
2004-05-07,6053.832
2004-05-10,5891.147
2004-05-11,5919.213
2004-05-12,5987.139
2004-05-13,5904.821
2004-05-14,5877.726
2004-05-17,5883.462
2004-05-18,5883.486
2004-05-19,6037.558
2004-05-20,5966.745
2004-05-21,6089.731
2004-05-24,6075.041
2004-05-25,6128.962
2004-05-26,6186.18
2004-05-27,6346.616
2004-05-28,6324.022
2004-05-31,6328.656
2004-06-01,6291.912
2004-06-02,6233.72
2004-06-03,6148.525
2004-06-04,6175.684
2004-06-07,6318.874
2004-06-08,6283.652
2004-06-09,6169.254
2004-06-10,6220.716
2004-06-11,6196.617
2004-06-14,6193.488
2004-06-15,6155.543
2004-06-16,6180.476
2004-06-17,6172.207
2004-06-18,6258.576
2004-06-21,6314.849
2004-06-22,6280.436
2004-06-23,6303.438
2004-06-24,6414.156
2004-06-25,6373.602
2004-06-28,6370.035
2004-06-29,6293.349
2004-06-30,6357.186
2004-07-01,6421.166
2004-07-02,6504.124
2004-07-05,6506.016
2004-07-06,6558.207
2004-07-07,6666.586
2004-07-08,6682.099
2004-07-09,6671.68
2004-07-12,6718.097
2004-07-13,6693.749
2004-07-14,6604.242
2004-07-15,6583.442
2004-07-16,6655.089
2004-07-19,6647.72
2004-07-20,6554.323
2004-07-21,6437.542
2004-07-22,6411.049
2004-07-23,6317.601
2004-07-26,6335.695
2004-07-27,6282.578
2004-07-28,6240.001
2004-07-29,6238.691
2004-07-30,6306.643
2004-08-02,6366.277
2004-08-03,6401.353
2004-08-04,6382.021
2004-08-05,6363.457
2004-08-06,6480.572
2004-08-09,6463.372
2004-08-10,6457.526
2004-08-11,6437.112
2004-08-12,6421.475
2004-08-13,6422.469
2004-08-16,6428.013
2004-08-17,6396.338
2004-08-18,6398.655
2004-08-19,6520.932
2004-08-20,6551.522
2004-08-23,6528.025
2004-08-24,6410.722
2004-08-25,6399.512
2004-08-26,6380.318
2004-08-27,6447.808
2004-08-30,6411.413
2004-08-31,6480.574
2004-09-01,6517.907
2004-09-02,6456.184
2004-09-03,6387.251
2004-09-06,6400.319
2004-09-07,6439.022
2004-09-08,6443.639
2004-09-09,6375.362
2004-09-10,6486.558
2004-09-13,6492.309
2004-09-14,6584.365
2004-09-15,6474.062
2004-09-16,6497.908
2004-09-17,6470.035
2004-09-20,6498.731
2004-09-21,6509.902
2004-09-22,6580.409
2004-09-23,6671.006
2004-09-24,6639.697
2004-09-27,6644.057
2004-09-28,6686.903
2004-09-29,6687.181
2004-09-30,6804.937
2004-10-01,6806.406
2004-10-04,6797.209
2004-10-05,6857.241
2004-10-06,6865.448
2004-10-07,6877.716
2004-10-08,6942.924
2004-10-11,6964.733
2004-10-12,6960.086
2004-10-13,6920.004
2004-10-14,6971.636
2004-10-15,6993.814
2004-10-18,6924.236
2004-10-19,6968.282
2004-10-20,7020.108
2004-10-21,7037.499
2004-10-22,7027.225
2004-10-25,7047.756
2004-10-26,7071.071
2004-10-27,7163.056
2004-10-28,7246.116
2004-10-29,7304.988
2004-11-01,7340.087
2004-11-02,7317.295
2004-11-03,7475.459
2004-11-04,7475.36
2004-11-05,7522.04
2004-11-08,7499.338
2004-11-09,7496.979
2004-11-10,7523.609
2004-11-11,7577.619
2004-11-12,7625.431
2004-11-15,7699.231
2004-11-16,7716.104
2004-11-17,7792.101
2004-11-18,7756.48
2004-11-19,7802.956
2004-11-22,7752.706
2004-11-23,7805.151
2004-11-24,7865.806
2004-11-25,7943.065
2004-11-26,7897.819
2004-11-29,7883.348
2004-11-30,7799.829
2004-12-01,7744.624
2004-12-02,7821.345
2004-12-03,7831.163
2004-12-06,7855.629
2004-12-07,7794.754
2004-12-08,7538.673
2004-12-09,7506.628
2004-12-10,7501.501
2004-12-13,7573.865
2004-12-14,7617.938
2004-12-15,7734.471
2004-12-16,7696.855
2004-12-17,7735.755
2004-12-20,7818.741
2004-12-21,7838.422
2004-12-22,7874.507
2004-12-23,7898.948
2004-12-24,7997.996
2004-12-27,8052.453
2004-12-28,8056.602
2004-12-29,8028.803
2004-12-30,8095.886
2004-12-31,8160.663
2005-01-03,8087.27
2005-01-04,8026.192
2005-01-05,7979.101
2005-01-06,7901.958
2005-01-07,7936.409
2005-01-10,7988.004
2005-01-11,8031.187
2005-01-12,8095.595
2005-01-13,8042.546
2005-01-14,7952.793
2005-01-17,7958.676
2005-01-18,7905.892
2005-01-19,7928.659
2005-01-20,7914.182
2005-01-21,7994.436
2005-01-24,7996.954
2005-01-25,7973.781
2005-01-26,8075.982
2005-01-27,8185.98
2005-01-28,8164.996
2005-01-31,8196.426
2005-02-01,8185.758
2005-02-02,8276.099
2005-02-03,8217.034
2005-02-04,8296.549
2005-02-07,8358.878
2005-02-08,8248.507
2005-02-09,8309.28
2005-02-10,8548.866
2005-02-11,8522.021
2005-02-14,8503.262
2005-02-15,8446.895
2005-02-16,8416.442
2005-02-17,8487.88
2005-02-18,8459.373
2005-02-21,8488.159
2005-02-22,8531.45
2005-02-23,8355.273
2005-02-24,8269.649
2005-02-25,8341.462
2005-02-28,8496.841
2005-03-01,8430.89
2005-03-02,8429.238
2005-03-03,8456.026
2005-03-04,8577.511
2005-03-07,8604.627
2005-03-08,8699.763
2005-03-09,8610.13
2005-03-10,8517.193
2005-03-11,8532.177
2005-03-14,8520.63
2005-03-15,8536.793
2005-03-16,8637.782
2005-03-17,8599.701
2005-03-18,8580.316
2005-03-21,8530.57
2005-03-22,8513.571
2005-03-23,8224.773
2005-03-24,8168.924
2005-03-25,8168.924
2005-03-28,8139.823
2005-03-29,8084.693
2005-03-30,8141.211
2005-03-31,8151.275
2005-04-01,8203.122
2005-04-04,8101.085
2005-04-05,8113.503
2005-04-06,8081.761
2005-04-07,8139.978
2005-04-08,8212.542
2005-04-11,8228.827
2005-04-12,8234.908
2005-04-13,8262.156
2005-04-14,8146.396
2005-04-15,8060.851
2005-04-18,7912.197
2005-04-19,8040.892
2005-04-20,8104.245
2005-04-21,8147.752
2005-04-22,8250.109
2005-04-25,8207.417
2005-04-26,8206.824
2005-04-27,8211.623
2005-04-28,8265.853
2005-04-29,8210.364
2005-05-02,8233.847
2005-05-03,8126.003
2005-05-04,8097.079
2005-05-05,8141.877
2005-05-06,8171.965
2005-05-09,8139.923
2005-05-10,8183.52
2005-05-11,8222.81
2005-05-12,8210.314
2005-05-13,8133.15
2005-05-16,8001.819
2005-05-17,7971.602
2005-05-18,8049.096
2005-05-19,8137.288
2005-05-20,8126.439
2005-05-23,8262.565
2005-05-24,8295.631
2005-05-25,8257.927
2005-05-26,8254.02
2005-05-27,8275.406
2005-05-30,8292.013
2005-05-31,8192.403
2005-06-01,8227.581
2005-06-02,8326.413
2005-06-03,8345.565
2005-06-06,8434.917
2005-06-07,8517.123
2005-06-08,8577.012
2005-06-09,8517.866
2005-06-10,8466.995
2005-06-13,8458.664
