Date,NETHERLANDS IMI GROWTH IMI (Large+Mid+Small Cap)
2001-11-05,588.926
2001-11-06,591.844
2001-11-07,603.607
2001-11-08,606.081
2001-11-09,592.459
2001-11-12,579.623
2001-11-13,594.277
2001-11-14,595.747
2001-11-15,601.935
2001-11-16,610.811
2001-11-19,613.764
2001-11-20,603.55
2001-11-21,596.718
2001-11-22,608.121
2001-11-23,607.013
2001-11-26,610.276
2001-11-27,603.764
2001-11-28,597.954
2001-11-29,599.26
2001-11-30,608.321
2001-12-03,603.707
2001-12-04,606.754
2001-12-05,625.705
2001-12-06,629.167
2001-12-07,626.52
2001-12-10,611.879
2001-12-11,610.411
2001-12-12,610.977
2001-12-13,597.988
2001-12-14,595.775
2001-12-17,612.917
2001-12-18,611.027
2001-12-19,609.984
2001-12-20,601.127
2001-12-21,606.19
2001-12-24,600.782
2001-12-25,600.782
2001-12-26,601.295
2001-12-27,617.975
2001-12-28,617.582
2001-12-31,623.605
2002-01-01,623.605
2002-01-02,626.211
2002-01-03,633.104
2002-01-04,623.422
2002-01-07,619.178
2002-01-08,611.79
2002-01-09,613.149
2002-01-10,609.078
2002-01-11,614.088
2002-01-14,603.639
2002-01-15,607.419
2002-01-16,593.091
2002-01-17,598.959
2002-01-18,594.366
2002-01-21,590.438
2002-01-22,592.892
2002-01-23,589.682
2002-01-24,599.622
2002-01-25,589.145
2002-01-28,591.971
2002-01-29,591.222
2002-01-30,581.553
2002-01-31,584.012
2002-02-01,581.819
2002-02-04,581.98
2002-02-05,574.062
2002-02-06,565.517
2002-02-07,568.589
2002-02-08,568.54
2002-02-11,579.274
2002-02-12,579.325
2002-02-13,582.125
2002-02-14,590.614
2002-02-15,587.026
2002-02-18,580.305
2002-02-19,572.474
2002-02-20,567.437
2002-02-21,569.522
2002-02-22,561.215
2002-02-25,564.846
2002-02-26,565.634
2002-02-27,565.554
2002-02-28,568.537
2002-03-01,572.778
2002-03-04,591.544
2002-03-05,595.511
2002-03-06,599.047
2002-03-07,610.624
2002-03-08,610.2
2002-03-11,609.86
2002-03-12,601.878
2002-03-13,597.319
2002-03-14,604.333
2002-03-15,613.663
2002-03-18,619.134
2002-03-19,624.719
2002-03-20,616.112
2002-03-21,614.023
2002-03-22,616.543
2002-03-25,613.554
2002-03-26,615.793
2002-03-27,614.615
2002-03-28,625.241
2002-03-29,625.241
2002-04-01,630.366
2002-04-02,632.196
2002-04-03,632.475
2002-04-04,624.2
2002-04-05,613.058
2002-04-08,601.546
2002-04-09,604.041
2002-04-10,607.767
2002-04-11,602.74
2002-04-12,601.198
2002-04-15,606.092
2002-04-16,623.125
2002-04-17,633.198
2002-04-18,630.689
2002-04-19,630.874
2002-04-22,627.284
2002-04-23,631.708
2002-04-24,628.943
2002-04-25,623.527
2002-04-26,620.237
2002-04-29,620.903
2002-04-30,621.722
2002-05-01,625.241
2002-05-02,612.809
2002-05-03,603.307
2002-05-06,608.116
2002-05-07,597.667
2002-05-08,608.548
2002-05-09,607.694
2002-05-10,601.417
2002-05-13,602.979
2002-05-14,608.588
2002-05-15,614.637
2002-05-16,613.994
2002-05-17,619.612
2002-05-20,616.212
2002-05-21,606.934
2002-05-22,606.642
2002-05-23,608.321
2002-05-24,608.482
2002-05-27,606.039
2002-05-28,608.944
2002-05-29,608.256
2002-05-30,595.757
2002-05-31,599.468
2002-06-03,592.459
2002-06-04,577.85
2002-06-05,575.295
2002-06-06,581.881
2002-06-07,564.773
2002-06-10,567.55
2002-06-11,577.846
2002-06-12,561.809
2002-06-13,554.725
2002-06-14,540.97
2002-06-17,556.483
2002-06-18,560.65
2002-06-19,555.409
2002-06-20,545.727
2002-06-21,539.919
2002-06-24,529.603
2002-06-25,540.964
2002-06-26,539.784
2002-06-27,543.914
2002-06-28,571.426
2002-07-01,569.211
2002-07-02,545.842
2002-07-03,520.414
2002-07-04,536.428
2002-07-05,553.958
2002-07-08,557.422
2002-07-09,555.399
2002-07-10,533.068
2002-07-11,515.032
2002-07-12,513.114
2002-07-15,497.014
2002-07-16,495.799
2002-07-17,514.631
2002-07-18,524.407
2002-07-19,506.662
2002-07-22,481.148
2002-07-23,460.794
2002-07-24,439.614
2002-07-25,454.075
2002-07-26,451.01
2002-07-29,474.745
2002-07-30,474.168
2002-07-31,481.655
2002-08-01,459.415
2002-08-02,445.831
2002-08-05,429.564
2002-08-06,437.811
2002-08-07,438.978
2002-08-08,453.963
2002-08-09,465.027
2002-08-12,456.236
2002-08-13,464.52
2002-08-14,457.336
2002-08-15,474.852
2002-08-16,483.08
2002-08-19,501.733
2002-08-20,496.035
2002-08-21,499.722
2002-08-22,512.305
2002-08-23,504.123
2002-08-26,490.568
2002-08-27,510.52
2002-08-28,490.214
2002-08-29,476.929
2002-08-30,479.395
2002-09-02,472.307
2002-09-03,461.241
2002-09-04,459.546
2002-09-05,451.575
2002-09-06,462.351
2002-09-09,446.457
2002-09-10,455.254
2002-09-11,468.783
2002-09-12,448.289
2002-09-13,441.26
2002-09-16,430.534
2002-09-17,424.072
2002-09-18,409.723
2002-09-19,402.467
2002-09-20,397.623
2002-09-23,382.288
2002-09-24,383.404
2002-09-25,390.885
2002-09-26,409.915
2002-09-27,407.155
2002-09-30,392.258
2002-10-01,397.963
2002-10-02,413.474
2002-10-03,410.445
2002-10-04,400.532
2002-10-07,391.887
2002-10-08,380.064
2002-10-09,381.348
2002-10-10,389.688
2002-10-11,406.416
2002-10-14,403.753
2002-10-15,429.698
2002-10-16,415.917
2002-10-17,426.617
2002-10-18,429.224
2002-10-21,429.946
2002-10-22,431.651
2002-10-23,417.097
2002-10-24,425.581
2002-10-25,421.244
2002-10-28,434.691
2002-10-29,415.732
2002-10-30,427.871
2002-10-31,439.156
2002-11-01,439.152
2002-11-04,451.438
2002-11-05,457.183
2002-11-06,450.366
2002-11-07,439.584
2002-11-08,431.27
2002-11-11,424.568
2002-11-12,426.063
2002-11-13,422.734
2002-11-14,432.629
2002-11-15,437.212
2002-11-18,445.643
2002-11-19,447.588
2002-11-20,442.312
2002-11-21,462.711
2002-11-22,467.37
2002-11-25,464.999
2002-11-26,453.375
2002-11-27,462.919
2002-11-28,469.311
2002-11-29,470.291
2002-12-02,471.911
2002-12-03,459.135
2002-12-04,452.784
2002-12-05,448.767
2002-12-06,451.106
2002-12-09,441.173
2002-12-10,442.181
2002-12-11,446.316
2002-12-12,443.774
2002-12-13,437.648
2002-12-16,449.332
2002-12-17,443.445
2002-12-18,429.455
2002-12-19,431.877
2002-12-20,439.967
2002-12-23,442.827
2002-12-24,440.141
2002-12-25,440.141
2002-12-26,441.25
2002-12-27,435.817
2002-12-30,438.363
2002-12-31,443.307
2003-01-01,443.307
2003-01-02,453.957
2003-01-03,454.612
2003-01-06,456.671
2003-01-07,453.148
2003-01-08,445.831
2003-01-09,451.487
2003-01-10,454.438
2003-01-13,455.91
2003-01-14,459.513
2003-01-15,452.245
2003-01-16,450.354
2003-01-17,440.842
2003-01-20,437.638
2003-01-21,432.64
2003-01-22,426.644
2003-01-23,420.942
2003-01-24,422.173
2003-01-27,411.584
2003-01-28,412.137
2003-01-29,406.122
2003-01-30,413.841
2003-01-31,415.995
2003-02-03,419.702
2003-02-04,409.629
2003-02-05,413.285
2003-02-06,406.998
2003-02-07,399.151
2003-02-10,390.635
2003-02-11,398.431
2003-02-12,388.914
2003-02-13,392.93
2003-02-14,401.648
2003-02-17,407.122
2003-02-18,407.893
2003-02-19,400.656
2003-02-20,402.143
2003-02-21,402.613
2003-02-24,394.791
2003-02-25,381.129
2003-02-26,383.184
2003-02-27,387.703
2003-02-28,396.649
2003-03-03,401.571
2003-03-04,391.656
2003-03-05,391.12
2003-03-06,385.69
2003-03-07,375.047
2003-03-10,366.966
2003-03-11,363.793
2003-03-12,354.311
2003-03-13,376.44
2003-03-14,390.737
2003-03-17,403.33
2003-03-18,402.238
2003-03-19,408.712
2003-03-20,406.267
2003-03-21,419.353
2003-03-24,398.035
2003-03-25,409.287
2003-03-26,406.996
2003-03-27,403.767
2003-03-28,407.878
2003-03-31,397.288
2003-04-01,401.845
2003-04-02,414.647
2003-04-03,413.511
2003-04-04,415.362
2003-04-07,431.413
2003-04-08,422.708
2003-04-09,422.095
2003-04-10,417.501
2003-04-11,421.315
2003-04-14,425.66
2003-04-15,436.031
2003-04-16,435.594
2003-04-17,440.497
2003-04-18,440.497
2003-04-21,438.598
2003-04-22,444.61
2003-04-23,449.782
2003-04-24,442.481
2003-04-25,436.306
2003-04-28,447.826
2003-04-29,444.936
2003-04-30,449.468
2003-05-01,453.596
2003-05-02,436.535
2003-05-05,449.234
2003-05-06,457.596
2003-05-07,451.822
2003-05-08,448.148
2003-05-09,452.089
2003-05-12,454.363
2003-05-13,453.182
2003-05-14,448.241
2003-05-15,445.205
2003-05-16,449.97
2003-05-19,441.732
2003-05-20,443.213
2003-05-21,437.177
2003-05-22,443.355
2003-05-23,441.61
2003-05-26,444.155
2003-05-27,446.229
2003-05-28,451.301
2003-05-29,454.555
2003-05-30,456.931
2003-06-02,464.8
2003-06-03,458.812
2003-06-04,466.114
2003-06-05,474.573
2003-06-06,485.532
2003-06-09,476.66
2003-06-10,472.807
2003-06-11,484.562
2003-06-12,484.175
2003-06-13,476.482
2003-06-16,488.703
2003-06-17,488.58
2003-06-18,486.684
2003-06-19,479.946
2003-06-20,483.844
2003-06-23,454.353
2003-06-24,445.832
2003-06-25,456.16
2003-06-26,449.684
2003-06-27,456.971
2003-06-30,449.881
2003-07-01,445.757
2003-07-02,454.092
2003-07-03,457.644
2003-07-04,452.287
2003-07-07,465.803
2003-07-08,465.042
2003-07-09,461.543
2003-07-10,459.392
2003-07-11,462.699
2003-07-14,467.791
2003-07-15,465.857
2003-07-16,463.831
2003-07-17,453.937
2003-07-18,462.813
2003-07-21,463.943
2003-07-22,471.64
2003-07-23,474.895
2003-07-24,482.79
2003-07-25,482.857
2003-07-28,483.414
2003-07-29,480.051
2003-07-30,481.35
2003-07-31,481.461
2003-08-01,479.61
2003-08-04,480.066
2003-08-05,483.173
2003-08-06,477.984
2003-08-07,480.86
2003-08-08,484.122
2003-08-11,484.57
2003-08-12,484.442
2003-08-13,486.49
2003-08-14,490.561
2003-08-15,492.679
2003-08-18,492.966
2003-08-19,490.421
2003-08-20,492.286
2003-08-21,493.03
2003-08-22,496.807
2003-08-25,492.887
2003-08-26,487.429
2003-08-27,494.114
2003-08-28,495.931
2003-08-29,501.387
2003-09-01,510.253
2003-09-02,502.965
2003-09-03,505.344
2003-09-04,507.673
2003-09-05,513.535
2003-09-08,519.698
2003-09-09,516.314
2003-09-10,508.58
2003-09-11,508.322
2003-09-12,510.379
2003-09-15,517.199
2003-09-16,515.62
2003-09-17,522.637
2003-09-18,524.368
2003-09-19,521.466
2003-09-22,516.444
2003-09-23,512.133
2003-09-24,513.646
2003-09-25,508.136
2003-09-26,500.302
2003-09-29,500.177
2003-09-30,495.474
2003-10-01,506.271
2003-10-02,509.107
2003-10-03,519.696
2003-10-06,516.242
2003-10-07,518.225
2003-10-08,517.664
2003-10-09,526.636
2003-10-10,527.073
2003-10-13,528.965
2003-10-14,525.403
2003-10-15,532.508
2003-10-16,529.159
2003-10-17,531.811
2003-10-20,522.293
2003-10-21,528.644
2003-10-22,523.701
2003-10-23,517.323
2003-10-24,517.883
2003-10-27,521.165
2003-10-28,524.391
2003-10-29,528.07
2003-10-30,532.082
2003-10-31,530.571
2003-11-03,537.704
2003-11-04,535.025
2003-11-05,532.367
2003-11-06,538.219
2003-11-07,543.364
2003-11-10,539.679
2003-11-11,536.158
2003-11-12,543.478
2003-11-13,549.872
2003-11-14,551.619
2003-11-17,537.363
2003-11-18,541.849
2003-11-19,540.89
2003-11-20,539.221
2003-11-21,538.984
2003-11-24,545.602
2003-11-25,549.688
2003-11-26,550.752
2003-11-27,553.135
2003-11-28,553.74
2003-12-01,560.415
2003-12-02,565.777
2003-12-03,568.698
2003-12-04,562.825
2003-12-05,559.267
2003-12-08,557.055
2003-12-09,557.688
2003-12-10,552.324
2003-12-11,551.339
2003-12-12,557.486
2003-12-15,559.429
2003-12-16,557.055
2003-12-17,556.774
2003-12-18,557.645
2003-12-19,560.019
2003-12-22,561.832
2003-12-23,561.059
2003-12-24,565.374
2003-12-25,565.374
2003-12-26,565.147
2003-12-29,571.455
2003-12-30,576.09
2003-12-31,580.368
2004-01-01,580.368
2004-01-02,587.892
2004-01-05,592.165
2004-01-06,591.389
2004-01-07,587.701
2004-01-08,600.645
2004-01-09,608.817
2004-01-12,602.733
2004-01-13,603.801
2004-01-14,603.527
2004-01-15,600.991
2004-01-16,605.182
2004-01-19,604.506
2004-01-20,610.221
2004-01-21,616.588
2004-01-22,619.007
2004-01-23,616.961
2004-01-26,608.271
2004-01-27,610.886
2004-01-28,614.135
2004-01-29,598.369
2004-01-30,600.128
2004-02-02,604.335
2004-02-03,605.524
2004-02-04,600.056
2004-02-05,606.818
2004-02-06,617.267
2004-02-09,619.162
2004-02-10,621.751
2004-02-11,624.657
2004-02-12,635.931
2004-02-13,632.212
2004-02-16,635.061
2004-02-17,640.312
2004-02-18,644.608
2004-02-19,645.652
2004-02-20,636.959
2004-02-23,629.836
2004-02-24,623.97
2004-02-25,622.977
2004-02-26,617.405
2004-02-27,618.999
2004-03-01,625.561
2004-03-02,625.727
2004-03-03,612.531
2004-03-04,614.375
2004-03-05,625.007
2004-03-08,621.316
2004-03-09,614.225
2004-03-10,602.218
2004-03-11,587.316
2004-03-12,587.229
2004-03-15,574.671
2004-03-16,583.734
2004-03-17,589.17
2004-03-18,584.755
2004-03-19,583.4
2004-03-22,571.372
2004-03-23,569.406
2004-03-24,559.947
2004-03-25,573.345
2004-03-26,573.174
2004-03-29,585.537
2004-03-30,586.141
2004-03-31,592.106
2004-04-01,600.318
2004-04-02,602.622
2004-04-05,599.002
2004-04-06,593.836
2004-04-07,602.308
2004-04-08,601.154
2004-04-09,601.154
2004-04-12,599.466
2004-04-13,591.565
2004-04-14,587.044
2004-04-15,587.533
2004-04-16,594.936
2004-04-19,597.236
2004-04-20,595.911
2004-04-21,592.576
2004-04-22,595.514
2004-04-23,594.667
2004-04-26,596.316
2004-04-27,597.43
2004-04-28,578.275
2004-04-29,577.054
2004-04-30,573.892
2004-05-03,579.211
2004-05-04,586.39
2004-05-05,592.674
2004-05-06,577.786
2004-05-07,571.667
2004-05-10,553.804
2004-05-11,555.316
2004-05-12,551.457
2004-05-13,551.675
2004-05-14,548.509
2004-05-17,552.112
2004-05-18,556.786
2004-05-19,567.36
2004-05-20,559.885
2004-05-21,563.9
2004-05-24,565.224
2004-05-25,567.453
2004-05-26,570.78
2004-05-27,583.946
2004-05-28,586.648
2004-05-31,586.979
2004-06-01,578.521
2004-06-02,582.965
2004-06-03,586.092
2004-06-04,588.67
2004-06-07,595.594
2004-06-08,593.387
2004-06-09,585.472
2004-06-10,586.221
2004-06-11,582.734
2004-06-14,580.581
2004-06-15,584.596
2004-06-16,585.02
2004-06-17,586.767
2004-06-18,591.826
2004-06-21,591.714
2004-06-22,585.7
2004-06-23,586.3
2004-06-24,590.784
2004-06-25,589.536
2004-06-28,598.293
2004-06-29,595.827
2004-06-30,596.727
2004-07-01,596.54
2004-07-02,596.204
2004-07-05,590.329
2004-07-06,585.907
2004-07-07,586.885
2004-07-08,588.875
2004-07-09,585.8
2004-07-12,581.691
2004-07-13,575.984
2004-07-14,577.921
2004-07-15,571.562
2004-07-16,576.351
2004-07-19,571.018
2004-07-20,570.53
2004-07-21,567.846
2004-07-22,560.861
2004-07-23,555.307
2004-07-26,550.902
2004-07-27,549.79
2004-07-28,540.998
2004-07-29,552.562
2004-07-30,550.896
2004-08-02,545.136
2004-08-03,547.517
2004-08-04,540.542
2004-08-05,542.715
2004-08-06,537.177
2004-08-09,532.956
2004-08-10,541.13
2004-08-11,529.885
2004-08-12,528.415
2004-08-13,532.232
2004-08-16,535.667
2004-08-17,537.852
2004-08-18,536.047
2004-08-19,540.885
2004-08-20,535.275
2004-08-23,539.265
2004-08-24,535.16
2004-08-25,532.846
2004-08-26,532.476
2004-08-27,532.292
2004-08-30,531.861
2004-08-31,531.755
2004-09-01,535.961
2004-09-02,535.098
2004-09-03,532.531
2004-09-06,539.129
2004-09-07,541.633
2004-09-08,542.159
2004-09-09,539.258
2004-09-10,549.202
2004-09-13,554.847
2004-09-14,554.554
2004-09-15,542.89
2004-09-16,543.45
2004-09-17,545.289
2004-09-20,535.457
2004-09-21,544.3
2004-09-22,539.108
2004-09-23,538.47
2004-09-24,536.073
2004-09-27,531.886
2004-09-28,533.908
2004-09-29,533.684
2004-09-30,533.388
2004-10-01,541.871
2004-10-04,543.737
2004-10-05,546.683
2004-10-06,546.194
2004-10-07,545.56
2004-10-08,547.206
2004-10-11,542.936
2004-10-12,531.689
2004-10-13,534.784
2004-10-14,538.212
2004-10-15,542.703
2004-10-18,539.696
2004-10-19,543.547
2004-10-20,542.174
2004-10-21,544.375
2004-10-22,544.222
2004-10-25,542.406
2004-10-26,545.214
2004-10-27,549.709
2004-10-28,553.751
2004-10-29,553.729
2004-11-01,558.213
2004-11-02,562.099
2004-11-03,567.65
2004-11-04,567.63
2004-11-05,576.708
2004-11-08,581.424
2004-11-09,577.01
2004-11-10,579.517
2004-11-11,584.718
2004-11-12,589.333
2004-11-15,588.019
2004-11-16,586.599
2004-11-17,592.366
2004-11-18,587.667
2004-11-19,587.026
2004-11-22,581.997
2004-11-23,586.406
2004-11-24,590.914
2004-11-25,597.84
2004-11-26,598.196
2004-11-29,599.199
2004-11-30,592.859
2004-12-01,602.092
2004-12-02,604.164
2004-12-03,607.078
2004-12-06,604.62
2004-12-07,605.484
2004-12-08,599.398
2004-12-09,593.564
2004-12-10,594.782
2004-12-13,605.378
2004-12-14,604.145
2004-12-15,608.307
2004-12-16,605.155
2004-12-17,598.963
2004-12-20,606.863
2004-12-21,603.907
2004-12-22,607.815
2004-12-23,613.582
2004-12-24,617.329
2004-12-27,620.126
2004-12-28,620.116
2004-12-29,617.992
2004-12-30,619.842
2004-12-31,620.391
2005-01-03,622.26
2005-01-04,616.861
2005-01-05,610.498
2005-01-06,605.143
2005-01-07,601.954
2005-01-10,603.184
2005-01-11,603.132
2005-01-12,605.405
2005-01-13,605.883
2005-01-14,606.117
2005-01-17,607.513
2005-01-18,602.608
2005-01-19,602.78
2005-01-20,597.783
2005-01-21,601.605
2005-01-24,602.019
2005-01-25,603.443
2005-01-26,611.276
2005-01-27,613.02
2005-01-28,611.997
2005-01-31,619.543
2005-02-01,624.57
2005-02-02,631.982
2005-02-03,627.906
2005-02-04,636.221
2005-02-07,635.679
2005-02-08,630.502
2005-02-09,628.867
2005-02-10,629.598
2005-02-11,631.951
2005-02-14,638.648
2005-02-15,641.633
2005-02-16,638.134
2005-02-17,647.697
2005-02-18,650.399
2005-02-21,648.561
2005-02-22,651.28
2005-02-23,648.189
2005-02-24,645.967
2005-02-25,653.761
2005-02-28,654.536
2005-03-01,656.556
2005-03-02,652.056
2005-03-03,649.468
2005-03-04,656.696
2005-03-07,658.244
2005-03-08,659.402
2005-03-09,659.669
2005-03-10,658.475
2005-03-11,658.362
2005-03-14,653.973
2005-03-15,653.512
2005-03-16,650.524
2005-03-17,650.302
2005-03-18,645.845
2005-03-21,639.952
2005-03-22,642.257
2005-03-23,637.075
2005-03-24,642.284
2005-03-25,642.284
2005-03-28,637.776
2005-03-29,638.909
2005-03-30,642.358
2005-03-31,643.472
2005-04-01,638.863
2005-04-04,628.501
2005-04-05,633.754
2005-04-06,638.533
2005-04-07,639.473
2005-04-08,639.848
2005-04-11,642.255
2005-04-12,635.916
2005-04-13,636.45
2005-04-14,631.131
2005-04-15,631.583
2005-04-18,623.682
2005-04-19,625.717
2005-04-20,624.227
2005-04-21,629.347
2005-04-22,628.691
2005-04-25,624.332
2005-04-26,618.229
2005-04-27,609.954
2005-04-28,604.413
2005-04-29,603.805
2005-05-02,601.212
2005-05-03,605.037
2005-05-04,612.503
2005-05-05,617.723
2005-05-06,620.307
2005-05-09,621.669
2005-05-10,623.4
2005-05-11,620.251
2005-05-12,617.228
2005-05-13,616.905
2005-05-16,615.619
2005-05-17,616.266
2005-05-18,619.878
2005-05-19,619.07
2005-05-20,621.299
2005-05-23,627.437
2005-05-24,625.307
2005-05-25,628.864
2005-05-26,629.764
2005-05-27,630.422
2005-05-30,629.26
2005-05-31,615.132
2005-06-01,619.499
2005-06-02,621.984
2005-06-03,623.278
2005-06-06,617.12
2005-06-07,622.185
2005-06-08,623.235
2005-06-09,616.631
2005-06-10,615.684
2005-06-13,612.1
2005-06-14,612.73
2005-06-15,613.098
2005-06-16,614.42
2005-06-17,622.08
2005-06-20,613.349
2005-06-21,620.449
2005-06-22,623.024
2005-06-23,617.519
2005-06-24,613.086
2005-06-27,609.616
2005-06-28,609.354
2005-06-29,611.078
2005-06-30,611.338
2005-07-01,609.902
2005-07-04,607.438
2005-07-05,606.343
2005-07-06,608.518
2005-07-07,600.024
2005-07-08,606.907
2005-07-11,620.393
2005-07-12,624.087
2005-07-13,620.887
2005-07-14,623.404
2005-07-15,620.861
2005-07-18,623.958
2005-07-19,630.314
2005-07-20,633.058
2005-07-21,636.323
2005-07-22,634.213
2005-07-25,630.52
2005-07-26,629.487
2005-07-27,629.984
2005-07-28,633.199
2005-07-29,635.176
2005-08-01,641.586
2005-08-02,642.061
2005-08-03,642.668
2005-08-04,649.747
2005-08-05,647.126
2005-08-08,647.366
2005-08-09,648.898
2005-08-10,657.929
2005-08-11,660.01
2005-08-12,657.008
2005-08-15,653.539
2005-08-16,650.442
2005-08-17,648.777
2005-08-18,639.56
2005-08-19,642.353
2005-08-22,650.939
2005-08-23,645.203
2005-08-24,643.813
2005-08-25,640.017
2005-08-26,640.079
2005-08-29,640.371
2005-08-30,635.447
2005-08-31,642.214
2005-09-01,651.627
2005-09-02,658.432
2005-09-05,660.171
2005-09-06,662.391
2005-09-07,659.465
2005-09-08,660.346
2005-09-09,661.039
2005-09-12,656.681
2005-09-13,654.118
2005-09-14,655.144
2005-09-15,648.858
2005-09-16,653.214
2005-09-19,652.283
2005-09-20,655.3
2005-09-21,648.273
2005-09-22,641.272
2005-09-23,640.023
2005-09-26,644.568
2005-09-27,638.908
2005-09-28,644.206
2005-09-29,641.099
2005-09-30,646.177
2005-10-03,646.598
2005-10-04,655.213
2005-10-05,651.142
2005-10-06,649.439
2005-10-07,646.193
2005-10-10,644.501
2005-10-11,644.009
2005-10-12,638.986
2005-10-13,631.477
2005-10-14,642.166
2005-10-17,638.234
2005-10-18,630.594
2005-10-19,620.167
2005-10-20,626.738
2005-10-21,624.36
2005-10-24,627.909
2005-10-25,632.002
2005-10-26,631.973
2005-10-27,623.449
2005-10-28,620.877
2005-10-31,623.943
2005-11-01,626.132
2005-11-02,635.307
2005-11-03,632.526
2005-11-04,620.59
2005-11-07,624.126
