Date,NETHERLANDS IMI GROWTH IMI (Large+Mid+Small Cap)
2006-04-28,780.434
2006-05-31,748.218
2006-06-30,746.053
2006-07-31,765.353
2006-08-31,790.138
2006-09-29,808.463
2006-10-31,817.553
2006-11-30,864.521
2006-12-29,884.36
2007-01-31,892.111
2007-02-28,871.165
2007-03-30,928.871
2007-04-30,989.613
2007-05-31,1000.0
2007-06-29,1026.739
2007-07-31,1052.874
2007-08-31,1031.954
2007-09-28,1075.818
2007-10-31,1103.035
2007-11-30,1092.224
2007-12-31,1082.587
2008-01-31,955.719
2008-02-29,972.185
2008-03-31,1007.243
2008-04-30,1042.211
2008-05-30,1062.202
2008-06-30,934.146
2008-07-31,874.363
2008-08-29,897.79
2008-09-30,752.79
2008-10-31,640.543
2008-11-28,600.973
2008-12-31,632.445
2009-01-30,596.334
2009-02-27,552.822
2009-03-31,576.349
2009-04-30,601.857
2009-05-29,675.788
2009-06-30,679.664
2009-07-31,745.448
2009-08-31,783.866
2009-09-30,825.59
2009-10-30,861.538
2009-11-30,880.448
2009-12-31,901.087
2010-01-29,868.867
2010-02-26,845.246
2010-03-31,889.019
2010-04-30,885.485
2010-05-31,778.324
2010-06-30,773.159
2010-07-30,832.146
2010-08-31,766.857
2010-09-30,866.849
2010-10-29,878.314
2010-11-30,814.878
2010-12-31,902.418
2011-01-31,905.426
2011-02-28,929.374
2011-03-31,952.436
2011-04-29,978.3
2011-05-31,945.29
2011-06-30,919.836
2011-07-29,901.652
2011-08-31,845.918
2011-09-30,785.998
2011-10-31,872.295
2011-11-30,836.876
2011-12-30,854.16
2012-01-31,855.839
2012-02-29,909.884
2012-03-30,934.136
2012-04-30,936.55
2012-05-31,841.567
2012-06-29,902.867
2012-07-31,940.992
2012-08-31,951.635
2012-09-28,964.023
2012-10-31,986.24
2012-11-30,1024.628
2012-12-31,1049.572
2013-01-31,1119.811
2013-02-28,1089.085
2013-03-29,1114.94
2013-04-30,1146.367
2013-05-31,1158.238
2013-06-28,1119.812
2013-07-31,1203.824
2013-08-30,1185.665
2013-09-30,1249.808
2013-10-31,1280.806
2013-11-29,1292.045
2013-12-31,1315.831
2014-01-31,1240.722
2014-02-28,1308.491
2014-03-31,1330.469
2014-04-30,1305.163
2014-05-30,1328.023
2014-06-30,1340.765
2014-07-31,1279.7
2014-08-29,1310.505
2014-09-30,1293.25
2014-10-31,1266.941
2014-11-28,1345.852
2014-12-31,1299.993
2015-01-30,1332.767
2015-02-27,1404.894
2015-03-31,1365.453
2015-04-30,1437.526
2015-05-29,1442.845
2015-06-30,1408.632
2015-07-31,1464.687
2015-08-31,1360.03
2015-09-30,1321.547
2015-10-30,1431.835
2015-11-30,1416.38
2015-12-31,1375.891
2016-01-29,1371.372
2016-02-29,1344.592
2016-03-31,1460.461
2016-04-29,1442.069
2016-05-31,1469.392
2016-06-30,1421.466
2016-07-29,1485.828
2016-08-31,1497.764
2016-09-30,1524.648
2016-10-31,1459.006
2016-11-30,1387.742
2016-12-30,1443.632
2017-01-31,1462.942
2017-02-28,1552.986
2017-03-31,1623.379
2017-04-28,1687.371
2017-05-31,1786.051
2017-06-30,1742.473
2017-07-31,1848.539
2017-08-31,1858.316
2017-09-29,1899.573
2017-10-31,1920.952
2017-11-30,1908.034
2017-12-29,1913.306
2018-01-31,2034.941
2018-02-28,1937.634
2018-03-30,1956.278
2018-04-30,1964.802
2018-05-31,1962.066
2018-06-29,1963.053
2018-07-31,2026.987
2018-08-31,2003.874
2018-09-28,1918.628
2018-10-31,1773.369
2018-11-30,1825.794
2018-12-31,1736.7
2019-01-31,1852.798
2019-02-28,1934.082
2019-03-29,1992.936
2019-04-30,2108.772
2019-05-31,2007.629
2019-06-28,2142.272
2019-07-31,2181.459
2019-08-30,2198.097
2019-09-30,2239.122
2019-10-31,2248.8
2019-11-29,2308.863
2019-12-31,2406.284
2020-01-31,2360.85
2020-02-28,2192.367
2020-03-31,2011.404
2020-04-30,2203.798
2020-05-29,2356.53
2020-06-30,2532.035
2020-07-31,2645.067
2020-08-31,2691.732
2020-09-30,2685.412
2020-10-30,2634.762
2020-11-30,2967.519
2020-12-31,3217.4
2021-01-29,3347.922
2021-02-26,3446.979
2021-03-31,3588.433
2021-04-30,3789.236
2021-05-31,3856.059
2021-06-30,3862.406
2021-07-30,4088.041
2021-08-31,4372.236
2021-09-30,3986.129
2021-10-29,4283.731
2021-11-30,4050.062
2021-12-31,4165.278
2022-01-31,3580.334
2022-02-28,3463.029
2022-03-31,3429.935
2022-04-29,3050.169
2022-05-31,3043.341
2022-06-30,2719.499
2022-07-29,3077.799
2022-08-31,2727.554
2022-09-30,2418.696
2022-10-31,2540.54
2022-11-30,3020.97
2022-12-30,2912.23
2023-01-31,3386.424
2023-02-28,3254.757
2023-03-31,3527.747
2023-04-28,3415.458
2023-05-31,3519.867
2023-06-30,3637.844
2023-07-31,3736.377
2023-08-31,3345.706
2023-09-29,3060.294
2023-10-31,3031.785
2023-11-30,3510.539
2023-12-29,3774.984
2024-01-31,4111.291
2024-02-29,4394.337
2024-03-29,4500.055
2024-04-30,4217.069
2024-05-31,4476.587
2024-06-28,4711.859
2024-07-31,4313.352
2024-08-30,4346.436
2024-09-30,4204.704
2024-10-31,3639.055
2024-11-29,3639.275
2024-12-31,3665.824
2025-01-31,3866.842
2025-02-28,3748.928
2025-03-31,3510.958
2025-04-30,3650.847
2025-05-30,4007.846
2025-06-30,4199.573
