Date,USA IMI VALUE IMI (Large+Mid+Small Cap)
2006-10-31,879.832
2006-11-30,899.544
2006-12-29,920.635
2007-01-31,933.79
2007-02-28,919.601
2007-03-30,930.618
2007-04-30,966.146
2007-05-31,1000.0
2007-06-29,978.407
2007-07-31,931.022
2007-08-31,943.882
2007-09-28,973.112
2007-10-31,974.855
2007-11-30,928.269
2007-12-31,916.397
2008-01-31,879.25
2008-02-29,838.984
2008-03-31,836.097
2008-04-30,870.58
2008-05-30,871.831
2008-06-30,786.063
2008-07-31,786.678
2008-08-29,801.284
2008-09-30,749.941
2008-10-31,625.314
2008-11-28,586.361
2008-12-31,597.394
2009-01-30,527.809
2009-02-27,456.148
2009-03-31,497.312
2009-04-30,553.841
2009-05-29,588.42
2009-06-30,583.792
2009-07-31,632.515
2009-08-31,666.139
2009-09-30,689.567
2009-10-30,668.041
2009-11-30,706.406
2009-12-31,718.737
2010-01-29,702.727
2010-02-26,721.886
2010-03-31,767.78
2010-04-30,783.865
2010-05-31,722.46
2010-06-30,683.95
2010-07-30,730.595
2010-08-31,698.347
2010-09-30,753.04
2010-10-29,773.851
2010-11-30,772.116
2010-12-31,832.809
2011-01-31,854.229
2011-02-28,889.651
2011-03-31,890.441
2011-04-29,916.484
2011-05-31,902.592
2011-06-30,884.367
2011-07-29,854.064
2011-08-31,803.261
2011-09-30,743.725
2011-10-31,823.283
2011-11-30,820.321
2011-12-30,839.023
2012-01-31,870.122
2012-02-29,903.769
2012-03-30,930.046
2012-04-30,921.835
2012-05-31,867.446
2012-06-29,908.059
2012-07-31,917.311
2012-08-31,932.292
2012-09-28,959.597
2012-10-31,954.294
2012-11-30,950.297
2012-12-31,970.382
2013-01-31,1031.942
2013-02-28,1048.781
2013-03-29,1090.247
2013-04-30,1114.97
2013-05-31,1140.304
2013-06-28,1131.553
2013-07-31,1185.849
2013-08-30,1140.574
2013-09-30,1170.573
2013-10-31,1224.314
2013-11-29,1256.222
2013-12-31,1285.885
2014-01-31,1242.327
2014-02-28,1293.193
2014-03-31,1325.996
2014-04-30,1337.074
2014-05-30,1356.253
2014-06-30,1389.125
2014-07-31,1359.83
2014-08-29,1410.198
2014-09-30,1380.458
2014-10-31,1414.363
2014-11-28,1436.568
2014-12-31,1439.042
2015-01-30,1384.196
2015-02-27,1452.436
2015-03-31,1428.552
2015-04-30,1449.034
2015-05-29,1463.312
2015-06-30,1428.397
2015-07-31,1435.798
2015-08-31,1354.193
2015-09-30,1323.192
2015-10-30,1424.759
2015-11-30,1433.128
2015-12-31,1404.983
2016-01-29,1340.385
2016-02-29,1341.31
2016-03-31,1436.181
2016-04-29,1454.401
2016-05-31,1479.053
2016-06-30,1494.777
2016-07-29,1542.78
2016-08-31,1552.575
2016-09-30,1552.22
2016-10-31,1526.102
2016-11-30,1611.45
2016-12-30,1658.143
2017-01-31,1667.149
2017-02-28,1725.733
2017-03-31,1712.837
2017-04-28,1712.022
2017-05-31,1708.42
2017-06-30,1742.306
2017-07-31,1767.167
2017-08-31,1750.62
2017-09-29,1807.759
2017-10-31,1828.348
2017-11-30,1883.069
2017-12-29,1904.388
2018-01-31,1970.521
2018-02-28,1871.845
2018-03-30,1840.455
2018-04-30,1845.887
2018-05-31,1865.78
2018-06-29,1876.358
2018-07-31,1950.414
2018-08-31,1979.565
2018-09-28,1980.954
2018-10-31,1882.684
2018-11-30,1937.013
2018-12-31,1753.193
2019-01-31,1889.158
2019-02-28,1949.587
2019-03-29,1959.4
2019-04-30,2022.614
2019-05-31,1886.932
2019-06-28,2013.348
2019-07-31,2033.387
2019-08-30,1974.7
2019-09-30,2046.004
2019-10-31,2076.833
2019-11-29,2137.377
2019-12-31,2198.5
2020-01-31,2139.254
2020-02-28,1930.175
2020-03-31,1604.639
2020-04-30,1779.912
2020-05-29,1832.521
2020-06-30,1826.241
2020-07-31,1891.789
2020-08-31,1968.914
2020-09-30,1921.753
2020-10-30,1889.906
2020-11-30,2147.888
2020-12-31,2227.078
2021-01-29,2210.941
2021-02-26,2322.529
2021-03-31,2475.326
2021-04-30,2565.982
2021-05-31,2630.281
2021-06-30,2607.12
2021-07-30,2627.548
2021-08-31,2680.156
2021-09-30,2587.93
2021-10-29,2732.244
2021-11-30,2656.499
2021-12-31,2833.535
2022-01-31,2758.492
2022-02-28,2716.838
2022-03-31,2793.203
2022-04-29,2650.259
2022-05-31,2701.274
2022-06-30,2475.554
2022-07-29,2625.769
2022-08-31,2552.513
2022-09-30,2339.174
2022-10-31,2601.456
2022-11-30,2756.318
2022-12-30,2646.628
2023-01-31,2748.282
2023-02-28,2658.736
2023-03-31,2622.501
2023-04-28,2648.271
2023-05-31,2543.289
2023-06-30,2706.305
2023-07-31,2810.452
2023-08-31,2735.094
2023-09-29,2631.717
2023-10-31,2549.919
2023-11-30,2736.918
2023-12-29,2903.536
2024-01-31,2908.067
2024-02-29,3006.434
2024-03-29,3152.697
2024-04-30,3013.937
2024-05-31,3104.986
2024-06-28,3099.348
2024-07-31,3262.739
2024-08-30,3347.052
2024-09-30,3403.394
2024-10-31,3364.853
2024-11-29,3559.505
2024-12-31,3309.703
2025-01-31,3453.858
2025-02-28,3472.548
2025-03-31,3378.299
2025-04-30,3256.177
2025-05-30,3349.374
2025-06-30,3498.384
2025-07-31,3518.873
2025-08-29,3630.632
