Date,USA IMI VALUE IMI (Large+Mid+Small Cap)
1994-05-31,199.794
1994-06-30,195.941
1994-07-29,202.087
1994-08-31,209.186
1994-09-30,203.532
1994-10-31,206.091
1994-11-30,197.849
1994-12-30,200.916
1995-01-31,206.43
1995-02-28,214.976
1995-03-31,219.647
1995-04-28,226.544
1995-05-31,235.324
1995-06-30,238.824
1995-07-31,246.779
1995-08-31,250.772
1995-09-29,260.618
1995-10-31,257.399
1995-11-30,269.862
1995-12-29,277.603
1996-01-31,285.809
1996-02-29,288.468
1996-03-29,292.654
1996-04-30,294.624
1996-05-31,299.78
1996-06-28,300.458
1996-07-31,289.425
1996-08-30,296.366
1996-09-30,308.4
1996-10-31,319.396
1996-11-29,341.036
1996-12-31,340.943
1997-01-31,354.589
1997-02-28,360.985
1997-03-31,346.517
1997-04-30,358.025
1997-05-30,380.398
1997-06-30,395.952
1997-07-31,422.904
1997-08-29,409.743
1997-09-30,433.487
1997-10-31,422.349
1997-11-28,438.924
1997-12-31,453.548
1998-01-30,447.482
1998-02-27,476.41
1998-03-31,501.353
1998-04-30,501.279
1998-05-29,493.206
1998-06-30,497.037
1998-07-31,483.656
1998-08-31,414.185
1998-09-30,437.481
1998-10-30,468.436
1998-11-30,489.331
1998-12-31,500.894
1999-01-29,499.739
1999-02-26,488.17
1999-03-31,496.796
1999-04-30,543.345
1999-05-31,536.977
1999-06-30,551.403
1999-07-30,534.011
1999-08-31,513.602
1999-09-30,494.169
1999-10-29,517.265
1999-11-30,514.186
1999-12-31,519.548
2000-01-31,501.44
2000-02-29,472.135
2000-03-31,515.988
2000-04-28,511.633
2000-05-31,516.894
2000-06-30,504.261
2000-07-31,510.301
2000-08-31,540.022
2000-09-29,543.576
2000-10-31,553.523
2000-11-30,531.033
2000-12-29,561.993
2001-01-31,570.141
2001-02-28,549.839
2001-03-30,530.81
2001-04-30,555.876
2001-05-31,569.677
2001-06-29,559.537
2001-07-31,559.394
2001-08-31,541.149
2001-09-28,504.596
2001-10-31,502.95
2001-11-30,530.705
2001-12-31,544.34
2002-01-31,540.082
2002-02-28,541.757
2002-03-29,568.327
2002-04-30,552.685
2002-05-31,552.3
2002-06-28,516.819
2002-07-31,476.464
2002-08-30,480.814
2002-09-30,429.827
2002-10-31,457.879
2002-11-29,485.537
2002-12-31,466.448
2003-01-31,453.437
2003-02-28,442.443
2003-03-31,442.856
2003-04-30,483.551
2003-05-30,513.531
2003-06-30,521.037
2003-07-31,526.603
2003-08-29,536.212
2003-09-30,532.139
2003-10-31,559.516
2003-11-28,567.754
2003-12-31,606.114
2004-01-30,617.631
2004-02-27,629.88
2004-03-31,623.349
2004-04-30,607.882
2004-05-31,614.38
2004-06-30,631.787
2004-07-30,621.918
2004-08-31,631.16
2004-09-30,639.717
2004-10-29,648.442
2004-11-30,680.743
2004-12-31,700.493
2005-01-31,685.423
2005-02-28,707.985
2005-03-31,696.209
2005-04-29,685.544
2005-05-31,702.903
2005-06-30,711.714
2005-07-29,734.135
2005-08-31,727.968
2005-09-30,737.423
2005-10-31,720.349
2005-11-30,746.954
2005-12-30,751.772
2006-01-31,778.0
2006-02-28,783.315
2006-03-31,796.555
2006-04-28,815.453
2006-05-31,795.459
2006-06-30,800.743
2006-07-31,819.101
2006-08-31,833.971
2006-09-29,850.545
