Date,EUROPE SMID GROWTH SMID (Small+Mid Cap)
2001-06-07,407.27
2001-06-08,405.992
2001-06-11,399.938
2001-06-12,396.03
2001-06-13,399.332
2001-06-14,397.182
2001-06-15,394.369
2001-06-18,391.653
2001-06-19,389.752
2001-06-20,382.365
2001-06-21,384.07
2001-06-22,384.195
2001-06-25,385.047
2001-06-26,379.008
2001-06-27,378.733
2001-06-28,376.507
2001-06-29,378.41
2001-07-02,379.586
2001-07-03,376.817
2001-07-04,373.422
2001-07-05,365.619
2001-07-06,362.386
2001-07-09,362.284
2001-07-10,365.284
2001-07-11,362.309
2001-07-12,362.932
2001-07-13,362.041
2001-07-16,361.524
2001-07-17,357.383
2001-07-18,362.783
2001-07-19,364.624
2001-07-20,364.034
2001-07-23,362.083
2001-07-24,361.769
2001-07-25,360.949
2001-07-26,361.229
2001-07-27,364.404
2001-07-30,367.481
2001-07-31,370.225
2001-08-01,374.781
2001-08-02,379.014
2001-08-03,378.55
2001-08-06,374.974
2001-08-07,371.674
2001-08-08,369.522
2001-08-09,368.444
2001-08-10,369.708
2001-08-13,370.992
2001-08-14,373.541
2001-08-15,376.922
2001-08-16,374.095
2001-08-17,372.99
2001-08-20,369.41
2001-08-21,370.565
2001-08-22,372.403
2001-08-23,369.982
2001-08-24,373.221
2001-08-27,372.39
2001-08-28,370.165
2001-08-29,369.137
2001-08-30,363.531
2001-08-31,361.929
2001-09-03,357.298
2001-09-04,353.373
2001-09-05,348.334
2001-09-06,342.19
2001-09-07,341.521
2001-09-10,333.357
2001-09-11,321.166
2001-09-12,317.695
2001-09-13,319.285
2001-09-14,311.995
2001-09-17,308.516
2001-09-18,304.737
2001-09-19,304.054
2001-09-20,290.958
2001-09-21,278.715
2001-09-24,288.473
2001-09-25,296.608
2001-09-26,299.961
2001-09-27,299.954
2001-09-28,304.24
2001-10-01,302.015
2001-10-02,301.541
2001-10-03,303.265
2001-10-04,310.731
2001-10-05,311.526
2001-10-08,311.122
2001-10-09,312.824
2001-10-10,315.419
2001-10-11,320.55
2001-10-12,321.391
2001-10-15,319.996
2001-10-16,323.602
2001-10-17,328.989
2001-10-18,323.031
2001-10-19,318.825
2001-10-22,319.151
2001-10-23,323.52
2001-10-24,325.767
2001-10-25,324.545
2001-10-26,328.407
2001-10-29,330.212
2001-10-30,324.737
2001-10-31,325.765
2001-11-01,328.224
2001-11-02,328.543
2001-11-05,331.386
2001-11-06,332.909
2001-11-07,335.525
2001-11-08,337.652
2001-11-09,338.121
2001-11-12,333.809
2001-11-13,337.407
2001-11-14,342.252
2001-11-15,344.613
2001-11-16,348.038
2001-11-19,350.343
2001-11-20,347.55
2001-11-21,343.449
2001-11-22,346.396
2001-11-23,344.846
2001-11-26,348.091
2001-11-27,347.352
2001-11-28,345.144
2001-11-29,344.012
2001-11-30,347.338
2001-12-03,343.542
2001-12-04,346.274
2001-12-05,352.866
2001-12-06,355.664
2001-12-07,355.11
2001-12-10,351.541
2001-12-11,351.157
2001-12-12,350.721
2001-12-13,346.352
2001-12-14,345.449
2001-12-17,349.465
2001-12-18,349.402
2001-12-19,346.528
2001-12-20,344.383
2001-12-21,342.397
2001-12-24,340.114
2001-12-25,340.09
2001-12-26,340.743
2001-12-27,346.655
2001-12-28,347.238
2001-12-31,350.778
2002-01-01,350.759
2002-01-02,354.319
2002-01-03,358.801
2002-01-04,359.412
2002-01-07,358.311
2002-01-08,356.47
2002-01-09,356.107
2002-01-10,355.299
2002-01-11,355.737
2002-01-14,352.477
2002-01-15,351.784
2002-01-16,345.492
2002-01-17,346.989
2002-01-18,347.341
2002-01-21,346.05
2002-01-22,345.717
2002-01-23,346.276
2002-01-24,346.712
2002-01-25,341.16
2002-01-28,340.775
2002-01-29,339.32
2002-01-30,336.74
2002-01-31,339.334
2002-02-01,339.858
2002-02-04,339.937
2002-02-05,337.088
2002-02-06,334.712
2002-02-07,334.191
2002-02-08,335.188
2002-02-11,338.784
2002-02-12,338.374
2002-02-13,337.553
2002-02-14,338.008
2002-02-15,338.542
2002-02-18,336.05
2002-02-19,333.294
2002-02-20,330.547
2002-02-21,331.671
2002-02-22,331.767
2002-02-25,332.078
2002-02-26,333.992
2002-02-27,335.21
2002-02-28,334.412
2002-03-01,336.722
2002-03-04,343.968
2002-03-05,342.794
2002-03-06,345.061
2002-03-07,350.489
2002-03-08,350.808
2002-03-11,350.098
2002-03-12,345.352
2002-03-13,346.384
2002-03-14,349.445
2002-03-15,350.802
2002-03-18,352.708
2002-03-19,353.599
2002-03-20,353.348
2002-03-21,352.536
2002-03-22,352.456
2002-03-25,350.536
2002-03-26,350.068
2002-03-27,349.675
2002-03-28,351.853
2002-03-29,351.838
2002-04-01,355.06
2002-04-02,355.109
2002-04-03,353.144
2002-04-04,351.486
2002-04-05,351.847
2002-04-08,347.041
2002-04-09,348.41
2002-04-10,350.111
2002-04-11,349.488
2002-04-12,348.456
2002-04-15,348.838
2002-04-16,351.955
2002-04-17,354.257
2002-04-18,353.2
2002-04-19,353.229
2002-04-22,351.263
2002-04-23,350.525
2002-04-24,350.19
2002-04-25,349.956
2002-04-26,349.799
2002-04-29,349.197
2002-04-30,348.827
2002-05-01,350.864
2002-05-02,349.993
2002-05-03,350.902
2002-05-06,351.629
2002-05-07,347.739
2002-05-08,351.107
2002-05-09,351.211
2002-05-10,350.8
2002-05-13,350.606
2002-05-14,350.148
2002-05-15,353.238
2002-05-16,353.448
2002-05-17,356.847
2002-05-20,356.748
2002-05-21,355.264
2002-05-22,354.475
2002-05-23,351.637
2002-05-24,351.533
2002-05-27,350.482
2002-05-28,352.348
2002-05-29,351.66
2002-05-30,350.668
2002-05-31,351.854
2002-06-03,350.936
2002-06-04,348.061
2002-06-05,344.903
2002-06-06,346.463
2002-06-07,342.365
2002-06-10,343.189
2002-06-11,344.94
2002-06-12,340.336
2002-06-13,335.935
2002-06-14,328.595
2002-06-17,333.669
2002-06-18,334.627
2002-06-19,332.105
2002-06-20,327.769
2002-06-21,328.135
2002-06-24,323.575
2002-06-25,326.158
2002-06-26,326.26
2002-06-27,327.827
2002-06-28,334.74
2002-07-01,335.795
2002-07-02,327.955
2002-07-03,317.284
2002-07-04,319.446
2002-07-05,326.58
2002-07-08,329.644
2002-07-09,328.221
2002-07-10,320.444
2002-07-11,311.418
2002-07-12,312.519
2002-07-15,307.581
2002-07-16,306.335
2002-07-17,311.899
2002-07-18,316.706
2002-07-19,310.25
2002-07-22,298.523
2002-07-23,290.107
2002-07-24,281.441
2002-07-25,289.286
2002-07-26,286.478
2002-07-29,294.264
2002-07-30,297.152
2002-07-31,295.967
2002-08-01,289.944
2002-08-02,287.375
2002-08-05,279.337
2002-08-06,276.944
2002-08-07,278.151
2002-08-08,281.753
2002-08-09,285.21
2002-08-12,283.59
2002-08-13,284.811
2002-08-14,284.158
2002-08-15,287.45
2002-08-16,290.311
2002-08-19,294.752
2002-08-20,293.507
2002-08-21,297.835
2002-08-22,301.135
2002-08-23,299.657
2002-08-26,298.621
2002-08-27,303.087
2002-08-28,296.467
2002-08-29,293.561
2002-08-30,292.93
2002-09-02,291.086
2002-09-03,287.501
2002-09-04,286.506
2002-09-05,283.077
2002-09-06,285.965
2002-09-09,282.386
2002-09-10,285.131
2002-09-11,288.101
2002-09-12,283.962
2002-09-13,280.435
2002-09-16,277.049
2002-09-17,274.604
2002-09-18,269.694
2002-09-19,265.88
2002-09-20,266.652
2002-09-23,260.074
2002-09-24,254.088
2002-09-25,256.21
2002-09-26,261.859
2002-09-27,262.644
2002-09-30,257.408
2002-10-01,256.507
2002-10-02,258.439
2002-10-03,256.629
2002-10-04,253.054
2002-10-07,249.442
2002-10-08,246.378
2002-10-09,245.32
2002-10-10,245.963
2002-10-11,255.007
2002-10-14,253.805
2002-10-15,265.062
2002-10-16,262.812
2002-10-17,269.208
2002-10-18,268.836
2002-10-21,269.959
2002-10-22,270.574
2002-10-23,265.884
2002-10-24,269.561
2002-10-25,269.565
2002-10-28,274.498
2002-10-29,267.543
2002-10-30,271.548
2002-10-31,276.227
2002-11-01,276.382
2002-11-04,285.041
2002-11-05,286.118
2002-11-06,285.367
2002-11-07,284.393
2002-11-08,282.923
2002-11-11,279.533
2002-11-12,281.976
2002-11-13,280.399
2002-11-14,282.191
2002-11-15,283.445
2002-11-18,286.828
2002-11-19,286.058
2002-11-20,282.798
2002-11-21,289.516
2002-11-22,291.596
2002-11-25,288.936
2002-11-26,285.615
2002-11-27,287.777
2002-11-28,293.051
2002-11-29,293.879
2002-12-02,293.894
2002-12-03,289.033
2002-12-04,287.562
2002-12-05,286.414
2002-12-06,285.223
2002-12-09,281.096
2002-12-10,280.986
2002-12-11,283.368
2002-12-12,282.565
2002-12-13,280.572
2002-12-16,282.67
2002-12-17,282.119
2002-12-18,278.146
2002-12-19,277.209
2002-12-20,279.196
2002-12-23,277.646
2002-12-24,278.868
2002-12-25,278.848
2002-12-26,279.287
2002-12-27,276.775
2002-12-30,279.295
2002-12-31,281.498
2003-01-01,281.483
2003-01-02,283.754
2003-01-03,286.56
2003-01-06,288.487
2003-01-07,286.278
2003-01-08,281.252
2003-01-09,283.828
2003-01-10,286.163
2003-01-13,286.525
2003-01-14,288.605
2003-01-15,284.896
2003-01-16,285.347
2003-01-17,283.536
2003-01-20,282.286
2003-01-21,280.358
2003-01-22,277.35
2003-01-23,277.574
2003-01-24,277.909
2003-01-27,270.684
2003-01-28,270.013
2003-01-29,268.453
2003-01-30,271.407
2003-01-31,270.098
2003-02-03,273.784
2003-02-04,270.971
2003-02-05,270.927
2003-02-06,267.956
2003-02-07,266.131
2003-02-10,263.474
2003-02-11,264.588
2003-02-12,261.175
2003-02-13,261.857
2003-02-14,261.787
2003-02-17,263.708
2003-02-18,264.217
2003-02-19,262.852
2003-02-20,263.203
2003-02-21,262.997
2003-02-24,260.299
2003-02-25,253.672
2003-02-26,252.866
2003-02-27,251.889
2003-02-28,256.743
2003-03-03,259.808
2003-03-04,256.578
2003-03-05,255.821
2003-03-06,254.478
2003-03-07,252.107
2003-03-10,248.221
2003-03-11,247.523
2003-03-12,242.441
2003-03-13,246.709
2003-03-14,251.691
2003-03-17,254.364
2003-03-18,256.106
2003-03-19,258.156
2003-03-20,257.604
2003-03-21,261.941
2003-03-24,257.223
2003-03-25,259.131
2003-03-26,259.789
2003-03-27,258.163
2003-03-28,258.838
2003-03-31,256.398
2003-04-01,257.788
2003-04-02,262.464
2003-04-03,263.371
2003-04-04,263.956
2003-04-07,269.662
2003-04-08,267.589
2003-04-09,268.029
2003-04-10,268.545
2003-04-11,269.09
2003-04-14,270.787
2003-04-15,274.343
2003-04-16,275.98
2003-04-17,277.82
2003-04-18,277.791
2003-04-21,276.065
2003-04-22,279.622
2003-04-23,284.393
2003-04-24,284.528
2003-04-25,282.854
2003-04-28,285.326
2003-04-29,286.525
2003-04-30,290.219
2003-05-01,292.379
2003-05-02,292.625
2003-05-05,296.281
2003-05-06,301.736
2003-05-07,301.129
2003-05-08,298.525
2003-05-09,299.558
2003-05-12,301.21
2003-05-13,302.077
2003-05-14,302.967
2003-05-15,305.499
2003-05-16,309.954
2003-05-19,306.047
2003-05-20,305.858
2003-05-21,304.16
2003-05-22,307.678
2003-05-23,309.736
2003-05-26,310.819
2003-05-27,311.656
2003-05-28,314.175
2003-05-29,317.328
2003-05-30,317.586
2003-06-02,320.381
2003-06-03,317.282
2003-06-04,319.888
2003-06-05,325.039
2003-06-06,329.566
2003-06-09,327.586
2003-06-10,326.044
2003-06-11,331.675
2003-06-12,332.626
2003-06-13,331.527
2003-06-16,336.086
2003-06-17,338.483
2003-06-18,334.453
2003-06-19,330.713
2003-06-20,329.891
2003-06-23,324.563
2003-06-24,321.378
2003-06-25,324.45
2003-06-26,321.055
2003-06-27,321.549
2003-06-30,320.954
2003-07-01,320.47
2003-07-02,323.236
2003-07-03,324.196
2003-07-04,323.119
2003-07-07,325.044
2003-07-08,325.633
2003-07-09,324.496
2003-07-10,322.797
2003-07-11,323.616
2003-07-14,326.961
2003-07-15,324.99
2003-07-16,323.695
2003-07-17,320.479
2003-07-18,321.864
2003-07-21,322.925
2003-07-22,324.01
2003-07-23,327.269
2003-07-24,331.374
2003-07-25,332.297
2003-07-28,333.131
2003-07-29,333.463
2003-07-30,331.661
2003-07-31,330.81
2003-08-01,331.155
2003-08-04,332.033
2003-08-05,333.253
2003-08-06,330.414
2003-08-07,330.164
2003-08-08,330.265
2003-08-11,330.518
2003-08-12,331.805
2003-08-13,334.264
2003-08-14,335.131
2003-08-15,335.872
2003-08-18,335.589
2003-08-19,335.45
2003-08-20,336.124
2003-08-21,335.755
2003-08-22,334.918
2003-08-25,334.312
2003-08-26,330.948
2003-08-27,333.105
2003-08-28,334.815
2003-08-29,337.292
2003-09-01,340.147
2003-09-02,339.041
2003-09-03,344.591
2003-09-04,345.41
2003-09-05,348.566
2003-09-08,351.358
2003-09-09,350.241
2003-09-10,346.695
2003-09-11,346.432
2003-09-12,349.173
2003-09-15,350.63
2003-09-16,349.676
2003-09-17,353.011
2003-09-18,356.027
2003-09-19,358.02
2003-09-22,356.553
2003-09-23,356.065
2003-09-24,356.569
2003-09-25,353.949
2003-09-26,350.144
2003-09-29,350.733
2003-09-30,349.137
2003-10-01,353.659
2003-10-02,356.085
2003-10-03,360.637
2003-10-06,362.323
2003-10-07,363.104
2003-10-08,365.441
2003-10-09,367.672
2003-10-10,370.486
2003-10-13,370.688
2003-10-14,370.915
2003-10-15,374.285
2003-10-16,375.682
2003-10-17,373.36
2003-10-20,374.163
2003-10-21,375.575
2003-10-22,374.212
2003-10-23,371.326
2003-10-24,372.8
2003-10-27,373.573
2003-10-28,374.59
2003-10-29,377.267
2003-10-30,379.714
2003-10-31,378.16
2003-11-03,377.826
2003-11-04,377.885
2003-11-05,374.497
2003-11-06,373.859
2003-11-07,378.357
2003-11-10,377.354
2003-11-11,375.124
2003-11-12,379.572
2003-11-13,382.506
2003-11-14,384.108
2003-11-17,378.832
2003-11-18,382.196
2003-11-19,381.463
2003-11-20,380.25
2003-11-21,381.556
2003-11-24,382.061
2003-11-25,384.433
2003-11-26,387.685
2003-11-27,388.857
2003-11-28,390.694
2003-12-01,393.973
2003-12-02,397.346
2003-12-03,399.437
2003-12-04,397.475
2003-12-05,397.841
2003-12-08,398.345
2003-12-09,399.579
2003-12-10,397.13
2003-12-11,395.052
2003-12-12,398.655
2003-12-15,400.209
2003-12-16,397.984
2003-12-17,399.126
2003-12-18,401.177
2003-12-19,400.69
2003-12-22,400.911
2003-12-23,402.867
2003-12-24,404.774
2003-12-25,404.781
2003-12-26,404.747
2003-12-29,406.941
2003-12-30,410.37
2003-12-31,413.112
2004-01-01,413.124
2004-01-02,416.837
2004-01-05,421.926
2004-01-06,424.604
2004-01-07,422.863
2004-01-08,429.397
2004-01-09,434.029
2004-01-12,432.514
2004-01-13,434.276
2004-01-14,435.747
2004-01-15,434.814
2004-01-16,433.118
2004-01-19,433.737
2004-01-20,438.234
2004-01-21,441.14
2004-01-22,443.392
2004-01-23,442.163
2004-01-26,437.704
2004-01-27,441.365
2004-01-28,441.717
2004-01-29,431.718
2004-01-30,434.104
2004-02-02,436.2
2004-02-03,438.801
2004-02-04,435.42
2004-02-05,439.163
2004-02-06,446.013
2004-02-09,449.528
2004-02-10,449.734
2004-02-11,450.478
2004-02-12,457.321
2004-02-13,456.629
2004-02-16,457.493
2004-02-17,463.287
2004-02-18,464.482
2004-02-19,462.621
2004-02-20,456.154
2004-02-23,456.04
2004-02-24,455.762
2004-02-25,453.149
2004-02-26,449.238
2004-02-27,449.956
2004-03-01,455.177
2004-03-02,452.863
2004-03-03,446.147
2004-03-04,449.152
2004-03-05,457.764
2004-03-08,456.953
2004-03-09,453.58
2004-03-10,442.722
2004-03-11,432.858
2004-03-12,433.007
2004-03-15,425.298
2004-03-16,431.305
2004-03-17,432.445
2004-03-18,434.996
2004-03-19,435.578
2004-03-22,428.429
2004-03-23,428.047
2004-03-24,424.663
2004-03-25,428.973
2004-03-26,427.405
2004-03-29,433.904
2004-03-30,434.312
2004-03-31,439.395
2004-04-01,446.769
2004-04-02,444.902
2004-04-05,442.311
2004-04-06,441.982
2004-04-07,446.524
2004-04-08,446.332
2004-04-09,446.333
2004-04-12,445.438
2004-04-13,441.778
2004-04-14,435.627
2004-04-15,435.455
2004-04-16,440.398
2004-04-19,441.389
2004-04-20,440.748
2004-04-21,434.302
2004-04-22,436.086
2004-04-23,438.294
2004-04-26,441.793
2004-04-27,442.804
2004-04-28,435.871
2004-04-29,434.658
2004-04-30,432.243
2004-05-03,433.173
2004-05-04,438.054
2004-05-05,440.033
2004-05-06,432.608
2004-05-07,426.599
2004-05-10,412.313
2004-05-11,414.841
2004-05-12,415.183
2004-05-13,416.651
2004-05-14,414.258
2004-05-17,411.928
2004-05-18,415.441
2004-05-19,425.476
2004-05-20,419.157
2004-05-21,423.314
2004-05-24,424.262
2004-05-25,426.373
2004-05-26,430.285
2004-05-27,439.088
2004-05-28,438.49
2004-05-31,438.65
2004-06-01,436.247
2004-06-02,439.918
2004-06-03,439.661
2004-06-04,442.742
2004-06-07,447.465
2004-06-08,447.04
2004-06-09,442.05
2004-06-10,441.774
2004-06-11,437.749
2004-06-14,435.367
2004-06-15,437.43
2004-06-16,438.739
2004-06-17,440.577
2004-06-18,443.655
2004-06-21,443.265
2004-06-22,440.546
2004-06-23,441.983
2004-06-24,446.459
2004-06-25,446.055
2004-06-28,451.255
2004-06-29,447.344
2004-06-30,448.473
2004-07-01,447.136
2004-07-02,449.373
2004-07-05,447.399
2004-07-06,444.517
2004-07-07,446.896
2004-07-08,447.16
2004-07-09,446.406
2004-07-12,446.315
2004-07-13,444.375
2004-07-14,444.516
2004-07-15,440.944
2004-07-16,445.707
2004-07-19,442.648
2004-07-20,440.28
2004-07-21,438.616
2004-07-22,433.669
2004-07-23,428.818
2004-07-26,426.496
2004-07-27,424.694
2004-07-28,424.58
2004-07-29,428.559
2004-07-30,428.078
2004-08-02,427.191
2004-08-03,428.515
2004-08-04,424.1
2004-08-05,423.583
2004-08-06,422.424
2004-08-09,417.854
2004-08-10,422.248
2004-08-11,416.901
2004-08-12,415.721
2004-08-13,419.479
2004-08-16,422.371
2004-08-17,423.709
2004-08-18,422.96
2004-08-19,426.525
2004-08-20,423.931
2004-08-23,424.281
2004-08-24,421.505
2004-08-25,421.879
2004-08-26,424.376
2004-08-27,424.621
2004-08-30,424.39
2004-08-31,425.65
2004-09-01,427.977
2004-09-02,428.644
2004-09-03,427.416
2004-09-06,430.56
2004-09-07,431.046
2004-09-08,433.445
2004-09-09,432.167
2004-09-10,439.014
2004-09-13,441.085
2004-09-14,441.864
2004-09-15,436.423
2004-09-16,438.358
2004-09-17,441.541
2004-09-20,439.451
2004-09-21,444.337
2004-09-22,442.41
2004-09-23,441.131
2004-09-24,441.473
2004-09-27,439.59
2004-09-28,441.506
2004-09-29,443.006
2004-09-30,445.475
2004-10-01,449.439
2004-10-04,450.179
2004-10-05,450.6
2004-10-06,449.985
2004-10-07,450.739
2004-10-08,453.999
2004-10-11,452.01
2004-10-12,445.577
2004-10-13,445.266
2004-10-14,446.475
2004-10-15,449.399
2004-10-18,448.873
2004-10-19,452.225
2004-10-20,451.99
2004-10-21,455.831
2004-10-22,457.723
2004-10-25,456.527
2004-10-26,458.169
2004-10-27,461.846
2004-10-28,462.205
2004-10-29,461.317
2004-11-01,465.35
2004-11-02,467.809
2004-11-03,472.691
2004-11-04,473.888
2004-11-05,478.107
2004-11-08,479.165
2004-11-09,478.082
2004-11-10,480.235
2004-11-11,483.179
2004-11-12,486.87
2004-11-15,486.446
2004-11-16,484.994
2004-11-17,490.111
2004-11-18,488.812
2004-11-19,490.545
2004-11-22,487.176
2004-11-23,490.205
2004-11-24,493.951
2004-11-25,499.286
2004-11-26,499.736
2004-11-29,500.924
2004-11-30,500.274
2004-12-01,504.386
2004-12-02,504.778
2004-12-03,508.997
2004-12-06,509.367
2004-12-07,510.986
2004-12-08,503.984
2004-12-09,500.549
2004-12-10,500.898
2004-12-13,506.549
2004-12-14,506.829
2004-12-15,512.526
2004-12-16,510.022
2004-12-17,507.906
2004-12-20,514.928
2004-12-21,512.886
2004-12-22,514.491
2004-12-23,519.273
2004-12-24,521.072
2004-12-27,524.161
2004-12-28,523.757
2004-12-29,523.048
2004-12-30,525.81
2004-12-31,525.32
2005-01-03,523.521
2005-01-04,519.068
2005-01-05,514.906
2005-01-06,512.068
2005-01-07,511.256
2005-01-10,513.804
2005-01-11,513.439
2005-01-12,516.753
2005-01-13,516.323
2005-01-14,514.322
2005-01-17,516.49
2005-01-18,515.772
2005-01-19,519.119
2005-01-20,514.921
2005-01-21,516.086
2005-01-24,516.532
2005-01-25,516.174
2005-01-26,522.013
2005-01-27,521.883
2005-01-28,520.923
2005-01-31,524.799
2005-02-01,527.368
2005-02-02,530.402
2005-02-03,528.33
2005-02-04,532.225
2005-02-07,530.369
2005-02-08,528.878
2005-02-09,529.064
2005-02-10,532.045
2005-02-11,534.443
2005-02-14,540.41
2005-02-15,542.02
2005-02-16,539.438
2005-02-17,544.303
2005-02-18,544.605
2005-02-21,542.604
2005-02-22,544.814
2005-02-23,542.417
2005-02-24,543.924
2005-02-25,549.353
2005-02-28,551.528
2005-03-01,550.862
2005-03-02,546.303
2005-03-03,546.465
2005-03-04,554.421
2005-03-07,551.407
2005-03-08,554.843
2005-03-09,553.612
2005-03-10,552.236
2005-03-11,555.581
2005-03-14,550.602
2005-03-15,551.6
2005-03-16,551.261
2005-03-17,548.509
2005-03-18,546.433
2005-03-21,540.877
2005-03-22,541.651
2005-03-23,530.829
2005-03-24,531.853
2005-03-25,531.853
2005-03-28,529.047
2005-03-29,529.755
2005-03-30,530.823
2005-03-31,534.073
2005-04-01,536.561
2005-04-04,529.475
2005-04-05,534.425
2005-04-06,537.5
2005-04-07,541.219
2005-04-08,541.366
2005-04-11,545.269
2005-04-12,541.375
2005-04-13,544.874
2005-04-14,539.079
2005-04-15,535.227
2005-04-18,528.669
2005-04-19,533.634
2005-04-20,534.45
2005-04-21,535.322
2005-04-22,537.864
2005-04-25,534.537
2005-04-26,530.375
2005-04-27,522.423
2005-04-28,517.197
2005-04-29,517.405
2005-05-02,516.78
2005-05-03,519.999
2005-05-04,523.445
2005-05-05,525.596
2005-05-06,523.084
2005-05-09,521.881
2005-05-10,521.34
2005-05-11,519.112
2005-05-12,518.622
2005-05-13,516.653
2005-05-16,514.433
2005-05-17,515.129
2005-05-18,519.156
2005-05-19,521.493
2005-05-20,519.259
2005-05-23,522.61
2005-05-24,522.824
2005-05-25,524.159
2005-05-26,526.541
2005-05-27,526.116
2005-05-30,525.642
2005-05-31,522.098
2005-06-01,523.87
2005-06-02,525.447
2005-06-03,526.152
2005-06-06,526.023
2005-06-07,530.747
2005-06-08,533.309
2005-06-09,528.273
2005-06-10,528.921
2005-06-13,527.469
2005-06-14,527.535
2005-06-15,529.296
2005-06-16,532.528
2005-06-17,539.474
2005-06-20,535.289
2005-06-21,536.263
2005-06-22,536.572
2005-06-23,534.973
2005-06-24,532.849
2005-06-27,530.903
2005-06-28,531.402
2005-06-29,532.17
2005-06-30,533.018
2005-07-01,530.479
2005-07-04,528.211
2005-07-05,527.476
2005-07-06,531.944
2005-07-07,524.286
2005-07-08,530.673
2005-07-11,540.732
2005-07-12,545.491
2005-07-13,542.808
2005-07-14,543.892
2005-07-15,540.255
2005-07-18,540.208
2005-07-19,538.503
2005-07-20,539.089
2005-07-21,546.793
2005-07-22,548.208
2005-07-25,547.322
2005-07-26,545.645
2005-07-27,548.9
2005-07-28,553.693
2005-07-29,557.26
2005-08-01,561.973
2005-08-02,564.877
2005-08-03,570.064
2005-08-04,570.74
2005-08-05,567.921
2005-08-08,571.893
2005-08-09,572.859
2005-08-10,578.11
2005-08-11,578.858
2005-08-12,577.921
2005-08-15,575.384
2005-08-16,573.157
2005-08-17,570.412
2005-08-18,564.013
2005-08-19,565.926
2005-08-22,571.69
2005-08-23,568.969
2005-08-24,569.204
2005-08-25,568.311
2005-08-26,569.405
2005-08-29,567.013
2005-08-30,563.542
2005-08-31,572.436
2005-09-01,585.994
2005-09-02,590.194
2005-09-05,590.577
2005-09-06,591.089
2005-09-07,592.828
2005-09-08,591.376
2005-09-09,594.342
2005-09-12,589.552
2005-09-13,584.478
2005-09-14,587.603
2005-09-15,583.245
2005-09-16,586.23
2005-09-19,584.686
2005-09-20,587.094
2005-09-21,585.019
2005-09-22,577.87
2005-09-23,575.973
2005-09-26,578.096
2005-09-27,575.451
2005-09-28,579.184
2005-09-29,579.422
2005-09-30,584.285
2005-10-03,580.927
2005-10-04,584.023
2005-10-05,580.433
2005-10-06,579.674
2005-10-07,575.79
2005-10-10,574.396
2005-10-11,573.329
2005-10-12,570.838
2005-10-13,557.468
2005-10-14,563.665
2005-10-17,561.423
2005-10-18,554.665
2005-10-19,544.865
2005-10-20,548.976
2005-10-21,547.286
2005-10-24,553.369
2005-10-25,558.62
2005-10-26,559.374
2005-10-27,554.236
2005-10-28,551.945
2005-10-31,558.05
2005-11-01,559.927
2005-11-02,566.795
2005-11-03,572.362
2005-11-04,562.845
2005-11-07,563.791
2005-11-08,562.308
