Date,EUROPE SMID GROWTH SMID (Small+Mid Cap)
2005-11-09,559.402
2005-11-10,560.689
2005-11-11,561.953
2005-11-14,562.322
2005-11-15,560.169
2005-11-16,555.929
2005-11-17,561.743
2005-11-18,563.335
2005-11-21,566.275
2005-11-22,566.161
2005-11-23,572.406
2005-11-24,571.288
2005-11-25,570.626
2005-11-28,571.456
2005-11-29,571.052
2005-11-30,571.828
2005-12-01,575.263
2005-12-02,579.637
2005-12-05,581.459
2005-12-06,584.303
2005-12-07,581.979
2005-12-08,587.11
2005-12-09,589.257
2005-12-12,595.154
2005-12-13,594.377
2005-12-14,597.668
2005-12-15,593.374
2005-12-16,599.388
2005-12-19,598.697
2005-12-20,595.139
2005-12-21,593.219
2005-12-22,595.732
2005-12-23,597.158
2005-12-26,597.158
2005-12-27,598.789
2005-12-28,600.218
2005-12-29,600.344
2005-12-30,596.563
2006-01-02,598.969
2006-01-03,613.004
2006-01-04,625.504
2006-01-05,624.332
2006-01-06,630.115
2006-01-09,628.173
2006-01-10,624.567
2006-01-11,630.608
2006-01-12,631.557
2006-01-13,631.817
2006-01-16,635.941
2006-01-17,630.199
2006-01-18,627.705
2006-01-19,634.087
2006-01-20,632.491
2006-01-23,639.494
2006-01-24,640.076
2006-01-25,646.486
2006-01-26,650.278
2006-01-27,651.238
2006-01-30,647.644
2006-01-31,650.481
2006-02-01,655.995
2006-02-02,653.299
2006-02-03,647.708
2006-02-06,649.141
2006-02-07,645.317
2006-02-08,643.984
2006-02-09,650.984
2006-02-10,648.142
2006-02-13,648.043
2006-02-14,643.947
2006-02-15,648.448
2006-02-16,650.308
2006-02-17,655.787
2006-02-20,659.228
2006-02-21,658.294
2006-02-22,659.412
2006-02-23,662.305
2006-02-24,661.563
2006-02-27,664.009
2006-02-28,660.909
2006-03-01,667.275
2006-03-02,666.741
2006-03-03,668.442
2006-03-06,671.648
2006-03-07,658.498
2006-03-08,651.743
2006-03-09,658.791
2006-03-10,660.1
2006-03-13,667.89
2006-03-14,674.909
2006-03-15,679.041
2006-03-16,687.754
2006-03-17,690.677
2006-03-20,692.659
2006-03-21,687.702
2006-03-22,689.34
2006-03-23,684.069
2006-03-24,689.542
2006-03-27,687.978
2006-03-28,688.434
2006-03-29,684.511
2006-03-30,696.608
2006-03-31,693.392
2006-04-03,699.177
2006-04-04,706.678
2006-04-05,710.061
2006-04-06,711.85
2006-04-07,702.158
2006-04-10,702.528
2006-04-11,696.386
2006-04-12,692.887
2006-04-13,695.313
2006-04-14,695.313
2006-04-17,705.751
2006-04-18,707.171
2006-04-19,719.089
2006-04-20,720.143
2006-04-21,728.662
2006-04-24,730.744
2006-04-25,731.861
2006-04-26,736.817
2006-04-27,736.801
2006-04-28,736.567
2006-05-01,739.45
2006-05-02,747.634
2006-05-03,745.341
2006-05-04,756.482
2006-05-05,767.683
2006-05-08,770.548
2006-05-09,773.337
2006-05-10,773.778
2006-05-11,774.658
2006-05-12,761.82
2006-05-15,739.22
2006-05-16,736.506
2006-05-17,714.922
2006-05-18,705.196
2006-05-19,700.337
2006-05-22,674.615
2006-05-23,701.788
2006-05-24,684.529
2006-05-25,693.049
2006-05-26,708.693
2006-05-29,713.881
2006-05-30,704.818
2006-05-31,709.427
2006-06-01,709.406
2006-06-02,722.608
2006-06-05,718.725
2006-06-06,691.963
2006-06-07,688.502
2006-06-08,659.619
2006-06-09,671.493
2006-06-12,662.991
2006-06-13,641.387
2006-06-14,646.339
2006-06-15,670.422
2006-06-16,667.541
2006-06-19,668.339
2006-06-20,669.531
2006-06-21,672.576
2006-06-22,673.494
2006-06-23,671.88
2006-06-26,674.503
2006-06-27,674.478
2006-06-28,670.177
2006-06-29,679.93
2006-06-30,704.58
2006-07-03,710.663
2006-07-04,712.923
2006-07-05,699.977
2006-07-06,706.381
2006-07-07,707.883
2006-07-10,704.237
2006-07-11,698.881
2006-07-12,699.574
2006-07-13,687.96
2006-07-14,676.549
2006-07-17,661.687
2006-07-18,656.678
2006-07-19,676.159
2006-07-20,683.44
2006-07-21,677.052
2006-07-24,684.189
2006-07-25,688.032
2006-07-26,690.499
2006-07-27,704.399
2006-07-28,707.756
2006-07-31,707.391
2006-08-01,704.001
2006-08-02,714.915
2006-08-03,707.895
2006-08-04,720.316
2006-08-07,712.263
2006-08-08,711.545
2006-08-09,716.266
2006-08-10,703.952
2006-08-11,705.654
2006-08-14,709.046
2006-08-15,715.177
2006-08-16,724.903
2006-08-17,728.117
2006-08-18,724.667
2006-08-21,730.128
2006-08-22,726.139
2006-08-23,723.864
2006-08-24,724.298
2006-08-25,722.757
2006-08-28,727.329
2006-08-29,728.168
2006-08-30,737.511
2006-08-31,736.175
2006-09-01,742.662
2006-09-04,749.836
2006-09-05,743.918
2006-09-06,736.864
2006-09-07,725.682
2006-09-08,724.993
2006-09-11,720.522
2006-09-12,727.787
2006-09-13,730.795
2006-09-14,737.169
2006-09-15,733.854
2006-09-18,735.848
2006-09-19,734.621
2006-09-20,739.556
2006-09-21,743.597
2006-09-22,741.467
2006-09-25,736.609
2006-09-26,741.984
2006-09-27,748.378
2006-09-28,748.744
2006-09-29,748.39
2006-10-02,752.452
2006-10-03,748.27
2006-10-04,748.97
2006-10-05,754.653
2006-10-06,749.062
2006-10-09,752.143
2006-10-10,754.398
2006-10-11,754.878
2006-10-12,759.178
2006-10-13,759.488
2006-10-16,762.678
2006-10-17,755.784
2006-10-18,761.54
2006-10-19,767.876
2006-10-20,772.112
2006-10-23,770.183
2006-10-24,771.128
2006-10-25,777.066
2006-10-26,782.421
2006-10-27,783.039
2006-10-30,779.951
2006-10-31,785.72
2006-11-01,789.564
2006-11-02,786.185
2006-11-03,784.595
2006-11-06,791.998
2006-11-07,801.848
2006-11-08,799.003
2006-11-09,801.855
2006-11-10,807.452
2006-11-13,807.298
2006-11-14,806.158
2006-11-15,810.174
2006-11-16,813.183
2006-11-17,807.717
2006-11-20,809.636
2006-11-21,814.169
2006-11-22,822.969
2006-11-23,822.608
2006-11-24,826.182
2006-11-27,815.96
2006-11-28,812.027
2006-11-29,825.349
2006-11-30,829.405
2006-12-01,833.519
2006-12-04,836.904
2006-12-05,841.278
2006-12-06,843.635
2006-12-07,848.403
2006-12-08,851.47
2006-12-11,851.302
2006-12-12,853.908
2006-12-13,859.04
2006-12-14,859.687
2006-12-15,859.27
2006-12-18,858.447
2006-12-19,859.842
2006-12-20,865.485
2006-12-21,865.274
2006-12-22,862.047
2006-12-25,862.047
2006-12-26,860.594
2006-12-27,866.609
2006-12-28,869.247
2006-12-29,871.951
2007-01-01,871.951
2007-01-02,887.287
2007-01-03,880.153
2007-01-04,866.735
2007-01-05,857.222
2007-01-08,860.728
2007-01-09,862.391
2007-01-10,854.046
2007-01-11,862.199
2007-01-12,868.069
2007-01-15,875.837
2007-01-16,871.053
2007-01-17,872.799
2007-01-18,873.976
2007-01-19,877.489
2007-01-22,878.906
2007-01-23,882.024
2007-01-24,885.397
2007-01-25,883.528
2007-01-26,873.509
2007-01-29,877.066
2007-01-30,879.917
2007-01-31,880.6
2007-02-01,893.013
2007-02-02,896.276
2007-02-05,895.387
2007-02-06,900.686
2007-02-07,910.25
2007-02-08,905.047
2007-02-09,906.962
2007-02-12,899.871
2007-02-13,903.147
2007-02-14,919.123
2007-02-15,921.279
2007-02-16,919.192
2007-02-19,923.992
2007-02-20,922.423
2007-02-21,916.896
2007-02-22,918.819
2007-02-23,922.897
2007-02-26,925.481
2007-02-27,894.864
2007-02-28,885.026
2007-03-01,872.802
2007-03-02,872.931
2007-03-05,852.68
2007-03-06,862.984
2007-03-07,873.693
2007-03-08,887.468
2007-03-09,888.393
2007-03-12,890.938
2007-03-13,883.272
2007-03-14,862.593
2007-03-15,880.659
2007-03-16,887.208
2007-03-19,899.146
2007-03-20,905.241
2007-03-21,914.093
2007-03-22,927.597
2007-03-23,927.225
2007-03-26,926.151
2007-03-27,924.175
2007-03-28,921.534
2007-03-29,928.725
2007-03-30,929.06
2007-04-02,938.28
2007-04-03,946.888
2007-04-04,948.368
2007-04-05,952.901
2007-04-06,952.901
2007-04-09,947.646
2007-04-10,959.801
2007-04-11,957.606
2007-04-12,956.151
2007-04-13,961.635
2007-04-16,973.194
2007-04-17,974.434
2007-04-18,970.525
2007-04-19,967.019
2007-04-20,975.982
2007-04-23,975.612
2007-04-24,969.495
2007-04-25,980.202
2007-04-26,978.373
2007-04-27,977.472
2007-04-30,979.538
2007-05-01,976.602
2007-05-02,982.019
2007-05-03,977.826
2007-05-04,990.845
2007-05-07,995.222
2007-05-08,980.572
2007-05-09,982.464
2007-05-10,976.412
2007-05-11,978.445
2007-05-14,978.185
2007-05-15,984.89
2007-05-16,983.896
2007-05-17,981.177
2007-05-18,988.506
2007-05-21,986.812
2007-05-22,989.318
2007-05-23,998.674
2007-05-24,990.141
2007-05-25,989.458
2007-05-28,991.005
2007-05-29,994.112
2007-05-30,986.44
2007-05-31,1000.0
2007-06-01,1003.997
2007-06-04,1005.316
2007-06-05,1003.487
2007-06-06,981.659
2007-06-07,964.483
2007-06-08,955.992
2007-06-11,965.509
2007-06-12,958.594
2007-06-13,960.114
2007-06-14,975.054
2007-06-15,989.829
2007-06-18,991.772
2007-06-19,988.767
2007-06-20,993.981
2007-06-21,981.75
2007-06-22,981.861
2007-06-25,979.072
2007-06-26,975.637
2007-06-27,969.693
2007-06-28,983.851
2007-06-29,991.512
2007-07-02,1002.016
2007-07-03,1010.229
2007-07-04,1017.435
2007-07-05,1012.203
2007-07-06,1018.007
2007-07-09,1021.503
2007-07-10,1020.552
2007-07-11,1021.477
2007-07-12,1031.773
2007-07-13,1036.75
2007-07-16,1035.872
2007-07-17,1029.896
2007-07-18,1024.676
2007-07-19,1035.267
2007-07-20,1030.137
2007-07-23,1031.587
2007-07-24,1016.889
2007-07-25,997.989
2007-07-26,971.047
2007-07-27,956.47
2007-07-30,959.915
2007-07-31,980.143
2007-08-01,963.999
2007-08-02,968.038
2007-08-03,964.76
2007-08-06,950.588
2007-08-07,957.533
2007-08-08,982.77
2007-08-09,959.608
2007-08-10,928.308
2007-08-13,939.437
2007-08-14,927.565
2007-08-15,912.629
2007-08-16,865.448
2007-08-17,884.258
2007-08-20,891.618
2007-08-21,891.413
2007-08-22,916.886
2007-08-23,924.141
2007-08-24,931.475
2007-08-27,934.415
2007-08-28,918.919
2007-08-29,924.445
2007-08-30,934.588
2007-08-31,949.226
2007-09-03,953.011
2007-09-04,958.496
2007-09-05,946.174
2007-09-06,951.646
2007-09-07,936.612
2007-09-10,925.39
2007-09-11,943.669
2007-09-12,947.583
2007-09-13,948.175
2007-09-14,932.575
2007-09-17,916.005
2007-09-18,925.401
2007-09-19,956.554
2007-09-20,958.826
2007-09-21,967.353
2007-09-24,967.609
2007-09-25,955.416
2007-09-26,962.306
2007-09-27,972.293
2007-09-28,977.984
2007-10-01,986.723
2007-10-02,989.231
2007-10-03,993.163
2007-10-04,995.041
2007-10-05,1003.322
2007-10-08,999.472
2007-10-09,1004.876
2007-10-10,1013.645
2007-10-11,1024.052
2007-10-12,1016.345
2007-10-15,1015.204
2007-10-16,1000.055
2007-10-17,1014.885
2007-10-18,1010.19
2007-10-19,1000.364
2007-10-22,976.044
2007-10-23,1001.06
2007-10-24,993.445
2007-10-25,1011.156
2007-10-26,1016.358
2007-10-29,1024.653
2007-10-30,1019.51
2007-10-31,1034.875
2007-11-01,1023.367
2007-11-02,1019.212
2007-11-05,1009.741
2007-11-06,1022.525
2007-11-07,1020.644
2007-11-08,1015.627
2007-11-09,997.335
2007-11-12,981.114
2007-11-13,979.381
2007-11-14,991.463
2007-11-15,968.26
2007-11-16,955.809
2007-11-19,927.0
2007-11-20,943.155
2007-11-21,915.387
2007-11-22,920.613
2007-11-23,934.674
2007-11-26,938.92
2007-11-27,929.923
2007-11-28,951.832
2007-11-29,956.772
2007-11-30,963.197
2007-12-03,958.164
2007-12-04,944.592
2007-12-05,954.018
2007-12-06,950.386
2007-12-07,962.362
2007-12-10,970.522
2007-12-11,969.813
2007-12-12,970.049
2007-12-13,942.382
2007-12-14,935.646
2007-12-17,910.453
2007-12-18,912.841
2007-12-19,908.716
2007-12-20,907.544
2007-12-21,920.187
2007-12-24,923.465
2007-12-25,923.465
2007-12-26,929.043
2007-12-27,934.311
2007-12-28,944.971
2007-12-31,942.806
2008-01-01,942.806
2008-01-02,940.972
2008-01-03,931.486
2008-01-04,913.283
2008-01-07,893.64
2008-01-08,899.76
2008-01-09,876.637
2008-01-10,864.556
2008-01-11,862.787
2008-01-14,875.9
2008-01-15,847.772
2008-01-16,822.17
2008-01-17,823.102
2008-01-18,814.68
2008-01-21,766.718
2008-01-22,796.444
2008-01-23,779.527
2008-01-24,822.124
2008-01-25,829.935
2008-01-28,824.957
2008-01-29,844.386
2008-01-30,840.68
2008-01-31,838.682
2008-02-01,858.697
2008-02-04,868.519
2008-02-05,831.926
2008-02-06,834.515
2008-02-07,810.266
2008-02-08,814.164
2008-02-11,807.313
2008-02-12,839.172
2008-02-13,843.213
2008-02-14,853.694
2008-02-15,843.942
2008-02-18,854.368
2008-02-19,863.793
2008-02-20,851.145
2008-02-21,865.924
2008-02-22,860.237
2008-02-25,872.725
2008-02-26,885.707
2008-02-27,896.149
2008-02-28,883.871
2008-02-29,873.249
2008-03-03,862.411
2008-03-04,855.98
2008-03-05,875.417
2008-03-06,873.583
2008-03-07,860.087
2008-03-10,846.072
2008-03-11,852.715
2008-03-12,872.781
2008-03-13,862.533
2008-03-14,860.827
2008-03-17,830.654
2008-03-18,851.661
2008-03-19,834.358
2008-03-20,819.247
2008-03-21,819.247
2008-03-24,818.117
2008-03-25,853.577
2008-03-26,861.144
2008-03-27,878.285
2008-03-28,873.971
2008-03-31,880.157
2008-04-01,888.673
2008-04-02,894.182
2008-04-03,888.563
2008-04-04,898.679
2008-04-07,906.744
2008-04-08,891.572
2008-04-09,891.139
2008-04-10,888.566
2008-04-11,881.863
2008-04-14,876.207
2008-04-15,878.502
2008-04-16,904.472
2008-04-17,899.534
2008-04-18,907.184
2008-04-21,907.863
2008-04-22,912.828
2008-04-23,914.075
2008-04-24,900.191
2008-04-25,908.488
2008-04-28,915.438
2008-04-29,903.491
2008-04-30,911.173
2008-05-01,904.432
2008-05-02,916.074
2008-05-05,919.511
2008-05-06,923.669
2008-05-07,925.154
2008-05-08,932.225
2008-05-09,922.967
2008-05-12,931.72
2008-05-13,928.134
2008-05-14,932.309
2008-05-15,936.734
2008-05-16,949.141
2008-05-19,959.815
2008-05-20,944.296
2008-05-21,948.237
2008-05-22,948.935
2008-05-23,939.015
2008-05-26,936.015
2008-05-27,928.572
2008-05-28,932.051
2008-05-29,929.061
2008-05-30,935.755
2008-06-02,927.776
2008-06-03,933.539
2008-06-04,927.228
2008-06-05,931.963
2008-06-06,930.236
2008-06-09,920.437
2008-06-10,898.643
2008-06-11,890.681
2008-06-12,889.22
2008-06-13,886.949
2008-06-16,897.951
2008-06-17,906.799
2008-06-18,891.787
2008-06-19,887.446
2008-06-20,884.229
2008-06-23,873.163
2008-06-24,868.188
2008-06-25,877.264
2008-06-26,866.771
2008-06-27,866.818
2008-06-30,867.481
2008-07-01,845.455
2008-07-02,836.364
2008-07-03,826.546
2008-07-04,819.208
2008-07-07,829.484
2008-07-08,815.023
2008-07-09,831.53
2008-07-10,816.791
2008-07-11,804.153
2008-07-14,807.311
2008-07-15,792.487
2008-07-16,792.826
2008-07-17,818.929
2008-07-18,824.486
2008-07-21,834.533
2008-07-22,829.379
2008-07-23,836.833
2008-07-24,814.568
2008-07-25,810.247
2008-07-28,807.26
2008-07-29,801.378
2008-07-30,811.179
2008-07-31,813.616
2008-08-01,800.218
2008-08-04,793.193
2008-08-05,800.352
2008-08-06,809.916
2008-08-07,808.394
2008-08-08,795.576
2008-08-11,803.552
2008-08-12,793.306
2008-08-13,776.129
2008-08-14,782.307
2008-08-15,778.512
2008-08-18,778.345
2008-08-19,761.664
2008-08-20,766.501
2008-08-21,774.046
2008-08-22,783.341
2008-08-25,778.595
2008-08-26,773.719
2008-08-27,777.543
2008-08-28,786.311
2008-08-29,792.498
2008-09-01,780.541
2008-09-02,782.235
2008-09-03,765.594
2008-09-04,744.127
2008-09-05,721.355
2008-09-08,737.044
2008-09-09,719.75
2008-09-10,707.661
2008-09-11,697.262
2008-09-12,720.502
2008-09-15,700.327
2008-09-16,678.597
2008-09-17,671.074
2008-09-18,677.559
2008-09-19,724.575
2008-09-22,724.35
2008-09-23,712.382
2008-09-24,704.14
2008-09-25,707.881
2008-09-26,689.999
2008-09-29,641.181
2008-09-30,638.297
2008-10-01,632.617
2008-10-02,612.29
2008-10-03,616.104
2008-10-06,555.862
2008-10-07,554.637
2008-10-08,525.228
2008-10-09,524.037
2008-10-10,487.704
2008-10-13,532.322
2008-10-14,546.964
2008-10-15,510.256
2008-10-16,478.631
2008-10-17,485.182
2008-10-20,492.535
2008-10-21,489.974
2008-10-22,458.468
2008-10-23,448.662
2008-10-24,422.066
2008-10-27,399.053
2008-10-28,404.044
2008-10-29,444.094
2008-10-30,455.404
2008-10-31,460.492
2008-11-03,471.971
2008-11-04,505.31
2008-11-05,497.414
2008-11-06,460.729
2008-11-07,466.713
2008-11-10,473.755
2008-11-11,446.448
2008-11-12,429.33
2008-11-13,424.825
2008-11-14,429.142
2008-11-17,419.838
2008-11-18,417.251
2008-11-19,402.766
2008-11-20,383.474
2008-11-21,378.404
2008-11-24,411.896
2008-11-25,422.406
2008-11-26,419.179
2008-11-27,429.401
2008-11-28,429.391
2008-12-01,403.702
2008-12-02,411.718
2008-12-03,410.032
2008-12-04,408.767
2008-12-05,393.239
2008-12-08,419.305
2008-12-09,422.328
2008-12-10,429.029
2008-12-11,434.553
2008-12-12,430.871
2008-12-15,441.05
2008-12-16,445.522
2008-12-17,459.731
2008-12-18,464.62
2008-12-19,446.441
2008-12-22,439.745
2008-12-23,440.904
2008-12-24,441.95
2008-12-25,441.95
2008-12-26,443.134
2008-12-29,451.49
2008-12-30,454.212
2008-12-31,448.938
2009-01-01,448.938
2009-01-02,463.44
2009-01-05,467.473
2009-01-06,471.055
2009-01-07,476.631
2009-01-08,475.021
2009-01-09,466.64
2009-01-12,453.375
2009-01-13,442.008
2009-01-14,427.225
2009-01-15,423.324
2009-01-16,433.628
2009-01-19,424.507
2009-01-20,407.563
2009-01-21,405.853
2009-01-22,407.059
2009-01-23,399.396
2009-01-26,417.186
2009-01-27,421.908
2009-01-28,434.942
2009-01-29,425.59
2009-01-30,421.967
2009-02-02,409.131
2009-02-03,419.654
2009-02-04,429.213
2009-02-05,430.848
2009-02-06,440.51
2009-02-09,451.684
2009-02-10,440.054
2009-02-11,433.732
2009-02-12,426.345
2009-02-13,433.804
2009-02-16,426.13
2009-02-17,410.577
2009-02-18,406.369
2009-02-19,410.31
2009-02-20,397.462
2009-02-23,396.253
2009-02-24,392.707
2009-02-25,391.543
2009-02-26,397.196
2009-02-27,392.459
2009-03-02,373.799
2009-03-03,366.467
2009-03-04,379.221
2009-03-05,368.563
2009-03-06,367.39
2009-03-09,363.007
2009-03-10,379.821
2009-03-11,379.205
2009-03-12,381.161
2009-03-13,387.969
2009-03-16,399.331
2009-03-17,395.995
2009-03-18,397.269
2009-03-19,418.604
2009-03-20,416.842
2009-03-23,423.994
2009-03-24,424.497
2009-03-25,425.423
2009-03-26,425.664
2009-03-27,414.09
2009-03-30,399.589
2009-03-31,414.132
2009-04-01,418.807
2009-04-02,442.676
2009-04-03,443.237
2009-04-06,441.375
2009-04-07,431.473
2009-04-08,431.448
2009-04-09,441.983
2009-04-10,441.983
2009-04-13,446.032
2009-04-14,451.441
2009-04-15,450.495
2009-04-16,456.332
2009-04-17,458.524
2009-04-20,438.528
2009-04-21,441.293
2009-04-22,449.795
2009-04-23,455.219
2009-04-24,469.611
2009-04-27,464.531
2009-04-28,457.352
2009-04-29,473.203
2009-04-30,479.384
2009-05-01,481.193
2009-05-04,493.743
2009-05-05,498.769
2009-05-06,503.263
2009-05-07,502.895
2009-05-08,509.425
2009-05-11,505.262
2009-05-12,508.313
2009-05-13,493.814
2009-05-14,496.322
2009-05-15,503.831
2009-05-18,510.66
2009-05-19,523.487
2009-05-20,535.519
2009-05-21,526.638
2009-05-22,532.779
2009-05-25,534.117
2009-05-26,532.965
2009-05-27,536.775
2009-05-28,532.808
2009-05-29,541.125
2009-06-01,556.2
2009-06-02,564.652
2009-06-03,551.823
2009-06-04,549.015
2009-06-05,544.2
2009-06-08,535.03
2009-06-09,544.365
2009-06-10,551.039
2009-06-11,558.133
2009-06-12,552.896
2009-06-15,535.241
2009-06-16,536.193
2009-06-17,520.884
2009-06-18,524.262
2009-06-19,529.417
2009-06-22,512.942
2009-06-23,515.98
2009-06-24,529.294
2009-06-25,523.397
2009-06-26,531.642
2009-06-29,538.207
2009-06-30,535.08
2009-07-01,546.657
2009-07-02,533.505
2009-07-03,531.288
2009-07-06,521.516
2009-07-07,521.64
2009-07-08,511.779
2009-07-09,517.452
2009-07-10,511.614
2009-07-13,516.391
2009-07-14,523.196
2009-07-15,539.651
2009-07-16,541.302
2009-07-17,542.286
2009-07-20,551.863
2009-07-21,558.348
2009-07-22,560.409
2009-07-23,568.742
2009-07-24,566.854
2009-07-27,568.725
2009-07-28,562.046
2009-07-29,561.142
2009-07-30,572.115
2009-07-31,579.249
2009-08-03,598.446
2009-08-04,596.46
2009-08-05,597.152
2009-08-06,597.502
2009-08-07,594.857
2009-08-10,592.36
2009-08-11,583.701
2009-08-12,590.859
2009-08-13,600.312
2009-08-14,597.474
2009-08-17,578.704
2009-08-18,587.039
2009-08-19,589.478
2009-08-20,599.837
2009-08-21,612.024
2009-08-24,617.803
2009-08-25,619.125
2009-08-26,610.746
2009-08-27,606.6
2009-08-28,618.696
2009-08-31,613.221
2009-09-01,602.299
2009-09-02,594.328
2009-09-03,598.906
2009-09-04,606.84
2009-09-07,621.473
2009-09-08,634.46
2009-09-09,642.51
2009-09-10,645.626
2009-09-11,651.771
2009-09-14,648.276
2009-09-15,649.862
2009-09-16,665.182
2009-09-17,671.408
2009-09-18,664.897
2009-09-21,656.413
2009-09-22,667.721
2009-09-23,668.327
2009-09-24,651.272
2009-09-25,647.268
2009-09-28,652.551
2009-09-29,650.466
2009-09-30,653.032
2009-10-01,642.635
2009-10-02,630.477
2009-10-05,636.624
2009-10-06,656.121
2009-10-07,652.846
2009-10-08,667.181
2009-10-09,665.913
2009-10-12,672.707
2009-10-13,668.056
2009-10-14,683.966
2009-10-15,686.533
2009-10-16,681.705
2009-10-19,691.372
2009-10-20,688.09
2009-10-21,689.737
2009-10-22,680.85
2009-10-23,677.812
2009-10-26,666.642
2009-10-27,658.322
2009-10-28,638.94
2009-10-29,653.288
2009-10-30,641.677
2009-11-02,643.495
2009-11-03,633.678
2009-11-04,655.788
2009-11-05,660.674
2009-11-06,662.767
2009-11-09,679.472
2009-11-10,674.866
2009-11-11,678.393
2009-11-12,675.688
2009-11-13,679.729
2009-11-16,693.864
2009-11-17,685.79
2009-11-18,690.952
2009-11-19,672.757
2009-11-20,668.298
2009-11-23,683.506
2009-11-24,678.099
2009-11-25,684.498
2009-11-26,661.264
2009-11-27,670.393
2009-11-30,663.693
2009-12-01,685.098
2009-12-02,688.209
2009-12-03,687.13
2009-12-04,684.542
2009-12-07,680.893
2009-12-08,667.545
2009-12-09,659.736
2009-12-10,663.862
2009-12-11,664.673
2009-12-14,670.812
2009-12-15,666.853
2009-12-16,675.799
2009-12-17,659.281
2009-12-18,655.04
2009-12-21,662.117
2009-12-22,661.581
2009-12-23,667.066
2009-12-24,667.54
2009-12-25,667.54
2009-12-28,671.601
2009-12-29,676.253
2009-12-30,671.664
2009-12-31,676.114
2010-01-01,676.114
2010-01-04,693.228
2010-01-05,695.661
2010-01-06,697.436
2010-01-07,697.65
2010-01-08,699.786
2010-01-11,711.087
2010-01-12,701.663
2010-01-13,702.554
2010-01-14,707.019
2010-01-15,698.79
2010-01-18,701.617
2010-01-19,699.648
2010-01-20,685.564
2010-01-21,674.92
2010-01-22,669.215
2010-01-25,670.09
2010-01-26,665.772
2010-01-27,661.309
2010-01-28,653.71
2010-01-29,656.089
2010-02-01,659.893
2010-02-02,671.277
2010-02-03,665.973
2010-02-04,642.927
2010-02-05,623.526
2010-02-08,622.936
2010-02-09,627.473
2010-02-10,629.236
2010-02-11,629.695
2010-02-12,626.16
2010-02-15,626.145
2010-02-16,635.626
2010-02-17,643.34
2010-02-18,645.522
2010-02-19,642.794
2010-02-22,647.463
2010-02-23,640.658
2010-02-24,641.541
2010-02-25,627.787
2010-02-26,640.438
2010-03-01,641.687
2010-03-02,651.53
2010-03-03,662.242
2010-03-04,660.71
2010-03-05,669.337
2010-03-08,670.341
2010-03-09,665.732
2010-03-10,674.39
2010-03-11,675.417
2010-03-12,683.252
2010-03-15,673.405
2010-03-16,684.596
2010-03-17,690.149
2010-03-18,682.785
2010-03-19,677.534
2010-03-22,677.698
2010-03-23,684.208
2010-03-24,677.719
2010-03-25,684.642
2010-03-26,687.188
2010-03-29,690.243
2010-03-30,685.638
2010-03-31,691.089
2010-04-01,702.475
2010-04-02,702.475
2010-04-05,700.981
2010-04-06,702.786
2010-04-07,699.661
2010-04-08,695.347
2010-04-09,708.119
2010-04-12,714.058
2010-04-13,709.383
2010-04-14,718.309
2010-04-15,720.517
2010-04-16,708.813
2010-04-19,700.645
2010-04-20,711.946
2010-04-21,708.387
2010-04-22,699.323
2010-04-23,710.73
2010-04-26,715.291
2010-04-27,696.075
2010-04-28,677.638
2010-04-29,692.75
2010-04-30,693.073
2010-05-03,689.756
2010-05-04,664.091
2010-05-05,645.821
2010-05-06,633.587
2010-05-07,603.591
2010-05-10,650.075
2010-05-11,640.068
2010-05-12,655.187
2010-05-13,650.604
2010-05-14,626.134
2010-05-17,617.467
2010-05-18,624.829
2010-05-19,602.135
2010-05-20,584.274
2010-05-21,593.987
2010-05-24,589.004
2010-05-25,564.67
2010-05-26,581.72
2010-05-27,600.72
2010-05-28,602.786
2010-05-31,603.429
2010-06-01,605.592
2010-06-02,602.09
2010-06-03,613.05
2010-06-04,595.896
2010-06-07,584.656
2010-06-08,578.159
2010-06-09,597.068
2010-06-10,611.357
2010-06-11,610.72
2010-06-14,629.689
2010-06-15,635.541
2010-06-16,634.42
2010-06-17,635.135
2010-06-18,638.759
2010-06-21,645.016
2010-06-22,637.986
2010-06-23,631.408
2010-06-24,623.365
2010-06-25,618.985
2010-06-28,627.64
2010-06-29,601.762
2010-06-30,601.594
2010-07-01,595.805
2010-07-02,605.054
2010-07-05,602.242
2010-07-06,622.34
2010-07-07,625.346
2010-07-08,634.513
2010-07-09,636.069
2010-07-12,635.433
2010-07-13,651.816
2010-07-14,654.597
2010-07-15,656.276
2010-07-16,649.395
2010-07-19,643.421
2010-07-20,638.728
2010-07-21,647.034
2010-07-22,662.605
2010-07-23,665.171
2010-07-26,673.419
2010-07-27,673.931
2010-07-28,672.259
2010-07-29,674.336
2010-07-30,669.328
2010-08-02,693.613
2010-08-03,694.96
2010-08-04,690.976
2010-08-05,690.563
2010-08-06,692.03
2010-08-09,697.138
2010-08-10,680.885
2010-08-11,657.019
2010-08-12,651.115
2010-08-13,649.536
2010-08-16,655.74
2010-08-17,666.233
2010-08-18,665.328
2010-08-19,660.096
2010-08-20,645.15
2010-08-23,646.524
2010-08-24,636.093
2010-08-25,627.674
2010-08-26,640.033
2010-08-27,642.082
2010-08-30,641.404
2010-08-31,642.758
2010-09-01,665.386
2010-09-02,667.509
2010-09-03,673.8
2010-09-06,676.321
2010-09-07,664.606
2010-09-08,673.074
2010-09-09,679.789
2010-09-10,679.306
2010-09-13,691.222
2010-09-14,696.965
2010-09-15,700.08
