Date,ITALY LARGE CAP Large Cap
2002-10-14,344.663
2002-10-15,361.942
2002-10-16,356.555
2002-10-17,358.521
2002-10-18,354.118
2002-10-21,357.732
2002-10-22,354.399
2002-10-23,346.095
2002-10-24,353.515
2002-10-25,353.014
2002-10-28,356.855
2002-10-29,346.256
2002-10-30,356.898
2002-10-31,361.52
2002-11-01,356.853
2002-11-04,369.522
2002-11-05,372.039
2002-11-06,367.486
2002-11-07,364.611
2002-11-08,364.781
2002-11-11,360.757
2002-11-12,365.577
2002-11-13,363.232
2002-11-14,372.089
2002-11-15,372.329
2002-11-18,379.945
2002-11-19,380.748
2002-11-20,377.288
2002-11-21,385.537
2002-11-22,385.155
2002-11-25,383.119
2002-11-26,377.274
2002-11-27,386.563
2002-11-28,391.18
2002-11-29,390.821
2002-12-02,391.229
2002-12-03,383.73
2002-12-04,385.973
2002-12-05,377.773
2002-12-06,379.599
2002-12-09,369.871
2002-12-10,376.086
2002-12-11,378.69
2002-12-12,377.327
2002-12-13,375.327
2002-12-16,385.791
2002-12-17,387.584
2002-12-18,379.22
2002-12-19,376.041
2002-12-20,384.069
2002-12-23,386.803
2002-12-24,388.404
2002-12-25,388.404
2002-12-26,389.384
2002-12-27,382.825
2002-12-30,388.016
2002-12-31,389.538
2003-01-01,389.538
2003-01-02,397.869
2003-01-03,398.969
2003-01-06,404.848
2003-01-07,397.784
2003-01-08,392.353
2003-01-09,399.256
2003-01-10,398.87
2003-01-13,401.186
2003-01-14,402.347
2003-01-15,399.771
2003-01-16,401.93
2003-01-17,392.233
2003-01-20,387.207
2003-01-21,382.692
2003-01-22,378.485
2003-01-23,377.205
2003-01-24,374.589
2003-01-27,368.806
2003-01-28,370.55
2003-01-29,377.092
2003-01-30,380.822
2003-01-31,383.263
2003-02-03,385.766
2003-02-04,380.036
2003-02-05,384.713
2003-02-06,379.49
2003-02-07,379.445
2003-02-10,378.143
2003-02-11,386.411
2003-02-12,383.526
2003-02-13,385.984
2003-02-14,389.573
2003-02-17,389.852
2003-02-18,393.284
2003-02-19,387.443
2003-02-20,389.284
2003-02-21,396.806
2003-02-24,397.062
2003-02-25,387.212
2003-02-26,387.797
2003-02-27,394.798
2003-02-28,396.968
2003-03-03,393.823
2003-03-04,390.543
2003-03-05,388.414
2003-03-06,377.035
2003-03-07,373.019
2003-03-10,365.452
2003-03-11,365.796
2003-03-12,347.124
2003-03-13,357.291
2003-03-14,364.795
2003-03-17,371.231
2003-03-18,362.683
2003-03-19,367.308
2003-03-20,363.149
2003-03-21,370.587
2003-03-24,363.84
2003-03-25,372.033
2003-03-26,371.199
2003-03-27,367.47
2003-03-28,370.955
2003-03-31,366.108
2003-04-01,370.378
2003-04-02,376.542
2003-04-03,378.424
2003-04-04,379.167
2003-04-07,384.889
2003-04-08,386.949
2003-04-09,386.207
2003-04-10,388.69
2003-04-11,388.696
2003-04-14,391.139
2003-04-15,393.934
2003-04-16,391.81
2003-04-17,397.646
2003-04-18,397.646
2003-04-21,395.932
2003-04-22,402.64
2003-04-23,405.278
2003-04-24,405.875
2003-04-25,398.664
2003-04-28,407.579
2003-04-29,406.583
2003-04-30,412.141
2003-05-01,415.927
2003-05-02,414.509
2003-05-05,418.686
2003-05-06,426.733
2003-05-07,425.433
2003-05-08,424.94
2003-05-09,427.93
2003-05-12,429.932
2003-05-13,427.468
2003-05-14,427.554
2003-05-15,431.355
2003-05-16,434.404
2003-05-19,432.323
2003-05-20,432.125
2003-05-21,432.413
2003-05-22,438.01
2003-05-23,445.52
2003-05-26,449.323
2003-05-27,457.453
2003-05-28,457.757
2003-05-29,463.972
2003-05-30,462.441
2003-06-02,464.554
2003-06-03,460.367
2003-06-04,458.432
2003-06-05,463.43
2003-06-06,460.434
2003-06-09,458.589
2003-06-10,458.178
2003-06-11,466.028
2003-06-12,468.838
2003-06-13,469.202
2003-06-16,477.131
2003-06-17,476.529
2003-06-18,476.122
2003-06-19,471.428
2003-06-20,473.71
2003-06-23,462.011
2003-06-24,465.238
2003-06-25,468.492
2003-06-26,460.596
2003-06-27,458.811
2003-06-30,454.09
2003-07-01,450.24
2003-07-02,450.069
2003-07-03,448.051
2003-07-04,448.236
2003-07-07,451.211
2003-07-08,449.191
2003-07-09,447.416
2003-07-10,446.221
2003-07-11,449.273
2003-07-14,452.116
2003-07-15,449.321
2003-07-16,445.954
2003-07-17,443.904
2003-07-18,447.037
2003-07-21,448.684
2003-07-22,451.476
2003-07-23,452.525
2003-07-24,459.818
2003-07-25,458.165
2003-07-28,459.403
2003-07-29,454.988
2003-07-30,449.974
2003-07-31,448.465
2003-08-01,445.432
2003-08-04,446.422
2003-08-05,447.743
2003-08-06,445.317
2003-08-07,447.765
2003-08-08,448.705
2003-08-11,453.667
2003-08-12,454.294
2003-08-13,454.11
2003-08-14,457.825
2003-08-15,457.5
2003-08-18,456.829
2003-08-19,452.045
2003-08-20,449.085
2003-08-21,439.937
2003-08-22,435.786
2003-08-25,433.415
2003-08-26,429.256
2003-08-27,431.525
2003-08-28,432.718
2003-08-29,431.137
2003-09-01,435.762
2003-09-02,431.625
2003-09-03,433.75
2003-09-04,436.644
2003-09-05,439.269
2003-09-08,445.249
2003-09-09,445.968
2003-09-10,445.269
2003-09-11,443.711
2003-09-12,447.114
2003-09-15,445.8
2003-09-16,444.456
2003-09-17,446.205
2003-09-18,453.813
2003-09-19,456.443
2003-09-22,451.532
2003-09-23,450.735
2003-09-24,451.015
2003-09-25,449.253
2003-09-26,444.656
2003-09-29,446.439
2003-09-30,444.159
2003-10-01,453.589
2003-10-02,448.569
2003-10-03,455.04
2003-10-06,453.441
2003-10-07,456.419
2003-10-08,458.681
2003-10-09,461.238
2003-10-10,461.274
2003-10-13,460.288
2003-10-14,460.577
2003-10-15,463.765
2003-10-16,466.194
2003-10-17,461.225
2003-10-20,464.413
2003-10-21,465.124
2003-10-22,462.66
2003-10-23,459.045
2003-10-24,461.439
2003-10-27,462.48
2003-10-28,460.519
2003-10-29,461.511
2003-10-30,464.44
2003-10-31,462.814
2003-11-03,463.68
2003-11-04,465.606
2003-11-05,463.561
2003-11-06,463.736
2003-11-07,470.964
2003-11-10,470.345
2003-11-11,467.574
2003-11-12,474.071
2003-11-13,480.38
2003-11-14,486.837
2003-11-17,480.133
2003-11-18,486.949
2003-11-19,486.925
2003-11-20,486.44
2003-11-21,486.499
2003-11-24,489.073
2003-11-25,491.061
2003-11-26,497.343
2003-11-27,497.846
2003-11-28,501.93
2003-12-01,507.163
2003-12-02,513.06
2003-12-03,516.287
2003-12-04,517.0
2003-12-05,517.443
2003-12-08,518.64
2003-12-09,520.417
2003-12-10,518.823
2003-12-11,519.681
2003-12-12,522.869
2003-12-15,527.685
2003-12-16,528.341
2003-12-17,531.908
2003-12-18,534.692
2003-12-19,530.825
2003-12-22,526.925
2003-12-23,525.7
2003-12-24,527.181
2003-12-25,527.181
2003-12-26,526.969
2003-12-29,531.608
2003-12-30,529.769
2003-12-31,533.278
2004-01-01,533.278
2004-01-02,543.39
2004-01-05,550.223
2004-01-06,557.436
2004-01-07,544.941
2004-01-08,553.302
2004-01-09,555.927
2004-01-12,554.125
2004-01-13,552.906
2004-01-14,552.72
2004-01-15,551.206
2004-01-16,543.64
2004-01-19,547.427
2004-01-20,554.838
2004-01-21,559.221
2004-01-22,562.931
2004-01-23,561.325
2004-01-26,554.659
2004-01-27,558.665
2004-01-28,558.435
2004-01-29,544.554
2004-01-30,541.321
2004-02-02,543.542
2004-02-03,546.619
2004-02-04,545.134
2004-02-05,546.235
2004-02-06,551.935
2004-02-09,557.606
2004-02-10,557.708
2004-02-11,558.417
2004-02-12,565.66
2004-02-13,558.289
2004-02-16,560.255
2004-02-17,564.968
2004-02-18,564.692
2004-02-19,562.787
2004-02-20,554.13
2004-02-23,556.891
2004-02-24,558.182
2004-02-25,552.961
2004-02-26,549.111
2004-02-27,550.181
2004-03-01,557.723
2004-03-02,552.634
2004-03-03,543.14
2004-03-04,547.082
2004-03-05,558.54
2004-03-08,557.597
2004-03-09,560.349
2004-03-10,553.346
2004-03-11,542.752
2004-03-12,535.396
2004-03-15,525.078
2004-03-16,530.371
2004-03-17,528.438
2004-03-18,530.769
2004-03-19,531.347
2004-03-22,526.44
2004-03-23,522.397
2004-03-24,520.076
2004-03-25,525.556
2004-03-26,524.054
2004-03-29,533.464
2004-03-30,534.351
2004-03-31,538.431
2004-04-01,546.518
2004-04-02,546.652
2004-04-05,543.852
2004-04-06,545.082
2004-04-07,545.28
2004-04-08,544.922
2004-04-09,544.922
2004-04-12,543.392
2004-04-13,546.453
2004-04-14,543.487
2004-04-15,544.332
2004-04-16,553.389
2004-04-19,552.521
2004-04-20,550.379
2004-04-21,544.062
2004-04-22,545.571
2004-04-23,544.97
2004-04-26,547.665
2004-04-27,550.037
2004-04-28,543.188
2004-04-29,544.645
2004-04-30,545.789
2004-05-03,548.52
2004-05-04,554.336
2004-05-05,558.842
2004-05-06,545.346
2004-05-07,535.467
2004-05-10,521.58
2004-05-11,526.025
2004-05-12,525.498
2004-05-13,528.721
2004-05-14,527.995
2004-05-17,529.055
2004-05-18,528.713
2004-05-19,539.724
2004-05-20,533.537
2004-05-21,535.971
2004-05-24,536.803
2004-05-25,540.929
2004-05-26,545.393
2004-05-27,554.979
2004-05-28,550.807
2004-05-31,551.775
2004-06-01,550.078
2004-06-02,555.355
2004-06-03,553.706
2004-06-04,557.53
2004-06-07,566.31
2004-06-08,565.694
2004-06-09,556.991
2004-06-10,560.705
2004-06-11,557.035
2004-06-14,557.121
2004-06-15,563.379
2004-06-16,562.097
2004-06-17,565.109
2004-06-18,571.273
2004-06-21,568.93
2004-06-22,564.897
2004-06-23,566.919
2004-06-24,572.618
2004-06-25,571.098
2004-06-28,574.583
2004-06-29,569.303
2004-06-30,567.672
2004-07-01,563.651
2004-07-02,570.929
2004-07-05,571.11
2004-07-06,570.107
2004-07-07,574.143
2004-07-08,578.781
2004-07-09,580.292
2004-07-12,576.9
2004-07-13,573.493
2004-07-14,574.186
2004-07-15,569.922
2004-07-16,572.333
2004-07-19,569.258
2004-07-20,568.61
2004-07-21,563.064
2004-07-22,558.472
2004-07-23,551.586
2004-07-26,547.778
2004-07-27,548.944
2004-07-28,547.291
2004-07-29,555.122
2004-07-30,556.773
2004-08-02,554.061
2004-08-03,557.933
2004-08-04,553.261
2004-08-05,549.904
2004-08-06,550.647
2004-08-09,545.649
2004-08-10,551.818
2004-08-11,541.539
2004-08-12,541.738
2004-08-13,546.149
2004-08-16,550.74
2004-08-17,549.73
2004-08-18,549.377
2004-08-19,552.586
2004-08-20,549.373
2004-08-23,549.679
2004-08-24,545.909
2004-08-25,547.317
2004-08-26,549.238
2004-08-27,550.832
2004-08-30,549.545
2004-08-31,552.818
2004-09-01,559.119
2004-09-02,562.809
2004-09-03,564.701
2004-09-06,565.11
2004-09-07,565.233
2004-09-08,566.767
2004-09-09,565.545
2004-09-10,573.051
2004-09-13,575.093
2004-09-14,575.666
2004-09-15,568.349
2004-09-16,568.162
2004-09-17,572.843
2004-09-20,570.996
2004-09-21,579.532
2004-09-22,577.266
2004-09-23,579.421
2004-09-24,579.744
2004-09-27,580.136
2004-09-28,584.651
2004-09-29,585.008
2004-09-30,584.928
2004-10-01,596.319
2004-10-04,592.595
2004-10-05,597.757
2004-10-06,596.914
2004-10-07,597.964
2004-10-08,602.067
2004-10-11,600.7
2004-10-12,593.219
2004-10-13,591.503
2004-10-14,596.738
2004-10-15,600.574
2004-10-18,601.222
2004-10-19,606.118
2004-10-20,607.621
2004-10-21,611.327
2004-10-22,614.159
2004-10-25,614.532
2004-10-26,614.422
2004-10-27,621.458
2004-10-28,624.065
2004-10-29,621.053
2004-11-01,629.194
2004-11-02,629.452
2004-11-03,635.116
2004-11-04,642.963
2004-11-05,646.602
2004-11-08,650.528
2004-11-09,645.832
2004-11-10,646.909
2004-11-11,653.092
2004-11-12,655.216
2004-11-15,653.281
2004-11-16,649.646
2004-11-17,661.338
2004-11-18,661.247
2004-11-19,660.948
2004-11-22,656.85
2004-11-23,658.24
2004-11-24,664.791
2004-11-25,672.521
2004-11-26,672.333
2004-11-29,671.353
2004-11-30,670.16
2004-12-01,679.747
2004-12-02,678.678
2004-12-03,682.168
2004-12-06,687.711
2004-12-07,691.369
2004-12-08,687.71
2004-12-09,683.138
2004-12-10,685.926
2004-12-13,691.572
2004-12-14,693.289
2004-12-15,699.137
2004-12-16,693.742
2004-12-17,689.379
2004-12-20,701.393
2004-12-21,699.372
2004-12-22,706.959
2004-12-23,715.36
2004-12-24,717.214
2004-12-27,720.66
2004-12-28,721.479
2004-12-29,719.686
2004-12-30,722.017
2004-12-31,720.031
2005-01-03,714.914
2005-01-04,706.941
2005-01-05,702.517
2005-01-06,698.235
2005-01-07,693.775
2005-01-10,696.316
2005-01-11,693.249
2005-01-12,698.769
2005-01-13,700.359
2005-01-14,699.468
2005-01-17,699.771
2005-01-18,696.447
2005-01-19,699.14
2005-01-20,693.748
2005-01-21,698.703
2005-01-24,697.046
2005-01-25,695.205
2005-01-26,699.725
2005-01-27,697.398
2005-01-28,692.585
2005-01-31,699.735
2005-02-01,702.724
2005-02-02,706.729
2005-02-03,701.899
2005-02-04,709.374
2005-02-07,705.393
2005-02-08,703.946
2005-02-09,703.189
2005-02-10,710.319
2005-02-11,714.096
2005-02-14,717.117
2005-02-15,719.66
2005-02-16,716.894
2005-02-17,721.464
2005-02-18,717.195
2005-02-21,708.797
2005-02-22,712.661
2005-02-23,708.938
2005-02-24,710.647
2005-02-25,715.547
2005-02-28,722.505
2005-03-01,718.303
2005-03-02,714.428
2005-03-03,714.684
2005-03-04,726.6
2005-03-07,724.413
2005-03-08,728.971
2005-03-09,727.72
2005-03-10,724.565
2005-03-11,727.276
2005-03-14,723.612
2005-03-15,728.935
2005-03-16,725.904
2005-03-17,725.539
2005-03-18,724.756
2005-03-21,720.972
2005-03-22,722.787
2005-03-23,711.538
2005-03-24,714.75
2005-03-25,714.75
2005-03-28,709.733
2005-03-29,714.245
2005-03-30,715.841
2005-03-31,719.776
2005-04-01,721.53
2005-04-04,710.753
2005-04-05,715.537
2005-04-06,715.305
2005-04-07,726.954
2005-04-08,721.19
2005-04-11,728.611
2005-04-12,720.898
2005-04-13,720.577
2005-04-14,712.971
2005-04-15,703.295
2005-04-18,692.308
2005-04-19,693.734
2005-04-20,695.725
2005-04-21,700.376
2005-04-22,701.185
2005-04-25,696.232
2005-04-26,694.212
2005-04-27,687.174
2005-04-28,683.426
2005-04-29,685.093
2005-05-02,685.153
2005-05-03,689.467
2005-05-04,692.963
2005-05-05,695.496
2005-05-06,689.721
2005-05-09,686.323
2005-05-10,683.308
2005-05-11,679.49
2005-05-12,678.317
2005-05-13,672.986
2005-05-16,668.938
2005-05-17,663.732
2005-05-18,674.801
2005-05-19,675.508
2005-05-20,672.87
2005-05-23,680.662
2005-05-24,680.991
2005-05-25,680.945
2005-05-26,681.033
2005-05-27,680.876
2005-05-30,681.533
2005-05-31,670.816
2005-06-01,674.565
2005-06-02,675.058
2005-06-03,670.565
2005-06-06,669.06
2005-06-07,675.664
2005-06-08,679.771
2005-06-09,673.13
2005-06-10,671.825
2005-06-13,672.631
2005-06-14,674.625
2005-06-15,677.586
2005-06-16,677.555
2005-06-17,685.448
2005-06-20,676.185
2005-06-21,678.908
2005-06-22,678.244
2005-06-23,673.537
2005-06-24,669.16
2005-06-27,666.373
2005-06-28,668.584
2005-06-29,671.149
2005-06-30,676.832
2005-07-01,672.937
2005-07-04,673.259
2005-07-05,670.706
2005-07-06,676.286
2005-07-07,666.911
2005-07-08,677.448
2005-07-11,689.131
2005-07-12,692.446
2005-07-13,692.402
2005-07-14,697.271
2005-07-15,690.859
2005-07-18,692.876
2005-07-19,695.85
2005-07-20,692.57
2005-07-21,698.316
2005-07-22,698.93
2005-07-25,698.801
2005-07-26,697.654
2005-07-27,700.072
2005-07-28,705.296
2005-07-29,708.106
2005-08-01,709.46
2005-08-02,716.702
2005-08-03,722.33
2005-08-04,716.905
2005-08-05,710.408
2005-08-08,716.612
2005-08-09,720.836
2005-08-10,729.233
2005-08-11,731.07
2005-08-12,728.069
2005-08-15,724.175
2005-08-16,717.663
2005-08-17,713.728
2005-08-18,700.183
2005-08-19,709.739
2005-08-22,714.372
2005-08-23,705.424
2005-08-24,713.32
2005-08-25,709.427
2005-08-26,705.395
2005-08-29,705.213
2005-08-30,699.211
2005-08-31,713.695
2005-09-01,728.032
2005-09-02,732.165
2005-09-05,732.573
2005-09-06,734.671
2005-09-07,733.698
2005-09-08,733.438
2005-09-09,735.096
2005-09-12,726.482
2005-09-13,720.941
2005-09-14,728.905
2005-09-15,723.165
2005-09-16,728.72
2005-09-19,724.739
2005-09-20,726.149
2005-09-21,726.279
2005-09-22,716.545
2005-09-23,713.467
2005-09-26,720.761
2005-09-27,716.764
2005-09-28,722.434
2005-09-29,720.243
2005-09-30,722.783
2005-10-03,714.244
2005-10-04,707.554
2005-10-05,697.888
2005-10-06,702.631
2005-10-07,696.298
2005-10-10,692.98
2005-10-11,690.043
2005-10-12,688.572
2005-10-13,675.2
2005-10-14,685.258
2005-10-17,683.102
2005-10-18,669.066
2005-10-19,659.912
2005-10-20,661.441
2005-10-21,665.429
2005-10-24,669.188
2005-10-25,673.246
2005-10-26,676.305
2005-10-27,663.626
2005-10-28,663.063
2005-10-31,669.067
2005-11-01,667.378
2005-11-02,675.267
2005-11-03,681.443
2005-11-04,671.814
2005-11-07,671.669
2005-11-08,667.257
2005-11-09,665.59
2005-11-10,666.031
