Date,ITALY LARGE CAP Large Cap
2002-08-30,388.225
2002-09-30,334.746
2002-10-31,361.52
2002-11-29,390.821
2002-12-31,389.538
2003-01-31,383.263
2003-02-28,396.968
2003-03-31,366.108
2003-04-30,412.141
2003-05-30,462.441
2003-06-30,454.09
2003-07-31,448.465
2003-08-29,431.137
2003-09-30,444.159
2003-10-31,462.814
2003-11-28,501.93
2003-12-31,533.278
2004-01-30,541.321
2004-02-27,550.181
2004-03-31,538.431
2004-04-30,545.789
2004-05-31,551.775
2004-06-30,567.672
2004-07-30,556.773
2004-08-31,552.818
2004-09-30,584.928
2004-10-29,621.053
2004-11-30,670.16
2004-12-31,720.031
2005-01-31,699.735
2005-02-28,722.505
2005-03-31,719.776
2005-04-29,685.093
2005-05-31,670.816
2005-06-30,676.832
2005-07-29,708.106
2005-08-31,713.695
2005-09-30,722.783
2005-10-31,669.067
2005-11-30,684.689
2005-12-30,720.106
2006-01-31,751.855
2006-02-28,750.467
2006-03-31,765.952
2006-04-28,796.054
2006-05-31,797.518
2006-06-30,799.679
2006-07-31,800.984
2006-08-31,834.97
2006-09-29,835.785
2006-10-31,869.004
2006-11-30,919.917
2006-12-29,935.267
2007-01-31,930.6
2007-02-28,919.347
2007-03-30,938.172
2007-04-30,1011.844
2007-05-31,1000.0
2007-06-29,985.283
2007-07-31,962.106
2007-08-31,958.408
2007-09-28,998.718
2007-10-31,1034.421
2007-11-30,1018.766
2007-12-31,1004.404
2008-01-31,904.381
2008-02-29,901.922
2008-03-31,883.682
2008-04-30,944.404
2008-05-30,946.498
2008-06-30,846.036
2008-07-31,802.677
2008-08-29,765.119
2008-09-30,650.993
2008-10-31,496.712
2008-11-28,467.255
2008-12-31,499.157
2009-01-30,426.526
2009-02-27,365.846
2009-03-31,391.492
2009-04-30,466.318
2009-05-29,528.937
2009-06-30,508.695
2009-07-31,552.666
2009-08-31,603.893
2009-09-30,648.052
2009-10-30,615.293
2009-11-30,622.486
2009-12-31,629.6
2010-01-29,574.954
2010-02-26,541.888
2010-03-31,580.096
2010-04-30,539.597
2010-05-31,459.663
2010-06-30,456.075
2010-07-30,529.356
2010-08-31,490.586
2010-09-30,548.725
2010-10-29,585.128
2010-11-30,493.666
2010-12-31,538.327
2011-01-31,600.613
2011-02-28,621.709
2011-03-31,619.056
2011-04-29,670.176
2011-05-31,619.445
2011-06-30,602.506
2011-07-29,550.026
2011-08-31,471.032
2011-09-30,416.288
2011-10-31,478.245
2011-11-30,447.764
2011-12-30,428.254
2012-01-31,451.421
2012-02-29,473.094
2012-03-30,460.503
2012-04-30,424.764
2012-05-31,355.819
2012-06-29,409.646
2012-07-31,388.032
2012-08-31,428.861
2012-09-28,438.032
2012-10-31,453.885
2012-11-30,466.142
2012-12-31,479.589
2013-01-31,518.384
2013-02-28,450.973
2013-03-29,429.635
2013-04-30,481.264
2013-05-31,481.802
2013-06-28,427.992
2013-07-31,471.691
2013-08-30,476.794
2013-09-30,512.727
2013-10-31,573.671
2013-11-29,562.075
2013-12-31,564.903
2014-01-31,563.879
2014-02-28,602.944
2014-03-31,641.789
2014-04-30,653.387
2014-05-30,653.716
2014-06-30,658.376
2014-07-31,623.301
2014-08-29,609.017
2014-09-30,605.996
2014-10-31,569.895
2014-11-28,566.911
2014-12-31,522.592
2015-01-30,520.179
2015-02-27,557.484
2015-03-31,546.039
2015-04-30,572.812
2015-05-29,576.556
2015-06-30,563.287
2015-07-31,585.439
2015-08-31,552.332
2015-09-30,539.803
2015-10-30,562.251
2015-11-30,544.794
2015-12-31,524.198
2016-01-29,463.355
2016-02-29,438.842
2016-03-31,473.415
2016-04-29,482.604
2016-05-31,466.529
2016-06-30,423.646
2016-07-29,438.973
2016-08-31,440.801
2016-09-30,427.995
2016-10-31,431.678
2016-11-30,410.276
2016-12-30,468.85
2017-01-31,449.678
2017-02-28,444.796
2017-03-31,491.339
2017-04-28,496.37
2017-05-31,526.377
2017-06-30,535.529
2017-07-31,572.624
2017-08-31,577.02
2017-09-29,594.129
2017-10-31,580.198
2017-11-30,592.462
2017-12-29,582.505
2018-01-31,653.225
2018-02-28,614.194
2018-03-30,618.84
2018-04-30,658.36
2018-05-31,572.382
2018-06-29,568.512
2018-07-31,585.51
2018-08-31,517.532
2018-09-28,531.873
2018-10-31,487.565
2018-11-30,495.131
2018-12-31,478.211
2019-01-31,513.155
2019-02-28,530.098
2019-03-29,540.392
2019-04-30,550.508
2019-05-31,501.109
2019-06-28,545.642
2019-07-31,538.369
2019-08-30,528.927
2019-09-30,546.663
2019-10-31,570.031
2019-11-29,571.13
2019-12-31,590.509
2020-01-31,582.341
2020-02-28,542.331
2020-03-31,417.581
2020-04-30,419.599
2020-05-29,447.673
2020-06-30,486.31
2020-07-31,502.673
2020-08-31,519.958
2020-09-30,482.38
2020-10-30,446.115
2020-11-30,574.733
2020-12-31,588.523
2021-01-29,568.739
2021-02-26,597.237
2021-03-31,635.178
2021-04-30,634.175
2021-05-31,673.33
2021-06-30,644.776
2021-07-30,648.497
2021-08-31,658.087
2021-09-30,640.106
2021-10-29,675.613
2021-11-30,618.736
2021-12-31,671.557
2022-01-31,676.198
2022-02-28,638.567
2022-03-31,603.493
2022-04-29,556.875
2022-05-31,583.868
2022-06-30,493.831
2022-07-29,500.359
2022-08-31,482.911
2022-09-30,448.58
2022-10-31,506.933
2022-11-30,579.002
2022-12-30,574.124
2023-01-31,661.667
2023-02-28,674.003
2023-03-31,679.545
2023-04-28,716.837
2023-05-31,667.505
2023-06-30,751.342
2023-07-31,806.09
2023-08-31,775.399
2023-09-29,755.168
2023-10-31,760.103
2023-11-30,850.211
2023-12-29,865.289
2024-01-31,871.388
2024-02-29,925.836
2024-03-29,998.132
2024-04-30,967.994
2024-05-31,1005.938
2024-06-28,961.211
2024-07-31,991.269
2024-08-30,1047.035
2024-09-30,1044.863
2024-10-31,1031.385
2024-11-29,964.848
2024-12-31,966.481
2025-01-31,1036.11
2025-02-28,1109.936
2025-03-31,1138.222
2025-04-30,1185.82
2025-05-30,1265.284
2025-06-30,1302.999
2025-07-31,1324.263
2025-08-29,1389.367
2025-09-30,1402.803
2025-10-31,1381.26
2025-11-28,1417.972
2025-12-31,1493.342
