Date,EM (EMERGING MARKETS) LARGE GROWTH Large Cap
2023-08-31,1590.727
2023-09-29,1521.649
2023-10-31,1467.488
2023-11-30,1601.765
2023-12-29,1639.167
2024-01-31,1542.64
2024-02-29,1627.702
2024-03-29,1706.247
2024-04-30,1714.178
2024-05-31,1720.198
2024-06-28,1808.524
2024-07-31,1802.882
2024-08-30,1834.29
2024-09-30,1979.043
2024-10-31,1916.059
2024-11-29,1838.016
2024-12-31,1852.3
2025-01-31,1891.341
2025-02-28,1887.803
2025-03-31,1875.392
2025-04-30,1897.719
2025-05-30,1983.111
