Date,EM (EMERGING MARKETS) LARGE GROWTH Large Cap
2005-11-08,623.904
2005-11-09,628.411
2005-11-10,629.78
2005-11-11,635.742
2005-11-14,638.736
2005-11-15,635.681
2005-11-16,638.806
2005-11-17,643.743
2005-11-18,646.726
2005-11-21,648.541
2005-11-22,641.481
2005-11-23,652.304
2005-11-24,653.184
2005-11-25,654.078
2005-11-28,656.845
2005-11-29,651.916
2005-11-30,653.227
2005-12-01,658.823
2005-12-02,666.563
2005-12-05,670.464
2005-12-06,675.161
2005-12-07,676.799
2005-12-08,671.24
2005-12-09,669.811
2005-12-12,674.056
2005-12-13,676.765
2005-12-14,676.204
2005-12-15,675.04
2005-12-16,675.481
2005-12-19,680.83
2005-12-20,679.898
2005-12-21,687.262
2005-12-22,689.258
2005-12-23,693.431
2005-12-26,693.395
2005-12-27,695.717
2005-12-28,690.986
2005-12-29,697.559
2005-12-30,695.501
2006-01-02,696.456
2006-01-03,712.298
2006-01-04,727.239
2006-01-05,728.317
2006-01-06,734.145
2006-01-09,742.866
2006-01-10,740.232
2006-01-11,741.542
2006-01-12,746.082
2006-01-13,744.325
2006-01-16,750.372
2006-01-17,739.806
2006-01-18,724.73
2006-01-19,740.753
2006-01-20,742.165
2006-01-23,739.683
2006-01-24,751.26
2006-01-25,760.183
2006-01-26,763.698
2006-01-27,770.92
2006-01-30,768.073
2006-01-31,775.76
2006-02-01,777.789
2006-02-02,770.737
2006-02-03,756.437
2006-02-06,768.137
2006-02-07,762.42
2006-02-08,750.457
2006-02-09,759.718
2006-02-10,761.038
2006-02-13,750.307
2006-02-14,750.722
2006-02-15,746.943
2006-02-16,754.105
2006-02-17,763.961
2006-02-20,772.272
2006-02-21,768.725
2006-02-22,765.175
2006-02-23,771.136
2006-02-24,771.873
2006-02-27,777.38
2006-02-28,769.346
2006-03-01,773.629
2006-03-02,778.728
2006-03-03,769.657
2006-03-06,766.043
2006-03-07,740.699
2006-03-08,730.391
2006-03-09,729.715
2006-03-10,732.241
2006-03-13,744.154
2006-03-14,744.645
2006-03-15,755.28
2006-03-16,758.698
2006-03-17,763.875
2006-03-20,766.118
2006-03-21,758.123
2006-03-22,750.964
2006-03-23,751.49
2006-03-24,752.058
2006-03-27,758.419
2006-03-28,754.452
2006-03-29,755.165
2006-03-30,766.83
2006-03-31,771.396
2006-04-03,787.695
2006-04-04,793.827
2006-04-05,795.723
2006-04-06,801.384
2006-04-07,797.999
2006-04-10,792.843
2006-04-11,789.352
2006-04-12,784.747
2006-04-13,783.833
2006-04-14,789.627
2006-04-17,797.025
2006-04-18,807.314
2006-04-19,818.622
2006-04-20,820.322
2006-04-21,826.705
2006-04-24,825.618
2006-04-25,819.298
2006-04-26,828.807
2006-04-27,822.676
2006-04-28,824.411
2006-05-01,827.517
2006-05-02,838.206
2006-05-03,840.985
2006-05-04,847.569
2006-05-05,852.602
2006-05-08,865.331
2006-05-09,866.79
2006-05-10,861.128
2006-05-11,855.63
2006-05-12,838.344
2006-05-15,802.776
2006-05-16,800.433
2006-05-17,800.568
2006-05-18,777.635
2006-05-19,773.741
2006-05-22,735.429
2006-05-23,748.446
2006-05-24,732.946
2006-05-25,735.972
2006-05-26,753.998
2006-05-29,758.611
2006-05-30,743.133
2006-05-31,737.233
2006-06-01,739.629
2006-06-02,756.445
2006-06-05,749.74
2006-06-06,733.084
2006-06-07,716.164
2006-06-08,685.375
2006-06-09,693.984
2006-06-12,683.422
2006-06-13,652.393
2006-06-14,660.988
2006-06-15,676.738
2006-06-16,695.212
2006-06-19,687.623
2006-06-20,679.588
2006-06-21,686.099
2006-06-22,690.867
2006-06-23,688.992
2006-06-26,691.557
2006-06-27,696.865
2006-06-28,696.75
2006-06-29,713.198
2006-06-30,737.932
2006-07-03,750.197
2006-07-04,753.865
2006-07-05,735.864
2006-07-06,740.37
2006-07-07,742.772
2006-07-10,747.257
2006-07-11,742.879
2006-07-12,743.266
2006-07-13,724.155
2006-07-14,710.909
2006-07-17,699.205
2006-07-18,701.373
2006-07-19,712.866
2006-07-20,727.314
2006-07-21,720.971
2006-07-24,720.346
2006-07-25,729.534
2006-07-26,730.966
2006-07-27,747.001
2006-07-28,747.065
2006-07-31,748.8
2006-08-01,741.157
2006-08-02,749.117
2006-08-03,749.856
2006-08-04,757.277
2006-08-07,755.0
2006-08-08,760.229
2006-08-09,769.018
2006-08-10,766.897
2006-08-11,767.685
2006-08-14,766.588
2006-08-15,768.426
2006-08-16,781.604
2006-08-17,788.52
2006-08-18,781.671
2006-08-21,776.106
2006-08-22,780.528
2006-08-23,773.649
2006-08-24,766.976
2006-08-25,768.051
2006-08-28,768.606
2006-08-29,776.419
2006-08-30,781.41
2006-08-31,777.841
2006-09-01,782.644
2006-09-04,794.867
2006-09-05,794.7
2006-09-06,785.665
2006-09-07,774.459
2006-09-08,774.955
2006-09-11,757.237
2006-09-12,763.284
2006-09-13,772.316
2006-09-14,774.725
2006-09-15,777.453
2006-09-18,788.526
2006-09-19,788.003
2006-09-20,784.242
2006-09-21,779.193
2006-09-22,769.008
2006-09-25,765.236
2006-09-26,771.779
2006-09-27,780.257
2006-09-28,785.978
2006-09-29,782.494
2006-10-02,785.79
2006-10-03,780.043
2006-10-04,780.738
2006-10-05,792.861
2006-10-06,791.539
2006-10-09,791.161
2006-10-10,794.246
2006-10-11,793.997
2006-10-12,796.71
2006-10-13,812.338
2006-10-16,816.248
2006-10-17,810.207
2006-10-18,812.337
2006-10-19,813.649
2006-10-20,812.243
2006-10-23,809.0
2006-10-24,811.573
2006-10-25,814.497
2006-10-26,819.059
2006-10-27,816.178
2006-10-30,805.142
2006-10-31,812.105
2006-11-01,821.337
2006-11-02,820.743
2006-11-03,825.31
2006-11-06,830.106
2006-11-07,836.041
2006-11-08,833.299
2006-11-09,838.232
2006-11-10,839.205
2006-11-13,838.82
2006-11-14,846.22
2006-11-15,847.662
2006-11-16,849.466
2006-11-17,841.316
2006-11-20,843.539
2006-11-21,850.226
2006-11-22,858.338
2006-11-23,859.35
2006-11-24,859.782
2006-11-27,860.02
2006-11-28,850.375
2006-11-29,864.302
2006-11-30,872.106
2006-12-01,872.581
2006-12-04,877.397
2006-12-05,886.839
2006-12-06,890.603
2006-12-07,889.933
2006-12-08,882.286
2006-12-11,879.185
2006-12-12,870.844
2006-12-13,871.826
2006-12-14,883.154
2006-12-15,887.948
2006-12-18,892.703
2006-12-19,877.201
2006-12-20,889.531
2006-12-21,891.673
2006-12-22,892.743
2006-12-25,891.007
2006-12-26,892.146
2006-12-27,908.959
2006-12-28,912.675
2006-12-29,914.418
2007-01-01,914.386
2007-01-02,930.872
2007-01-03,927.16
2007-01-04,912.687
2007-01-05,897.654
2007-01-08,892.179
2007-01-09,878.85
2007-01-10,869.69
2007-01-11,878.152
2007-01-12,891.009
2007-01-15,906.161
2007-01-16,905.755
2007-01-17,904.56
2007-01-18,905.83
2007-01-19,904.304
2007-01-22,911.182
2007-01-23,914.212
2007-01-24,926.167
2007-01-25,922.441
2007-01-26,909.343
2007-01-29,901.117
2007-01-30,905.347
2007-01-31,906.875
2007-02-01,916.714
2007-02-02,924.118
2007-02-05,925.984
2007-02-06,933.812
2007-02-07,934.73
2007-02-08,931.112
2007-02-09,928.89
2007-02-12,915.583
2007-02-13,917.988
2007-02-14,932.517
2007-02-15,939.789
2007-02-16,941.43
2007-02-19,942.829
2007-02-20,940.508
2007-02-21,941.279
2007-02-22,946.49
2007-02-23,941.938
2007-02-26,941.733
2007-02-27,911.954
2007-02-28,897.31
2007-03-01,882.36
2007-03-02,876.972
2007-03-05,844.027
2007-03-06,867.537
2007-03-07,869.68
2007-03-08,886.645
2007-03-09,894.696
2007-03-12,902.365
2007-03-13,895.995
2007-03-14,877.962
2007-03-15,890.001
2007-03-16,888.356
2007-03-19,903.292
2007-03-20,905.824
2007-03-21,916.195
2007-03-22,926.827
2007-03-23,927.606
2007-03-26,929.966
2007-03-27,925.152
2007-03-28,914.004
2007-03-29,922.828
2007-03-30,925.935
2007-04-02,923.938
2007-04-03,935.166
2007-04-04,947.212
2007-04-05,949.689
2007-04-06,950.075
2007-04-09,956.743
2007-04-10,957.441
2007-04-11,963.773
2007-04-12,964.617
2007-04-13,972.525
2007-04-16,983.431
2007-04-17,982.202
2007-04-18,978.502
2007-04-19,965.316
2007-04-20,982.024
2007-04-23,983.166
2007-04-24,981.933
2007-04-25,984.221
2007-04-26,985.632
2007-04-27,978.612
2007-04-30,974.964
2007-05-01,974.163
2007-05-02,979.205
2007-05-03,990.776
2007-05-04,998.735
2007-05-07,1003.974
2007-05-08,996.51
2007-05-09,1001.489
2007-05-10,994.876
2007-05-11,989.553
2007-05-14,995.161
2007-05-15,988.552
2007-05-16,998.732
2007-05-17,996.709
2007-05-18,998.217
2007-05-21,1003.66
2007-05-22,1006.72
2007-05-23,1003.436
2007-05-24,990.858
2007-05-25,992.667
2007-05-28,994.284
2007-05-29,991.876
2007-05-30,982.78
2007-05-31,1000.0
2007-06-01,1021.208
2007-06-04,1023.722
2007-06-05,1023.806
2007-06-06,1012.583
2007-06-07,1008.893
2007-06-08,996.16
2007-06-11,1002.677
2007-06-12,1000.491
2007-06-13,1001.42
2007-06-14,1023.865
2007-06-15,1036.408
2007-06-18,1049.267
2007-06-19,1048.819
2007-06-20,1050.048
2007-06-21,1055.689
2007-06-22,1052.233
2007-06-25,1044.959
2007-06-26,1036.873
2007-06-27,1033.695
2007-06-28,1044.618
2007-06-29,1046.877
2007-07-02,1059.55
2007-07-03,1074.727
2007-07-04,1083.182
2007-07-05,1087.749
2007-07-06,1099.004
2007-07-09,1115.037
2007-07-10,1113.617
2007-07-11,1112.126
2007-07-12,1127.869
2007-07-13,1142.281
2007-07-16,1133.003
2007-07-17,1133.989
2007-07-18,1125.603
2007-07-19,1136.209
2007-07-20,1143.603
2007-07-23,1154.85
2007-07-24,1150.684
2007-07-25,1135.558
2007-07-26,1109.337
2007-07-27,1073.077
2007-07-30,1085.592
2007-07-31,1106.228
2007-08-01,1066.995
2007-08-02,1076.44
2007-08-03,1075.006
2007-08-06,1052.775
2007-08-07,1056.177
2007-08-08,1087.999
2007-08-09,1074.544
2007-08-10,1039.161
2007-08-13,1047.218
2007-08-14,1030.518
2007-08-15,1004.671
2007-08-16,948.848
2007-08-17,953.533
2007-08-20,988.201
2007-08-21,986.727
2007-08-22,1012.619
2007-08-23,1031.629
2007-08-24,1035.306
2007-08-27,1055.798
2007-08-28,1045.527
2007-08-29,1042.007
2007-08-30,1055.266
2007-08-31,1079.15
2007-09-03,1082.685
2007-09-04,1082.704
2007-09-05,1076.989
2007-09-06,1087.274
2007-09-07,1082.961
2007-09-10,1069.093
2007-09-11,1081.12
2007-09-12,1084.503
2007-09-13,1098.089
2007-09-14,1104.405
2007-09-17,1093.803
2007-09-18,1105.59
2007-09-19,1141.785
2007-09-20,1149.654
2007-09-21,1155.24
2007-09-24,1166.846
2007-09-25,1162.741
2007-09-26,1175.198
2007-09-27,1197.644
2007-09-28,1201.006
2007-10-01,1213.799
2007-10-02,1239.831
2007-10-03,1229.452
2007-10-04,1218.723
2007-10-05,1241.596
2007-10-08,1251.629
2007-10-09,1261.711
2007-10-10,1271.482
2007-10-11,1289.208
2007-10-12,1274.815
2007-10-15,1283.489
2007-10-16,1263.951
2007-10-17,1270.04
2007-10-18,1273.275
2007-10-19,1258.837
2007-10-22,1228.228
2007-10-23,1263.309
2007-10-24,1254.129
2007-10-25,1270.457
2007-10-26,1298.558
2007-10-29,1328.602
2007-10-30,1323.908
2007-10-31,1331.195
2007-11-01,1321.735
2007-11-02,1300.219
2007-11-05,1278.795
2007-11-06,1301.188
2007-11-07,1298.486
2007-11-08,1271.368
2007-11-09,1263.068
2007-11-12,1220.147
2007-11-13,1228.381
2007-11-14,1267.006
2007-11-15,1254.595
2007-11-16,1235.115
2007-11-19,1213.091
2007-11-20,1213.006
2007-11-21,1170.412
2007-11-22,1166.658
2007-11-23,1167.445
2007-11-26,1181.906
2007-11-27,1169.361
2007-11-28,1191.806
2007-11-29,1217.524
2007-11-30,1236.091
2007-12-03,1237.56
2007-12-04,1241.531
2007-12-05,1262.902
2007-12-06,1273.67
2007-12-07,1275.93
2007-12-10,1268.878
2007-12-11,1265.82
2007-12-12,1256.603
2007-12-13,1224.702
2007-12-14,1203.473
2007-12-17,1161.998
2007-12-18,1169.721
2007-12-19,1178.815
2007-12-20,1179.131
2007-12-21,1200.86
2007-12-24,1224.022
2007-12-25,1223.768
2007-12-26,1229.164
2007-12-27,1235.427
2007-12-28,1233.757
2007-12-31,1230.144
2008-01-01,1230.046
2008-01-02,1219.194
2008-01-03,1210.65
2008-01-04,1205.135
2008-01-07,1186.263
2008-01-08,1197.867
2008-01-09,1202.442
2008-01-10,1200.296
2008-01-11,1190.276
2008-01-14,1192.459
2008-01-15,1170.2
2008-01-16,1115.407
2008-01-17,1109.009
2008-01-18,1105.379
2008-01-21,1035.364
2008-01-22,1009.572
2008-01-23,1018.545
2008-01-24,1052.205
2008-01-25,1079.954
2008-01-28,1056.522
2008-01-29,1071.595
2008-01-30,1057.894
2008-01-31,1052.241
2008-02-01,1088.956
2008-02-04,1113.673
2008-02-05,1096.467
2008-02-06,1072.97
2008-02-07,1061.28
2008-02-08,1061.922
2008-02-11,1056.903
2008-02-12,1075.585
2008-02-13,1086.66
2008-02-14,1110.092
2008-02-15,1109.326
2008-02-18,1118.351
2008-02-19,1130.765
2008-02-20,1119.072
2008-02-21,1133.876
2008-02-22,1131.578
2008-02-25,1143.442
2008-02-26,1155.462
2008-02-27,1173.141
2008-02-28,1175.552
2008-02-29,1147.759
2008-03-03,1124.388
2008-03-04,1113.829
2008-03-05,1119.167
2008-03-06,1121.481
2008-03-07,1096.733
2008-03-10,1068.528
2008-03-11,1094.731
2008-03-12,1107.871
2008-03-13,1077.596
2008-03-14,1070.281
2008-03-17,1020.842
2008-03-18,1043.916
2008-03-19,1042.578
2008-03-20,1019.239
2008-03-21,1025.547
2008-03-24,1048.159
2008-03-25,1081.517
2008-03-26,1086.971
2008-03-27,1087.127
2008-03-28,1094.437
2008-03-31,1086.045
2008-04-01,1095.42
2008-04-02,1117.524
2008-04-03,1124.965
2008-04-04,1129.792
2008-04-07,1146.999
2008-04-08,1139.428
2008-04-09,1133.792
2008-04-10,1140.023
2008-04-11,1139.188
2008-04-14,1120.034
2008-04-15,1127.358
2008-04-16,1142.008
2008-04-17,1150.546
2008-04-18,1151.169
2008-04-21,1163.405
2008-04-22,1169.335
2008-04-23,1173.042
2008-04-24,1168.216
2008-04-25,1165.487
2008-04-28,1170.403
2008-04-29,1156.065
2008-04-30,1170.891
2008-05-01,1172.317
2008-05-02,1185.553
2008-05-05,1189.516
2008-05-06,1197.559
2008-05-07,1188.264
2008-05-08,1180.371
2008-05-09,1172.961
2008-05-12,1181.139
2008-05-13,1190.882
2008-05-14,1193.512
2008-05-15,1206.988
2008-05-16,1228.335
2008-05-19,1239.507
2008-05-20,1225.922
2008-05-21,1222.064
2008-05-22,1210.928
2008-05-23,1198.788
2008-05-26,1185.155
2008-05-27,1183.343
2008-05-28,1188.905
2008-05-29,1196.189
2008-05-30,1207.077
2008-06-02,1205.001
2008-06-03,1187.672
2008-06-04,1169.166
2008-06-05,1179.752
2008-06-06,1175.921
2008-06-09,1160.029
2008-06-10,1130.479
2008-06-11,1124.499
2008-06-12,1118.429
2008-06-13,1115.126
2008-06-16,1127.193
2008-06-17,1139.638
2008-06-18,1135.625
2008-06-19,1124.832
2008-06-20,1105.633
2008-06-23,1096.652
2008-06-24,1090.1
2008-06-25,1106.572
2008-06-26,1097.065
2008-06-27,1082.325
2008-06-30,1083.905
2008-07-01,1064.566
2008-07-02,1049.792
2008-07-03,1026.563
2008-07-04,1025.46
2008-07-07,1033.499
2008-07-08,1020.034
2008-07-09,1033.506
2008-07-10,1030.454
2008-07-11,1037.755
2008-07-14,1040.33
2008-07-15,1012.16
2008-07-16,1009.191
2008-07-17,1025.756
2008-07-18,1017.021
2008-07-21,1037.129
2008-07-22,1028.022
2008-07-23,1039.562
2008-07-24,1031.848
2008-07-25,1013.574
2008-07-28,1015.321
2008-07-29,1005.497
2008-07-30,1030.549
2008-07-31,1034.183
2008-08-01,1018.878
2008-08-04,990.85
2008-08-05,981.722
2008-08-06,997.154
2008-08-07,993.516
2008-08-08,974.067
2008-08-11,975.912
2008-08-12,968.314
2008-08-13,960.56
2008-08-14,972.138
2008-08-15,958.284
2008-08-18,946.755
2008-08-19,930.211
2008-08-20,952.481
2008-08-21,947.164
2008-08-22,946.916
2008-08-25,940.189
2008-08-26,927.612
2008-08-27,943.426
2008-08-28,946.085
2008-08-29,943.323
2008-09-01,920.293
2008-09-02,915.039
2008-09-03,899.862
2008-09-04,877.34
2008-09-05,858.051
2008-09-08,886.974
2008-09-09,849.623
2008-09-10,840.408
2008-09-11,822.566
2008-09-12,840.359
2008-09-15,808.498
2008-09-16,770.142
2008-09-17,751.569
2008-09-18,756.591
2008-09-19,839.199
2008-09-22,845.34
2008-09-23,819.204
2008-09-24,821.16
2008-09-25,828.932
2008-09-26,811.747
2008-09-29,759.509
2008-09-30,774.564
2008-10-01,771.751
2008-10-02,741.271
2008-10-03,723.362
2008-10-06,652.758
2008-10-07,641.916
2008-10-08,593.146
2008-10-09,607.673
2008-10-10,582.697
2008-10-13,628.32
2008-10-14,664.969
2008-10-15,611.541
2008-10-16,567.317
2008-10-17,561.719
2008-10-20,585.959
2008-10-21,573.008
2008-10-22,524.587
2008-10-23,503.194
2008-10-24,460.112
2008-10-27,440.916
2008-10-28,475.742
2008-10-29,500.723
2008-10-30,554.788
2008-10-31,564.201
2008-11-03,577.995
2008-11-04,599.08
2008-11-05,590.529
2008-11-06,547.77
2008-11-07,554.862
2008-11-10,573.192
2008-11-11,543.749
2008-11-12,523.628
2008-11-13,516.461
2008-11-14,522.497
2008-11-17,511.707
2008-11-18,491.664
2008-11-19,478.052
2008-11-20,452.914
2008-11-21,456.583
2008-11-24,478.289
2008-11-25,491.691
2008-11-26,503.681
2008-11-27,515.662
2008-11-28,516.365
2008-12-01,502.917
2008-12-02,489.891
2008-12-03,490.429
2008-12-04,488.001
2008-12-05,482.402
2008-12-08,524.348
2008-12-09,523.482
2008-12-10,548.886
2008-12-11,555.578
2008-12-12,539.093
2008-12-15,548.776
2008-12-16,558.538
2008-12-17,571.485
2008-12-18,573.348
2008-12-19,565.624
2008-12-22,550.682
2008-12-23,540.119
2008-12-24,538.681
2008-12-25,537.362
2008-12-26,537.232
2008-12-29,543.417
2008-12-30,551.206
2008-12-31,552.344
2009-01-01,553.191
2009-01-02,567.413
2009-01-05,584.9
2009-01-06,593.091
2009-01-07,578.851
2009-01-08,563.828
2009-01-09,556.166
2009-01-12,537.884
2009-01-13,537.53
2009-01-14,527.701
2009-01-15,512.94
2009-01-16,523.798
2009-01-19,520.716
2009-01-20,505.011
2009-01-21,502.744
2009-01-22,502.369
2009-01-23,496.516
2009-01-26,505.831
2009-01-27,508.937
2009-01-28,524.031
2009-01-29,523.656
2009-01-30,521.025
2009-02-02,510.146
2009-02-03,518.478
2009-02-04,529.706
2009-02-05,530.794
2009-02-06,553.634
2009-02-09,558.906
2009-02-10,554.828
2009-02-11,548.746
2009-02-12,538.13
2009-02-13,549.632
2009-02-16,543.748
2009-02-17,517.173
2009-02-18,513.7
2009-02-19,519.434
2009-02-20,500.039
2009-02-23,508.652
2009-02-24,501.73
2009-02-25,503.92
2009-02-26,503.839
2009-02-27,498.014
2009-03-02,473.656
2009-03-03,475.547
2009-03-04,494.362
2009-03-05,489.151
2009-03-06,489.514
2009-03-09,486.646
2009-03-10,502.275
2009-03-11,513.0
2009-03-12,517.615
2009-03-13,529.7
2009-03-16,540.955
2009-03-17,542.114
2009-03-18,543.73
2009-03-19,557.269
2009-03-20,551.43
2009-03-23,577.416
2009-03-24,578.305
2009-03-25,583.756
2009-03-26,595.445
2009-03-27,586.764
2009-03-30,558.459
2009-03-31,565.601
2009-04-01,573.83
2009-04-02,606.096
2009-04-03,609.337
2009-04-06,613.123
2009-04-07,606.632
2009-04-08,600.226
2009-04-09,622.03
2009-04-10,625.096
2009-04-13,628.974
2009-04-14,632.181
2009-04-15,629.66
2009-04-16,634.477
2009-04-17,630.371
2009-04-20,621.517
2009-04-21,615.353
2009-04-22,616.558
2009-04-23,628.665
2009-04-24,636.788
2009-04-27,623.352
2009-04-28,614.984
2009-04-29,636.727
2009-04-30,650.682
2009-05-01,650.849
2009-05-04,689.347
2009-05-05,691.878
2009-05-06,697.568
2009-05-07,696.702
2009-05-08,707.308
2009-05-11,706.27
2009-05-12,705.403
2009-05-13,693.602
2009-05-14,684.494
2009-05-15,691.123
2009-05-18,713.281
2009-05-19,728.707
2009-05-20,737.938
2009-05-21,721.388
2009-05-22,728.938
2009-05-25,730.164
2009-05-26,724.171
2009-05-27,738.13
2009-05-28,747.235
2009-05-29,757.468
2009-06-01,785.834
2009-06-02,779.405
2009-06-03,766.574
2009-06-04,765.523
2009-06-05,771.114
2009-06-08,758.154
2009-06-09,757.472
2009-06-10,775.354
2009-06-11,776.313
2009-06-12,773.524
2009-06-15,753.441
2009-06-16,748.95
2009-06-17,732.886
2009-06-18,729.173
2009-06-19,734.805
2009-06-22,719.491
2009-06-23,707.477
2009-06-24,725.592
2009-06-25,733.997
2009-06-26,745.4
2009-06-29,747.481
2009-06-30,743.388
2009-07-01,755.358
2009-07-02,747.549
2009-07-03,748.12
2009-07-06,735.458
2009-07-07,735.093
2009-07-08,725.012
2009-07-09,725.853
2009-07-10,719.634
2009-07-13,708.316
2009-07-14,725.08
2009-07-15,752.328
2009-07-16,759.746
2009-07-17,768.18
2009-07-20,793.264
2009-07-21,796.23
2009-07-22,790.629
2009-07-23,805.724
2009-07-24,806.618
2009-07-27,816.789
2009-07-28,818.324
2009-07-29,803.178
2009-07-30,815.335
2009-07-31,825.137
2009-08-03,845.096
2009-08-04,841.591
2009-08-05,836.751
2009-08-06,835.018
2009-08-07,833.442
2009-08-10,834.977
2009-08-11,825.383
2009-08-12,821.737
2009-08-13,836.917
2009-08-14,834.304
2009-08-17,801.909
2009-08-18,808.552
2009-08-19,807.774
2009-08-20,820.207
2009-08-21,828.539
2009-08-24,842.706
2009-08-25,840.695
2009-08-26,833.917
2009-08-27,826.61
2009-08-28,833.901
2009-08-31,821.769
2009-09-01,824.845
2009-09-02,814.238
2009-09-03,823.147
2009-09-04,835.567
2009-09-07,848.076
2009-09-08,864.763
2009-09-09,863.273
2009-09-10,869.579
2009-09-11,874.845
2009-09-14,864.904
2009-09-15,874.381
2009-09-16,892.386
2009-09-17,898.414
2009-09-18,896.688
2009-09-21,888.563
2009-09-22,902.055
2009-09-23,898.804
2009-09-24,887.039
2009-09-25,887.207
2009-09-28,884.96
2009-09-29,894.593
2009-09-30,895.519
2009-10-01,891.876
2009-10-02,882.838
2009-10-05,886.702
2009-10-06,906.657
2009-10-07,907.841
2009-10-08,919.06
2009-10-09,925.949
2009-10-12,930.13
2009-10-13,930.027
2009-10-14,951.056
2009-10-15,952.425
2009-10-16,941.583
2009-10-19,954.005
2009-10-20,948.819
2009-10-21,945.009
2009-10-22,939.959
2009-10-23,945.545
2009-10-26,943.845
2009-10-27,924.364
2009-10-28,894.751
2009-10-29,902.826
2009-10-30,893.986
2009-11-02,893.963
2009-11-03,888.776
2009-11-04,910.433
2009-11-05,914.335
2009-11-06,920.124
2009-11-09,942.497
2009-11-10,944.764
2009-11-11,953.051
2009-11-12,938.645
2009-11-13,942.047
2009-11-16,963.129
2009-11-17,961.07
2009-11-18,962.641
2009-11-19,949.275
2009-11-20,946.12
2009-11-23,959.53
2009-11-24,952.976
2009-11-25,959.869
2009-11-26,939.852
2009-11-27,924.555
2009-11-30,935.255
2009-12-01,955.284
2009-12-02,962.914
2009-12-03,966.099
2009-12-04,965.002
2009-12-07,962.722
2009-12-08,951.046
2009-12-09,944.345
2009-12-10,946.853
2009-12-11,954.043
2009-12-14,961.108
2009-12-15,957.126
2009-12-16,957.161
2009-12-17,937.656
2009-12-18,933.587
2009-12-21,928.683
2009-12-22,936.195
2009-12-23,946.963
2009-12-24,955.736
2009-12-25,955.812
2009-12-28,962.199
2009-12-29,961.309
2009-12-30,961.757
2009-12-31,970.815
2010-01-01,970.815
2010-01-04,986.161
2010-01-05,996.863
2010-01-06,1002.982
2010-01-07,995.054
2010-01-08,997.756
2010-01-11,1009.896
2010-01-12,1004.779
2010-01-13,998.292
2010-01-14,1000.235
2010-01-15,997.335
2010-01-18,998.853
2010-01-19,997.825
2010-01-20,981.007
2010-01-21,963.857
2010-01-22,944.758
2010-01-25,942.388
2010-01-26,920.835
2010-01-27,911.559
2010-01-28,921.098
2010-01-29,914.638
2010-02-01,915.141
2010-02-02,923.623
2010-02-03,935.291
2010-02-04,907.582
2010-02-05,881.248
2010-02-08,878.497
2010-02-09,892.093
2010-02-10,894.403
2010-02-11,905.435
2010-02-12,903.486
2010-02-15,906.742
2010-02-16,915.421
2010-02-17,928.721
2010-02-18,927.403
2010-02-19,918.052
2010-02-22,926.595
2010-02-23,922.874
2010-02-24,916.315
2010-02-25,905.761
2010-02-26,917.734
2010-03-01,929.518
2010-03-02,943.035
2010-03-03,949.373
2010-03-04,944.58
2010-03-05,959.208
2010-03-08,970.55
2010-03-09,972.408
2010-03-10,977.941
2010-03-11,974.752
2010-03-12,977.418
2010-03-15,968.736
2010-03-16,978.197
2010-03-17,991.973
2010-03-18,986.993
2010-03-19,982.515
2010-03-22,975.152
2010-03-23,980.814
2010-03-24,979.597
2010-03-25,978.354
2010-03-26,982.384
2010-03-29,993.801
2010-03-30,999.009
2010-03-31,999.228
2010-04-01,1017.684
2010-04-02,1018.891
2010-04-05,1026.497
2010-04-06,1029.622
2010-04-07,1031.267
2010-04-08,1025.889
2010-04-09,1035.165
2010-04-12,1032.654
2010-04-13,1025.784
2010-04-14,1039.842
2010-04-15,1042.202
2010-04-16,1025.738
2010-04-19,1004.598
2010-04-20,1014.805
2010-04-21,1017.592
2010-04-22,1011.78
2010-04-23,1015.372
2010-04-26,1027.019
2010-04-27,1011.449
2010-04-28,996.064
2010-04-29,1005.076
2010-04-30,1009.542
2010-05-03,997.68
2010-05-04,979.224
2010-05-05,961.049
2010-05-06,939.327
2010-05-07,917.352
2010-05-10,956.991
2010-05-11,950.308
2010-05-12,959.962
2010-05-13,967.513
2010-05-14,950.162
2010-05-17,929.719
2010-05-18,930.565
2010-05-19,902.115
2010-05-20,873.403
2010-05-21,879.299
2010-05-24,883.563
2010-05-25,849.312
2010-05-26,878.557
2010-05-27,899.549
2010-05-28,911.005
2010-05-31,918.864
2010-06-01,900.405
2010-06-02,901.314
2010-06-03,917.396
2010-06-04,905.002
2010-06-07,880.012
2010-06-08,880.841
2010-06-09,884.269
2010-06-10,895.173
2010-06-11,906.615
2010-06-14,920.19
2010-06-15,927.707
2010-06-16,933.644
2010-06-17,938.327
2010-06-18,944.907
2010-06-21,971.124
2010-06-22,958.807
2010-06-23,950.583
2010-06-24,942.52
2010-06-25,937.416
2010-06-28,941.333
2010-06-29,913.697
2010-06-30,905.095
2010-07-01,895.918
2010-07-02,899.673
2010-07-05,900.773
2010-07-06,919.374
2010-07-07,920.246
2010-07-08,930.455
2010-07-09,942.272
2010-07-12,943.668
2010-07-13,948.34
2010-07-14,952.354
2010-07-15,947.833
2010-07-16,940.405
2010-07-19,936.451
2010-07-20,945.888
2010-07-21,956.567
2010-07-22,965.48
2010-07-23,973.76
2010-07-26,978.281
2010-07-27,983.383
2010-07-28,984.082
2010-07-29,987.342
2010-07-30,983.644
2010-08-02,1005.813
2010-08-03,1003.886
2010-08-04,1005.693
2010-08-05,1005.421
2010-08-06,1004.845
