Date,EM (EMERGING MARKETS) LARGE GROWTH Large Cap
2002-03-19,350.676
2002-03-20,352.171
2002-03-21,350.553
2002-03-22,352.555
2002-03-25,349.983
2002-03-26,350.82
2002-03-27,352.983
2002-03-28,354.078
2002-03-29,355.139
2002-04-01,354.223
2002-04-02,356.872
2002-04-03,355.152
2002-04-04,352.788
2002-04-05,354.266
2002-04-08,350.769
2002-04-09,350.993
2002-04-10,352.482
2002-04-11,352.125
2002-04-12,353.327
2002-04-15,356.293
2002-04-16,358.436
2002-04-17,365.659
2002-04-18,365.71
2002-04-19,362.689
2002-04-22,361.861
2002-04-23,363.973
2002-04-24,365.553
2002-04-25,360.673
2002-04-26,358.966
2002-04-29,353.37
2002-04-30,353.085
2002-05-01,352.945
2002-05-02,351.105
2002-05-03,351.09
2002-05-06,344.675
2002-05-07,346.046
2002-05-08,350.638
2002-05-09,348.464
2002-05-10,345.892
2002-05-13,345.851
2002-05-14,350.811
2002-05-15,355.34
2002-05-16,355.381
2002-05-17,358.924
2002-05-20,356.48
2002-05-21,352.052
2002-05-22,354.745
2002-05-23,351.34
2002-05-24,354.456
2002-05-27,353.778
2002-05-28,352.88
2002-05-29,349.394
2002-05-30,347.107
2002-05-31,342.759
2002-06-03,345.246
2002-06-04,345.733
2002-06-05,342.898
2002-06-06,340.626
2002-06-07,333.334
2002-06-10,334.99
2002-06-11,332.476
2002-06-12,331.336
2002-06-13,331.043
2002-06-14,328.564
2002-06-17,327.746
2002-06-18,329.176
2002-06-19,322.912
2002-06-20,319.282
2002-06-21,317.177
2002-06-24,315.355
2002-06-25,314.127
2002-06-26,302.166
2002-06-27,306.371
2002-06-28,312.435
2002-07-01,311.259
2002-07-02,309.66
2002-07-03,308.482
2002-07-04,313.717
2002-07-05,320.591
2002-07-08,324.422
2002-07-09,327.774
2002-07-10,322.909
2002-07-11,315.5
2002-07-12,323.187
2002-07-15,322.24
2002-07-16,319.172
2002-07-17,318.975
2002-07-18,320.375
2002-07-19,314.374
2002-07-22,303.476
2002-07-23,302.815
2002-07-24,292.711
2002-07-25,292.632
2002-07-26,278.681
2002-07-29,279.308
2002-07-30,285.424
2002-07-31,281.285
2002-08-01,279.381
2002-08-02,278.88
2002-08-05,268.202
2002-08-06,265.851
2002-08-07,275.137
2002-08-08,280.019
2002-08-09,280.619
2002-08-12,280.201
2002-08-13,280.615
2002-08-14,283.615
2002-08-15,286.664
2002-08-16,288.501
2002-08-19,289.565
2002-08-20,292.062
2002-08-21,293.644
2002-08-22,294.064
2002-08-23,292.699
2002-08-26,292.071
2002-08-27,291.877
2002-08-28,287.575
2002-08-29,286.204
2002-08-30,288.559
2002-09-02,289.148
2002-09-03,284.121
2002-09-04,281.944
2002-09-05,279.907
2002-09-06,280.804
2002-09-09,284.068
2002-09-10,289.269
2002-09-11,290.756
2002-09-12,291.61
2002-09-13,285.797
2002-09-16,280.871
2002-09-17,285.444
2002-09-18,277.241
2002-09-19,273.502
2002-09-20,272.784
2002-09-23,265.966
2002-09-24,264.053
2002-09-25,260.773
2002-09-26,263.511
2002-09-27,261.541
2002-09-30,256.797
2002-10-01,259.63
2002-10-02,260.177
2002-10-03,259.149
2002-10-04,261.618
2002-10-07,253.952
2002-10-08,254.007
2002-10-09,249.366
2002-10-10,243.197
2002-10-11,244.007
2002-10-14,247.933
2002-10-15,256.597
2002-10-16,260.373
2002-10-17,263.99
2002-10-18,269.614
2002-10-21,268.296
2002-10-22,265.873
2002-10-23,272.927
2002-10-24,273.649
2002-10-25,274.8
2002-10-28,279.327
2002-10-29,276.052
2002-10-30,273.889
2002-10-31,278.272
2002-11-01,277.162
2002-11-04,284.64
2002-11-05,283.231
2002-11-06,286.858
2002-11-07,289.362
2002-11-08,288.526
2002-11-11,282.719
2002-11-12,280.692
2002-11-13,280.69
2002-11-14,279.951
2002-11-15,286.698
2002-11-18,287.175
2002-11-19,285.094
2002-11-20,285.498
2002-11-21,290.629
2002-11-22,292.89
2002-11-25,295.731
2002-11-26,293.302
2002-11-27,293.993
2002-11-28,295.867
2002-11-29,297.094
2002-12-02,299.518
2002-12-03,301.484
2002-12-04,295.65
2002-12-05,294.771
2002-12-06,293.865
2002-12-09,294.572
2002-12-10,290.466
2002-12-11,290.251
2002-12-12,291.408
2002-12-13,290.463
2002-12-16,288.077
2002-12-17,290.877
2002-12-18,289.956
2002-12-19,290.441
2002-12-20,291.764
2002-12-23,289.452
2002-12-24,287.938
2002-12-25,287.749
2002-12-26,288.571
2002-12-27,286.995
2002-12-30,280.71
2002-12-31,280.508
2003-01-01,280.672
2003-01-02,282.912
2003-01-03,291.203
2003-01-06,295.549
2003-01-07,293.262
2003-01-08,293.244
2003-01-09,291.055
2003-01-10,292.27
2003-01-13,297.538
2003-01-14,297.653
2003-01-15,296.904
2003-01-16,295.365
2003-01-17,291.543
2003-01-20,288.873
2003-01-21,285.977
2003-01-22,282.823
2003-01-23,284.923
2003-01-24,281.43
2003-01-27,276.618
2003-01-28,278.044
2003-01-29,276.049
2003-01-30,276.276
2003-01-31,276.453
2003-02-03,277.551
2003-02-04,277.244
2003-02-05,276.838
2003-02-06,271.062
2003-02-07,266.666
2003-02-10,263.671
2003-02-11,265.113
2003-02-12,265.981
2003-02-13,262.13
2003-02-14,262.998
2003-02-17,270.896
2003-02-18,271.095
2003-02-19,271.123
2003-02-20,273.17
2003-02-21,273.428
2003-02-24,274.701
2003-02-25,267.813
2003-02-26,266.643
2003-02-27,266.622
2003-02-28,266.366
2003-03-03,271.113
2003-03-04,267.148
2003-03-05,263.135
2003-03-06,261.341
2003-03-07,260.306
2003-03-10,259.101
2003-03-11,256.768
2003-03-12,257.287
2003-03-13,260.447
2003-03-14,264.092
2003-03-17,259.267
2003-03-18,267.228
2003-03-19,267.133
2003-03-20,271.451
2003-03-21,272.784
2003-03-24,269.841
2003-03-25,267.52
2003-03-26,267.923
2003-03-27,265.496
2003-03-28,265.229
2003-03-31,259.219
2003-04-01,260.559
2003-04-02,262.926
2003-04-03,264.23
2003-04-04,266.864
2003-04-07,274.207
2003-04-08,272.365
2003-04-09,268.824
2003-04-10,267.377
2003-04-11,267.594
2003-04-14,268.798
2003-04-15,274.029
2003-04-16,278.218
2003-04-17,277.858
2003-04-18,281.631
2003-04-21,281.249
2003-04-22,278.244
2003-04-23,279.854
2003-04-24,275.423
2003-04-25,269.87
2003-04-28,271.13
2003-04-29,278.074
2003-04-30,280.761
2003-05-01,280.878
2003-05-02,283.961
2003-05-05,286.6
2003-05-06,286.75
2003-05-07,289.595
2003-05-08,286.882
2003-05-09,289.432
2003-05-12,293.494
2003-05-13,293.312
2003-05-14,292.003
2003-05-15,293.796
2003-05-16,291.035
2003-05-19,288.27
2003-05-20,286.897
2003-05-21,286.932
2003-05-22,288.355
2003-05-23,293.56
2003-05-26,296.98
2003-05-27,294.555
2003-05-28,298.373
2003-05-29,300.064
2003-05-30,301.247
2003-06-02,305.907
2003-06-03,304.21
2003-06-04,305.581
2003-06-05,307.934
2003-06-06,309.239
2003-06-09,311.284
2003-06-10,310.8
2003-06-11,310.143
2003-06-12,314.303
2003-06-13,315.419
2003-06-16,316.315
2003-06-17,323.021
2003-06-18,320.914
2003-06-19,323.95
2003-06-20,322.585
2003-06-23,318.046
2003-06-24,316.224
2003-06-25,319.094
2003-06-26,319.874
2003-06-27,320.461
2003-06-30,319.202
2003-07-01,324.257
2003-07-02,329.025
2003-07-03,331.09
2003-07-04,332.892
2003-07-07,338.027
2003-07-08,341.164
2003-07-09,338.188
2003-07-10,334.442
2003-07-11,333.727
2003-07-14,341.45
2003-07-15,340.205
2003-07-16,338.732
2003-07-17,334.661
2003-07-18,332.47
2003-07-21,332.004
2003-07-22,333.75
2003-07-23,332.43
2003-07-24,335.354
2003-07-25,336.583
2003-07-28,341.511
2003-07-29,340.432
2003-07-30,338.864
2003-07-31,339.54
2003-08-01,340.452
2003-08-04,338.859
2003-08-05,337.59
2003-08-06,334.366
2003-08-07,336.543
2003-08-08,335.12
2003-08-11,338.23
2003-08-12,337.531
2003-08-13,342.646
2003-08-14,346.619
2003-08-15,348.13
2003-08-18,349.728
2003-08-19,352.441
2003-08-20,353.824
2003-08-21,358.804
2003-08-22,360.038
2003-08-25,358.877
2003-08-26,357.165
2003-08-27,359.296
2003-08-28,360.9
2003-08-29,364.906
2003-09-01,367.952
2003-09-02,367.153
2003-09-03,369.381
2003-09-04,371.548
2003-09-05,375.145
2003-09-08,377.355
2003-09-09,378.24
2003-09-10,376.908
2003-09-11,377.46
2003-09-12,376.139
2003-09-15,370.845
2003-09-16,374.868
2003-09-17,377.854
2003-09-18,377.469
2003-09-19,374.678
2003-09-22,368.65
2003-09-23,369.195
2003-09-24,371.407
2003-09-25,367.694
2003-09-26,364.57
2003-09-29,365.104
2003-09-30,366.301
2003-10-01,369.988
2003-10-02,375.826
2003-10-03,378.231
2003-10-06,381.022
2003-10-07,383.639
2003-10-08,384.974
2003-10-09,389.172
2003-10-10,394.614
2003-10-13,395.754
2003-10-14,393.92
2003-10-15,392.42
2003-10-16,396.011
2003-10-17,392.981
2003-10-20,394.256
2003-10-21,394.806
2003-10-22,394.218
2003-10-23,385.05
2003-10-24,384.082
2003-10-27,384.678
2003-10-28,391.635
2003-10-29,394.066
2003-10-30,393.84
2003-10-31,391.513
2003-11-03,398.01
2003-11-04,399.293
2003-11-05,398.743
2003-11-06,394.183
2003-11-07,397.923
2003-11-10,395.187
2003-11-11,389.658
2003-11-12,393.019
2003-11-13,398.678
2003-11-14,397.064
2003-11-17,389.414
2003-11-18,390.68
2003-11-19,384.776
2003-11-20,381.512
2003-11-21,383.491
2003-11-24,379.361
2003-11-25,384.048
2003-11-26,387.46
2003-11-27,386.058
2003-11-28,391.936
2003-12-01,398.679
2003-12-02,399.891
2003-12-03,401.368
2003-12-04,398.577
2003-12-05,396.476
2003-12-08,394.152
2003-12-09,398.38
2003-12-10,395.927
2003-12-11,397.039
2003-12-12,400.898
2003-12-15,404.048
2003-12-16,398.665
2003-12-17,395.034
2003-12-18,397.449
2003-12-19,399.364
2003-12-22,402.567
2003-12-23,402.368
2003-12-24,403.806
2003-12-25,404.322
2003-12-26,404.732
2003-12-29,406.728
2003-12-30,411.865
2003-12-31,412.941
2004-01-01,413.101
2004-01-02,419.577
2004-01-05,431.084
2004-01-06,429.884
2004-01-07,429.287
2004-01-08,432.296
2004-01-09,439.713
2004-01-12,439.797
2004-01-13,440.348
2004-01-14,435.282
2004-01-15,429.589
2004-01-16,430.497
2004-01-19,433.848
2004-01-20,438.879
2004-01-21,438.119
2004-01-22,439.068
2004-01-23,442.115
2004-01-26,444.357
2004-01-27,446.844
2004-01-28,443.05
2004-01-29,434.78
2004-01-30,432.127
2004-02-02,431.676
2004-02-03,432.713
2004-02-04,430.743
2004-02-05,428.319
2004-02-06,433.182
2004-02-09,441.407
2004-02-10,442.288
2004-02-11,444.989
2004-02-12,449.739
2004-02-13,452.674
2004-02-16,452.001
2004-02-17,456.312
2004-02-18,455.311
2004-02-19,451.179
2004-02-20,448.29
2004-02-23,445.518
2004-02-24,442.01
2004-02-25,442.0
2004-02-26,444.296
2004-02-27,449.919
2004-03-01,458.429
2004-03-02,461.279
2004-03-03,453.759
2004-03-04,457.464
2004-03-05,460.012
2004-03-08,457.172
2004-03-09,454.337
2004-03-10,445.378
2004-03-11,439.374
2004-03-12,436.112
2004-03-15,433.298
2004-03-16,433.337
2004-03-17,439.475
2004-03-18,443.976
2004-03-19,446.455
2004-03-22,438.066
2004-03-23,434.667
2004-03-24,434.988
2004-03-25,434.052
2004-03-26,436.858
2004-03-29,443.463
2004-03-30,446.753
2004-03-31,451.295
2004-04-01,454.153
2004-04-02,454.594
2004-04-05,458.528
2004-04-06,462.908
2004-04-07,465.238
2004-04-08,465.761
2004-04-09,463.342
2004-04-12,466.955
2004-04-13,464.018
2004-04-14,457.251
2004-04-15,453.176
2004-04-16,450.776
2004-04-19,450.836
2004-04-20,453.26
2004-04-21,448.919
2004-04-22,444.16
2004-04-23,449.936
2004-04-26,447.021
2004-04-27,444.587
2004-04-28,435.008
2004-04-29,422.404
2004-04-30,413.235
2004-05-03,413.332
2004-05-04,419.538
2004-05-05,417.31
2004-05-06,410.528
2004-05-07,405.816
2004-05-10,386.231
2004-05-11,390.414
2004-05-12,397.129
2004-05-13,393.14
2004-05-14,386.15
2004-05-17,374.194
2004-05-18,381.404
2004-05-19,399.051
2004-05-20,394.4
2004-05-21,399.403
2004-05-24,403.236
2004-05-25,402.869
2004-05-26,407.046
2004-05-27,413.923
2004-05-28,415.148
2004-05-31,412.372
2004-06-01,412.982
2004-06-02,409.186
2004-06-03,397.864
2004-06-04,400.137
2004-06-07,412.419
2004-06-08,412.744
2004-06-09,407.21
2004-06-10,402.371
2004-06-11,392.601
2004-06-14,384.983
2004-06-15,386.783
2004-06-16,386.699
2004-06-17,391.935
2004-06-18,390.421
2004-06-21,392.765
2004-06-22,391.188
2004-06-23,394.014
2004-06-24,402.934
2004-06-25,407.213
2004-06-28,403.399
2004-06-29,401.95
2004-06-30,405.736
2004-07-01,405.178
2004-07-02,400.398
2004-07-05,399.499
2004-07-06,399.049
2004-07-07,401.204
2004-07-08,395.945
2004-07-09,398.609
2004-07-12,398.156
2004-07-13,398.993
2004-07-14,394.323
2004-07-15,391.359
2004-07-16,395.19
2004-07-19,396.848
2004-07-20,392.833
2004-07-21,396.062
2004-07-22,391.193
2004-07-23,389.629
2004-07-26,387.623
2004-07-27,388.718
2004-07-28,387.971
2004-07-29,386.347
2004-07-30,391.364
2004-08-02,389.061
2004-08-03,390.691
2004-08-04,389.249
2004-08-05,393.325
2004-08-06,391.163
2004-08-09,391.277
2004-08-10,391.76
2004-08-11,388.532
2004-08-12,391.663
2004-08-13,393.839
2004-08-16,394.283
2004-08-17,396.27
2004-08-18,397.953
2004-08-19,405.07
2004-08-20,403.661
2004-08-23,403.608
2004-08-24,404.474
2004-08-25,406.391
2004-08-26,410.133
2004-08-27,410.85
2004-08-30,411.166
2004-08-31,411.203
2004-09-01,414.867
2004-09-02,416.025
2004-09-03,411.126
2004-09-06,412.696
2004-09-07,413.162
2004-09-08,413.303
2004-09-09,413.667
2004-09-10,419.63
2004-09-13,424.608
2004-09-14,428.649
2004-09-15,425.645
2004-09-16,428.967
2004-09-17,429.261
2004-09-20,430.935
2004-09-21,435.809
2004-09-22,432.209
2004-09-23,430.061
2004-09-24,428.894
2004-09-27,426.169
2004-09-28,428.2
2004-09-29,430.375
2004-09-30,432.257
2004-10-01,437.421
2004-10-04,447.927
2004-10-05,447.535
2004-10-06,447.734
2004-10-07,447.777
2004-10-08,446.315
2004-10-11,443.344
2004-10-12,435.037
2004-10-13,431.111
2004-10-14,430.068
2004-10-15,432.053
2004-10-18,431.914
2004-10-19,434.707
2004-10-20,428.681
2004-10-21,432.026
2004-10-22,434.715
2004-10-25,431.136
2004-10-26,433.493
2004-10-27,435.946
2004-10-28,438.383
2004-10-29,440.838
2004-11-01,442.641
2004-11-02,444.962
2004-11-03,452.453
2004-11-04,452.561
2004-11-05,455.665
2004-11-08,452.899
2004-11-09,454.469
2004-11-10,456.737
2004-11-11,456.483
2004-11-12,461.63
2004-11-15,465.88
2004-11-16,465.437
2004-11-17,474.082
2004-11-18,475.865
2004-11-19,473.076
2004-11-22,467.532
2004-11-23,469.343
2004-11-24,472.345
2004-11-25,474.617
2004-11-26,474.566
2004-11-29,477.602
2004-11-30,480.122
2004-12-01,479.247
2004-12-02,482.427
2004-12-03,481.648
2004-12-06,482.447
2004-12-07,479.476
2004-12-08,472.124
2004-12-09,467.908
2004-12-10,464.91
2004-12-13,467.646
2004-12-14,473.634
2004-12-15,481.042
2004-12-16,484.505
2004-12-17,483.577
2004-12-20,487.72
2004-12-21,489.883
2004-12-22,489.909
2004-12-23,491.142
2004-12-24,492.228
2004-12-27,493.138
2004-12-28,494.803
2004-12-29,497.92
2004-12-30,499.358
2004-12-31,502.794
2005-01-03,504.347
2005-01-04,494.293
2005-01-05,486.157
2005-01-06,478.542
2005-01-07,480.21
2005-01-10,480.552
2005-01-11,481.9
2005-01-12,482.637
2005-01-13,484.924
2005-01-14,491.305
2005-01-17,496.514
2005-01-18,492.376
2005-01-19,491.815
2005-01-20,488.013
2005-01-21,490.162
2005-01-24,491.254
2005-01-25,491.893
2005-01-26,496.306
2005-01-27,497.445
2005-01-28,499.572
2005-01-31,507.18
2005-02-01,506.084
2005-02-02,506.323
2005-02-03,507.996
2005-02-04,510.519
2005-02-07,512.664
2005-02-08,511.214
2005-02-09,513.569
2005-02-10,512.857
2005-02-11,515.151
2005-02-14,523.87
2005-02-15,525.287
2005-02-16,524.245
2005-02-17,524.232
2005-02-18,527.67
2005-02-21,529.866
2005-02-22,533.975
2005-02-23,531.849
2005-02-24,538.179
2005-02-25,541.784
2005-02-28,548.21
2005-03-01,546.783
2005-03-02,538.739
2005-03-03,540.644
2005-03-04,542.13
2005-03-07,543.872
2005-03-08,543.492
2005-03-09,543.972
2005-03-10,538.206
2005-03-11,543.619
2005-03-14,535.637
2005-03-15,526.719
2005-03-16,525.184
2005-03-17,524.049
2005-03-18,523.76
2005-03-21,519.591
2005-03-22,518.519
2005-03-23,509.107
2005-03-24,509.308
2005-03-25,511.37
2005-03-28,509.575
2005-03-29,502.452
2005-03-30,503.863
2005-03-31,513.031
2005-04-01,519.236
2005-04-04,513.449
2005-04-05,513.942
2005-04-06,516.142
2005-04-07,518.429
2005-04-08,519.687
2005-04-11,518.203
2005-04-12,517.313
2005-04-13,518.203
2005-04-14,507.933
2005-04-15,501.744
2005-04-18,493.071
2005-04-19,497.875
2005-04-20,498.126
2005-04-21,499.981
2005-04-22,503.16
2005-04-25,506.362
2005-04-26,507.673
2005-04-27,503.149
2005-04-28,496.834
2005-04-29,497.086
2005-05-02,498.65
2005-05-03,497.912
2005-05-04,507.222
2005-05-05,511.8
2005-05-06,515.784
2005-05-09,516.496
2005-05-10,514.561
2005-05-11,510.2
2005-05-12,507.974
2005-05-13,507.652
2005-05-16,508.358
2005-05-17,507.479
2005-05-18,512.976
2005-05-19,519.744
2005-05-20,518.873
2005-05-23,517.482
2005-05-24,519.684
2005-05-25,516.675
2005-05-26,517.381
2005-05-27,523.919
2005-05-30,526.721
2005-05-31,522.538
2005-06-01,520.64
2005-06-02,524.841
2005-06-03,529.192
2005-06-06,527.856
2005-06-07,526.121
2005-06-08,527.977
2005-06-09,524.371
2005-06-10,528.38
2005-06-13,530.62
2005-06-14,532.097
2005-06-15,535.99
2005-06-16,538.391
2005-06-17,542.977
2005-06-20,542.311
2005-06-21,539.577
2005-06-22,544.221
2005-06-23,541.84
2005-06-24,538.228
2005-06-27,537.793
2005-06-28,539.168
2005-06-29,537.731
2005-06-30,537.963
2005-07-01,541.731
2005-07-04,539.737
2005-07-05,537.105
2005-07-06,540.004
2005-07-07,538.349
2005-07-08,539.47
2005-07-11,551.025
2005-07-12,557.88
2005-07-13,559.613
2005-07-14,564.034
2005-07-15,559.178
2005-07-18,561.016
2005-07-19,564.051
2005-07-20,565.471
2005-07-21,569.395
2005-07-22,571.722
2005-07-25,570.798
2005-07-26,566.14
2005-07-27,567.002
2005-07-28,573.435
2005-07-29,576.325
2005-08-01,580.539
2005-08-02,588.567
2005-08-03,592.209
2005-08-04,592.056
2005-08-05,588.063
2005-08-08,588.165
2005-08-09,588.968
2005-08-10,596.658
2005-08-11,597.712
2005-08-12,595.121
2005-08-15,595.293
2005-08-16,592.081
2005-08-17,590.927
2005-08-18,582.51
2005-08-19,579.011
2005-08-22,588.031
2005-08-23,584.772
2005-08-24,580.114
2005-08-25,581.67
2005-08-26,581.782
2005-08-29,576.579
2005-08-30,576.128
2005-08-31,581.644
2005-09-01,592.233
2005-09-02,599.636
2005-09-05,601.089
2005-09-06,603.389
2005-09-07,604.704
2005-09-08,607.01
2005-09-09,611.018
2005-09-12,613.013
2005-09-13,611.517
2005-09-14,613.661
2005-09-15,615.126
2005-09-16,616.408
2005-09-19,618.796
2005-09-20,624.047
2005-09-21,628.429
2005-09-22,622.92
2005-09-23,617.169
2005-09-26,622.195
2005-09-27,624.632
2005-09-28,626.077
2005-09-29,631.014
2005-09-30,636.172
2005-10-03,634.806
2005-10-04,638.48
2005-10-05,629.159
2005-10-06,614.131
2005-10-07,615.108
2005-10-10,620.308
2005-10-11,623.96
2005-10-12,612.739
2005-10-13,598.043
2005-10-14,594.444
2005-10-17,598.544
2005-10-18,594.248
2005-10-19,581.632
2005-10-20,584.781
2005-10-21,586.3
2005-10-24,592.461
2005-10-25,592.787
2005-10-26,597.561
2005-10-27,589.477
2005-10-28,587.012
2005-10-31,599.578
2005-11-01,608.873
2005-11-02,616.608
2005-11-03,622.927
2005-11-04,622.639
2005-11-07,622.63
