Date,FRANCE MID VALUE Mid Cap
2002-02-19,282.113
2002-02-20,279.618
2002-02-21,283.087
2002-02-22,283.348
2002-02-25,283.78
2002-02-26,287.312
2002-02-27,288.432
2002-02-28,289.131
2002-03-01,290.163
2002-03-04,297.097
2002-03-05,296.462
2002-03-06,299.052
2002-03-07,303.739
2002-03-08,303.927
2002-03-11,303.621
2002-03-12,298.777
2002-03-13,300.658
2002-03-14,305.173
2002-03-15,306.922
2002-03-18,310.295
2002-03-19,313.345
2002-03-20,311.652
2002-03-21,309.435
2002-03-22,308.267
2002-03-25,306.276
2002-03-26,305.209
2002-03-27,304.295
2002-03-28,307.545
2002-03-29,307.545
2002-04-01,310.066
2002-04-02,308.304
2002-04-03,307.911
2002-04-04,307.774
2002-04-05,306.985
2002-04-08,303.56
2002-04-09,304.461
2002-04-10,307.24
2002-04-11,308.24
2002-04-12,307.872
2002-04-15,309.275
2002-04-16,310.422
2002-04-17,314.766
2002-04-18,317.078
2002-04-19,316.32
2002-04-22,316.205
2002-04-23,314.759
2002-04-24,315.193
2002-04-25,314.778
2002-04-26,315.152
2002-04-29,315.21
2002-04-30,316.307
2002-05-01,318.097
2002-05-02,317.542
2002-05-03,320.691
2002-05-06,321.152
2002-05-07,319.408
2002-05-08,320.971
2002-05-09,321.476
2002-05-10,322.982
2002-05-13,320.985
2002-05-14,320.63
2002-05-15,322.932
2002-05-16,324.58
2002-05-17,330.439
2002-05-20,330.187
2002-05-21,329.472
2002-05-22,329.426
2002-05-23,324.266
2002-05-24,322.805
2002-05-27,321.722
2002-05-28,324.69
2002-05-29,324.205
2002-05-30,325.835
2002-05-31,324.377
2002-06-03,325.279
2002-06-04,322.588
2002-06-05,321.537
2002-06-06,324.895
2002-06-07,320.142
2002-06-10,322.201
2002-06-11,323.163
2002-06-12,322.338
2002-06-13,317.719
2002-06-14,308.451
2002-06-17,311.609
2002-06-18,313.853
2002-06-19,316.229
2002-06-20,311.264
2002-06-21,311.317
2002-06-24,308.406
2002-06-25,308.516
2002-06-26,310.965
2002-06-27,311.745
2002-06-28,322.387
2002-07-01,321.91
2002-07-02,312.985
2002-07-03,307.245
2002-07-04,308.383
2002-07-05,311.745
2002-07-08,314.185
2002-07-09,315.321
2002-07-10,306.442
2002-07-11,297.671
2002-07-12,296.847
2002-07-15,292.847
2002-07-16,292.086
2002-07-17,296.404
2002-07-18,304.307
2002-07-19,295.311
2002-07-22,284.399
2002-07-23,273.54
2002-07-24,269.403
2002-07-25,279.046
2002-07-26,270.703
2002-07-29,283.435
2002-07-30,287.04
2002-07-31,290.319
2002-08-01,281.403
2002-08-02,283.253
2002-08-05,274.233
2002-08-06,269.094
2002-08-07,268.55
2002-08-08,268.977
2002-08-09,275.837
2002-08-12,273.253
2002-08-13,274.193
2002-08-14,270.455
2002-08-15,274.258
2002-08-16,275.173
2002-08-19,279.507
2002-08-20,278.449
2002-08-21,287.56
2002-08-22,292.787
2002-08-23,290.959
2002-08-26,286.212
2002-08-27,293.136
2002-08-28,284.79
2002-08-29,281.948
2002-08-30,281.844
2002-09-02,280.428
2002-09-03,274.617
2002-09-04,272.99
2002-09-05,266.943
2002-09-06,271.24
2002-09-09,268.821
2002-09-10,272.871
2002-09-11,278.717
2002-09-12,273.473
2002-09-13,268.223
2002-09-16,265.394
2002-09-17,265.816
2002-09-18,258.484
2002-09-19,255.532
2002-09-20,253.425
2002-09-23,247.713
2002-09-24,239.074
2002-09-25,241.794
2002-09-26,250.122
2002-09-27,249.51
2002-09-30,242.734
2002-10-01,239.575
2002-10-02,243.927
2002-10-03,241.917
2002-10-04,236.045
2002-10-07,229.801
2002-10-08,227.334
2002-10-09,224.995
2002-10-10,229.721
2002-10-11,243.232
2002-10-14,240.321
2002-10-15,251.744
2002-10-16,253.811
2002-10-17,259.299
2002-10-18,261.154
2002-10-21,263.042
2002-10-22,265.21
2002-10-23,260.23
2002-10-24,266.186
2002-10-25,262.271
2002-10-28,269.759
2002-10-29,258.327
2002-10-30,260.807
2002-10-31,269.55
2002-11-01,270.688
2002-11-04,276.937
2002-11-05,277.602
2002-11-06,272.611
2002-11-07,270.435
2002-11-08,269.469
2002-11-11,267.962
2002-11-12,268.265
2002-11-13,263.856
2002-11-14,265.226
2002-11-15,268.113
2002-11-18,273.058
2002-11-19,270.255
2002-11-20,266.955
2002-11-21,276.311
2002-11-22,281.611
2002-11-25,278.87
2002-11-26,274.873
2002-11-27,280.097
2002-11-28,285.21
2002-11-29,288.204
2002-12-02,288.214
2002-12-03,283.09
2002-12-04,280.878
2002-12-05,277.601
2002-12-06,278.099
2002-12-09,272.582
2002-12-10,273.873
2002-12-11,275.947
2002-12-12,277.466
2002-12-13,272.233
2002-12-16,273.096
2002-12-17,272.663
2002-12-18,269.603
2002-12-19,265.686
2002-12-20,267.953
2002-12-23,265.489
2002-12-24,267.815
2002-12-25,267.815
2002-12-26,268.49
2002-12-27,267.006
2002-12-30,267.083
2002-12-31,272.62
2003-01-01,272.62
2003-01-02,276.013
2003-01-03,279.591
2003-01-06,278.666
2003-01-07,276.132
2003-01-08,269.912
2003-01-09,271.605
2003-01-10,274.917
2003-01-13,276.633
2003-01-14,279.424
2003-01-15,274.738
2003-01-16,276.484
2003-01-17,273.182
2003-01-20,273.256
2003-01-21,271.355
2003-01-22,267.149
2003-01-23,264.653
2003-01-24,265.067
2003-01-27,256.141
2003-01-28,256.342
2003-01-29,256.119
2003-01-30,260.658
2003-01-31,263.534
2003-02-03,266.553
2003-02-04,263.502
2003-02-05,263.031
2003-02-06,258.03
2003-02-07,255.777
2003-02-10,250.903
2003-02-11,255.244
2003-02-12,249.559
2003-02-13,249.954
2003-02-14,253.648
2003-02-17,256.912
2003-02-18,258.886
2003-02-19,255.346
2003-02-20,253.188
2003-02-21,251.883
2003-02-24,245.221
2003-02-25,240.58
2003-02-26,238.628
2003-02-27,246.145
2003-02-28,252.053
2003-03-03,252.044
2003-03-04,246.133
2003-03-05,245.186
2003-03-06,243.04
2003-03-07,238.176
2003-03-10,237.212
2003-03-11,234.157
2003-03-12,229.359
2003-03-13,233.919
2003-03-14,244.763
2003-03-17,250.019
2003-03-18,250.573
2003-03-19,254.277
2003-03-20,250.124
2003-03-21,255.607
2003-03-24,246.051
2003-03-25,247.885
2003-03-26,245.314
2003-03-27,243.247
2003-03-28,241.735
2003-03-31,236.032
2003-04-01,234.647
2003-04-02,237.794
2003-04-03,242.025
2003-04-04,243.05
2003-04-07,251.299
2003-04-08,247.544
2003-04-09,249.019
2003-04-10,246.43
2003-04-11,247.132
2003-04-14,249.443
2003-04-15,256.903
2003-04-16,260.756
2003-04-17,263.011
2003-04-18,263.011
2003-04-21,261.877
2003-04-22,263.124
2003-04-23,272.12
2003-04-24,267.012
2003-04-25,263.09
2003-04-28,269.78
2003-04-29,272.323
2003-04-30,278.366
2003-05-01,280.923
2003-05-02,277.446
2003-05-05,285.698
2003-05-06,289.769
2003-05-07,289.856
2003-05-08,286.311
2003-05-09,290.063
2003-05-12,287.092
2003-05-13,287.298
2003-05-14,292.081
2003-05-15,292.814
2003-05-16,293.439
2003-05-19,288.612
2003-05-20,287.916
2003-05-21,285.991
2003-05-22,290.857
2003-05-23,291.109
2003-05-26,293.635
2003-05-27,292.265
2003-05-28,294.306
2003-05-29,298.627
2003-05-30,300.168
2003-06-02,300.42
2003-06-03,299.596
2003-06-04,304.451
2003-06-05,308.876
2003-06-06,313.55
2003-06-09,312.191
2003-06-10,310.75
2003-06-11,313.704
2003-06-12,316.78
2003-06-13,311.779
2003-06-16,319.343
2003-06-17,322.147
2003-06-18,317.256
2003-06-19,315.073
2003-06-20,313.922
2003-06-23,306.363
2003-06-24,301.124
2003-06-25,304.74
2003-06-26,302.823
2003-06-27,306.698
2003-06-30,307.542
2003-07-01,304.768
2003-07-02,309.45
2003-07-03,315.349
2003-07-04,313.218
2003-07-07,325.267
2003-07-08,326.47
2003-07-09,324.975
2003-07-10,321.227
2003-07-11,324.043
2003-07-14,325.53
2003-07-15,326.175
2003-07-16,324.585
2003-07-17,318.163
2003-07-18,320.585
2003-07-21,319.329
2003-07-22,320.87
2003-07-23,323.785
2003-07-24,328.587
2003-07-25,328.984
2003-07-28,331.222
2003-07-29,329.131
2003-07-30,327.715
2003-07-31,327.128
2003-08-01,327.859
2003-08-04,327.698
2003-08-05,330.405
2003-08-06,325.108
2003-08-07,324.014
2003-08-08,322.725
2003-08-11,324.389
2003-08-12,325.057
2003-08-13,327.005
2003-08-14,328.097
2003-08-15,328.287
2003-08-18,325.786
2003-08-19,328.949
2003-08-20,328.767
2003-08-21,329.798
2003-08-22,329.087
2003-08-25,325.295
2003-08-26,321.847
2003-08-27,323.823
2003-08-28,326.882
2003-08-29,330.412
2003-09-01,338.533
2003-09-02,336.703
2003-09-03,342.106
2003-09-04,341.926
2003-09-05,343.985
2003-09-08,344.662
2003-09-09,342.209
2003-09-10,336.534
2003-09-11,336.997
2003-09-12,339.037
2003-09-15,343.356
2003-09-16,343.06
2003-09-17,346.546
2003-09-18,348.402
2003-09-19,347.969
2003-09-22,343.813
2003-09-23,341.469
2003-09-24,341.93
2003-09-25,338.784
2003-09-26,336.065
2003-09-29,335.832
2003-09-30,333.706
2003-10-01,337.976
2003-10-02,340.198
2003-10-03,348.017
2003-10-06,348.217
2003-10-07,347.76
2003-10-08,350.949
2003-10-09,354.317
2003-10-10,354.263
2003-10-13,352.697
2003-10-14,355.327
2003-10-15,357.492
2003-10-16,356.799
2003-10-17,352.061
2003-10-20,353.002
2003-10-21,351.414
2003-10-22,349.089
2003-10-23,346.551
2003-10-24,348.167
2003-10-27,350.292
2003-10-28,350.867
2003-10-29,355.502
2003-10-30,359.455
2003-10-31,359.036
2003-11-03,359.941
2003-11-04,360.385
2003-11-05,357.061
2003-11-06,358.934
2003-11-07,364.725
2003-11-10,363.256
2003-11-11,361.297
2003-11-12,366.055
2003-11-13,369.259
2003-11-14,376.808
2003-11-17,367.685
2003-11-18,369.922
2003-11-19,368.757
2003-11-20,367.241
2003-11-21,372.061
2003-11-24,372.003
2003-11-25,376.07
2003-11-26,379.547
2003-11-27,380.067
2003-11-28,379.819
2003-12-01,385.264
2003-12-02,389.852
2003-12-03,392.402
2003-12-04,389.93
2003-12-05,388.794
2003-12-08,390.27
2003-12-09,390.5
2003-12-10,388.82
2003-12-11,386.398
2003-12-12,392.55
2003-12-15,394.568
2003-12-16,388.194
2003-12-17,385.828
2003-12-18,385.109
2003-12-19,385.92
2003-12-22,386.228
2003-12-23,386.354
2003-12-24,389.045
2003-12-25,389.045
2003-12-26,388.889
2003-12-29,390.75
2003-12-30,394.755
2003-12-31,399.618
2004-01-01,399.618
2004-01-02,402.303
2004-01-05,407.027
2004-01-06,407.273
2004-01-07,404.684
2004-01-08,408.864
2004-01-09,409.492
2004-01-12,407.346
2004-01-13,409.972
2004-01-14,416.875
2004-01-15,415.036
2004-01-16,415.365
2004-01-19,416.027
2004-01-20,418.24
2004-01-21,420.746
2004-01-22,422.776
2004-01-23,421.797
2004-01-26,416.065
2004-01-27,419.893
2004-01-28,419.104
2004-01-29,409.77
2004-01-30,410.285
2004-02-02,411.193
2004-02-03,411.198
2004-02-04,409.056
2004-02-05,412.315
2004-02-06,417.826
2004-02-09,422.053
2004-02-10,424.234
2004-02-11,421.724
2004-02-12,429.097
2004-02-13,428.43
2004-02-16,429.783
2004-02-17,432.635
2004-02-18,433.228
2004-02-19,432.066
2004-02-20,427.099
2004-02-23,425.634
2004-02-24,421.82
2004-02-25,419.0
2004-02-26,415.565
2004-02-27,418.13
2004-03-01,420.917
2004-03-02,420.985
2004-03-03,416.666
2004-03-04,419.47
2004-03-05,426.592
2004-03-08,427.064
2004-03-09,421.236
2004-03-10,414.13
2004-03-11,402.846
2004-03-12,401.188
2004-03-15,394.062
2004-03-16,396.646
2004-03-17,402.297
2004-03-18,400.713
2004-03-19,398.899
2004-03-22,390.787
2004-03-23,391.0
2004-03-24,385.476
2004-03-25,392.855
2004-03-26,391.548
2004-03-29,399.197
2004-03-30,398.55
2004-03-31,403.874
2004-04-01,410.891
2004-04-02,412.401
2004-04-05,412.075
2004-04-06,409.227
2004-04-07,411.51
2004-04-08,411.049
2004-04-09,411.049
2004-04-12,409.895
2004-04-13,406.173
2004-04-14,403.757
2004-04-15,403.247
2004-04-16,408.376
2004-04-19,407.821
2004-04-20,410.049
2004-04-21,405.214
2004-04-22,407.218
2004-04-23,409.598
2004-04-26,411.63
2004-04-27,414.014
2004-04-28,407.236
2004-04-29,406.922
2004-04-30,406.076
2004-05-03,409.393
2004-05-04,411.377
2004-05-05,416.987
2004-05-06,406.669
2004-05-07,401.841
2004-05-10,387.729
2004-05-11,392.065
2004-05-12,389.628
2004-05-13,393.118
2004-05-14,390.802
2004-05-17,388.526
2004-05-18,390.26
2004-05-19,403.429
2004-05-20,396.304
2004-05-21,401.746
2004-05-24,401.021
2004-05-25,403.42
2004-05-26,408.375
2004-05-27,414.812
2004-05-28,412.413
2004-05-31,413.288
2004-06-01,408.681
2004-06-02,412.664
2004-06-03,412.192
2004-06-04,418.971
2004-06-07,423.579
2004-06-08,421.859
2004-06-09,416.057
2004-06-10,416.26
2004-06-11,410.802
2004-06-14,408.702
2004-06-15,409.646
2004-06-16,409.497
2004-06-17,413.716
2004-06-18,419.053
2004-06-21,416.921
2004-06-22,415.551
2004-06-23,418.418
2004-06-24,424.377
2004-06-25,422.132
2004-06-28,429.319
2004-06-29,427.38
2004-06-30,430.428
2004-07-01,427.482
2004-07-02,430.233
2004-07-05,426.769
2004-07-06,422.609
2004-07-07,427.588
2004-07-08,427.659
2004-07-09,428.225
2004-07-12,429.195
2004-07-13,426.809
2004-07-14,430.627
2004-07-15,425.319
2004-07-16,430.459
2004-07-19,429.173
2004-07-20,427.797
2004-07-21,428.878
2004-07-22,426.419
2004-07-23,420.372
2004-07-26,420.296
2004-07-27,420.303
2004-07-28,421.319
2004-07-29,425.073
2004-07-30,423.898
2004-08-02,423.133
2004-08-03,428.995
2004-08-04,423.99
2004-08-05,425.679
2004-08-06,422.639
2004-08-09,418.789
2004-08-10,423.115
2004-08-11,415.051
2004-08-12,414.956
2004-08-13,419.539
2004-08-16,422.77
2004-08-17,425.23
2004-08-18,424.679
2004-08-19,427.035
2004-08-20,424.925
2004-08-23,427.385
2004-08-24,425.173
2004-08-25,422.792
2004-08-26,425.298
2004-08-27,426.02
2004-08-30,424.699
2004-08-31,425.175
2004-09-01,427.923
2004-09-02,429.39
2004-09-03,427.078
2004-09-06,430.958
2004-09-07,433.447
2004-09-08,433.54
2004-09-09,430.359
2004-09-10,435.88
2004-09-13,439.489
2004-09-14,439.975
2004-09-15,432.1
2004-09-16,430.581
2004-09-17,434.526
2004-09-20,432.054
2004-09-21,438.604
2004-09-22,435.355
2004-09-23,432.383
2004-09-24,431.65
2004-09-27,429.947
2004-09-28,431.549
2004-09-29,435.256
2004-09-30,436.393
2004-10-01,444.979
2004-10-04,444.715
2004-10-05,444.873
2004-10-06,443.214
2004-10-07,439.914
2004-10-08,443.796
2004-10-11,441.584
2004-10-12,433.166
2004-10-13,433.226
2004-10-14,435.957
2004-10-15,441.541
2004-10-18,440.082
2004-10-19,442.456
2004-10-20,441.44
2004-10-21,442.638
2004-10-22,444.37
2004-10-25,443.617
2004-10-26,446.162
2004-10-27,453.281
2004-10-28,453.818
2004-10-29,454.177
2004-11-01,457.676
2004-11-02,459.825
2004-11-03,463.668
2004-11-04,465.457
2004-11-05,468.574
2004-11-08,471.822
2004-11-09,471.676
2004-11-10,475.883
2004-11-11,481.43
2004-11-12,484.824
2004-11-15,481.511
2004-11-16,477.36
2004-11-17,484.915
2004-11-18,485.07
2004-11-19,486.313
2004-11-22,483.264
2004-11-23,485.662
2004-11-24,489.331
2004-11-25,498.749
2004-11-26,500.318
2004-11-29,499.975
2004-11-30,496.742
2004-12-01,502.792
2004-12-02,503.622
2004-12-03,504.981
2004-12-06,504.67
2004-12-07,506.931
2004-12-08,501.854
2004-12-09,498.384
2004-12-10,498.537
2004-12-13,505.789
2004-12-14,509.826
2004-12-15,518.004
2004-12-16,515.959
2004-12-17,512.663
2004-12-20,519.206
2004-12-21,516.885
2004-12-22,521.254
2004-12-23,526.956
2004-12-24,528.12
2004-12-27,530.989
2004-12-28,530.429
2004-12-29,529.331
2004-12-30,531.956
2004-12-31,528.878
2005-01-03,529.635
2005-01-04,522.035
2005-01-05,516.22
2005-01-06,516.085
2005-01-07,512.983
2005-01-10,516.012
2005-01-11,515.434
2005-01-12,519.426
2005-01-13,519.108
2005-01-14,516.835
2005-01-17,518.602
2005-01-18,518.445
2005-01-19,520.429
2005-01-20,514.547
2005-01-21,518.326
2005-01-24,515.722
2005-01-25,517.936
2005-01-26,524.321
2005-01-27,525.132
2005-01-28,524.03
2005-01-31,530.063
2005-02-01,532.023
2005-02-02,536.795
2005-02-03,535.636
2005-02-04,542.045
2005-02-07,543.681
2005-02-08,540.869
2005-02-09,540.546
2005-02-10,543.743
2005-02-11,549.776
2005-02-14,553.171
2005-02-15,555.548
2005-02-16,555.102
2005-02-17,560.251
2005-02-18,560.257
2005-02-21,553.058
2005-02-22,554.243
2005-02-23,551.288
2005-02-24,553.517
2005-02-25,560.444
2005-02-28,563.61
2005-03-01,561.696
2005-03-02,556.775
2005-03-03,557.637
2005-03-04,567.357
2005-03-07,567.096
2005-03-08,572.632
2005-03-09,573.959
2005-03-10,575.149
2005-03-11,577.353
2005-03-14,572.881
2005-03-15,567.376
2005-03-16,567.965
2005-03-17,561.974
2005-03-18,557.396
2005-03-21,554.051
2005-03-22,554.482
2005-03-23,547.926
2005-03-24,555.55
2005-03-25,555.55
2005-03-28,551.652
2005-03-29,550.42
2005-03-30,549.713
2005-03-31,551.834
2005-04-01,553.107
2005-04-04,545.575
2005-04-05,549.305
2005-04-06,555.297
2005-04-07,556.293
2005-04-08,556.047
2005-04-11,560.058
2005-04-12,556.602
2005-04-13,559.825
2005-04-14,552.965
2005-04-15,548.033
2005-04-18,541.626
2005-04-19,543.454
2005-04-20,545.381
2005-04-21,548.29
2005-04-22,550.716
2005-04-25,546.838
2005-04-26,543.954
2005-04-27,535.97
2005-04-28,537.153
2005-04-29,538.597
2005-05-02,540.768
2005-05-03,545.643
2005-05-04,549.329
2005-05-05,552.159
2005-05-06,547.003
2005-05-09,543.158
2005-05-10,545.433
2005-05-11,543.243
2005-05-12,541.571
2005-05-13,542.459
2005-05-16,539.46
2005-05-17,542.255
2005-05-18,550.309
2005-05-19,554.88
2005-05-20,553.428
2005-05-23,557.072
2005-05-24,554.252
2005-05-25,555.884
2005-05-26,555.741
2005-05-27,553.434
2005-05-30,554.917
2005-05-31,553.081
2005-06-01,556.331
2005-06-02,554.939
2005-06-03,554.751
2005-06-06,555.29
2005-06-07,559.647
2005-06-08,564.109
2005-06-09,555.868
2005-06-10,555.514
2005-06-13,556.165
2005-06-14,554.8
2005-06-15,554.389
2005-06-16,553.763
2005-06-17,562.884
2005-06-20,554.243
2005-06-21,556.731
2005-06-22,558.792
2005-06-23,556.859
2005-06-24,553.17
2005-06-27,550.923
2005-06-28,551.229
2005-06-29,559.274
2005-06-30,560.453
2005-07-01,558.424
2005-07-04,555.243
2005-07-05,551.647
2005-07-06,554.014
2005-07-07,545.845
2005-07-08,552.138
2005-07-11,562.614
2005-07-12,567.478
2005-07-13,564.837
2005-07-14,566.133
2005-07-15,558.766
2005-07-18,556.867
2005-07-19,558.766
2005-07-20,557.912
2005-07-21,564.729
2005-07-22,567.422
2005-07-25,564.449
2005-07-26,562.431
2005-07-27,563.952
2005-07-28,568.388
2005-07-29,568.12
2005-08-01,573.331
2005-08-02,578.149
2005-08-03,584.185
2005-08-04,585.292
2005-08-05,583.666
2005-08-08,590.3
2005-08-09,591.828
2005-08-10,594.639
2005-08-11,591.223
2005-08-12,586.664
2005-08-15,582.144
2005-08-16,580.405
2005-08-17,577.352
2005-08-18,569.026
2005-08-19,568.446
2005-08-22,576.93
2005-08-23,571.702
2005-08-24,576.741
2005-08-25,572.372
2005-08-26,571.85
2005-08-29,568.11
2005-08-30,564.543
2005-08-31,575.942
2005-09-01,586.882
2005-09-02,587.872
2005-09-05,588.289
2005-09-06,591.158
2005-09-07,591.325
2005-09-08,590.507
2005-09-09,595.415
2005-09-12,590.481
2005-09-13,585.907
2005-09-14,588.345
2005-09-15,587.712
2005-09-16,591.672
2005-09-19,585.132
2005-09-20,588.317
2005-09-21,580.97
2005-09-22,572.089
2005-09-23,569.666
2005-09-26,575.092
2005-09-27,572.998
2005-09-28,576.653
2005-09-29,576.833
2005-09-30,580.927
2005-10-03,578.004
2005-10-04,583.255
2005-10-05,576.701
2005-10-06,577.897
2005-10-07,580.507
2005-10-10,576.568
2005-10-11,572.742
2005-10-12,570.914
2005-10-13,558.694
2005-10-14,567.366
2005-10-17,566.39
2005-10-18,559.894
2005-10-19,549.44
2005-10-20,551.657
2005-10-21,553.618
2005-10-24,557.511
2005-10-25,555.609
2005-10-26,553.344
2005-10-27,548.697
2005-10-28,544.133
2005-10-31,549.538
2005-11-01,554.075
2005-11-02,554.173
2005-11-03,559.162
2005-11-04,554.1
2005-11-07,553.676
2005-11-08,548.007
2005-11-09,542.359
