Date,FRANCE MID VALUE Mid Cap
2003-12-12,382.541
2003-12-15,384.508
2003-12-16,378.296
2003-12-17,375.991
2003-12-18,375.29
2003-12-19,376.08
2003-12-22,376.38
2003-12-23,376.503
2003-12-24,379.126
2003-12-25,379.126
2003-12-26,378.974
2003-12-29,380.787
2003-12-30,384.69
2003-12-31,389.429
2004-01-01,389.429
2004-01-02,392.046
2004-01-05,396.649
2004-01-06,396.889
2004-01-07,394.366
2004-01-08,398.439
2004-01-09,399.051
2004-01-12,396.96
2004-01-13,399.579
2004-01-14,406.307
2004-01-15,404.515
2004-01-16,404.836
2004-01-19,405.48
2004-01-20,407.638
2004-01-21,410.08
2004-01-22,412.059
2004-01-23,411.105
2004-01-26,405.518
2004-01-27,409.249
2004-01-28,408.479
2004-01-29,399.382
2004-01-30,399.884
2004-02-02,400.77
2004-02-03,400.774
2004-02-04,398.687
2004-02-05,401.863
2004-02-06,407.234
2004-02-09,411.354
2004-02-10,413.48
2004-02-11,411.033
2004-02-12,418.22
2004-02-13,417.569
2004-02-16,418.888
2004-02-17,421.668
2004-02-18,422.246
2004-02-19,421.113
2004-02-20,416.272
2004-02-23,414.844
2004-02-24,411.127
2004-02-25,408.378
2004-02-26,405.031
2004-02-27,407.531
2004-03-01,410.247
2004-03-02,410.313
2004-03-03,406.104
2004-03-04,408.928
2004-03-05,415.871
2004-03-08,416.331
2004-03-09,410.649
2004-03-10,403.722
2004-03-11,392.722
2004-03-12,391.105
2004-03-15,384.158
2004-03-16,386.678
2004-03-17,392.186
2004-03-18,390.643
2004-03-19,388.874
2004-03-22,380.966
2004-03-23,381.174
2004-03-24,375.788
2004-03-25,382.981
2004-03-26,381.708
2004-03-29,389.164
2004-03-30,388.534
2004-03-31,393.724
2004-04-01,400.565
2004-04-02,402.037
2004-04-05,401.719
2004-04-06,398.942
2004-04-07,401.168
2004-04-08,400.719
2004-04-09,400.719
2004-04-12,399.593
2004-04-13,395.965
2004-04-14,393.609
2004-04-15,393.112
2004-04-16,398.113
2004-04-19,397.572
2004-04-20,399.744
2004-04-21,395.031
2004-04-22,396.984
2004-04-23,399.304
2004-04-26,401.285
2004-04-27,403.609
2004-04-28,397.002
2004-04-29,396.695
2004-04-30,395.87
2004-05-03,399.104
2004-05-04,401.039
2004-05-05,406.507
2004-05-06,396.448
2004-05-07,391.742
2004-05-10,377.984
2004-05-11,382.584
2004-05-12,380.205
2004-05-13,383.612
2004-05-14,381.351
2004-05-17,379.439
2004-05-18,381.329
2004-05-19,394.469
2004-05-20,387.502
2004-05-21,392.823
2004-05-24,392.381
2004-05-25,394.796
2004-05-26,399.932
2004-05-27,406.39
2004-05-28,404.039
2004-05-31,404.896
2004-06-01,400.547
2004-06-02,404.451
2004-06-03,403.987
2004-06-04,410.632
2004-06-07,415.148
2004-06-08,413.531
2004-06-09,407.843
2004-06-10,408.089
2004-06-11,402.849
2004-06-14,400.789
2004-06-15,402.028
2004-06-16,401.882
2004-06-17,406.023
2004-06-18,411.261
2004-06-21,409.168
2004-06-22,407.824
2004-06-23,410.637
2004-06-24,416.486
2004-06-25,414.283
2004-06-28,421.336
2004-06-29,419.433
2004-06-30,422.424
2004-07-01,419.533
2004-07-02,422.233
2004-07-05,418.833
2004-07-06,414.751
2004-07-07,419.637
2004-07-08,419.707
2004-07-09,420.263
2004-07-12,421.214
2004-07-13,418.873
2004-07-14,422.619
2004-07-15,417.41
2004-07-16,422.455
2004-07-19,421.193
2004-07-20,419.842
2004-07-21,420.903
2004-07-22,418.489
2004-07-23,412.555
2004-07-26,412.481
2004-07-27,412.487
2004-07-28,413.484
2004-07-29,417.168
2004-07-30,416.015
2004-08-02,415.264
2004-08-03,421.018
2004-08-04,416.106
2004-08-05,417.763
2004-08-06,414.78
2004-08-09,411.001
2004-08-10,415.247
2004-08-11,407.333
2004-08-12,407.24
2004-08-13,411.738
2004-08-16,414.908
2004-08-17,417.323
2004-08-18,416.782
2004-08-19,419.094
2004-08-20,417.023
2004-08-23,419.438
2004-08-24,417.266
2004-08-25,414.93
2004-08-26,417.39
2004-08-27,418.098
2004-08-30,416.802
2004-08-31,417.269
2004-09-01,419.966
2004-09-02,421.405
2004-09-03,419.136
2004-09-06,422.944
2004-09-07,425.387
2004-09-08,425.478
2004-09-09,422.356
2004-09-10,427.775
2004-09-13,431.316
2004-09-14,431.794
2004-09-15,424.065
2004-09-16,422.575
2004-09-17,426.446
2004-09-20,424.019
2004-09-21,430.448
2004-09-22,427.26
2004-09-23,424.343
2004-09-24,423.624
2004-09-27,421.958
2004-09-28,423.53
2004-09-29,427.169
2004-09-30,428.285
2004-10-01,436.711
2004-10-04,436.452
2004-10-05,436.607
2004-10-06,434.979
2004-10-07,431.74
2004-10-08,435.55
2004-10-11,433.38
2004-10-12,425.118
2004-10-13,425.177
2004-10-14,427.857
2004-10-15,433.419
2004-10-18,431.987
2004-10-19,434.317
2004-10-20,433.32
2004-10-21,434.496
2004-10-22,436.196
2004-10-25,435.457
2004-10-26,437.955
2004-10-27,444.943
2004-10-28,445.47
2004-10-29,445.822
2004-11-01,449.258
2004-11-02,451.366
2004-11-03,455.139
2004-11-04,456.896
2004-11-05,459.955
2004-11-08,463.143
2004-11-09,463.0
2004-11-10,467.13
2004-11-11,472.574
2004-11-12,475.906
2004-11-15,472.654
2004-11-16,468.579
2004-11-17,475.995
2004-11-18,476.148
2004-11-19,477.367
2004-11-22,474.375
2004-11-23,476.728
2004-11-24,480.33
2004-11-25,489.575
2004-11-26,491.115
2004-11-29,490.778
2004-11-30,487.605
2004-12-01,493.543
2004-12-02,494.358
2004-12-03,495.692
2004-12-06,495.387
2004-12-07,497.606
2004-12-08,492.623
2004-12-09,489.217
2004-12-10,489.367
2004-12-13,496.485
2004-12-14,500.449
2004-12-15,508.476
2004-12-16,506.468
2004-12-17,503.233
2004-12-20,509.655
2004-12-21,507.656
2004-12-22,511.948
2004-12-23,517.548
2004-12-24,518.691
2004-12-27,521.509
2004-12-28,520.959
2004-12-29,519.881
2004-12-30,522.459
2004-12-31,519.435
2005-01-03,520.179
2005-01-04,512.715
2005-01-05,507.004
2005-01-06,506.871
2005-01-07,503.824
2005-01-10,506.799
2005-01-11,506.315
2005-01-12,510.237
2005-01-13,509.925
2005-01-14,507.691
2005-01-17,509.427
2005-01-18,509.395
2005-01-19,511.345
2005-01-20,505.565
2005-01-21,509.279
2005-01-24,506.72
2005-01-25,508.895
2005-01-26,515.169
2005-01-27,515.965
2005-01-28,514.883
2005-01-31,520.81
2005-02-01,522.737
2005-02-02,527.425
2005-02-03,526.286
2005-02-04,532.584
2005-02-07,534.19
2005-02-08,531.428
2005-02-09,531.111
2005-02-10,534.251
2005-02-11,540.18
2005-02-14,543.515
2005-02-15,545.85
2005-02-16,545.412
2005-02-17,550.471
2005-02-18,550.478
2005-02-21,543.404
2005-02-22,544.568
2005-02-23,541.665
2005-02-24,543.855
2005-02-25,550.661
2005-02-28,553.772
2005-03-01,551.891
2005-03-02,547.056
2005-03-03,547.903
2005-03-04,557.667
2005-03-07,557.41
2005-03-08,562.852
2005-03-09,564.156
2005-03-10,565.326
2005-03-11,567.492
2005-03-14,563.097
2005-03-15,557.685
2005-03-16,558.264
2005-03-17,552.376
2005-03-18,547.876
2005-03-21,544.588
2005-03-22,545.012
2005-03-23,538.568
2005-03-24,546.062
2005-03-25,546.062
2005-03-28,542.23
2005-03-29,541.019
2005-03-30,540.325
2005-03-31,542.409
2005-04-01,543.661
2005-04-04,536.258
2005-04-05,539.923
2005-04-06,545.813
2005-04-07,546.792
2005-04-08,546.55
2005-04-11,550.493
2005-04-12,547.095
2005-04-13,550.264
2005-04-14,543.521
2005-04-15,538.793
2005-04-18,532.494
2005-04-19,534.291
2005-04-20,536.185
2005-04-21,539.045
2005-04-22,541.431
2005-04-25,537.618
2005-04-26,534.782
2005-04-27,526.933
2005-04-28,528.258
2005-04-29,529.678
2005-05-02,531.814
2005-05-03,536.608
2005-05-04,540.233
2005-05-05,543.016
2005-05-06,538.466
2005-05-09,534.682
2005-05-10,536.921
2005-05-11,534.765
2005-05-12,533.12
2005-05-13,533.993
2005-05-16,531.291
2005-05-17,534.456
2005-05-18,542.394
2005-05-19,546.997
2005-05-20,545.567
2005-05-23,549.159
2005-05-24,546.93
2005-05-25,548.541
2005-05-26,548.399
2005-05-27,546.123
2005-05-30,547.587
2005-05-31,545.775
2005-06-01,548.981
2005-06-02,547.682
2005-06-03,547.496
2005-06-06,548.028
2005-06-07,552.328
2005-06-08,556.732
2005-06-09,548.778
2005-06-10,548.671
2005-06-13,549.314
2005-06-14,547.966
2005-06-15,547.559
2005-06-16,546.941
2005-06-17,555.95
2005-06-20,547.416
2005-06-21,549.873
2005-06-22,551.908
2005-06-23,550.0
2005-06-24,546.356
2005-06-27,544.137
2005-06-28,544.439
2005-06-29,552.385
2005-06-30,553.549
2005-07-01,551.614
2005-07-04,548.471
2005-07-05,544.919
2005-07-06,547.735
2005-07-07,539.659
2005-07-08,545.88
2005-07-11,556.238
2005-07-12,561.047
2005-07-13,558.436
2005-07-14,559.717
2005-07-15,552.434
2005-07-18,550.556
2005-07-19,552.49
2005-07-20,551.645
2005-07-21,558.386
2005-07-22,561.049
2005-07-25,558.109
2005-07-26,556.114
2005-07-27,557.617
2005-07-28,562.004
2005-07-29,561.739
2005-08-01,566.891
2005-08-02,571.655
2005-08-03,577.623
2005-08-04,578.718
2005-08-05,577.11
2005-08-08,583.669
2005-08-09,585.18
2005-08-10,587.96
2005-08-11,584.582
2005-08-12,580.074
2005-08-15,575.605
2005-08-16,573.886
2005-08-17,570.867
2005-08-18,562.634
2005-08-19,562.061
2005-08-22,570.449
2005-08-23,565.28
2005-08-24,570.263
2005-08-25,565.943
2005-08-26,565.426
2005-08-29,561.729
2005-08-30,558.202
2005-08-31,569.473
2005-09-01,580.29
2005-09-02,581.269
2005-09-05,581.681
2005-09-06,584.518
2005-09-07,584.683
2005-09-08,583.874
2005-09-09,588.727
2005-09-12,583.849
2005-09-13,579.326
2005-09-14,581.736
2005-09-15,581.11
2005-09-16,585.026
2005-09-19,578.559
2005-09-20,581.709
2005-09-21,574.444
2005-09-22,565.663
2005-09-23,563.267
2005-09-26,568.633
2005-09-27,566.562
2005-09-28,570.176
2005-09-29,570.354
2005-09-30,574.402
2005-10-03,571.511
2005-10-04,576.704
2005-10-05,570.223
2005-10-06,571.406
2005-10-07,573.987
2005-10-10,570.091
2005-10-11,566.309
2005-10-12,564.502
2005-10-13,552.418
2005-10-14,560.994
2005-10-17,560.028
2005-10-18,553.605
2005-10-19,543.269
2005-10-20,545.46
2005-10-21,547.399
2005-10-24,551.249
2005-10-25,549.368
2005-10-26,547.129
2005-10-27,542.534
2005-10-28,538.021
2005-10-31,543.365
2005-11-01,547.851
2005-11-02,547.949
2005-11-03,552.881
2005-11-04,547.876
2005-11-07,547.457
2005-11-08,541.852
2005-11-09,536.267
