Date,FRANCE MID VALUE Mid Cap
2001-01-01,306.359
2001-01-02,307.793
2001-01-03,302.858
2001-01-04,305.645
2001-01-05,306.935
2001-01-08,301.647
2001-01-09,298.558
2001-01-10,299.153
2001-01-11,300.896
2001-01-12,301.526
2001-01-15,300.076
2001-01-16,298.831
2001-01-17,297.252
2001-01-18,301.592
2001-01-19,299.892
2001-01-22,298.29
2001-01-23,299.4
2001-01-24,293.967
2001-01-25,297.035
2001-01-26,297.828
2001-01-29,297.657
2001-01-30,300.741
2001-01-31,305.055
2001-02-01,307.413
2001-02-02,305.477
2001-02-05,306.802
2001-02-06,305.496
2001-02-07,305.861
2001-02-08,304.497
2001-02-09,304.604
2001-02-12,306.44
2001-02-13,303.722
2001-02-14,303.9
2001-02-15,300.873
2001-02-16,306.086
2001-02-19,306.157
2001-02-20,302.651
2001-02-21,303.24
2001-02-22,303.142
2001-02-23,301.339
2001-02-26,302.477
2001-02-27,308.081
2001-02-28,307.359
2001-03-01,309.674
2001-03-02,311.751
2001-03-05,310.201
2001-03-06,311.514
2001-03-07,312.056
2001-03-08,313.588
2001-03-09,314.165
2001-03-12,308.779
2001-03-13,301.474
2001-03-14,293.258
2001-03-15,292.908
2001-03-16,285.561
2001-03-19,285.815
2001-03-20,286.408
2001-03-21,278.929
2001-03-22,265.746
2001-03-23,274.372
2001-03-26,279.325
2001-03-27,285.251
2001-03-28,282.134
2001-03-29,278.824
2001-03-30,282.038
2001-04-02,279.726
2001-04-03,277.104
2001-04-04,280.795
2001-04-05,280.262
2001-04-06,281.622
2001-04-09,281.492
2001-04-10,280.742
2001-04-11,279.361
2001-04-12,284.507
2001-04-13,284.507
2001-04-16,281.594
2001-04-17,279.774
2001-04-18,280.045
2001-04-19,285.461
2001-04-20,289.453
2001-04-23,288.429
2001-04-24,289.082
2001-04-25,289.859
2001-04-26,292.318
2001-04-27,291.427
2001-04-30,290.759
2001-05-01,292.3
2001-05-02,293.097
2001-05-03,291.623
2001-05-04,290.959
2001-05-07,290.575
2001-05-08,290.465
2001-05-09,289.016
2001-05-10,289.81
2001-05-11,289.506
2001-05-14,288.227
2001-05-15,291.897
2001-05-16,292.471
2001-05-17,296.423
2001-05-18,295.052
2001-05-21,294.411
2001-05-22,292.455
2001-05-23,289.922
2001-05-24,289.917
2001-05-25,288.381
2001-05-28,291.147
2001-05-29,288.855
2001-05-30,289.342
2001-05-31,286.398
2001-06-01,288.095
2001-06-04,288.486
2001-06-05,290.025
2001-06-06,287.98
2001-06-07,289.497
2001-06-08,288.56
2001-06-11,286.181
2001-06-12,283.615
2001-06-13,284.747
2001-06-14,284.942
2001-06-15,283.483
2001-06-18,284.288
2001-06-19,283.031
2001-06-20,277.786
2001-06-21,277.406
2001-06-22,279.195
2001-06-25,280.118
2001-06-26,275.946
2001-06-27,276.412
2001-06-28,273.17
2001-06-29,276.629
2001-07-02,276.214
2001-07-03,276.567
2001-07-04,277.419
2001-07-05,273.229
2001-07-06,273.918
2001-07-09,275.281
2001-07-10,278.018
2001-07-11,278.149
2001-07-12,275.584
2001-07-13,276.6
2001-07-16,277.579
2001-07-17,275.458
2001-07-18,279.211
2001-07-19,281.503
2001-07-20,280.607
2001-07-23,279.063
2001-07-24,280.075
2001-07-25,280.719
2001-07-26,280.902
2001-07-27,281.522
2001-07-30,282.71
2001-07-31,283.803
2001-08-01,286.617
2001-08-02,288.282
2001-08-03,288.68
2001-08-06,286.256
2001-08-07,285.422
2001-08-08,284.859
2001-08-09,287.575
2001-08-10,288.314
2001-08-13,290.701
2001-08-14,289.987
2001-08-15,293.84
2001-08-16,293.559
2001-08-17,292.04
2001-08-20,290.331
2001-08-21,290.787
2001-08-22,292.639
2001-08-23,290.797
2001-08-24,292.625
2001-08-27,291.534
2001-08-28,290.65
2001-08-29,290.094
2001-08-30,287.19
2001-08-31,286.67
2001-09-03,283.389
2001-09-04,278.003
2001-09-05,276.179
2001-09-06,272.651
2001-09-07,273.695
2001-09-10,268.787
2001-09-11,254.527
2001-09-12,248.567
2001-09-13,248.691
2001-09-14,243.082
2001-09-17,240.617
2001-09-18,240.8
2001-09-19,238.996
2001-09-20,226.855
2001-09-21,217.065
2001-09-24,226.536
2001-09-25,233.256
2001-09-26,237.514
2001-09-27,236.233
2001-09-28,234.535
2001-10-01,235.905
2001-10-02,233.642
2001-10-03,234.591
2001-10-04,236.488
2001-10-05,239.954
2001-10-08,238.799
2001-10-09,238.758
2001-10-10,242.636
2001-10-11,243.801
2001-10-12,247.229
2001-10-15,244.857
2001-10-16,248.107
2001-10-17,250.665
2001-10-18,246.921
2001-10-19,245.413
2001-10-22,244.905
2001-10-23,245.82
2001-10-24,251.212
2001-10-25,252.449
2001-10-26,254.232
2001-10-29,254.065
2001-10-30,252.717
2001-10-31,252.332
2001-11-01,256.06
2001-11-02,254.261
2001-11-05,254.301
2001-11-06,252.829
2001-11-07,255.758
2001-11-08,258.071
2001-11-09,256.546
2001-11-12,255.244
2001-11-13,256.369
2001-11-14,260.778
2001-11-15,264.182
2001-11-16,264.062
2001-11-19,265.919
2001-11-20,265.487
2001-11-21,262.426
2001-11-22,263.182
2001-11-23,262.507
2001-11-26,263.108
2001-11-27,264.145
2001-11-28,263.945
2001-11-29,264.67
2001-11-30,267.867
2001-12-03,265.14
2001-12-04,266.234
2001-12-05,270.778
2001-12-06,273.666
2001-12-07,273.53
2001-12-10,271.676
2001-12-11,270.207
2001-12-12,270.662
2001-12-13,268.025
2001-12-14,268.763
2001-12-17,272.609
2001-12-18,270.752
2001-12-19,269.528
2001-12-20,268.392
2001-12-21,267.002
2001-12-24,263.947
2001-12-25,263.947
2001-12-26,264.172
2001-12-27,267.906
2001-12-28,270.852
2001-12-31,273.494
2002-01-01,273.494
2002-01-02,276.802
2002-01-03,279.649
2002-01-04,281.991
2002-01-07,281.542
2002-01-08,277.804
2002-01-09,279.394
2002-01-10,278.387
2002-01-11,278.802
2002-01-14,278.794
2002-01-15,277.629
2002-01-16,274.506
2002-01-17,274.473
2002-01-18,274.715
2002-01-21,273.819
2002-01-22,274.879
2002-01-23,276.028
2002-01-24,275.316
2002-01-25,271.754
2002-01-28,272.39
2002-01-29,270.517
2002-01-30,267.593
2002-01-31,269.279
2002-02-01,269.41
2002-02-04,271.188
2002-02-05,268.548
2002-02-06,268.455
2002-02-07,268.334
2002-02-08,270.432
2002-02-11,272.796
2002-02-12,272.522
2002-02-13,272.832
2002-02-14,274.891
2002-02-15,275.749
2002-02-18,273.056
2002-02-19,271.829
2002-02-20,269.425
2002-02-21,272.768
2002-02-22,273.019
2002-02-25,273.435
2002-02-26,276.838
2002-02-27,277.918
2002-02-28,278.592
2002-03-01,279.586
2002-03-04,286.267
2002-03-05,285.655
2002-03-06,288.151
2002-03-07,292.667
2002-03-08,292.848
2002-03-11,292.554
2002-03-12,287.886
2002-03-13,289.698
2002-03-14,294.048
2002-03-15,295.747
2002-03-18,298.998
2002-03-19,301.936
2002-03-20,300.305
2002-03-21,298.169
2002-03-22,297.043
2002-03-25,295.125
2002-03-26,294.097
2002-03-27,293.216
2002-03-28,296.348
2002-03-29,296.348
2002-04-01,298.777
2002-04-02,297.079
2002-04-03,296.7
2002-04-04,296.568
2002-04-05,295.808
2002-04-08,292.508
2002-04-09,293.376
2002-04-10,296.054
2002-04-11,297.017
2002-04-12,296.663
2002-04-15,298.015
2002-04-16,299.12
2002-04-17,303.306
2002-04-18,305.533
2002-04-19,304.803
2002-04-22,304.693
2002-04-23,303.299
2002-04-24,303.74
2002-04-25,303.34
2002-04-26,303.7
2002-04-29,303.757
2002-04-30,304.813
2002-05-01,306.539
2002-05-02,306.054
2002-05-03,309.09
2002-05-06,309.534
2002-05-07,307.921
2002-05-08,309.429
2002-05-09,309.915
2002-05-10,311.422
2002-05-13,309.497
2002-05-14,309.154
2002-05-15,311.374
2002-05-16,312.963
2002-05-17,318.613
2002-05-20,318.37
2002-05-21,317.725
2002-05-22,317.779
2002-05-23,312.801
2002-05-24,311.392
2002-05-27,310.397
2002-05-28,313.261
2002-05-29,312.793
2002-05-30,314.366
2002-05-31,313.036
2002-06-03,314.136
2002-06-04,311.595
2002-06-05,310.58
2002-06-06,313.823
2002-06-07,309.232
2002-06-10,311.221
2002-06-11,312.228
2002-06-12,311.43
2002-06-13,306.968
2002-06-14,298.013
2002-06-17,301.064
2002-06-18,303.233
2002-06-19,305.527
2002-06-20,300.731
2002-06-21,300.782
2002-06-24,297.969
2002-06-25,298.076
2002-06-26,300.442
2002-06-27,301.399
2002-06-28,311.688
2002-07-01,311.315
2002-07-02,302.683
2002-07-03,297.132
2002-07-04,298.233
2002-07-05,301.484
2002-07-08,303.844
2002-07-09,304.942
2002-07-10,296.356
2002-07-11,287.874
2002-07-12,287.077
2002-07-15,283.208
2002-07-16,282.472
2002-07-17,286.648
2002-07-18,294.292
2002-07-19,285.592
2002-07-22,275.038
2002-07-23,264.537
2002-07-24,260.536
2002-07-25,269.862
2002-07-26,261.793
2002-07-29,274.106
2002-07-30,277.592
2002-07-31,280.764
2002-08-01,272.141
2002-08-02,273.93
2002-08-05,265.207
2002-08-06,260.238
2002-08-07,259.711
2002-08-08,260.124
2002-08-09,266.759
2002-08-12,264.26
2002-08-13,265.168
2002-08-14,261.554
2002-08-15,265.231
2002-08-16,266.117
2002-08-19,270.308
2002-08-20,269.285
2002-08-21,278.095
2002-08-22,283.151
2002-08-23,281.382
2002-08-26,276.792
2002-08-27,283.488
2002-08-28,275.417
2002-08-29,272.668
2002-08-30,272.567
2002-09-02,271.198
2002-09-03,265.578
2002-09-04,264.005
2002-09-05,258.157
2002-09-06,262.313
2002-09-09,259.973
2002-09-10,263.89
2002-09-11,269.543
2002-09-12,264.472
2002-09-13,259.395
2002-09-16,256.659
2002-09-17,257.067
2002-09-18,249.977
2002-09-19,247.121
2002-09-20,245.084
2002-09-23,239.56
2002-09-24,231.205
2002-09-25,233.836
2002-09-26,241.889
2002-09-27,241.297
2002-09-30,234.745
2002-10-01,231.689
2002-10-02,235.899
2002-10-03,233.955
2002-10-04,228.276
2002-10-07,222.238
2002-10-08,219.852
2002-10-09,217.589
2002-10-10,222.16
2002-10-11,235.226
2002-10-14,232.412
2002-10-15,243.459
2002-10-16,245.457
2002-10-17,250.765
2002-10-18,252.558
2002-10-21,254.385
2002-10-22,256.481
2002-10-23,251.665
2002-10-24,257.425
2002-10-25,253.639
2002-10-28,260.88
2002-10-29,249.824
2002-10-30,252.223
2002-10-31,260.678
2002-11-01,261.778
2002-11-04,267.822
2002-11-05,268.465
2002-11-06,263.638
2002-11-07,261.534
2002-11-08,260.6
2002-11-11,259.143
2002-11-12,259.436
2002-11-13,255.172
2002-11-14,256.497
2002-11-15,259.288
2002-11-18,264.071
2002-11-19,261.36
2002-11-20,258.169
2002-11-21,267.217
2002-11-22,272.342
2002-11-25,269.692
2002-11-26,265.826
2002-11-27,270.878
2002-11-28,275.822
2002-11-29,278.718
2002-12-02,278.728
2002-12-03,273.807
2002-12-04,271.667
2002-12-05,268.497
2002-12-06,268.979
2002-12-09,263.643
2002-12-10,264.892
2002-12-11,266.898
2002-12-12,268.366
2002-12-13,263.305
2002-12-16,264.14
2002-12-17,263.722
2002-12-18,260.762
2002-12-19,256.973
2002-12-20,259.166
2002-12-23,256.782
2002-12-24,259.032
2002-12-25,259.032
2002-12-26,259.685
2002-12-27,258.25
2002-12-30,258.324
2002-12-31,263.68
2003-01-01,263.68
2003-01-02,266.961
2003-01-03,270.422
2003-01-06,269.527
2003-01-07,267.076
2003-01-08,261.06
2003-01-09,262.698
2003-01-10,265.901
2003-01-13,267.561
2003-01-14,270.338
2003-01-15,265.803
2003-01-16,267.492
2003-01-17,264.298
2003-01-20,264.369
2003-01-21,262.53
2003-01-22,258.461
2003-01-23,256.047
2003-01-24,256.447
2003-01-27,247.812
2003-01-28,248.006
2003-01-29,247.79
2003-01-30,252.181
2003-01-31,254.964
2003-02-03,257.885
2003-02-04,254.933
2003-02-05,254.477
2003-02-06,249.639
2003-02-07,247.46
2003-02-10,242.744
2003-02-11,246.944
2003-02-12,241.443
2003-02-13,241.825
2003-02-14,245.399
2003-02-17,248.557
2003-02-18,250.467
2003-02-19,247.042
2003-02-20,244.954
2003-02-21,243.691
2003-02-24,237.247
2003-02-25,232.757
2003-02-26,230.868
2003-02-27,238.14
2003-02-28,243.856
2003-03-03,243.848
2003-03-04,238.129
2003-03-05,237.213
2003-03-06,235.136
2003-03-07,230.43
2003-03-10,229.498
2003-03-11,226.543
2003-03-12,221.901
2003-03-13,226.312
2003-03-14,236.804
2003-03-17,241.888
2003-03-18,242.425
2003-03-19,246.008
2003-03-20,241.99
2003-03-21,247.295
2003-03-24,238.05
2003-03-25,239.823
2003-03-26,237.337
2003-03-27,235.337
2003-03-28,233.874
2003-03-31,228.357
2003-04-01,227.016
2003-04-02,230.061
2003-04-03,234.154
2003-04-04,235.146
2003-04-07,243.127
2003-04-08,239.494
2003-04-09,240.921
2003-04-10,238.416
2003-04-11,239.095
2003-04-14,241.331
2003-04-15,248.548
2003-04-16,252.276
2003-04-17,254.458
2003-04-18,254.458
2003-04-21,253.361
2003-04-22,254.568
2003-04-23,263.271
2003-04-24,258.329
2003-04-25,254.534
2003-04-28,261.007
2003-04-29,263.467
2003-04-30,269.313
2003-05-01,271.787
2003-05-02,268.424
2003-05-05,276.407
2003-05-06,280.346
2003-05-07,280.578
2003-05-08,277.147
2003-05-09,280.779
2003-05-12,277.903
2003-05-13,278.102
2003-05-14,282.733
2003-05-15,283.545
2003-05-16,284.15
2003-05-19,279.477
2003-05-20,279.236
2003-05-21,277.368
2003-05-22,282.382
2003-05-23,282.626
2003-05-26,285.078
2003-05-27,283.897
2003-05-28,285.957
2003-05-29,290.156
2003-05-30,291.654
2003-06-02,292.264
2003-06-03,291.462
2003-06-04,296.186
2003-06-05,300.49
2003-06-06,305.137
2003-06-09,303.814
2003-06-10,302.411
2003-06-11,305.287
2003-06-12,308.28
2003-06-13,303.413
2003-06-16,310.774
2003-06-17,313.503
2003-06-18,308.743
2003-06-19,306.619
2003-06-20,305.498
2003-06-23,298.142
2003-06-24,293.044
2003-06-25,296.563
2003-06-26,294.736
2003-06-27,298.735
2003-06-30,299.556
2003-07-01,296.998
2003-07-02,301.56
2003-07-03,307.308
2003-07-04,305.232
2003-07-07,316.973
2003-07-08,318.146
2003-07-09,316.689
2003-07-10,313.036
2003-07-11,315.781
2003-07-14,317.23
2003-07-15,317.859
2003-07-16,316.309
2003-07-17,310.051
2003-07-18,312.411
2003-07-21,311.187
2003-07-22,312.689
2003-07-23,315.53
2003-07-24,320.209
2003-07-25,320.596
2003-07-28,322.777
2003-07-29,320.739
2003-07-30,319.359
2003-07-31,318.787
2003-08-01,319.5
2003-08-04,319.343
2003-08-05,321.981
2003-08-06,316.819
2003-08-07,315.752
2003-08-08,314.497
2003-08-11,316.118
2003-08-12,316.769
2003-08-13,318.668
2003-08-14,319.732
2003-08-15,319.917
2003-08-18,317.479
2003-08-19,320.562
2003-08-20,320.384
2003-08-21,321.389
2003-08-22,320.697
2003-08-25,317.001
2003-08-26,313.641
2003-08-27,315.567
2003-08-28,318.548
2003-08-29,321.987
2003-09-01,329.901
2003-09-02,328.119
2003-09-03,333.383
2003-09-04,333.208
2003-09-05,335.214
2003-09-08,335.875
2003-09-09,333.484
2003-09-10,327.954
2003-09-11,328.404
2003-09-12,330.393
2003-09-15,334.602
2003-09-16,334.313
2003-09-17,337.71
2003-09-18,339.519
2003-09-19,339.097
2003-09-22,335.047
2003-09-23,332.763
2003-09-24,333.212
2003-09-25,330.146
2003-09-26,327.496
2003-09-29,327.269
2003-09-30,325.198
2003-10-01,329.359
2003-10-02,331.524
2003-10-03,339.143
2003-10-06,339.338
2003-10-07,338.894
2003-10-08,342.001
2003-10-09,345.283
2003-10-10,345.231
2003-10-13,343.705
2003-10-14,346.268
2003-10-15,348.377
2003-10-16,347.701
2003-10-17,343.084
2003-10-20,344.002
2003-10-21,342.454
2003-10-22,340.189
2003-10-23,337.715
2003-10-24,339.29
2003-10-27,341.36
2003-10-28,341.921
2003-10-29,346.438
2003-10-30,350.29
2003-10-31,349.882
2003-11-03,350.763
2003-11-04,351.196
2003-11-05,347.957
2003-11-06,349.783
2003-11-07,355.426
2003-11-10,353.994
2003-11-11,352.086
2003-11-12,356.722
2003-11-13,359.844
2003-11-14,367.2
2003-11-17,358.31
2003-11-18,360.49
2003-11-19,359.355
2003-11-20,357.878
2003-11-21,362.575
2003-11-24,362.518
2003-11-25,366.481
2003-11-26,369.87
2003-11-27,370.376
2003-11-28,370.134
2003-12-01,375.441
2003-12-02,379.912
2003-12-03,382.397
2003-12-04,379.988
2003-12-05,378.881
2003-12-08,380.32
2003-12-09,380.543
2003-12-10,378.906
2003-12-11,376.547
